BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,train,rep
0.9743607863607864,0.8961241281241283,0.976900540900541,0.9007564807564808,0.9630049350049352,0.8901195861195862,-0.9331624979619856,-0.6207986446610406,0.9685454751771088,0.47863009232263826,5
0.9270940470940472,0.7592997632997633,0.9337511257511258,0.7648166608166609,0.903979563979564,0.7433092193092193,-0.8271324848124614,-0.4714566839666924,0.9128324649206764,0.15848931924611134,212
0.8757926984924863,0.6629981060076188,0.8834167880378466,0.667506865718617,0.8535445569400545,0.6713072874743502,-0.7325131574314788,-0.3679202097103554,0.8368887856483973,0.09120108393559097,23
0.500040347640996,0.3015826833409063,0.4937364405450055,0.3011483436444779,0.4886535886972938,0.3051040195324121,-0.208867985115972,-0.1201183637593558,0.2114526430149154,0.014454397707459272,192
0.4530438881478864,0.323550632825056,0.4605035531909848,0.3240385095973239,0.4233546561694934,0.3036593775791188,-0.1250119062808074,-0.036410891817879,0.1310343399585803,0.014454397707459272,25
0.9823191943191945,0.9169698409698412,0.9845656085656086,0.9230609390609392,0.9708900828900828,0.9067860667860668,-0.9400414028615272,-0.6317675976629006,0.9770936715634054,0.5754399373371569,100
0.9800018000018,0.9132726612726612,0.9826722346722347,0.9189130389130392,0.9722827562827564,0.9031144111144112,-0.9321321169285132,-0.6218857137513709,0.9764787744003854,0.5754399373371569,215
0.973884313884314,0.8934880014880014,0.9762253842253844,0.8984605544605546,0.9573656253656254,0.8764994284994285,-0.9213953941595804,-0.6291388090262254,0.965076921245285,0.3981071705534973,209
0.9483214683214684,0.8268123108123109,0.954051294051294,0.8381414021414022,0.925807873807874,0.812980772980773,-0.8707883602211429,-0.475713339663243,0.9365091122381416,0.22908676527677735,199
0.7839469759862556,0.5268005255792886,0.7961178493497176,0.5513224875356609,0.7674412480488265,0.5945565530316602,-0.6014043759321314,-0.2865431436907842,0.6528009736684162,0.05248074602497726,237
0.9706364626364627,0.8865655425655425,0.971953655953656,0.8906301146301147,0.9562492642492644,0.8685709365709365,-0.905128743990289,-0.5871567499641012,0.963149523194147,0.3981071705534973,9
0.9008193968193968,0.7086986526986527,0.907827763827764,0.7131342651342651,0.880019824019824,0.7067699387699389,-0.7916986317222717,-0.4498413841132115,0.8768653893108792,0.1096478196143185,32
0.9807573327573328,0.9224696624696624,0.9825448305448308,0.9263268023268024,0.9698061818061818,0.908107616107616,-0.9409320169320168,-0.6591372111372112,0.9759951711440218,0.5754399373371569,78
0.572279892183607,0.3643745612781574,0.5760305173789229,0.3716184494133014,0.5549028361694046,0.3647424067403517,-0.2854311394110183,-0.1398861227256096,0.3113060554113162,0.020892961308540396,163
0.9457631497631498,0.815962415962416,0.9517658917658918,0.82594038994039,0.9246655446655446,0.8095718335718337,-0.866097423601803,-0.5293499222807166,0.936419708286996,0.22908676527677735,108
0.7330609275685799,0.5066566753682111,0.7401580586892026,0.5293287097842254,0.7116972193447515,0.5258308914734597,-0.4917114038227519,-0.2618910459127913,0.5589781230348266,0.04365158322401661,238
0.7194951096687601,0.4837742541112966,0.7182683444036129,0.4972414691326058,0.7019033267483826,0.50150067713901,-0.4350815573353431,-0.1951492426503531,0.4898967299174142,0.03630780547701014,246
0.9766371526371528,0.8959664359664359,0.9784849264849264,0.9000019080019079,0.9647773127773128,0.8837261717261716,-0.927791835791836,-0.6089577449577449,0.9710130835772818,0.47863009232263826,118
0.5640974343436352,0.3938846272591061,0.569012368608327,0.3945972457770338,0.5572070646336369,0.3960636107571523,-0.2540023458076925,-0.1247370341234777,0.273692324847093,0.020892961308540396,201
0.7192333166662527,0.4882194770897443,0.7234442868552878,0.4929483526762034,0.6969644845053612,0.484195199441873,-0.5074496630355135,-0.2515782620640331,0.5726440184391413,0.04365158322401661,99
0.9796075156075156,0.9123578643578644,0.98204443004443,0.9173422133422136,0.9690908730908732,0.8983683463683464,-0.9380012748152786,-0.6511120070653431,0.9743853240988064,0.5754399373371569,62
0.9706358986358986,0.8966318606318607,0.9725756765756766,0.9002111402111402,0.9557000597000596,0.8852413412413414,-0.9203220443220445,-0.5957322677322677,0.9620781254828854,0.3981071705534973,78
0.6442307500066152,0.3895468988729399,0.652817215967157,0.3863721322146116,0.6297468753700716,0.3824917828004661,-0.4027084773463201,-0.2250632677030709,0.4251755890349578,0.025118864315095794,217
0.6407643050236063,0.4027879127729138,0.6461321517924309,0.4066621436564836,0.6376894144260978,0.4082089341235663,-0.3934765628365215,-0.1898822920018897,0.4560487587326645,0.03019951720402016,129
0.5166775027549156,0.2941285532535205,0.5300418442092565,0.2925103671478928,0.5048276262343654,0.2952370655181102,-0.2195904886947376,-0.0896556345271444,0.2316555133605809,0.017378008287493755,117
0.5590059685429044,0.3225415599870856,0.5589876048653306,0.3188097311399508,0.5352571177066859,0.312888794261395,-0.3103462831238768,-0.1634674440713061,0.3318966946717874,0.020892961308540396,69
0.4792940362589101,0.3065236261673881,0.487021084365738,0.3050512965806007,0.4747734409219839,0.306598348833874,-0.1974573338967622,-0.1136144484259093,0.2073504408419967,0.014454397707459272,98
0.4384732056969488,0.293944156169371,0.4417809354439097,0.2940690369576006,0.4343370720838456,0.2930068502135436,-0.1567326101004229,-0.0854447527727697,0.159570140150895,0.012022644346174132,96
0.5621454643360556,0.3749339538306138,0.5599099713286231,0.3750304723128524,0.5681873638905085,0.3584817738311797,-0.2502987081970231,-0.1142020838502636,0.294943238061046,0.020892961308540396,15
