BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,train,rep
-3.314839705159159,-3.7167204762768375,-3.3000067105686046,-3.610446995346648,-4.042254029462718,-3.9897586845191193,-7.05433403885203,-5.44360887135129,-4.11862948538259,0.47863009232263826,5
-3.78320048388197,-4.287742779861942,-3.724425787971932,-4.172138899177377,-4.338173222937706,-4.360745763388068,-7.512930314319922,-5.751232111946419,-4.926755409872562,0.09120108393559097,23
-4.561765214740255,-4.659833984122169,-4.484816153167023,-4.627797595620153,-4.596016648216127,-4.787680236405718,-13.366784081755949,-12.678674368383165,-33.27638250497339,0.014454397707459272,25
-3.3247533445798867,-3.679497690586207,-3.3109100721250857,-3.5766821124260386,-4.031159320930546,-3.931762043668163,-7.049513596475331,-5.4180482294991,-4.116841106542421,0.5754399373371569,100
-3.3157825215556427,-3.701494894094453,-3.3047069539647382,-3.6125847619020814,-3.97682390543026,-3.9700645265507855,-7.072707158014524,-5.3450660340379885,-4.106810589705964,0.3981071705534973,9
-3.658954413365021,-4.222855338830614,-3.603262067550362,-4.090689603503649,-4.344057388009222,-4.28283050999963,-7.485893406363873,-5.4939735218622,-4.867886806052447,0.1096478196143185,32
-3.2710690595815506,-3.646489992762125,-3.2597093980150595,-3.5418330008823284,-4.024136670883623,-3.886269896658,-7.193608590541368,-5.480797525800576,-4.116864533487719,0.5754399373371569,78
-4.228487320197114,-4.572321510242004,-4.134845724811642,-4.473123823355154,-4.486275821894371,-4.624784372588315,-10.379048920400995,-8.97565060644379,-13.242905403490084,0.04365158322401661,99
-3.26839812526713,-3.6032077383802448,-3.256275230607595,-3.5127475397576493,-4.012920387658301,-3.864630868557808,-7.113910392696735,-5.508795487136188,-4.11671246887096,0.5754399373371569,62
-3.280912510857803,-3.680948855724599,-3.265768389060901,-3.5859321336184515,-4.064715019477687,-3.970951473421445,-7.189504582819022,-5.429788691046703,-4.121441966633135,0.3981071705534973,78
-4.507988779725249,-4.640116292721901,-4.418109164095621,-4.590477341459538,-4.614179899516009,-4.67601639098498,-13.711435312912752,-12.890039007875338,-29.42274764108511,0.020892961308540396,69
-4.655070687110599,-4.753830579848571,-4.560676726337942,-4.697461921433728,-4.637819918446538,-4.748852152960006,-12.786527914354531,-12.160680183269488,-35.66650083862349,0.014454397707459272,98
-4.618426502357834,-4.693893720236154,-4.548499484786802,-4.65967793026827,-4.61596654282808,-4.732843956082682,-11.988278190154317,-11.405351768330116,-37.55749978285676,0.012022644346174132,96
-4.458277152994286,-4.67420756487804,-4.381917948083058,-4.618876749394274,-4.604443332413334,-4.6641372289142895,-13.296769618460134,-12.43051026434407,-30.18948692829503,0.020892961308540396,15
-3.302410524266328,-3.735240479907424,-3.282767334842124,-3.615975148947457,-4.123002540245258,-4.000219175844936,-7.073516813475598,-5.392123597208206,-4.114076542689219,0.3981071705534973,58
-3.461998745625355,-4.0857289573401685,-3.4195735870767456,-3.926959480242679,-4.316660026876306,-4.20990166267954,-6.991318884547926,-5.248646140837913,-4.138021015444876,0.19054607179632474,38
-3.278447975069368,-3.580382690995908,-3.2639163667147684,-3.48079264413447,-3.9347745685129873,-3.823624081935741,-7.083818911011044,-5.489891711892983,-4.118716964293484,0.8317637711026709,84
-3.93206084014596,-4.367345152309943,-3.859174965411769,-4.275931705528064,-4.388879345150964,-4.423685086265283,-8.818702819433494,-7.050310354306845,-6.831853148024645,0.06309573444801933,11
-4.5917912752414605,-4.686277859798493,-4.527623907775998,-4.657092943965483,-4.727536431702544,-4.737892647629819,-11.789689548075376,-11.221455497133572,-37.8847093198335,0.012022644346174132,71
-3.4646423105912967,-3.935499987684216,-3.427581847363654,-3.84885185422898,-4.303328355033762,-4.1663887200282685,-7.21348554396892,-5.2562369489929885,-4.113358973410519,0.15848931924611134,95
-3.983198233347869,-4.466238797878411,-3.877317422281197,-4.339754741948697,-4.368101503693461,-4.527178105962679,-8.510399946023254,-6.702505232499767,-6.5692664725405,0.06309573444801933,96
-4.468621450660587,-4.644080655485694,-4.380142593683623,-4.589321503142981,-4.560579618296302,-4.8690822569428684,-13.402379336706831,-12.461994613017268,-30.431699451767926,0.020892961308540396,65
-4.547793007286761,-4.627673243144138,-4.436091394697899,-4.5812713914188885,-4.573662695065443,-4.689850520428536,-13.955670834562232,-13.08378472101074,-28.038951373844,0.020892961308540396,40
-3.860949874850582,-4.388497032845121,-3.788763057778012,-4.250858768580851,-4.39418965237175,-4.415566067788747,-7.798397111185244,-6.10611265836141,-6.309268575494077,0.07585775750291836,71
-4.663210430053243,-4.722562968096299,-4.609145618560554,-4.69327116045428,-4.693740404150769,-4.777715269986236,-11.364645683979868,-10.930800811935953,-36.79685609426125,0.01,87
-3.9808086828851295,-4.467947106441967,-3.904342407024711,-4.339238999178061,-4.425466867182704,-4.50405717266278,-8.656213942708881,-7.004350287148025,-7.5003134999538945,0.06309573444801933,21
-3.343204978741631,-3.796141966765089,-3.327576358949298,-3.6822919385433632,-4.12593433832116,-4.044658814318482,-7.219687388727751,-5.397653569788689,-4.116845621762578,0.3311311214825911,43
-3.6873813799683344,-4.237039328636827,-3.6340461533967394,-4.124921176550772,-4.29113081535771,-4.351521016528063,-7.094334864073453,-5.402791197610573,-4.430925185731981,0.1096478196143185,25
-4.219770793539191,-4.525597404750105,-4.127336608477366,-4.45522570113206,-4.473714493572345,-4.650712731931792,-12.030367757134796,-10.693649652269045,-17.878448695573518,0.03630780547701014,29
-3.81957611043761,-4.258978604655728,-3.7371465362475327,-4.177542017433613,-4.350783351022092,-4.348488031618433,-7.686880299109386,-5.682499070937795,-5.9040549169334,0.07585775750291836,79
-3.36357442227992,-3.8742612012741233,-3.3381686643201864,-3.7500056144437113,-4.201748048817176,-4.030248491031722,-6.986733002858657,-5.3539157066215575,-4.124867343842799,0.2754228703338166,58
-4.368263940157272,-4.592690571857534,-4.2666851557194265,-4.516889838707904,-4.511964594001586,-4.627622005698555,-13.084158012452992,-11.89361201512757,-22.103304804638707,0.03019951720402016,43
-4.492580641745104,-4.628582746448631,-4.406553759279668,-4.58731869541265,-4.589875246287535,-4.823438221672098,-13.960818037120752,-13.050615139486576,-28.51776658936173,0.020892961308540396,67
