2013763164|5073099395,5070910211
2064796447|5049272357,5061543340,5061204243,5007362138
4226451724|5005979522,5035646089
4240828654|5065845915,5051162653,5048251375
2460424803|5036910885,5059490353,5064791458,5036037034,5011672584,5041457930
2076983192|5023067075,5008074295
2079321119|5067142016,5038907218
2014737124|5025323154,5012905268
1966344422|5010495671,5089752831,5073298043,5064544103
2034904095|5072883577,5080928105,5022602734
2212603652|5076048358,5023294219,5023473252,5002517974
2086823613|5062969234,5090303125,5070881949,5019803252
1994999515|5055751248,5091165259
2005370179|5041250586,5049466613
2051475343|5086076479,5015098676
2750451011|5085173493,5022969857,5003101415,5036257885
2080629652|5040487936,5062003260
2144288906|5043988338,5003496971,5062457490,5085973221
2053026056|5052320865,5073345920
3102179005|5007031065,5019990487
3175433294|5025099143,5036336594
1965869439|5073544378,5052305622
1935028256|5046546654,5079596102,5031799782,5035273559
2029365653|5022001835,5036395430,5034374556
2027377866|5036596371,5001164919
2119877592|5038976962,5059383477
2046730835|5018193153,5038697749,5069767266
1984207815|5085207296,5029297296
3036021869|5080007912,5028697698,5085453092,5083957809,5003534953,5009853778,5058645318,5081994751,5004223965,5070417933,5063183844,5028186024,5010696091
2037881439|5072448062,5025967818
2093333368|5082779935,5028249744,5021300666
2008618993|5059221195,5042710641
1963981961|5013040624,5033298144,5011680071,5052003147,5050377174,5069916197,5027386873,5007789955,5033241898,5007821074
2070796641|5018571414,5062837485,5010711427
4214543677|5069858596,5031712155,5008307849,5058978462,5042150866,5088023300,5000110965
1990392947|5069225752,5079005571,5000376962
1966910979|5060753814,5025967818,5072448062
2104109956|5063316259,5050406872,5046036796,5011893060,5076621655
1994321911|5007407500,5074855536
4307188979|5001877366,5061309772
2150342863|5048049454,5041365203,5076693439,5034671235,5009508070,5046878875,5032026610
2399184178|5012905268,5013311767,5042886213
2090275048|5073544378,5027108467
2010591414|5014605473,5039608229,5091671977,5035124540
2143269484|5013954074,5034827139
2042737352|5035868994,5047727568
2190487303|5033881627,5037363430,5016243774,5031999697,5057060580,5041138083,5026573989,5054735885,5034186728,5090492924,5090244975,5010836192,5077137639,5087126302,5084411434,5089136921,5024204562,5089088705,5007034049,5065251044,5042875079,5004157456,5019601645,5026650969,5081142594
2015077700|5090686234,5015642017,5070147321,5019550583,5074973043
2590695820|5085024439,5011733571
2091320672|5014439401,5069834858,5008216287
2103508088|5080792075,5032965112,5032831894,5056928963,5005438899
2017925150|5088116014,5084251510,5043837125,5029187587
4307188014|5038662431,5007082382,5035398709,5032294826
2085560814|5006225383,5075125669,5068424062,5041020727
2099637108|5085737537,5048096741
3164302135|5090303125,5037975948,5014627584,5070139134,5079950430,5025510459,5090046099,5022100881,5086514721
1994665850|5035082420,5012905268,5031482845,5018738469
2141141714|5031550518,5046878011,5078140696,5025590875
2159591897|5036229691,5041807449,5050433251,5035054562,5004588687,5083649171
4206141178|5081847205,5021838252,5008809576
2072477077|5011317474,5018842930
3043805668|5017073972,5072751484,5061698921
3209850868|5023487560,5084661514,5090217494
2167137586|5015141521,5084869322,5072262870,5039974485,5028044562,5020196441,5007140414
3215441906|5040597705,5023323282
2081245596|5061287527,5045684737,5048225486
1991288592|5061160911,5091068467
2050535804|5041729360,5037941555
2060630617|5016146759,5016371653,5026205409
4308948082|5045962448,5073606848,5071881971
1992875776|5074929175,5015642017,5007961707,5019083787
3043316754|5078279388,5068949813,5050985966,5019952797,5052826065,5027326281,5039177932
4306642903|5085676329,5077712228,5087275461
2614705489|5053428885,5075496148
2005663425|5041685522,5026698378,5038662431,5067371775,5007082382,5091599934
1972106549|5004500567,5027881535,5075512077
1485666843|5005760050,5035771024
1931400479|5062969234,5075548536
4309830151|5072717593,5026774143,5084297396,5019765656
2040860090|5067812040,5018859873,5077182970,5059657244,5085031854
1982309495|5015328710,5015184122,5007202231,5004771502,5064086976
1986404713|5070815266,5044618645,5022565034
2015344683|5037608057,5041273626
2094167812|5036421485,5005333977,5075444455,5007210792,5024605926,5004460622,5026573989,5072783446,5012664020,5040845006,5062762496,5052692974
2096154351|5070765320,5012479314
4302425405|5003202779,5000249421,5017704967,5020932555,5009768638
2033447402|5002078826,5070757468,5038880573,5056896668
3161111985|5006620409,5058024103,5075558091,5034018815,5052427268
2001645987|5030346752,5064971466
2547121633|5020667150,5011616011,5068212961,5013741080
2150343509|5074063711,5008074295,5017300427,5033732758
2084573744|5066728847,5067889485,5035349918
2128677208|5037975948,5090303125,5023950359,5018066582,5043350716
2140422656|5022625151,5012113516
2044225472|5003047037,5051257652,5029730907
2081306806|5076478183,5084507913
2243598363|5071444590,5057008878,5084321543,5009787730
2092131848|5039324448,5058716946,5070371713,5041886096,5043337835,5078773176,5022449356,5034730478,5021851184
2165641442|5025440991,5016936938
1973539614|5005639179,5068119155,5089142551
3133423348|5016371653,5008291667,5047301239,5041680508,5076143079
2147885119|5036384310,5003903037,5071815837,5003305954,5031110017,5042493047,5074029052,5044065796,5000282798,5009455403
2949592505|5089866395,5085933261,5009266404,5029749525,5072780271,5018620356,5044097673,5056305769
2037482151|5005142053,5039373945,5015087094,5029515716,5027329189,5090559371,5056602646,5072569667
3093440660|5057002364,5067118505,5080550894
2798693294|5088286793,5079464744,5036922268,5030006028,5034152102,5075730103,5058214144,5008120275
2128923603|5090936599,5023165801,5009049114,5033568530,5040546953,5057379379,5085529697,5091405758,5060449251,5016265229,5017819807,5088504315
2345319878|5056464653,5006096731,5055659156,5041493435,5035430688,5078174873,5048357211
2004873592|5080004413,5002411596
1999762141|5071516844,5045850608
2141992643|5083819212,5090303125,5028779762,5006373210,5020182196,5066538735,5090192896
2164401575|5072883577,5037913256,5045329304,5045781811
4304098286|5047927017,5041807449,5079796683,5039266544,5043458676,5059799380,5021632929,5090686249,5043409394,5027835055,5044168802,5071656343,5023293408,5000429333
2092292530|5090077335,5003106323
2000470900|5091280059,5064079084,5040382316
1971306820|5082024795,5075992947,5034908463,5059129860
1997418576|5073403497,5091756384
2160654341|5084793824,5027588100,5013813259
2038482562|5053938061,5048471401
2113143118|5013229566,5072853454
3013034383|5073634142,5037975948,5075360079,5089995626
2167750933|5046546654,5061287527,5014662127
2053961182|5002919496,5056459691,5072536284,5083958966,5039354723
2737583276|5030358110,5064959609,5068283502,5010273563
2112649088|5016146759,5031236554
1969514651|5007669976,5079256324
2078327425|5019387364,5076493939,5041169962
2164928285|5066728847,5000251403,5013747794,5035349918
2100240966|5055648393,5028347915,5027588100
2142794306|5000679279,5008033989,5067142016
