N,M,K1,K2,std_bt_likelihood,ho_bt_likelihood
1000,312,2,3,0.9328487039784996,0.9260397751660061
1000,312,2,3,0.9447287188981204,0.9481131300672476
1000,312,2,3,0.8041408199361361,0.807854164850306
1000,312,2,3,1.6937484512838983,1.6889603425266242
1000,312,2,3,0.9690488073042764,0.9716251679660634
1000,312,2,3,1.1458581901011264,1.1410776940991119
1000,312,2,3,1.3344045422344282,1.3300894795053324
1000,312,2,3,1.0245421527551775,1.0270757178837449
1000,312,2,3,0.9849884316853939,0.9855523573897198
1000,312,2,3,1.1878046437210208,1.1834248014153006
1000,312,2,3,0.8789368859618818,0.8783709728483412
1000,312,2,3,0.7921978581176763,0.7896265769265681
1000,312,2,3,1.1105639624216819,1.1053130967534561
1000,312,2,3,0.7402710846657269,0.7367280631034107
1000,312,2,3,1.09683643281153,1.0978055025121047
1000,312,2,3,0.9667247167856257,0.9635845671959626
1000,312,2,3,1.429311192346796,1.4305741303300736
1000,312,2,3,0.705475934247376,0.7065049974144956
1000,312,2,3,0.651790500520256,0.6487079164939945
1000,312,2,3,0.8015586372536749,0.80223566893693
1000,312,2,3,0.8610955055804195,0.861690710904308
1000,312,2,3,1.0486891456248701,1.0526347200560937
1000,312,2,3,0.9428974057484114,0.9441041966786186
1000,312,2,3,0.7349461807990716,0.7284794419254307
1000,312,2,3,0.849348437738726,0.8459751239355733
1000,312,2,3,0.8386398962823588,0.835846704825602
1000,312,2,3,1.4616549889411838,1.4665768838595559
1000,312,2,3,0.8105202573931563,0.8070329023857132
1000,312,2,3,0.913611157062707,0.9090481251832744
1000,312,2,3,1.083534868799544,1.0873440891316488
1000,312,2,3,1.1080614771960307,1.1038197635423612
1000,312,2,3,0.7728819905455048,0.7705483624216752
1000,312,2,3,0.9307997923975732,0.9229946260110283
1000,312,6,7,1.607305620010024,1.387360930827258
1000,312,6,7,0.7914979194972871,0.8067953427163449
1000,312,6,7,0.45753034466244485,0.49522907005748806
1000,312,6,7,0.560225354830901,0.546278044163445
1000,312,6,7,0.7376499500117998,0.678215007004423
1000,312,6,7,0.39573519677554314,0.42620758461863933
1000,312,6,7,0.5655786701854371,0.5920487169970096
1000,312,6,7,0.6317237224330983,0.6868802601068364
1000,312,6,7,1.140803594025534,0.981842498710605
1000,312,6,7,0.8851169233168491,1.2834363452849844
1000,312,6,7,0.527659100034509,0.8824333090420609
1000,312,6,7,0.5149984298434898,0.49496197797111297
1000,312,6,7,0.41618290039591666,0.4062521706654883
1000,312,6,7,0.6074035383703588,0.5056039307754271
1000,312,6,7,0.6325705759215509,0.7335757922735706
1000,312,6,7,0.42322159444529817,0.4891024618064275
1000,312,6,7,0.9605992156441414,0.9288197158943023
1000,312,6,7,0.899059747275157,0.7543667106778419
1000,312,6,7,3.9745818990114334,7.444477327831452
1000,312,6,7,0.9715733097217601,1.0022327087950413
1000,312,6,7,0.4215887954837792,0.3989250831472055
1000,312,6,7,0.9337726767720741,1.3229039737827688
1000,312,6,7,1.083121742093669,1.0042336917038992
1000,312,6,7,0.7235625078605764,0.8225585568838445
1000,312,6,7,0.9394377652989434,1.0818727386256846
1000,312,6,7,0.7313143215076795,0.7442803472874312
1000,312,6,7,0.5433816977752258,0.5263256297226241
1000,312,6,7,1.3024749471518677,1.222050886634931
1000,312,6,7,0.614414695348978,0.6102930685710818
1000,312,6,7,1.8802729808324974,2.525250930192184
1000,312,6,7,0.44294839659836377,0.4542954683474318
1000,312,6,7,0.8670538972718544,0.7943537870255009
1000,312,6,7,0.6599028553455715,0.7930468436577096
1000,312,6,7,0.5244966178584181,0.5345978086932848
1000,312,6,7,0.6788771903293579,0.7097009767217018
1000,312,6,7,0.9854530979048095,0.9933847824987669
1000,312,6,7,0.4342779028928332,0.4717987407111254
1000,312,6,7,0.7224181991933796,0.595813281201068
1000,312,6,7,0.8428668190365057,0.7313646945473962
1000,312,6,7,0.8111854372903863,0.7342057394783923
1000,312,6,7,1.2597358176679678,1.0938395567920578
1000,312,6,7,1.246670536586307,1.9776884167703588
1000,312,6,7,0.7736845250156543,0.8243455713378501
1000,312,6,7,0.5101335628704606,0.458216174043739
1000,312,6,7,0.6863214478533194,0.7583393559572102
1000,312,6,7,0.6054707196216587,0.7167560715402299
1000,312,6,7,3.61935262175359,4.1588365399425475
1000,312,6,7,1.3634844337460232,1.319640035579204
1000,312,6,7,0.46327107916957866,0.4707726282007903
1000,312,6,7,0.41492923576786656,0.422777149584476
1000,312,10,11,0.9538291520638512,0.8600001781591969
1000,312,10,11,0.5979908571650361,0.6038409580387999
1000,312,10,11,0.28935816994249597,0.320023487761598
1000,312,10,11,0.3222958848448039,0.42891154280870963
1000,312,10,11,0.5977803353735067,1.0961966585798275
1000,312,10,11,0.8499809797166022,0.8815674859088705
1000,312,10,11,0.3351723149241603,0.3991702263274165
1000,312,10,11,1.1636406849875252,0.8189876547488265
1000,312,10,11,0.6736864702597,0.6961535641528985
1000,312,10,11,0.3196545299989785,0.4499738080448455
1000,312,10,11,1.523115700367256,0.6384102766269364
1000,312,10,11,0.9722981167965342,1.1235712738380268
1000,312,10,11,0.6122163841761629,1.8755005932473965
1000,312,10,11,1.2626125143269546,1.9726754129714716
1000,312,10,11,0.7571808637271865,0.8518254764862166
1000,312,10,11,0.36728512181947004,0.5097075069549268
1000,312,10,11,0.6354323973844196,0.5728571688318159
1000,312,10,11,0.6102906964193217,0.8055103662893699
1000,312,10,11,0.5174957998513736,0.6301510046894122
1000,312,10,11,1.5413698764280428,0.9251991981249422
1000,312,10,11,0.4721441627538721,0.7120464389622206
1000,312,10,11,0.2508233919096912,0.3192751096694072
1000,312,10,11,0.5958291220165761,0.5361431605322831
1000,312,10,11,0.8511732388804973,1.0042148718860722
1000,312,10,11,0.4248720009221016,0.6176434401654152
1000,312,10,11,0.29194232600414877,0.3423562275040685
1000,312,10,11,0.7116143194263211,0.6980297690343304
1000,312,10,11,1.4749481864598468,1.285641355462024
1000,312,10,11,0.5350976659526171,0.7788042105747363
1000,312,10,11,1.0666533184830727,0.7943733347247062
1000,312,10,11,0.7834936305190516,0.692753390766278
1000,312,10,11,0.8275782074316929,0.6413194494655119
1000,312,10,11,0.40882181211061996,0.7489862592797436
1000,312,10,11,1.1679874060477298,1.1357370961689666
1000,312,10,11,0.9438640391717854,1.2763012683650736
1000,312,10,11,0.40581437946910714,0.5858859634649057
1000,312,10,11,0.9113437088658587,0.7853315636228219
1000,312,10,11,0.33674811235142504,0.5620656021993474
1000,312,10,11,0.7567482820250109,0.6135397562400976
1000,312,10,11,1.1486725438546324,1.1886604966390688
1000,312,10,11,0.6829564480989297,0.7701703246974757
1000,312,10,11,0.9381217425532946,1.3104013332128432
1000,312,10,11,0.3844130915773231,0.5603257213523611
1000,312,10,11,0.35988395596186806,0.5031253176852863
1000,312,10,11,0.8181333103505962,0.6312936852953065
1000,312,10,11,0.7707854300610443,1.0050420725908775
1000,312,10,11,1.1022187512349806,1.056060507278791
1000,312,10,11,0.3139069770280839,0.5912264480844621
1000,312,10,11,0.9245991860601044,0.8262933468070546
1000,312,10,11,0.5246824784824587,0.6697385382156833
1000,312,14,15,0.4467589412271853,0.6130051928003767
1000,312,14,15,1.1268561438338616,1.602778884173475
1000,312,14,15,1.414613510269942,0.6188228494682194
1000,312,14,15,0.6973079554958476,0.6071294769111912
1000,312,14,15,0.682302333406669,0.6328137887718309
1000,312,14,15,4.690156670666758,1.3800334240557288
1000,312,14,15,0.2969806522254438,0.4015597390605408
1000,312,14,15,0.679835948414954,0.8037656534460614
1000,312,14,15,0.34848435098701025,0.41055665287229093
1000,312,14,15,0.6806491462577237,0.6309771476475363
1000,312,14,15,0.5886245905352828,0.7207790049509719
1000,312,14,15,0.42197771158044844,0.6162573850734451
1000,312,14,15,2.1127293540899434,1.1599890532865913
1000,312,14,15,0.24607768269836866,0.550997230438595
1000,312,14,15,0.930076380843689,0.6281643825999321
1000,312,14,15,0.6397925220981444,0.5816981925429201
1000,312,14,15,0.904068614119136,0.6156788128136911
1000,312,14,15,0.8565024866687261,0.6276970859452708
1000,312,14,15,0.29001540252821223,0.5278700748507331
1000,312,14,15,0.6611273325778692,0.6353527952826917
1000,312,14,15,0.5564756688746145,0.8086196923484226
1000,312,14,15,0.5360917726348334,0.40176696541863105
1000,312,14,15,1.5263411406539382,1.2285323068760114
1000,312,14,15,0.345500270645845,0.5325879163541068
1000,312,14,15,0.703702288938202,0.5770636554394366
1000,312,14,15,0.19176317359434317,0.3328714458679437
1000,312,14,15,0.35322974631410936,0.4859158078552966
1000,312,14,15,1.2024078874204747,0.7329694373730814
1000,312,14,15,0.4285217179757166,0.3975835800629264
1000,312,14,15,0.5290378875227537,0.8294689660053254
1000,312,14,15,0.7854581910387314,0.7311470937627691
1000,312,14,15,0.3716531029994106,0.7704723144886686
1000,312,14,15,0.9455049226195328,0.5998422081833046
1000,312,14,15,0.7072633476235233,0.5575485659017776
1000,312,14,15,0.14602114708244457,0.47182939461320733
1000,312,14,15,0.922397705246299,2.5430032411139973
1000,312,14,15,0.803040529959435,0.3360640687291259
1000,312,14,15,1.6112758859822545,1.4006721763975103
1000,312,14,15,0.9711012500651467,0.7377361195980799
1000,312,14,15,0.33098297368390284,0.5368941345437851
1000,312,14,15,7.561617782779458,2.2694488608004106
1000,312,14,15,0.37912790741149993,0.6339136060415392
1000,312,14,15,0.38024714106543006,0.5368214457558256
1000,312,14,15,0.2919307841434,0.28736223919997167
1000,312,14,15,0.5507848380790508,0.9634984331101297
1000,312,14,15,0.567184021016142,0.4984111047777613
1000,312,14,15,0.32559147627141444,0.3116199987241013
1000,312,14,15,0.42849522354027403,0.3700058554783821
1000,312,14,15,0.347070893987806,0.5251816403837711
1000,312,14,15,0.29462767070606055,0.33955521624650203
1000,312,18,19,0.5716063124899156,0.42795293806897533
1000,312,18,19,0.2571513458145072,0.4009104110284285
1000,312,18,19,1.1601718598566289,1.9484753264957084
1000,312,18,19,0.8424855831065462,0.7747240164134737
1000,312,18,19,0.33905322537325966,0.36560008751138773
1000,312,18,19,0.21502273384642295,0.3757977270400427
1000,312,18,19,1.2039890872836467,1.340631182838289
1000,312,18,19,2.2381654054470816,1.0647088792192654
1000,312,18,19,0.4860241614710863,0.4229674692388034
1000,312,18,19,0.4857788370192366,0.564607978056288
1000,312,18,19,0.3101045187357811,0.5498694065676477
1000,312,18,19,1.9761092011218617,1.1639662276515634
1000,312,18,19,1.5523075609335444,1.1757599661573683
1000,312,18,19,0.2959649798788144,0.46356821709992824
1000,312,18,19,0.5791934936945696,0.6094593748607278
1000,312,18,19,0.8270075169819278,0.8842351452772519
1000,312,18,19,2.273152684027072,1.859243580259439
1000,312,18,19,1.0284427696532608,1.5579487754640304
1000,312,18,19,0.8964815826031143,1.1372221003548362
1000,312,18,19,0.4427979384279627,0.5404465887528451
1000,312,18,19,1.1543567323076214,1.6358754127056536
1000,312,18,19,0.9519294869664459,1.0424762142203954
1000,312,18,19,0.7947335573605049,0.8247778720436416
1000,312,18,19,0.6262837462205655,0.7439014588346187
1000,312,18,19,1.088839555637187,0.7652487286732191
1000,312,18,19,1.7928548708915484,1.0178139100723798
1000,312,18,19,3.1027337250032927,1.0474714469557256
1000,312,18,19,0.2297799001691459,0.19349526503731343
1000,312,18,19,1.54467048811005,0.7470264055319019
1000,312,18,19,0.4410081176601825,0.43939880923075836
1000,312,18,19,0.896975909434705,0.7445256032966753
1000,312,18,19,0.9661233221583606,0.7629355580922321
1000,312,18,19,0.24539518397546933,0.5249676297285929
1000,312,18,19,0.5775987809095757,1.4844016893586232
1000,312,18,19,0.9505044918097381,1.0940580435475316
1000,312,18,19,0.4535180378509514,0.9126419997377908
1000,312,18,19,1.0372511842542738,0.7149299332566674
1000,312,18,19,0.9322021149595348,0.8601779885152852
1000,312,18,19,0.9650982207146372,0.8618805670093551
1000,312,18,19,0.891908930991981,0.9001663765839475
1000,312,18,19,0.42413046041286256,0.7499157547051617
1000,312,18,19,0.7461842464303589,0.6107995214702062
1000,312,18,19,0.4694236452926681,0.48875530012784696
1000,312,18,19,4.912103340698671,14.827353635205208
1000,312,18,19,0.8538252245668189,1.0423192452852756
1000,312,18,19,10.469371618304086,3.5419384830030327
1000,312,18,19,1.3152694643937146,1.4155167847195127
1000,312,18,19,1.0014963544871924,0.7135924635633919
1000,312,18,19,0.6323753952294846,1.3290683447346372
1000,312,18,19,0.840356683212571,0.8874365682469214
1000,689,2,3,0.8455638471196342,0.8505989159049275
1000,689,2,3,0.916030380886098,0.9203562487728822
1000,689,2,3,0.9333356950380107,0.9344011896142274
1000,689,2,3,1.0949325130439505,1.099556772369003
1000,689,2,3,1.2157570597703944,1.2545977928390024
1000,689,2,3,1.0331743836233642,1.0407207470366735
1000,689,2,3,1.2884659728555412,1.2974650855558438
1000,689,2,3,0.9446634327995789,0.9356757078467456
1000,689,2,3,1.0805162934701669,1.074977159215878
1000,689,2,3,0.9858990472015946,0.9871457823504521
1000,689,2,3,0.8678196027577685,0.867483106753694
1000,689,2,3,1.001525311866039,0.9982636619154188
1000,689,2,3,0.8787514212837643,0.8745300225411734
1000,689,2,3,0.9884001962948588,0.9802577494537781
1000,689,2,3,0.975867967798912,0.973535760385149
1000,689,2,3,0.91186976072547,0.9155473007744644
1000,689,2,3,0.9937446536244482,0.9971913258843899
1000,689,2,3,0.9898284093573324,0.986073883150827
1000,689,2,3,1.019127768647202,1.008172601182488
1000,689,2,3,0.7718767715174522,0.7716357726034664
1000,689,2,3,0.9043461532680168,0.9055832564168231
1000,689,2,3,0.7791001056106791,0.7767941399418397
1000,689,2,3,0.9669862539192415,0.9614316077435391
1000,689,2,3,0.9106218330311436,0.9091042910229983
1000,689,2,3,1.1240190018430873,1.120812063593118
1000,689,2,3,1.2631517399366003,1.2550714164965782
1000,689,2,3,1.0211654081312942,1.0074704511895314
1000,689,2,3,0.860657062859666,0.8615439908366241
1000,689,2,3,1.048571726372596,1.0630834149576973
1000,689,2,3,0.848787510299002,0.8462941137872765
1000,689,2,3,0.9826061649895765,0.9850405880392222
1000,689,2,3,0.90674981348461,0.9087681138915845
1000,689,2,3,0.9922795538290293,1.032878304394289
1000,689,2,3,0.7995102153455012,0.8001215936434602
1000,689,2,3,0.9398494978121626,0.9306199690965961
1000,689,2,3,0.9480011416839055,0.9523969644014354
1000,689,2,3,0.7290133835149716,0.7253859984016449
1000,689,2,3,0.7685515138387945,0.7753616076589283
1000,689,2,3,0.789077064443256,0.780776113492969
1000,689,2,3,1.0555812683842696,1.0532666361663638
1000,689,2,3,0.8263761513070054,0.8265369435257105
1000,689,2,3,0.9628700009150528,0.9556228512541816
1000,689,2,3,0.8958676340300069,0.8907601895771814
1000,689,2,3,0.8939766351142071,0.8909432602434798
1000,689,2,3,0.810470398983064,0.8046714745343891
1000,689,2,3,0.9040028263103548,0.9041482924107652
1000,689,2,3,0.8818071821555026,0.8810050534642625
1000,689,2,3,0.7784411202969855,0.7795900573832821
1000,689,2,3,1.1059120408238843,1.108989054356269
1000,689,2,3,1.2482262033577702,1.2365252872263572
1000,689,6,7,0.9107187649453528,0.8931266911399142
1000,689,6,7,0.8200345541341321,0.7476563492637535
1000,689,6,7,0.6389012724550016,0.6334368451260698
1000,689,6,7,0.7306846912422295,0.7111133687195789
1000,689,6,7,1.2140499802663987,1.057016826534162
1000,689,6,7,1.3040226078945882,1.4693382386216325
1000,689,6,7,2.3867131413239613,2.615354841386611
1000,689,6,7,1.0229410752243613,0.9947707785876373
1000,689,6,7,0.888716442637793,0.8873372873254325
1000,689,6,7,1.1579638366999483,0.9807417387558395
1000,689,6,7,0.9729763890633577,0.8573656912907408
1000,689,6,7,0.6122896328244078,0.5951291150995845
1000,689,6,7,1.1636442596923486,0.9878940673375438
1000,689,6,7,1.1011910027756113,1.1695465001172434
1000,689,6,7,1.0193399965890442,1.2693784768121144
1000,689,6,7,1.1117504512891654,1.0913626016101814
1000,689,6,7,1.1775163750350337,1.3477148278803404
1000,689,6,7,0.7788939548788418,0.7984774800514947
1000,689,6,7,1.1323923345765317,1.3004526276668216
1000,689,6,7,1.1007619393006518,0.9504698859758739
1000,689,6,7,0.6949272824812235,0.6738154658964981
1000,689,6,7,1.019931959017965,0.9321667169104716
1000,689,6,7,1.2477865185699488,1.0208445361416367
1000,689,6,7,1.0421021153911945,0.9117691374717317
1000,689,6,7,0.6396281298069545,0.6494974058256135
1000,689,6,7,1.0368505432016784,1.2233871360336117
1000,689,6,7,0.7243745232047824,0.8700127365340966
1000,689,6,7,2.647118529099658,1.9008484649867015
1000,689,6,7,1.4537790224872378,1.4427651757503497
1000,689,6,7,1.1113212480820671,1.0948937661546827
1000,689,6,7,0.8209442565987419,0.8809953266848979
1000,689,6,7,1.0747818546650358,1.0229365582969994
1000,689,6,7,1.0916609940868256,1.049910427213316
1000,689,6,7,0.9495539376605807,0.9216661255660737
1000,689,6,7,1.0110358441679914,0.9267672382915402
1000,689,6,7,0.9711658236410629,0.9298461497367831
1000,689,6,7,0.9790647559462665,0.9134897217567427
1000,689,6,7,0.7583770661855388,0.7750002742085041
1000,689,6,7,0.9291864755196101,0.8651131462652167
1000,689,6,7,0.902018071904706,1.4525570916057418
1000,689,6,7,1.192521657996012,1.332638240082682
1000,689,6,7,1.2346804126541358,1.0793853470261447
1000,689,6,7,1.0647221117757466,1.0458342893432295
1000,689,6,7,0.6798982368386728,0.7420513530474969
1000,689,6,7,0.7275429456250639,0.6849388221916363
1000,689,6,7,1.1757273072733203,1.268235983597633
1000,689,6,7,1.6659018554223968,1.799301208269567
1000,689,6,7,0.692637658782605,0.6858959643494601
1000,689,6,7,0.761029913697306,0.6649848955836257
1000,689,6,7,0.6202229319361371,0.6086383983213357
1000,689,10,11,0.8582940277268692,1.0588314757914414
1000,689,10,11,1.023577670256269,1.180075153777495
1000,689,10,11,0.7852514873605353,0.7643115638353087
1000,689,10,11,0.7977372761662346,0.8582792162064993
1000,689,10,11,0.8705385568830615,0.7573783315151448
1000,689,10,11,1.1634942172831613,1.2309406589741594
1000,689,10,11,0.8270254800067062,0.7699543645796156
1000,689,10,11,0.8967869021371228,1.0092101923132129
1000,689,10,11,0.7943054280649107,0.7683989712438993
1000,689,10,11,0.9820348263032592,1.1183306054980502
1000,689,10,11,1.0214741752114818,0.8936286141617649
1000,689,10,11,0.9438052635339511,0.9135461709411755
1000,689,10,11,0.6452745877664193,0.6083336838530067
1000,689,10,11,0.8927539690664427,1.0302124694230004
1000,689,10,11,0.9913172878127662,0.9756484412975773
1000,689,10,11,1.1125177609333199,0.9640066203677295
1000,689,10,11,1.1920770187947507,1.1236562925671663
1000,689,10,11,0.9904886069595167,1.0523968115427826
1000,689,10,11,0.8719180948480996,0.8418680577251193
1000,689,10,11,1.2770299489819623,1.1691438992484038
1000,689,10,11,1.9672275252102522,1.8548846965335781
1000,689,10,11,1.2476654671796064,1.1385176398549217
1000,689,10,11,0.7197948178561112,0.788134349906061
1000,689,10,11,1.2228103061689584,1.2664051948716104
1000,689,10,11,1.0404261274020297,1.0577475243421406
1000,689,10,11,1.0766821101183195,1.114310858251997
1000,689,10,11,1.1260118795855167,1.3553332447870723
1000,689,10,11,0.8904921138231964,0.9262849608757762
1000,689,10,11,0.9223954610179224,1.0213701014949625
1000,689,10,11,0.7375736660348247,0.6873324732383636
1000,689,10,11,1.36397167336781,1.4328405426147455
1000,689,10,11,0.9735987872830073,0.9005556681853434
1000,689,10,11,1.1502564983661334,1.1225184649065612
1000,689,10,11,0.9046289467605791,0.7708650978497572
1000,689,10,11,1.299702572670442,1.1534811227510096
1000,689,10,11,0.7916198422805073,0.7856257597024223
1000,689,10,11,0.8395063592696227,0.7268097071583552
1000,689,10,11,0.8384068515273522,0.6746471718481588
1000,689,10,11,1.1636421522169842,1.3098490056386822
1000,689,10,11,1.0657231146915267,0.8969311738548178
1000,689,10,11,1.273620865818269,1.0301707520758376
1000,689,10,11,0.9294545268170744,0.9388796854714405
1000,689,10,11,1.5451559404733402,2.1202915293130373
1000,689,10,11,0.9272676695279807,0.970232997086031
1000,689,10,11,0.8586155458691954,0.7674694169433258
1000,689,10,11,1.247155554089766,1.2302608904866055
1000,689,10,11,0.761749504204739,0.7945915556955292
1000,689,10,11,1.093380939255228,1.2749559153435088
1000,689,10,11,0.8742449677801559,0.8497752811052393
1000,689,10,11,0.8234499566654773,0.8502152326254787
1000,689,14,15,1.0993161936908389,0.9954011346932402
1000,689,14,15,1.1709836159317348,0.9626990403460199
1000,689,14,15,0.8581057054279331,0.8704906011930299
1000,689,14,15,1.0657512567084277,0.9344688189648748
1000,689,14,15,1.1618385445382293,1.114485788427886
1000,689,14,15,0.6784715286583465,0.664575163145671
1000,689,14,15,1.0103951961642403,1.03622038471819
1000,689,14,15,1.097228472592908,1.1445139368599824
1000,689,14,15,0.9727410416235224,0.9681461655937649
1000,689,14,15,0.9144772274457545,0.9392214016054071
1000,689,14,15,1.0961672070838788,1.0170585526162352
1000,689,14,15,1.3098021311627652,1.1927500039783199
1000,689,14,15,1.2273975989850396,1.1155705181126183
1000,689,14,15,0.9424758446457051,0.8548746494118956
1000,689,14,15,1.089087271639264,0.9281890742556936
1000,689,14,15,0.7975475977826818,0.8141113098152922
1000,689,14,15,0.7851896690152791,0.6832771950782276
1000,689,14,15,1.007291184316085,0.7632990534592945
1000,689,14,15,0.9800706699786219,0.8995521192764742
1000,689,14,15,0.8523237567645486,0.7158062970897096
1000,689,14,15,0.9421911386090933,0.9047085256699164
1000,689,14,15,0.925153918280889,0.8912371346443609
1000,689,14,15,1.0599327876944742,1.2132706087713474
1000,689,14,15,1.2051524221986345,1.2312256274231834
1000,689,14,15,0.8681069884682303,0.9542570352437586
1000,689,14,15,0.8651304020383486,0.8719685376590072
1000,689,14,15,0.7312892243394477,0.8351388606354716
1000,689,14,15,1.3921891034632894,1.2157816524212448
1000,689,14,15,0.9180750861026072,0.9695468686111536
1000,689,14,15,0.7178378141354892,0.8679635462795798
1000,689,14,15,0.8656562082981729,0.8592170836686522
1000,689,14,15,1.2861248887541925,0.9935784335600383
1000,689,14,15,0.8611326246020923,1.0487977804195174
1000,689,14,15,1.2123670735831653,1.074815937666442
1000,689,14,15,1.029257659568507,1.1689063772551178
1000,689,14,15,1.190765017755814,1.1028416434523691
1000,689,14,15,0.9992187174320274,0.9856952300352988
1000,689,14,15,1.8752536704785003,1.4466757540187622
1000,689,14,15,1.0946829556713882,1.0410811453804814
1000,689,14,15,0.9341373174880379,0.7932184759056963
1000,689,14,15,0.8916819944032263,0.9715528229087886
1000,689,14,15,0.8855509444903432,0.8259195170128159
1000,689,14,15,0.9584188359255796,0.9209783089449866
1000,689,14,15,0.8041397334756392,0.8630646235292189
1000,689,14,15,1.0790906124534645,1.2008861616168938
1000,689,14,15,0.8943251087333212,0.9409759804915945
1000,689,14,15,1.3632072642294728,1.0821524041465393
1000,689,14,15,1.0398482386094867,1.0087410796299163
1000,689,14,15,0.8931139797211424,0.8474682445842749
1000,689,14,15,0.8491683596154254,0.9625642058026807
1000,689,18,19,0.8242091197600897,1.043653576067592
1000,689,18,19,1.5566146297858763,1.122785456656404
1000,689,18,19,0.8273308881068527,0.7073290700678788
1000,689,18,19,1.0446911185308474,0.9926597593543555
1000,689,18,19,0.983317700866332,0.8767491235709649
1000,689,18,19,0.9514729466756389,0.960399268911125
1000,689,18,19,1.0585814951486514,1.3959983265044889
1000,689,18,19,0.9654084797530689,0.9528902349659013
1000,689,18,19,0.9414164383305333,1.4355973516947653
1000,689,18,19,0.7637560046002644,0.9338703431760998
1000,689,18,19,0.6605064388213341,0.7799226834951604
1000,689,18,19,0.9588491584104625,0.9611548373366382
1000,689,18,19,1.2167054812712677,1.200485737744037
1000,689,18,19,1.1373214993830667,1.1486102216173153
1000,689,18,19,0.8894572339633382,0.8451881934189265
1000,689,18,19,1.478960364448456,1.6775514303007135
1000,689,18,19,0.7018387067058621,0.7106370650030476
1000,689,18,19,0.8735399946731442,0.9473035090852706
1000,689,18,19,1.2219213973002505,1.2437727080783798
1000,689,18,19,0.8779889009463859,0.6936408086297075
1000,689,18,19,0.9520378880737974,0.9474627719575567
1000,689,18,19,1.0499259576830886,1.0510649985098397
1000,689,18,19,0.9803036317666254,1.184042391210141
1000,689,18,19,1.0926170677064206,1.2079185436075988
1000,689,18,19,0.8961280493056898,1.0667921862710033
1000,689,18,19,1.3825472159708037,1.1532841695636662
1000,689,18,19,1.060090273306578,1.0093350778064674
1000,689,18,19,1.2344282004092662,1.1380204072772713
1000,689,18,19,1.3533055505068792,1.182218685080372
1000,689,18,19,0.8737060477006227,1.050288011849913
1000,689,18,19,0.9468167699767541,1.0617068969920103
1000,689,18,19,1.233463244006371,1.4088119601712277
1000,689,18,19,0.9177871628217495,1.0003468417049932
1000,689,18,19,0.6628982126406263,0.7591463832180191
1000,689,18,19,0.6928664326842555,0.8278511889375203
1000,689,18,19,0.9939072207312738,1.0212727688569823
1000,689,18,19,2.516074255979376,1.7150891898701262
1000,689,18,19,1.0028647898330467,0.9689684611816882
1000,689,18,19,0.6122405096841457,0.8468130887306135
1000,689,18,19,1.1734103063857124,0.8433869842420131
1000,689,18,19,1.0467229313088224,0.9198637774990084
1000,689,18,19,0.7159476125358096,0.761387856663141
1000,689,18,19,2.1864384667051953,2.1336057043575676
1000,689,18,19,0.961715059963881,0.886490537745971
1000,689,18,19,1.086699751118599,1.3500042815168447
1000,689,18,19,0.6896529535436855,0.7082101630356987
1000,689,18,19,0.7772127407062059,0.8094688443342359
1000,689,18,19,0.9556159367284259,0.9060082168771619
1000,689,18,19,0.8034776551493594,0.8868214796709257
1000,689,18,19,1.1340305833124988,1.0347976978858684
1000,1521,2,3,0.8942971073575489,0.8932260087202787
1000,1521,2,3,1.0916238097079651,1.1046041382299785
1000,1521,2,3,1.0230998432287297,1.0365359707984914
1000,1521,2,3,1.0594626040579405,1.0529216532575256
1000,1521,2,3,1.1745855321427616,1.1671520106114721
1000,1521,2,3,0.9979097372016753,0.9940412880813952
1000,1521,2,3,1.180617133832252,1.1566528344381848
1000,1521,2,3,0.9819346633714209,0.9868264087952591
1000,1521,2,3,0.9595768684925903,0.9555180960414845
1000,1521,2,3,0.96809938214905,0.977786704999959
1000,1521,2,3,1.0014844556923002,1.003884965225316
1000,1521,2,3,1.1422855304800927,1.1491731502143654
1000,1521,2,3,0.8844939570825688,0.88337301765453
1000,1521,2,3,1.0875912046627751,1.1010632937670481
1000,1521,2,3,0.9501861137125844,0.9404196685770162
1000,1521,2,3,0.972712366336156,0.9818774812135728
1000,1521,2,3,0.940551037218264,0.9449422272076807
1000,1521,2,3,0.9492845258853048,0.9419495434236852
1000,1521,2,3,0.9412041312506062,0.9425918007352057
1000,1521,2,3,1.0567875150473949,1.0480127632701113
1000,1521,2,3,0.9563732543436635,0.9535913757624421
1000,1521,2,3,1.0803706359924774,1.0976711490123834
1000,1521,2,3,1.0691902296706388,1.0689272594783101
1000,1521,2,3,1.0721353434522196,1.0668117127300323
1000,1521,2,3,1.069596744600093,1.0668528784515736
1000,1521,2,3,0.9250926758128927,0.9270772966757991
1000,1521,2,3,1.0072125919502897,0.9926060310723912
1000,1521,2,3,0.9608124659210974,0.966831705812193
1000,1521,2,3,1.0244275356675243,1.0158060751893465
1000,1521,2,3,0.9425891211383108,0.9427617402837996
1000,1521,2,3,0.9860145394642236,0.9862610199192856
1000,1521,2,3,0.9209311822211512,0.9185964212376758
1000,1521,2,3,1.0682491500291091,1.0756865909036968
1000,1521,2,3,0.943277432420764,0.9428509526144323
1000,1521,2,3,0.904680353933104,0.9054828446490841
1000,1521,2,3,0.9744149599889506,0.9748509786501915
1000,1521,2,3,1.0028781128864832,0.9999991159657909
1000,1521,2,3,1.2007947493083566,1.18110147452181
