N,M,K1,K2,std_bt_likelihood,ho_bt_likelihood
1000,141,2,3,0.9301163702225226,0.9279661341711186
1000,141,2,3,0.8753037256701844,0.866176712165114
1000,141,2,3,0.9803936919447125,0.9707797049211302
1000,141,2,3,0.9214926934871233,0.9188656266252376
1000,141,2,3,0.6764072884670066,0.6756772035369102
1000,141,2,3,0.9467418650048959,0.9512435874245637
1000,141,2,3,0.9552852910634387,0.9569232554996754
1000,141,2,3,1.0007736230597628,1.007255370815037
1000,141,2,3,1.147415864738743,1.156497802260376
1000,141,2,3,0.5462155752599052,0.5442804423005109
1000,141,2,3,0.8293896023812848,0.827104896374241
1000,141,2,3,2.915748855329621,2.961635773079341
1000,141,2,3,0.7791533461279255,0.7821508855539208
1000,141,2,3,1.4237284175036964,1.4225070338720294
1000,141,2,3,0.8714962852474077,0.8638645691207787
1000,141,2,3,0.6715453790524064,0.6698585244770592
1000,141,2,3,0.8594516010100873,0.8683248060938066
1000,141,2,3,0.6882180298830344,0.6854070767338457
1000,141,2,3,1.178482064080202,1.178010430122008
1000,141,2,3,0.797875883825905,0.7972340401282981
1000,141,2,3,0.698421880829213,0.69838119180658
1000,141,2,3,1.677282731861114,1.6774347068210504
1000,141,2,3,3.507966545696645,3.502209146665475
1000,141,2,3,0.6978436563729222,0.6971609372790859
1000,141,2,3,0.9397545045037738,0.9375817930559183
1000,141,2,3,1.2341867845900123,1.2296536077645783
1000,141,2,3,0.8857473167418085,0.8841142689306639
1000,141,2,3,1.0912525229532448,1.0823923446534585
1000,141,2,3,0.9897511518210313,0.9914305454229293
1000,141,6,7,0.6480936293950524,0.5129428751087703
1000,141,6,7,0.7364402510919321,0.6976850031527254
1000,141,6,7,0.3662463467141263,0.25466984189708025
1000,141,6,7,0.432064868736063,0.4883910247891266
1000,141,6,7,0.7155760406943152,0.5640496433583199
1000,141,6,7,0.6258625392783602,0.6801803535530029
1000,141,6,7,3.2213862861938587,2.2792245519317746
1000,141,6,7,0.33134698043437916,0.32169730321829754
1000,141,6,7,0.6415560488388723,0.633382894392906
1000,141,6,7,0.3156814166256656,0.2208062635420865
1000,141,6,7,0.4200433138659585,0.4387791902208862
1000,141,6,7,0.7856445729977404,1.0332624191158153
1000,141,6,7,1.2409619498531383,1.460995910864921
1000,141,6,7,0.33644776613199895,0.3322611871473564
1000,141,6,7,0.2872537797636849,0.3015018763962439
1000,141,6,7,0.39604515484259406,0.45971907254982614
1000,141,6,7,1.7870583562235458,1.8900569186499578
1000,141,6,7,0.841227846397957,0.9101055616282727
1000,141,6,7,4.745364701794469,3.429459570610609
1000,141,6,7,0.38175145104385255,0.4034681994760159
1000,141,6,7,0.1228360259189727,0.1040670251303758
1000,141,6,7,0.28184072118724995,0.29324863804208834
1000,141,6,7,0.6440546355582752,0.9162672409928189
1000,141,6,7,0.3626011959668386,0.3473344729613811
1000,141,6,7,0.5175852953243336,0.4628212568226378
1000,141,6,7,1.3239130722178132,1.3311512703610597
1000,141,6,7,2.1476905815463634,2.449826775379181
1000,141,6,7,0.7251127557643097,0.6513966229058721
1000,141,6,7,2.9587593406848836,3.0827865824566065
1000,141,6,7,1.968225077179879,1.9109425845903818
1000,141,6,7,0.9103602759085319,1.081171052018145
1000,141,6,7,0.5971375379989731,0.5678453837332964
1000,141,6,7,1.1840439277929726,0.9780569950342508
1000,141,6,7,1.113377716335293,0.9813244548842062
1000,141,6,7,0.44921525037919513,0.704098591802733
1000,141,6,7,0.2595897146940364,0.2769193087480561
1000,141,6,7,0.6451865555174758,0.7529749468795806
1000,141,6,7,0.5771408458945748,0.6040111788949268
1000,141,6,7,0.47662301276621444,0.3888346703206959
1000,141,6,7,0.5472675603406801,0.5371552466817122
1000,141,6,7,2.4698178531047716,2.231782279761566
1000,141,6,7,0.5555494601163713,0.38874237410901297
1000,141,6,7,0.7368025927942119,0.7027148357520238
1000,141,6,7,0.6629116128114411,0.6859211453530774
1000,141,6,7,0.4341096738266193,0.44261492259539775
1000,141,6,7,0.6200163903273995,0.6012163439150091
1000,141,6,7,0.47889156630308954,0.5366556979392927
1000,141,6,7,0.6973521027277653,0.6074903719508662
1000,141,6,7,0.9422200117519659,0.6661002435941604
1000,141,6,7,0.4881615925221723,0.47941136173189086
1000,141,10,11,0.14495580693922488,0.20125265168122464
1000,141,10,11,0.04709576245253804,0.10686152148684475
1000,141,10,11,1.6597266820532246,0.6120852963254603
1000,141,10,11,0.6273438428362479,0.6216242273871098
1000,141,10,11,0.16797623281086516,0.1450284163976047
1000,141,10,11,0.870474053695524,0.49819882314532127
1000,141,10,11,0.11099339674373088,0.13818875037769973
1000,141,10,11,3.1997507120559243,1.1305138625358198
1000,141,10,11,0.8546841740392522,0.9725482245515693
1000,141,10,11,0.772537894008422,0.7296171954552678
1000,141,10,11,0.09100136869402516,0.14934254789427576
1000,141,10,11,0.22360941180884783,0.4609557588014216
1000,141,10,11,1.73410590815493,1.5718959389194262
1000,141,10,11,0.2077267533320925,0.25031619149101225
1000,141,10,11,1.0114938630755734,0.586812354644154
1000,141,10,11,0.14309463927838115,0.16086021477597673
1000,141,10,11,0.08450350340151426,0.18389541664169667
1000,141,10,11,0.47619932438040596,0.6263053818229569
1000,141,10,11,0.38772533039448237,0.5935553951556488
1000,141,10,11,0.45877089278887895,0.5525509258240529
1000,141,10,11,0.7447160268346864,1.0915289008614026
1000,141,10,11,0.2838387660322415,0.4393001043105945
1000,141,10,11,0.6637989110385278,0.8757142854334804
1000,141,10,11,0.22886562000822458,0.7413966905744453
1000,141,10,11,0.09579477582127173,0.08256590578459777
1000,141,10,11,0.25703525298604885,0.8621194538288081
1000,141,10,11,0.08281420936491744,0.09255490176692652
1000,141,10,11,0.09385932361976991,0.1257451377212273
1000,141,10,11,0.04267040670700665,0.10871968502464568
1000,141,10,11,0.07141993912500604,0.2452621275446923
1000,141,10,11,0.2351992782363294,0.3493326707009251
1000,141,10,11,0.26751847555050506,0.21567327419180454
1000,141,10,11,0.0775555732797887,0.14821808101958625
1000,141,10,11,0.16520529562814615,0.229906487122969
1000,141,10,11,0.05825417967372084,0.08043182323632307
1000,141,10,11,0.15760135845943238,0.32078225799757176
1000,141,10,11,0.1077965367305461,0.15615932045326214
1000,141,10,11,0.1503670568149385,0.18845719673880373
1000,141,10,11,0.09866372409657742,0.1786546987363886
1000,141,10,11,0.16940882479895553,0.17255846882490744
1000,141,10,11,0.24689638203796302,0.21938702209083
1000,141,10,11,0.7055788946126312,1.0447974938035534
1000,141,10,11,5.102434725669633,2.849543687495596
1000,141,10,11,0.09589471510280742,0.1298899974349964
1000,141,10,11,0.16445972937483905,0.1537365840360626
1000,141,10,11,0.1141246779436348,0.6023057948634067
1000,141,10,11,0.29923801624269364,0.36790019996201706
1000,141,10,11,0.14700159398756166,0.1993930181918013
1000,141,10,11,0.17297542384194722,0.1840504395184632
1000,141,10,11,0.8555145871965792,0.5599457040482044
1000,141,14,15,0.05623688434002168,0.11704920614263783
1000,141,14,15,0.27119778536339967,0.51338544676231
1000,141,14,15,0.33502577671014877,0.23070076275098433
1000,141,14,15,1.0954550072687657,0.13223828813432514
1000,141,14,15,0.43134701023155797,4.0455389989024955
1000,141,14,15,3.0268620504616353,0.7870105671891813
1000,141,14,15,1.8458412721451847,0.42592592573690974
1000,141,14,15,0.043859563283206046,0.14638340001105352
1000,141,14,15,0.007390741646932009,0.030078270254313654
1000,141,14,15,0.16223727537779079,0.3904536991924511
1000,141,14,15,0.2776892416169732,0.3376130927562322
1000,141,14,15,0.09302862952148494,0.26577682418038756
1000,141,14,15,23.768438218688974,12.522094302347996
1000,141,14,15,0.016557554489647314,0.10655182072126364
1000,141,14,15,0.050144230148392956,0.14113492661631705
1000,141,14,15,0.41395140665308633,0.8871154474249278
1000,141,14,15,0.03369565360439211,0.07853572122287696
1000,141,14,15,0.15338845156160158,0.4513534209404146
1000,141,14,15,0.473220731638029,3.560373967096957
1000,141,14,15,2.3714961593597743,0.5717864643938035
1000,141,14,15,0.017372786674347912,0.09914447231677607
1000,141,14,15,0.5837403031995894,0.52458182452402
1000,141,14,15,0.4301179523767112,0.7343470175047461
1000,141,14,15,0.4459391630029452,0.1990810935184868
1000,141,14,15,0.15348087586199585,0.250321803131764
1000,141,14,15,0.12659700452939338,0.11494967358401599
1000,141,14,15,0.4620929789566795,0.4156008573804523
1000,141,14,15,0.22522975875220996,0.20310716897287848
1000,141,14,15,0.008967156877543712,0.1240357345660657
1000,141,14,15,0.19120941121445945,0.18635107681087426
1000,141,14,15,0.3221809159847178,0.1969357341356089
1000,141,14,15,1.3334197066712141,0.9829665639289467
1000,141,14,15,5.5305292282403595,8.412242976136111
1000,141,14,15,0.7151407377371606,0.3572299831654043
1000,141,14,15,0.5763529003778383,0.3773872904175249
1000,141,14,15,0.026416954202115095,0.08705601116959845
1000,141,14,15,0.09133745275898195,0.11226011206669612
1000,141,14,15,0.9053281017068886,0.611330877134932
1000,141,14,15,0.3327173172834797,0.25242775995843747
1000,141,14,15,0.26915483435218823,0.2896756588694199
1000,141,14,15,0.1622535580693438,0.16289086756894458
1000,141,14,15,0.6384215506178325,3.576258157708746
1000,141,14,15,0.1473261774497299,0.14872633298859836
1000,141,14,15,0.4964052264429465,1.047561270156324
1000,141,14,15,0.6607990553894758,0.948630781055209
1000,141,14,15,0.36591955047149816,1.5895948852031416
1000,141,14,15,0.41147932524971703,0.15511331515117338
1000,141,14,15,0.17936880264824764,0.23174577730961782
1000,141,14,15,0.0703618723671885,0.1308616331495713
1000,141,14,15,0.5282955253302171,1.641161869253527
1000,141,18,19,0.24033851626252353,0.44914116608961924
1000,141,18,19,0.011091291371654455,0.08145801640171037
1000,141,18,19,0.004547913281925615,0.41888134841919417
1000,141,18,19,1.1657870144734233,1.2663667830841148
1000,141,18,19,0.36493525527851783,0.6342951609441605
1000,141,18,19,0.18673689363636858,0.434453096200814
1000,141,18,19,0.021011363424449498,0.14852661840980133
1000,141,18,19,0.04057159471898399,0.0796779830888964
1000,141,18,19,0.5193716664571456,0.3145175969276667
1000,141,18,19,0.20824011304650103,0.1739114068426598
1000,141,18,19,0.08195426654396877,0.1188808063191223
1000,141,18,19,0.05221271076736385,0.1906521171541779
1000,141,18,19,0.1710012884677244,0.39629994400738106
1000,141,18,19,0.14012989044684204,0.18559324006525524
1000,141,18,19,0.2987643668708426,0.2874135866500697
1000,141,18,19,0.04344170492069107,0.1775536128519739
1000,141,18,19,0.24864173035740644,0.3724616328982926
1000,141,18,19,0.03179376605363362,0.11538096697574717
1000,141,18,19,0.042487781859604716,0.10005520738412393
1000,141,18,19,0.05521524236984014,0.09131832651489491
1000,141,18,19,0.08112162513973997,0.13462213394629363
1000,141,18,19,0.7840421680172708,0.9209666993562029
1000,141,18,19,0.704177252858386,1.1705713517478984
1000,141,18,19,0.11677407939734023,0.2601417268495264
1000,141,18,19,0.18366713325179335,1.0175516463403589
1000,141,18,19,0.014616232038574064,0.1146785543528162
1000,141,18,19,0.028952747957204532,0.08485451296226461
1000,141,18,19,0.1551145720364303,0.24111386239554358
1000,141,18,19,1.126271050850559,1.1547034138563341
1000,141,18,19,0.023673709051449256,0.0840244550887606
1000,141,18,19,0.8533289487493798,0.2964714818598698
1000,141,18,19,1.7070543318927298,0.6853953625011837
1000,141,18,19,0.26504992024012236,0.542925785131648
1000,141,18,19,0.19818558398755037,0.29758455820825286
1000,141,18,19,0.12284065255953011,0.1885151938542848
1000,141,18,19,0.03423153624082036,0.18621896559115544
1000,141,18,19,0.030143519161444608,0.15550169312289272
1000,141,18,19,0.4158156816773176,0.34064274757237134
1000,141,18,19,0.2593673055882805,0.14976546448072264
1000,141,18,19,0.054991513210587976,0.2660059203856085
1000,141,18,19,0.05165430934678404,0.11077737818536744
1000,141,18,19,0.13512097395226375,0.4394019867022621
1000,141,18,19,0.46741649536407304,0.6202337988511603
1000,141,18,19,0.11617700063651422,0.22037079341470867
1000,141,18,19,0.18497182676211776,0.5180665359149468
1000,141,18,19,0.04802897392025323,0.045466535232323864
1000,141,18,19,0.03679657926897667,0.19994370109000992
1000,141,18,19,0.35532529508309796,0.7975985657587282
1000,141,18,19,2.291152426668209,1.092570459278386
1000,141,18,19,0.02249974465026336,0.029329701386084695
1000,312,2,3,0.8732043031945815,0.8684190184206776
1000,312,2,3,1.0371291241912979,1.0498436935776214
1000,312,2,3,0.8368932003327353,0.8327303509080319
1000,312,2,3,1.368546213919467,1.3595714125830074
1000,312,2,3,0.8846898812915254,0.885917765443549
1000,312,2,3,1.1429517828298354,1.1337635335898648
1000,312,2,3,0.7270475459831772,0.7256418222595779
1000,312,2,3,0.7513442567082206,0.7510160518202722
1000,312,2,3,0.8032666793536689,0.8018105532813371
1000,312,2,3,1.3637060101146603,1.366378307696956
1000,312,2,3,1.4520354406202618,1.4549344895207774
1000,312,2,3,0.745870410025734,0.7457088728567116
1000,312,2,3,0.7930309400531282,0.792882356204354
1000,312,2,3,0.6872485856569525,0.6823648677110928
1000,312,2,3,1.3450589931359722,1.3459418155916771
1000,312,2,3,0.7110809840642455,0.7052726242650132
1000,312,2,3,0.8859558132335014,0.8758138959934306
