BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,distribution,rep
0.9613616053616056,0.8868438228438229,0.9631976191976194,0.8897247137247138,0.9407483687483688,0.8640461880461882,-0.883828392858098,-0.6400032424034381,0.9496605985937908,logistic,39
0.5796570516570517,0.4172452772452772,0.5908386628386629,0.4204202524202524,0.5778036258036259,0.4215732735732735,-0.4297391857391857,-0.2426746586746587,0.5748089502001891,uniform,15
0.9575245295245296,0.8857789657789659,0.9591285231285231,0.8913253233253232,0.9378623538623538,0.8646605286605287,-0.8747085751910912,-0.6664229384083159,0.9474166727403818,logistic,7
0.9570935850935852,0.8864364704364707,0.9595299715299715,0.8895808695808696,0.936169464169464,0.8641831081831082,-0.8770385671276215,-0.6471941051494897,0.9429894620559248,logistic,86
0.9167351927351928,0.806017238017238,0.9230885630885632,0.8157241077241079,0.9053078813078812,0.8050415170415172,-0.7915485955485956,-0.4563646443646444,0.9105105947860068,normal,20
0.846795774795775,0.7226060066060067,0.8553075873075874,0.7294142374142375,0.8395206475206476,0.7288737328737329,-0.7227381004202438,-0.4800208944215214,0.8446856189367441,exponential,34
0.8476675396675398,0.7268823188823189,0.8532605652605653,0.736965820965821,0.8462985302985303,0.7408435168435169,-0.7433228693717748,-0.4821241007471339,0.8469521127271106,exponential,50
0.3513498633498634,0.2413550773550773,0.3571316371316371,0.2454810054810055,0.3667977427977428,0.2539158739158739,-0.2525719685719686,-0.1125481125481125,0.3602420293842289,beta,37
0.84392187992188,0.7268658428658429,0.8515569835569836,0.7324323844323845,0.8376552096552097,0.7304213864213865,-0.7185135740689816,-0.4695609816478112,0.8449066122911155,exponential,31
0.5932519852519853,0.4229133989133989,0.6066090546090547,0.4287319767319767,0.5948624588624589,0.4357190677190677,-0.4228446268446269,-0.2318451158451158,0.5880157933209187,uniform,79
0.8476596076596078,0.7250050010050011,0.8538249258249259,0.7310731790731791,0.8417727137727139,0.7285956685956687,-0.741726556203533,-0.4909215691219812,0.847275475668609,exponential,72
0.9583684183684186,0.8852714852714852,0.9596816876816876,0.8911013191013192,0.9384870384870384,0.8663633063633065,-0.8893375146977673,-0.6461186128240867,0.946558707130297,logistic,48
0.3661205221205221,0.2241125001125001,0.3754574314574315,0.2281416481416481,0.3688771288771289,0.2363464403464403,-0.2713750393750394,-0.1402459162459162,0.3676559516449191,beta,52
0.956048912048912,0.8820664980664982,0.9576529776529776,0.8857792297792298,0.9387168867168868,0.8653362253362253,-0.8813932159395085,-0.6571807561847393,0.9486552987303716,logistic,76
0.8604265164265166,0.7181757341757343,0.8672008832008832,0.7265192225192226,0.8491487611487611,0.718977310977311,-0.7559996613596424,-0.5205561837895558,0.8546109824545447,gamma,61
0.911896103896104,0.8004318924318924,0.9188513348513347,0.8116241356241357,0.8987591387591387,0.8070449790449791,-0.8046582726582727,-0.4607463647463647,0.9051872090891244,normal,45
0.5865854265854266,0.4101924501924502,0.5980584940584941,0.4148671028671029,0.5882815442815443,0.415958047958048,-0.4201489201489202,-0.2197355437355437,0.5822944512898512,uniform,84
0.842859974859975,0.7048733008733009,0.8514462354462355,0.7130838170838171,0.8365770445770446,0.7133919173919174,-0.7251458406545924,-0.4677779318446086,0.83916237726583,exponential,69
0.5470590070590071,0.3864109824109824,0.5587004467004468,0.3906576666576666,0.5540847620847621,0.3970650130650131,-0.4102422502422502,-0.233025797025797,0.5469318972563328,uniform,26
0.5744121464121464,0.4043131163131163,0.5901619221619222,0.4136188376188376,0.5745287985287985,0.4201916401916402,-0.4163680883680884,-0.231027483027483,0.5717545447374089,uniform,76
0.5546903426903428,0.3872043152043152,0.5704644544644544,0.3929204849204849,0.5557631077631078,0.3924863844863845,-0.4011410331410331,-0.2196384636384636,0.5551196026747531,uniform,21
0.8421870741870742,0.7108459708459709,0.8524387804387806,0.7174604974604974,0.8363261483261483,0.7185768945768947,-0.7326274076168189,-0.4640750550361808,0.8384891415670537,exponential,70
0.3794653154653155,0.2474763554763555,0.3936994536994537,0.2555403155403156,0.3868736188736189,0.2643299283299283,-0.2881672681672682,-0.128988008988009,0.3750844688700313,beta,23
0.8518197958197958,0.7282725202725203,0.8577915417915418,0.7399701079701081,0.844967392967393,0.7375599895599897,-0.7404376266507559,-0.488752079414642,0.8481250090320481,exponential,26
0.8561738921738922,0.7323509163509164,0.8632555192555194,0.7387953787953788,0.8461545781545782,0.7376352896352897,-0.7281805020259174,-0.4656472436166611,0.8516368794915347,exponential,49
0.914027498027498,0.8085562245562247,0.9214839094839096,0.8192660792660793,0.9031720831720832,0.8144385704385706,-0.8032663072663073,-0.4692595212595213,0.9092001290024052,normal,4
0.5687040887040887,0.4124959964959965,0.5784816264816265,0.4214879774879775,0.5748053748053749,0.4249002889002888,-0.4148630708630709,-0.2484279804279804,0.5673572770931388,uniform,31
0.3621819501819502,0.2338190098190098,0.3675866835866836,0.2377682017682017,0.3732028212028212,0.2445999765999766,-0.2716995316995317,-0.1121497121497121,0.3633965523692763,beta,80
0.8501037941037942,0.7213330933330934,0.8599273399273399,0.7252374532374534,0.8419195339195339,0.7247450567450568,-0.7356036496717595,-0.4635549694616186,0.8478353787990529,exponential,36
0.3515034275034275,0.2352285072285072,0.3644476004476005,0.2386170946170946,0.3566556926556927,0.2449405489405489,-0.2436851076851077,-0.1063682503682503,0.3517654020403519,beta,96
