BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,distribution,rep
0.5666944791309391,0.9194562571285656,0.5736997983337588,0.9543988609389464,1.6528903943111126,1.6268380947645482,2.6496895573968886,2.221983556440801,1.7046267630124328,logistic,39
0.3894308686620167,0.6823262239484982,0.3690757471743897,0.5603921423418553,0.6845099233652877,0.6934133672148756,0.5086406895711931,0.4644296440132239,0.5362065513608956,uniform,15
0.5651642444606156,0.9405408662691715,0.5693962168916301,0.9656475233555816,1.727022174475746,1.6118477098601636,2.638775784376161,2.2167381879390087,1.705839240647784,logistic,7
0.5666551040681106,0.9432703961203708,0.571089889480908,0.9654467921159272,1.6926354891893196,1.5706504392605756,2.6431877163207504,2.216533434929882,1.704108676103285,logistic,86
0.4350061714559024,0.7605668145492265,0.4108679314923532,0.6190996310111391,0.8706129774557407,0.8488234641213834,1.4790916033696866,1.2186384368065062,0.902710060711152,normal,20
0.447010119207844,0.759853738562405,0.4245264201595722,0.609429462968822,0.946627511498116,0.9288995896737482,1.5444941329346724,1.3699158745036366,0.9871315581648428,exponential,34
0.4460256306444568,0.7561322372805899,0.4271530288120245,0.6098147051267155,0.946352177466352,0.9549563253280776,1.5438700516612078,1.369346351974026,0.989718491823229,exponential,50
0.4172369792925053,0.6339684777426629,0.3967233259366383,0.5377757650347902,0.7322852124116221,0.7457179062034146,0.3867675896968604,0.364692848745971,0.5057295875820994,beta,37
0.4340375046181793,0.7634023090080444,0.4108260425212233,0.6156919345069305,0.9543560040263608,0.9370705331912076,1.5441928622050884,1.3616174798339835,0.9873526384114808,exponential,31
0.3939248644085732,0.6735230393550368,0.371939520674747,0.5457755141865768,0.6459193971844537,0.6693081604980776,0.5040607920913025,0.455983983369813,0.536311629688592,uniform,79
0.4393507918458045,0.7719494838066439,0.4133090976225447,0.6111395928007249,0.949649570551701,0.9347839737457136,1.5473854735551298,1.3650199957865097,0.989342225402728,exponential,72
0.5738133132349728,0.9472817316126764,0.5767740145541835,0.9716942512057868,1.7115554539756943,1.5836227910305565,2.6370315148309373,2.2172492904042542,1.7059113132884385,logistic,48
0.4101071770931879,0.6288432411044621,0.3969086202744392,0.5290508263131529,0.6871976002264603,0.7313678911102297,0.3841043220797447,0.3696877454397024,0.5047166252174515,beta,52
0.5719124064389343,0.9376575870179712,0.5750472927096224,0.9684288538420944,1.7005404595868507,1.5716207132044968,2.6371480044371256,2.221815648184804,1.702290181521216,logistic,76
0.4498208442875043,0.7425330864067086,0.4293358986901706,0.5919513070085053,0.8858979911169884,0.8677825266461604,1.429307865295625,1.2725376569693332,0.9161416000964966,gamma,61
0.4524654891545878,0.7490312001603211,0.4239575672048126,0.6175786937131352,0.8720076642314785,0.8592511246504037,1.482514678996978,1.2194878353324825,0.9052354011132204,normal,45
0.3905635792821989,0.6713912816669261,0.3714276558241758,0.5463839333629934,0.6700738316038594,0.7387523912376184,0.5037673596517837,0.4572645380101431,0.5361593119811794,uniform,84
0.4544385382110505,0.7884201385066284,0.4287326178481464,0.6330213637027698,0.9580816030932762,0.9356288530306524,1.5474356718363185,1.3619259921204916,0.9889260659189076,exponential,69
0.3939725738054885,0.6875787019892585,0.3730120889207898,0.5605053308108595,0.6661374746298209,0.74966797797231,0.501904387516386,0.4569496654972894,0.5372234123973392,uniform,26
0.4006291660991037,0.670565848342146,0.3846635678338215,0.5564587298049778,0.6658755204928186,0.6995375670074867,0.5097384813262037,0.4627897595321787,0.5360538353545212,uniform,76
0.4035327823005845,0.6788525315603918,0.3858374636101346,0.5518467472926976,0.6866157018433321,0.7183049491963462,0.5069815650331511,0.455450248660049,0.5376318938285587,uniform,21
0.4439030585428024,0.8027957325271748,0.418895209452077,0.6344789990663083,0.9543348322631022,0.9386799101658736,1.5428641870672228,1.3437962669115495,0.9884553249875284,exponential,70
