std,stdl,ho,hol,point,spring_rank,N,M,K1,K2,trainsize,rep
-10.653300369465567,-10.702431141483396,-10.49435990149782,-10.65780705081753,-64.73957704923792,-10.608052537971895,1000,1000,6,10,0.025118864315095794,4
-8.563803167709406,-8.613836432857758,-8.498173601400167,-8.57465870511404,-46.266403389853956,-8.566586904889105,1000,1500,6,8,0.014454397707459272,15
-9.523315516496012,-9.505082719727444,-9.449575485606168,-9.494921985799303,-44.76763916069695,-9.47833978538395,1000,1000,6,9,0.017378008287493755,6
-1.9081102587397958,-1.9120760525441054,-1.9038948275342207,-1.9082925396308343,-8.05430096231761,-2.008922825951459,1000,1000,2,4,0.04365158322401661,17
-1.7561637870275024,-1.8060634065821453,-1.7479825029328333,-1.7957372344514504,-11.912990540994578,-1.8060554436063887,1000,1000,2,4,0.3981071705534973,18
-9.62342084307977,-9.567006256643047,-9.400519967951144,-9.527495357585865,-70.21007266125379,-9.530601674080167,1000,1000,6,9,0.04365158322401661,1
-10.768768044108812,-10.555847002333076,-10.321050274475699,-10.465694755882451,-73.89395972549309,-10.441679918606626,1000,1000,6,10,0.06309573444801933,11
-6.998819331810157,-8.010629501774769,-6.784439034273561,-7.788832238789703,-12.104001768593575,-7.829644470994896,1000,1500,6,8,0.3311311214825911,8
-10.591401216872297,-10.528725670446159,-10.319910210609212,-10.4817015995848,-75.71295514991778,-10.4255984339798,1000,1500,8,8,0.03019951720402016,3
-9.878125065660496,-10.478230806842197,-9.41029760301817,-10.221324810980972,-39.267364081723976,-10.048700147644736,1000,1500,8,8,0.13182567385564073,17
-10.324702338885727,-10.645363857194804,-9.70125423994755,-10.340522850149016,-34.5853882434615,-10.162179327214009,1000,1000,6,10,0.22908676527677735,18
-8.77735982422533,-10.209807094456115,-8.547694359057502,-9.863835084352122,-14.008688671338463,-9.793497261311181,1000,1500,8,8,0.2754228703338166,19
-7.581439367177607,-9.20932361966831,-7.4478986161350225,-8.819200892091018,-8.715380691947301,-8.943065535762772,1000,1000,6,9,0.6918309709189366,19
-9.58863279098459,-9.593694182011943,-9.175665898445475,-9.468537346749704,-64.98428986436933,-9.380770684022021,1000,1000,6,9,0.09120108393559097,1
-9.569869338959869,-9.613379534164121,-9.402369665685715,-9.581578445805443,-68.2658195354428,-9.596040798371446,1000,1000,6,9,0.03630780547701014,10
-10.31239319139915,-10.756451433007701,-9.635436671604545,-10.44920779967792,-40.33239953907639,-10.213406918493137,1000,1000,6,10,0.19054607179632474,5
-8.48199913057252,-8.503363071530273,-8.4354562196646,-8.494147930014535,-42.42168083747694,-8.478400141181078,1000,1500,6,8,0.012022644346174132,5
-9.583714642163798,-9.501586452026963,-9.358879830830192,-9.458308278670948,-70.63944699055129,-9.491427920690624,1000,1000,6,9,0.04365158322401661,6
-10.076143521095188,-10.433527354485985,-9.65545523760219,-10.285822411194667,-56.66115524933111,-10.145524885812375,1000,1500,8,8,0.09120108393559097,11
-9.742990711774725,-9.639076243159439,-9.518719620096745,-9.568002931462104,-59.309768343950296,-9.503538904229966,1000,1000,6,9,0.03019951720402016,8
-1.7046746009898632,-1.7272442313306238,-1.6956790331174376,-1.7173814691954556,-14.914103085693702,-1.7153307559696322,1000,1500,3,3,0.19054607179632474,11
-1.9321625726386538,-1.9366697062652793,-1.9306085026011948,-1.9354452666979212,-6.803738990923897,-2.0107019734834486,1000,1000,2,4,0.03630780547701014,19
-6.522429956493722,-6.512328608272905,-6.446617493294849,-6.499654536778468,-39.609784757771585,-6.533343566925812,1000,1500,5,7,0.025118864315095794,14
-8.549393877154307,-8.506042892881354,-8.475443870369086,-8.490359931802242,-39.74099768805144,-8.454779748524658,1000,1500,6,8,0.01,13
-1.6854758193056059,-1.750014689029943,-1.6630844241311062,-1.732962645883468,-10.059415667968498,-1.7603085230536144,1000,1000,2,4,0.47863009232263826,6
-1.7127735756179794,-1.7362671054734258,-1.707615896006867,-1.73148090748607,-14.44621607673552,-1.89966052446464,1000,1500,3,3,0.13182567385564073,2
-2.648078860231422,-2.6544328980450476,-2.6392896149658647,-2.6504748601054082,-14.054152664175097,-2.8828902211737586,1000,1000,2,5,0.05248074602497726,2
-1.8482398178795307,-1.8763064561036877,-1.8366373430364638,-1.8699466555202757,-15.712564236784678,-1.871607674062588,1000,1000,2,4,0.19054607179632474,0
-8.50127247573228,-8.49849066789193,-8.371139503142796,-8.464486145123388,-54.91672324878583,-8.471145829474047,1000,1500,6,8,0.020892961308540396,18
-1.867526289667151,-1.8724007127016877,-1.8653783415052307,-1.8705722345008287,-6.97234956129059,-2.0184434311996804,1000,1000,2,4,0.04365158322401661,11
-2.54016410221847,-2.559700978482745,-2.5330328517886174,-2.55618287759669,-18.705782979776977,-2.547829419057851,1000,1000,2,5,0.09120108393559097,5
-1.7932745995217705,-1.8350810710750063,-1.7826160289569504,-1.8253337319304643,-15.812541756006118,-1.814085492656002,1000,1000,2,4,0.22908676527677735,11
-1.7598501386337952,-1.7714871826618597,-1.755397419493979,-1.7668508814128991,-13.55334451806922,-1.7599393023824508,1000,1500,3,3,0.07585775750291836,4
-2.3474660343173555,-2.5689247023656776,-2.280248434841753,-2.4990941185202353,-7.036805034732898,-2.5602833556658715,1000,1000,2,5,0.8317637711026709,4
-10.459293117352056,-10.513744917005289,-10.186099203508695,-10.452830375114345,-80.23640170121578,-10.274919218737212,1000,1500,8,8,0.03630780547701014,18
-10.664605676864184,-10.79807679406462,-10.149108376247643,-10.612166550626236,-64.92705032546614,-10.461785317914437,1000,1000,6,10,0.1096478196143185,5
-6.475204857395028,-6.533504689068213,-6.257347871559184,-6.446523350745031,-44.12899281914528,-6.390137741719465,1000,1500,5,7,0.09120108393559097,13
-5.348028145087402,-6.103222725669768,-5.237532952273929,-5.926741391315404,-6.3900472157572334,-6.017407437372557,1000,1500,5,7,0.5754399373371569,17
-2.636333013353449,-2.645993765868457,-2.6313459874137557,-2.642347943445022,-7.980986547769457,-2.644218924418643,1000,1000,2,5,0.025118864315095794,3
-10.474147536146816,-10.737041826216647,-9.89619060594356,-10.491109059509258,-55.090530843544364,-10.227530549872043,1000,1500,8,8,0.09120108393559097,10
-6.4952744554359745,-7.702327270157312,-6.380174461051407,-7.400560634548763,-7.411393170039277,-7.816155146521898,1000,1500,6,8,0.8317637711026709,4
-8.54288381518851,-10.071758760075435,-8.301837308501028,-9.622670656728873,-9.963420874665456,-9.880766961267831,1000,1500,8,8,0.3981071705534973,17
-10.408292856074915,-10.434033604064428,-10.10749037343046,-10.37227877675346,-77.19809413380086,-10.331773453899986,1000,1500,8,8,0.04365158322401661,15
-6.5923714640992435,-6.605799309812269,-6.56206955307062,-6.5992464820623224,-25.76335803566445,-6.681370483737487,1000,1500,5,7,0.01,13
-9.729998399366071,-9.6221404511585,-9.544422981599324,-9.593092145396385,-61.75242581500692,-9.58410405193151,1000,1000,6,9,0.03019951720402016,1
-10.589773803286342,-10.590156442512178,-10.476086817807863,-10.560548116771566,-51.76171397633103,-11.102576541583224,1000,1500,8,8,0.01,0
-2.626796247628273,-2.63411749646428,-2.621380160021133,-2.6307739188090253,-9.976124384321563,-2.6568945170746323,1000,1000,2,5,0.03019951720402016,9
-1.7782369228579624,-1.7841244193545716,-1.77679076363177,-1.7829234241611285,-4.792666520051131,-2.0198448942069267,1000,1500,3,3,0.020892961308540396,13
-10.373373366507002,-10.693377090028564,-9.954873721674923,-10.539968663688049,-65.55665916461204,-10.45022219792135,1000,1000,6,10,0.1096478196143185,13
-6.551255569113802,-7.823594192268682,-6.3989354021530405,-7.46389573478922,-7.5403683196763005,-7.547403293440519,1000,1500,6,8,0.6918309709189366,19
-2.642094921083926,-2.6535238259446525,-2.638171971512434,-2.6509241664802383,-8.865066611756117,-2.692395853858106,1000,1000,2,5,0.020892961308540396,13
-10.430741513612434,-10.5064310061686,-10.063011781049553,-10.406525208519986,-72.95552150239112,-10.350136970442556,1000,1500,8,8,0.05248074602497726,8
-2.3335750693795196,-2.4186565866366574,-2.3140997425274037,-2.4086412704386198,-17.679006805101785,-2.445708239257113,1000,1000,2,5,0.2754228703338166,12
-1.862041688943822,-1.8644425440368881,-1.8613884910573077,-1.86381922173624,-1.8629294906228648,-1.8747593789416543,1000,1000,2,4,0.01,3
-8.057513338205402,-9.675993807326599,-7.885050800311239,-9.26248256856488,-9.266597344630675,-9.58147136300086,1000,1500,8,8,0.5754399373371569,18
-1.7453901551617488,-1.7652024032279712,-1.743482236583557,-1.7626408939196292,-12.097071786094604,-1.7585637979478232,1000,1500,3,3,0.06309573444801933,17
-10.872526355409349,-10.81797439461934,-10.765913957003661,-10.792422436338535,-45.046458105928025,-10.799983463096375,1000,1000,6,10,0.012022644346174132,0
-1.719254622697576,-1.7521016209563212,-1.7035219078623869,-1.7400685876868118,-11.865488128741628,-1.7429228079587842,1000,1000,2,4,0.3981071705534973,9
-6.564212767918233,-6.5825686766113725,-6.516405963435188,-6.5702362270015655,-35.8240869886486,-6.586403008953856,1000,1500,5,7,0.020892961308540396,16
-10.517866428520415,-10.55890774592082,-10.340396226323548,-10.52005792267446,-71.73178302965034,-10.423997482829845,1000,1000,6,10,0.03630780547701014,3
-1.7770804146933559,-1.7764810126809985,-1.7761824453079418,-1.7758286163409807,-6.529783984013448,-2.1884505090484994,1000,1500,3,3,0.03019951720402016,6
-7.877329667339081,-9.337250924329648,-7.7476300706082375,-8.972147822565052,-9.113449894686163,-9.485063789070987,1000,1500,8,8,0.8317637711026709,0
-1.8746597834433938,-1.8690911854468544,-1.872976265036414,-1.8683234983564225,-5.365657797902098,-1.9971810189562047,1000,1000,2,4,0.03019951720402016,13
-7.910935258160466,-8.265487362217259,-7.642368359990788,-8.154446451390072,-36.83921250054277,-8.096674900003002,1000,1500,6,8,0.13182567385564073,13
-9.33374271467253,-9.545938168137775,-8.963081308239989,-9.40893606839718,-60.57900941228882,-9.251841996022543,1000,1000,6,9,0.1096478196143185,3
-10.861884097981648,-10.749168782151802,-10.64938541634343,-10.686845283635444,-67.41690544354253,-10.738289823187621,1000,1000,6,10,0.025118864315095794,14
-9.63907181154374,-9.66567219691994,-9.605188276776051,-9.662331605720272,-34.805700478327836,-9.638355977422885,1000,1000,6,9,0.012022644346174132,19
-1.8701753422303111,-1.8642562332292312,-1.8688261169300309,-1.864142912141141,-3.478095746048583,-2.0800203985841796,1000,1000,2,4,0.012022644346174132,4
-9.439471787073241,-10.550774705104311,-8.996425351646508,-10.091090157489006,-18.665452767363085,-10.041338276044774,1000,1500,8,8,0.22908676527677735,10
-5.443234299903823,-6.197107103107846,-5.328091936139716,-6.023771990188803,-7.501857165045415,-6.02393334344676,1000,1500,5,7,0.47863009232263826,17
-1.4541594659485615,-1.4855652317348111,-1.4493340838434734,-1.485285726583177,-2.8363232823398126,-1.6020946934742932,1000,1500,3,3,0.6918309709189366,13
-8.56883915574214,-8.560311781920374,-8.445226620265395,-8.525072599180696,-58.281507942935946,-8.517326203905386,1000,1500,6,8,0.020892961308540396,1
-2.6583222721983013,-2.670555800659556,-2.6505029383113334,-2.6647803183389382,-13.446088483847982,-2.6794499861619037,1000,1000,2,5,0.05248074602497726,0
-9.812469939008936,-9.707355750161213,-9.70870657210925,-9.687814387614852,-35.13314587458087,-9.735317016118367,1000,1000,6,9,0.01,12
-6.530853808581904,-6.55417183700006,-6.449338707906196,-6.536719235774287,-44.80252372801218,-6.546509290023793,1000,1500,5,7,0.03019951720402016,16
-8.551484726255282,-8.536784912330367,-8.307068115343288,-8.453127674489528,-64.99630466145699,-8.381255007388225,1000,1500,6,8,0.04365158322401661,10
-2.6825106759307538,-2.697097893184008,-2.678248996879906,-2.6962050812322174,-13.521278071988869,-2.7144919592542323,1000,1000,2,5,0.05248074602497726,8
-7.92260109946869,-9.080708793051187,-7.643966021125553,-8.797563912003815,-11.515553050453576,-8.927938359379796,1000,1000,6,9,0.47863009232263826,2
-2.590916081074117,-2.5934830510806224,-2.5898835565971505,-2.592492014710722,-2.8618818831542168,-2.587745658398222,1000,1000,2,5,0.01,11
-1.8414683277328725,-1.8559524976142328,-1.8424303883702347,-1.8558976768341262,-6.150864578426758,-1.8743811969899842,1000,1000,2,4,0.03630780547701014,6
-6.226824658834258,-6.50048274803357,-6.003887600665727,-6.365271629274647,-35.34509410755481,-6.334995321041424,1000,1500,5,7,0.13182567385564073,6
-7.305927688967349,-8.524870548908902,-7.107827549706376,-8.141104566022147,-8.5260566741621,-8.421627441984302,1000,1000,6,9,0.8317637711026709,11
-1.9272516710311902,-1.9347736138518605,-1.9198534742576883,-1.9311051617204567,-13.612519465178725,-1.9573479607801074,1000,1000,2,4,0.09120108393559097,1
-2.460025905778274,-2.487015942994053,-2.442570080035111,-2.4769952229542676,-20.00123704155523,-2.459655045172354,1000,1000,2,5,0.1096478196143185,15
-9.665782620574797,-9.609573177971319,-9.328935203455012,-9.526731601243288,-70.6406179452722,-9.481663460201997,1000,1000,6,9,0.06309573444801933,1
-1.7769152065990432,-1.785270572237321,-1.7748622340036482,-1.7830424596924794,-7.359477513836623,-1.8042085671276642,1000,1500,3,3,0.03019951720402016,5
-5.636522900003987,-6.433001348089798,-5.457927129404441,-6.168000069221504,-8.129009404524421,-6.0894079450043685,1000,1500,5,7,0.3981071705534973,0
-10.703234635887346,-10.607438778965438,-10.507363960185934,-10.560423667548664,-65.71003340651664,-10.615782046670095,1000,1500,8,8,0.017378008287493755,10
-6.629662186472639,-6.596639973355221,-6.454664228791399,-6.534336117782032,-48.58205987342085,-6.576587839064092,1000,1500,5,7,0.06309573444801933,15
-1.885623305267931,-1.876151838063328,-1.8819971025212163,-1.87458988362267,-5.690889806767479,-1.9504080208829087,1000,1000,2,4,0.03019951720402016,5
-2.5130880433285196,-2.586464136056606,-2.4694265593917155,-2.5535895047103185,-16.321381475387014,-2.5733456067139766,1000,1000,2,5,0.3311311214825911,2
-10.69641469854066,-10.640649309322518,-10.294497373731078,-10.507010931470704,-77.8756140769642,-10.421575007822218,1000,1500,8,8,0.04365158322401661,1
-1.594248054265499,-1.6365233564391206,-1.5885462910803618,-1.6269179448717601,-7.779754565342569,-1.6805393762607608,1000,1500,3,3,0.3981071705534973,5
-7.943413392917835,-8.347074367154498,-7.616973066189297,-8.19720404903633,-37.56634540138325,-8.087846586442467,1000,1500,6,8,0.13182567385564073,8
-10.575854107457484,-10.566119560170739,-10.390703446241364,-10.52392869935976,-68.05923752044748,-10.472119931048711,1000,1500,8,8,0.020892961308540396,11
-5.8971973508297415,-6.344540230482372,-5.68872125509359,-6.1985728447982,-19.57119026746076,-6.20894056876935,1000,1500,5,7,0.22908676527677735,12
-2.1795808935151326,-2.3618878946384823,-2.1451100187819625,-2.3086505097180527,-5.188268835583846,-2.3877046887612123,1000,1000,2,5,0.8317637711026709,17
-6.641628569103534,-6.611689939447163,-6.59346040744384,-6.602409048746903,-29.685705663120466,-6.604035410447869,1000,1500,5,7,0.014454397707459272,15
-10.369558937081878,-10.725178636438145,-9.759215927579245,-10.439819046133266,-42.58727473928585,-10.279144030547073,1000,1000,6,10,0.19054607179632474,16
-1.6668309270114687,-1.7084882537633983,-1.6567513959149955,-1.6974579112820758,-11.373765933597065,-1.7259070038004365,1000,1500,3,3,0.2754228703338166,18
-8.567020278424572,-8.561673740842497,-8.33014552811553,-8.477759752567563,-66.80266652143567,-8.429659666258527,1000,1500,6,8,0.04365158322401661,1
-9.469078437510909,-9.584726484704287,-9.269295041460516,-9.541348459554518,-72.06000178701665,-9.529180709256904,1000,1000,6,9,0.05248074602497726,10
-10.553367198818409,-10.583377369266472,-10.457143263296619,-10.559073575732532,-51.19166509595711,-10.53170231330917,1000,1500,8,8,0.012022644346174132,16
-2.7189967063485856,-2.726267259227616,-2.7159207409814328,-2.7244674141148466,-8.574031811346071,-2.708941074272323,1000,1000,2,5,0.025118864315095794,8
-10.840578601410973,-10.835606600603054,-10.770536868440841,-10.824596311245378,-40.14019870339047,-10.937469868625785,1000,1000,6,10,0.01,17
-6.729359275275823,-8.021688503527932,-6.550427141395122,-7.670986778439537,-7.545398974566694,-7.715390578429996,1000,1500,6,8,0.5754399373371569,6
-8.336906916216234,-9.44680093915491,-7.973828510761327,-9.04418570373774,-12.560028257828067,-8.85223331080686,1000,1000,6,9,0.47863009232263826,18
-10.6519547758355,-10.569688536213398,-10.499922766126335,-10.543924862595524,-61.99796786461849,-11.089274719739723,1000,1500,8,8,0.014454397707459272,4
-9.59244034919165,-9.594345262931329,-9.499471449336475,-9.574654278588921,-53.8111531265933,-9.595207538470225,1000,1000,6,9,0.025118864315095794,17
-1.7849799160193047,-1.791860101293209,-1.7839903183896135,-1.7908888766956965,-2.5727568399766145,-1.8813546566308617,1000,1500,3,3,0.01,13
-1.4712936373644987,-1.5561437595974454,-1.4675316739981974,-1.548875581177058,-4.581150646502561,-1.6441500918022065,1000,1500,3,3,0.5754399373371569,4
-9.68363537190063,-10.471295448822817,-9.10546974243816,-10.105668227771385,-20.532874195336806,-9.94347807477344,1000,1000,6,10,0.3311311214825911,15
-10.222962040108616,-10.572710102279915,-9.613815704229534,-10.29036470386825,-38.725192694777746,-10.080174098474274,1000,1000,6,10,0.19054607179632474,15
-6.609136251775086,-6.6360821439572,-6.513139530149734,-6.607971967795403,-49.287185012723555,-6.595696264785079,1000,1500,5,7,0.03630780547701014,11
-9.752123921742669,-9.721003409231528,-9.663656915136917,-9.698155073412162,-39.0474870489053,-9.800868129153871,1000,1000,6,9,0.012022644346174132,18
-2.4934434659908593,-2.5008220009071533,-2.4914688877894506,-2.501382554064345,-14.319924153059436,-2.499249296676874,1000,1000,2,5,0.05248074602497726,19
-8.539564018812564,-8.444369268555219,-8.277621565658084,-8.393376313040301,-61.265613092908964,-8.390878057720917,1000,1500,6,8,0.05248074602497726,9
-10.502695175394448,-10.555708610752003,-10.354314860172368,-10.513596921695644,-73.0372616452637,-10.40240856356074,1000,1500,8,8,0.017378008287493755,0
-8.11163475605645,-9.597295098254618,-8.015284094718474,-9.167100410575062,-9.107500201841763,-9.683248476089103,1000,1500,8,8,0.8317637711026709,9
-7.781897096926373,-9.155569674659992,-7.578591843493494,-8.755366008334333,-11.209337304944981,-8.84549092317248,1000,1000,6,9,0.5754399373371569,11
-10.861033130733958,-10.801737461667111,-10.726894988606528,-10.759792758663353,-55.94638459058775,-10.753019176011941,1000,1000,6,10,0.017378008287493755,5
-9.709735520529597,-9.700090830845763,-9.62591210914838,-9.683537168202346,-47.277488175736664,-9.689339753540501,1000,1000,6,9,0.014454397707459272,16
-1.9632228626296504,-1.9721084819068935,-1.9601954914356232,-1.9692833352752273,-3.109606254297377,-2.0422266662051287,1000,1000,2,4,0.014454397707459272,1
-1.6525036965702893,-1.712380354315203,-1.63525845703266,-1.7040887356695544,-7.802274576700628,-1.7444880284562936,1000,1000,2,4,0.5754399373371569,8
-9.667731071709682,-9.698593015494414,-9.411438815913765,-9.61583611500377,-74.17594649926042,-9.524579831845163,1000,1000,6,9,0.05248074602497726,18
-2.6068440155759283,-2.619506521638141,-2.5837929541833593,-2.607414083363132,-20.38558337971357,-2.5992520711958402,1000,1000,2,5,0.13182567385564073,0
-6.486130841496621,-6.536864738687352,-6.404126929156963,-6.518576057160121,-46.897812092620335,-6.48669584735393,1000,1500,5,7,0.03630780547701014,16
-10.927615840383599,-10.839973532723375,-10.714905621672926,-10.783848447585266,-67.61910276375544,-10.752398644736644,1000,1000,6,10,0.025118864315095794,13
-9.33722953468592,-9.27461806976553,-8.89862660212608,-9.19691607427907,-58.754118697331464,-9.24042960785774,1000,1000,6,9,0.1096478196143185,14
-1.795684391960043,-1.8290636176257267,-1.7826517183816901,-1.817460460059631,-14.627675248012453,-1.855487595425967,1000,1000,2,4,0.22908676527677735,7
-1.866767490380836,-1.8647428554170216,-1.864428969649593,-1.8637464720656862,-9.77505619725562,-1.965497686043342,1000,1000,2,4,0.05248074602497726,4
-10.588213904646526,-10.576226099094313,-10.450636259709936,-10.549549655841846,-59.456841302375125,-10.48920918652509,1000,1500,8,8,0.014454397707459272,19
-10.603908736430409,-10.681443149233516,-9.918511656615351,-10.448410236614455,-47.35441482083022,-10.36101371499796,1000,1000,6,10,0.15848931924611134,2
-9.6770055188684,-9.641004723492985,-9.585055930761456,-9.618123011940042,-41.33792041864221,-9.64413765782093,1000,1000,6,9,0.012022644346174132,2
-8.11659656087722,-9.823298741804084,-8.009383445982998,-9.290051819431014,-9.182611951872568,-9.6615282700871,1000,1500,8,8,0.6918309709189366,17
-8.831379290720388,-9.360427203000295,-8.420368733148658,-9.129684217110722,-23.999741785664494,-9.105920366476395,1000,1000,6,9,0.2754228703338166,13
-9.852202970721075,-10.500711968836537,-9.30205945983009,-10.17876702687983,-26.53796649263137,-9.958229986755969,1000,1000,6,10,0.2754228703338166,15
-8.532512822408577,-8.547001125060682,-8.45969212106562,-8.522629756093416,-42.39321457519883,-8.607307622865529,1000,1500,6,8,0.014454397707459272,10
-10.818780521173375,-10.758419924429933,-10.621301817627225,-10.704335246497598,-67.0271728713495,-10.665234627009731,1000,1000,6,10,0.025118864315095794,7
-5.872899755066862,-6.37610521858174,-5.668476427022946,-6.223655445852767,-17.44540681556878,-6.1682736575370445,1000,1500,5,7,0.22908676527677735,2
-9.706548183810279,-10.303725439936185,-9.2430573996211,-10.131887570600783,-38.64649827771709,-10.032956455879328,1000,1500,8,8,0.13182567385564073,11
-8.067784851293387,-8.325247076063544,-7.869053069289062,-8.269140242737485,-56.67965762180336,-8.218683190834133,1000,1500,6,8,0.07585775750291836,8
-5.493940030220655,-6.168690276830671,-5.342171694841893,-6.022786994328239,-7.782507753359682,-6.19873328000578,1000,1500,5,7,0.3981071705534973,8
-8.455345574746534,-8.469338811926724,-8.261900819692315,-8.41195569857441,-64.92540628768604,-8.307692312961361,1000,1500,6,8,0.04365158322401661,17
-1.3100506504725697,-1.4702896092825284,-1.3032526782163765,-1.4650555460103554,-2.8157468915971626,-1.5458792166519775,1000,1500,3,3,0.8317637711026709,9
-8.096097082779668,-9.646755247424101,-7.962958025408837,-9.134622953275672,-9.161263977583026,-9.58813461115643,1000,1500,8,8,0.8317637711026709,1
-7.825924893790204,-9.551098843638195,-7.7042249270594,-9.060584726611815,-9.083338656113161,-9.41104131251927,1000,1500,8,8,0.8317637711026709,13
