prop_ho_greater_std,prop_hol_greater_std,N,M,K1,K2,trainsize,rep,model
0.38004750593824227,0.35510688836104515,1000,1000,2,6,0.15848931924611134,0,hol
0.4506612410986775,0.3672431332655137,1000,1000,8,9,0.017378008287493755,11,ho
0.8285714285714286,0.7683673469387755,1000,1000,5,5,0.020892961308540396,2,ho
0.3953488372093023,0.4684385382059801,1000,1000,5,6,0.3981071705534973,0,hol
0.5635276532137519,0.3991031390134529,1000,1000,5,5,0.3311311214825911,1,ho
0.4686868686868687,0.031313131313131314,1000,1000,2,3,0.01,2,hol
0.3979381443298969,0.3216494845360825,1000,1000,5,7,0.03019951720402016,15,ho
0.25673652694610777,0.24176646706586827,1000,1500,2,2,0.1096478196143185,6,hol
0.428078250863061,0.43383199079401613,1000,1000,5,7,0.13182567385564073,3,hol
0.3041709053916582,0.34791454730417093,1000,1000,7,8,0.017378008287493755,11,hol
0.46360153256704983,0.38058748403575987,1000,1500,2,4,0.47863009232263826,7,ho
0.4062140391254315,0.4660529344073648,1000,1000,5,7,0.13182567385564073,4,hol
0.7012345679012346,0.4567901234567901,1000,1000,7,8,0.19054607179632474,6,ho
0.4578059071729958,0.38396624472573837,1000,1000,5,7,0.05248074602497726,10,ho
0.40736478711162255,0.428078250863061,1000,1000,2,6,0.13182567385564073,13,hol
0.17938144329896907,0.1577319587628866,1000,1000,2,6,0.03019951720402016,1,hol
0.8051020408163265,0.7693877551020408,1000,1000,5,6,0.020892961308540396,11,ho
0.3469387755102041,0.37990580847723704,1000,1500,2,6,0.5754399373371569,17,hol
0.26365795724465557,0.40498812351543945,1000,1000,2,3,0.15848931924611134,3,hol
0.5159515951595159,0.39933993399339934,1000,1000,5,5,0.09120108393559097,11,ho
0.5712682379349046,0.4478114478114478,1000,1000,5,6,0.1096478196143185,16,ho
0.1813655761024182,0.16998577524893316,1000,1500,2,2,0.06309573444801933,15,hol
0.21464903357070192,0.12004069175991862,1000,1000,5,7,0.017378008287493755,1,hol
0.5611814345991561,0.4704641350210971,1000,1000,5,7,0.05248074602497726,16,ho
0.39158576051779936,0.43042071197411,1000,1000,2,6,0.6918309709189366,1,hol
0.42280285035629456,0.41092636579572445,1000,1000,5,5,0.15848931924611134,15,hol
0.2882051282051282,0.1723076923076923,1000,1000,5,6,0.025118864315095794,19,hol
0.03441295546558704,0.037112010796221326,1000,1500,2,2,0.012022644346174132,14,ho
0.4042145593869732,0.47509578544061304,1000,1000,8,9,0.47863009232263826,8,hol
0.43097643097643096,0.48148148148148145,1000,1000,8,9,0.1096478196143185,15,hol
0.35058823529411764,0.4588235294117647,1000,1000,5,6,0.5754399373371569,6,hol
0.43478260869565216,0.35968379446640314,1000,1500,2,6,0.8317637711026709,8,ho
0.6303630363036303,0.44994499449944997,1000,1000,7,8,0.09120108393559097,0,ho
0.5925925925925926,0.48148148148148145,1000,1000,5,6,0.1096478196143185,7,ho
0.44061302681992337,0.41379310344827586,1000,1000,2,3,0.47863009232263826,0,hol
0.4308641975308642,0.4876543209876543,1000,1000,5,5,0.19054607179632474,10,hol
0.4002932551319648,0.36363636363636365,1000,1500,2,6,0.09120108393559097,13,hol
0.34911242603550297,0.39644970414201186,1000,1000,5,7,0.8317637711026709,10,hol
0.32676348547717843,0.22199170124481327,1000,1000,5,6,0.03630780547701014,17,hol
0.3818646232439336,0.42656449553001274,1000,1500,2,6,0.47863009232263826,10,hol
0.43014301430143015,0.4752475247524752,1000,1000,8,9,0.09120108393559097,1,hol
0.3953488372093023,0.4700996677740864,1000,1000,2,3,0.3981071705534973,19,hol
0.6215666327568667,0.5564598168870803,1000,1000,8,9,0.017378008287493755,15,ho
0.2958579881656805,0.378698224852071,1000,1000,7,8,0.8317637711026709,17,hol
0.44970414201183434,0.5621301775147929,1000,1000,5,6,0.8317637711026709,15,hol
0.0641025641025641,0.044534412955465584,1000,1500,2,4,0.012022644346174132,16,hol
0.3956756756756757,0.3145945945945946,1000,1000,5,6,0.07585775750291836,2,hol
0.40329218106995884,0.3958847736625514,1000,1500,2,4,0.19054607179632474,14,hol
0.15581643543223053,0.13874066168623267,1000,1000,2,3,0.06309573444801933,4,ho
0.4701280227596017,0.40825035561877665,1000,1500,2,6,0.06309573444801933,19,ho
0.24949290060851928,0.2281947261663286,1000,1000,2,6,0.014454397707459272,6,ho
0.41517241379310343,0.4882758620689655,1000,1000,5,5,0.2754228703338166,0,hol
0.5944827586206897,0.43448275862068964,1000,1000,5,6,0.2754228703338166,3,ho
0.4850498338870432,0.3787375415282392,1000,1000,2,6,0.3981071705534973,1,ho
0.6419753086419753,0.4567901234567901,1000,1000,7,8,0.1096478196143185,3,ho
0.44200626959247646,0.3552769070010449,1000,1000,5,7,0.04365158322401661,0,ho
0.4105445116681072,0.42523768366465,1000,1500,2,6,0.22908676527677735,8,hol
0.44941176470588234,0.37411764705882355,1000,1000,2,3,0.5754399373371569,8,hol
0.5551232166018158,0.3955901426718547,1000,1000,5,5,0.22908676527677735,5,ho
0.6030927835051546,0.5247422680412371,1000,1000,7,8,0.03019951720402016,3,ho
0.21122448979591837,0.1357142857142857,1000,1000,5,6,0.020892961308540396,7,hol
0.28441295546558704,0.38360323886639675,1000,1000,7,8,0.012022644346174132,6,hol
0.6508438818565401,0.4409282700421941,1000,1000,5,7,0.05248074602497726,15,ho
0.03380662609871535,0.03583502366463827,1000,1500,2,2,0.014454397707459272,7,ho
0.41728395061728396,0.37777777777777777,1000,1500,2,4,0.19054607179632474,0,hol
0.4600158353127474,0.3745051464766429,1000,1500,2,6,0.15848931924611134,8,ho
0.37655172413793103,0.43586206896551727,1000,1000,5,5,0.2754228703338166,7,hol
0.3811581676750216,0.38461538461538464,1000,1500,2,2,0.22908676527677735,9,ho
0.2027168234064786,0.14942528735632185,1000,1000,2,6,0.04365158322401661,0,hol
0.37375415282392027,0.48172757475083056,1000,1000,5,5,0.3981071705534973,9,hol
0.4016110471806674,0.3866513233601841,1000,1000,5,5,0.13182567385564073,16,hol
0.46318289786223277,0.4501187648456057,1000,1000,5,5,0.15848931924611134,1,hol
0.5095785440613027,0.5223499361430396,1000,1500,2,2,0.47863009232263826,9,hol
0.3599585062240664,0.33402489626556015,1000,1000,2,6,0.03630780547701014,13,ho
0.36585365853658536,0.19651567944250872,1000,1500,2,6,0.04365158322401661,6,hol
0.7145945945945946,0.5243243243243243,1000,1000,8,9,0.07585775750291836,13,ho
0.4499252615844544,0.4633781763826607,1000,1000,2,6,0.3311311214825911,7,hol
0.5529411764705883,0.30117647058823527,1000,1000,7,8,0.5754399373371569,0,ho
0.2926829268292683,0.23554006968641114,1000,1500,2,6,0.04365158322401661,4,ho
0.3831417624521073,0.446360153256705,1000,1000,5,5,0.47863009232263826,12,hol
0.4023479188900747,0.3447171824973319,1000,1000,5,6,0.06309573444801933,7,hol
0.5918367346938775,0.36020408163265305,1000,1000,8,9,0.020892961308540396,14,ho
0.5451306413301663,0.44655581947743467,1000,1000,5,5,0.15848931924611134,1,ho
0.42902881536819637,0.5570971184631803,1000,1000,5,5,0.06309573444801933,17,ho
0.5448979591836735,0.43673469387755104,1000,1000,5,7,0.020892961308540396,17,hol
0.6035502958579881,0.20710059171597633,1000,1000,7,8,0.8317637711026709,9,ho
0.5666666666666667,0.5444444444444444,1000,1000,2,6,0.01,17,hol
0.6620689655172414,0.3779310344827586,1000,1000,7,8,0.2754228703338166,10,ho
0.4599786552828175,0.35859124866595515,1000,1000,5,5,0.06309573444801933,13,ho
0.37375415282392027,0.45348837209302323,1000,1000,5,7,0.3981071705534973,10,hol
0.5605700712589073,0.42992874109263657,1000,1000,5,6,0.15848931924611134,12,ho
0.47959183673469385,0.11632653061224489,1000,1000,5,6,0.020892961308540396,5,hol
0.4042145593869732,0.4731800766283525,1000,1000,5,5,0.47863009232263826,2,hol
0.3748378728923476,0.49546044098573283,1000,1000,8,9,0.22908676527677735,14,hol
0.3924050632911392,0.3509142053445851,1000,1500,2,6,0.05248074602497726,5,ho
0.3656957928802589,0.4563106796116505,1000,1000,5,7,0.6918309709189366,16,hol
0.33727810650887574,0.40828402366863903,1000,1000,8,9,0.8317637711026709,2,hol
0.40380047505938244,0.4251781472684085,1000,1000,5,5,0.15848931924611134,4,hol
0.41975308641975306,0.4175084175084175,1000,1000,5,7,0.1096478196143185,11,hol
0.42344827586206896,0.5144827586206897,1000,1000,5,7,0.2754228703338166,1,hol
0.45342312008978675,0.4208754208754209,1000,1000,5,7,0.1096478196143185,14,hol
0.6551724137931034,0.40413793103448276,1000,1000,7,8,0.2754228703338166,17,ho
0.5647840531561462,0.3920265780730897,1000,1000,5,5,0.3981071705534973,2,ho
0.2603734439834025,0.1825726141078838,1000,1000,5,5,0.03630780547701014,12,hol
0.5317647058823529,0.3341176470588235,1000,1000,5,6,0.5754399373371569,18,ho
0.20412371134020618,0.17422680412371133,1000,1000,2,6,0.03019951720402016,7,ho
0.4416167664670659,0.3787425149700599,1000,1500,2,6,0.1096478196143185,7,ho
0.45144076840981856,0.39487726787620064,1000,1000,8,9,0.06309573444801933,7,hol
0.3693586698337292,0.4180522565320665,1000,1000,5,6,0.15848931924611134,5,hol
0.7791916167664671,0.7717065868263473,1000,1500,2,2,0.1096478196143185,6,ho
0.43942992874109266,0.49524940617577196,1000,1000,7,8,0.15848931924611134,14,hol
0.4262068965517241,0.41517241379310343,1000,1000,2,6,0.2754228703338166,11,hol
0.43844492440604754,0.4017278617710583,1000,1500,2,4,0.6918309709189366,12,hol
0.44189016602809705,0.4112388250319285,1000,1500,2,4,0.47863009232263826,4,hol
0.5857605177993528,0.2621359223300971,1000,1000,7,8,0.6918309709189366,13,ho
0.46433203631647213,0.4163424124513619,1000,1000,2,6,0.22908676527677735,14,hol
0.4219269102990033,0.38372093023255816,1000,1000,2,3,0.3981071705534973,1,hol
0.2842438638163104,0.3103721298495645,1000,1500,2,2,0.15848931924611134,5,hol
0.04897959183673469,0.04387755102040816,1000,1000,2,3,0.020892961308540396,10,hol
0.48641975308641977,0.4008230452674897,1000,1500,2,6,0.19054607179632474,6,ho
0.5621301775147929,0.28994082840236685,1000,1000,7,8,0.8317637711026709,12,ho
0.4235294117647059,0.5058823529411764,1000,1000,8,9,0.5754399373371569,7,hol
0.5173469387755102,0.42857142857142855,1000,1000,8,9,0.020892961308540396,13,ho
0.13224821973550355,0.10274669379450661,1000,1000,2,6,0.017378008287493755,6,ho
0.41379310344827586,0.47701149425287354,1000,1000,5,5,0.47863009232263826,0,hol
0.1797676008202324,0.12440191387559808,1000,1500,2,6,0.025118864315095794,18,hol
0.5731056563500534,0.4610458911419424,1000,1000,5,7,0.06309573444801933,15,ho
0.3622448979591837,0.19795918367346937,1000,1000,8,9,0.020892961308540396,4,hol
0.4246913580246914,0.5074074074074074,1000,1000,5,6,0.19054607179632474,3,hol
0.35443037974683544,0.3333333333333333,1000,1000,8,9,0.05248074602497726,14,hol
0.3438735177865613,0.39920948616600793,1000,1500,2,6,0.8317637711026709,13,hol
0.5680473372781065,0.30177514792899407,1000,1000,5,6,0.8317637711026709,11,ho
0.5229885057471264,0.41762452107279696,1000,1000,2,6,0.47863009232263826,5,ho
0.1404040404040404,0.10303030303030303,1000,1000,5,5,0.01,9,ho
0.5889967637540453,0.2977346278317152,1000,1000,7,8,0.6918309709189366,15,ho
0.27281947261663286,0.15415821501014199,1000,1000,7,8,0.014454397707459272,13,hol
0.4268774703557312,0.3952569169960474,1000,1500,2,4,0.8317637711026709,8,hol
0.4154200230149597,0.46835443037974683,1000,1000,5,6,0.13182567385564073,10,hol
0.14705882352941177,0.060851926977687626,1000,1000,5,5,0.014454397707459272,8,hol
0.5420875420875421,0.4489337822671156,1000,1000,5,6,0.1096478196143185,18,ho
0.25668073136427566,0.4338959212376934,1000,1500,2,4,0.05248074602497726,5,ho
0.41728395061728396,0.4506172839506173,1000,1000,5,6,0.19054607179632474,16,hol
0.41379310344827586,0.46934865900383144,1000,1000,5,5,0.47863009232263826,13,hol
0.15454545454545454,0.12727272727272726,1000,1000,5,6,0.01,1,ho
0.3905882352941176,0.4164705882352941,1000,1000,2,6,0.5754399373371569,8,hol
0.3872387238723872,0.34543454345434543,1000,1000,5,5,0.09120108393559097,18,hol
0.3705547652916074,0.2951635846372688,1000,1500,2,6,0.06309573444801933,7,hol
0.3095803642121932,0.2977038796516231,1000,1500,2,2,0.15848931924611134,6,hol
0.04056795131845842,0.04394861392832995,1000,1500,2,2,0.014454397707459272,6,ho
0.503735325506937,0.4183564567769477,1000,1000,5,7,0.06309573444801933,1,ho
0.5703812316715543,0.5388563049853372,1000,1500,2,4,0.09120108393559097,3,hol
0.21931137724550898,0.23877245508982037,1000,1500,2,2,0.1096478196143185,9,hol
0.1759450171821306,0.13470790378006872,1000,1500,2,4,0.03019951720402016,2,ho
0.6145209580838323,0.5860778443113772,1000,1500,2,4,0.1096478196143185,7,ho
0.391358024691358,0.4271604938271605,1000,1000,5,5,0.19054607179632474,11,hol
0.2530529172320217,0.12008141112618724,1000,1500,2,6,0.017378008287493755,11,hol
0.3371134020618557,0.1979381443298969,1000,1000,7,8,0.03019951720402016,19,hol
0.437094682230869,0.4461738002594034,1000,1000,5,5,0.22908676527677735,15,hol
0.44554455445544555,0.44664466446644663,1000,1000,7,8,0.09120108393559097,11,hol
0.39700996677740863,0.46677740863787376,1000,1000,8,9,0.3981071705534973,9,hol
0.3942931258106355,0.437094682230869,1000,1000,5,7,0.22908676527677735,15,hol
0.31536113936927773,0.34587995930824006,1000,1000,7,8,0.017378008287493755,18,hol
0.40310077519379844,0.4186046511627907,1000,1500,2,6,0.3981071705534973,18,hol
0.10707070707070707,0.044444444444444446,1000,1000,5,5,0.01,4,hol
0.4489311163895487,0.4916864608076009,1000,1000,5,7,0.15848931924611134,9,hol
0.611336032388664,0.0840080971659919,1000,1000,5,7,0.012022644346174132,7,hol
0.6116504854368932,0.284789644012945,1000,1000,8,9,0.6918309709189366,8,ho
0.5410885805763074,0.4450373532550694,1000,1000,5,7,0.06309573444801933,6,ho
0.44123505976095617,0.450199203187251,1000,1500,2,2,0.3311311214825911,0,hol
0.5176470588235295,0.39294117647058824,1000,1000,2,6,0.5754399373371569,5,ho
0.37405405405405406,0.3481081081081081,1000,1000,5,6,0.07585775750291836,0,hol
0.4565499351491569,0.5136186770428015,1000,1000,5,7,0.22908676527677735,5,hol
0.6410810810810811,0.49405405405405406,1000,1000,7,8,0.07585775750291836,12,ho
