prop_ho_greater_std,prop_hol_greater_std,N,M,K1,K2,trainsize,rep,model
0.3657587548638132,0.31776913099870296,1000,1000,2,3,0.22908676527677735,0,hol
0.9193438140806562,0.9207108680792891,1000,1500,2,2,0.025118864315095794,1,hol
0.1307011572498298,0.10687542545949626,1000,1500,2,4,0.020892961308540396,8,ho
0.3857245854361932,0.2725306416726748,1000,1500,2,4,0.07585775750291836,18,ho
0.4884488448844885,0.39603960396039606,1000,1000,5,5,0.09120108393559097,15,ho
0.44511668107173724,0.3975799481417459,1000,1500,2,4,0.22908676527677735,7,ho
0.38461538461538464,0.47928994082840237,1000,1000,8,9,0.8317637711026709,7,hol
0.4368932038834951,0.4110032362459547,1000,1000,2,3,0.6918309709189366,18,ho
0.40864864864864864,0.4464864864864865,1000,1000,2,6,0.07585775750291836,12,ho
0.41362126245847175,0.48006644518272423,1000,1000,5,6,0.3981071705534973,3,hol
0.438974358974359,0.3476923076923077,1000,1000,7,8,0.025118864315095794,6,ho
0.4599786552828175,0.37886872998932764,1000,1000,5,5,0.06309573444801933,5,ho
0.5432098765432098,0.40370370370370373,1000,1000,5,5,0.19054607179632474,2,ho
0.06734006734006734,0.3393939393939394,1000,1500,2,4,0.01,15,hol
0.4085155350978136,0.4798619102416571,1000,1000,8,9,0.13182567385564073,17,hol
0.9635627530364372,0.9649122807017544,1000,1500,2,2,0.012022644346174132,12,ho
0.5166112956810631,0.4418604651162791,1000,1000,2,3,0.3981071705534973,5,hol
0.4006734006734007,0.3793490460157127,1000,1000,5,6,0.1096478196143185,15,hol
0.4343649946638207,0.4066168623265742,1000,1000,7,8,0.06309573444801933,4,hol
0.4864864864864865,0.3935135135135135,1000,1000,5,6,0.07585775750291836,12,ho
0.4204909284951974,0.2934898612593383,1000,1000,5,7,0.06309573444801933,2,hol
0.5703703703703704,0.4160493827160494,1000,1000,5,7,0.19054607179632474,18,ho
0.36790123456790125,0.4641975308641975,1000,1000,5,6,0.19054607179632474,13,hol
0.4386973180076628,0.4329501915708812,1000,1000,2,6,0.47863009232263826,15,hol
0.5019455252918288,0.4915693904020752,1000,1000,2,3,0.22908676527677735,14,hol
0.5454545454545454,0.5028768699654775,1000,1000,2,3,0.13182567385564073,18,ho
0.4993103448275862,0.3779310344827586,1000,1000,2,6,0.2754228703338166,16,ho
0.28112033195020747,0.1690871369294606,1000,1000,5,5,0.03630780547701014,1,hol
0.5466666666666666,0.5148717948717949,1000,1000,2,3,0.025118864315095794,4,ho
0.4110032362459547,0.44336569579288027,1000,1000,5,6,0.6918309709189366,4,hol
0.5830564784053156,0.2574750830564784,1000,1000,8,9,0.3981071705534973,10,ho
0.3947065592635213,0.4614499424626007,1000,1000,7,8,0.13182567385564073,9,hol
0.38395061728395063,0.49135802469135803,1000,1000,5,7,0.19054607179632474,17,hol
0.4139917695473251,0.35720164609053495,1000,1500,2,4,0.19054607179632474,2,ho
0.43873517786561267,0.525691699604743,1000,1500,2,2,0.8317637711026709,13,ho
0.5388235294117647,0.36,1000,1000,5,6,0.5754399373371569,3,ho
0.6556016597510373,0.5508298755186722,1000,1000,7,8,0.03630780547701014,12,ho
0.6280041797283177,0.49111807732497387,1000,1000,8,9,0.04365158322401661,16,ho
0.5903337169159953,0.42002301495972383,1000,1000,5,7,0.13182567385564073,1,ho
0.37322515212981744,0.3204868154158215,1000,1000,8,9,0.014454397707459272,16,ho
0.36769759450171824,0.34982817869415805,1000,1500,2,6,0.03019951720402016,8,ho
0.6241565452091767,0.044534412955465584,1000,1500,2,4,0.012022644346174132,17,hol
0.34044823906083244,0.3030949839914621,1000,1000,2,6,0.06309573444801933,16,ho
0.4315304948216341,0.39815880322209435,1000,1000,2,3,0.13182567385564073,3,hol
0.343042071197411,0.42718446601941745,1000,1000,8,9,0.6918309709189366,17,hol
0.41334661354581675,0.42330677290836655,1000,1500,2,6,0.3311311214825911,12,hol
0.9040404040404041,0.8828282828282829,1000,1000,5,5,0.01,10,ho
0.4163860830527497,0.48709315375982043,1000,1000,7,8,0.1096478196143185,8,hol
0.16563573883161511,0.1422680412371134,1000,1500,2,4,0.03019951720402016,4,ho
0.3837510803802939,0.3742437337942956,1000,1500,2,2,0.22908676527677735,4,ho
0.11632653061224489,0.0836734693877551,1000,1000,2,6,0.020892961308540396,0,ho
0.26666666666666666,0.15794871794871795,1000,1000,5,6,0.025118864315095794,16,hol
0.3942931258106355,0.4708171206225681,1000,1000,5,5,0.22908676527677735,18,hol
0.6160493827160494,0.4666666666666667,1000,1000,5,7,0.19054607179632474,13,ho
0.4043243243243243,0.2594594594594595,1000,1000,2,6,0.07585775750291836,6,hol
0.41855670103092785,0.277319587628866,1000,1000,8,9,0.03019951720402016,5,hol
0.5979247730220493,0.4150453955901427,1000,1000,5,6,0.22908676527677735,15,ho
0.2783400809716599,0.1062753036437247,1000,1000,8,9,0.012022644346174132,11,hol
0.4111111111111111,0.42345679012345677,1000,1000,5,5,0.19054607179632474,12,hol
0.5811764705882353,0.2988235294117647,1000,1000,7,8,0.5754399373371569,12,ho
0.32757201646090534,0.32181069958847736,1000,1500,2,2,0.19054607179632474,5,ho
0.6357142857142857,0.2642857142857143,1000,1000,5,7,0.020892961308540396,12,ho
0.36059743954480794,0.317923186344239,1000,1500,2,6,0.06309573444801933,11,ho
0.6653696498054474,0.36835278858625164,1000,1000,8,9,0.22908676527677735,7,ho
0.13737373737373737,0.06868686868686869,1000,1000,5,5,0.01,14,hol
0.06140350877192982,0.597165991902834,1000,1500,2,4,0.012022644346174132,7,hol
0.32226832641770403,0.2524204702627939,1000,1500,2,6,0.03630780547701014,1,hol
0.33993399339933994,0.253025302530253,1000,1000,2,6,0.09120108393559097,18,hol
0.47701149425287354,0.3946360153256705,1000,1000,2,6,0.47863009232263826,14,ho
0.39805825242718446,0.41423948220064727,1000,1000,2,3,0.6918309709189366,3,ho
0.14503042596348883,0.07302231237322515,1000,1000,5,5,0.014454397707459272,3,hol
0.42042755344418054,0.5201900237529691,1000,1000,7,8,0.15848931924611134,8,hol
0.4529346622369878,0.5492801771871539,1000,1500,2,2,0.3981071705534973,2,hol
0.22653061224489796,0.11938775510204082,1000,1000,5,7,0.020892961308540396,0,hol
0.4375667022411953,0.4567769477054429,1000,1000,8,9,0.06309573444801933,19,hol
0.5432989690721649,0.4309278350515464,1000,1000,8,9,0.03019951720402016,14,ho
0.1417004048582996,0.06376518218623482,1000,1000,5,5,0.012022644346174132,17,hol
0.5715778474399164,0.48066875653082547,1000,1000,7,8,0.04365158322401661,15,ho
0.3214649033570702,0.16378433367243134,1000,1000,8,9,0.017378008287493755,13,hol
0.1600284495021337,0.15576102418207682,1000,1500,2,2,0.06309573444801933,18,hol
0.41517241379310343,0.48413793103448277,1000,1000,5,6,0.2754228703338166,15,hol
0.4222222222222222,0.4181069958847737,1000,1500,2,6,0.19054607179632474,10,hol
0.2581110310021629,0.21485219899062724,1000,1500,2,4,0.07585775750291836,7,hol
0.5247422680412371,0.4463917525773196,1000,1000,7,8,0.03019951720402016,18,ho
0.40357598978288634,0.42528735632183906,1000,1500,2,6,0.47863009232263826,19,hol
0.43658810325476993,0.44668911335578004,1000,1000,5,6,0.1096478196143185,7,hol
0.39222873900293254,0.34310850439882695,1000,1500,2,6,0.09120108393559097,12,hol
0.40236686390532544,0.42011834319526625,1000,1000,2,6,0.8317637711026709,18,hol
0.29579375848032563,0.25169606512890097,1000,1500,2,6,0.017378008287493755,18,hol
0.37025641025641026,0.2676923076923077,1000,1000,8,9,0.025118864315095794,17,hol
0.2842438638163104,0.3008709422011085,1000,1500,2,2,0.15848931924611134,17,hol
0.12125435540069686,0.11986062717770035,1000,1500,2,2,0.04365158322401661,4,hol
0.2954703832752613,0.2787456445993031,1000,1500,2,6,0.04365158322401661,16,hol
0.16115261472785486,0.43009605122732125,1000,1000,2,3,0.06309573444801933,0,hol
0.5435294117647059,0.3388235294117647,1000,1000,5,6,0.5754399373371569,16,ho
0.42244224422442245,0.4367436743674367,1000,1000,8,9,0.09120108393559097,12,hol
0.4278416347381865,0.44699872286079184,1000,1500,2,2,0.47863009232263826,2,ho
0.6444444444444445,0.43209876543209874,1000,1000,7,8,0.19054607179632474,8,ho
0.4418604651162791,0.39867109634551495,1000,1500,2,4,0.3981071705534973,7,hol
0.6112956810631229,0.2840531561461794,1000,1000,8,9,0.3981071705534973,2,ho
0.36004056795131845,0.295131845841785,1000,1000,7,8,0.014454397707459272,11,ho
0.39076923076923076,0.22564102564102564,1000,1000,8,9,0.025118864315095794,7,hol
0.3450064850843061,0.39040207522697795,1000,1000,2,3,0.22908676527677735,13,hol
0.1206896551724138,0.061866125760649086,1000,1000,5,5,0.014454397707459272,5,hol
0.5623529411764706,0.3388235294117647,1000,1000,5,7,0.5754399373371569,0,ho
0.4,0.47448275862068967,1000,1000,5,6,0.2754228703338166,6,hol
0.5415676959619953,0.44299287410926363,1000,1000,5,5,0.15848931924611134,15,ho
0.39846743295019155,0.42528735632183906,1000,1000,5,5,0.47863009232263826,14,hol
0.043272481406355645,0.04394861392832995,1000,1500,2,2,0.014454397707459272,9,hol
0.39040207522697795,0.5045395590142672,1000,1000,8,9,0.22908676527677735,10,hol
0.7183718371837183,0.5302530253025303,1000,1000,8,9,0.09120108393559097,15,ho
0.4070872947277442,0.3863439930855661,1000,1500,2,2,0.22908676527677735,16,ho
0.5119341563786008,0.4189300411522634,1000,1500,2,6,0.19054607179632474,16,ho
0.3821949347659248,0.363008442056792,1000,1500,2,4,0.13182567385564073,12,ho
0.23136427566807313,0.19690576652601968,1000,1500,2,4,0.05248074602497726,3,hol
0.48390064397424104,0.40662373505059796,1000,1500,2,6,0.2754228703338166,5,ho
0.6769596199524941,0.4180522565320665,1000,1000,8,9,0.15848931924611134,8,ho
0.5091891891891892,0.42702702702702705,1000,1000,5,5,0.07585775750291836,7,ho
0.6981327800829875,0.6109958506224067,1000,1000,8,9,0.03630780547701014,5,ho
0.2697095435684647,0.19847856154910096,1000,1500,2,6,0.03630780547701014,8,hol
0.1592920353982301,0.11368277739959155,1000,1500,2,6,0.020892961308540396,3,hol
0.7014590347923682,0.4792368125701459,1000,1000,8,9,0.1096478196143185,7,ho
0.4033722438391699,0.48249027237354086,1000,1000,5,6,0.22908676527677735,15,hol
0.48,0.48,1000,1000,2,3,0.5754399373371569,1,hol
0.35612244897959183,0.1846938775510204,1000,1000,7,8,0.020892961308540396,7,hol
0.5212981744421906,0.5253549695740365,1000,1000,2,3,0.014454397707459272,2,hol
0.2804123711340206,0.24054982817869416,1000,1500,2,6,0.03019951720402016,13,ho
0.5701459034792368,0.5050505050505051,1000,1000,2,6,0.1096478196143185,13,ho
0.5577172503242542,0.437094682230869,1000,1000,5,5,0.22908676527677735,12,ho
0.43257261410788383,0.36929460580912865,1000,1000,5,7,0.03630780547701014,18,ho
0.46296296296296297,0.5135802469135803,1000,1000,5,6,0.19054607179632474,19,hol
0.7459708365310821,0.7367613200306984,1000,1500,2,2,0.13182567385564073,9,ho
0.4215581643543223,0.3244397011739594,1000,1000,5,7,0.06309573444801933,10,hol
0.4437412095639944,0.38466947960618847,1000,1500,2,6,0.05248074602497726,12,hol
0.48812095032397407,0.43628509719222464,1000,1500,2,4,0.6918309709189366,0,ho
0.37362637362637363,0.41130298273155413,1000,1500,2,6,0.5754399373371569,8,hol
0.44332210998877664,0.3378226711560045,1000,1000,2,6,0.1096478196143185,7,ho
0.283072546230441,0.27809388335704127,1000,1500,2,4,0.06309573444801933,7,ho
0.3917241379310345,0.3903448275862069,1000,1000,2,6,0.2754228703338166,19,hol
0.17519826964671953,0.18457101658255226,1000,1500,2,2,0.07585775750291836,13,hol
0.23225152129817445,0.04665314401622718,1000,1000,2,6,0.014454397707459272,10,hol
0.5344827586206896,0.33524904214559387,1000,1000,5,5,0.47863009232263826,14,ho
0.29393706830391403,0.28012279355333847,1000,1500,2,2,0.13182567385564073,19,hol
0.44983818770226536,0.39805825242718446,1000,1000,2,6,0.6918309709189366,7,ho
0.09701492537313433,0.09497964721845319,1000,1500,2,4,0.017378008287493755,0,ho
0.4655581947743468,0.45447347585114806,1000,1500,2,4,0.15848931924611134,13,hol
0.4566353187042842,0.3876698014629049,1000,1000,5,6,0.04365158322401661,19,ho
0.6276371308016878,0.5253164556962026,1000,1000,7,8,0.05248074602497726,10,ho
0.6004070556309362,0.5807327001356852,1000,1500,2,4,0.017378008287493755,14,hol
0.40229885057471265,0.2549634273772205,1000,1000,5,7,0.04365158322401661,18,hol
0.44576405384006335,0.44972288202692,1000,1500,2,6,0.15848931924611134,3,hol
0.4786206896551724,0.3986206896551724,1000,1000,2,6,0.2754228703338166,4,ho
0.5382716049382716,0.42592592592592593,1000,1000,5,5,0.19054607179632474,5,ho
0.35135135135135137,0.3081081081081081,1000,1000,2,6,0.07585775750291836,8,ho
0.07179487179487179,0.05128205128205128,1000,1000,2,3,0.025118864315095794,0,ho
0.2921615201900237,0.27197149643705465,1000,1000,2,3,0.15848931924611134,2,ho
0.4097331240188383,0.41915227629513346,1000,1500,2,4,0.5754399373371569,16,hol
0.54631507775524,0.5192697768762677,1000,1500,2,6,0.014454397707459272,16,ho
0.08453608247422681,0.0879725085910653,1000,1500,2,2,0.03019951720402016,17,ho
0.298582995951417,0.26619433198380565,1000,1000,7,8,0.012022644346174132,19,ho
0.13252197430696416,0.20960108181203516,1000,1500,2,6,0.014454397707459272,13,hol
0.47135135135135137,0.2875675675675676,1000,1000,2,6,0.07585775750291836,19,ho
0.09822361546499478,0.49111807732497387,1000,1000,2,3,0.04365158322401661,3,hol
0.11194029850746269,0.09701492537313433,1000,1500,2,4,0.017378008287493755,3,ho
0.40617283950617283,0.49135802469135803,1000,1000,7,8,0.19054607179632474,14,hol
0.41975308641975306,0.49753086419753084,1000,1000,5,7,0.19054607179632474,18,hol
0.379746835443038,0.4718066743383199,1000,1000,8,9,0.13182567385564073,9,hol
0.42962962962962964,0.4016460905349794,1000,1500,2,4,0.19054607179632474,7,ho
0.2977743668457406,0.31849577897160397,1000,1500,2,2,0.13182567385564073,16,ho
0.15120274914089346,0.3848797250859107,1000,1500,2,4,0.03019951720402016,14,hol
0.12525252525252525,0.052525252525252523,1000,1000,5,5,0.01,8,hol
0.34889753566796367,0.33722438391699094,1000,1000,2,3,0.22908676527677735,8,ho
0.04259634888438134,0.04259634888438134,1000,1000,2,3,0.014454397707459272,18,hol
0.3782267115600449,0.3479236812570146,1000,1000,5,5,0.1096478196143185,12,hol
0.4557477110885046,0.41098677517802645,1000,1000,5,7,0.017378008287493755,0,ho
0.44699872286079184,0.4240102171136654,1000,1500,2,4,0.47863009232263826,18,hol
0.4019933554817276,0.4601328903654485,1000,1000,8,9,0.3981071705534973,7,hol
0.5562130177514792,0.2603550295857988,1000,1000,8,9,0.8317637711026709,19,ho
0.4219269102990033,0.5249169435215947,1000,1000,7,8,0.3981071705534973,8,hol
0.4281786941580756,0.23917525773195877,1000,1500,2,6,0.03019951720402016,13,hol
0.44551724137931037,0.5103448275862069,1000,1000,7,8,0.2754228703338166,12,hol
0.8670886075949367,0.12869198312236288,1000,1000,2,3,0.05248074602497726,5,ho
0.43027027027027026,0.44324324324324327,1000,1000,7,8,0.07585775750291836,8,hol
0.30929989550679204,0.322884012539185,1000,1000,2,6,0.04365158322401661,18,hol
0.5453575240128068,0.4994663820704376,1000,1000,2,3,0.06309573444801933,10,ho
0.48846675712347354,0.2808683853459973,1000,1500,2,6,0.017378008287493755,4,hol
0.48878923766816146,0.38266068759342303,1000,1000,2,6,0.3311311214825911,3,ho
0.0872210953346856,0.058823529411764705,1000,1500,2,4,0.014454397707459272,13,ho
0.8803245436105477,0.8661257606490872,1000,1000,5,5,0.014454397707459272,19,ho
0.42081949058693247,0.42081949058693247,1000,1500,2,4,0.3981071705534973,14,hol
0.6756756756756757,0.4681081081081081,1000,1000,8,9,0.07585775750291836,6,ho
0.4988235294117647,0.39294117647058824,1000,1000,2,6,0.5754399373371569,15,ho
0.37216494845360826,0.3134020618556701,1000,1000,5,7,0.03019951720402016,8,ho
0.5768025078369906,0.46394984326018807,1000,1000,7,8,0.04365158322401661,16,ho
0.7391752577319588,0.29381443298969073,1000,1000,5,6,0.03019951720402016,1,ho
0.2990844354018311,0.16276703967446593,1000,1000,7,8,0.017378008287493755,1,hol
0.449438202247191,0.40881590319792566,1000,1500,2,4,0.22908676527677735,12,ho
0.6666666666666666,0.5642611683848797,1000,1500,2,4,0.03019951720402016,7,ho
0.46083418107833163,0.38351983723296035,1000,1000,8,9,0.017378008287493755,8,ho
0.26639621365787697,0.06896551724137931,1000,1500,2,6,0.014454397707459272,3,hol
0.5404564315352697,0.4336099585062241,1000,1000,7,8,0.03630780547701014,6,ho
0.47675675675675677,0.39675675675675676,1000,1000,5,5,0.07585775750291836,8,ho
0.42345679012345677,0.454320987654321,1000,1000,5,5,0.19054607179632474,8,hol
0.5275510204081633,0.4816326530612245,1000,1000,5,6,0.020892961308540396,9,ho
0.5225653206650831,0.502375296912114,1000,1000,2,3,0.15848931924611134,8,ho
0.45569620253164556,0.5051783659378596,1000,1000,7,8,0.13182567385564073,11,hol
0.19129554655870445,0.15688259109311742,1000,1000,5,6,0.012022644346174132,0,ho
0.627831715210356,0.24919093851132687,1000,1000,8,9,0.6918309709189366,18,ho
0.4236526946107784,0.3203592814371258,1000,1500,2,4,0.1096478196143185,3,hol
0.37160493827160496,0.48271604938271606,1000,1000,8,9,0.19054607179632474,14,hol
0.5285714285714286,0.41020408163265304,1000,1000,5,7,0.020892961308540396,9,hol
0.5360824742268041,0.20549828178694157,1000,1500,2,6,0.03019951720402016,4,hol
0.4,0.4227027027027027,1000,1000,8,9,0.07585775750291836,5,hol
0.46934865900383144,0.39272030651340994,1000,1000,2,6,0.47863009232263826,7,ho
0.3150684931506849,0.2768565248738284,1000,1500,2,4,0.07585775750291836,4,ho
0.5627586206896552,0.38620689655172413,1000,1000,5,6,0.2754228703338166,2,ho
0.24493927125506074,0.12044534412955465,1000,1000,7,8,0.012022644346174132,7,hol
0.6087456846950517,0.4672036823935558,1000,1000,5,7,0.13182567385564073,4,ho
0.3775303643724696,0.3228744939271255,1000,1000,8,9,0.012022644346174132,5,ho
0.12271805273833672,0.10141987829614604,1000,1000,2,6,0.014454397707459272,10,ho
0.3787375415282392,0.36710963455149503,1000,1000,2,3,0.3981071705534973,7,ho
0.420265780730897,0.45016611295681064,1000,1000,5,5,0.3981071705534973,6,hol
0.044897959183673466,0.926530612244898,1000,1000,2,3,0.020892961308540396,17,hol
0.6990595611285266,0.3552769070010449,1000,1000,5,5,0.04365158322401661,2,ho
0.3285859613428281,0.1525940996948118,1000,1000,8,9,0.017378008287493755,2,hol
0.39700996677740863,0.4634551495016611,1000,1000,5,5,0.3981071705534973,3,hol
0.5259336099585062,0.42531120331950206,1000,1000,7,8,0.03630780547701014,16,ho
0.4204909284951974,0.39701173959445035,1000,1000,7,8,0.06309573444801933,16,hol
0.2503556187766714,0.2034139402560455,1000,1500,2,4,0.06309573444801933,16,hol
0.4262068965517241,0.5227586206896552,1000,1000,5,7,0.2754228703338166,12,hol
0.05391658189216684,0.04577822990844354,1000,1000,2,3,0.017378008287493755,3,ho
0.35802469135802467,0.36213991769547327,1000,1500,2,2,0.19054607179632474,2,ho
0.4085603112840467,0.46303501945525294,1000,1000,5,7,0.22908676527677735,3,hol
0.5433614735226401,0.40828856485034537,1000,1500,2,6,0.13182567385564073,19,ho
0.15656565656565657,0.5070707070707071,1000,1000,5,6,0.01,9,ho
0.34178498985801214,0.25862068965517243,1000,1000,5,7,0.014454397707459272,19,hol
0.18536585365853658,0.3581881533101045,1000,1500,2,4,0.04365158322401661,9,hol
0.7651821862348178,0.7165991902834008,1000,1000,8,9,0.012022644346174132,2,ho
0.1456445993031359,0.12822299651567945,1000,1500,2,2,0.04365158322401661,16,ho
0.109717868338558,0.10240334378265413,1000,1000,2,3,0.04365158322401661,13,ho
0.30202774813233724,0.25400213447171827,1000,1000,2,6,0.06309573444801933,1,hol
0.16435432230522945,0.1526147278548559,1000,1000,2,3,0.06309573444801933,16,ho
0.6147859922178989,0.4565499351491569,1000,1000,5,6,0.22908676527677735,11,ho
0.39294117647058824,0.45647058823529413,1000,1000,7,8,0.5754399373371569,5,hol
0.09024896265560166,0.06535269709543569,1000,1000,2,3,0.03630780547701014,15,hol
0.42758620689655175,0.4689655172413793,1000,1000,5,5,0.2754228703338166,13,hol
0.41890166028097064,0.3397190293742018,1000,1500,2,6,0.47863009232263826,0,ho
0.5123711340206185,0.4402061855670103,1000,1000,7,8,0.03019951720402016,2,ho
0.3990042674253201,0.33428165007112376,1000,1500,2,6,0.06309573444801933,0,ho
0.1536819637139808,0.49306296691568835,1000,1000,2,3,0.06309573444801933,13,hol
0.40365448504983387,0.39368770764119604,1000,1000,2,3,0.3981071705534973,14,hol
0.5061224489795918,0.4020408163265306,1000,1000,5,7,0.020892961308540396,19,hol
0.4717494894486045,0.4268209666439755,1000,1500,2,6,0.020892961308540396,11,hol
0.7704081632653061,0.6744897959183673,1000,1000,8,9,0.020892961308540396,12,ho
0.18054054054054053,0.44,1000,1000,2,3,0.07585775750291836,19,hol
0.08012170385395538,0.04259634888438134,1000,1000,2,6,0.014454397707459272,2,hol
0.31952662721893493,0.3609467455621302,1000,1000,8,9,0.8317637711026709,16,hol
0.5019762845849802,0.525691699604743,1000,1500,2,2,0.8317637711026709,6,hol
0.8722109533468559,0.8509127789046653,1000,1000,5,6,0.014454397707459272,7,ho
0.37938144329896906,0.33814432989690724,1000,1000,5,7,0.03019951720402016,10,ho
0.48641975308641977,0.41646090534979424,1000,1500,2,6,0.19054607179632474,19,ho
0.6283524904214559,0.31226053639846746,1000,1000,7,8,0.47863009232263826,5,ho
0.38461538461538464,0.5029585798816568,1000,1000,5,7,0.8317637711026709,6,hol
0.4418604651162791,0.3488372093023256,1000,1000,2,6,0.3981071705534973,10,ho
0.45724465558194777,0.37410926365795727,1000,1000,2,6,0.15848931924611134,9,ho
0.46554149085794655,0.40717299578059074,1000,1500,2,4,0.05248074602497726,3,ho
0.3991769547325103,0.405761316872428,1000,1500,2,4,0.19054607179632474,3,hol
0.2611683848797251,0.23436426116838488,1000,1500,2,6,0.03019951720402016,10,ho
0.4564102564102564,0.3764102564102564,1000,1000,7,8,0.025118864315095794,10,ho
0.39010356731875717,0.4234752589182969,1000,1000,5,7,0.13182567385564073,8,hol
0.221602787456446,0.2,1000,1500,2,4,0.04365158322401661,17,ho
0.06256410256410257,0.4707692307692308,1000,1000,2,3,0.025118864315095794,19,hol
0.22020905923344947,0.20905923344947736,1000,1500,2,4,0.04365158322401661,12,ho
0.4567901234567901,0.4469135802469136,1000,1500,2,6,0.19054607179632474,13,hol
0.3779310344827586,0.3627586206896552,1000,1000,2,3,0.2754228703338166,6,ho
0.5016216216216216,0.40540540540540543,1000,1000,5,5,0.07585775750291836,9,ho
0.44689655172413795,0.45379310344827584,1000,1000,5,5,0.2754228703338166,15,hol
0.4823906083244397,0.5869797225186766,1000,1000,5,6,0.06309573444801933,7,ho
0.6428571428571429,0.34717607973421927,1000,1000,7,8,0.3981071705534973,9,ho
0.056049213943950786,0.06220095693779904,1000,1500,2,2,0.025118864315095794,0,ho
0.4411302982731554,0.45054945054945056,1000,1500,2,6,0.5754399373371569,9,hol
0.6925925925925925,0.42962962962962964,1000,1000,7,8,0.19054607179632474,4,ho
0.43891891891891893,0.4562162162162162,1000,1000,8,9,0.07585775750291836,4,hol
0.4426877470355731,0.4743083003952569,1000,1500,2,6,0.8317637711026709,11,hol
0.5402298850574713,0.3045977011494253,1000,1000,7,8,0.47863009232263826,3,ho
0.044897959183673466,0.05,1000,1000,2,3,0.020892961308540396,19,ho
0.3737528779739064,0.3085188027628549,1000,1500,2,4,0.13182567385564073,12,hol
0.3831417624521073,0.4367816091954023,1000,1000,5,7,0.47863009232263826,10,hol
0.06262763784887679,0.05037440435670524,1000,1500,2,2,0.020892961308540396,18,ho
0.23333333333333334,0.397979797979798,1000,1000,2,6,0.01,14,hol
0.3510204081632653,0.19387755102040816,1000,1000,8,9,0.020892961308540396,18,hol
0.9142461964038727,0.0912863070539419,1000,1500,2,2,0.03630780547701014,17,ho
0.4258823529411765,0.42823529411764705,1000,1000,2,6,0.5754399373371569,11,hol
0.2727272727272727,0.21173762945914845,1000,1000,2,3,0.13182567385564073,12,hol
0.3051881993896236,0.3540183112919634,1000,1000,7,8,0.017378008287493755,16,hol
0.21095334685598377,0.17849898580121704,1000,1000,5,6,0.014454397707459272,6,ho
0.46588235294117647,0.39294117647058824,1000,1000,2,3,0.5754399373371569,3,hol
0.24242424242424243,0.19977553310886645,1000,1000,2,3,0.1096478196143185,4,hol
0.10303030303030303,0.051515151515151514,1000,1000,5,5,0.01,5,hol
0.3559870550161812,0.4045307443365696,1000,1000,2,3,0.6918309709189366,15,ho
0.42528735632183906,0.38140020898641586,1000,1000,8,9,0.04365158322401661,6,hol
0.5292929292929293,0.4111111111111111,1000,1000,7,8,0.01,7,hol
0.41935483870967744,0.38563049853372433,1000,1500,2,6,0.09120108393559097,14,hol
0.218475073313783,0.218475073313783,1000,1500,2,2,0.09120108393559097,10,ho
0.32469135802469135,0.27901234567901234,1000,1000,2,3,0.19054607179632474,10,ho
0.3788235294117647,0.48,1000,1000,7,8,0.5754399373371569,16,hol
0.40054682159945315,0.47436773752563227,1000,1500,2,6,0.025118864315095794,1,hol
0.531986531986532,0.4489337822671156,1000,1000,5,5,0.1096478196143185,7,ho
0.6910344827586207,0.41379310344827586,1000,1000,7,8,0.2754228703338166,11,ho
0.41804180418041803,0.3641364136413641,1000,1000,5,6,0.09120108393559097,8,hol
0.5325670498084292,0.561941251596424,1000,1500,2,2,0.47863009232263826,5,ho
0.4531872509960159,0.399402390438247,1000,1500,2,4,0.3311311214825911,12,hol
0.05070993914807302,0.48073022312373226,1000,1000,2,3,0.014454397707459272,12,hol
0.18695014662756598,0.19794721407624633,1000,1500,2,2,0.09120108393559097,12,ho
0.08475734791524266,0.06151742993848257,1000,1500,2,2,0.025118864315095794,9,ho
0.20013568521031208,0.17774762550881953,1000,1500,2,6,0.017378008287493755,12,ho
0.44190871369294604,0.06950207468879668,1000,1000,2,3,0.03630780547701014,11,hol
0.499003984063745,0.36254980079681276,1000,1500,2,6,0.3311311214825911,7,ho
0.16062884483937115,0.6377306903622693,1000,1500,2,4,0.025118864315095794,16,ho
0.82706002034588,0.7955239064089522,1000,1000,5,6,0.017378008287493755,18,ho
0.2010204081632653,0.14387755102040817,1000,1000,5,5,0.020892961308540396,19,hol
0.47010309278350515,0.10515463917525773,1000,1000,2,6,0.03019951720402016,17,hol
0.3206751054852321,0.3755274261603376,1000,1000,2,6,0.05248074602497726,4,hol
0.4950166112956811,0.34551495016611294,1000,1000,5,5,0.3981071705534973,1,ho
0.029292929292929294,0.028282828282828285,1000,1000,2,3,0.01,0,hol
0.49514563106796117,0.3300970873786408,1000,1000,2,6,0.6918309709189366,14,ho
0.43042071197411,0.40129449838187703,1000,1000,2,3,0.6918309709189366,11,ho
0.18877551020408162,0.10918367346938776,1000,1000,5,5,0.020892961308540396,16,hol
0.3956756756756757,0.4043243243243243,1000,1000,8,9,0.07585775750291836,3,hol
0.42536475869809204,0.42424242424242425,1000,1000,5,7,0.1096478196143185,5,hol
0.38924050632911394,0.5854430379746836,1000,1000,5,5,0.05248074602497726,17,ho
0.49948717948717947,0.48717948717948717,1000,1000,2,3,0.025118864315095794,13,hol
0.31952662721893493,0.40236686390532544,1000,1000,5,7,0.8317637711026709,8,hol
0.2735135135135135,0.24,1000,1000,2,6,0.07585775750291836,0,hol
0.4163860830527497,0.4152637485970819,1000,1000,5,7,0.1096478196143185,6,hol
