prop_stdl_>_std,prop_ho_>_std,prop_hol_>_std,prop_point_>_std,prop_spring_>_std,N,M,K1,K2,trainsize,rep
0.4188235294117647,0.47058823529411764,0.4188235294117647,0.3623529411764706,0.33647058823529413,1000,1000,2,4,0.5754399373371569,8
0.509493670886076,0.5854430379746836,0.5232067510548524,0.10759493670886076,0.5390295358649789,1000,1000,6,9,0.05248074602497726,18
0.5558112773302647,0.4016110471806674,0.5558112773302647,0.4234752589182969,0.5512082853855006,1000,1000,2,5,0.13182567385564073,0
0.5587828492392808,0.4979253112033195,0.5532503457814661,0.2503457814661134,0.558091286307054,1000,1500,5,7,0.03630780547701014,16
0.6307692307692307,0.49435897435897436,0.6287179487179487,0.27076923076923076,0.6502564102564102,1000,1000,6,10,0.025118864315095794,13
0.4612794612794613,0.632996632996633,0.4691358024691358,0.058361391694725026,0.4590347923681257,1000,1000,6,9,0.1096478196143185,14
0.503242542153048,0.41374837872892345,0.5045395590142672,0.43320363164721143,0.5097276264591439,1000,1000,2,4,0.22908676527677735,7
0.7921940928270043,0.1909282700421941,0.7932489451476793,0.7172995780590717,0.7953586497890295,1000,1000,2,4,0.05248074602497726,4
0.649763353617309,0.45098039215686275,0.6375929682217715,0.3441514536849222,0.6686950642325896,1000,1500,8,8,0.014454397707459272,19
0.42636579572446553,0.7102137767220903,0.45961995249406173,0.09738717339667459,0.47743467933491684,1000,1000,6,10,0.15848931924611134,2
0.7651821862348178,0.3481781376518219,0.7601214574898786,0.5242914979757085,0.7844129554655871,1000,1000,6,9,0.012022644346174132,2
0.20302375809935205,0.5377969762419006,0.24406047516198703,0.24190064794816415,0.20086393088552915,1000,1500,8,8,0.6918309709189366,17
0.3724137931034483,0.6386206896551724,0.3972413793103448,0.21793103448275863,0.3972413793103448,1000,1000,6,9,0.2754228703338166,13
0.3641379310344828,0.6510344827586206,0.40551724137931033,0.22344827586206897,0.42344827586206896,1000,1000,6,10,0.2754228703338166,15
0.6795131845841785,0.35023664638269103,0.6815415821501014,0.45909398242055444,0.7025016903313049,1000,1500,6,8,0.014454397707459272,10
0.6235897435897436,0.49538461538461537,0.64,0.27897435897435896,0.6574358974358975,1000,1000,6,10,0.025118864315095794,7
0.334485738980121,0.6024200518582541,0.3630077787381158,0.2644770959377701,0.3759723422644771,1000,1500,5,7,0.22908676527677735,2
0.3545663852647736,0.6408288564850345,0.37221795855717577,0.10974673829623945,0.38679969301611666,1000,1500,8,8,0.13182567385564073,11
0.4138428262436914,0.5969718817591925,0.4282624369142033,0.0547945205479452,0.43403028118240805,1000,1500,6,8,0.07585775750291836,8
0.32004429678848284,0.5802879291251384,0.33554817275747506,0.3067552602436323,0.3001107419712071,1000,1500,5,7,0.3981071705534973,8
0.4905923344947735,0.5797909407665506,0.50801393728223,0.10104529616724739,0.537979094076655,1000,1500,6,8,0.04365158322401661,17
0.30434782608695654,0.4150197628458498,0.28063241106719367,0.25296442687747034,0.2450592885375494,1000,1500,3,3,0.8317637711026709,9
0.2015810276679842,0.5770750988142292,0.24110671936758893,0.2450592885375494,0.2134387351778656,1000,1500,8,8,0.8317637711026709,1
0.15810276679841898,0.5770750988142292,0.22134387351778656,0.2015810276679842,0.1857707509881423,1000,1500,8,8,0.8317637711026709,13
0.5969072164948453,0.5670103092783505,0.6010309278350515,0.1824742268041237,0.6030927835051546,1000,1000,6,10,0.03019951720402016,2
0.23542116630669546,0.531317494600432,0.2678185745140389,0.2613390928725702,0.24622030237580994,1000,1500,5,7,0.6918309709189366,18
0.41301907968574636,0.691358024691358,0.44219977553310885,0.04489337822671156,0.48597081930415265,1000,1000,6,10,0.1096478196143185,12
0.4486486486486487,0.6627027027027027,0.4843243243243243,0.055135135135135134,0.5178378378378379,1000,1000,6,10,0.07585775750291836,13
0.5065234075211051,0.38679969301611666,0.5172678434382195,0.4696853415195702,0.5280122793553338,1000,1500,3,3,0.13182567385564073,6
0.6350067842605156,0.4491180461329715,0.6404341926729986,0.33514246947082765,0.6594301221166893,1000,1500,6,8,0.017378008287493755,12
0.4199101796407186,0.6803892215568862,0.44835329341317365,0.10479041916167664,0.43862275449101795,1000,1500,8,8,0.1096478196143185,0
0.7286195286195286,0.30707070707070705,0.7272727272727273,0.5252525252525253,0.7151515151515152,1000,1500,6,8,0.01,12
0.6954992967651196,0.25738396624472576,0.6969057665260197,0.6518987341772152,0.7426160337552743,1000,1500,3,3,0.05248074602497726,17
0.88,0.14256410256410257,0.88,0.8266666666666667,0.8933333333333333,1000,1000,2,5,0.025118864315095794,10
0.460082304526749,0.4534979423868313,0.4403292181069959,0.4090534979423868,0.47901234567901235,1000,1500,3,3,0.19054607179632474,3
0.39805825242718446,0.47572815533980584,0.37216828478964403,0.3786407766990291,0.40129449838187703,1000,1000,2,4,0.6918309709189366,10
0.4950213371266003,0.6998577524893315,0.5184921763869133,0.04338549075391181,0.5405405405405406,1000,1500,8,8,0.06309573444801933,13
0.7738589211618258,0.21092669432918396,0.7752420470262794,0.715076071922545,0.8340248962655602,1000,1500,3,3,0.03630780547701014,4
0.3898695318495779,0.6914811972371451,0.41980046047582503,0.1427475057559478,0.4512663085188028,1000,1500,8,8,0.13182567385564073,4
0.6711560044893379,0.25813692480359146,0.6599326599326599,0.5858585858585859,0.6430976430976431,1000,1000,2,4,0.1096478196143185,12
0.41379310344827586,0.4444444444444444,0.40804597701149425,0.3314176245210728,0.3505747126436782,1000,1000,2,4,0.47863009232263826,18
0.6192439862542956,0.51340206185567,0.6302405498281787,0.29828178694158075,0.6481099656357389,1000,1500,5,7,0.03019951720402016,0
0.6329896907216495,0.534020618556701,0.6422680412371135,0.2536082474226804,0.6701030927835051,1000,1000,6,10,0.03019951720402016,11
0.9404040404040404,0.05858585858585859,0.9404040404040404,0.9191919191919192,0.9525252525252526,1000,1000,2,5,0.01,1
0.496551724137931,0.40827586206896554,0.4896551724137931,0.3917241379310345,0.4675862068965517,1000,1000,2,4,0.2754228703338166,9
0.6398779247202442,0.42828077314343843,0.6510681586978637,0.3641912512716175,0.669379450661241,1000,1000,6,10,0.017378008287493755,8
0.5697594501718213,0.516151202749141,0.5656357388316151,0.20618556701030927,0.5745704467353951,1000,1500,6,8,0.03019951720402016,11
0.9412955465587044,0.05668016194331984,0.9392712550607287,0.9240890688259109,0.9453441295546559,1000,1000,2,4,0.012022644346174132,2
0.8317948717948718,0.1476923076923077,0.838974358974359,0.764102564102564,0.8317948717948718,1000,1000,2,5,0.025118864315095794,13
0.40828402366863903,0.41420118343195267,0.41420118343195267,0.33136094674556216,0.3609467455621302,1000,1000,2,4,0.8317637711026709,13
0.5964730290456431,0.5892116182572614,0.6089211618257261,0.17946058091286307,0.6410788381742739,1000,1000,6,10,0.03630780547701014,11
