prop_ho_greater_std,prop_hol_greater_std,dataset,rep,model
0.4794520547945205,0.5068493150684932,fifa,48,hol
0.4351145038167939,0.3816793893129771,ucl,31,ho
0.4198473282442748,0.4580152671755725,ucl,32,ho
0.4520547945205479,0.4657534246575342,fifa,42,hol
0.3893129770992366,0.4122137404580153,ucl,28,hol
0.5753424657534246,0.5753424657534246,fifa,27,ho
0.44274809160305345,0.4732824427480916,ucl,8,ho
0.32432432432432434,0.25,authors,47,hol
0.2972972972972973,0.2635135135135135,authors,4,ho
0.3835616438356164,0.5205479452054794,fifa,41,hol
0.5205479452054794,0.4246575342465753,fifa,4,hol
0.44274809160305345,0.4351145038167939,ucl,11,ho
0.47297297297297297,0.3108108108108108,authors,34,hol
0.3969465648854962,0.44274809160305345,ucl,38,ho
0.2972972972972973,0.28378378378378377,authors,29,ho
0.33587786259541985,0.42748091603053434,ucl,29,ho
0.47297297297297297,0.3918918918918919,authors,30,hol
0.44274809160305345,0.48091603053435117,ucl,19,ho
0.3893129770992366,0.45038167938931295,ucl,13,ho
0.4246575342465753,0.4657534246575342,fifa,14,ho
0.547945205479452,0.5342465753424658,fifa,10,hol
0.4351145038167939,0.4198473282442748,ucl,4,ho
0.30405405405405406,0.3310810810810811,authors,14,ho
0.3969465648854962,0.3282442748091603,ucl,12,hol
0.4527027027027027,0.41216216216216217,authors,0,ho
0.34459459459459457,0.2905405405405405,authors,46,hol
0.3816793893129771,0.5343511450381679,ucl,12,ho
0.4580152671755725,0.46564885496183206,ucl,48,ho
0.23648648648648649,0.4189189189189189,authors,15,ho
0.40458015267175573,0.46564885496183206,ucl,17,hol
0.4794520547945205,0.547945205479452,fifa,49,ho
0.4383561643835616,0.5068493150684932,fifa,40,ho
0.3972602739726027,0.4657534246575342,fifa,48,ho
0.2702702702702703,0.47297297297297297,authors,9,ho
0.46564885496183206,0.4580152671755725,ucl,14,ho
0.4732824427480916,0.3816793893129771,ucl,8,hol
0.3435114503816794,0.37404580152671757,ucl,36,ho
0.5342465753424658,0.4520547945205479,fifa,28,ho
0.3893129770992366,0.37404580152671757,ucl,40,hol
0.4580152671755725,0.37404580152671757,ucl,26,hol
0.46564885496183206,0.4351145038167939,ucl,35,hol
0.31756756756756754,0.32432432432432434,authors,20,ho
0.4961832061068702,0.4122137404580153,ucl,49,hol
0.28378378378378377,0.30405405405405406,authors,37,ho
0.366412213740458,0.40458015267175573,ucl,27,hol
0.4520547945205479,0.4931506849315068,fifa,34,hol
0.5616438356164384,0.5616438356164384,fifa,31,ho
0.4122137404580153,0.3969465648854962,ucl,9,hol
0.35877862595419846,0.5190839694656488,ucl,25,ho
0.2702702702702703,0.23648648648648649,authors,0,hol
0.4198473282442748,0.4198473282442748,ucl,44,hol
0.28378378378378377,0.28378378378378377,authors,22,ho
0.4657534246575342,0.5068493150684932,fifa,13,hol
0.3969465648854962,0.4580152671755725,ucl,44,ho
0.4383561643835616,0.547945205479452,fifa,9,ho
0.3698630136986301,0.3424657534246575,fifa,40,hol
0.28378378378378377,0.2972972972972973,authors,16,ho
0.25,0.24324324324324326,authors,15,hol
0.6891891891891891,0.5067567567567568,authors,21,ho
0.2905405405405405,0.34459459459459457,authors,46,ho
0.6164383561643836,0.5068493150684932,fifa,47,hol
0.4527027027027027,0.4189189189189189,authors,7,ho
0.5068493150684932,0.547945205479452,fifa,42,ho
0.40458015267175573,0.3435114503816794,ucl,47,hol
0.5068493150684932,0.4520547945205479,fifa,36,ho
0.44274809160305345,0.4580152671755725,ucl,39,ho
0.46564885496183206,0.37404580152671757,ucl,13,hol
0.40540540540540543,0.38513513513513514,authors,1,ho
0.48091603053435117,0.3893129770992366,ucl,4,hol
0.46564885496183206,0.4580152671755725,ucl,23,hol
0.547945205479452,0.4931506849315068,fifa,3,ho
0.547945205479452,0.5205479452054794,fifa,12,ho
0.2972972972972973,0.4391891891891892,authors,10,hol
0.46564885496183206,0.5419847328244275,ucl,22,ho
0.31756756756756754,0.2635135135135135,authors,14,hol
0.4794520547945205,0.547945205479452,fifa,8,ho
0.33783783783783783,0.2635135135135135,authors,8,ho
0.4794520547945205,0.5342465753424658,fifa,43,ho
0.42748091603053434,0.4732824427480916,ucl,27,ho
0.589041095890411,0.5205479452054794,fifa,22,ho
0.5205479452054794,0.547945205479452,fifa,20,ho
0.366412213740458,0.33587786259541985,ucl,25,hol
0.2972972972972973,0.2635135135135135,authors,22,hol
0.5068493150684932,0.5068493150684932,fifa,1,hol
0.32432432432432434,0.3108108108108108,authors,37,hol
0.6891891891891891,0.5472972972972973,authors,19,ho
0.3108108108108108,0.3581081081081081,authors,2,ho
0.4580152671755725,0.37404580152671757,ucl,34,hol
0.5068493150684932,0.4931506849315068,fifa,5,ho
0.20945945945945946,0.20945945945945946,authors,29,hol
0.4732824427480916,0.4732824427480916,ucl,0,hol
0.4527027027027027,0.4797297297297297,authors,24,ho
0.3835616438356164,0.5068493150684932,fifa,24,ho
0.6027397260273972,0.6301369863013698,fifa,23,ho
0.48091603053435117,0.48091603053435117,ucl,23,ho
0.4732824427480916,0.4732824427480916,ucl,16,hol
0.3969465648854962,0.37404580152671757,ucl,42,hol
0.4961832061068702,0.44274809160305345,ucl,19,hol
0.4732824427480916,0.4961832061068702,ucl,6,ho
0.45038167938931295,0.40458015267175573,ucl,2,hol
0.589041095890411,0.6027397260273972,fifa,41,ho
0.5205479452054794,0.3698630136986301,fifa,36,hol
0.5572519083969466,0.3893129770992366,ucl,11,hol
0.5753424657534246,0.5616438356164384,fifa,38,ho
0.3310810810810811,0.30405405405405406,authors,40,ho
0.48091603053435117,0.44274809160305345,ucl,48,hol
0.5342465753424658,0.4794520547945205,fifa,14,hol
0.33783783783783783,0.3108108108108108,authors,34,ho
0.31756756756756754,0.41216216216216217,authors,48,ho
0.4527027027027027,0.27702702702702703,authors,32,ho
0.32432432432432434,0.38513513513513514,authors,39,hol
0.4198473282442748,0.3969465648854962,ucl,33,hol
0.4520547945205479,0.4383561643835616,fifa,13,ho
0.3511450381679389,0.4198473282442748,ucl,46,ho
0.33783783783783783,0.39864864864864863,authors,35,ho
0.547945205479452,0.5068493150684932,fifa,37,ho
0.5743243243243243,0.4864864864864865,authors,38,ho
0.4794520547945205,0.4931506849315068,fifa,11,hol
0.36486486486486486,0.34459459459459457,authors,44,hol
0.4961832061068702,0.40458015267175573,ucl,15,hol
0.3310810810810811,0.2702702702702703,authors,49,hol
0.3108108108108108,0.30405405405405406,authors,9,hol
0.4246575342465753,0.3835616438356164,fifa,0,ho
0.43243243243243246,0.28378378378378377,authors,36,hol
