BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,distribution,rep
-3.029352912673797,-3.590632407341186,-3.021771413401647,-3.3096538153233723,-3.12364646808512,-3.1122595583128594,-3.6691783479683537,-3.610833774484928,-3.0651683343966702,logistic,39
-3.334241341521164,-3.580542664524564,-3.3167649278586904,-3.470911252640066,-3.269587389683112,-3.371261698948045,-3.238595519427856,-3.2435812817360445,-3.186991865044395,uniform,15
-3.014247933714251,-3.57193491766853,-3.004797950114305,-3.3293174369022966,-3.0737507811140743,-3.084075614995818,-3.676862586503568,-3.5998971776001496,-3.0610190009091123,logistic,7
-3.060109870664534,-3.665399274601549,-3.040896482081843,-3.382478141319584,-3.107308221563473,-3.0931856943135174,-3.635984176309568,-3.55661777522479,-3.0721346215862204,logistic,86
-3.18020749753105,-3.5958200813454475,-3.17505207939592,-3.3912372802751976,-3.157341987334372,-3.1609987368232293,-3.440790741765801,-3.433745248050713,-3.11666536458477,normal,20
-3.125189369067302,-3.532378270247865,-3.1106338937765474,-3.355370572666025,-3.168892950219389,-3.186436405500363,-3.5059701592381787,-3.5350867830156143,-3.1165024682686693,exponential,34
-3.169301471109632,-3.5305123784689103,-3.1518825089272102,-3.364266388526308,-3.282568223367346,-3.1808043831426,-3.524149934256575,-3.5574293145051303,-3.1221639014795146,exponential,50
-3.331626776101773,-3.5558148955349003,-3.3226203631365023,-3.452301058801904,-3.343549549111388,-3.337255415571259,-3.2457770541312465,-3.273195627000228,-3.194890757212026,beta,37
-3.1741413382464594,-3.573073890480136,-3.15834600921237,-3.3942738886011683,-3.1924909205304663,-3.21532106139036,-3.520473167883342,-3.5357985790237065,-3.119656224544807,exponential,31
-3.306730565099088,-3.535398310843679,-3.293080633899232,-3.4365394697858327,-3.3269062110994017,-3.3264960010923343,-3.265619507893523,-3.2840621472982,-3.182191641765595,uniform,79
-3.153802864761099,-3.5207277473224017,-3.1457554786332578,-3.346341448492017,-3.168497811175612,-3.1790706677604343,-3.503687345041201,-3.5089146478551965,-3.1181103562920347,exponential,72
-3.0120861389888067,-3.590876239342855,-2.9978834421636456,-3.318262225189417,-3.1030935989226505,-3.103391749689745,-3.687710638621836,-3.6112329954128,-3.059807613321408,logistic,48
-3.3343871131706777,-3.603161424866022,-3.3138272841263205,-3.478542039010904,-3.3713303865755746,-3.4048221074874463,-3.246894381303277,-3.2493883340476617,-3.1949458830302917,beta,52
-3.0687765342256323,-3.738022143283729,-3.053507267185206,-3.4297600364492964,-3.0881801724538542,-3.0972530151044952,-3.678716803322736,-3.5633484842185035,-3.0680762070392062,logistic,76
-3.1578397248985013,-3.476547133619388,-3.151242689167212,-3.313147636575076,-3.1723511126837685,-3.13399574079127,-3.5058627078793227,-3.5336906582933683,-3.116789356274707,gamma,61
-3.203886416828489,-3.6365382048712735,-3.197702036530868,-3.4276080142129386,-3.176681883952533,-3.155239727070766,-3.4382620156076382,-3.41394143340072,-3.1243290428888577,normal,45
-3.342621421411829,-3.6032936161576674,-3.3229888472844857,-3.4838719700388947,-3.306512186707651,-3.282427712663467,-3.2536737387227808,-3.268524270757724,-3.191519501431938,uniform,84
-3.181948047659394,-3.65904961897504,-3.160891227448068,-3.4536966949061214,-3.1956079583526797,-3.215522402013145,-3.489284410396316,-3.5103593180756056,-3.12530529132853,exponential,69
-3.2677192990907837,-3.489843337205821,-3.2688249838814945,-3.384001711001533,-3.297663175144344,-3.349496719287248,-3.288922985081482,-3.2902553801703487,-3.173362685972074,uniform,26
-3.3383863303126184,-3.611275786757505,-3.328003861228676,-3.4960114353200047,-3.370579858934822,-3.349239858775031,-3.262704232461936,-3.278157910515847,-3.18910097853966,uniform,76
-3.3759210576488607,-3.67352483896122,-3.352313567045087,-3.530765220191872,-3.3737321725540794,-3.46921858488361,-3.2555638769643145,-3.2751401389614583,-3.19695418287287,uniform,21
-3.168974859870343,-3.5264387766170224,-3.161895096247562,-3.344005216660729,-3.200217147989141,-3.27856418367137,-3.4888969418600224,-3.536643788392764,-3.123285121744354,exponential,70
-3.2936066337565006,-3.550068021813282,-3.2790600963294003,-3.4518772703818223,-3.334403591216383,-3.366666170868631,-3.252566942021309,-3.2659295433512376,-3.1884029769430184,beta,23
-3.14466878494803,-3.5247922143012325,-3.1328713588683668,-3.3383005486395194,-3.2858858931364074,-3.1213266292187622,-3.5227832075812198,-3.529145659286574,-3.116862836335837,exponential,26
-3.117613250482992,-3.498191804870378,-3.111492183726607,-3.320706966064009,-3.2219097329022737,-3.195847326467625,-3.511097710960068,-3.524730764293144,-3.1109393841477715,exponential,49
-3.229728040524705,-3.700202779790013,-3.2189266698362777,-3.4748250469184274,-3.205162392936441,-3.2521705910936145,-3.448493645649207,-3.4264921228346177,-3.130705707987746,normal,4
-3.333244441840505,-3.6020927747355924,-3.317924624510344,-3.476022419009047,-3.2878338106223106,-3.419124765841479,-3.2633079941203302,-3.279996986440441,-3.1865598274390114,uniform,31
-3.3402128300656275,-3.59497211470664,-3.3207085038379334,-3.4806479649948883,-3.442433537376772,-3.4135813594206543,-3.241133154419809,-3.252353329045774,-3.196001321065085,beta,80
-3.125603853726677,-3.498429609936394,-3.11764894397588,-3.3088843819958305,-3.203668710755621,-3.1478879476730297,-3.537748094592837,-3.560491531565193,-3.110666646745694,exponential,36
-3.324152410571931,-3.5435160566788744,-3.3172389690713526,-3.449370983799276,-3.3153369211814065,-3.31495227532591,-3.229706724787368,-3.254127106960428,-3.1927043746567785,beta,96
-3.1615262277220406,-3.515503570453771,-3.15316515841474,-3.3404951465309964,-3.1638474580392466,-3.265304891787208,-3.4729840241971104,-3.5092752444564885,-3.1242143229573567,gamma,13
-3.2692450656929597,-3.7544558168449904,-3.244867804106169,-3.520507587367689,-3.195981743666585,-3.1913340699563166,-3.421918798865158,-3.4089552119061763,-3.140404760496555,normal,50
-3.036132699596899,-3.596632129143357,-3.0324553867502355,-3.329745339997598,-3.0740134205156706,-3.077077880611231,-3.668176870988089,-3.598158118110021,-3.0678934067200965,logistic,96
-3.281440635066184,-3.7749774832762,-3.2632791121574374,-3.537075389837267,-3.234983893038688,-3.2255742787281267,-3.414036875875484,-3.3879550898364728,-3.1413269894900533,normal,12
-3.322318583383906,-3.5680315264740488,-3.30659001740645,-3.449406520814256,-3.3231938614790284,-3.4785288126577147,-3.262478058848208,-3.276915680471276,-3.187739652314174,uniform,25
-3.140019528057551,-3.522505088102949,-3.128436294959064,-3.33132176821096,-3.1974306942360333,-3.15940245974371,-3.4739254702796485,-3.5035285869859782,-3.117450195482281,gamma,65
-3.174335816126282,-3.54461428797252,-3.15757904025866,-3.3735617970608387,-3.1980362355878684,-3.1987351425346606,-3.4907659706186003,-3.5421530551455533,-3.1240610832309166,exponential,33
-3.1354777306925503,-3.517747150966227,-3.122081526758538,-3.3415265495763817,-3.163140228265488,-3.303499737433661,-3.508616225884133,-3.532290115931108,-3.111630440356439,gamma,9
-2.981877237833906,-3.5049311528156597,-2.9813988607221025,-3.2659177400048054,-3.026905636109018,-3.074800878151196,-3.6805045556749074,-3.6067988678327634,-3.054463472331574,logistic,78
-3.136304187646902,-3.5048010993123966,-3.125169706090428,-3.3241796843753364,-3.201862758075084,-3.269883963461191,-3.500008092156392,-3.5071217171515854,-3.1159607273541545,gamma,60
