BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,distribution,rep
-0.973527576500538,-0.8876967621982484,-1.0101760460739078,-0.8766482576998115,-1.1555852995071083,-1.042372127858731,-1.8185339182614089,-1.7492195950411706,-1.2487418004869604,logistic,39
-1.4272990925443654,-1.4975164755715396,-1.4246386957094803,-1.463517991227837,-1.394964405572671,-1.408321437639604,-1.4203291222340593,-1.4274304182357491,-1.3835993574970826,uniform,15
-1.007300551559859,-0.9595929462015356,-1.03886427787323,-0.939067841865698,-1.1705744627769843,-1.0764671548545968,-1.8063945125292629,-1.721013987825325,-1.2591377547776372,logistic,7
-1.013601605975973,-0.9570075097035656,-1.0460521264536569,-0.9384898775706592,-1.1747234350219715,-1.1062212337298287,-1.7724493310864136,-1.698455696273113,-1.2594605739546163,logistic,86
-1.2446931822820857,-1.2422648676652015,-1.2692875982514455,-1.2161239844733616,-1.279093100343147,-1.2238907012716125,-1.5631589901331968,-1.5619752655006676,-1.320781048893425,normal,20
-1.1759035542275729,-1.2346936792966718,-1.1884244152024948,-1.194243500517948,-1.2547056172773454,-1.234123806134874,-1.6596737252990927,-1.6694562653844784,-1.3132388223912863,exponential,34
-1.214420972817492,-1.2336068630259005,-1.225126840681834,-1.2012933051135224,-1.2750073644903126,-1.2358231976940592,-1.6453786637802132,-1.6549234701600566,-1.3193024246175198,exponential,50
-1.433325805830632,-1.5222488410946178,-1.4294500537436257,-1.4849072528570153,-1.4450986653759248,-1.4454522925416144,-1.4170767550257408,-1.4159233833222633,-1.3887894417359343,beta,37
-1.1936977856856144,-1.2269990848739878,-1.2069308239702927,-1.1898438872285764,-1.264370448466028,-1.224925428426443,-1.668965650584769,-1.6603771860313357,-1.312907238740482,exponential,31
-1.4210319899188482,-1.4937340931079346,-1.4177358242585232,-1.462750706884709,-1.440546309339741,-1.4122696714909484,-1.423003004645042,-1.4276620621213625,-1.3837745075514094,uniform,79
-1.195313796543786,-1.2323629567597727,-1.2083885830471324,-1.1949614566858715,-1.260087201285896,-1.2296198463021044,-1.6487182570077732,-1.6470929011979747,-1.3139600803613078,exponential,72
-0.988128847818381,-0.9013714854926552,-1.0243217668796152,-0.8906100451842773,-1.1538099964627235,-1.035317144294825,-1.8202092407537136,-1.7514611085035634,-1.2508438069148706,logistic,48
-1.4366940300825315,-1.525972773583486,-1.430932321005138,-1.4852318688112014,-1.4352061608958606,-1.4456829346077793,-1.4159913666948984,-1.4190142103101249,-1.3899660377696272,beta,52
-1.0176771691456323,-0.9640872017965336,-1.052241959295643,-0.9488731939071972,-1.1523360466766404,-1.0839654848860292,-1.7956220153633236,-1.700456022944981,-1.255571277587991,logistic,76
