BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,distribution,rep
1.196717125300808,0.855732237656794,1.2786660595595036,0.8586322284952519,1.6110190178055517,1.344281732507021,2.1368430021004428,2.0854321825980904,1.698261261627481,logistic,39
0.4388107360732706,0.7019909953982904,0.4293952233898174,0.5785532335421896,0.689978777285399,0.6975457396587631,0.4608073876106511,0.4629079844069526,0.5492596995598301,uniform,15
1.1895162522850409,0.834851378800643,1.2754880992164257,0.8414298857479717,1.5619136694649811,1.3717534768391677,2.141088270778438,2.0851288617103374,1.6975197449490966,logistic,7
1.1911748622596454,0.8470245392024237,1.2739646741489408,0.8494580153037377,1.5880146882116044,1.427738112769526,2.137390454660606,2.073868682346814,1.6973892271059252,logistic,86
0.7087488630588039,0.6904642592322835,0.7731460002862688,0.5844882946524257,0.9847980419564069,0.8461691063297809,1.2502189756674993,1.2428021614472695,1.0216365877458629,normal,20
0.5657424166736471,0.7377424458482924,0.6050604536672429,0.5843509642014368,0.9584607588477924,0.8968381457663537,1.289655677250204,1.3010762611831466,0.9777287111390104,exponential,34
0.577926088131401,0.7213503522508186,0.6117099410566023,0.5791594105325574,0.9485765233170796,0.9019876571528216,1.2965785845033069,1.3105791698186613,0.9779144655170966,exponential,50
0.3954500642425128,0.6830332671058242,0.3795179706341783,0.5617967714532337,0.6902332294058433,0.694273365997069,0.3439267106932275,0.3638495045718768,0.5086590305913162,beta,37
0.5675973829808221,0.7225153135725402,0.6051107427022843,0.5753563261194594,0.960590563823548,0.88246054420676,1.3062673616556562,1.3075275003281188,0.97565794254387,exponential,31
0.4302090508277819,0.6809689926065736,0.4274573717911989,0.5699500827895503,0.7296039373723382,0.6955845181679121,0.4476622815031603,0.4627508878157369,0.5503457235423667,uniform,79
0.5701472889090725,0.7344765289553312,0.6090377760213461,0.5826375410521961,0.9531258916379872,0.8948496287641503,1.2967861568676422,1.2948229973915533,0.9786214904377076,exponential,72
1.1919580919440789,0.8444880161420951,1.273069421430412,0.8540999420891351,1.569527331731053,1.369638061578835,2.1365478383885765,2.0871709292652656,1.6976531323194577,logistic,48
0.3914223744542499,0.6874085318066132,0.3738466165396975,0.5597008517867321,0.6858710999177726,0.6948272053105538,0.345164691866079,0.3509815794408107,0.5086052303164252,beta,52
1.1797708672495366,0.8433527513881315,1.264386242927367,0.8483050346534095,1.557141489769832,1.3975602422211664,2.142607331711352,2.0843481434667885,1.6963947422165369,logistic,76
0.6166082938868022,0.755544817723901,0.6539106083697127,0.6144373402407669,1.023651858109183,0.969493851035628,1.3915397910571656,1.387120130438919,1.0635719600328786,gamma,61
0.7111891889792047,0.7058403880513482,0.7722381997530109,0.6041163675580459,0.9656397288242534,0.878723891071347,1.2496911506717152,1.227815788494496,1.0208907153993052,normal,45
0.4432307078110558,0.7112263227578828,0.4333287015444577,0.5849813792822282,0.68716057523515,0.6831336742057375,0.4531453660517285,0.4671665010100779,0.5518296274209875,uniform,84
0.5807101247150771,0.7585057445698945,0.6173014893339026,0.60485296248936,0.9559212760306728,0.9010963555003664,1.3030646127507624,1.3063295360575766,0.97841217691943,exponential,69
0.419796430626966,0.6974574065739738,0.4162622689521238,0.5671166886056769,0.6815024301582364,0.7210522851575152,0.4504062849562585,0.4589922876030069,0.5496655059360196,uniform,26
0.4354451042655429,0.7026190751547404,0.4333343820256514,0.5807183442284032,0.6953662283823847,0.6871612841986864,0.4519053802410666,0.4569449278656513,0.5507272815418455,uniform,76
0.4495211295479995,0.7197280609831468,0.4394568650235219,0.5854469978283945,0.6995012220041109,0.7732648464310525,0.460355024077912,0.4726566536470114,0.5522705568321008,uniform,21
0.5768301212707749,0.7379128098572625,0.6156896494465498,0.5824817154948037,0.9697758068909366,0.8999053539303266,1.2965695329382343,1.3047720425406009,0.9780723492687632,exponential,70
0.3724208779701658,0.6716260602194778,0.3580695903910665,0.5516645308581406,0.6905143674961598,0.7087068362736277,0.3321049170098439,0.3447201289993347,0.5077410910425361,beta,23
0.5832874915530383,0.7538492911205369,0.6173232550255895,0.596487144818456,0.965141139629574,0.9110347123348226,1.291310650489501,1.294581209594173,0.979254010278715,exponential,26
0.5688820271760962,0.7414992678891913,0.6088335022525265,0.5836372136306378,0.9518332528106632,0.909771348655812,1.296149817655302,1.3008513669684831,0.978134284424356,exponential,49
0.7060391273179335,0.6921203220272375,0.768142903092701,0.5900635344831116,0.9501018539144664,0.835864442656266,1.2476269726911595,1.2338714235902966,1.0196456217946124,normal,4
0.438222329151085,0.68896632996122,0.4312195294265168,0.5647416903138639,0.6933117575615646,0.7191402673842164,0.4477115091798556,0.4600627597174322,0.5509160036445416,uniform,31
0.3930323464843176,0.6799791309089928,0.3746420639637103,0.5577909692382715,0.7285435163723476,0.7125108495319762,0.3490400898197419,0.3614554836550519,0.5099799335910997,beta,80
0.569218446421964,0.7438236330135352,0.6080425693929568,0.5788195754309804,0.9536456458841264,0.9032019453814004,1.2974005114833531,1.3021604675660032,0.977141153341636,exponential,36
0.3879299628700488,0.679178986916495,0.3756485089677656,0.5584480425029352,0.6712760718755708,0.7257624676345844,0.3505062092648117,0.3656752345321981,0.5078377808904266,beta,96
0.6271401341822647,0.7671510807028835,0.663613337051188,0.6244876731483305,1.017545325053055,0.988304696049661,1.3874057878922377,1.3955838528881002,1.0661835280258178,gamma,13
0.709768531039589,0.7114423781303729,0.7679619237119812,0.6029438361439778,0.986926483253198,0.8771645744533493,1.2563061754923364,1.2466624880868873,1.0206561744933538,normal,50
