Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Rome,1960,200m,Breaststroke,0,Women,NED,Adelaide Henriette (Ada) Den Haan,00:02:54.400000,4
Rome,1960,200m,Breaststroke,0,Women,NED,Margretta (Gretta) Kok,00:02:54.600000,4
Rome,1960,200m,Breaststroke,0,Women,USA,Anna Kindel Warner,00:02:55.400000,4
Rome,1960,200m,Breaststroke,0,Women,USA,Patricia Kempner,00:02:55.500000,4
Rome,1960,200m,Breaststroke,0,Women,DEN,Dorrit Gosmer Kristensen,00:02:55.700000,4
Rome,1960,200m,Butterfly,0,Men,USA,Michael Francis Troy,00:02:12.800000,1
Rome,1960,200m,Butterfly,0,Men,AUS,Neville Hayes,00:02:14.600000,2
Rome,1960,200m,Butterfly,0,Men,USA,John David Gillanders,00:02:15.300000,3
Rome,1960,200m,Butterfly,0,Men,ITA,Federico Dennerlein,00:02:16.000000,4
Rome,1960,200m,Butterfly,0,Men,JPN,Haruo Yoshimuta,00:02:18.300000,4
Rome,1960,200m,Butterfly,0,Men,AUS,Kevin John Berry,00:02:18.500000,4
Rome,1960,200m,Butterfly,0,Men,URS,Valentin Kuzmin,00:02:18.900000,4
Rome,1960,200m,Butterfly,0,Men,JPN,Kenzo Izutsu,00:02:19.400000,4
Rome,1960,400m,Freestyle,0,Men,AUS,Murray Rose,00:04:18.300000,1
Rome,1960,400m,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,00:04:21.400000,2
Rome,1960,400m,Freestyle,0,Men,AUS,John (Jon) Konrads,00:04:21.800000,3
Rome,1960,400m,Freestyle,0,Men,GBR,Ian Macintosh Black,00:04:21.800000,3
Rome,1960,400m,Freestyle,0,Men,USA,Alan Brounell Somers,00:04:22.000000,4
Rome,1960,400m,Freestyle,0,Men,RSA,Murray Mclachlan,00:04:26.300000,4
Rome,1960,400m,Freestyle,0,Men,USA,Eugene Carl Lenz,00:04:26.800000,4
Rome,1960,400m,Freestyle,0,Men,JPN,Makoto Fukui,00:04:29.600000,4
Rome,1960,400m,Freestyle,0,Women,USA,Chris Von Saltza,00:04:50.600000,1
Rome,1960,400m,Freestyle,0,Women,SWE,Jane Cederqvist,00:04:53.900000,2
Rome,1960,400m,Freestyle,0,Women,NED,Catharina (Tineke) Lagerberg,00:04:56.900000,3
Rome,1960,400m,Freestyle,0,Women,AUS,Ilsa Konrads,00:04:57.900000,4
Rome,1960,400m,Freestyle,0,Women,AUS,Dawn Fraser,00:04:58.500000,4
Rome,1960,400m,Freestyle,0,Women,GBR,Nancy Rae,00:04:59.700000,4
Rome,1960,400m,Freestyle,0,Women,NED,Cornelia Hendrika Schimmel,00:05:02.300000,4
Rome,1960,400m,Freestyle,0,Women,SWE,Birgitta Segerstrom,00:05:02.400000,4
Rome,1960,4x100,Freestyle,1,Women,USA,"Shirley Anne Stobs, Chris Von Saltza, Susan Elizabeth Doerr, Joan Arlene Spillane, Carolyn Virginia Wood, Mary (Molly) Rae Botkin, Donna Elizabeth De Varona, Sylvia Eliina Ruuska",00:04:08.900000,1
Rome,1960,4x100,Freestyle,1,Women,AUS,"Alva Colquhoun, Dawn Fraser, Sandra Anne Morgan, Ruth Rhonda Everuss, Lorraine Joyce Crapp, Ilsa Konrads",00:04:11.300000,2
Rome,1960,4x100,Freestyle,1,Women,GER,"Gisela Weiss, Christel Steffin, Heidi Pechstein, Ursula Brunner",00:04:19.700000,3
Rome,1960,4x100,Freestyle,1,Women,HUN,"Maria Frank, Katalin Boros, Csilla Madarasz-Bajnogel-Dobai",00:04:21.200000,4
Rome,1960,4x100,Freestyle,1,Women,GBR,"Judith V. Samuel, Christine Robertson Harris, Natalie Alwyne Steward, Beryl O. Noakes",00:04:24.600000,4
Rome,1960,4x100,Freestyle,1,Women,SWE,"Inger Thorngren, Kristina Larsson, Birgitta Segerstrom, Karin Larsson",00:04:25.100000,4
Rome,1960,4x100,Freestyle,1,Women,ITA,"Anna Maria Cecchi, Rosanna Contardo, Paola Saini, Daniela Beneck, Maria Cristina Pacifici",00:04:26.800000,4
Rome,1960,4x100,Freestyle,1,Women,SUN,"Ulvi Voog, Galina Sosnova, Marina Shamal, Irina Lyakhovskaya",00:04:29.000000,4
Rome,1960,4x100,Medley,1,Men,USA,"Paul William Hait, Robert Earl Bennett, Frank Edward Jr. Mckinney, John David Gillanders, Stephen Edward Clark, Lance Melvin Larson, Felix Geoffrey Farrell",00:04:05.400000,1
Rome,1960,4x100,Medley,1,Men,AUS,"Kevin John Berry, Julian Carroll, Geoffrey Shipton, William Burton, Neville Hayes, David Egmont Theile, Terence Gathercole",00:04:12.000000,2
Rome,1960,4x100,Medley,1,Men,JPN,"Katsuki Ishihara, Kazuo Tomita, Yoshihiko Osaki, Kazuo Watanabe, Koichi Hirakida, Keigo Shimizu",00:04:12.200000,3
Rome,1960,4x100,Medley,1,Men,CAN,"Richard W. Pound, Robert Wheaton, Cameron Grout, Stephen Rabinovitch",00:04:16.800000,4
Rome,1960,4x100,Medley,1,Men,SUN,"Igor Luzhkovsky, Leonid Kolesnikov, Leonid Barbier",00:04:16.800000,4
Rome,1960,4x100,Medley,1,Men,ITA,"Roberto Lazzari, Federico Dennerlein, Bruno Bianchi, Giuseppe Avellano",00:04:17.200000,4
Rome,1960,4x100,Medley,1,Men,GBR,"Ian Macintosh Black, Christopher Charles Walkden, Stanley Richard Clarke, Graham Sykes",00:04:17.600000,4
Rome,1960,4x100,Medley,1,Men,NLD,"Ronald (Ron) Kroon, Johannes (Jan) Jiskoot, Wieger Emile Mensonides, Gerrit Jacobus Korteweg",00:04:18.200000,4
Rome,1960,4x100,Medley,1,Women,USA,"Joan Arlene Spillane, Carolyn Jane Schuler, Anna Kindel Warner, Chris Von Saltza, Lynn Edythe Burke, Patricia Kempner, Carolyn Virginia Wood",00:04:41.100000,1
Rome,1960,4x100,Medley,1,Women,AUS,"Ilsa Konrads, Dawn Fraser, Rosemary Lassig, Maryleen Joy Wilson, Janice Andrew",00:04:45.900000,2
Rome,1960,4x100,Medley,1,Women,GER,"Bärbel Fuhrmann, Ingrid Schmidt, Ursula Brunner, Ursula Küper",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,NLD,"Marianne Yvonne Heemskerk, Erica Georgine Terpstra, Maria (Ria) Martina Van Velsen, Adelaide Henriette (Ada) Den Haan, Catharina (Tineke) Lagerberg",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,GBR,"Jean Oldroyd, Sylvia Anne Lewis, Anita Lonsbrough, Natalie Alwyne Steward, Sheila Watt",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,HUN,"Magdolna David, Klara Killerman Bartos, Csilla Madarasz-Bajnogel-Dobai, Marta Egervary",00:04:53.700000,4
Rome,1960,4x100,Medley,1,Women,JPN,"Yoshiko Takamatsu, Yoshiko Sato, Satoko Tanaka, Shizue Miyabe",00:04:56.400000,4
Rome,1960,4x100,Medley,1,Women,SUN,"Marina Shamal, Lyudmila Korobova, Zinaida Belovetskaya, Valentina Poznyak, Larisa Viktorova",00:04:58.100000,4
Rome,1960,4x200,Freestyle,1,Men,USA,"Stephen Edward Clark, George Prifold Harrison, Felix Geoffrey Farrell, Richard Adolph Blick, Frank Thomas Winters, William Thomas Darnton, Michael Francis Troy",00:08:10.200000,1
Rome,1960,4x200,Freestyle,1,Men,JPN,,00:08:13.200000,2
Rome,1960,4x200,Freestyle,1,Men,AUS,"David Gavin Dickson, Allan Wood, Murray Rose, John (Jon) Konrads, John Rigby, John Devitt",00:08:13.800000,3
Rome,1960,4x200,Freestyle,1,Men,GBR,"Ian Macintosh Black, John Martin-Dye, Richard Campion, Hamilton Pirie Matt Milton",00:08:28.100000,4
Rome,1960,4x200,Freestyle,1,Men,FIN,"Ilkka Suvanto, Stig-Olof Grenner, Kari Haavisto, Karri Kalervo Kayhko",00:08:29.700000,4
Rome,1960,4x200,Freestyle,1,Men,SWE,"Lars-Erik Bengtsson, Sven-Goran Johansson, Bengt Nordwall, Bengt-Olov Almstedt, Per-Ola Lindberg",00:08:31.000000,4
Rome,1960,4x200,Freestyle,1,Men,GER,"Frank Wiegand, Hans-Joachim Klein, Hans Zierold, Gerhard Hetz",00:08:31.800000,4
Rome,1960,4x200,Freestyle,1,Men,SUN,"Boris Nikitin, Vitali Sorokin, Sergei Tovstoplet, Igor Luzhkovsky",00:08:32.200000,4
