Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Athens,2004,100m,Backstroke,0,Men,USA,Aaron Peirsol,54.060,1
Athens,2004,100m,Backstroke,0,Men,AUT,Markus Rogan,54.350,2
Athens,2004,100m,Backstroke,0,Men,JPN,Tomomi Morita,54.360,3
Athens,2004,100m,Backstroke,0,Men,USA,Lenny Krayzelburg,54.380,4
Athens,2004,100m,Backstroke,0,Men,AUS,Matthew Welsh,54.520,4
Athens,2004,100m,Backstroke,0,Men,HUN,Laszlo Cseh,54.610,4
Athens,2004,100m,Backstroke,0,Men,GER,Steffen Driesen,54.630,4
Athens,2004,100m,Backstroke,0,Men,GER,Marco Di Carli,55.270,4
Athens,2004,100m,Backstroke,0,Women,USA,Natalie Coughlin,00:01:00.370000,1
Athens,2004,100m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,00:01:00.500000,2
Athens,2004,100m,Backstroke,0,Women,FRA,Laure Manaudou,00:01:00.880000,3
Athens,2004,100m,Backstroke,0,Women,JPN,Reiko Nakamura,00:01:01.050000,4
Athens,2004,100m,Backstroke,0,Women,ESP,Nina Alexandrovna Zhivanevskaya,00:01:01.120000,4
Athens,2004,100m,Backstroke,0,Women,GER,Antje Buschschulte,00:01:01.390000,4
Athens,2004,100m,Backstroke,0,Women,DEN,Louise Ornstedt,00:01:01.510000,4
Athens,2004,100m,Backstroke,0,Women,USA,Haley Cope,00:01:01.760000,4
Athens,2004,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,00:01:00.080000,1
Athens,2004,100m,Breaststroke,0,Men,USA,Brendan Hansen,00:01:00.250000,2
Athens,2004,100m,Breaststroke,0,Men,FRA,Hugues Duboscq,00:01:00.880000,3
Athens,2004,100m,Breaststroke,0,Men,USA,Mark Gangloff,00:01:01.170000,4
Athens,2004,100m,Breaststroke,0,Men,KAZ,Vladislav Polyakov,00:01:01.340000,4
Athens,2004,100m,Breaststroke,0,Men,GBR,James Gibson,00:01:01.360000,4
Athens,2004,100m,Breaststroke,0,Men,GBR,Darren Mew,00:01:01.660000,4
Athens,2004,100m,Breaststroke,0,Men,UKR,Oleh Lisohor,00:01:02.420000,4
Athens,2004,100m,Breaststroke,0,Women,CHN,Xuejuan Luo,00:01:06.640000,2
Athens,2004,100m,Breaststroke,0,Women,AUS,Brooke Hanson,00:01:07.150000,3
Athens,2004,100m,Breaststroke,0,Women,AUS,Leisel Jones,00:01:07.160000,4
Athens,2004,100m,Breaststroke,0,Women,USA,Amanda Beard,00:01:07.440000,4
Athens,2004,100m,Breaststroke,0,Women,GER,Sarah Poewe,00:01:07.530000,4
Athens,2004,100m,Breaststroke,0,Women,USA,Tara Kirk,00:01:07.590000,4
Athens,2004,100m,Breaststroke,0,Women,UKR,Svitlana Bondarenko,00:01:08.190000,4
Athens,2004,100m,Breaststroke,0,Women,CHN,Hui Qi,,5
Athens,2004,100m,Butterfly,0,Men,USA,Michael Phelps,51.250,1
Athens,2004,100m,Butterfly,0,Men,USA,Ian Crocker,51.290,2
Athens,2004,100m,Butterfly,0,Men,UKR,Andriy Serdinov,51.360,3
Athens,2004,100m,Butterfly,0,Men,GER,Thomas Rupprath,52.270,4
Athens,2004,100m,Butterfly,0,Men,RUS,Igor Marchenko,52.320,4
Athens,2004,100m,Butterfly,0,Men,BRA,Gabriel Mangabeira,52.340,4
Athens,2004,100m,Butterfly,0,Men,CRO,Duje Draganja,52.460,4
Athens,2004,100m,Butterfly,0,Men,AUS,Geoffrey Huegill,52.560,4
Athens,2004,100m,Butterfly,0,Women,AUS,Petria Thomas,57.720,1
Athens,2004,100m,Butterfly,0,Women,POL,Otylia Jedrzejczak,57.840,2
Athens,2004,100m,Butterfly,0,Women,NED,Inge De Bruijn,57.990,3
Athens,2004,100m,Butterfly,0,Women,AUS,Jessicah Schipper,58.220,4
Athens,2004,100m,Butterfly,0,Women,USA,Jenny Thompson,58.720,4
Athens,2004,100m,Butterfly,0,Women,SVK,Martina Moravcova,58.960,4
Athens,2004,100m,Butterfly,0,Women,BLR,Alena Popchanka,59.060,4
Athens,2004,100m,Butterfly,0,Women,JPN,Junko Onishi,59.830,4
Athens,2004,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,48.170,1
Athens,2004,100m,Freestyle,0,Men,RSA,Roland Schoeman,48.230,2
Athens,2004,100m,Freestyle,0,Men,AUS,Ian Thorpe,48.560,3
Athens,2004,100m,Freestyle,0,Men,RSA,Ryk Neethling,48.630,4
Athens,2004,100m,Freestyle,0,Men,ITA,Filippo Magnini,48.990,4
Athens,2004,100m,Freestyle,0,Men,CRO,Duje Draganja,49.230,4
Athens,2004,100m,Freestyle,0,Men,ALG,Salim Iles,49.300,4
Athens,2004,100m,Freestyle,0,Men,RUS,Andrey Kapralov,49.300,4
Athens,2004,100m,Freestyle,0,Women,AUS,Jodie Henry,53.840,1
Athens,2004,100m,Freestyle,0,Women,NED,Inge De Bruijn,54.160,2
Athens,2004,100m,Freestyle,0,Women,USA,Natalie Coughlin,54.400,3
Athens,2004,100m,Freestyle,0,Women,FRA,Malia Metella,54.500,4
Athens,2004,100m,Freestyle,0,Women,USA,Kara Lynn Joyce,54.540,4
Athens,2004,100m,Freestyle,0,Women,GRE,Nery Mantey Niangkouara,54.810,4
Athens,2004,100m,Freestyle,0,Women,SVK,Martina Moravcova,55.120,4
Athens,2004,100m,Freestyle,0,Women,BLR,Alena Popchanka,55.240,4
Athens,2004,1500m,Freestyle,0,Men,AUS,Grant Hackett,00:14:43.400000,1
Athens,2004,1500m,Freestyle,0,Men,USA,Larsen Jensen,00:14:45.290000,2
Athens,2004,1500m,Freestyle,0,Men,GBR,David Davies,00:14:45.950000,3
Athens,2004,1500m,Freestyle,0,Men,RUS,Yuri Prilukov,00:14:52.480000,4
Athens,2004,1500m,Freestyle,0,Men,GRE,Spyridon Gianniotis,00:15:03.690000,4
Athens,2004,1500m,Freestyle,0,Men,GBR,Graeme Smith,00:15:09.710000,4
Athens,2004,1500m,Freestyle,0,Men,ROU,Dragos Cristian Coman,00:15:10.210000,4
Athens,2004,1500m,Freestyle,0,Men,AUS,Craig Stevens,00:15:13.660000,4
Athens,2004,200m,Backstroke,0,Men,USA,Aaron Peirsol,00:01:54.950000,1
Athens,2004,200m,Backstroke,0,Men,AUT,Markus Rogan,00:01:57.350000,2
Athens,2004,200m,Backstroke,0,Men,ROU,Razvan Ionut Florea,00:01:57.560000,3
Athens,2004,200m,Backstroke,0,Men,GBR,James Goddard,00:01:57.760000,4
Athens,2004,200m,Backstroke,0,Men,JPN,Tomomi Morita,00:01:58.400000,4
Athens,2004,200m,Backstroke,0,Men,FRA,Simon Dufour,00:01:58.490000,4
Athens,2004,200m,Backstroke,0,Men,GBR,Gregor Tait,00:01:59.280000,4
Athens,2004,200m,Backstroke,0,Men,SLO,Blaz Medvesek,00:02:00.060000,4
Athens,2004,200m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,00:02:09.190000,1
Athens,2004,200m,Backstroke,0,Women,RUS,Stanislava Komarova,00:02:09.720000,2
Athens,2004,200m,Backstroke,0,Women,JPN,Reiko Nakamura,00:02:09.880000,3
Athens,2004,200m,Backstroke,0,Women,GER,Antje Buschschulte,00:02:09.880000,3
Athens,2004,200m,Backstroke,0,Women,USA,Margaret Hoelzer,00:02:10.700000,4
Athens,2004,200m,Backstroke,0,Women,DEN,Louise Ornstedt,00:02:11.150000,4
Athens,2004,200m,Backstroke,0,Women,GBR,Katy Sexton,00:02:12.110000,4
Athens,2004,200m,Backstroke,0,Women,JPN,Aya Terakawa,00:02:12.900000,4
Athens,2004,200m,Breaststroke,0,Men,JPN,Kosuke Kitajima,00:02:09.440000,2
Athens,2004,200m,Breaststroke,0,Men,HUN,Daniel Gyurta,00:02:10.800000,3
Athens,2004,200m,Breaststroke,0,Men,USA,Brendan Hansen,00:02:10.870000,4
Athens,2004,200m,Breaststroke,0,Men,ITA,Paolo Bossini,00:02:11.200000,4
Athens,2004,200m,Breaststroke,0,Men,KAZ,Vladislav Polyakov,00:02:11.760000,4
Athens,2004,200m,Breaststroke,0,Men,CAN,Mike Brown,00:02:11.940000,4
Athens,2004,200m,Breaststroke,0,Men,USA,Scott Usher,00:02:11.950000,4
Athens,2004,200m,Breaststroke,0,Men,AUS,Jim Piper,,5
Athens,2004,200m,Breaststroke,0,Women,USA,Amanda Beard,00:02:23.370000,1
