newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
0.8451647451647453,0.932943008943009,0.7854965454965456,0.9376423096423095,0.8437727437727438,0.9252615372615374,-0.7304302506215414,-0.6833643074144004,0.8422891620146529,553
0.8431179751179751,0.9426295266295266,0.7762131322131323,0.9448069048069048,0.8381637221637223,0.9282433242433245,-0.6931193931987514,-0.6925002765777775,0.8417462158638158,762
0.8480658200658202,0.941997953997954,0.7838399078399079,0.9446052926052928,0.8451694971694972,0.931796275796276,-0.7166745468245704,-0.6835218375724031,0.8479651428044325,106
0.8367836727836729,0.9348172548172548,0.7734002334002334,0.935998583998584,0.8334734334734336,0.919840003840004,-0.7041807801807802,-0.6594631074631075,0.8346965230115383,544
0.8507089667089667,0.9408826128826128,0.7812070332070332,0.9442511242511245,0.8491992571992573,0.9303268863268864,-0.709106113106113,-0.6730594570594571,0.8472363425012759,234
0.8437864237864239,0.9365522885522888,0.7786081546081547,0.9394091434091436,0.8462821142821143,0.9247586167586168,-0.7120403800403801,-0.6789481869481869,0.8431341524844015,465
0.8503077583077584,0.938829170829171,0.7817588537588538,0.9435715155715156,0.8454744774744776,0.9237207837207838,-0.7125663491171453,-0.6850381532586112,0.8479496109997594,746
0.8516750756750758,0.9363749403749404,0.7863769863769865,0.938977922977923,0.8476187836187835,0.9236624156624158,-0.7066401907601113,-0.6743796104027493,0.8489789040643735,806
0.8612307332307333,0.9422414702414704,0.7937704217704219,0.9451259731259732,0.8554264114264115,0.9276698916698916,-0.7373199893199893,-0.6736548736548736,0.8567347054470322,193
0.8483196083196084,0.9394257754257754,0.7815190455190455,0.9435181635181636,0.844851928851929,0.9280970680970684,-0.7088904368904368,-0.6635893955893957,0.8446313244945367,124
0.8257453657453658,0.9410595290595292,0.7497580017580019,0.9436634836634836,0.822918858918859,0.926937434937435,-0.7092184053460606,-0.6983843144794675,0.8226403068507584,264
0.845925497925498,0.9338433338433338,0.7815894855894857,0.9390206670206672,0.8437176517176518,0.9265538665538664,-0.7252195972195973,-0.7108626028626029,0.842806416294805,316
0.8491849051849052,0.9353318393318396,0.7824722784722784,0.9395890835890836,0.8447933087933088,0.9240447600447602,-0.6772500772500772,-0.6521403641403642,0.8484967581458643,239
0.8561597441597442,0.942094614094614,0.7973528213528213,0.944971496971497,0.8460890700890702,0.9270753870753872,-0.7210221490221491,-0.6930215370215371,0.850344638617742,241
0.8461772701772702,0.9335300255300256,0.7723701403701405,0.9371856851856852,0.8412664332664334,0.9245919845919846,-0.6878708999345128,-0.6390325069496046,0.8435476469086907,789
0.8571500331500332,0.9393678153678154,0.7866175386175387,0.9427720027720028,0.849815553815554,0.9311899391899392,-0.7066060990853723,-0.6741163542057506,0.8518291155784021,250
0.8440521880521881,0.9375804735804736,0.7738642858642859,0.9408815088815088,0.8423811263811265,0.9247723567723568,-0.7086792966792967,-0.6735254175254176,0.8401910320896308,343
0.8523743883743884,0.9412513492513492,0.7917015477015478,0.9463025383025384,0.8472120072120074,0.9309185349185348,-0.7344053784053785,-0.7144496704496704,0.8481733606290278,986
0.8535120015120016,0.9361679401679404,0.79200156000156,0.9406737886737888,0.8506316026316026,0.927897831897832,-0.7220616380616381,-0.6758559158559159,0.8483904577677007,159
0.8340729900729902,0.936928692928693,0.7726409206409207,0.9394916074916076,0.8311748791748792,0.920906444906445,-0.7018216942435546,-0.6716612357211705,0.8332819992185833,482
0.8411786651786651,0.9372514092514092,0.7786005106005106,0.939110463110463,0.8423579063579064,0.924879012879013,-0.7388843588843589,-0.6887188367188367,0.8400835511312365,841
0.8417919017919018,0.9380925740925742,0.774954342954343,0.9404918204918206,0.838797598797599,0.9286208926208926,-0.7129013770400813,-0.6952037832893947,0.8377993518024374,775
0.8413373053373054,0.9411637011637012,0.7713739473739474,0.9443996123996126,0.8453987933987934,0.932856740856741,-0.7349360991409074,-0.6899791820491196,0.8425323812290674,867
0.835903663903664,0.9334485934485934,0.768026856026856,0.9365318765318766,0.8351307071307071,0.922910446910447,-0.7042115482115483,-0.6817474777474778,0.837473247447951,671
0.8496079896079896,0.9387903867903868,0.7802937722937723,0.9415882495882496,0.8467864027864028,0.9255715935715936,-0.7225615705615706,-0.6815279015279017,0.8477917590511341,667
0.8594649794649796,0.9429720429720432,0.8006523566523568,0.9463106743106744,0.8567776607776607,0.9282902442902444,-0.7244149484149485,-0.7086717246717247,0.8572677475000088,111
0.8372638052638054,0.9344008904008904,0.7800977400977401,0.938952782952783,0.8337363297363297,0.9195478635478636,-0.7041345801345802,-0.7123745563745565,0.8319304818359775,342
0.8435661515661516,0.9345348225348228,0.7852702492702492,0.9385889665889666,0.8447949047949048,0.926916842916843,-0.7360730200730201,-0.6972825492825493,0.842718287700927,990
0.8498677178677179,0.939827127827128,0.7783178983178984,0.9427287187287188,0.8465317865317866,0.9277026877026878,-0.7061370701370702,-0.6910699990699991,0.850593052745206,140
0.845882945882946,0.9337405417405416,0.7856065136065137,0.9367057327057328,0.8403642003642003,0.9217393657393658,-0.7164542210516717,-0.707529668020024,0.843419932682503,760
0.8426737946737947,0.9344360864360864,0.7806798606798606,0.9377735777735778,0.8399978159978161,0.9235910875910875,-0.7110723030723031,-0.6721747321747322,0.840157632878468,640
0.8282088482088482,0.9372170292170292,0.7454487134487136,0.9393019833019832,0.8281993201993203,0.9243182763182765,-0.6576140616140617,-0.6311969231969232,0.830053123795995,6
0.8524212964212964,0.9384984744984745,0.7906224946224947,0.9406986646986648,0.8514546354546354,0.9285083685083686,-0.7193922015503782,-0.6967447828350173,0.8511259375578076,722
0.8562207162207163,0.938939090939091,0.7943256503256504,0.9412119052119052,0.8560522600522601,0.926997038997039,-0.7175804255804256,-0.6732824772824774,0.8557528561253502,910
0.8394948114948115,0.9383040983040984,0.7648897768897769,0.9414618174618176,0.8406357006357007,0.9271867111867114,-0.7208244608244608,-0.6917855837855839,0.8400207464992507,852
0.8397638877638878,0.9402484362484363,0.7704728784728785,0.942867534867535,0.8376926976926977,0.9297069177069176,-0.6988724089690262,-0.7011363072397162,0.8380002431629043,410
0.8430565710565712,0.9417799857799858,0.7748107268107268,0.943956883956884,0.837945237945238,0.927939351939352,-0.7166726366726367,-0.6963588843588845,0.8362802522744477,249
0.8476271236271237,0.9422128262128262,0.779877611877612,0.94376281976282,0.8425141465141467,0.925910137910138,-0.7132031692031693,-0.655999015999016,0.842171143000707,474
0.8645373485373486,0.9416394176394176,0.8031452991452993,0.9449479889479888,0.8566012966012967,0.9262527622527624,-0.7060160860160861,-0.6656815256815258,0.8616812669910044,618
0.8500526980526981,0.9406084966084964,0.7847148047148048,0.943919551919552,0.8500085620085621,0.9268253908253908,-0.7221680203345244,-0.6855800316367718,0.8462987526624656,84
0.8446457926457926,0.9382785982785984,0.7795357435357436,0.9406148566148568,0.8408168408168408,0.923891507891508,-0.7269747189747191,-0.6915965475965477,0.8415265466690419,359
0.8487419727419727,0.9363014523014525,0.7875521715521716,0.9395815475815475,0.8473604713604714,0.9250198930198932,-0.7135852397259954,-0.6837954258468122,0.8459183428150816,306
0.8526549366549367,0.9405401325401328,0.788870348870349,0.9430815070815072,0.8518610878610879,0.9314216354216354,-0.7312095232095233,-0.6709120789120788,0.8519449559115084,947
0.8404222804222805,0.941992001992002,0.774031782031782,0.9461413421413424,0.8389893109893111,0.9278175878175878,-0.6991556551556551,-0.6807278967278967,0.8402565901332659,65
0.8598318678318678,0.9384027984027984,0.8033993633993635,0.942877494877495,0.8611743091743091,0.9304135744135744,-0.720920616920617,-0.6780520620520621,0.8610177380835096,174
0.8432100632100633,0.9336005496005496,0.783029067029067,0.9372223572223572,0.8414945774945776,0.921947625947626,-0.7247951109694963,-0.6883900384552086,0.840190262830661,348
0.8545977865977867,0.9365949605949608,0.7946666066666067,0.940022512022512,0.8510516390516392,0.9246953526953527,-0.7298979218979219,-0.6932015252015252,0.8520121048320407,862
0.8465040665040666,0.9403176403176404,0.7751127911127912,0.9415817815817816,0.8432863952863953,0.9267515547515548,-0.6994624714624715,-0.6540737700737701,0.8433363275627339,781
0.8415733215733217,0.9352208632208634,0.7838846318846319,0.9397082797082796,0.841924717924718,0.9235925635925636,-0.7262779742779742,-0.6835004515004516,0.8414429397090826,318
0.8497858417858418,0.9387391707391708,0.7895209775209776,0.9409075369075368,0.8474506514506515,0.9237110997111,-0.7181940783486607,-0.697015293106339,0.8454358555016795,332
0.8542363102363104,0.9357908997909,0.7941568941568943,0.9382528942528944,0.8479667959667961,0.9223242463242464,-0.723940791940792,-0.6983818583818584,0.8504141672997108,340
0.8421658701658703,0.9413046173046172,0.7766985686985688,0.9450871170871172,0.838010914010914,0.9271620751620752,-0.7150708750708751,-0.6751873951873952,0.8397550583095409,14
