newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
1.438985100923417,1.1934690612298506,1.5005994065642732,1.209963985757739,1.6259722397118856,1.5156072143813557,2.1511188895009603,1.9738236014889032,1.7942893620102436,553
1.5394420333976802,1.2882176532173597,1.6028622527045913,1.3150178639028531,1.6868167371393143,1.519081761731313,2.178068691014134,2.008020094154991,1.8788369735832449,762
1.3663523797610035,1.139655394285504,1.4307553513442353,1.1498956148912605,1.6340723993742388,1.4701843745294172,2.111173302922745,1.9330544038962685,1.7264504023477427,106
1.399573415955107,1.14066854807822,1.4677288309700762,1.15605090536721,1.6274919186396717,1.4802332203343658,2.119248285192425,1.9570336698646156,1.7513841053311328,544
1.4449809739666124,1.200695899555263,1.5077850120063765,1.2168200195676309,1.6162543774354483,1.4883691718671976,2.1370007117726764,1.9688410689744005,1.7972206719341328,234
1.558953088408222,1.3222214641137695,1.6211203757417945,1.3409887335148745,1.658174093662773,1.5065700489144027,2.164520997847058,1.9985293075917416,1.8879899146263124,465
1.4189096721123222,1.1490350150717998,1.4895786761111094,1.1753234152533136,1.666729015547751,1.5431278319837072,2.175265070836574,2.001934639953668,1.7851102838243105,746
1.5195245798468102,1.2898214462207296,1.579877055622154,1.312947233924564,1.6850527622494915,1.5198439693676036,2.175489175113646,2.00079303216456,1.868320295650856,806
1.366334632770476,1.1170503426848022,1.4305560164479514,1.1326747323945647,1.6180884129880242,1.455387920117514,2.137713829062425,1.955931492316331,1.738853637667911,193
1.4105829717718177,1.17578789866178,1.4734528393971464,1.1877230524624371,1.598380836228839,1.479237817458034,2.107395175481295,1.9396715836282463,1.7608224940327353,124
1.3942368573059278,1.142366790474781,1.4599034614095316,1.159798639411097,1.659073978090725,1.4820044793598843,2.145946770511681,1.9733783537317675,1.7562516500375027,264
1.4746529500769805,1.2235194503138676,1.542572637702221,1.2468052806354946,1.690686178229495,1.5701306246433109,2.1893042361137045,2.020344997365024,1.8252320369075876,316
1.4503364459297603,1.2110008235493055,1.51492945408819,1.227426985606841,1.6112800936309524,1.488485564115623,2.1345816981282333,1.9606814809020696,1.799547559673276,239
1.4462084340502412,1.2171162274163876,1.5100508263375445,1.2326028032632643,1.6268974926661706,1.5187634620622212,2.131223766502234,1.9669432768922424,1.7935750533177786,241
1.4011831874318854,1.1425330020468454,1.4650363728174791,1.1668786001269094,1.6787669124778777,1.5209381861364415,2.1815382051849603,1.9979325073460328,1.7756127903922168,789
1.446912945852955,1.1836024438357426,1.5082737598719609,1.2012111358866644,1.6626083397039957,1.5074774058645468,2.1358140654839053,1.9677676543465064,1.7922215587323027,250
1.4881419920368315,1.2106269573152268,1.553627377722819,1.24287481533231,1.7094646300987957,1.567840173548809,2.212599831497637,2.040680326738141,1.8469206824666815,343
1.4690948519673537,1.2296033270609186,1.5332031898170868,1.2441293917912153,1.6651877201354466,1.4678352267570929,2.1248906204737623,1.955901675480325,1.8005510448670037,986
1.4262181355516603,1.1473840510633295,1.496473548329734,1.1730265340779995,1.663475489531871,1.5064419471349992,2.162145024634526,1.9962804039512008,1.7799113507971278,159
1.4518195715601994,1.1864342207385457,1.5196686013582292,1.2149765535367532,1.6641369727282345,1.564589028035528,2.164574605907955,2.002662249752963,1.8059026706680477,482
1.3920766061357106,1.1497167272678583,1.4588222116722984,1.170629300867807,1.652697367050875,1.5027191834019362,2.12218790376922,1.94942238319453,1.7443197034011293,841
1.5352049290740764,1.2738267313256104,1.5985741261776056,1.3009701265212268,1.6658220626088651,1.5278040419100776,2.1820506474041985,2.0087977599949283,1.8717036866767007,775
1.4044080963916632,1.153667570627111,1.472613862260275,1.1743434973750118,1.6343853956849337,1.4809611668179377,2.1208062749252488,1.9591749134936816,1.7514688986988545,867
1.4491229213772117,1.1778373732970038,1.5173721740819857,1.2050943897493758,1.6770821060058314,1.5133993109688877,2.1422319815235995,1.976629918821409,1.795218689384828,671
1.4496265589037574,1.203014101022802,1.510545495308093,1.2214254806780631,1.6386843416148122,1.5006053812003195,2.158159713677777,1.9845645651127972,1.8013317744397614,667
1.45423011228133,1.2326399115686473,1.5170770927283046,1.2430409943362122,1.5935830747525928,1.434125238918034,2.101968225828484,1.9356424121066276,1.7915636509265829,111
1.5166029065492317,1.245067870209179,1.583196671181611,1.2797079938526577,1.7039144048239483,1.550887297898443,2.220097438724523,2.0449508158631864,1.8762723514966424,342
1.502809893178657,1.2803017231622087,1.5620989342356748,1.2949347591931264,1.614692812844684,1.491824261358515,2.1249996682467165,1.958081438176943,1.8354330734339808,990
1.455063593236278,1.245964874926742,1.5175630966476803,1.2533344522712202,1.634121023047109,1.4867060374048076,2.1140698679433547,1.9419910809661465,1.790660832158582,140
1.5474175017126883,1.3087742483997826,1.610394553016712,1.3325220628686976,1.679784129282586,1.5218221454216478,2.196445267479029,2.015058684415069,1.8920588152062812,760
1.482392512751965,1.2350189989833658,1.546689185424649,1.2565937205777489,1.6543099329468054,1.5026271113046692,2.1537194277619034,1.9869868910269712,1.82479470677953,640
1.5317383871447046,1.3057214720424937,1.5963842309824945,1.323246702745503,1.6529882057315075,1.5303694293628234,2.148008050242704,1.9843384650949376,1.868717656104493,6
1.5020809291651247,1.241057087739815,1.565921649520429,1.2688113095020996,1.6838478001809414,1.4949097855168485,2.182376063267207,2.0092111400124417,1.8464669144088344,722
1.4606261608121929,1.2216059499007204,1.5221582090608132,1.2382276959939975,1.6484319687020652,1.5423566137692502,2.138398543175983,1.9680141141038143,1.7986514082011182,910
1.3964283508133517,1.1351424429799513,1.4640645661599443,1.1552233670798708,1.62950863646981,1.4906582020203376,2.122181204503598,1.9588668680703407,1.7453948867193658,852
1.5187455152419167,1.2827198356034242,1.5835783444600082,1.29899044838147,1.6454048687124,1.516382437801431,2.1439597089614058,1.976186972503196,1.8555569788559367,410
1.4298701052996772,1.1824063692452922,1.4931356592970413,1.1983949978383468,1.6280909732984763,1.53025177284377,2.1492787194187515,1.97526085057202,1.7824220434571567,249
1.5382883039652422,1.2801231538927624,1.5988851137184048,1.3049386176223228,1.6696322604367482,1.5050910804888489,2.145884200124335,1.982509467412373,1.8664174606022457,474
1.4956539619946654,1.2640356130932575,1.5617444911466971,1.278041839235208,1.6763021531872893,1.5216873960294235,2.1512126731618832,1.9822288785169808,1.8341678743616736,618
1.4086391966193537,1.1594651993528398,1.476457958220426,1.174465288839944,1.633791507695596,1.523613708519861,2.112650673906866,1.9548625789979133,1.753636271355152,84
1.4897140109761973,1.2073137909166007,1.5581032086702609,1.2395836965130556,1.7078461289820102,1.56760124779635,2.207001040784232,2.0417203807125617,1.8492795988109292,359
1.443724911609073,1.1761315367201102,1.5090759585186673,1.2001960728103915,1.7015499066889448,1.5550986528248023,2.183910757439903,2.0192732170490646,1.8030685421701445,306
1.471983126756902,1.2292689642554893,1.5370776903234151,1.2512655837638105,1.648997364422056,1.5029599799653004,2.1424121257862203,1.9801608024895203,1.8142191508251448,947
1.4476555742606427,1.1997328696840917,1.5107447282508348,1.2204085820348345,1.647362176929997,1.4972958289211646,2.1420138697571094,1.9711757297871997,1.7925575453076612,65
1.4970739416605012,1.2395070211120625,1.5604410106656084,1.2644639682491612,1.6654726108751985,1.5332168797971513,2.15629069586276,1.9913683809392888,1.840446158025248,174
1.5211382070066044,1.256750843392592,1.5874814372267785,1.290166355601531,1.702096075902166,1.5704995592397353,2.214009046475446,2.036920865910339,1.8748557543187048,348
1.4285597171769258,1.186031601778267,1.4930517877852645,1.2050642862033,1.6277962920398488,1.527800419267555,2.1357846544902235,1.9635105701628977,1.780421066549983,862
