ho_likelihood,hol_likelihood,std_likelihood
-0.612102697155987,-0.6813953117601793,-0.2879464734149613
-0.4529557550806274,-0.8713791492125009,-0.4108345627337701
-2.736623979827182,-4.553831713555938,-2.5200838093841136
-5.0858617972158555,-4.7446566792575515,-5.27309677129228
-4.507177929488717,-3.3499966122866907,-4.962123481426103
-5.563429913022428,-4.970832897175757,-5.666913113134194
-3.1780538303479453,-3.1780538303479458,-3.1780538303479458
0.0,0.0,0.0
0.0,0.0,0.0
-3.1780538303479453,-3.1780538303479458,-3.1780538303479458
-4.93733654978697,-4.9046443895994285,-5.097885809410556
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-1.936402236896996,-1.8492096228667458,-2.0119519490886044
-0.5283045092334492,-0.5271491456264962,-0.5281373152165045
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-4.787491742782046,-4.787491742782046,-4.787491742782046
0.37636064439568384,0.3966596759894911,0.6151723093774454
-3.845558617078569,-3.323640574409184,-3.9412618379480753
-4.787491742782046,-4.787491742782046,-4.787491742782046
0.0,0.0,0.0
-3.1780538303479453,-3.1780538303479458,-3.1780538303479458
-2.953252189341147,-1.9427023205394693,-3.2232396993706445
-2.835676588736495,-3.48355936669625,-2.7995498054616803
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-4.823978512274621,-4.815953657984298,-4.85528378414811
-0.38580855301542843,-1.01742000475522,-0.37709875459481956
-1.791759469228055,-1.791759469228055,-1.791759469228055
0.0,0.0,0.0
-1.2072580278429985,-1.234141704245476,-1.1107435639758394
-5.034079715703752,-4.737496356894064,-5.228427050372252
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-1.9443213222703808,-0.810536639990465,-2.179327251757185
-3.9798477191427963,-4.01865325782319,-3.8141670270920796
-1.791759469228055,-1.791759469228055,-1.791759469228055
-0.16484267132651126,-0.1659980099919278,-0.16500986534344084
-5.654117749181431,-4.855027119007603,-6.038221778100878
-6.044212672494912,-6.182523708120926,-6.809392656944325
-3.1780538303479453,-3.1780538303479458,-3.1780538303479458
-4.787491742782046,-4.787491742782046,-4.787491742782046
0.0,0.0,0.0
-1.791759469228055,-1.791759469228055,-1.791759469228055
0.0,0.0,0.0
-1.791759469228055,-1.791759469228055,-1.791759469228055
0.13028796195386333,0.10504470506959274,0.2175399989422093
0.0,0.0,0.0
0.0,0.0,0.0
-1.791759469228055,-1.791759469228055,-1.791759469228055
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-0.8920996785543228,-2.544064347528544,-0.6112564517052598
-0.7222516442724258,-0.7019526126786186,-0.48343997929066446
0.0,0.0,0.0
-3.916270767619525,-3.939382321355031,-3.853918154826157
-0.6931471805599453,-0.6931471805599453,-0.6931471805599453
-2.1895949234362555,-2.0813132215041708,-2.3171416866494394
-1.8461052847037351,-1.9823876718907354,-1.369571244340645
-4.549951283475236,-4.550345634670983,-4.550008315271137
-0.536540317898768,-0.8575215625134406,-0.52169743949935
1.181688674672099,-0.22894029669801463,1.337182756741294
-3.073130482752116,-3.6801832534034897,-3.0894928197169356
-1.9723296588857016,-2.0104091738179033,-2.097482307535702
-2.7447820386084993,-2.3413839394200986,-2.8829761481604543
