BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,rep
0.9225382905382906,0.9225382905382906,0.9225382905382906,0.9225382905382906,0.8985838065838067,0.8985838065838067,-0.8007763167054028,-0.8007763167054028,0.9001516357986392,553
0.9235293715293716,0.9235293715293716,0.9235293715293716,0.9235293715293716,0.9005633285633285,0.9005633285633285,-0.8065098820472217,-0.8065098820472217,0.9011724827214525,762
0.9135412455412458,0.9135412455412458,0.9135412455412458,0.9135412455412458,0.8870520590520592,0.8870520590520592,-0.8145435825065896,-0.8145435825065896,0.8855497373412039,106
0.9210372690372692,0.9210372690372692,0.9210372690372692,0.9210372690372692,0.902598533306329,0.902598533306329,-0.8104150454021092,-0.8104150454021092,0.8997943770313053,544
0.9186138666138668,0.9186138666138668,0.9186138666138668,0.9186138666138668,0.8909197109197111,0.8909197109197111,-0.8112818259035626,-0.8112818259035626,0.8888027321678403,234
0.9200999000999004,0.9200999000999004,0.9200999000999004,0.9200999000999004,0.889083301083301,0.889083301083301,-0.8194870547341331,-0.8194870547341331,0.8888734497163381,465
0.920905208905209,0.920905208905209,0.920905208905209,0.920905208905209,0.8982338262338263,0.8982338262338263,-0.8164890688525418,-0.8164890688525418,0.8955821591870958,746
0.9157225837225836,0.9157225837225836,0.9157225837225836,0.9157225837225836,0.8914662748150725,0.8914662748150725,-0.8046125253359803,-0.8046125253359803,0.8933129681553095,806
0.9129062049062052,0.9129062049062052,0.9129062049062052,0.9129062049062052,0.8888082128082128,0.8888082128082128,-0.7980914276231341,-0.7980914276231341,0.8894479127820124,193
0.9219937059937062,0.9219937059937062,0.9219937059937062,0.9219937059937062,0.8993176193176193,0.8993176193176193,-0.8088946685568416,-0.8088946685568416,0.8968899846460394,124
0.9020332220332222,0.9020332220332222,0.9020332220332222,0.9020332220332222,0.8845562965562966,0.8845562965562966,-0.7869065722064825,-0.7869065722064825,0.8827417544045614,264
0.9154291234291236,0.9154291234291236,0.9154291234291236,0.9154291234291236,0.8935592695592697,0.8935592695592697,-0.7984092471593273,-0.7984092471593273,0.8919305520760877,316
0.9198139758139758,0.9198139758139758,0.9198139758139758,0.9198139758139758,0.8934686934686935,0.8934686934686935,-0.8061411517030334,-0.8061411517030334,0.8957156351635887,239
0.9130523650523652,0.9130523650523652,0.9130523650523652,0.9130523650523652,0.8894104094104095,0.8894104094104095,-0.7974389982668797,-0.7974389982668797,0.8889867265749329,241
0.9206998766998769,0.9206998766998769,0.9206998766998769,0.9206998766998769,0.8927611694394532,0.8927611694394532,-0.7990057088635258,-0.7990057088635258,0.8937658475691851,789
0.9171849171849172,0.9171849171849172,0.9171849171849172,0.9171849171849172,0.8894944454944457,0.8894944454944457,-0.8282851243284143,-0.8282851243284143,0.8869048038776237,250
0.9122583842583843,0.9122583842583843,0.9122583842583843,0.9122583842583843,0.8860687300687302,0.8860687300687302,-0.8084695554341759,-0.8084695554341759,0.881794759183061,343
0.925902565902566,0.925902565902566,0.925902565902566,0.925902565902566,0.896781848781849,0.896781848781849,-0.8071516491414749,-0.8071516491414749,0.8995490938932419,986
0.9145914265914268,0.9145914265914268,0.9145914265914268,0.9145914265914268,0.8940502740502742,0.8940502740502742,-0.8103510600749604,-0.8103510600749604,0.8929643886780132,159
0.9171769851769852,0.9171769851769852,0.9171769851769852,0.9171769851769852,0.8896137016137018,0.8896137016137018,-0.8056100968377906,-0.8056100968377906,0.8927063765974667,482
0.9214819054819056,0.9214819054819056,0.9214819054819056,0.9214819054819056,0.8964555684555684,0.8964555684555684,-0.8136939078046717,-0.8136939078046717,0.8961874753819135,841
0.9209579489579488,0.9209579489579488,0.9209579489579488,0.9209579489579488,0.8974388614388615,0.8974388614388615,-0.8135976020822967,-0.8135976020822967,0.8964120560855235,775
0.9093800853800854,0.9093800853800854,0.9093800853800854,0.9093800853800854,0.8850630930630932,0.8850630930630932,-0.7848343132987975,-0.7848343132987975,0.8882781844016309,867
0.9184482184482186,0.9184482184482186,0.9184482184482186,0.9184482184482186,0.8979510819510821,0.8979510819510821,-0.8131917073538598,-0.8131917073538598,0.8968965380378549,671
0.9186414426414428,0.9186414426414428,0.9186414426414428,0.9186414426414428,0.889057909057909,0.889057909057909,-0.7925261624841485,-0.7925261624841485,0.88730622954319,667
0.9092536052536054,0.9092536052536054,0.9092536052536054,0.9092536052536054,0.884011652011652,0.884011652011652,-0.7957718710040567,-0.7957718710040567,0.8834245550985632,111
0.9168578928578928,0.9168578928578928,0.9168578928578928,0.9168578928578928,0.9000992760992761,0.9000992760992761,-0.7904829393316924,-0.7904829393316924,0.8967794854913519,342
0.9250787890787892,0.9250787890787892,0.9250787890787892,0.9250787890787892,0.8971232851232851,0.8971232851232851,-0.8210179054529371,-0.8210179054529371,0.8987582266647851,990
0.9249764889764888,0.9249764889764888,0.9249764889764888,0.9249764889764888,0.9012228612228612,0.9012228612228612,-0.8225486851233887,-0.8225486851233887,0.9019231963581594,140
0.9252361332361332,0.9252361332361332,0.9252361332361332,0.9252361332361332,0.8983671463671464,0.8983671463671464,-0.8176817182294771,-0.8176817182294771,0.9023476879041592,760
0.9113842313842316,0.9113842313842316,0.9113842313842316,0.9113842313842316,0.8832784272784273,0.8832784272784273,-0.8083321820283078,-0.8083321820283078,0.8812525564230885,640
0.9151527991527992,0.9151527991527992,0.9151527991527992,0.9151527991527992,0.8862483102483103,0.8862483102483103,-0.8091747114241398,-0.8091747114241398,0.8876697026775362,6
0.9182065142065144,0.9182065142065144,0.9182065142065144,0.9182065142065144,0.8909944829944831,0.8909944829944831,-0.8068301660814373,-0.8068301660814373,0.8936043773398933,722
0.9188133548133548,0.9188133548133548,0.9188133548133548,0.9188133548133548,0.8906652266652267,0.8906652266652267,-0.8392141610061551,-0.8392141610061551,0.8875465111757765,910
0.9200869280869282,0.9200869280869282,0.9200869280869282,0.9200869280869282,0.8931662931662934,0.8931662931662934,-0.8205804213360258,-0.8205804213360258,0.8958390169365578,852
0.9130473010473013,0.9130473010473013,0.9130473010473013,0.9130473010473013,0.8871026151026151,0.8871026151026151,-0.7989274476242284,-0.7989274476242284,0.8874059503603497,410
0.927905871905872,0.927905871905872,0.927905871905872,0.927905871905872,0.9007977335001268,0.9007977335001268,-0.8068080727764702,-0.8068080727764702,0.9053338757884692,249
0.9147227427227428,0.9147227427227428,0.9147227427227428,0.9147227427227428,0.8885958125958128,0.8885958125958128,-0.7998347922011012,-0.7998347922011012,0.8909647212854205,474
0.9173033213033214,0.9173033213033214,0.9173033213033214,0.9173033213033214,0.8943667023667025,0.8943667023667025,-0.809382497166584,-0.809382497166584,0.8973664238945811,618
0.9172403692403692,0.9172403692403692,0.9172403692403692,0.9172403692403692,0.8889801849801852,0.8889801849801852,-0.8305482458092229,-0.8305482458092229,0.8904210869338253,84
0.9127263007263008,0.9127263007263008,0.9127263007263008,0.9127263007263008,0.8886417366417366,0.8886417366417366,-0.8038537889266942,-0.8038537889266942,0.8913609275845081,359
0.9126665646665648,0.9126665646665648,0.9126665646665648,0.9126665646665648,0.8911263631263632,0.8911263631263632,-0.8060180440755564,-0.8060180440755564,0.8887347369574272,306
0.9234920874920876,0.9234920874920876,0.9234920874920876,0.9234920874920876,0.9015727455727456,0.9015727455727456,-0.8193627494036707,-0.8193627494036707,0.8951388211902732,947
