newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
4.63098417677448,4.706104683381619,4.6376028427888905,4.714850748810391,1.686063758133865,1.63234436009312,2.892849011261013,2.552474861166742,4.789215664590115,4,90
0.6896114078342426,1.382433490661884,0.6552983564712005,1.380829517460549,1.6084585492666807,1.5511084712055396,2.554796972356628,1.8869292644278548,1.595042776792445,10,51
4.946033466253421,5.019215195912568,4.950562411079325,5.026247800773663,1.7015171594784486,1.6702565278601391,2.955080605891687,2.610038047195248,5.091684466269568,4,28
10.621588975837268,10.621588975837268,10.621588975837268,10.621588975837268,1.7139585641676254,1.7139585641676254,3.956845498736231,3.956845498736231,10.642785238886397,2,98
0.5460550869009833,1.3578854613578246,0.4979253699663066,1.3511759342229477,1.6268422455498193,1.546311944100772,2.5819791774967777,1.8984956671084192,1.577044364920142,12,35
10.48392946078399,10.48392946078399,10.48392946078399,10.48392946078399,1.7520449584176758,1.7520449584176758,3.976926010724028,3.976926010724028,10.50855091388708,2,24
10.517703540228965,10.517703540228965,10.517703540228965,10.517703540228965,1.7285450224615913,1.7285450224615913,3.976980534684142,3.976980534684142,10.541502898294274,2,66
0.4425561780133046,1.3781424633091086,0.3894608069666289,1.344340430727298,1.532734025365706,1.5063300808962898,2.566520645455619,1.8606534634482277,1.538754329502663,16,66
0.4465271867679745,1.393930378071948,0.3911838787775746,1.3493449819744818,1.607905666322642,1.5047048554736742,2.577105845660263,1.8605087343670168,1.5416342233328642,16,67
1.185308010788285,1.638914536254368,1.174806396949925,1.6564502984083678,1.6364121812221917,1.588791056601661,2.5779190438990423,1.9563280488915549,1.8589024677735009,8,17
2.178804544022402,2.420355076060432,2.180207575484142,2.433286560273371,1.6338709086908716,1.5877997658832772,2.604699274515446,2.0566175138172693,2.571529021594155,6,63
0.4459020354841086,1.3728763766443983,0.3872123599283336,1.3364675232430685,1.5503804765971416,1.4853597744397682,2.5887022590677264,1.862358096223988,1.5398168754808386,16,57
0.8515292503552598,1.4698476041287,0.8223318239920895,1.4705096900042507,1.583951776388019,1.519485073635431,2.56180077157024,1.8890266544624836,1.6710374928195884,10,82
4.894983631999446,4.966920790214013,4.899573762456284,4.974457562292701,1.6727482375157712,1.6483955726640036,2.997823895896306,2.6537471042256,5.0452878979166815,4,18
0.7760741530556776,1.4451330466791623,0.7555019492280327,1.4469363641034991,1.597649633178608,1.554167146597513,2.588009414553349,1.9238678161091216,1.6571555089351249,10,17
0.4511309772929697,1.3815707211187038,0.3936231683383362,1.345627897216308,1.5283432549479523,1.4980710207335357,2.5755765409255447,1.860805845924304,1.5383128636839614,16,71
0.4413839822290977,1.371314771164839,0.3817531735439166,1.3333193230246398,1.5038817070303132,1.4769588452982458,2.5729502850059505,1.8618451306047248,1.5380774682084886,16,55
10.556390882139464,10.556390882139464,10.556390882139464,10.556390882139464,1.7590284554575952,1.7590284554575952,3.894846904345966,3.894846904345966,10.578572840871228,2,25
4.560240004505594,4.639112973540998,4.565523554706324,4.6465723801116905,1.6584141121276152,1.636636869526347,2.873987406604184,2.534819742946493,4.718923557221209,4,74
0.597023618705925,1.345095169607758,0.5495773862960347,1.3418011698151873,1.6284501552091106,1.543969262881284,2.5650329771840847,1.8798074073938171,1.5610515518938657,10,88
2.280961627457304,2.509004191334734,2.282743427634007,2.52409028437169,1.6334941865018953,1.6002201105954028,2.636208077323957,2.0927814916999625,2.657313926089379,6,22
0.4250384491962558,1.3978919162639498,0.3630052509071441,1.3561278896752404,1.5436136322590936,1.5052679660500508,2.594005343517548,1.881657530920136,1.5565303929787448,18,46
1.36180732479372,1.7785319519391736,1.3526773354728605,1.7926747418803093,1.640797631466847,1.577912235230969,2.582920362210833,1.953602282324861,1.9758427910693688,8,13
1.3451573723651142,1.7687367263128273,1.3345627469812416,1.7802178494726963,1.6397512590517267,1.5886556352406014,2.5816861217980644,1.9596442324529149,1.966615983422454,8,39
4.8332666104335775,4.908715920140498,4.837798850380071,4.916334613574317,1.7007059543869882,1.6834535130046009,2.927630223801826,2.577629020899403,4.982451912167841,4,39
2.265027714734988,2.4974173027975386,2.267560743233251,2.5111309174802354,1.6615572918554344,1.61140055516591,2.616228930448643,2.0834992357394784,2.6497094529932284,6,3
1.325825015487593,1.7605665369239851,1.3166237301766597,1.7696241190501836,1.5904863415566048,1.5475814706946929,2.555727938305786,1.937795305715168,1.9442449935438744,8,55
2.571911278915842,2.780010169567156,2.57103859097634,2.788594391547312,1.6200772969921868,1.5794418463737725,2.6436312638958994,2.118900091589896,2.9056791814604703,6,58
0.4533305783634048,1.4158178557128345,0.398612238455883,1.3686431194413784,1.5831386051976086,1.5242545906810707,2.592605534792537,1.887966307934252,1.5598831082464222,16,7
0.5902509053290467,1.333115588810144,0.5518009824690078,1.3333692641470638,1.571589743760598,1.5318543576371388,2.5567138488796544,1.880558568553224,1.5599440172282963,10,96
0.4232449706765226,1.4055577723986774,0.3679495761212256,1.356614336187341,1.5441328444458868,1.5131460169777278,2.602795987875263,1.881824744754202,1.5563135132125965,18,27
0.409092640524961,1.3982958689950455,0.3508450345189925,1.344309713917222,1.5679457295205903,1.5037184930478502,2.582896665784613,1.8570579141365648,1.5336626578056196,18,69
2.104506756576461,2.3555478274418578,2.106438879667451,2.3685392974713237,1.6267025524085352,1.612706216036178,2.6122967360154887,2.0549987067149518,2.514019666679858,6,20
