newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
1.4224621210957854e-10,-1.9399565472089097e-10,-1.0666132680206552e-11,-0.05325245440653811,-0.05325245440653811,-0.6786472981267309,-0.6786472981267309,-0.7682962886288586,368
8.360548644191501e-11,-1.7331783556950864e-11,1.6712094621368357e-11,-0.0511200650286848,-0.0511200650286848,-0.6385227520390155,-0.6385227520390155,-0.8827550174694159,833
8.516174197781278e-11,5.642993406856922e-10,8.295243325937701e-10,-0.050129197327171,-0.050129197327171,-0.640829216649554,-0.640829216649554,-0.9545111705874493,587
4.387004508589476e-10,4.3276448700481365e-10,4.969980838022414e-10,-0.048143475824681654,-0.048143475824681654,-0.5889406086131698,-0.5889406086131698,-0.7717380362811507,1
8.66791725253474e-11,-1.4434607467292414e-10,-1.1356673053353195e-10,-0.0441927294204115,-0.0441927294204115,-0.589785575590949,-0.589785575590949,-1.0104859452708188,302
3.7289249528622837e-10,3.0943485489556835e-10,1.6980884358190617e-10,-0.0463275857609946,-0.0463275857609946,-0.6165366551186139,-0.6165366551186139,-0.7656187761087844,923
3.352899996707237e-10,3.3786481870405616e-10,1.518848086901753e-10,-0.04754721636266857,-0.04754721636266857,-0.607841338053085,-0.607841338053085,-0.928209786644654,879
3.6504016020545704e-10,3.106952448789224e-12,2.301057149562552e-10,-0.04508298918563931,-0.04508298918563931,-0.6065538488189666,-0.6065538488189666,-0.6831208527372716,675
-5.613415494931662e-10,-6.269638817852502e-10,-7.114397503078101e-10,-0.05310735420875198,-0.05310735420875198,-0.6141311766087354,-0.6141311766087354,-0.6980091545134669,747
5.252537819359221e-10,-2.25020723998437e-11,5.192159986504297e-11,-0.043210036302007794,-0.043210036302007794,-0.6186619955408617,-0.6186619955408617,-0.9483269910537444,266
1.6989699969452432e-10,4.5556752222963156e-10,1.6737703951563017e-10,-0.05152744938064322,-0.05152744938064322,-0.5989123424925252,-0.5989123424925252,-0.8976612602493191,692
8.587135932880408e-13,3.1106277276031493e-10,-1.5000912052462456e-10,-0.04495578886591754,-0.04495578886591754,-0.5538520775139982,-0.5538520775139982,-0.9911575714633672,440
-1.889780513377598e-10,-4.1358943741326426e-10,-3.2494950353602335e-10,-0.0491863734531284,-0.0491863734531284,-0.6474956478430822,-0.6474956478430822,-0.8981777190334442,79
-3.4301304886741323e-12,1.5556915281857154e-10,-9.019392347570099e-12,-0.04702411242800959,-0.04702411242800959,-0.6475557165897582,-0.6475557165897582,-0.9488883729444251,148
-2.4160936181426284e-10,-2.2458112206025228e-10,-1.5273143513967747e-10,-0.045139094261084915,-0.045139094261084915,-0.5390401893849592,-0.5390401893849592,-0.8874491091381187,933
-3.8067136840999605e-10,-4.010120804517903e-10,1.4693523706955924e-10,-0.047849339209707374,-0.047849339209707374,-0.6272775247268084,-0.6272775247268084,-0.7181767795579111,814
6.052163758103746e-10,7.394342552684979e-10,4.970182487136487e-10,-0.06711367152796026,-0.06711367152796026,-0.597239507385738,-0.597239507385738,-0.9650104720079087,81
-4.38876887063136e-11,-6.88207088261894e-11,6.761535762712934e-12,-0.05184398753704083,-0.05184398753704083,-0.6180583926757504,-0.6180583926757504,-0.8677823828572646,42
2.2329504654680644e-10,1.3902788617396745e-10,-2.2853902502915912e-10,-0.06827321842104504,-0.06827321842104504,-0.6275202412204965,-0.6275202412204965,-0.8507748450449588,325
2.2722345519206322e-10,-3.0145995403088597e-10,-3.0641924422293574e-10,-0.0415856863680996,-0.0415856863680996,-0.5794503052708456,-0.5794503052708456,-0.9757139033278655,256
-2.5956932254642127e-10,3.1422430489189134e-11,4.5137370511399986e-11,-0.03705445411974985,-0.03705445411974985,-0.557445275433521,-0.557445275433521,-0.8084219560606114,179
1.8740074275366837e-10,1.8029994306931196e-10,1.8094271012070173e-10,-0.04388780475030425,-0.04388780475030425,-0.6173598133528111,-0.6173598133528111,-0.9212098266006917,506
-2.6249745148799327e-10,2.31090176899644e-10,1.1826694900230611e-10,-0.033135753697784924,-0.033135753697784924,-0.6484251530249959,-0.6484251530249959,-0.9067125135919659,430
-1.2136887191267766e-10,-2.341196628074388e-10,1.7361734821683127e-10,-0.05187522512261715,-0.05187522512261715,-0.6300502655354243,-0.6300502655354243,-0.7605033533797795,352
-3.0501867047741385e-11,1.652574559939113e-10,6.636808326174193e-11,-0.04693884119175053,-0.04693884119175053,-0.6686561089953551,-0.6686561089953551,-0.9475885091760731,734
-3.093943954099801e-10,-1.0680367772564897e-10,3.157630947079465e-11,-0.035839857233047424,-0.035839857233047424,-0.5881090671551071,-0.5881090671551071,-0.9509575008487204,283
-5.89453362925818e-11,-5.958256184268596e-11,1.885157503191126e-10,-0.039280424133134775,-0.039280424133134775,-0.6084028418232404,-0.6084028418232404,-1.0010239878153073,633
1.3889514399907655e-10,1.2994486428899443e-10,8.341195249089717e-11,-0.03941694439532995,-0.03941694439532995,-0.6705284802051076,-0.6705284802051076,-0.7957806593407429,813
3.1125841606308853e-10,5.084672969118617e-10,7.490015542944289e-10,-0.056735346489697074,-0.056735346489697074,-0.6086335103904956,-0.6086335103904956,-0.7146539051926136,189
-4.791030937447566e-10,-2.320011162071367e-10,-1.8519993447672912e-10,-0.06334729849050466,-0.06334729849050466,-0.6266624594955595,-0.6266624594955595,-0.8144025434521817,408
-2.7071090109159758e-12,1.242368445827924e-10,2.000550072562418e-10,-0.06153498427062782,-0.06153498427062782,-0.5949725684504231,-0.5949725684504231,-1.0436951655480797,149
1.3069142158587955e-10,2.961202350028336e-10,6.92527854870978e-11,-0.07004696288371264,-0.07004696288371264,-0.6880258465495792,-0.6880258465495792,-0.9316246892719425,197
2.23264363541191e-10,1.344589006697927e-10,7.178864531824647e-11,-0.05150731194861392,-0.05150731194861392,-0.6597747293964412,-0.6597747293964412,-0.8945684906757272,156
1.0068311473432346e-10,-2.018689760456549e-10,4.9391597247913643e-11,-0.045771694611614434,-0.045771694611614434,-0.5768488016070723,-0.5768488016070723,-0.9827888262283281,756
-8.6118067940677e-11,-2.300775527909471e-11,-7.170383091101296e-11,-0.031174284036678792,-0.031174284036678792,-0.4999693472721083,-0.4999693472721083,-1.0381413910092574,718
1.7111932775273896e-10,1.5343361961690782e-10,1.319699809883279e-10,-0.06649477290017376,-0.06649477290017376,-0.6020098660680783,-0.6020098660680783,-0.8635003854801666,637
-7.728682239506457e-11,-1.212061198890141e-10,-9.32408204777635e-11,-0.06308022948318463,-0.06308022948318463,-0.545284491321424,-0.545284491321424,-0.9325872612595284,44
-6.06158053370956e-10,-3.77264771230304e-10,-3.5446316969112155e-10,-0.0603669603067351,-0.0603669603067351,-0.6182918983614447,-0.6182918983614447,-0.886485072621812,915
3.206787995771454e-10,1.5817363527813322e-10,-5.4266692551055427e-11,-0.04444334306029502,-0.04444334306029502,-0.6325711134861605,-0.6325711134861605,-0.9831161257989343,326
-2.5345693595996143e-11,-6.949233265045318e-11,8.099621978847893e-11,-0.05420374908217295,-0.05420374908217295,-0.5457965854350166,-0.5457965854350166,-0.98693002541392,759
-1.6149527924842755e-10,1.0001398688223862e-10,-2.6160627539240088e-11,-0.059095877461843194,-0.059095877461843194,-0.6789491260165154,-0.6789491260165154,-0.9563543869820497,673
2.488604778656117e-10,8.752259200717205e-11,5.312342127999914e-11,-0.05379022052644027,-0.05379022052644027,-0.6768148530090442,-0.6768148530090442,-0.7868526495898004,311
-9.640368235641627e-11,1.2218735462830866e-10,1.401158171900757e-10,-0.045249186092367756,-0.045249186092367756,-0.5777649558482701,-0.5777649558482701,-0.7673006870993456,954
-2.4307629689288014e-10,7.143905990728006e-11,-5.292591086242943e-10,-0.054237803660206835,-0.054237803660206835,-0.6575630012206807,-0.6575630012206807,-0.896909179336619,956
-3.118782221731703e-10,-1.4456175149654693e-10,-3.9736302353925166e-10,-0.03843788034120773,-0.03843788034120773,-0.5279304712815553,-0.5279304712815553,-0.8143773404186104,886
-4.706387513788574e-10,-4.457293823843106e-10,-4.568738286685192e-10,-0.04272277065604694,-0.04272277065604694,-0.5803021353982803,-0.5803021353982803,-0.8730220199878113,391
8.024987987638455e-10,1.8748508840392418e-10,2.2161378547894128e-10,-0.038452874708267415,-0.038452874708267415,-0.6092804235305371,-0.6092804235305371,-0.9152130113561896,96
6.943482787347133e-11,-1.7659486065829677e-10,9.372719426969933e-12,-0.05615368989190627,-0.05615368989190627,-0.6206191663281203,-0.6206191663281203,-1.0806136832985485,679
-5.500268496737293e-10,-2.7118314417824697e-10,-3.6369434642906373e-10,-0.0569741121809849,-0.0569741121809849,-0.6396669295829955,-0.6396669295829955,-0.8487455840404341,607
4.910768524523865e-10,4.139651353799248e-10,6.607295779167272e-10,-0.044472467131034664,-0.044472467131034664,-0.5610161323738935,-0.5610161323738935,-0.9488099885473232,551
-2.9803506097422774e-10,-1.127715641849672e-10,-4.775934510882138e-10,-0.05358835867124787,-0.05358835867124787,-0.667390742392173,-0.667390742392173,-0.8798116874183117,223
1.7971666206074988e-10,-1.1428687881134824e-10,-8.10983803428006e-11,-0.04434376808413473,-0.04434376808413473,-0.5798424512577391,-0.5798424512577391,-0.7434349455346599,625
6.01826740283251e-11,-1.9742049900926816e-10,-1.3456502312610142e-10,-0.04855263008506293,-0.04855263008506293,-0.6553946349543059,-0.6553946349543059,-0.9415412085381797,129
-3.6424144192123697e-10,-4.2072140196344755e-10,-9.71422609453293e-11,-0.042439170749032126,-0.042439170749032126,-0.5706386619119879,-0.5706386619119879,-1.0582039572337967,868
-5.033206247010563e-10,-6.189988908424094e-10,-4.721888242405909e-10,-0.049197220198701486,-0.049197220198701486,-0.580394460168216,-0.580394460168216,-0.8000254654616119,473
-2.6736040361491356e-10,-3.367326053757558e-11,-5.1414680160913325e-11,-0.04085806332786093,-0.04085806332786093,-0.6050481800601724,-0.6050481800601724,-1.0532652266218177,725
-5.939584758959948e-10,-1.1405766872293888e-10,-1.1370031820397141e-10,-0.05385129571565664,-0.05385129571565664,-0.5796337583028772,-0.5796337583028772,-0.8853621062916223,823
-1.0126917086850096e-10,-5.60820123399891e-10,-3.747488287048073e-10,-0.04451525461985038,-0.04451525461985038,-0.5691839172878201,-0.5691839172878201,-0.7347018390604672,798
1.6185692810338768e-11,-1.2937366709354913e-10,-3.2651140935077706e-11,-0.040331014565744325,-0.040331014565744325,-0.6185256098378425,-0.6185256098378425,-0.9461428635425156,28
6.379296849101657e-11,2.0436580400878812e-10,-2.4289101298660687e-10,-0.05117013047853227,-0.05117013047853227,-0.5682978353345612,-0.5682978353345612,-0.8265637926968141,216
3.660234053001754e-11,-2.320338457761917e-10,1.6230321639963685e-10,-0.04920151596030846,-0.04920151596030846,-0.6321351355786655,-0.6321351355786655,-0.849176244529215,139
6.276697604272464e-10,4.439044440996201e-10,5.23461503702978e-10,-0.054304151396368454,-0.054304151396368454,-0.6279386879275889,-0.6279386879275889,-0.925237395221056,972
4.862318956147527e-11,2.046751684872672e-10,1.8538065727977117e-10,-0.03719091923538485,-0.03719091923538485,-0.5926641126194853,-0.5926641126194853,-1.0425516973251168,528
-1.1217922886615217e-10,-1.2174149870147755e-10,-1.1545069268474595e-10,-0.061082639056879676,-0.061082639056879676,-0.6366319567162525,-0.6366319567162525,-0.8219147820932546,467
1.2589197401387252e-10,5.801072671014762e-11,1.1984245467701327e-10,-0.04343871202886174,-0.04343871202886174,-0.5900485165854897,-0.5900485165854897,-1.0431454436650422,860
2.120923587190654e-11,3.820554349640709e-10,3.42969688633607e-10,-0.037419707037658595,-0.037419707037658595,-0.5864885491655991,-0.5864885491655991,-1.0079406597760754,83
-5.240231540568074e-10,-1.2938055246776436e-10,-7.527210790087002e-11,-0.04484820134839497,-0.04484820134839497,-0.5762302219408186,-0.5762302219408186,-0.9135853205030688,228
-1.673774979345233e-10,-2.3165735441033063e-11,-1.0331227692089718e-10,-0.040482375608977474,-0.040482375608977474,-0.6177831217786816,-0.6177831217786816,-0.8402292441501936,520
-6.600344776373086e-11,3.654787362507295e-11,4.0217376230753526e-10,-0.04657707311646156,-0.04657707311646156,-0.5890069949080751,-0.5890069949080751,-1.065767115822052,375
1.7723895961302417e-10,2.5178942205522636e-10,1.2801223445678412e-10,-0.049669417843313,-0.049669417843313,-0.5697943608524126,-0.5697943608524126,-0.9119205271366272,792
-3.764904041112654e-10,-1.6702873219254232e-10,8.909407941785907e-11,-0.03799182122374214,-0.03799182122374214,-0.6189127881083771,-0.6189127881083771,-0.9399194555830925,95
3.5127031355278866e-10,8.706940076742831e-11,-3.7304976593065254e-11,-0.05402859558555495,-0.05402859558555495,-0.6328162787912099,-0.6328162787912099,-0.9225855928332464,209
-1.1085027593928099e-10,-2.8016113857651238e-11,1.2911994837390418e-10,-0.06949713058360782,-0.06949713058360782,-0.6176636648301497,-0.6176636648301497,-0.847182213716795,500
2.2876470355710777e-10,3.093363100401328e-10,3.6091547072746726e-10,-0.03708964122178991,-0.03708964122178991,-0.6036316217164845,-0.6036316217164845,-1.0375608507061929,71
1.5609362459794578e-10,1.741158728498643e-10,7.386057664093836e-11,-0.04654061595038381,-0.04654061595038381,-0.6062777938584059,-0.6062777938584059,-0.9631686779550029,765
2.1410393058474142e-10,-4.2885654153411444e-10,2.7248531585602473e-10,-0.05853482889729876,-0.05853482889729876,-0.6128187896435173,-0.6128187896435173,-1.0115889989619786,525
-3.6375594550386306e-11,6.938444819214185e-11,1.4944418838709617e-10,-0.05804498825415352,-0.05804498825415352,-0.6586555489379389,-0.6586555489379389,-0.7444028568542013,147
5.912599028521509e-10,7.403366067120637e-10,7.522496716320243e-10,-0.056280790467567794,-0.056280790467567794,-0.6181802295882382,-0.6181802295882382,-1.0079935859209888,298
1.947368813764658e-10,1.1995482931612123e-11,3.1718723615507815e-11,-0.03760216968216938,-0.03760216968216938,-0.5424983447872598,-0.5424983447872598,-0.8880891969879522,518
5.340924414884429e-11,-6.254977938380258e-11,3.546923257012613e-10,-0.049967082676373176,-0.049967082676373176,-0.6368384145861739,-0.6368384145861739,-0.7265901069793289,486
3.0432231135427146e-10,1.6988117740660002e-10,1.1494694951257045e-10,-0.05424800388220665,-0.05424800388220665,-0.5731847752919838,-0.5731847752919838,-0.9313318371137945,599
-9.424970523821963e-11,-3.168275840084722e-10,9.424551453141027e-11,-0.03484757126742754,-0.03484757126742754,-0.6063357421376486,-0.6063357421376486,-0.9897881080866157,296
2.0117987813844664e-12,-5.3811129439515496e-11,4.4160566174331063e-11,-0.046473980486750575,-0.046473980486750575,-0.62259278868239,-0.62259278868239,-0.7496871371858578,426
-6.155096165432264e-10,-6.36360189997659e-10,-6.358807421950192e-10,-0.06480118581742039,-0.06480118581742039,-0.6146609089679841,-0.6146609089679841,-0.8418856299707755,968
-3.265973250558829e-10,-6.408807769198166e-12,-5.04048402273638e-10,-0.05225896593535844,-0.05225896593535844,-0.7009451211279593,-0.7009451211279593,-1.0452293882325252,178
3.489672103750008e-10,5.853255500062188e-10,6.580315982315788e-10,-0.04573542385285316,-0.04573542385285316,-0.5879874980792703,-0.5879874980792703,-0.9513019292515732,970
6.869530502252863e-11,-4.763248499795037e-10,-2.624380886166039e-10,-0.05084408632962256,-0.05084408632962256,-0.6560202310537875,-0.6560202310537875,-0.7946737319191829,262
3.657298278288146e-10,3.894938912230028e-10,-1.061899239495484e-10,-0.04078515977396693,-0.04078515977396693,-0.5755101641085504,-0.5755101641085504,-0.8644450725853877,617
2.3109070327372722e-10,4.583343631795606e-11,-1.0539749126323856e-10,-0.05322786347666863,-0.05322786347666863,-0.6019262698598418,-0.6019262698598418,-0.9003513974050147,477
1.0541841696451449e-11,-1.6492572976756214e-10,1.785198215521061e-10,-0.06376981944679329,-0.06376981944679329,-0.6308389817059531,-0.6308389817059531,-0.8390648004164726,531
-2.6773288174138098e-11,3.094659579809533e-11,-2.2317290490885683e-10,-0.05525362441014761,-0.05525362441014761,-0.6479563985327031,-0.6479563985327031,-0.9357147798754699,763
1.9993288714100637e-10,-2.0888082673860968e-10,1.7357270767296568e-10,-0.06320109471035983,-0.06320109471035983,-0.6355972729649991,-0.6355972729649991,-0.8299972577806972,123
7.188892780195244e-11,1.547011311935076e-11,1.6467713037128517e-10,-0.060307515861332206,-0.060307515861332206,-0.6836339640062008,-0.6836339640062008,-0.7973014595518152,914
-1.929909023423715e-10,-3.456422724285035e-10,1.3846524031524421e-11,-0.0594605920363568,-0.0594605920363568,-0.6257897497783166,-0.6257897497783166,-0.8426116930373155,472
1.4056900600120659e-11,1.625406201959112e-10,2.1907909687757243e-12,-0.04730681531980575,-0.04730681531980575,-0.6629255339830031,-0.6629255339830031,-0.7784266576571177,590
2.58225202158513e-10,5.043511890935604e-11,1.869505504327462e-10,-0.041126831230677056,-0.041126831230677056,-0.6124922240973301,-0.6124922240973301,-0.9601296108930257,700
-5.604976513334802e-10,5.3359895229795894e-11,-5.940141845125341e-10,-0.04543087940224494,-0.04543087940224494,-0.6448545014539491,-0.6448545014539491,-0.9094108883903075,271
3.5386427225947425e-12,-3.9406922333097563e-10,3.119224377054475e-12,-0.03668845569170476,-0.03668845569170476,-0.5437447963162726,-0.5437447963162726,-0.9213429973512399,251
8.389499898085739e-11,5.82204901506192e-10,2.4684110974497466e-10,-0.0461926750478027,-0.0461926750478027,-0.5823174645176727,-0.5823174645176727,-0.8904768765997899,278
-1.8430187233992034e-11,1.3540621268681717e-10,-1.2817750573608512e-10,-0.04725886685417959,-0.04725886685417959,-0.6019053907786681,-0.6019053907786681,-0.7519206228614721,372
-1.0294809574262765e-11,-2.620942386594161e-10,-9.746166109922405e-11,-0.046990743296669225,-0.046990743296669225,-0.513521192992545,-0.513521192992545,-0.9771705985258593,662
1.3215713443558152e-10,2.9527228446232097e-10,2.986269918448664e-10,-0.05268401995692688,-0.05268401995692688,-0.5422942439866827,-0.5422942439866827,-0.8561127410996724,172
5.94847199379689e-11,4.903937114129897e-10,7.46746969152584e-10,-0.04406093339208166,-0.04406093339208166,-0.5990332754803933,-0.5990332754803933,-0.8034999360560503,777
