newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
-3.468966042347453,-4.044873881188718,-3.4370492084153046,-3.9228924604585074,-4.351674904168239,-4.23657662692916,-7.091201261846401,-5.235225927251091,-4.128506133514517,553
-3.5358663396575647,-4.0261897187386415,-3.489524334362055,-3.9020737720145973,-4.296911038656303,-4.202870403312834,-7.1111349301800315,-5.2225235543452655,-4.233301307489339,762
-3.53532306964237,-4.0738482086588315,-3.4994725969211795,-3.948154576406306,-4.236632499880112,-4.2663028981185125,-7.0141371683940195,-5.21457007072019,-4.1758606798691345,106
-3.560348195478149,-4.14350637846399,-3.5126827392473277,-3.9977553343791437,-4.327249621416966,-4.2470023870830875,-7.09178901832162,-5.244281869546264,-4.172017009621423,544
-3.5936492103628592,-4.1351364738671785,-3.5478426567565253,-4.0088526113532,-4.286161535335185,-4.253305219492244,-7.008663658775289,-5.196975331647092,-4.147272904481523,234
-3.5599704847340305,-4.0887633923152515,-3.5098959370182867,-3.950813427641345,-4.312218384286263,-4.211700975471865,-7.127333388628455,-5.236376609570456,-4.261086261863283,465
-3.5136884739992102,-4.076922619558504,-3.466808173934929,-3.956732317371121,-4.2527208612413805,-4.1981108402811405,-7.0921929524272125,-5.240578314043339,-4.177181473460251,746
-3.5411172049924198,-4.076890657112544,-3.5043485802024477,-3.943812306096788,-4.2579925347919065,-4.1949196337777614,-7.116582764852065,-5.2217647003193095,-4.127151688246646,806
-3.5137287507179726,-4.046408070340672,-3.4702999524375397,-3.9251346216531866,-4.273188973110822,-4.186034631981294,-7.120658529987192,-5.296573009114632,-4.2300935939104685,193
-3.456846310043452,-4.005902674660092,-3.4287625765135616,-3.909083463238055,-4.209929785843351,-4.18673480760841,-7.035287586644743,-5.2069436685834605,-4.120806293236685,124
-3.508591170917148,-4.0491151543178505,-3.470979843215844,-3.9321622397773663,-4.241193683318986,-4.176137970337163,-7.200366248410745,-5.306075612204904,-4.138042736920017,264
-3.5225143073758054,-4.05530390168158,-3.489679492683578,-3.937621673718422,-4.336758776327122,-4.193415539819761,-7.089015402450105,-5.209331541724856,-4.135539086462928,316
-3.493969752795817,-4.048861231178787,-3.456385644721595,-3.9293996432729776,-4.2429262712970965,-4.2129240945351825,-7.050534123697773,-5.239761984863353,-4.1542456657073,239
-3.480532250657134,-4.019344396839288,-3.440821696659317,-3.89346051977195,-4.215349580018559,-4.206518869315753,-7.147367495752455,-5.2328513344807215,-4.1701075245359815,241
-3.469390250664429,-4.029244582367743,-3.429298648120567,-3.9136105082494415,-4.272117454615218,-4.2092785544627205,-7.179657292888038,-5.265321867138775,-4.16745068009129,789
-3.558226937052429,-4.103129525567783,-3.5226506285495605,-3.9727326267521432,-4.329255249708498,-4.221377870783214,-7.0914312844118195,-5.236985058412183,-4.170248737528538,250
-3.5084059364865774,-4.062020496947772,-3.4645630939309946,-3.938830819241078,-4.288047728547002,-4.253133750655371,-7.088646431910534,-5.2640825086849325,-4.163855839936963,343
-3.505300649465119,-4.057851702612921,-3.4623138804857505,-3.9382447073064024,-4.286781854276578,-4.243003291409879,-7.1105146130718175,-5.242614451174195,-4.153107343190092,986
-3.5836507498300945,-4.133378235494927,-3.5400567050427543,-3.981921796382373,-4.353950630784666,-4.249231066424904,-6.964760183187845,-5.213809250261178,-4.165021538834828,159
-3.500535217562834,-4.030706163702071,-3.45934567365813,-3.9146176672315294,-4.274798774776346,-4.2149864548289475,-7.218729110952589,-5.353685114389111,-4.141220536061048,482
-3.505264291869404,-4.074902234596274,-3.4598599391956997,-3.9394341462769598,-4.188379114671003,-4.240788390470592,-7.061152360373678,-5.229180631909292,-4.141493210448629,841
-3.527786007336599,-4.084996849315132,-3.4921615806176862,-3.9704986983275576,-4.308235069070175,-4.248372509056593,-7.083459994756557,-5.21007201137567,-4.164255311195266,775
-3.52280876478519,-4.104831887653641,-3.4877861173239557,-3.968140717676997,-4.2560147315963315,-4.275132948288497,-7.07157554793892,-5.22670335377226,-4.135140353185685,867
-3.5304291352101598,-4.0913476057770914,-3.480078801520723,-3.9431555656962085,-4.247333234832047,-4.251041354796571,-7.178684669053905,-5.2522604721850845,-4.222731860889438,671
-3.5100908874378027,-4.0754449333282174,-3.4569407627724753,-3.9336124686279432,-4.235242165273936,-4.200616418455276,-7.106590991145289,-5.201870010348624,-4.139330164219452,667
-3.537405443559718,-4.099131231429829,-3.4964058003093488,-3.960356759818411,-4.3076098048903955,-4.2271056356093775,-7.051901966248658,-5.235911752228346,-4.136194503951056,111
-3.5522325286802734,-4.129641926651757,-3.5045758100468634,-3.9858551123578403,-4.273831949077609,-4.250261897333494,-7.0953691194103214,-5.253532927714175,-4.153301433070295,342
-3.5264733206839223,-4.06200485077378,-3.485649132922929,-3.931278386141618,-4.281932288419561,-4.174467243949152,-7.040690676916642,-5.236458920891527,-4.169332889424808,990
-3.5933770239737886,-4.162572889792245,-3.54809817379573,-4.017139356419097,-4.3219691616630715,-4.309499758760301,-7.034570270074427,-5.2100892275479564,-4.179745885069754,140
-3.4349415893156565,-3.993560247931204,-3.402376234274553,-3.8739260855520623,-4.322999736949846,-4.19787832815939,-7.129353454509121,-5.2500416175578595,-4.13736624394028,760
-3.592961522017882,-4.16636323430847,-3.5447906534732465,-4.029506152676734,-4.3756341185862,-4.293997665445421,-7.094489705529091,-5.2549544988531505,-4.1400718710794795,640
-3.5198425005550202,-4.0610098952726545,-3.480226514119477,-3.929508035183768,-4.366220977099041,-4.276869842433336,-7.0939777896047955,-5.225495505817893,-4.148410705920731,6
-3.53034896700841,-4.056442029143191,-3.4874181851086594,-3.918068327420039,-4.218910926072395,-4.2230843314628475,-7.038661776938863,-5.254659614697699,-4.165905126775459,722
-3.5065011945197475,-4.051689515266042,-3.460486401821171,-3.9226365911359715,-4.23860213720766,-4.208783288491952,-7.214580925032994,-5.249176281502823,-4.181462521142528,910
-3.4688491881973125,-4.035768891710413,-3.4273441891876093,-3.9174874825969392,-4.213480375485734,-4.220651817502038,-7.1577964117645285,-5.257479464634632,-4.13726390011054,852
-3.4767121947425275,-4.0013105843274195,-3.445507517502184,-3.8908583050570096,-4.279094722202319,-4.1847715636420135,-7.096293882271304,-5.213182197679533,-4.168983328632988,410
-3.466543166453586,-4.048210047471923,-3.4293377524821036,-3.922376612276892,-4.1908158616169,-4.212673885273476,-7.145465157087225,-5.227104585802247,-4.152810874243109,249
-3.4821086653711975,-4.052219534865205,-3.447494232424108,-3.9375293999482945,-4.305423857361346,-4.217442141694718,-7.0733245229142465,-5.228186188758293,-4.159847015059395,474
-3.5062394540928508,-4.117920393684735,-3.473183212256431,-3.974691717701322,-4.251715749361596,-4.280540442610379,-6.9790201327101675,-5.181001273482141,-4.139441779418203,618
-3.526396341150792,-4.1203823291966835,-3.486649266548006,-3.983803419453858,-4.305737119307092,-4.298262525346193,-7.062702147521463,-5.23491044012407,-4.182326995209147,84
-3.5060345784088014,-4.059919427416138,-3.469677854208359,-3.9404521786173436,-4.288140640545083,-4.238243671611579,-7.114609303689882,-5.236519336731573,-4.150130335725742,359
-3.532476449206305,-4.085854169716454,-3.4906556965708484,-3.953618592291994,-4.264618455784581,-4.24885591487718,-7.040021002934675,-5.23604090551049,-4.166867865490031,306
-3.529428793350541,-4.103255860004119,-3.483384272355208,-3.965812684248913,-4.264952816847852,-4.241914510254384,-7.084205611722328,-5.224730684251802,-4.143327827040861,947
-3.5768625103847604,-4.143016305977564,-3.5323959733451162,-4.007606854422722,-4.253227928534351,-4.273128924576879,-7.0901784290393515,-5.288455529731344,-4.17380220410064,65
-3.600965629843006,-4.098745294570952,-3.5549655355151946,-3.9651243556072306,-4.266932261723953,-4.251744088770199,-7.094996334120099,-5.232324148497337,-4.148054993148777,174
-3.5590463255028646,-4.1078422527908725,-3.5060373242548812,-3.97228138408577,-4.296478271703565,-4.308602068596202,-7.016595662029318,-5.223816047614824,-4.144044202156647,348
-3.573530567994958,-4.101591564937655,-3.5230885568576396,-3.96301855078048,-4.241005061972488,-4.220130319438273,-6.990537281072029,-5.212847478304399,-4.200804157212013,862
-3.565599095501134,-4.150624982941463,-3.5184484113300822,-4.006164884961186,-4.23758720337702,-4.262831657012418,-7.087414002544498,-5.30556168563248,-4.270337029320352,781
-3.5571126527708286,-4.172782473308789,-3.5188665807489885,-4.020116845130977,-4.270347036851417,-4.252376340056638,-7.092625702382604,-5.270197026208529,-4.1835388712639086,318
-3.5008493692242872,-4.02548788540692,-3.465293241041387,-3.9082162150800706,-4.271190053374128,-4.213291943072766,-7.1169084952691595,-5.256085994681016,-4.202550253502688,332
-3.590211269679605,-4.09159498628164,-3.544980530438781,-3.974922810128164,-4.286006244172952,-4.204617162324314,-7.163241213812673,-5.244937864059528,-4.16403169602213,340
-3.465094502494084,-4.069859629443998,-3.4231077135260053,-3.9464802063707816,-4.3352399148292715,-4.2452673560508165,-7.160600420728959,-5.2540635512738465,-4.124155158983093,14
-3.5499948630056353,-4.069402269182237,-3.5167724669709397,-3.949506582076051,-4.322418496448568,-4.282449104286512,-7.1306428159668815,-5.277445262316216,-4.218022836384349,705
-3.565407810954913,-4.151792512193373,-3.513801262569537,-3.996499725231072,-4.338147360163688,-4.2579117694699145,-7.083251325007834,-5.277174601375537,-4.170088823092448,694
-3.502547933653501,-4.090748102300459,-3.45910878678205,-3.9646173628008006,-4.243468764712309,-4.238031550894229,-7.115953890086828,-5.262343394885243,-4.1672833961429445,368
-3.4914658729472277,-4.010044375556759,-3.461300256712385,-3.916575399967033,-4.296571454649017,-4.2520467573904845,-7.094950919164266,-5.237305575861681,-4.157288632882249,833
-3.5870841393959694,-4.115122948763872,-3.5367230833276504,-3.9708835801483597,-4.281636657886682,-4.259693171389987,-7.178396965926796,-5.281795996073574,-4.18773079152459,587
