newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
-0.5896797539133857,-0.5896797539336357,-0.5896797539083785,-0.5896797542023926,-0.641807705871343,-0.641807705871343,-1.2207211606506945,-1.2207211606506945,-1.3647044969583748,553
-0.5838648010206474,-0.5838648009357246,-0.5838648010557921,-0.5838648011052383,-0.6308180016308127,-0.6308180016308127,-1.1214751837820807,-1.1214751837820807,-1.2957442481585972,762
-0.5669432049533857,-0.5669432055062191,-0.5669432052119381,-0.566943205758171,-0.6255570429481445,-0.6255570429481445,-1.2283021943835952,-1.2283021943835952,-1.5020633252819193,106
-0.582571150709019,-0.5825711508692173,-0.5825711508030277,-0.5825711508185641,-0.6269259890402736,-0.6269259890402736,-1.1496125926237004,-1.1496125926237004,-1.3496534881395936,544
-0.5881138211656918,-0.5881138216142596,-0.5881138217184009,-0.5881138220281661,-0.6328230902354806,-0.6328230902354806,-1.2796617886515578,-1.2796617886515578,-1.5039897815113499,234
-0.5932951693834512,-0.5932951694079288,-0.5932951696407364,-0.5932951698117058,-0.6406010527425381,-0.6406010527425381,-1.2617250285490031,-1.2617250285490031,-1.504717846992038,465
-0.596725325539606,-0.5967253250301171,-0.596725325721808,-0.5967253251907839,-0.6375880301478457,-0.6375880301478457,-1.2090000400878826,-1.2090000400878826,-1.525933651349856,746
-0.5739081788941053,-0.5739081784837904,-0.5739081784363932,-0.5739081787822867,-0.626001947774099,-0.626001947774099,-1.286147169906906,-1.286147169906906,-1.6354432382006212,806
-0.5736425161437005,-0.5736425164562873,-0.5736425162749403,-0.5736425164047564,-0.633349932257435,-0.633349932257435,-1.2183814021392168,-1.2183814021392168,-1.5723630603896168,193
-0.5930004540886732,-0.593000453987929,-0.5930004537232283,-0.5930004539758003,-0.627708457150572,-0.627708457150572,-1.1610344483562134,-1.1610344483562134,-1.4735724256688376,124
-0.6016496699812968,-0.6016496700235521,-0.6016496701568274,-0.6016496702653703,-0.6397559723824344,-0.6397559723824344,-1.1811355917567274,-1.1811355917567274,-1.4847192126472546,264
-0.5891987665672693,-0.589198766858759,-0.5891987667063914,-0.5891987670824597,-0.6314714032447873,-0.6314714032447873,-1.2311471928697033,-1.2311471928697033,-1.4580366786352186,316
-0.5709292105892068,-0.5709292104711581,-0.5709292106420008,-0.5709292105428556,-0.6367436502311354,-0.6367436502311354,-1.1868536568288814,-1.1868536568288814,-1.2719785516104507,239
-0.5818625915501715,-0.5818625914340755,-0.5818625915106631,-0.5818625916456088,-0.6336702439728468,-0.6336702439728468,-1.216714120836482,-1.216714120836482,-1.492311573846619,241
-0.5766835138314889,-0.5766835140891174,-0.5766835137390421,-0.5766835141270796,-0.6265689162944426,-0.6265689162944426,-1.1534827578868871,-1.1534827578868871,-1.4709117699708143,789
-0.5942033581923741,-0.5942033579287824,-0.5942033578015539,-0.5942033583247396,-0.6366470613419829,-0.6366470613419829,-1.1730174526222346,-1.1730174526222346,-1.581503080786135,250
-0.5848942425159097,-0.5848942425456702,-0.5848942423309365,-0.5848942421737134,-0.6333901002769738,-0.6333901002769738,-1.1943313492941425,-1.1943313492941425,-1.4363315195192852,343
-0.5727854892267326,-0.5727854887446235,-0.5727854892250314,-0.572785489087123,-0.6341276803691976,-0.6341276803691976,-1.181324175209204,-1.181324175209204,-1.4413026611790587,986
-0.5664300091548291,-0.5664300089867212,-0.5664300089914068,-0.5664300088013803,-0.6250238977344348,-0.6250238977344348,-1.1917827214835424,-1.1917827214835424,-1.4407653046304403,159
-0.5999765468487217,-0.5999765469007226,-0.5999765463023836,-0.5999765464252201,-0.6411489288907042,-0.6411489288907042,-1.1158899172258687,-1.1158899172258687,-1.3340072405364407,482
-0.5879207959700797,-0.5879207959033219,-0.5879207962410897,-0.5879207963518474,-0.6295530459894971,-0.6295530459894971,-1.2095776823864166,-1.2095776823864166,-1.627390787753996,841
-0.5760852824714925,-0.5760852824594818,-0.5760852824005339,-0.5760852824357096,-0.6210746178006756,-0.6210746178006756,-1.1848865621728673,-1.1848865621728673,-1.5955084016275765,775
-0.5873869982223042,-0.587386998849591,-0.5873869985486123,-0.58738699870888,-0.6408578235648373,-0.6408578235648373,-1.2066131126767008,-1.2066131126767008,-1.4551921033225304,867
