newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
0.4975,0.493,0.4805,0.3215,0.3215,0.317,0.317,0.332,504
0.5095,0.495,0.4925,0.2995,0.2995,0.3255,0.3255,0.3215,347
0.485,0.503,0.5105,0.343,0.343,0.3535,0.3535,0.35,795
0.497,0.4885,0.485,0.3305,0.3305,0.3465,0.3465,0.3355,90
0.522,0.5005,0.5,0.313,0.313,0.3275,0.3275,0.3455,920
0.5105,0.5195,0.4955,0.2915,0.2915,0.302,0.302,0.303,72
0.48,0.513,0.491,0.3235,0.3235,0.33,0.33,0.3265,414
0.5025,0.493,0.491,0.324,0.324,0.3385,0.3385,0.345,924
0.4925,0.5095,0.488,0.316,0.316,0.328,0.328,0.322,595
0.48,0.496,0.481,0.3275,0.3275,0.3265,0.3265,0.3265,56
0.507,0.5095,0.4895,0.3165,0.3165,0.3345,0.3345,0.331,622
0.4995,0.498,0.4945,0.318,0.318,0.3275,0.3275,0.337,463
0.4705,0.5075,0.491,0.3025,0.3025,0.3345,0.3345,0.319,890
0.487,0.4975,0.503,0.3055,0.3055,0.32,0.32,0.32,656
0.5115,0.517,0.5205,0.3075,0.3075,0.3155,0.3155,0.3125,589
0.4755,0.5,0.5075,0.316,0.316,0.3205,0.3205,0.3285,307
0.495,0.482,0.487,0.325,0.325,0.346,0.346,0.353,964
0.5175,0.5225,0.5165,0.333,0.333,0.333,0.333,0.3405,142
0.4955,0.4975,0.5035,0.316,0.316,0.3325,0.3325,0.334,677
0.496,0.493,0.509,0.3105,0.3105,0.3295,0.3295,0.3295,323
0.4845,0.5035,0.4985,0.313,0.313,0.3325,0.3325,0.327,436
0.485,0.512,0.4835,0.3065,0.3065,0.3175,0.3175,0.316,517
0.509,0.4845,0.4955,0.319,0.319,0.3175,0.3175,0.326,566
0.4885,0.4865,0.4885,0.3165,0.3165,0.336,0.336,0.329,854
0.498,0.492,0.5255,0.303,0.303,0.325,0.325,0.3195,696
0.496,0.4795,0.4875,0.334,0.334,0.3265,0.3265,0.3485,748
0.5075,0.495,0.486,0.313,0.313,0.334,0.334,0.3395,737
0.4825,0.488,0.494,0.32,0.32,0.323,0.323,0.3155,844
0.4895,0.4815,0.502,0.315,0.315,0.3235,0.3235,0.3385,793
0.489,0.4815,0.4775,0.3325,0.3325,0.34,0.34,0.342,720
0.5125,0.5125,0.4855,0.305,0.305,0.3325,0.3325,0.317,945
0.492,0.4875,0.4995,0.339,0.339,0.3435,0.3435,0.348,837
0.498,0.5055,0.5015,0.312,0.312,0.3275,0.3275,0.334,960
0.4925,0.483,0.4995,0.323,0.323,0.3365,0.3365,0.32,670
0.5175,0.503,0.489,0.317,0.317,0.334,0.334,0.338,627
0.497,0.506,0.5105,0.3225,0.3225,0.3385,0.3385,0.3405,82
0.4955,0.496,0.479,0.3285,0.3285,0.326,0.326,0.3345,233
0.493,0.487,0.4805,0.3105,0.3105,0.3255,0.3255,0.3225,26
0.5065,0.4965,0.492,0.334,0.334,0.338,0.338,0.3395,989
0.499,0.4935,0.5055,0.3025,0.3025,0.307,0.307,0.3135,182
0.492,0.475,0.49,0.303,0.303,0.3235,0.3235,0.3175,27
0.481,0.521,0.502,0.3185,0.3185,0.323,0.323,0.327,253
0.511,0.5105,0.486,0.3145,0.3145,0.329,0.329,0.3135,628
0.507,0.515,0.4915,0.3005,0.3005,0.3105,0.3105,0.3195,678
0.5005,0.507,0.505,0.301,0.301,0.3145,0.3145,0.3265,930
0.4965,0.493,0.499,0.308,0.308,0.326,0.326,0.3245,248
0.484,0.477,0.4885,0.314,0.314,0.325,0.325,0.3285,225
0.491,0.494,0.4985,0.299,0.299,0.3345,0.3345,0.305,974
0.492,0.51,0.492,0.3275,0.3275,0.332,0.332,0.3205,260
0.4835,0.498,0.4965,0.336,0.336,0.335,0.335,0.3345,726
0.5065,0.503,0.509,0.297,0.297,0.3235,0.3235,0.312,58
0.5035,0.5095,0.502,0.3105,0.3105,0.329,0.329,0.307,803
0.5015,0.515,0.4965,0.3155,0.3155,0.3205,0.3205,0.329,68
0.513,0.4935,0.505,0.321,0.321,0.3295,0.3295,0.3135,661
0.488,0.5025,0.482,0.325,0.325,0.352,0.352,0.3345,163
0.5065,0.4995,0.505,0.303,0.303,0.315,0.315,0.3115,356
0.4995,0.512,0.509,0.3005,0.3005,0.314,0.314,0.3145,434
0.4995,0.491,0.497,0.324,0.324,0.347,0.347,0.3245,487
0.515,0.506,0.4965,0.314,0.314,0.3235,0.3235,0.3135,183
0.4965,0.4795,0.491,0.3065,0.3065,0.3275,0.3275,0.317,402
0.505,0.516,0.5065,0.3135,0.3135,0.3355,0.3355,0.3275,508
0.502,0.4945,0.4985,0.3165,0.3165,0.3315,0.3315,0.3255,498
0.507,0.509,0.494,0.332,0.332,0.345,0.345,0.339,657
0.4975,0.503,0.4885,0.3395,0.3395,0.3475,0.3475,0.3475,497
0.4905,0.4995,0.495,0.3335,0.3335,0.336,0.336,0.347,926
0.503,0.511,0.4905,0.3275,0.3275,0.338,0.338,0.3265,273
0.4995,0.4975,0.5155,0.3075,0.3075,0.3155,0.3155,0.3265,897
0.503,0.518,0.5145,0.334,0.334,0.337,0.337,0.3415,459
0.522,0.5075,0.5125,0.317,0.317,0.3235,0.3235,0.324,460
0.498,0.498,0.5,0.314,0.314,0.327,0.327,0.3185,126
0.4965,0.4845,0.491,0.3285,0.3285,0.342,0.342,0.342,461
0.5155,0.5005,0.4895,0.3085,0.3085,0.325,0.325,0.32,34
0.4915,0.5115,0.5115,0.3135,0.3135,0.332,0.332,0.3095,20
0.491,0.489,0.4805,0.3305,0.3305,0.339,0.339,0.3495,716
0.5085,0.501,0.4775,0.3155,0.3155,0.3165,0.3165,0.3195,237
0.478,0.498,0.5005,0.3265,0.3265,0.336,0.336,0.327,468
0.5065,0.528,0.5275,0.3135,0.3135,0.327,0.327,0.322,451
0.493,0.509,0.4995,0.291,0.291,0.3145,0.3145,0.3155,415
0.4955,0.5065,0.508,0.2975,0.2975,0.323,0.323,0.3105,495
0.498,0.4925,0.5095,0.308,0.308,0.3195,0.3195,0.325,810
0.499,0.4935,0.493,0.311,0.311,0.321,0.321,0.32,361
0.503,0.5005,0.5025,0.3085,0.3085,0.3315,0.3315,0.3255,935
0.491,0.478,0.4735,0.297,0.297,0.3275,0.3275,0.3165,629
0.497,0.485,0.4935,0.3095,0.3095,0.327,0.327,0.329,849
0.5155,0.5,0.484,0.3225,0.3225,0.3265,0.3265,0.3355,170
0.5235,0.5225,0.524,0.3405,0.3405,0.341,0.341,0.3475,115
0.5015,0.4945,0.497,0.3035,0.3035,0.319,0.319,0.3185,464
0.49,0.5065,0.5005,0.3315,0.3315,0.334,0.334,0.331,717
0.5005,0.511,0.5115,0.299,0.299,0.3045,0.3045,0.3065,285
0.4965,0.4835,0.4965,0.308,0.308,0.333,0.333,0.322,685
0.4855,0.5215,0.5165,0.312,0.312,0.3365,0.3365,0.326,865
0.5115,0.504,0.501,0.3035,0.3035,0.3135,0.3135,0.313,932
0.5165,0.487,0.4985,0.314,0.314,0.325,0.325,0.335,131
0.4915,0.5045,0.493,0.294,0.294,0.32,0.32,0.316,448
0.503,0.4945,0.4945,0.316,0.316,0.33,0.33,0.3365,456
0.521,0.5105,0.521,0.335,0.335,0.3425,0.3425,0.3485,406
0.5085,0.505,0.5055,0.316,0.316,0.335,0.335,0.3415,333
0.5025,0.5105,0.5135,0.319,0.319,0.3135,0.3135,0.333,417
0.506,0.476,0.5245,0.3255,0.3255,0.3475,0.3475,0.3245,601
0.5065,0.491,0.4955,0.336,0.336,0.3395,0.3395,0.348,898
0.51,0.501,0.5015,0.318,0.318,0.3335,0.3335,0.338,873
0.498,0.496,0.4925,0.3125,0.3125,0.3455,0.3455,0.3405,880
0.51,0.51,0.5,0.3025,0.3025,0.3265,0.3265,0.342,706
0.477,0.4825,0.48,0.308,0.308,0.316,0.316,0.3135,895
0.4865,0.4975,0.486,0.32,0.32,0.3285,0.3285,0.3195,315
0.4925,0.526,0.4985,0.3285,0.3285,0.322,0.322,0.3465,268
0.4945,0.4895,0.4795,0.3185,0.3185,0.3325,0.3325,0.331,905
0.4975,0.526,0.511,0.34,0.34,0.345,0.345,0.3375,205
0.5285,0.518,0.5065,0.3185,0.3185,0.34,0.34,0.331,567
0.4975,0.5045,0.511,0.327,0.327,0.325,0.325,0.3265,389
0.4945,0.503,0.497,0.3095,0.3095,0.324,0.324,0.3315,626
0.479,0.498,0.4815,0.32,0.32,0.3435,0.3435,0.338,819
0.505,0.4955,0.501,0.317,0.317,0.3215,0.3215,0.334,749
0.487,0.4975,0.498,0.3135,0.3135,0.338,0.338,0.3245,521
0.494,0.5015,0.498,0.309,0.309,0.305,0.305,0.3155,287
0.5065,0.493,0.5095,0.309,0.309,0.324,0.324,0.3255,358
0.5125,0.504,0.507,0.3325,0.3325,0.352,0.352,0.346,413
0.486,0.4905,0.483,0.311,0.311,0.3115,0.3115,0.3115,244
0.5125,0.519,0.5115,0.309,0.309,0.3185,0.3185,0.3165,563
0.5235,0.5085,0.518,0.322,0.322,0.33,0.33,0.334,918
0.4945,0.4855,0.506,0.3205,0.3205,0.336,0.336,0.334,291
0.488,0.4915,0.5005,0.313,0.313,0.323,0.323,0.3265,526
0.512,0.51,0.509,0.3315,0.3315,0.3425,0.3425,0.3365,619
0.508,0.509,0.534,0.315,0.315,0.332,0.332,0.33,226
0.501,0.502,0.4895,0.3345,0.3345,0.3455,0.3455,0.339,452
0.4735,0.4895,0.481,0.3065,0.3065,0.332,0.332,0.3215,919
0.5255,0.5135,0.506,0.3165,0.3165,0.323,0.323,0.33,594
0.5015,0.501,0.505,0.31,0.31,0.3265,0.3265,0.325,99
0.5105,0.507,0.515,0.299,0.299,0.3215,0.3215,0.3225,569
0.5065,0.5185,0.497,0.3145,0.3145,0.321,0.321,0.3245,470
0.512,0.514,0.5095,0.3005,0.3005,0.3155,0.3155,0.3005,913
0.485,0.4785,0.485,0.294,0.294,0.314,0.314,0.313,480
0.5235,0.5235,0.511,0.3065,0.3065,0.318,0.318,0.329,492
0.494,0.5075,0.517,0.326,0.326,0.3285,0.3285,0.3445,894
0.5295,0.487,0.488,0.3345,0.3345,0.3555,0.3555,0.3385,802
0.508,0.52,0.5175,0.3045,0.3045,0.3175,0.3175,0.3205,168
0.4785,0.492,0.495,0.3195,0.3195,0.3255,0.3255,0.33,689
0.4915,0.5065,0.5045,0.3105,0.3105,0.324,0.324,0.3185,35
0.4805,0.4755,0.491,0.3295,0.3295,0.3315,0.3315,0.3315,150
0.504,0.492,0.501,0.3145,0.3145,0.321,0.321,0.3195,269
0.493,0.4835,0.509,0.3165,0.3165,0.327,0.327,0.3225,73
0.481,0.472,0.482,0.3225,0.3225,0.3385,0.3385,0.3325,496
0.4895,0.505,0.495,0.319,0.319,0.309,0.309,0.3265,382
0.4975,0.505,0.493,0.3285,0.3285,0.3195,0.3195,0.338,724
0.5045,0.476,0.5095,0.331,0.331,0.3435,0.3435,0.339,710
0.511,0.509,0.5095,0.312,0.312,0.3325,0.3325,0.312,757
0.495,0.512,0.5035,0.3295,0.3295,0.329,0.329,0.326,697
0.52,0.4715,0.534,0.318,0.318,0.327,0.327,0.3445,872
0.502,0.511,0.5125,0.315,0.315,0.326,0.326,0.33,297
0.482,0.489,0.4915,0.3155,0.3155,0.3375,0.3375,0.325,889
0.497,0.4955,0.493,0.308,0.308,0.3235,0.3235,0.3125,925
0.5105,0.4835,0.5145,0.3065,0.3065,0.3175,0.3175,0.3125,949
0.4905,0.513,0.487,0.3145,0.3145,0.337,0.337,0.3305,350
0.468,0.5125,0.487,0.306,0.306,0.3215,0.3215,0.318,701
0.498,0.512,0.5015,0.3265,0.3265,0.344,0.344,0.338,324
0.513,0.5055,0.527,0.3055,0.3055,0.3235,0.3235,0.314,524
0.511,0.508,0.4975,0.316,0.316,0.324,0.324,0.3325,295
0.507,0.5,0.509,0.3085,0.3085,0.3245,0.3245,0.307,400
0.491,0.4915,0.497,0.307,0.307,0.325,0.325,0.3215,453
0.513,0.5245,0.491,0.3135,0.3135,0.328,0.328,0.3335,840
0.5155,0.483,0.5035,0.3355,0.3355,0.347,0.347,0.353,561
0.497,0.5155,0.497,0.324,0.324,0.3405,0.3405,0.334,144
0.4855,0.505,0.519,0.3015,0.3015,0.312,0.312,0.312,631
0.5135,0.5085,0.512,0.308,0.308,0.326,0.326,0.3165,202
0.491,0.4975,0.4955,0.3375,0.3375,0.35,0.35,0.347,444
0.5115,0.511,0.505,0.3285,0.3285,0.3285,0.3285,0.3455,488
0.499,0.506,0.4825,0.3205,0.3205,0.3235,0.3235,0.3405,19
0.497,0.5105,0.515,0.329,0.329,0.349,0.349,0.329,180
0.5315,0.528,0.523,0.312,0.312,0.3325,0.3325,0.328,828
0.501,0.472,0.4825,0.307,0.307,0.3205,0.3205,0.32,558
0.478,0.5065,0.4875,0.3165,0.3165,0.3355,0.3355,0.337,785
0.4665,0.5065,0.472,0.316,0.316,0.329,0.329,0.332,9
0.497,0.5065,0.5055,0.3155,0.3155,0.3355,0.3355,0.329,579
0.491,0.5005,0.497,0.335,0.335,0.331,0.331,0.3455,289
0.4775,0.494,0.4835,0.319,0.319,0.3325,0.3325,0.329,446
0.514,0.489,0.497,0.313,0.313,0.337,0.337,0.327,421
0.4955,0.503,0.5035,0.33,0.33,0.3365,0.3365,0.336,680
0.52,0.504,0.5045,0.3025,0.3025,0.327,0.327,0.318,585
0.5125,0.5085,0.511,0.304,0.304,0.32,0.32,0.3155,143
0.4915,0.5155,0.4885,0.309,0.309,0.328,0.328,0.3165,592
0.4815,0.4875,0.4825,0.326,0.326,0.343,0.343,0.3365,399
0.4995,0.485,0.521,0.327,0.327,0.342,0.342,0.3325,958
0.4825,0.4975,0.49,0.316,0.316,0.328,0.328,0.338,545
0.525,0.52,0.511,0.334,0.334,0.333,0.333,0.34,479
0.4995,0.5175,0.528,0.305,0.305,0.329,0.329,0.3105,532
0.5035,0.4945,0.502,0.32,0.32,0.331,0.331,0.331,98
0.476,0.497,0.5,0.2925,0.2925,0.3175,0.3175,0.319,272
0.5095,0.5085,0.5145,0.306,0.306,0.335,0.335,0.3175,294
0.5055,0.511,0.5095,0.3165,0.3165,0.3295,0.3295,0.3175,322
0.504,0.5055,0.4925,0.322,0.322,0.339,0.339,0.3355,851
0.5,0.5095,0.5125,0.3165,0.3165,0.329,0.329,0.3305,917
0.4965,0.5335,0.5135,0.337,0.337,0.346,0.346,0.3365,996
0.477,0.489,0.4765,0.326,0.326,0.3415,0.3415,0.334,30
0.4985,0.505,0.5015,0.311,0.311,0.3145,0.3145,0.335,650
0.4955,0.488,0.5085,0.3095,0.3095,0.3245,0.3245,0.3255,774
0.5105,0.491,0.502,0.312,0.312,0.314,0.314,0.3185,874
0.5005,0.5085,0.5015,0.3205,0.3205,0.3265,0.3265,0.3275,441
0.525,0.506,0.5315,0.3065,0.3065,0.33,0.33,0.326,711
0.5075,0.5005,0.4855,0.2955,0.2955,0.3095,0.3095,0.3195,978
0.501,0.495,0.5055,0.3195,0.3195,0.329,0.329,0.3375,709
0.4985,0.498,0.5195,0.3125,0.3125,0.3235,0.3235,0.326,733
0.485,0.488,0.491,0.3125,0.3125,0.314,0.314,0.335,455
0.4825,0.501,0.509,0.3005,0.3005,0.3275,0.3275,0.311,418
0.484,0.496,0.488,0.3055,0.3055,0.3205,0.3205,0.32,767
0.4935,0.4855,0.496,0.3105,0.3105,0.333,0.333,0.3195,362
0.51,0.4895,0.503,0.307,0.307,0.326,0.326,0.318,280
0.483,0.491,0.4785,0.314,0.314,0.33,0.33,0.3335,121
0.509,0.5085,0.512,0.284,0.284,0.314,0.314,0.3215,927
0.48,0.484,0.494,0.3115,0.3115,0.326,0.326,0.322,16
0.5025,0.5155,0.495,0.3085,0.3085,0.33,0.33,0.3205,574
0.5055,0.5225,0.507,0.3165,0.3165,0.3495,0.3495,0.3375,838
0.5065,0.491,0.5065,0.3275,0.3275,0.351,0.351,0.3405,424
0.502,0.509,0.5055,0.323,0.323,0.321,0.321,0.3295,46
0.499,0.5225,0.4965,0.301,0.301,0.315,0.315,0.3145,866
0.5035,0.476,0.5035,0.3015,0.3015,0.318,0.318,0.3245,335
0.4865,0.487,0.4895,0.326,0.326,0.329,0.329,0.349,309
0.5095,0.49,0.4935,0.301,0.301,0.31,0.31,0.318,937
0.518,0.5025,0.493,0.29,0.29,0.301,0.301,0.303,157
0.489,0.4945,0.4995,0.302,0.302,0.303,0.303,0.3085,652
0.501,0.473,0.5015,0.2955,0.2955,0.317,0.317,0.315,198
0.497,0.48,0.4795,0.3245,0.3245,0.3275,0.3275,0.335,876
0.49,0.519,0.492,0.3265,0.3265,0.339,0.339,0.3265,591
0.512,0.4905,0.5115,0.303,0.303,0.3215,0.3215,0.315,863
0.506,0.509,0.518,0.318,0.318,0.331,0.331,0.3305,515
0.4805,0.4905,0.4845,0.323,0.323,0.3385,0.3385,0.3325,370
0.5,0.492,0.504,0.3105,0.3105,0.328,0.328,0.3285,869
0.5,0.4885,0.4855,0.297,0.297,0.315,0.315,0.3155,116
0.5225,0.4885,0.488,0.3065,0.3065,0.3275,0.3275,0.3135,371
0.5135,0.519,0.4975,0.3195,0.3195,0.3415,0.3415,0.333,374
0.501,0.479,0.484,0.314,0.314,0.3235,0.3235,0.3185,530
0.507,0.5035,0.494,0.3045,0.3045,0.3085,0.3085,0.319,13
0.4935,0.496,0.4955,0.333,0.333,0.334,0.334,0.349,395
0.501,0.5055,0.491,0.313,0.313,0.338,0.338,0.3305,355
0.492,0.4725,0.4995,0.316,0.316,0.332,0.332,0.328,161
0.4745,0.4955,0.4885,0.312,0.312,0.3205,0.3205,0.3285,469
0.51,0.49,0.5075,0.314,0.314,0.3365,0.3365,0.31,40
0.5235,0.5075,0.52,0.32,0.32,0.3385,0.3385,0.3385,505
0.499,0.512,0.5195,0.302,0.302,0.31,0.31,0.3135,683
0.4905,0.4755,0.5045,0.3175,0.3175,0.341,0.341,0.3265,85
0.4975,0.4795,0.485,0.3175,0.3175,0.3145,0.3145,0.326,712
0.4985,0.4925,0.495,0.325,0.325,0.3345,0.3345,0.345,215
0.476,0.4975,0.4775,0.3085,0.3085,0.326,0.326,0.3135,238
0.489,0.5015,0.49,0.308,0.308,0.319,0.319,0.3285,367
0.477,0.504,0.51,0.3205,0.3205,0.329,0.329,0.3285,64
0.5015,0.494,0.4805,0.29,0.29,0.3145,0.3145,0.3105,839
0.5015,0.5155,0.4925,0.3035,0.3035,0.311,0.311,0.323,130
0.5045,0.5085,0.4995,0.31,0.31,0.3155,0.3155,0.325,57
0.519,0.5235,0.505,0.323,0.323,0.333,0.333,0.321,154
0.475,0.5095,0.514,0.3135,0.3135,0.329,0.329,0.3295,206
0.5225,0.5195,0.5295,0.323,0.323,0.3345,0.3345,0.33,312
0.5145,0.4875,0.5055,0.3015,0.3015,0.327,0.327,0.3135,836
0.523,0.5215,0.5195,0.3255,0.3255,0.3485,0.3485,0.3445,261
0.512,0.485,0.485,0.322,0.322,0.338,0.338,0.3365,310
0.489,0.5075,0.5065,0.3165,0.3165,0.331,0.331,0.3145,341
0.48,0.493,0.5025,0.3115,0.3115,0.3295,0.3295,0.32,796
0.4885,0.516,0.499,0.3145,0.3145,0.333,0.333,0.3305,513
0.526,0.502,0.493,0.3275,0.3275,0.332,0.332,0.3355,899
0.4875,0.4915,0.4955,0.2945,0.2945,0.3075,0.3075,0.3145,227
0.4905,0.4935,0.499,0.3265,0.3265,0.333,0.333,0.3285,345
0.4795,0.4795,0.4895,0.3175,0.3175,0.3375,0.3375,0.3285,132
0.501,0.5005,0.5075,0.3145,0.3145,0.323,0.323,0.3235,445
0.486,0.513,0.507,0.327,0.327,0.3315,0.3315,0.3435,604
0.4925,0.504,0.5085,0.3135,0.3135,0.336,0.336,0.3235,708
0.4905,0.481,0.4935,0.333,0.333,0.3355,0.3355,0.3345,112
0.474,0.494,0.5055,0.3195,0.3195,0.331,0.331,0.3275,843
0.5025,0.4875,0.494,0.3235,0.3235,0.345,0.345,0.3345,980
0.5105,0.518,0.517,0.3065,0.3065,0.3215,0.3215,0.3345,636
0.4995,0.4895,0.4865,0.308,0.308,0.3285,0.3285,0.33,665
0.5135,0.495,0.5135,0.3205,0.3205,0.3135,0.3135,0.3155,385
0.483,0.5035,0.528,0.3015,0.3015,0.323,0.323,0.3265,535
0.499,0.5125,0.5125,0.315,0.315,0.3245,0.3245,0.3255,257
0.515,0.501,0.4845,0.307,0.307,0.3225,0.3225,0.325,478
0.4995,0.488,0.5025,0.3165,0.3165,0.325,0.325,0.3265,229
0.494,0.4865,0.5035,0.313,0.313,0.328,0.328,0.318,559
0.4865,0.4965,0.514,0.3175,0.3175,0.3105,0.3105,0.328,12
0.503,0.5055,0.509,0.3135,0.3135,0.3265,0.3265,0.3345,1000
0.4995,0.5025,0.499,0.305,0.305,0.331,0.331,0.3385,405
0.499,0.502,0.507,0.314,0.314,0.323,0.323,0.3255,135
0.504,0.493,0.5105,0.3265,0.3265,0.326,0.326,0.3385,529
0.498,0.5045,0.5005,0.306,0.306,0.3265,0.3265,0.3185,252
0.519,0.5,0.527,0.2995,0.2995,0.3295,0.3295,0.309,77
0.5145,0.5045,0.506,0.3135,0.3135,0.3225,0.3225,0.3305,429
0.515,0.528,0.5235,0.326,0.326,0.3475,0.3475,0.3365,620
0.5175,0.5075,0.5,0.325,0.325,0.333,0.333,0.34,447
0.49,0.5005,0.4965,0.2935,0.2935,0.2985,0.2985,0.306,931
0.509,0.505,0.5135,0.33,0.33,0.335,0.335,0.3365,351
0.4855,0.518,0.5185,0.308,0.308,0.324,0.324,0.3185,979
0.4925,0.5015,0.48,0.328,0.328,0.3385,0.3385,0.3305,211
0.51,0.504,0.4965,0.294,0.294,0.3025,0.3025,0.328,698
0.4685,0.5185,0.4905,0.3035,0.3035,0.3055,0.3055,0.321,344
0.515,0.5055,0.51,0.3175,0.3175,0.3265,0.3265,0.343,632
0.488,0.4805,0.4785,0.3395,0.3395,0.354,0.354,0.346,761
0.497,0.5025,0.482,0.3275,0.3275,0.342,0.342,0.3355,454
0.509,0.495,0.4995,0.3355,0.3355,0.3485,0.3485,0.3385,861
0.4795,0.479,0.486,0.307,0.307,0.308,0.308,0.3275,184
0.502,0.495,0.5,0.3135,0.3135,0.332,0.332,0.327,893
0.4915,0.478,0.4845,0.317,0.317,0.33,0.33,0.323,783
0.4995,0.494,0.512,0.337,0.337,0.3415,0.3415,0.3435,940
0.4885,0.499,0.4945,0.321,0.321,0.336,0.336,0.3355,15
0.4995,0.498,0.484,0.323,0.323,0.331,0.331,0.33,393
0.5095,0.4815,0.4845,0.322,0.322,0.3305,0.3305,0.343,884
0.4975,0.5085,0.506,0.3165,0.3165,0.339,0.339,0.3335,401
0.519,0.501,0.501,0.312,0.312,0.324,0.324,0.3215,588
0.488,0.4905,0.4925,0.3265,0.3265,0.3325,0.3325,0.328,616
0.49,0.4855,0.4795,0.3235,0.3235,0.34,0.34,0.321,546
0.499,0.481,0.4925,0.3205,0.3205,0.3265,0.3265,0.3315,921
0.497,0.508,0.4875,0.3175,0.3175,0.343,0.343,0.3315,187
0.523,0.521,0.519,0.3045,0.3045,0.316,0.316,0.3205,369
0.5105,0.505,0.4965,0.308,0.308,0.321,0.321,0.3285,186
0.5265,0.508,0.4935,0.326,0.326,0.351,0.351,0.3435,338
0.514,0.498,0.4865,0.3235,0.3235,0.3285,0.3285,0.333,885
0.49,0.492,0.508,0.3275,0.3275,0.3485,0.3485,0.342,571
0.486,0.4845,0.4885,0.334,0.334,0.3405,0.3405,0.339,715
0.5065,0.5085,0.497,0.309,0.309,0.32,0.32,0.323,614
0.512,0.4985,0.5255,0.312,0.312,0.328,0.328,0.3205,779
0.5005,0.4875,0.4915,0.326,0.326,0.3325,0.3325,0.3385,419
0.5,0.51,0.508,0.319,0.319,0.3295,0.3295,0.3215,651
0.525,0.5425,0.5385,0.3075,0.3075,0.3005,0.3005,0.3165,212
0.486,0.5005,0.487,0.317,0.317,0.342,0.342,0.3355,766
0.5185,0.5015,0.4935,0.3315,0.3315,0.3365,0.3365,0.3375,514
0.4735,0.5105,0.5015,0.294,0.294,0.3085,0.3085,0.3145,66
0.4885,0.488,0.501,0.3355,0.3355,0.3505,0.3505,0.3515,738
0.517,0.4995,0.493,0.2995,0.2995,0.3045,0.3045,0.312,658
0.478,0.4875,0.491,0.32,0.32,0.339,0.339,0.3345,808
0.506,0.494,0.4905,0.3215,0.3215,0.3215,0.3215,0.339,593
0.4825,0.5,0.5005,0.322,0.322,0.33,0.33,0.336,422
0.5095,0.517,0.506,0.3215,0.3215,0.329,0.329,0.3355,181
0.53,0.5175,0.5315,0.324,0.324,0.3275,0.3275,0.339,901
0.499,0.4925,0.5125,0.3185,0.3185,0.3315,0.3315,0.323,653
0.484,0.5095,0.5055,0.303,0.303,0.3155,0.3155,0.326,7
0.489,0.4895,0.4835,0.3255,0.3255,0.328,0.328,0.334,146
0.5095,0.515,0.5045,0.326,0.326,0.3455,0.3455,0.3435,366
0.488,0.524,0.505,0.3005,0.3005,0.305,0.305,0.3185,550
0.516,0.51,0.4855,0.3075,0.3075,0.3255,0.3255,0.328,3
0.4965,0.5015,0.508,0.324,0.324,0.3325,0.3325,0.331,572
0.489,0.506,0.503,0.3225,0.3225,0.35,0.35,0.344,10
0.5075,0.5075,0.484,0.318,0.318,0.322,0.322,0.3325,394
0.4935,0.491,0.514,0.294,0.294,0.3135,0.3135,0.2935,76
0.5045,0.502,0.4955,0.332,0.332,0.334,0.334,0.343,259
0.483,0.5005,0.51,0.312,0.312,0.329,0.329,0.322,540
0.504,0.513,0.49,0.3225,0.3225,0.3455,0.3455,0.3435,965
0.514,0.5055,0.521,0.323,0.323,0.33,0.33,0.336,435
0.504,0.508,0.5025,0.307,0.307,0.3175,0.3175,0.3195,164
0.4935,0.4735,0.489,0.306,0.306,0.332,0.332,0.3245,213
0.502,0.506,0.5045,0.335,0.335,0.3535,0.3535,0.334,221
0.494,0.506,0.4835,0.3025,0.3025,0.3275,0.3275,0.309,922
0.5115,0.5115,0.506,0.3225,0.3225,0.339,0.339,0.338,613
0.507,0.515,0.494,0.298,0.298,0.329,0.329,0.325,387
0.496,0.505,0.5005,0.2955,0.2955,0.3115,0.3115,0.32,797
0.5105,0.5055,0.5225,0.303,0.303,0.329,0.329,0.3145,576
0.4825,0.52,0.498,0.3335,0.3335,0.352,0.352,0.335,991
0.498,0.507,0.507,0.3055,0.3055,0.326,0.326,0.3255,549
0.4845,0.4995,0.489,0.311,0.311,0.323,0.323,0.328,177
0.5015,0.5095,0.498,0.315,0.315,0.329,0.329,0.327,646
0.4975,0.5025,0.5075,0.3345,0.3345,0.342,0.342,0.324,432
0.4855,0.4915,0.4995,0.2905,0.2905,0.3175,0.3175,0.3185,772
0.509,0.51,0.5045,0.3225,0.3225,0.3315,0.3315,0.3315,218
0.4955,0.5045,0.5025,0.322,0.322,0.3405,0.3405,0.342,151
0.5015,0.5155,0.4775,0.3325,0.3325,0.3365,0.3365,0.3455,864
0.49,0.5075,0.5165,0.3275,0.3275,0.354,0.354,0.3425,695
0.4905,0.486,0.4805,0.307,0.307,0.312,0.312,0.3295,830
0.5075,0.512,0.5025,0.318,0.318,0.3345,0.3345,0.3295,120
0.493,0.4805,0.5045,0.294,0.294,0.3075,0.3075,0.3105,741
0.546,0.4865,0.5095,0.298,0.298,0.306,0.306,0.326,491
0.496,0.481,0.4965,0.323,0.323,0.339,0.339,0.3325,23
0.4885,0.517,0.482,0.3115,0.3115,0.3245,0.3245,0.3265,959
