newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
-4.658690990398741,-4.716195343509217,-4.576990609491868,-4.677415986795945,-4.654491887699161,-4.690931481932351,-14.661237435517329,-15.365511432229106,-36.22831964031285,96,0.0631
-4.747537163701087,-4.765050491018157,-4.722124784184681,-4.753857844708801,-4.75139235112222,-4.782779081486838,-8.161926942345971,-8.011284074899432,-26.152049483472663,141,0.0174
-4.094935386269815,-4.480877587157262,-4.008350558683553,-4.392954023489547,-4.4494643402573395,-4.497714147653418,-11.772405025028682,-10.24009649231023,-12.549093001766403,101,0.2291
-4.078475248433069,-4.4165434335718965,-3.9875691444117174,-4.322405941500965,-4.429723817301231,-4.447301613290291,-10.398655581935529,-8.781895053529237,-9.35039820219233,23,0.2754
-4.645691615493845,-4.7071108096167595,-4.585782177590156,-4.678892588642023,-4.6553165117866815,-4.7360069810768035,-13.975445678703474,-13.772151920323905,-36.765873173005296,66,0.0525
-4.303575476073448,-4.580983883793644,-4.187767905626521,-4.486659802687733,-4.461718394449084,-4.5451355444475094,-13.450162603025394,-12.050612439432092,-16.65592722348504,137,0.1905
-4.637118922283627,-4.717777313353052,-4.57486735459239,-4.685513752091487,-4.645515091148658,-4.727865816218656,-13.391951912655081,-12.925604463284458,-38.288369400661715,67,0.0525
-3.7572855310034274,-4.267059519104027,-3.6976785846622473,-4.146707941890422,-4.383262529408268,-4.334336957705741,-7.4027913475197105,-5.581766781407162,-4.906651838647991,30,0.4786
-4.674421295804465,-4.727704427527856,-4.599882214525046,-4.690490761279852,-4.66499067597131,-4.7199425610349754,-13.691763308094218,-13.21094192809908,-37.36084416046366,73,0.0525
-3.6372950894829184,-4.177591858475854,-3.579432338622676,-4.0399991348877125,-4.297788937124639,-4.269151117718942,-7.154416443931804,-5.253219299081294,-4.260534516882923,118,0.6918
-4.59173643835912,-4.698356598801802,-4.5087036424444396,-4.653696731687232,-4.631978342947616,-4.831997631901602,-15.277341447136294,-15.98592632352877,-35.38385190982241,153,0.0759
-4.4599499362132295,-4.630620053687996,-4.371780510779951,-4.577647293784336,-4.59295868001022,-4.622950997495501,-16.121070163663635,-15.201787210302497,-28.73058112624954,206,0.1096
-4.762865620521269,-4.775568139948073,-4.747659500278315,-4.768780848260705,-4.764703811904637,-4.949815320260195,-6.694232722674542,-6.603672357887752,-17.184341763008202,132,0.0100
-4.7009685366091265,-4.7427289820455405,-4.6400942509581675,-4.710463319496253,-4.672585761668613,-4.7574779195684425,-12.487924394144448,-12.110402310175864,-37.425764092503194,128,0.0437
-3.8192533723165165,-4.3511392738567976,-3.743508842644794,-4.229575908949373,-4.3542122763822935,-4.381591688090148,-7.9680024268018,-6.132536736229896,-5.808852669826253,90,0.3981
-3.968094608418334,-4.412006888927587,-3.870377141456252,-4.299188751454002,-4.42568888773243,-4.434437914331829,-9.416245071996457,-7.784082219791766,-7.5676166107641,51,0.3311
-3.515561435863981,-4.08309896617902,-3.472989735147762,-3.9705844413254625,-4.29143412892833,-4.241869727123489,-7.140889787321459,-5.234865778990272,-4.211085715974906,60,0.6918
-4.549127117557059,-4.67399307570326,-4.456884342305705,-4.623210820729686,-4.597196390242528,-4.671992413207114,-15.687109035344603,-14.883397608042818,-33.08956399403154,41,0.0912
-4.3875370684408335,-4.600182748836062,-4.300696244558615,-4.540652637076219,-4.530435808821999,-4.6063224615896585,-15.690696505701048,-14.634013817017918,-24.559655497125508,234,0.1318
-4.710195347769684,-4.7561035519126555,-4.659772071659295,-4.727970375933818,-4.680750183074137,-4.733616450262427,-11.81599648885833,-11.499912672281708,-35.481923778605946,231,0.0363
-3.934969407378968,-4.393119429119038,-3.8546290174330315,-4.279651478556817,-4.388142985524126,-4.427259639812441,-9.092563013182607,-7.3610706143721805,-6.996403515716704,97,0.3311
-4.727317227829211,-4.753273902547128,-4.691567271760937,-4.736599332816974,-4.722914536573305,-4.807450515964659,-9.675244026784489,-9.474173981701835,-31.781168944272196,56,0.0251
-4.626524271428507,-4.72377385823651,-4.539489474948347,-4.671766411369434,-4.647137683287552,-4.6840036006442896,-15.672006928048281,-15.039163354209993,-35.059966804266345,157,0.0759
-4.740424574813931,-4.755464514473599,-4.691738835719197,-4.733242442956554,-4.741985374980508,-4.800530624449639,-10.668240279316132,-10.413315857524074,-34.64927020286099,244,0.0302
-3.7763703019058066,-4.260994415177578,-3.7019715853138075,-4.1453564663172715,-4.360730924887902,-4.343570762745353,-7.639811075747116,-5.761645277819003,-5.081859109645179,165,0.4786
-4.510714424136505,-4.6910765311711335,-4.410230165079876,-4.624289763974484,-4.605931793616729,-4.64797044069633,-16.13217932573088,-15.18921858117218,-29.360982648263658,239,0.1096
-4.25262750779131,-4.542954660383907,-4.151665367207666,-4.464508098583543,-4.5291846961519,-4.530700962450334,-13.601197146936844,-12.169063342602383,-16.305619766284018,61,0.1905
-4.21696956877708,-4.538612167370039,-4.128097240917491,-4.458276736973904,-4.523741761756405,-4.531112522884914,-13.952941005064186,-12.607904977329337,-16.94431048023194,192,0.1905
-4.399100549815569,-4.6062680642232205,-4.300083957738381,-4.540932007008565,-4.538725138359114,-4.597376778718888,-15.847962464447967,-14.911236774770549,-25.155874466256336,48,0.1318
-3.7889980702593657,-4.300164231508737,-3.724148871786057,-4.1994294809543184,-4.368785139187077,-4.384410383467992,-8.038878210438119,-6.148558467052264,-5.7928946411460585,93,0.3981
-4.119571737738538,-4.508597270390998,-4.02894142193308,-4.4150648008175635,-4.430606722843467,-4.484299344840367,-12.326427932143725,-10.788989409402893,-13.070984865000018,90,0.2291
-4.699934757128491,-4.754794621625011,-4.648054295069576,-4.726926639548273,-4.688599569770686,-4.75851873029959,-11.226151694973305,-11.510113253174808,-35.131020519501405,103,0.0363
-4.656480622762862,-4.725949481451442,-4.586735842997315,-4.693609424486927,-4.646783352187733,-4.748598948005831,-13.86352120964983,-13.385368247538286,-36.88408154921139,132,0.0525
-4.399000639714812,-4.608929407097487,-4.3025066846633715,-4.54105489360037,-4.539364733097579,-4.602179197773602,-15.764801109613101,-14.686619322869026,-24.189478279331635,134,0.1318
-4.300620407592458,-4.546928117238075,-4.20440354057291,-4.478055696785657,-4.53531270621954,-4.56170367609565,-14.661566196402736,-13.443454843556383,-20.70764119708136,238,0.1585
-4.056019386812102,-4.467993280322833,-3.961136807051181,-4.359807533048567,-4.4871351868346405,-4.456285697886153,-10.5127669125515,-8.755018715479434,-9.465658565354362,70,0.2754
-4.716527857064734,-4.74665650152161,-4.682709552264198,-4.732570787570727,-4.713854412608312,-4.812002107573247,-9.825563076064375,-9.603063871958723,-30.707429482432495,147,0.0251
-4.7486948331943095,-4.756532307893365,-4.729329393485953,-4.750743690693606,-4.753349102253541,-4.9010145137774535,-7.589249251560626,-7.471729325406234,-22.611445045864905,238,0.0145
-4.478014737239098,-4.633232870300998,-4.384898995588704,-4.581439186108352,-4.566982476883941,-4.625090343739437,-16.263234243966785,-15.016114448662858,-28.80042288170753,66,0.1096
-4.707123386012036,-4.729016557316983,-4.666742366792081,-4.714681491026215,-4.698760652624534,-4.780096626945736,-10.462505236606248,-10.205421331298561,-34.13091740283741,97,0.0302
-4.693829172699039,-4.738686525051539,-4.665004704373691,-4.725709723956236,-4.711961203244775,-4.750814504640194,-9.68444293417247,-9.458367401278357,-29.817353327729467,179,0.0251
-4.766635271824403,-4.771713731570258,-4.7371503778438875,-4.758591491823958,-4.75448821870572,-4.824680518840599,-8.208436976213699,-8.069192916705981,-25.563470602832876,50,0.0174
-4.766502212234308,-4.7658244271964625,-4.741599674147866,-4.755770211119536,-4.7507754477938615,-4.77120773036678,-7.628577115884814,-7.607661072967502,-24.117904940438024,120,0.0145
-4.469848372476006,-4.680181714472251,-4.3552594292287425,-4.600960759387678,-4.570246065020059,-4.629064975239353,-14.61136723257299,-14.776358909408971,-25.50028023922767,239,0.1318
-4.7818633087730475,-4.783606327551243,-4.762217543358025,-4.774603295367259,-4.771877030112255,-4.9714134940115535,-6.732425430360975,-6.648362242775599,-18.199543945657016,196,0.0100
-3.685215171232416,-4.256547247918693,-3.633605734546354,-4.1087344026242745,-4.357692605626067,-4.300292155608416,-7.210491781522065,-5.416051332460213,-4.471399785309966,124,0.5754
-4.704591302225123,-4.736437034185984,-4.653633300382219,-4.71440462020946,-4.690580703548659,-4.745171810403012,-11.687116178674865,-11.372053288843517,-35.28880313742429,122,0.0363
-3.579254476419106,-4.165713798751091,-3.5396183256432967,-4.033952201681794,-4.296034913559924,-4.337335348065485,-7.119990891099656,-5.333733097015969,-4.326203865738041,113,0.6918
-4.483770689754814,-4.635489823431251,-4.4019620815743,-4.593069085803152,-4.577115143835226,-4.647722548356013,-16.230539745955458,-15.454611149556019,-31.889301890778952,174,0.0912
-4.718256865524145,-4.754802104071975,-4.6500200514037795,-4.7195490833157505,-4.690214596778255,-4.725965359036162,-12.475347455511093,-12.105111530499448,-37.319891690612316,62,0.0437
-4.564549976883537,-4.650661166734296,-4.489652484396528,-4.6166791418099775,-4.62135275432042,-4.659467021195771,-15.630143216796181,-14.985023177116936,-34.95132077216165,57,0.0759
-4.143556204866348,-4.508564542314272,-4.041536542517495,-4.416414013889615,-4.447694855873411,-4.501715710241096,-12.15121794840486,-10.637286861157497,-12.201723916647175,215,0.2291
-3.7323264239475153,-4.278826151365031,-3.6793216781686375,-4.158323264417848,-4.367084834729151,-4.336540272904466,-7.392499360377573,-5.5398219442585015,-4.782899724167485,140,0.4786
-4.534308640190149,-4.656354381453071,-4.425243332159845,-4.5959304377446495,-4.589312422700094,-4.620210121081322,-15.968090411808989,-15.177821441418644,-28.920197466874644,52,0.1096
-4.7609228396201555,-4.768983135497124,-4.744073332486237,-4.761793365730443,-4.761529468609395,-4.788368273543727,-7.164036775345127,-7.184547553265198,-19.91562913942915,222,0.0120
-4.754090475080182,-4.777471239558011,-4.739850427419692,-4.770146009984256,-4.766475182690319,-4.889648342814677,-6.690453814867197,-6.60742285293045,-17.33362720846299,121,0.0100
-4.718945938009669,-4.73979270336906,-4.686551231894589,-4.727540854010268,-4.72832504932241,-4.736344803844842,-9.69095844311114,-9.471456768873942,-31.149081024491675,29,0.0251
-4.05174551655769,-4.430534027015332,-3.960983340734482,-4.336079009590836,-4.4406380989766605,-4.465012318638223,-10.83716814808314,-9.251010360529351,-10.182674591176394,118,0.2754
-4.697280289017741,-4.745356797244758,-4.656672624328043,-4.7261615000502815,-4.695744328634766,-4.745300843881319,-10.55551367690169,-10.288431535120356,-33.86359773696324,71,0.0302
-4.7580333855130466,-4.76311713470352,-4.721903292454824,-4.748778302257595,-4.737315693178901,-4.765058431825936,-8.517150947575704,-8.42595037522434,-28.67088515373259,190,0.0209
-4.709777506325511,-4.747326010939531,-4.686194705157648,-4.737980670801224,-4.725178623008085,-4.777301440596803,-8.902601806013632,-8.730417223213868,-28.177339903475012,219,0.0209
-4.7371059800952775,-4.751217207992529,-4.707661582981805,-4.7411037896692845,-4.731151382613828,-4.780760579391751,-8.869338822230429,-8.698719193666744,-28.735120441850494,234,0.0209
-4.758900183182455,-4.777444447376878,-4.730032320960771,-4.762142667601316,-4.7528443020548785,-4.78514197132201,-8.190497037633518,-8.374881462454924,-25.820013067452162,79,0.0174
-3.919611468063551,-4.384734517840316,-3.8289311336461247,-4.274372802522635,-4.399994377208165,-4.427031243334272,-8.753123156048538,-7.009753036740807,-6.774263202003903,134,0.3311
-4.224633092171788,-4.53249373890017,-4.1282948241972806,-4.452499333741857,-4.499664634733676,-4.545670222341362,-13.260423093924965,-11.935287475574734,-16.22531802623988,220,0.1905
-4.232609741653463,-4.545210566093433,-4.132315273546867,-4.458527401522683,-4.509541344498151,-4.543183585517822,-14.177133675425404,-12.420463838436204,-16.11439207937442,21,0.1905
-3.9082051679888457,-4.395354260108571,-3.826719304444673,-4.288567903002332,-4.471759356437449,-4.426711625876803,-9.156250011042294,-7.4408692153762885,-7.2244612406989175,194,0.3311
-3.545662589019741,-4.128932285951705,-3.503364956071129,-4.003210451680705,-4.329523437365003,-4.228691460812148,-7.040976777657316,-5.2550946884565946,-4.196604129029355,102,0.6918
-4.608953691380415,-4.695079658666563,-4.52418191178344,-4.652978507816778,-4.646969117983491,-4.676525192572454,-15.584913460692553,-14.915918005067095,-34.51111122234936,242,0.0759
-4.545246771913534,-4.666670869127772,-4.452964493749686,-4.615945429914718,-4.59059812548193,-4.685465023282783,-16.241030043011026,-15.442896699828971,-31.8533385766012,223,0.0912
-4.759644589846491,-4.762205085661474,-4.738556515715037,-4.754295571265614,-4.751868248169734,-4.766391939251266,-7.594277813867806,-7.160457411152769,-22.989700916459782,3,0.0145
-4.714244852894027,-4.741501760487551,-4.673747947857409,-4.724259608020066,-4.702431146423618,-4.814822677747163,-10.45143294778271,-10.186910015632995,-33.97004076072988,22,0.0302
-3.4942121946081652,-4.036658518421917,-3.4639102493894374,-3.9286948298257474,-4.340475760015861,-4.202633203988389,-7.114286144550061,-5.249263934057023,-4.146564896700656,174,0.8318
-4.09155377813783,-4.458742370040425,-3.98837831568385,-4.352666234555477,-4.475100319712154,-4.456549346598552,-9.916848384779753,-8.28602544110871,-9.211887040337409,94,0.2754
-4.789278377112254,-4.780131279842958,-4.770137109435882,-4.772704325924152,-4.767072733418844,-4.916127821761426,-6.621103562495885,-6.546321565054984,-17.332384436647956,180,0.0100
-4.527148373162713,-4.671444154237515,-4.454680763118914,-4.632028492740802,-4.586827784437133,-4.665008317905092,-15.540121811883761,-14.871043202055212,-34.94997325393841,215,0.0759
-4.537163481362189,-4.671000427005818,-4.466267720612574,-4.632130000587304,-4.588845182143785,-4.652345902760554,-15.50753123517869,-14.829922116608994,-35.301898897762456,221,0.0759
-4.545041827501035,-4.664523968548557,-4.454203945787926,-4.618998741463087,-4.6153310431401975,-4.648197016893223,-15.990105887413693,-15.186034761583622,-32.105177160834785,242,0.0912
-4.214306940909895,-4.505832204352136,-4.1139884199079155,-4.432388836306184,-4.476684571191783,-4.532410225434468,-13.500977060261523,-12.118899286082303,-16.651503484565218,131,0.1905
-3.9380297594838702,-4.453258517419054,-3.849248913116755,-4.329256339932585,-4.465438992004752,-4.425059509806425,-8.787805215871629,-6.980116971231641,-7.068865585154148,106,0.3311
-3.8151309271230605,-4.308538328475287,-3.7422102577777454,-4.194271890396564,-4.376387518753001,-4.349089798342829,-7.394186130626004,-6.858345769894103,-4.956883274173903,239,0.4786
-4.755309830770985,-4.768275565353213,-4.74322405321878,-4.763457166755475,-4.75288758321697,-4.784515542542632,-6.64774970623563,-6.5661253052266035,-17.801300838087858,221,0.0100
-4.685201569590631,-4.715016931163078,-4.638969748953558,-4.698382538834198,-4.683350308825126,-4.7945953406728945,-11.513169167049963,-11.206098967467378,-36.125183373845346,97,0.0363
-4.377415774573465,-4.615674449837506,-4.260234691670907,-4.532923254892875,-4.5371553970803395,-4.575006017876829,-14.664497385448536,-13.481655938185012,-20.653099537206952,67,0.1585
-4.732512461466765,-4.752675052012571,-4.696872559619428,-4.737698254149116,-4.752679598555159,-4.806603514302625,-9.76167309409697,-9.557105718975013,-30.642258292619967,197,0.0251
-4.128931879288136,-4.505356377442961,-4.032553290092825,-4.415018573136622,-4.475083722132593,-4.51148868684583,-12.025699404019992,-10.543998318982796,-12.453466110557569,247,0.2291
-4.33907130840365,-4.566449218172234,-4.243125337956576,-4.496108004883011,-4.557588546651057,-4.554981059194294,-15.14198544616875,-13.925031715703525,-20.797394643438757,133,0.1585
-4.242368370026124,-4.519706259118701,-4.13658372067972,-4.439409059944219,-4.496368321927753,-4.52600284953433,-13.660909457024456,-12.204698901743225,-15.670182827014898,63,0.1905
-4.068321303465924,-4.466394326431923,-3.9717027733099575,-4.3587672854613375,-4.443598081940668,-4.475340884401289,-10.516541838713012,-8.875328023193918,-9.322497443773548,226,0.2754
-4.49754010258084,-4.677090685392033,-4.395871694224758,-4.608579023271949,-4.5946742279765775,-4.629096716663299,-16.06041576036903,-15.160929176905732,-28.924079548385393,92,0.1096
-4.626612712270366,-4.7031238796328205,-4.567014129750117,-4.675278994403765,-4.652654029895041,-4.698043803795549,-13.656804726201608,-13.19787065580997,-36.73279005544763,174,0.0525
-4.60826332898588,-4.721474963100381,-4.523002331520263,-4.670529655670887,-4.6321015883895384,-4.780914218525563,-15.526995827806678,-14.886923364036864,-34.886332953900556,240,0.0759
-3.5704252714258002,-4.151586129429322,-3.523958558634815,-4.032255032346592,-4.326225529111407,-4.266393907700046,-7.233025940543261,-5.2542484673934835,-4.243735312919793,93,0.6918
-4.773849654725287,-4.780176808849869,-4.746309499143987,-4.767441556881198,-4.760487983219475,-4.7999866059603935,-7.700287664454911,-7.570127420794999,-23.035591531315283,243,0.0145
-3.6578136716275687,-4.212540149177309,-3.603961860530894,-4.0949449862258875,-4.338645227305959,-4.286589938783779,-7.135806331347479,-5.3058706360190415,-4.358434788173824,72,0.5754
-4.513982286294424,-4.664227127543491,-4.428389128605179,-4.616886430691808,-4.586707778939795,-4.648767330437115,-15.931040643599971,-15.075872025671739,-32.30317609436226,5,0.0912
-3.5503717407588296,-4.098141153739291,-3.508453696460151,-3.9854127096551175,-4.240823658076025,-4.247347362849661,-7.136043990491994,-5.308601257583917,-4.2150557682029826,141,0.6918
-4.76776816135887,-4.767395384723958,-4.751050669789266,-4.7621223108363715,-4.756038688309437,-4.77484041521063,-6.6646526520518155,-6.581826291673877,-18.153262045061737,142,0.0100
-4.538359801255107,-4.6649363171869345,-4.447330412053644,-4.616092516485268,-4.62047186781635,-4.700750358822078,-15.775020999152833,-15.004526137447815,-32.35097412085688,43,0.0912
-4.015019047601349,-4.438280110307502,-3.929493102030685,-4.33850095038543,-4.432312286510545,-4.459626274702507,-10.365700108650895,-8.618388419023379,-9.360724440201091,21,0.2754
-4.011319940252938,-4.427227400211165,-3.919997287707543,-4.333087605383297,-4.5074202815595665,-4.446632583895388,-10.510651391875795,-8.91866514721335,-9.435543954526782,33,0.2754
-4.7394991707748195,-4.760227251624112,-4.70925297346477,-4.7469070707706145,-4.741007620528513,-4.7904665085638225,-8.849850549348044,-8.674808390881413,-29.129021308530497,141,0.0209
-3.484961189219389,-4.006741496925586,-3.439678047593786,-3.8867370770109515,-4.189663641011566,-4.162240051420307,-7.194303814508224,-5.24861562976332,-4.12874053505651,246,0.8318
-4.746042836779487,-4.7631098893028065,-4.720201895127237,-4.75210737072396,-4.737015764967555,-4.775155734013168,-8.128639714315169,-7.993420141241542,-26.106159337452812,2,0.0174
-4.223297023251633,-4.543572081994169,-4.131796733958485,-4.463355480641097,-4.493804969230527,-4.540991997248546,-13.338722233002086,-11.983001551624069,-16.02288287757543,105,0.1905
-4.343100043407331,-4.565905038821842,-4.2396401282303895,-4.493904964239136,-4.5885577534475095,-4.577458758402638,-15.11163494413411,-13.898033604175662,-19.716346935915503,226,0.1585
-4.662190341803751,-4.720873740248808,-4.608175314619249,-4.6962615375859675,-4.684090116585635,-4.720630302134645,-12.47548764391449,-12.078806487871235,-37.237240030015144,22,0.0437
-4.580992169506669,-4.699936445906712,-4.502032108415709,-4.654568104108344,-4.616176093106856,-4.68438681926161,-15.48320110301954,-14.848402400041932,-34.81751750525854,18,0.0759
-4.735994451772638,-4.750220897125303,-4.70712006050485,-4.739831369471789,-4.750692507391833,-4.764318505239029,-8.80300731849191,-8.638232191199227,-28.491409025983966,238,0.0209
-4.746833400225229,-4.761728149850554,-4.725311972931809,-4.753350239203277,-4.738487364677638,-4.774847185273756,-7.411682069160134,-7.329428149438535,-23.127506943573586,207,0.0145
-4.245867076528932,-4.556188824327129,-4.1465078013075045,-4.469580518689757,-4.508024865309238,-4.541072796424685,-13.709105281428718,-12.278096810803634,-16.233319433526578,165,0.1905
-3.762505544609217,-4.3017926004046325,-3.6955576444046527,-4.173774160210614,-4.310835679679116,-4.367509773132388,-7.465488998989687,-5.715596814681576,-4.79933534014951,178,0.4786
