newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
-0.08180860818051375,-0.23352774185694924,-0.19110700422885094,-0.1751530622609253,-0.24576046678171262,-11.828577664381156,-11.05264906798172,-27.48733980920465,174,0.0912
-0.06823681412036517,-0.10478205266819507,-0.06952903191197007,-0.04019454537447582,-0.0759453076323821,-7.825327404107313,-7.4550914790956675,-32.669871639208544,62,0.0437
-0.07489749248700851,-0.16100868233776827,-0.12702665741344912,-0.13170026992389286,-0.16981453679924322,-11.140490732399654,-10.495370692720408,-30.461668287765125,57,0.0759
-0.1020196623488541,-0.4670279997967775,-0.3748774713721214,-0.40615831335591657,-0.46017916772360096,-8.109681405887365,-6.595750318640001,-8.160187374129679,215,0.2291
-0.05300474577887791,-0.5995044731963941,-0.47900158624921035,-0.6877631565605142,-0.6572185947358297,-3.7131776822089364,-1.8605002660898653,-1.1035780459988471,140,0.4786
-0.10906530803030423,-0.23111104929322718,-0.17068710558480468,-0.1640690905402487,-0.19496678892147737,-11.542847079649142,-10.752578109258799,-24.4949541347148,52,0.1096
-0.016849507133917925,-0.024909803010886643,-0.01772003324420444,-0.01745613612315764,-0.04429494105749066,-2.4199634428588896,-2.440474220778962,-15.171555806942914,222,0.0120
-0.014240047660489438,-0.03762081213831764,-0.03029558256456119,-0.026624755270625088,-0.1497979153949837,-1.950603387447505,-1.8675724255107586,-12.593776781043292,121,0.0100
-0.03239470611507864,-0.053241471474470316,-0.04098962211567742,-0.04177381742781914,-0.049793571950251796,-5.00440721121655,-4.784905536979353,-26.462529792597085,29,0.0251
-0.09076217582320845,-0.4695506862808498,-0.375095668856354,-0.4796547582421784,-0.5040289779037417,-6.8761848073486584,-5.290027019794867,-6.2216912504419115,118,0.2754
-0.04060766468969882,-0.08868417291671557,-0.06948887572223873,-0.039071704306723576,-0.08862821955327563,-5.898841052573645,-5.631758910792313,-29.206925112635208,71,0.0302
-0.03613009305822148,-0.04121384224869406,-0.026875009802770165,-0.015412400724075457,-0.04315513937111076,-3.795247655120879,-3.7040470827695158,-23.94898186127777,190,0.0209
-0.02358280116786267,-0.061131305781883555,-0.05178596564357463,-0.03898391785043683,-0.0911067354391551,-4.216407100855983,-4.044222518056221,-23.491145198317366,219,0.0209
-0.029444397113472638,-0.04355562501072451,-0.03344220668747998,-0.023489799632023675,-0.07309899640994683,-4.1616772392486245,-3.991057610684938,-24.027458858868687,234,0.0209
-0.028867862221684717,-0.04741212641610645,-0.032110346640544546,-0.02281198109410656,-0.0551096503612393,-3.460464716672746,-3.6448491414941544,-21.089980746491392,79,0.0174
-0.09068033441742661,-0.5558033841941917,-0.44544166887650943,-0.5710632435620402,-0.598100109688148,-4.924192022402413,-3.180821903094683,-2.945332068357779,134,0.3311
-0.09633826797450769,-0.4041989147028892,-0.3242045095445764,-0.37136981053639634,-0.417375398144081,-9.132128269727685,-7.806992651377453,-12.097023202042598,220,0.1905
-0.10029446810659616,-0.41289529254656604,-0.3262121279758166,-0.3772260709512845,-0.41086831197095486,-10.044818401878537,-8.288148564889337,-11.982076805827552,21,0.1905
-0.08148586354417332,-0.5686349556638985,-0.4618485985576587,-0.6450400519927769,-0.5999923214321303,-5.329530706597621,-3.6141499109316158,-3.3977419362542443,194,0.3311
-0.0422976329486122,-0.6255673298805758,-0.4998454956095765,-0.8261584812938737,-0.725326504741019,-3.537611821586188,-1.7517297323854666,-0.6932391729582263,102,0.6918
-0.08477177959697381,-0.1708977468831228,-0.1287965960333386,-0.12278720620005028,-0.15234328078901327,-11.060731548909114,-10.391736093283656,-29.986929310565923,242,0.0759
-0.09228227816384868,-0.21370637537808676,-0.162980936165034,-0.13763363173224433,-0.2325005295330977,-11.788065549261342,-10.989932206079285,-27.400374082851517,223,0.0912
-0.02108807413145548,-0.023648569946438977,-0.015739055550579962,-0.01331173245469746,-0.02783542353623027,-2.8557212981527704,-2.4219008954377346,-18.251144400744742,3,0.0145
-0.04049690503661784,-0.06775381263014107,-0.05051166016265701,-0.028683198566209645,-0.14107472988975364,-5.7776849999253015,-5.513162067775586,-29.29629281287247,22,0.0302
-0.030301945218728164,-0.5727482690324796,-0.46478458043631016,-0.876565510626424,-0.7387229545989518,-3.650375895160623,-1.7853536846675846,-0.6826546473112179,174,0.8318
-0.10317546245397911,-0.4703640543565754,-0.36428791887162726,-0.4867220040283033,-0.46817103091470147,-5.928470069095902,-4.297647125424859,-5.223508724653558,94,0.2754
-0.01914126767637387,-0.00999417040707631,-0.0025672164882716017,0.0030643760170365685,-0.14599071232554464,-1.8509664530600052,-1.7761844556191038,-12.562247327212077,180,0.0100
-0.07246761004379895,-0.21676339111860185,-0.1773477296218889,-0.13214702131821948,-0.21032755478617832,-11.085441048764846,-10.416362438936298,-30.495292490819498,215,0.0759
-0.07089576074961385,-0.20473270639324223,-0.1658622799747286,-0.12257746153120923,-0.18607818214797855,-11.041263514566113,-10.363654395996418,-30.83563117714988,221,0.0759
-0.0908378817131095,-0.21032002276063058,-0.16479479567516148,-0.1611270973522725,-0.1939930711052978,-11.535901941625768,-10.731830815795698,-27.65097321504685,242,0.0912
-0.10031852100198001,-0.3918437844442212,-0.3184004163982682,-0.36269615128386806,-0.41842180552655184,-9.386988640353607,-8.00491086617439,-12.537515064657303,131,0.1905
-0.08878084636711576,-0.6040096043023001,-0.4800074268158309,-0.6161900788879975,-0.5758105966896706,-4.938556302754875,-3.130868058114886,-3.2196166720373944,106,0.3311
-0.07292066934531517,-0.566328070697542,-0.4520616326188192,-0.634177260975256,-0.6068795405650851,-3.6519758728482596,-3.1161355121163576,-1.214673016396157,239,0.4786
-0.012085777552204363,-0.025051512134432328,-0.02023311353669417,-0.009663529998189896,-0.04129148932385182,-1.9045256530168484,-1.8229012520078227,-13.058076784869078,221,0.0100
-0.04623182063707319,-0.07604718220952006,-0.059412789880640415,-0.04438055987156921,-0.15562559171933654,-6.874199418096404,-6.567129218513822,-31.486213624891793,97,0.0363
-0.11718108290255791,-0.3554397581665999,-0.2726885632219701,-0.27692070540943303,-0.31477132620592313,-10.40426269377763,-9.221421246514106,-16.392864845536042,67,0.1585
-0.03563990184733684,-0.055802492393144526,-0.04082569452968775,-0.05580703893573154,-0.10973095468319691,-5.064800534477541,-4.860233159355586,-25.945385733000535,197,0.0251
-0.09637858919531002,-0.47280308735013604,-0.3824652830437961,-0.4425304320397677,-0.47893539675300306,-7.993146113927168,-6.5114450288899715,-8.420912820464743,247,0.2291
-0.09594597044707448,-0.32332388021565855,-0.25298266692643606,-0.31446320869448285,-0.31185572123771904,-10.898860108212176,-9.681906377746952,-16.554269305482176,133,0.1585
-0.10578464934640484,-0.3831225384389811,-0.30282533926449945,-0.3597846012480337,-0.3894191288546105,-9.524325736344736,-8.068115181063504,-11.53359910633518,63,0.1905
-0.09661853015596653,-0.49469155312196617,-0.3870645121513807,-0.47189530863071094,-0.5036381110913332,-6.544839065403055,-4.9036252498839605,-5.35079467046359,226,0.2754
-0.10166840835608087,-0.2812189911672734,-0.21270732904718948,-0.1988025337518187,-0.23322502243854146,-11.664544066144272,-10.765057482680973,-24.528207854160637,92,0.1096
-0.05959858252025005,-0.13610974988270375,-0.10826486465364817,-0.0856399001449238,-0.13102967404543253,-9.089790596451492,-8.630856526059851,-32.16577592569752,174,0.0525
-0.08526099746561823,-0.19847263158011869,-0.1475273241506235,-0.10909925686927446,-0.2579118870053006,-11.00399349628641,-10.363921032516602,-30.363330622380293,240,0.0759
-0.046466712790984216,-0.627627570794507,-0.5082964737117768,-0.8022669704765915,-0.74243534906523,-3.709067381908445,-1.7302899087586685,-0.719776754284978,93,0.6918
-0.027540155581299894,-0.03386730970588295,-0.021132057737209754,-0.014178484075489651,-0.05367710681640743,-2.953978165310924,-2.8238179216510124,-18.289282032171293,243,0.0145
-0.05385181109667467,-0.6085782886464148,-0.49098312569499375,-0.7346833667750648,-0.6826280782528844,-3.5318444708165857,-1.7019087754881477,-0.7544729276429304,72,0.5754
-0.08559315768924598,-0.23583799893831275,-0.1884973020866285,-0.15831865033461678,-0.22037820183193696,-11.502651514994788,-10.647482897066558,-27.874786965757075,5,0.0912
-0.04191804429867842,-0.5896874572791388,-0.4769590131949666,-0.7323699616158735,-0.7388936663895093,-3.6275902940318434,-1.8001475611237658,-0.7066020717428314,141,0.6918
-0.016717491569603917,-0.01634471493469187,-0.011071641047106116,-0.004988018520171235,-0.023789745421364587,-1.91360198226255,-1.8307756218846105,-13.402211375272476,142,0.0100
-0.09102938920146375,-0.2176059051332914,-0.16876210443162382,-0.17314145576270626,-0.2534199467684345,-11.32769058709919,-10.557195725394172,-27.903643708803234,43,0.0912
-0.08552594557066398,-0.5087870082768163,-0.4090078483547448,-0.5028191844798593,-0.5301331726718216,-6.4362070066202115,-4.688895316992695,-5.431231338170405,21,0.2754
-0.09132265254539465,-0.5072301125036216,-0.41309031767575455,-0.5874229938520235,-0.5266352961878447,-6.5906541041682525,-4.998667859505807,-5.515546666819238,33,0.2754
-0.030246197310050096,-0.05097427815934297,-0.0376540973058447,-0.031754647063742515,-0.08121353509905278,-4.140597575883276,-3.9655554174166414,-24.41976833506573,141,0.0209
-0.04528314162560285,-0.5670634493318008,-0.44705902941716563,-0.7499855934177798,-0.7225620038265198,-3.754625766914438,-1.8089375821695344,-0.689062487462724,246,0.8318
-0.025840941652248296,-0.042907994175569494,-0.03190547559672075,-0.016813869840317335,-0.054953838885929425,-3.4084378191879283,-3.273218246114306,-21.38595744232558,2,0.0174
-0.09150028929314787,-0.41177534803568305,-0.3315587466826118,-0.3620082352720416,-0.4091952632900608,-9.206925499043601,-7.851204817665584,-11.891086143616947,105,0.1905
-0.10345991517694168,-0.32626491059145296,-0.25426483600874716,-0.34891762521712,-0.3378186301722479,-10.871994815903722,-9.658393475945273,-15.476706807685115,226,0.1585
-0.05401502718450196,-0.11269842562955967,-0.08808622296671809,-0.07591480196638582,-0.11245498751539576,-7.867312329295241,-7.470631173251984,-32.62906471539589,22,0.0437
-0.07896006109095961,-0.1979043374910017,-0.15253599569263424,-0.11414398469114627,-0.18235471084589971,-10.981168994603829,-10.346370291626224,-30.315485396842835,18,0.0759
-0.028874391267787937,-0.04310083662045207,-0.03271130896693904,-0.04357244688698339,-0.05719844473417916,-4.095887257987058,-3.9311121306943777,-23.784288965479124,238,0.0209
-0.021521427293418605,-0.03641617691874375,-0.028038266271467455,-0.013175391745829133,-0.049535212341945814,-2.686370096228323,-2.6041161765067264,-18.40219497064178,207,0.0145
-0.09935927522142714,-0.4096810230196242,-0.32307271738225246,-0.36151706400173345,-0.3945649951171812,-9.56259748012121,-8.131589009496132,-12.086811632219076,165,0.1905
-0.06694790020456368,-0.6062349559999792,-0.4782165158059618,-0.6152780352744632,-0.6719521287277357,-3.7699313545850357,-2.0200391702769234,-1.1037776957448568,178,0.4786
-0.048516482978258946,-0.6307108366661652,-0.5052034046806791,-0.7327506650953839,-0.7154550847312718,-3.557492853708944,-1.7284424254090802,-0.7803464219281974,222,0.5754
-0.04571707366898557,-0.6141397748004315,-0.49470384595043104,-0.7824485900537322,-0.7609880245392792,-3.545284123286422,-1.6653362292451106,-0.6517074245305411,78,0.6918
-0.0163852429110215,-0.02326633108303875,-0.01589062059208946,-0.01313565569492647,-0.03490562895430077,-1.9400095892274245,-1.8565828256803525,-12.414142133217256,138,0.0100
-0.09459637210134203,-0.31458902076500017,-0.2515865838580786,-0.23388360736943853,-0.29206620336288813,-11.627973385593796,-10.569700696012344,-20.71467396332713,71,0.1318
-0.08449586694139867,-0.534764676093029,-0.4170509852917704,-0.5431073679975307,-0.5541698222655924,-5.1768086631696795,-3.486423094970418,-3.8472324969593483,73,0.3311
-0.09691517741650374,-0.2587641616939007,-0.19833919369172198,-0.16417856393846508,-0.22366619875304902,-11.258699042173085,-10.329374624087137,-25.34131997446209,41,0.1096
-0.050016216447045195,-0.6177908182783524,-0.5044459430594587,-0.7464514762341706,-0.7254496196261104,-3.5809651418604966,-1.7024220468531637,-0.7104857727133626,13,0.5754
-0.10965182834195128,-0.253984890626886,-0.18737723204756482,-0.18231769674133008,-0.21977844890507978,-11.616760939414204,-10.711788920141146,-24.658111486814164,124,0.1096
