HO_BT,HOL_BT,BIN,BINL,N,M,K,L,epoch
-0.426749,-0.426749,-0.426749,-0.426749,1000,23357,2,1,29
-1.42199,-1.23637,-1.37271,-1.26192,1000,2636,6,1,45
-1.23197,-1.28236,-1.23402,-1.30256,1000,8858,8,0,40
-0.954343,-1.05986,-0.967006,-1.08676,1000,1623,4,0,24
-0.427773,-0.427773,-0.427773,-0.427773,1000,48329,2,1,4
-1.77491,-1.5233,-1.71219,-1.59367,1000,1623,8,1,40
-0.834421,-0.897432,-0.838823,-0.912041,1000,3359,4,0,1
-0.611953,-0.611953,-0.611953,-0.611953,1000,2069,2,0,44
-0.465124,-0.465124,-0.465124,-0.465124,1000,8858,2,1,47
-1.69483,-1.32138,-1.62812,-1.32648,1000,23357,8,1,36
-0.626148,-0.626148,-0.626148,-0.626148,1000,1000,2,0,3
-1.91856,-1.56456,-1.85017,-1.62054,1000,3359,10,1,16
-1.44417,-1.19581,-1.38731,-1.22067,1000,6951,6,1,26
-0.448103,-0.448103,-0.448103,-0.448103,1000,29763,2,0,49
-0.427793,-0.427793,-0.427793,-0.427793,1000,61584,2,1,10
-1.54477,-1.34445,-1.4728,-1.36956,1000,1274,6,1,34
-0.83171,-0.836277,-0.831936,-0.83674,1000,78475,4,0,11
-1.27708,-1.39387,-1.28497,-1.42976,1000,2636,8,0,6
-0.500534,-0.500534,-0.500534,-0.500534,1000,6951,2,1,18
-1.73265,-1.41822,-1.66867,-1.46513,1000,1623,8,1,0
-0.451859,-0.451859,-0.451859,-0.451859,1000,8858,2,0,18
-0.864351,-0.876885,-0.864758,-0.880597,1000,18329,4,0,39
-1.25596,-1.40855,-1.26608,-1.45285,1000,1274,6,0,31
-1.40469,-1.1333,-1.34922,-1.14013,1000,23357,6,1,40
-0.976298,-1.05177,-0.984465,-1.07237,1000,2069,4,0,46
-1.98574,-1.56965,-1.90271,-1.6267,1000,3359,10,1,26
-1.28793,-1.30133,-1.28813,-1.30195,1000,37926,8,0,46
-0.425911,-0.425911,-0.425911,-0.425911,1000,78475,2,0,1
-0.465809,-0.465809,-0.465809,-0.465809,1000,11288,2,1,29
-1.37315,-1.08926,-1.3193,-1.09172,1000,29763,6,1,8
-0.857181,-0.867947,-0.857727,-0.869234,1000,37926,4,0,47
-1.68948,-1.3475,-1.62253,-1.3903,1000,6951,8,1,41
-1.382,-1.38928,-1.3822,-1.39123,1000,78475,10,0,38
-0.999233,-0.843846,-0.964731,-0.844607,1000,29763,4,1,22
-1.49368,-1.65919,-1.49681,-1.73557,1000,2069,10,0,43
-1.69695,-1.38542,-1.62807,-1.41767,1000,5455,8,1,1
-0.442874,-0.442874,-0.442874,-0.442874,1000,14384,2,1,33
-0.530404,-0.530404,-0.530404,-0.530404,1000,3359,2,0,44
-1.29951,-1.37819,-1.29907,-1.41322,1000,3359,8,0,32
-1.4688,-1.69266,-1.48077,-1.80054,1000,1000,10,0,10
-0.981899,-1.05355,-0.98676,-1.06636,1000,2636,4,0,36
-1.07025,-0.939441,-1.03696,-0.943789,1000,3359,4,1,4
-1.58132,-1.37005,-1.52214,-1.41239,1000,1623,6,1,38
-1.90922,-1.45932,-1.83065,-1.48135,1000,8858,10,1,28
-1.9027,-1.41898,-1.82236,-1.42882,1000,18329,10,1,33
-1.06931,-0.935049,-1.02977,-0.940918,1000,5455,4,1,2
-1.69974,-1.37674,-1.63131,-1.39093,1000,2636,8,1,40
-0.891356,-0.945353,-0.893394,-0.952526,1000,4281,4,0,33
-1.49089,-1.31838,-1.45077,-1.36584,1000,2069,6,1,41
-1.07726,-0.957723,-1.04931,-0.971619,1000,3359,4,1,10
-1.11574,-1.01707,-1.08814,-1.02425,1000,2069,4,1,40
-1.11384,-1.17512,-1.11637,-1.19454,1000,5455,6,0,19
-1.3603,-1.53598,-1.37875,-1.59333,1000,1623,8,0,25
-0.475657,-0.475657,-0.475657,-0.475657,1000,8858,2,0,37
-0.833381,-0.858649,-0.832515,-0.861026,1000,14384,4,0,41
-0.854949,-0.864469,-0.855281,-0.865147,1000,29763,4,0,12
-1.19437,-1.34309,-1.20698,-1.40236,1000,1623,6,0,18
-0.996194,-0.848312,-0.962538,-0.84911,1000,18329,4,1,15
-0.490343,-0.490343,-0.490343,-0.490343,1000,5455,2,1,0
-0.824293,-0.833599,-0.824305,-0.834798,1000,37926,4,0,43
-1.67848,-1.26026,-1.60807,-1.26214,1000,61584,8,1,19
-1.37204,-1.43897,-1.37603,-1.46337,1000,8858,8,0,49
-1.04965,-0.923994,-1.01613,-0.927024,1000,11288,4,1,24
-1.71904,-1.3673,-1.65345,-1.39603,1000,6951,8,1,37
-1.36783,-1.47086,-1.36784,-1.5107,1000,4281,8,0,1
-1.48818,-1.69513,-1.4909,-1.78995,1000,1274,10,0,30
-0.416475,-0.416475,-0.416475,-0.416475,1000,78475,2,1,14
-1.30547,-1.33022,-1.30568,-1.33725,1000,18329,8,0,9
-1.40367,-1.11267,-1.34822,-1.11451,1000,37926,6,1,18
-0.526496,-0.526496,-0.526496,-0.526496,1000,5455,2,0,40
-1.12495,-1.21066,-1.12707,-1.23444,1000,5455,6,0,45
-0.464639,-0.464639,-0.464639,-0.464639,1000,8858,2,1,20
-0.422385,-0.422385,-0.422385,-0.422385,1000,37926,2,1,48
-1.11382,-1.18979,-1.12301,-1.22789,1000,2636,6,0,4
-0.589524,-0.589524,-0.589524,-0.589523,1000,1000,2,0,43
-0.927176,-1.00736,-0.937553,-1.02996,1000,2636,4,0,33
-0.480113,-0.480113,-0.480113,-0.480113,1000,6951,2,1,39
-1.49946,-1.29766,-1.46164,-1.33743,1000,1274,6,1,10
-1.27262,-1.28011,-1.27288,-1.28136,1000,61584,8,0,1
-0.838401,-0.856693,-0.839572,-0.859279,1000,23357,4,0,49
-1.46304,-1.51266,-1.46425,-1.53035,1000,8858,10,0,12
-1.24273,-1.25709,-1.24287,-1.25993,1000,37926,8,0,43
-1.10689,-1.11368,-1.10735,-1.11541,1000,78475,6,0,19
-1.04702,-0.893891,-1.0096,-0.90062,1000,14384,4,1,33
-1.06472,-1.089,-1.06577,-1.09353,1000,18329,6,0,27
-1.80192,-1.65091,-1.75361,-1.69662,1000,1000,8,1,40
-0.421568,-0.421568,-0.421568,-0.421568,1000,48329,2,0,48
-1.46471,-1.24942,-1.41206,-1.28005,1000,5455,6,1,16
-0.423802,-0.423802,-0.423802,-0.423802,1000,37926,2,1,0
-0.877227,-0.928912,-0.878929,-0.936806,1000,5455,4,0,22
-1.40359,-1.11151,-1.3487,-1.11151,1000,23357,6,1,46
-0.434343,-0.434343,-0.434343,-0.434343,1000,29763,2,1,27
-0.986718,-1.04558,-0.991422,-1.05317,1000,1623,4,0,48
-0.422787,-0.422787,-0.422787,-0.422787,1000,23357,2,0,38
-1.12916,-1.27778,-1.13343,-1.31291,1000,1274,6,0,39
-1.21415,-1.31075,-1.21801,-1.34429,1000,2636,6,0,37
-1.31777,-1.49242,-1.30827,-1.51937,1000,1274,8,0,2
-1.87115,-1.33983,-1.78586,-1.34996,1000,14384,10,1,29
-1.73455,-1.39378,-1.65955,-1.42856,1000,3359,8,1,49
-1.25192,-1.26972,-1.25081,-1.27343,1000,18329,8,0,0
-1.38655,-1.08993,-1.33141,-1.09152,1000,48329,6,1,10
-1.41265,-1.11797,-1.35682,-1.11801,1000,61584,6,1,12
-1.50363,-1.6311,-1.51138,-1.69484,1000,2069,10,0,6
-1.06922,-1.07668,-1.06967,-1.07845,1000,61584,6,0,8
-1.46539,-1.49678,-1.46665,-1.50755,1000,14384,10,0,31
-0.444276,-0.444276,-0.444276,-0.444276,1000,23357,2,0,13
-0.470937,-0.470937,-0.470937,-0.470937,1000,8858,2,1,9
-1.38664,-1.60841,-1.41662,-1.65187,1000,1000,8,0,43
-1.0075,-0.849116,-0.972828,-0.850473,1000,37926,4,1,37
-1.10606,-1.11596,-1.10637,-1.11875,1000,48329,6,0,22
-1.93693,-1.46639,-1.85919,-1.46997,1000,23357,10,1,7
-0.877816,-0.915614,-0.874616,-0.9206,1000,5455,4,0,21
-0.965394,-1.05612,-0.975254,-1.0725,1000,2069,4,0,34
-0.474747,-0.474747,-0.474747,-0.474747,1000,11288,2,1,25
-0.421331,-0.421331,-0.421331,-0.421331,1000,100000,2,0,15
-1.92796,-1.47556,-1.84911,-1.4851,1000,8858,10,1,24
-1.12497,-1.26738,-1.13045,-1.29479,1000,2636,6,0,32
-1.10422,-0.998301,-1.07308,-1.00959,1000,5455,4,1,23
-0.991599,-0.838716,-0.958056,-0.840257,1000,29763,4,1,26
-1.08105,-1.11628,-1.08504,-1.11924,1000,1000,4,0,45
-0.873352,-0.891328,-0.874565,-0.896066,1000,18329,4,0,0
-0.670433,-0.670433,-0.670433,-0.670433,1000,1274,2,0,43
-1.93064,-1.56493,-1.84367,-1.62172,1000,2636,10,1,48
-1.40696,-1.19673,-1.35522,-1.21439,1000,3359,6,1,48
-1.03845,-0.907697,-1.0054,-0.908967,1000,14384,4,1,25
-1.39954,-1.47852,-1.40081,-1.50694,1000,6951,10,0,11
-0.437756,-0.437756,-0.437756,-0.437756,1000,23357,2,1,20
-1.27128,-1.30795,-1.27347,-1.32125,1000,14384,8,0,32
-1.71567,-1.43013,-1.65389,-1.48413,1000,3359,8,1,41
-0.439934,-0.439934,-0.439934,-0.439934,1000,23357,2,1,41
-0.463671,-0.463671,-0.463671,-0.463671,1000,8858,2,1,49
-1.10525,-1.12873,-1.10664,-1.13471,1000,18329,6,0,0
-0.54624,-0.54624,-0.54624,-0.54624,1000,4281,2,1,16
-1.27085,-1.31177,-1.27181,-1.32889,1000,11288,8,0,1
-1.9458,-1.44918,-1.8635,-1.45006,1000,78475,10,1,6
-1.8979,-1.38669,-1.81795,-1.38759,1000,100000,10,1,4
-1.94609,-1.47582,-1.86829,-1.47982,1000,48329,10,1,21
-1.74304,-1.44779,-1.67316,-1.51512,1000,2636,8,1,35
-0.620776,-0.620776,-0.620776,-0.620776,1000,1274,2,0,18
-0.58706,-0.58706,-0.58706,-0.58706,1000,1623,2,0,38
-1.0621,-1.06985,-1.06248,-1.07082,1000,78475,6,0,2
-1.11207,-1.11871,-1.11247,-1.12008,1000,100000,6,0,25
-0.469141,-0.469141,-0.469141,-0.469141,1000,14384,2,1,27
-1.34113,-1.3547,-1.34117,-1.35821,1000,37926,10,0,49
-0.440304,-0.440304,-0.440304,-0.440304,1000,37926,2,0,19
-1.6732,-1.26187,-1.6003,-1.26732,1000,18329,8,1,14
-0.421242,-0.421242,-0.421242,-0.421242,1000,18329,2,0,18
-1.68012,-1.28018,-1.60746,-1.29246,1000,14384,8,1,42
-0.902312,-0.941306,-0.903131,-0.950231,1000,5455,4,0,9
-0.495874,-0.495874,-0.495874,-0.495874,1000,8858,2,0,28
-1.15828,-1.08075,-1.13282,-1.10361,1000,2636,4,1,37
-1.97684,-1.47499,-1.8928,-1.4784,1000,29763,10,1,47
-1.36882,-1.07554,-1.31442,-1.07627,1000,78475,6,1,6
-1.40623,-1.41812,-1.40659,-1.42116,1000,48329,10,0,24
-1.27457,-1.28427,-1.27496,-1.28573,1000,48329,8,0,36
-1.54969,-1.38097,-1.50219,-1.42911,1000,2069,6,1,15
-0.61881,-0.61881,-0.61881,-0.61881,1000,2069,2,1,6
-1.01962,-0.867588,-0.986869,-0.86838,1000,61584,4,1,18
-1.13487,-1.20071,-1.1388,-1.23106,1000,4281,6,0,29
-1.95617,-1.63849,-1.89058,-1.71424,1000,1274,10,1,30
-1.3884,-1.13403,-1.33756,-1.13898,1000,23357,6,1,17
-1.98969,-1.70094,-1.92396,-1.78171,1000,1000,10,1,25
-1.64148,-1.216,-1.56781,-1.22146,1000,14384,8,1,28
-1.17311,-1.31998,-1.18772,-1.35358,1000,1274,6,0,49
-1.39647,-1.63188,-1.41079,-1.71353,1000,1000,10,0,39
-1.78194,-1.56885,-1.72904,-1.64592,1000,1000,8,1,22
-1.21659,-1.42955,-1.23881,-1.46531,1000,1000,6,0,43
-1.88419,-1.40752,-1.7994,-1.4288,1000,6951,10,1,24
-0.457689,-0.457689,-0.457689,-0.457689,1000,14384,2,0,46
-1.53734,-1.68406,-1.54145,-1.77082,1000,1274,10,0,22
-0.42139,-0.42139,-0.42139,-0.42139,1000,78475,2,0,46
-0.854993,-0.901106,-0.851654,-0.899243,1000,3359,4,0,4
-1.40752,-1.45947,-1.40854,-1.47166,1000,11288,10,0,4
-1.66432,-1.24873,-1.59293,-1.25017,1000,37926,8,1,27
-1.25956,-1.28676,-1.25972,-1.29254,1000,14384,8,0,13
-1.45094,-1.61438,-1.4508,-1.62233,1000,1623,10,0,13
-1.71447,-1.33213,-1.64512,-1.33704,1000,18329,8,1,7
-1.03587,-0.920394,-1.00283,-0.929033,1000,6951,4,1,39
-1.6266,-1.35911,-1.56245,-1.3853,1000,2636,8,1,9
-1.34727,-1.5057,-1.34945,-1.52524,1000,1274,8,0,34
-1.38521,-1.09282,-1.33117,-1.0935,1000,78475,6,1,0
-1.14729,-1.19908,-1.15069,-1.20712,1000,8858,6,0,40
-1.90565,-1.39741,-1.82178,-1.40734,1000,23357,10,1,13
-0.86517,-0.868833,-0.865363,-0.86978,1000,78475,4,0,17
-1.38909,-1.40968,-1.38891,-1.41759,1000,18329,10,0,4
-0.853493,-0.89972,-0.85687,-0.910605,1000,6951,4,0,18
-1.0465,-0.919344,-1.01217,-0.928961,1000,11288,4,1,29
-1.25258,-1.27964,-1.25354,-1.28645,1000,23357,8,0,23
-1.24539,-1.29499,-1.24675,-1.31306,1000,8858,8,0,9
-1.39527,-1.12108,-1.33708,-1.13063,1000,8858,6,1,36
-0.487352,-0.487352,-0.487352,-0.487352,1000,8858,2,1,44
-1.08882,-1.00515,-1.06334,-1.01552,1000,2636,4,1,29
-1.38337,-1.38913,-1.38352,-1.38988,1000,100000,10,0,11
-0.876404,-0.922058,-0.871464,-0.920072,1000,3359,4,0,42
-0.645546,-0.645546,-0.645546,-0.645546,1000,1000,2,1,19
-1.23372,-1.30489,-1.23481,-1.32874,1000,5455,8,0,31
-1.40439,-1.13833,-1.35024,-1.14453,1000,18329,6,1,3
-1.11306,-1.1427,-1.11481,-1.15279,1000,14384,6,0,34
-1.42101,-1.1878,-1.36995,-1.20398,1000,8858,6,1,46
-1.11473,-1.13185,-1.11556,-1.13649,1000,29763,6,0,36
-1.10536,-1.18293,-1.11302,-1.21291,1000,5455,6,0,43
-1.15053,-1.04283,-1.13452,-1.04472,1000,1274,4,1,1
-1.23644,-1.24607,-1.23656,-1.24664,1000,48329,8,0,35
-1.08158,-0.971224,-1.05022,-0.986023,1000,5455,4,1,37
-1.66825,-1.31995,-1.60083,-1.34828,1000,6951,8,1,30
-1.41397,-1.1756,-1.35966,-1.1945,1000,5455,6,1,3
-0.442357,-0.442357,-0.442357,-0.442357,1000,29763,2,1,12
-1.6821,-1.33446,-1.61546,-1.35076,1000,8858,8,1,46
-0.426696,-0.426696,-0.426696,-0.426696,1000,29763,2,1,31
-1.10889,-1.12557,-1.10849,-1.13146,1000,18329,6,0,49
-1.27127,-1.42822,-1.26304,-1.47505,1000,2069,8,0,20
-1.49358,-1.30108,-1.44396,-1.33645,1000,3359,6,1,39
-1.86699,-1.47187,-1.79411,-1.51014,1000,5455,10,1,6
-1.40712,-1.45784,-1.40603,-1.47748,1000,11288,10,0,17
-1.39358,-1.4313,-1.39454,-1.44099,1000,11288,10,0,34
-1.69438,-1.41131,-1.61499,-1.43305,1000,1623,8,1,25
-1.54593,-1.36252,-1.47663,-1.37829,1000,1274,6,1,30
-0.419346,-0.419346,-0.419346,-0.419346,1000,78475,2,1,1
-1.63385,-1.22978,-1.56486,-1.23186,1000,48329,8,1,10
-1.0079,-0.856977,-0.974245,-0.857609,1000,37926,4,1,19
-0.440845,-0.440845,-0.440845,-0.440845,1000,29763,2,1,23
-0.537631,-0.537631,-0.537631,-0.537631,1000,3359,2,0,49
-1.01334,-0.866659,-0.98076,-0.868599,1000,37926,4,1,36
-0.632709,-0.632709,-0.632709,-0.632709,1000,1623,2,0,24
-1.79829,-1.59343,-1.7655,-1.64466,1000,1000,8,1,32
-1.10565,-1.16447,-1.10838,-1.1886,1000,6951,6,0,39
-1.36692,-1.54443,-1.37049,-1.57257,1000,1274,10,0,44
-1.44741,-1.54498,-1.44848,-1.56072,1000,4281,10,0,33
-1.28724,-1.29369,-1.28726,-1.2943,1000,78475,8,0,0
-0.609971,-0.609971,-0.609971,-0.609971,1000,1274,2,0,3
-1.30277,-1.31816,-1.30297,-1.31899,1000,29763,8,0,24
-1.39837,-1.41544,-1.39855,-1.42135,1000,29763,10,0,33
-1.20677,-1.33618,-1.21258,-1.36426,1000,1623,6,0,19
-1.78054,-1.47716,-1.7056,-1.5222,1000,2636,8,1,8
-1.42606,-1.52868,-1.42425,-1.56339,1000,4281,10,0,27
-0.4052,-0.4052,-0.4052,-0.4052,1000,100000,2,0,24
-1.93944,-1.46132,-1.86,-1.46764,1000,18329,10,1,46
-1.27375,-1.49671,-1.30365,-1.56086,1000,1000,6,0,37
-1.68693,-1.32817,-1.62126,-1.33887,1000,8858,8,1,27
-1.82545,-1.66335,-1.79036,-1.76013,1000,1274,8,1,47
-2.04391,-1.7231,-1.96505,-1.83619,1000,1274,10,1,47
-0.875287,-0.915106,-0.877498,-0.921841,1000,6951,4,0,23
-1.70934,-1.32161,-1.63777,-1.32844,1000,23357,8,1,44
-1.3757,-1.06712,-1.31935,-1.06827,1000,37926,6,1,46
-1.67559,-1.25276,-1.60268,-1.25323,1000,100000,8,1,5
-0.426072,-0.426072,-0.426072,-0.426072,1000,61584,2,0,45
-1.10145,-1.10609,-1.10142,-1.10706,1000,100000,6,0,8
-0.991816,-1.05544,-0.992534,-1.0598,1000,1274,4,0,36
-0.472468,-0.472468,-0.472468,-0.472468,1000,6951,2,0,48
-0.860042,-0.870744,-0.861118,-0.872877,1000,37926,4,0,35
-1.66255,-1.325,-1.5958,-1.34672,1000,6951,8,1,2
-1.12097,-1.00437,-1.08786,-1.02503,1000,2636,4,1,23
-1.08201,-1.08679,-1.08228,-1.08767,1000,100000,6,0,10
-1.28989,-1.31923,-1.29051,-1.33295,1000,14384,8,0,27
-0.514277,-0.514277,-0.514277,-0.514277,1000,4281,2,0,42
-1.30717,-1.33925,-1.30775,-1.34349,1000,18329,8,0,49
-1.1086,-1.11496,-1.10874,-1.11613,1000,61584,6,0,17
-0.809722,-0.826205,-0.810821,-0.827604,1000,29763,4,0,2
-1.30083,-1.31596,-1.30093,-1.32002,1000,29763,8,0,3
-1.07818,-1.11431,-1.07909,-1.12906,1000,8858,6,0,16
-1.39193,-1.14655,-1.34117,-1.15029,1000,18329,6,1,28
-1.43352,-1.18825,-1.37122,-1.18969,1000,1623,6,1,16
-1.29526,-1.39758,-1.29667,-1.42885,1000,4281,8,0,41
-1.29429,-1.38417,-1.29654,-1.41904,1000,5455,8,0,29
-0.523685,-0.523685,-0.523685,-0.523685,1000,5455,2,0,4
-1.49621,-1.65082,-1.49984,-1.7455,1000,2069,10,0,18
-1.22652,-1.32886,-1.22679,-1.36405,1000,4281,8,0,24
-1.95426,-1.52217,-1.86683,-1.56494,1000,2636,10,1,16
-1.0858,-1.14227,-1.09538,-1.15738,1000,1000,4,0,35
-1.30694,-1.37303,-1.30885,-1.39609,1000,6951,8,0,19
-1.10649,-1.12006,-1.107,-1.12329,1000,37926,6,0,2
-1.92322,-1.42998,-1.84372,-1.43143,1000,61584,10,1,11
-0.937281,-1.02041,-0.94602,-1.03996,1000,2636,4,0,44
-0.417516,-0.417516,-0.417516,-0.417516,1000,48329,2,1,36
-1.01691,-0.875037,-0.979343,-0.876451,1000,6951,4,1,0
-1.2877,-1.33277,-1.28884,-1.34197,1000,8858,8,0,23
-1.07986,-1.09091,-1.08055,-1.09355,1000,37926,6,0,17
-1.2876,-1.29306,-1.28768,-1.29403,1000,100000,8,0,38
-1.42293,-1.2156,-1.36917,-1.25718,1000,3359,6,1,25
-1.4203,-1.4442,-1.4208,-1.45258,1000,23357,10,0,15
-1.41751,-1.57721,-1.42566,-1.6491,1000,1623,10,0,8
-1.17031,-1.30698,-1.18367,-1.33329,1000,2069,6,0,4
-0.481241,-0.481241,-0.481241,-0.481241,1000,11288,2,0,3
-1.44533,-1.47112,-1.44605,-1.47728,1000,18329,10,0,5
-1.91315,-1.47389,-1.83257,-1.51394,1000,6951,10,1,1
-1.95265,-1.6279,-1.8748,-1.70964,1000,2069,10,1,10
-0.614926,-0.614926,-0.614926,-0.614926,1000,1623,2,1,14
-0.422566,-0.422566,-0.422566,-0.422566,1000,37926,2,1,17
-1.88119,-1.53202,-1.7924,-1.59611,1000,2069,10,1,40
-0.847391,-0.856455,-0.847561,-0.856544,1000,37926,4,0,28
-1.35422,-1.47693,-1.35666,-1.50281,1000,3359,10,0,35
-1.52248,-1.68893,-1.53073,-1.78122,1000,2636,10,0,9
-0.431656,-0.431656,-0.431656,-0.431656,1000,29763,2,0,14
-1.51,-1.67434,-1.51959,-1.73507,1000,1623,10,0,23
-1.95633,-1.57314,-1.87769,-1.64112,1000,3359,10,1,28
-0.42789,-0.42789,-0.42789,-0.42789,1000,29763,2,0,1
-1.35508,-1.3648,-1.35534,-1.36615,1000,61584,10,0,43
-1.93028,-1.55865,-1.84788,-1.62654,1000,2636,10,1,6
-1.25921,-1.31107,-1.26022,-1.33316,1000,6951,8,0,25
-1.30583,-1.43802,-1.31123,-1.47941,1000,2636,8,0,14
-1.38514,-1.57218,-1.38615,-1.62198,1000,1274,10,0,42
-1.40891,-1.43983,-1.4097,-1.45663,1000,14384,10,0,43
-1.15977,-1.20677,-1.15913,-1.21937,1000,5455,6,0,34
-1.28296,-1.39576,-1.28731,-1.428,1000,3359,8,0,29
-0.409431,-0.409431,-0.409431,-0.409431,1000,100000,2,0,45
-1.69129,-1.30131,-1.62112,-1.30644,1000,18329,8,1,31
-0.41971,-0.41971,-0.41971,-0.41971,1000,61584,2,1,25
-1.28255,-1.39427,-1.28439,-1.4222,1000,4281,8,0,38
-1.3824,-1.39196,-1.38263,-1.39457,1000,48329,10,0,34
-0.426139,-0.426139,-0.426139,-0.426139,1000,61584,2,0,21
-1.4433,-1.45694,-1.44373,-1.46192,1000,37926,10,0,6
-1.38768,-1.39522,-1.38787,-1.39698,1000,61584,10,0,14
-0.666957,-0.666957,-0.666957,-0.666957,1000,1000,2,0,32
-0.888851,-0.963123,-0.893861,-0.968216,1000,2636,4,0,20
-1.80882,-1.55521,-1.75566,-1.62036,1000,1274,8,1,36
-0.817028,-0.827509,-0.817235,-0.829376,1000,37926,4,0,22
-1.23801,-1.27101,-1.23742,-1.27685,1000,14384,8,0,40
-1.70437,-1.32066,-1.63941,-1.32194,1000,61584,8,1,6
-1.06386,-0.94528,-1.02926,-0.949939,1000,4281,4,1,13
-1.65076,-1.47211,-1.66337,-1.52813,1000,1000,6,1,26
-0.873743,-0.882751,-0.874735,-0.884431,1000,48329,4,0,22
-0.531351,-0.531351,-0.531351,-0.531351,1000,4281,2,1,11
-1.38468,-1.39206,-1.38477,-1.39283,1000,78475,10,0,2
-0.422038,-0.422038,-0.422038,-0.422038,1000,61584,2,1,34
-1.9545,-1.46949,-1.87178,-1.47493,1000,18329,10,1,18
-1.00042,-0.845984,-0.966032,-0.847724,1000,48329,4,1,1
-1.56605,-1.39406,-1.53178,-1.39767,1000,1000,6,1,14
-1.12399,-1.19138,-1.1269,-1.21596,1000,5455,6,0,15
-0.884519,-0.894737,-0.884859,-0.898093,1000,29763,4,0,13
-1.06731,-1.08315,-1.06778,-1.08847,1000,23357,6,0,25
-1.40985,-1.41429,-1.40973,-1.41563,1000,78475,10,0,17
-1.31947,-1.32486,-1.31966,-1.32607,1000,78475,10,0,0
-1.0232,-1.09543,-1.02688,-1.11177,1000,1623,4,0,26
-1.86534,-1.38034,-1.78765,-1.38447,1000,37926,10,1,19
-1.11199,-1.19881,-1.11988,-1.2252,1000,4281,6,0,41
-1.13767,-1.16151,-1.13798,-1.16485,1000,14384,6,0,11
-0.959362,-1.07821,-0.972939,-1.10176,1000,2069,4,0,15
-0.978187,-0.813494,-0.942721,-0.816326,1000,23357,4,1,18
-0.855717,-0.86735,-0.856109,-0.868643,1000,37926,4,0,12
-1.36872,-1.38451,-1.36914,-1.39138,1000,29763,10,0,2
-0.95305,-1.01558,-0.953789,-1.02225,1000,3359,4,0,25
-1.75733,-1.448,-1.68971,-1.4917,1000,5455,8,1,34
-1.89156,-1.37221,-1.80684,-1.37886,1000,23357,10,1,33
-0.82702,-0.833742,-0.827403,-0.834742,1000,61584,4,0,33
-1.42868,-1.45912,-1.42929,-1.46958,1000,11288,10,0,40
-1.28989,-1.37946,-1.28949,-1.41276,1000,3359,8,0,30
-1.46133,-1.46808,-1.46141,-1.46985,1000,61584,10,0,34
-0.603637,-0.603637,-0.603637,-0.603637,1000,2636,2,1,31
-1.41456,-1.46862,-1.41481,-1.49342,1000,8858,10,0,47
-1.3557,-1.37735,-1.35681,-1.38572,1000,18329,10,0,18
-1.37344,-1.0768,-1.31899,-1.07771,1000,48329,6,1,2
-1.11624,-1.03406,-1.09376,-1.05871,1000,2636,4,1,41
-1.24355,-1.26456,-1.24358,-1.26768,1000,23357,8,0,0
-1.63262,-1.37314,-1.59076,-1.41556,1000,1274,6,1,33
-1.71687,-1.43563,-1.64816,-1.48089,1000,3359,8,1,26
-1.7378,-1.40432,-1.66437,-1.44804,1000,5455,8,1,37
-0.866862,-0.873155,-0.867038,-0.874479,1000,37926,4,0,8
-1.13819,-1.1967,-1.14167,-1.20776,1000,6951,6,0,19
-0.424529,-0.424529,-0.424529,-0.424529,1000,18329,2,0,4
-1.39371,-1.10849,-1.33714,-1.11407,1000,23357,6,1,18
-0.997732,-0.852629,-0.964901,-0.854104,1000,29763,4,1,13
-0.910382,-0.95894,-0.91364,-0.970745,1000,8858,4,0,32
-0.414691,-0.414691,-0.414691,-0.414691,1000,61584,2,0,25
-1.06966,-1.07569,-1.06983,-1.0765,1000,61584,6,0,38
-0.431768,-0.431768,-0.431768,-0.431768,1000,29763,2,0,24
-0.999049,-0.864945,-0.966035,-0.869074,1000,11288,4,1,1
-1.94476,-1.47223,-1.86752,-1.47668,1000,37926,10,1,47
-1.29419,-1.31294,-1.29582,-1.31946,1000,23357,8,0,40
-0.968462,-1.0423,-0.980309,-1.0547,1000,2636,4,0,48
-0.877534,-0.929033,-0.880019,-0.936359,1000,6951,4,0,9
-0.851894,-0.864579,-0.852366,-0.867376,1000,23357,4,0,8
-1.95136,-1.46877,-1.87291,-1.47001,1000,100000,10,1,11
-1.37381,-1.08536,-1.31906,-1.08812,1000,37926,6,1,49
-0.577381,-0.577381,-0.577381,-0.577381,1000,2636,2,0,41
-1.25093,-1.45106,-1.26444,-1.50529,1000,1274,6,0,1
-1.03411,-0.925114,-1.00337,-0.933653,1000,4281,4,1,37
-1.88171,-1.38544,-1.80309,-1.38595,1000,100000,10,1,40
-1.3913,-1.10979,-1.33637,-1.11833,1000,14384,6,1,39
-1.43334,-1.45801,-1.43435,-1.46642,1000,23357,10,0,3
-1.23926,-1.24609,-1.23961,-1.24724,1000,78475,8,0,23
-1.42741,-1.43438,-1.42748,-1.43501,1000,78475,10,0,6
-1.88745,-1.3904,-1.80866,-1.39113,1000,78475,10,1,25
-0.424014,-0.424014,-0.424014,-0.424014,1000,29763,2,1,33
-1.52576,-1.61378,-1.52658,-1.65859,1000,2636,10,0,23
-0.865343,-0.873304,-0.865516,-0.874202,1000,48329,4,0,26
-1.36127,-1.5307,-1.36959,-1.56345,1000,1274,8,0,36
-1.09857,-1.14441,-1.09814,-1.14536,1000,8858,6,0,30
-0.415699,-0.415699,-0.415699,-0.415699,1000,78475,2,1,12
