HO_BT,HOL_BT,BIN,BINL,N,M,K,L,epoch
-2.07402,-2.1233,-2.07563,-2.13594,1000,29763,4,0,44
-10.7997,-11.549,-10.8135,-12.0139,1000,14384,10,0,27
-0.596517,-0.596517,-0.596517,-0.596517,1000,1274,2,0,14
-14.862,-19.954,-14.8851,-21.3687,1000,48329,10,1,3
-0.410977,-0.410977,-0.410977,-0.410977,1000,100000,2,0,23
-6.32356,-8.28073,-6.33837,-8.49679,1000,100000,6,1,39
-4.46562,-4.56868,-4.46791,-4.60592,1000,61584,6,0,37
-6.33393,-8.24585,-6.34494,-8.59935,1000,61584,6,1,3
-0.651326,-0.651326,-0.651326,-0.651326,1000,1000,2,0,41
-0.547998,-0.547998,-0.547998,-0.547998,1000,4281,2,1,17
-2.34495,-2.62743,-2.36844,-2.70508,1000,2069,4,0,7
-10.9854,-12.7756,-11.0608,-13.7609,1000,2636,10,0,25
-10.8778,-11.2894,-10.8813,-11.544,1000,37926,10,0,11
-11.0038,-12.4821,-11.0645,-13.3568,1000,3359,10,0,5
-15.0217,-18.5271,-15.0617,-21.837,1000,5455,10,1,40
-4.54259,-5.09074,-4.58276,-5.31319,1000,4281,6,0,2
-10.3879,-13.9245,-10.4059,-14.5211,1000,78475,8,1,45
-0.42333,-0.42333,-0.42333,-0.42333,1000,61584,2,0,41
-0.438965,-0.438965,-0.438965,-0.438965,1000,14384,2,0,7
-2.12288,-2.21067,-2.12994,-2.24839,1000,14384,4,0,26
-11.346,-13.1381,-11.5293,-14.059,1000,1623,10,0,46
-10.3663,-13.8975,-10.3838,-14.574,1000,61584,8,1,37
-10.5132,-12.4905,-10.5597,-14.505,1000,4281,8,1,35
-0.419087,-0.419087,-0.419087,-0.419087,1000,61584,2,1,5
-14.8625,-18.9224,-14.8897,-21.7257,1000,11288,10,1,19
-0.402767,-0.402767,-0.402767,-0.402767,1000,78475,2,1,27
-0.456432,-0.456432,-0.456432,-0.456432,1000,23357,2,0,12
-0.415523,-0.415523,-0.415523,-0.415523,1000,78475,2,0,27
-4.36988,-4.62029,-4.37799,-4.72681,1000,14384,6,0,12
-0.481466,-0.481466,-0.481466,-0.481466,1000,8858,2,1,18
-14.8548,-20.0608,-14.8779,-20.8296,1000,100000,10,1,35
-6.91852,-6.9078,-7.00599,-7.57697,1000,1274,6,1,6
-15.2847,-16.5864,-15.3543,-19.4134,1000,1274,10,1,9
-0.439055,-0.439055,-0.439055,-0.439055,1000,14384,2,0,3
-0.420953,-0.420953,-0.420953,-0.420953,1000,18329,2,1,6
-10.4487,-13.2556,-10.4701,-14.9524,1000,11288,8,1,23
-11.2726,-12.878,-11.3339,-13.7572,1000,2069,10,0,19
-6.36963,-7.91745,-6.38047,-8.65302,1000,14384,6,1,27
-4.45408,-4.80662,-4.46235,-4.9324,1000,11288,6,0,6
-7.59152,-8.65682,-7.61577,-9.19251,1000,3359,8,0,27
-10.8342,-11.7129,-10.8499,-12.3707,1000,11288,10,0,1
-2.48854,-2.69294,-2.51474,-2.71246,1000,1000,4,0,38
-6.31659,-8.14843,-6.32911,-8.32918,1000,100000,6,1,9
-14.8627,-19.8757,-14.8838,-21.2072,1000,48329,10,1,23
-6.38632,-7.83868,-6.40154,-8.64376,1000,11288,6,1,0
-10.3641,-13.5925,-10.3825,-14.45,1000,37926,8,1,28
-0.636893,-0.636893,-0.636893,-0.636893,1000,1623,2,0,8
-5.3771,-6.00313,-5.54765,-6.29024,1000,1000,6,0,30
-10.8212,-11.9715,-10.848,-12.7994,1000,6951,10,0,10
-15.2652,-16.8755,-15.3445,-19.9406,1000,1623,10,1,28
-15.0409,-18.7283,-15.0998,-21.6492,1000,6951,10,1,34
-0.426146,-0.426146,-0.426146,-0.426146,1000,61584,2,0,26
-0.608662,-0.608662,-0.608662,-0.608662,1000,1274,2,0,21
-0.470937,-0.470937,-0.470937,-0.470937,1000,18329,2,1,35
-0.548734,-0.548734,-0.548734,-0.548734,1000,4281,2,0,20
-10.493,-12.5854,-10.5238,-14.7229,1000,4281,8,1,34
-6.34809,-7.83971,-6.3562,-8.55048,1000,14384,6,1,5
-14.8734,-19.8952,-14.9007,-20.8943,1000,61584,10,1,35
-10.4253,-13.6687,-10.4475,-14.7005,1000,29763,8,1,0
-2.13886,-2.42026,-2.16454,-2.48015,1000,3359,4,0,37
-10.9516,-11.1008,-10.9532,-11.1799,1000,100000,10,0,14
-14.9537,-19.2752,-14.9789,-21.642,1000,14384,10,1,36
-11.1569,-11.7751,-11.4,-13.405,1000,1000,8,1,11
-10.6744,-12.0488,-10.7359,-14.0227,1000,2069,8,1,33
-10.5037,-12.6555,-10.5285,-14.6771,1000,5455,8,1,28
-10.3861,-13.5872,-10.4032,-14.8511,1000,23357,8,1,11
-0.422848,-0.422848,-0.422848,-0.422848,1000,100000,2,1,16
-0.422335,-0.422335,-0.422335,-0.422335,1000,37926,2,1,26
-6.50207,-7.47451,-6.52086,-8.43925,1000,4281,6,1,46
-2.54601,-2.75508,-2.60692,-2.814,1000,1000,4,0,27
-0.608499,-0.608499,-0.608499,-0.608499,1000,1000,2,1,15
-0.432077,-0.432077,-0.432077,-0.432077,1000,61584,2,0,43
-7.2687,-7.58312,-7.27146,-7.76905,1000,29763,8,0,45
-4.48313,-4.54793,-4.48413,-4.56594,1000,78475,6,0,5
-3.01635,-3.42729,-3.02925,-3.67973,1000,6951,4,1,40
-2.91475,-3.43287,-2.91578,-3.59444,1000,23357,4,1,7
-10.3838,-13.7475,-10.4016,-14.252,1000,78475,8,1,20
-7.57768,-8.24277,-7.59708,-8.66295,1000,8858,8,0,12
-0.556678,-0.556678,-0.556678,-0.556678,1000,2069,2,0,3
-2.95738,-3.33972,-2.95707,-3.56366,1000,8858,4,1,15
-4.37917,-4.45998,-4.38051,-4.48167,1000,61584,6,0,43
-0.479313,-0.479313,-0.479313,-0.479313,1000,8858,2,0,8
-10.765,-11.3898,-10.7727,-11.8288,1000,18329,10,0,49
-6.35036,-7.62048,-6.37437,-8.58928,1000,6951,6,1,21
-15.4899,-17.4793,-15.6643,-20.5945,1000,1274,10,1,21
-2.50907,-2.76521,-2.54833,-2.80902,1000,1000,4,0,23
-4.42817,-4.64689,-4.4326,-4.71771,1000,18329,6,0,44
-6.50948,-7.36338,-6.54872,-8.3405,1000,3359,6,1,16
-3.07219,-3.4141,-3.0836,-3.65599,1000,5455,4,1,12
-0.5,-0.5,-0.5,-0.5,1000,5455,2,1,41
-15.1287,-17.3095,-15.2066,-20.5873,1000,2069,10,1,35
-6.4635,-7.57949,-6.47945,-8.5247,1000,5455,6,1,15
-15.1263,-17.3654,-15.1915,-20.5498,1000,2069,10,1,33
-7.78313,-8.83222,-7.83045,-9.4697,1000,3359,8,0,18
-14.8855,-19.6557,-14.9089,-21.6521,1000,23357,10,1,38
-3.25878,-3.31255,-3.31693,-3.51604,1000,1623,4,1,22
-6.3457,-8.37539,-6.35696,-8.64017,1000,100000,6,1,0
-6.78688,-6.9671,-6.92689,-7.67226,1000,1274,6,1,26
-10.3463,-13.7931,-10.3608,-14.4873,1000,61584,8,1,25
-10.6264,-12.483,-10.6744,-14.5132,1000,3359,8,1,40
-6.50303,-7.58222,-6.53391,-8.61609,1000,4281,6,1,14
-2.03428,-2.05447,-2.0351,-2.0591,1000,100000,4,0,6
-6.31504,-8.19563,-6.32371,-8.59366,1000,48329,6,1,23
-15.1515,-17.9875,-15.2054,-21.3075,1000,3359,10,1,7
-0.657119,-0.657119,-0.657119,-0.657119,1000,1000,2,1,45
-4.92457,-5.53198,-5.01456,-5.67226,1000,1274,6,0,44
-2.14968,-2.37825,-2.14906,-2.40386,1000,3359,4,0,30
-15.1436,-17.9101,-15.2094,-21.2719,1000,3359,10,1,31
-7.48274,-7.9486,-7.4947,-8.22879,1000,14384,8,0,48
-6.32463,-8.11026,-6.33556,-8.39894,1000,61584,6,1,47
-10.7044,-11.5209,-10.7166,-11.9969,1000,11288,10,0,44
-0.512541,-0.512541,-0.512541,-0.512541,1000,5455,2,1,26
-7.42092,-7.8593,-7.42843,-8.08197,1000,18329,8,0,7
-15.4456,-16.5997,-15.5788,-19.2927,1000,1000,10,1,32
-6.41434,-7.59322,-6.4373,-8.59829,1000,5455,6,1,10
-11.0163,-11.4316,-11.0213,-11.6928,1000,29763,10,0,42
-7.42068,-7.9335,-7.42956,-8.23277,1000,14384,8,0,22
-3.15147,-3.45068,-3.16945,-3.71346,1000,4281,4,1,11
-0.463405,-0.463405,-0.463406,-0.463405,1000,8858,2,1,32
-0.622294,-0.622294,-0.622294,-0.622294,1000,1000,2,0,42
-10.9902,-12.1002,-11.0146,-12.8806,1000,5455,10,0,1
-2.12019,-2.26871,-2.13089,-2.31887,1000,8858,4,0,4
-11.0411,-12.9071,-11.1178,-13.8957,1000,2069,10,0,14
-6.31415,-8.12342,-6.32582,-8.32251,1000,78475,6,1,9
-2.20281,-2.38691,-2.21112,-2.44115,1000,5455,4,0,42
-0.585714,-0.585714,-0.585714,-0.585714,1000,1274,2,0,2
-2.07581,-2.25455,-2.08807,-2.30104,1000,6951,4,0,0
-2.44271,-2.79609,-2.4936,-2.88357,1000,1274,4,0,5
-7.3977,-7.50283,-7.39822,-7.53665,1000,100000,8,0,42
-4.40564,-4.4621,-4.40737,-4.47555,1000,100000,6,0,12
-11.3978,-13.3094,-11.5439,-14.2478,1000,1623,10,0,32
-0.497982,-0.497982,-0.497982,-0.497982,1000,6951,2,1,20
-6.32087,-8.14255,-6.33069,-8.62273,1000,37926,6,1,41
-15.2383,-17.3624,-15.2855,-20.698,1000,2069,10,1,30
-10.8224,-11.053,-10.8259,-11.1886,1000,61584,10,0,27
-14.9405,-19.5381,-14.9823,-21.6922,1000,18329,10,1,27
-7.14141,-7.12062,-7.34767,-7.78159,1000,1000,6,1,44
-7.20225,-8.33095,-7.2193,-8.65366,1000,3359,8,0,34
-2.08915,-2.12639,-2.09026,-2.13417,1000,37926,4,0,41
-0.434168,-0.434168,-0.434168,-0.434168,1000,37926,2,1,34
-10.3418,-13.7413,-10.3579,-14.2544,1000,78475,8,1,38
-4.46682,-4.54476,-4.46897,-4.56943,1000,61584,6,0,42
-14.9233,-19.4647,-14.9454,-21.3265,1000,23357,10,1,41
-15.0224,-17.9734,-15.0784,-21.3676,1000,3359,10,1,44
-7.51818,-7.8309,-7.52235,-8.04693,1000,23357,8,0,14
-6.3276,-8.29612,-6.33966,-8.56457,1000,100000,6,1,40
-14.8398,-19.7765,-14.861,-21.2435,1000,37926,10,1,39
-4.57583,-4.73717,-4.57778,-4.80537,1000,18329,6,0,33
-10.7936,-11.7988,-10.8186,-12.4665,1000,6951,10,0,23
-4.70966,-5.41644,-4.77066,-5.62247,1000,2069,6,0,9
-0.625388,-0.625388,-0.625388,-0.625388,1000,1000,2,1,5
-10.8102,-12.669,-10.9054,-14.788,1000,2636,8,1,37
-2.92127,-3.46226,-2.92673,-3.6027,1000,23357,4,1,42
-4.48162,-4.5358,-4.48269,-4.55004,1000,100000,6,0,19
-0.424927,-0.424927,-0.424927,-0.424927,1000,37926,2,0,2
-2.14172,-2.29599,-2.14873,-2.34094,1000,6951,4,0,47
-14.9055,-19.6642,-14.9355,-21.3683,1000,29763,10,1,21
-14.9583,-19.6355,-14.9872,-21.1047,1000,29763,10,1,43
-0.597249,-0.597249,-0.597249,-0.597249,1000,1623,2,0,49
-10.3849,-13.3583,-10.4058,-14.3884,1000,23357,8,1,41
-2.55061,-2.79402,-2.57665,-2.84,1000,1274,4,0,24
-0.41608,-0.41608,-0.41608,-0.41608,1000,37926,2,1,19
-10.3332,-13.5392,-10.3492,-14.6149,1000,29763,8,1,28
-15.4029,-16.8764,-15.4787,-19.878,1000,1274,10,1,38
-10.3915,-13.4346,-10.4104,-14.8406,1000,18329,8,1,17
-15.7986,-16.9783,-16.0101,-19.6985,1000,1000,10,1,4
-14.9376,-19.7494,-14.961,-21.798,1000,23357,10,1,32
-7.62792,-8.59252,-7.65358,-9.08286,1000,3359,8,0,36
-3.17503,-3.184,-3.20947,-3.40837,1000,2069,4,1,29
-2.49763,-2.70368,-2.49929,-2.71693,1000,1274,4,0,23
-2.46271,-2.6861,-2.45859,-2.7138,1000,1000,4,0,4
-10.5213,-12.5124,-10.5587,-14.5068,1000,4281,8,1,39
-6.3485,-7.92032,-6.3698,-8.67453,1000,14384,6,1,42
-8.13479,-9.47555,-8.35144,-9.99882,1000,1000,8,0,39
-10.3501,-13.6928,-10.367,-14.3569,1000,61584,8,1,20
-4.59973,-5.15392,-4.6328,-5.33222,1000,3359,6,0,4
-2.06522,-2.11201,-2.06663,-2.1216,1000,37926,4,0,11
-2.9062,-3.60882,-2.91405,-3.66623,1000,100000,4,1,6
-0.547051,-0.547051,-0.547051,-0.547051,1000,3359,2,1,38
-10.9717,-11.4321,-10.9771,-11.7356,1000,29763,10,0,26
-4.50408,-4.82286,-4.51514,-4.96376,1000,11288,6,0,9
-4.33222,-4.38962,-4.33297,-4.40584,1000,100000,6,0,28
-2.08233,-2.13593,-2.08472,-2.14294,1000,29763,4,0,18
-6.34785,-8.08538,-6.35885,-8.42115,1000,48329,6,1,3
-10.9583,-12.3061,-10.9866,-13.1577,1000,4281,10,0,31
-10.6377,-11.1145,-10.6419,-11.3777,1000,29763,10,0,28
-0.429436,-0.429436,-0.429436,-0.429436,1000,61584,2,1,19
-6.46512,-7.41831,-6.49334,-8.40291,1000,4281,6,1,39
-4.63224,-5.42083,-4.69261,-5.72155,1000,2636,6,0,0
-15.4139,-17.2425,-15.5638,-20.303,1000,1274,10,1,10
-10.5342,-12.708,-10.5737,-14.842,1000,4281,8,1,15
-14.8653,-19.9139,-14.8857,-20.9311,1000,61584,10,1,20
-14.9013,-18.9806,-14.9217,-21.2332,1000,14384,10,1,19
-14.8576,-18.6606,-14.8725,-21.3222,1000,11288,10,1,17
-6.39169,-7.82423,-6.4047,-8.61506,1000,11288,6,1,42
-0.603129,-0.603129,-0.603129,-0.603129,1000,2069,2,1,0
-3.16801,-3.0242,-3.14182,-3.12744,1000,1623,4,1,47
-6.33895,-8.37459,-6.35362,-8.81718,1000,48329,6,1,6
-10.5343,-12.2124,-10.5711,-14.4365,1000,2636,8,1,11
-11.2656,-13.0292,-11.3328,-13.985,1000,1623,10,0,30
-0.644154,-0.644154,-0.644154,-0.644154,1000,1274,2,1,25
-10.3666,-13.6863,-10.3856,-14.4904,1000,48329,8,1,9
-10.7289,-12.2858,-10.7646,-13.1548,1000,3359,10,0,26
-14.867,-19.8087,-14.887,-21.9687,1000,23357,10,1,15
-0.581774,-0.581774,-0.581774,-0.581774,1000,2636,2,0,43
-3.08979,-3.45017,-3.10954,-3.72258,1000,5455,4,1,5
-2.92818,-3.53473,-2.93268,-3.65529,1000,37926,4,1,14
-0.461463,-0.461463,-0.461463,-0.461463,1000,11288,2,0,31
-2.92987,-3.45225,-2.93448,-3.62315,1000,18329,4,1,7
-3.18951,-3.39191,-3.21918,-3.63141,1000,3359,4,1,33
-7.33312,-7.75208,-7.33786,-8.01067,1000,18329,8,0,46
-2.91777,-3.54839,-2.9243,-3.63882,1000,61584,4,1,2
-0.489032,-0.489032,-0.489032,-0.489032,1000,8858,2,1,16
-6.64086,-7.14807,-6.66575,-7.91935,1000,2069,6,1,43
-0.636585,-0.636585,-0.636585,-0.636585,1000,1623,2,0,42
-15.2109,-17.6696,-15.3173,-21.1609,1000,2069,10,1,25
-6.74985,-7.45986,-6.78993,-8.44612,1000,2636,6,1,27
-10.9512,-12.1265,-11.0801,-14.0096,1000,1623,8,1,26
-0.481643,-0.481643,-0.481643,-0.481643,1000,6951,2,1,12
-15.7581,-17.3378,-15.9752,-20.353,1000,1000,10,1,6
-2.96733,-3.39501,-2.97506,-3.62277,1000,8858,4,1,2
-0.478712,-0.478712,-0.478712,-0.478712,1000,6951,2,1,7
-10.3755,-13.872,-10.3943,-14.4823,1000,61584,8,1,7
-6.33579,-8.14096,-6.34935,-8.56564,1000,37926,6,1,9
-7.36742,-7.74284,-7.37314,-7.91958,1000,23357,8,0,6
-2.49715,-2.68569,-2.51268,-2.73978,1000,1623,4,0,2
-0.599862,-0.599862,-0.599862,-0.599862,1000,2069,2,0,4
-0.550663,-0.550663,-0.550663,-0.550663,1000,3359,2,0,45
-11.1518,-12.5213,-11.1958,-13.424,1000,4281,10,0,3
-11.3188,-11.6572,-11.4907,-13.2186,1000,1000,8,1,12
-6.32822,-8.21525,-6.34235,-8.49578,1000,78475,6,1,1
-11.0408,-13.2642,-11.1455,-13.8808,1000,1000,10,0,42
-2.42504,-2.74218,-2.45702,-2.81889,1000,1623,4,0,21
-15.6797,-16.8929,-15.9218,-19.5689,1000,1000,10,1,3
-2.90042,-3.59878,-2.90769,-3.7026,1000,61584,4,1,49
-0.575422,-0.575422,-0.575422,-0.575422,1000,2636,2,0,28
-0.641956,-0.641956,-0.641956,-0.641956,1000,1623,2,0,4
-0.459942,-0.459942,-0.459943,-0.459942,1000,14384,2,1,7
-11.098,-12.8507,-11.1569,-13.8142,1000,2636,10,0,28
-2.25278,-2.51064,-2.27212,-2.56201,1000,3359,4,0,48
-3.02383,-3.2547,-3.0257,-3.48618,1000,4281,4,1,1
-10.8204,-12.1346,-10.8442,-12.7945,1000,4281,10,0,15
-11.1068,-13.0834,-11.2464,-14.0093,1000,1623,10,0,48
-0.408872,-0.408872,-0.408872,-0.408872,1000,78475,2,1,47
-14.8735,-19.5456,-14.893,-21.1578,1000,29763,10,1,32
-2.24243,-2.45373,-2.24643,-2.48983,1000,3359,4,0,21
-2.05007,-2.11322,-2.05255,-2.12354,1000,29763,4,0,4
-14.8979,-19.0822,-14.9173,-21.3989,1000,14384,10,1,37
-2.12908,-2.15666,-2.13026,-2.1633,1000,48329,4,0,44
-2.93827,-3.48612,-2.94153,-3.63761,1000,23357,4,1,41
-0.613163,-0.613163,-0.613163,-0.613163,1000,2636,2,1,35
-2.97703,-3.42873,-2.98829,-3.69226,1000,8858,4,1,30
-2.91485,-3.57611,-2.92221,-3.66135,1000,61584,4,1,41
-0.43544,-0.43544,-0.43544,-0.43544,1000,48329,2,0,13
-4.49137,-4.83622,-4.51048,-4.99796,1000,8858,6,0,11
-3.13752,-3.37445,-3.14969,-3.61145,1000,4281,4,1,15
-2.23078,-2.37643,-2.24074,-2.41626,1000,5455,4,0,2
-0.424843,-0.424843,-0.424843,-0.424843,1000,29763,2,1,28
-7.5447,-7.70343,-7.54745,-7.78524,1000,61584,8,0,41
-2.07495,-2.09382,-2.07563,-2.09754,1000,78475,4,0,19
-4.50055,-5.07727,-4.51175,-5.18891,1000,4281,6,0,24
-2.91035,-3.5476,-2.91413,-3.63016,1000,61584,4,1,27
-10.7808,-11.1068,-10.783,-11.3166,1000,48329,10,0,2
-15.2287,-17.7615,-15.3184,-20.9172,1000,2069,10,1,42
-11.4075,-13.5757,-11.6229,-14.5222,1000,1000,10,0,41
-4.54647,-4.75116,-4.55007,-4.8416,1000,18329,6,0,31
-10.724,-11.8783,-10.8101,-13.7075,1000,1623,8,1,30
-4.49102,-4.79064,-4.49311,-4.89504,1000,11288,6,0,22
-10.7011,-12.0648,-10.7849,-14.0443,1000,2069,8,1,47
-0.607586,-0.607586,-0.607586,-0.607586,1000,1274,2,0,32
-2.60639,-2.8278,-2.65586,-2.87612,1000,1000,4,0,46
-10.9729,-11.7714,-10.9817,-12.3242,1000,11288,10,0,23
-10.9728,-11.1577,-10.9749,-11.2397,1000,78475,10,0,29
-7.80602,-9.02129,-7.86352,-9.63761,1000,2069,8,0,44
-0.434775,-0.434775,-0.434775,-0.434775,1000,37926,2,0,0
-0.600169,-0.600169,-0.600169,-0.600169,1000,2636,2,1,1
-0.446604,-0.446604,-0.446604,-0.446604,1000,11288,2,1,26
-0.472164,-0.472164,-0.472164,-0.472164,1000,8858,2,0,11
-10.718,-11.8103,-10.7288,-12.4931,1000,6951,10,0,44
-4.47512,-4.55594,-4.47717,-4.58716,1000,61584,6,0,35
-2.24936,-2.50018,-2.25505,-2.54153,1000,2636,4,0,26
-0.438912,-0.438912,-0.438912,-0.438912,1000,18329,2,1,0
-2.91337,-3.54281,-2.91873,-3.66899,1000,37926,4,1,39
-3.07794,-3.40293,-3.08441,-3.6743,1000,5455,4,1,38
-15.0168,-18.4535,-15.0375,-21.7945,1000,5455,10,1,39
-7.44929,-8.70478,-7.50893,-9.12078,1000,2069,8,0,18
-2.03202,-2.09928,-2.03424,-2.10764,1000,23357,4,0,37
-0.521526,-0.521526,-0.521526,-0.521527,1000,4281,2,0,6
-14.9157,-19.2271,-14.9374,-21.716,1000,14384,10,1,13
-2.3344,-2.63826,-2.35895,-2.72913,1000,2636,4,0,42
-6.43899,-7.67477,-6.4581,-8.5621,1000,6951,6,1,0
-11.3081,-11.725,-11.53,-13.2816,1000,1000,8,1,3
-4.45725,-4.70613,-4.46339,-4.80642,1000,14384,6,0,27
-14.8606,-20.2798,-14.8836,-21.2455,1000,78475,10,1,24
-6.30912,-8.2062,-6.3235,-8.5815,1000,48329,6,1,36
-0.427448,-0.427448,-0.427448,-0.427448,1000,48329,2,0,34
-0.580707,-0.580707,-0.580707,-0.580707,1000,2636,2,0,27
-2.09273,-2.24088,-2.09056,-2.26005,1000,6951,4,0,32
-4.42736,-4.60944,-4.42859,-4.65623,1000,23357,6,0,7
-6.3036,-8.1038,-6.31449,-8.33506,1000,78475,6,1,34
-0.437671,-0.437671,-0.437671,-0.437671,1000,14384,2,0,35
-10.6545,-12.1779,-10.6904,-14.2314,1000,2636,8,1,14
-14.9813,-18.6591,-15.0139,-22.0718,1000,5455,10,1,32
-0.435434,-0.435434,-0.435434,-0.435434,1000,23357,2,1,44
-4.47576,-4.54178,-4.47734,-4.55462,1000,78475,6,0,41
-7.41663,-7.86832,-7.42792,-8.11656,1000,14384,8,0,47
-0.424038,-0.424038,-0.424038,-0.424038,1000,61584,2,1,15
-2.15095,-2.31733,-2.15623,-2.34061,1000,6951,4,0,38
-7.26188,-7.55769,-7.26534,-7.70164,1000,29763,8,0,42
-7.60453,-8.35836,-7.62581,-8.7886,1000,5455,8,0,37
-10.3892,-13.6359,-10.4088,-14.4669,1000,37926,8,1,48
-0.669341,-0.669341,-0.669341,-0.669341,1000,1000,2,0,14
-0.631324,-0.631324,-0.631324,-0.631324,1000,1623,2,1,45
-7.73909,-8.77997,-7.79251,-9.31636,1000,3359,8,0,9
-3.04009,-3.38247,-3.05072,-3.6371,1000,5455,4,1,24
-0.521347,-0.521347,-0.521347,-0.521347,1000,4281,2,0,17
-10.363,-13.6408,-10.3817,-14.3326,1000,48329,8,1,16
-3.12928,-3.24179,-3.13004,-3.46209,1000,3359,4,1,12
-0.487588,-0.487588,-0.487588,-0.487588,1000,6951,2,0,45
-7.51246,-8.44413,-7.54136,-8.95766,1000,4281,8,0,10
-7.40433,-7.61738,-7.40774,-7.68454,1000,48329,8,0,42
-7.02,-7.08033,-7.16476,-7.78985,1000,1274,6,1,18
-0.63041,-0.63041,-0.63041,-0.63041,1000,1000,2,0,25
-11.2768,-13.4431,-11.3992,-14.1068,1000,1000,10,0,13
-2.91037,-3.60783,-2.91614,-3.67898,1000,100000,4,1,20
-0.622764,-0.622764,-0.622764,-0.622764,1000,2069,2,0,23
-11.0034,-11.4239,-11.0091,-11.591,1000,23357,10,0,25
-2.13519,-2.22532,-2.14008,-2.25211,1000,14384,4,0,36
-6.37595,-7.66268,-6.38727,-8.55652,1000,8858,6,1,43
-10.6924,-11.2239,-10.6967,-11.5941,1000,23357,10,0,44
-0.494038,-0.494038,-0.494038,-0.494038,1000,5455,2,1,32
-15.1122,-17.9339,-15.163,-21.3455,1000,3359,10,1,47
-10.4184,-13.0637,-10.4589,-15.119,1000,6951,8,1,24
-0.59585,-0.59585,-0.59585,-0.59585,1000,2069,2,1,34
-2.30706,-2.50781,-2.32609,-2.56826,1000,2636,4,0,17
-0.418608,-0.418608,-0.418608,-0.418608,1000,61584,2,0,47
-10.4053,-13.5156,-10.4207,-14.5823,1000,29763,8,1,9
-7.08587,-7.12705,-7.34828,-7.87641,1000,1000,6,1,24
-2.97807,-3.34399,-2.98518,-3.57288,1000,6951,4,1,9
-2.97314,-3.43784,-2.97529,-3.6685,1000,11288,4,1,26
-6.32426,-8.24788,-6.33609,-8.51789,1000,78475,6,1,41
-10.6332,-12.2932,-10.6831,-14.3819,1000,2636,8,1,33
-3.32095,-3.09458,-3.42083,-3.21684,1000,1000,4,1,41
-6.36382,-7.9222,-6.37451,-8.44984,1000,23357,6,1,34
-3.23272,-3.17969,-3.28587,-3.39392,1000,1623,4,1,39
-15.6829,-16.732,-15.933,-19.6467,1000,1000,10,1,37
-2.06605,-2.08425,-2.06678,-2.08592,1000,100000,4,0,12
-4.55907,-5.00002,-4.57509,-5.176,1000,6951,6,0,30
-14.8721,-19.6102,-14.8953,-21.2329,1000,29763,10,1,41
-4.68519,-5.19449,-4.70959,-5.43231,1000,4281,6,0,11
-10.8098,-11.6417,-10.821,-12.1778,1000,11288,10,0,10
-6.39017,-7.50982,-6.39868,-8.42383,1000,6951,6,1,8
-6.322,-8.27861,-6.33601,-8.69582,1000,48329,6,1,41
-4.45766,-4.61037,-4.46085,-4.66879,1000,29763,6,0,1
-7.39467,-7.57318,-7.39705,-7.66616,1000,48329,8,0,11
-10.3541,-13.6063,-10.3702,-14.0503,1000,100000,8,1,34
-2.3079,-2.57054,-2.32284,-2.6173,1000,2636,4,0,2
-0.580443,-0.580443,-0.580443,-0.580443,1000,2636,2,0,38
-6.35534,-7.75222,-6.36963,-8.48166,1000,11288,6,1,12
-10.8197,-12.7112,-10.9172,-13.6501,1000,2069,10,0,4
-15.0867,-17.9876,-15.1326,-21.4039,1000,3359,10,1,36
-10.8238,-11.0069,-10.8252,-11.0885,1000,100000,10,0,3
-0.51343,-0.51343,-0.51343,-0.51343,1000,5455,2,1,40
-10.533,-12.4955,-10.579,-14.4832,1000,4281,8,1,4
-10.3771,-13.2592,-10.3991,-14.5428,1000,18329,8,1,25
-2.98501,-3.42046,-2.99392,-3.64317,1000,8858,4,1,48
-11.3094,-11.8858,-11.5593,-13.7289,1000,1000,8,1,25
-4.39638,-4.73969,-4.40556,-4.87135,1000,11288,6,0,19
-4.92113,-5.63859,-4.98932,-5.84879,1000,1623,6,0,37
-10.9188,-11.8003,-10.936,-12.4886,1000,8858,10,0,10
-0.458867,-0.458867,-0.458867,-0.458867,1000,18329,2,0,40
-7.85625,-8.91472,-7.91066,-9.38614,1000,2069,8,0,2
-10.4119,-13.1493,-10.4353,-14.7764,1000,11288,8,1,19
-2.93112,-3.49805,-2.93772,-3.60445,1000,29763,4,1,39
-10.8501,-11.2056,-10.8537,-11.4357,1000,37926,10,0,13
-0.421959,-0.421959,-0.421959,-0.421959,1000,29763,2,1,11
-2.08146,-2.19502,-2.08788,-2.228,1000,14384,4,0,45
-0.595203,-0.595203,-0.595203,-0.595203,1000,2069,2,0,12
-10.9485,-11.5415,-10.958,-11.9706,1000,18329,10,0,36
-15.9623,-17.1738,-16.2037,-20.3316,1000,1000,10,1,12
-4.492,-4.54081,-4.4926,-4.5527,1000,100000,6,0,46
-6.56036,-7.40756,-6.59319,-8.32769,1000,3359,6,1,26
-15.6743,-16.9508,-15.921,-19.9441,1000,1000,10,1,22
-10.4285,-12.7184,-10.4505,-14.581,1000,6951,8,1,3
-15.0981,-18.2378,-15.1569,-21.849,1000,3359,10,1,46
-10.939,-12.0088,-10.9623,-12.6933,1000,6951,10,0,34
-0.434044,-0.434044,-0.434044,-0.434044,1000,48329,2,0,45
-10.3762,-13.1587,-10.4024,-14.6409,1000,14384,8,1,38
-4.52562,-4.69858,-4.52855,-4.75316,1000,23357,6,0,49
