newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
0.38406423718344657,0.38789376158122296,0.3893761581222977,0.29956763434218653,0.29956763434218653,0.36689314391599753,0.36689314391599753,0.5701050030883261,158,0.1905
0.5092097445038621,0.47950089126559714,0.48663101604278075,0.33214497920380276,0.33214497920380276,0.33571004159239454,0.33571004159239454,0.33511586452762926,189,0.8318
0.29245283018867924,0.28762353998203055,0.277403414195867,0.24000449236298294,0.24000449236298294,0.2862758310871518,0.2862758310871518,0.698225516621743,168,0.1096
0.34727021423635107,0.34750057590416955,0.3048836673577517,0.2504031329186823,0.2504031329186823,0.31905090992858787,0.31905090992858787,0.6535360516010136,156,0.1318
0.5038621509209744,0.5216874628639334,0.5062388591800356,0.3172905525846702,0.3172905525846702,0.3107546048722519,0.3107546048722519,0.32976827094474154,81,0.8318
0.8011739594450373,0.19434364994663822,0.19455709711846317,0.2096051227321238,0.2096051227321238,0.19978655282817503,0.19978655282817503,0.7969050160085379,54,0.0631
0.8257703672435627,0.8237653018151119,0.17433516251582945,0.17866188265090754,0.17866188265090754,0.1728577458843394,0.1728577458843394,0.8269311945968764,57,0.0525
0.2786388140161725,0.27324797843665766,0.6974393530997305,0.22282120395327942,0.22282120395327942,0.27964959568733155,0.27964959568733155,0.7009209344115005,27,0.1096
0.10780592881321162,0.9213252641296543,0.9164016822238178,0.09221458611139605,0.09221458611139605,0.09098369063493691,0.09098369063493691,0.9115806749410196,232,0.0251
0.3537309885931559,0.627138783269962,0.3291349809885932,0.2737642585551331,0.2737642585551331,0.3296102661596958,0.3296102661596958,0.627138783269962,84,0.1585
0.30166217430368375,0.29301437556154536,0.27616801437556154,0.23573674752920035,0.23573674752920035,0.28706199460916443,0.28706199460916443,0.7045148247978437,226,0.1096
0.4265888456549935,0.40285343709468224,0.4156939040207523,0.3120622568093385,0.3120622568093385,0.3674448767833982,0.3674448767833982,0.5326848249027237,116,0.2291
0.47241740170429064,0.4558229929735386,0.4626999551502467,0.3386156376139931,0.3386156376139931,0.3839138884736134,0.3839138884736134,0.46120496337270145,180,0.3311
0.08445669934640523,0.07363153594771242,0.07393790849673203,0.07904411764705882,0.07904411764705882,0.0784313725490196,0.0784313725490196,0.9224877450980392,13,0.0209
0.18731532292106373,0.178978471929084,0.19100886449978893,0.13391726466863654,0.13391726466863654,0.16821443647108483,0.16821443647108483,0.8328408611228366,149,0.0525
0.677493665054135,0.6546878599401059,0.6549182216079245,0.27436074637180374,0.27436074637180374,0.30534439069338865,0.30534439069338865,0.6636719649850265,184,0.1318
0.12732178063712773,0.1390474213967002,0.12752931410189894,0.12960464874961086,0.12960464874961086,0.12721801390474213,0.12721801390474213,0.8749610874753554,215,0.0363
0.19957310565635006,0.2057630736392743,0.20597652081109924,0.1535752401280683,0.1535752401280683,0.2016008537886873,0.2016008537886873,0.7993596584845251,139,0.0631
0.2988544474393531,0.29559748427672955,0.2920035938903863,0.24326145552560646,0.24326145552560646,0.27672955974842767,0.27672955974842767,0.7081087151841868,98,0.1096
0.24570862676056338,0.2533010563380282,0.24108714788732394,0.2069762323943662,0.2069762323943662,0.23987676056338028,0.23987676056338028,0.7514304577464789,52,0.0912
0.12892095357590966,0.13101212881639482,0.12944374738603096,0.11543287327478043,0.11543287327478043,0.1465913843580092,0.1465913843580092,0.8551861145964031,14,0.0437
0.183938370620515,0.17845082313212327,0.17264668636555508,0.13476150274377374,0.13476150274377374,0.16304347826086957,0.16304347826086957,0.8391726466863656,36,0.0525
0.3355513307984791,0.3351948669201521,0.3678707224334601,0.27732889733840305,0.27732889733840305,0.34624524714828897,0.34624524714828897,0.6119296577946768,178,0.1585
0.17190797804981003,0.8353735753482482,0.18108906711692696,0.12779653862389193,0.12779653862389193,0.17401857323765302,0.17401857323765302,0.8290417897847193,77,0.0525
0.05377435064935065,0.061181006493506496,0.05905032467532467,0.05773133116883117,0.05773133116883117,0.05783279220779221,0.05783279220779221,0.942573051948052,170,0.0145
0.28245732255166217,0.28189577717879605,0.292340521114106,0.2204627133872417,0.2204627133872417,0.2852650494159928,0.2852650494159928,0.6969901168014375,146,0.1096
0.4558896826715401,0.4819737497923243,0.47831865758431635,0.3425818242232929,0.3425818242232929,0.38245555740156173,0.38245555740156173,0.4180096361521847,224,0.3981
0.47150689483302877,0.46934706761920586,0.46303372653264663,0.33377637481309186,0.33377637481309186,0.3801295896328294,0.3801295896328294,0.40870576507725537,189,0.3981
0.9073751153964509,0.9069648169042979,0.09170171299620473,0.09375320545696994,0.09375320545696994,0.09365063083393169,0.09365063083393169,0.9076828392655657,87,0.0251
0.4892926670992862,0.48312783906554185,0.4844256975989617,0.3166774821544452,0.3166774821544452,0.33160285528877353,0.33160285528877353,0.3449059052563271,196,0.6918
0.6492395437262357,0.6386644486692015,0.6538735741444867,0.2881416349809886,0.2881416349809886,0.34042300380228135,0.34042300380228135,0.6276140684410646,117,0.1585
0.48604802076573655,0.4954574951330305,0.49059052563270605,0.32511356262167423,0.32511356262167423,0.3345230369889682,0.3345230369889682,0.3439325113562622,63,0.6918
0.8319966230476995,0.8260869565217391,0.16758125791473197,0.14109328830730267,0.14109328830730267,0.1722245673279865,0.1722245673279865,0.8295694385816801,112,0.0525
0.08421376551441173,0.08380346702225869,0.08513693712175607,0.07016104215817007,0.07016104215817007,0.08626525797517694,0.08626525797517694,0.91568365986255,74,0.0251
0.2553917253521127,0.2607834507042254,0.25308098591549294,0.21687940140845072,0.21687940140845072,0.250550176056338,0.250550176056338,0.742737676056338,98,0.0912
0.23544687297121836,0.23209262064488206,0.237286301666306,0.18459207963644234,0.18459207963644234,0.22841376325470678,0.22841376325470678,0.7708288249296689,166,0.0759
0.11694510739856802,0.1315762166649372,0.11632250700425444,0.13437791843934835,0.13437791843934835,0.13199128359447962,0.13199128359447962,0.8701878177856179,120,0.0363
0.16196152237557507,0.16122961104140526,0.15683814303638646,0.16551652028439984,0.16551652028439984,0.15903387703889585,0.15903387703889585,0.8418025930572982,123,0.0437
0.12016187610252153,0.13769845387568747,0.13852858773477222,0.13012348241153887,0.13012348241153887,0.12918958182006848,0.12918958182006848,0.8723669191657155,203,0.0363
0.34660171102661597,0.3544439163498099,0.3531368821292776,0.2870722433460076,0.2870722433460076,0.3506416349809886,0.3506416349809886,0.6147813688212928,186,0.1585
0.3187053674268602,0.3431237042156185,0.3227366966136835,0.2677954388389772,0.2677954388389772,0.3144436765722184,0.3144436765722184,0.6648237733241189,201,0.1318
0.09159913837316648,0.10749820494409683,0.09334290696481691,0.09990768283926557,0.09990768283926557,0.09806133962457687,0.09806133962457687,0.9040927274592266,118,0.0251
0.04696356275303644,0.04817813765182186,0.05060728744939271,0.046153846153846156,0.046153846153846156,0.0458502024291498,0.0458502024291498,0.9546558704453442,33,0.0120
0.19306296691568836,0.19445037353255068,0.1880469583778015,0.1568836712913554,0.1568836712913554,0.19135538954108858,0.19135538954108858,0.8082177161152615,96,0.0631
0.06421084766459753,0.06309148264984227,0.07723618601811336,0.053118957972931716,0.053118957972931716,0.06492317085580543,0.06492317085580543,0.9351785896000814,141,0.0174
0.39714656290531775,0.4094682230869001,0.4133592736705577,0.31284046692607004,0.31284046692607004,0.3699092088197147,0.3699092088197147,0.545136186770428,101,0.2291
0.43955285674855094,0.44700524427270216,0.43306651945901187,0.3382555892906431,0.3382555892906431,0.3894562517250897,0.3894562517250897,0.4933756555340878,23,0.2754
0.1826720135078092,0.1828830730265935,0.17623469818488813,0.1333896158716758,0.1333896158716758,0.1781342338539468,0.1781342338539468,0.8230265934993668,66,0.0525
0.36998147004323656,0.398023471278567,0.383940704138357,0.29573810994441013,0.29573810994441013,0.37381099444101296,0.37381099444101296,0.5662754786905497,137,0.1905
0.16990291262135923,0.18130012663571127,0.16304347826086957,0.18214436471084847,0.18214436471084847,0.1730688054031237,0.1730688054031237,0.826720135078092,67,0.0525
0.5111238971998465,0.48791714614499426,0.5097813578826237,0.34484081319524357,0.34484081319524357,0.36728039892596853,0.36728039892596853,0.38588415803605675,30,0.4786
0.8349514563106796,0.8351625158294639,0.8382228788518362,0.17697340650063317,0.17697340650063317,0.17211903756859434,0.17211903756859434,0.8317855635289152,73,0.0525
0.49221284879948085,0.4834523036988968,0.49578195976638545,0.3192731992212849,0.3192731992212849,0.33679428942245293,0.33679428942245293,0.34133679428942243,118,0.6918
0.23544687297121836,0.22754814975113613,0.22873836831854577,0.18091322224626705,0.18091322224626705,0.2304695953256871,0.2304695953256871,0.7694222029863665,153,0.0759
0.6960916442048517,0.699236298292902,0.7012578616352201,0.24371069182389937,0.24371069182389937,0.2861635220125786,0.2861635220125786,0.6971024258760108,206,0.1096
0.032929292929292926,0.032424242424242425,0.032929292929292926,0.037676767676767677,0.037676767676767677,0.037676767676767677,0.037676767676767677,0.9621212121212122,132,0.0100
0.1426181514010874,0.8436846507737349,0.1416771225428691,0.11459640317858637,0.11459640317858637,0.14815976578837306,0.14815976578837306,0.8527812630698453,128,0.0437
0.4769895331450407,0.49393586974580495,0.4806446253530487,0.3414188403389267,0.3414188403389267,0.3729855457717229,0.3729855457717229,0.42149858780528326,90,0.3981
0.5322170728060995,0.481387352369562,0.5434295111376888,0.35042607265660036,0.35042607265660036,0.3867543728509493,0.3867543728509493,0.468231424727164,51,0.3311
0.49156391953277095,0.4970798182998053,0.48767034393251135,0.3312783906554186,0.3312783906554186,0.33809214795587283,0.33809214795587283,0.3436080467229072,60,0.6918
0.2560519366197183,0.2553917253521127,0.24702904929577466,0.20829665492957747,0.20829665492957747,0.2557218309859155,0.2557218309859155,0.7305237676056338,41,0.0912
0.32538585579359597,0.3236581432849574,0.3221607924441373,0.25132457958995624,0.25132457958995624,0.30856945404284725,0.30856945404284725,0.6612531674729325,234,0.1318
0.1068797343571651,0.8600186780118294,0.12389747846840303,0.13468921863650513,0.13468921863650513,0.13116114973539483,0.13116114973539483,0.8713292518418595,231,0.0363
0.45791598146210194,0.46524144117207356,0.46255045597249217,0.33368216474809387,0.33368216474809387,0.38017640902975036,0.3927343399611302,0.445059052175213,97,0.3311
0.09016309365063084,0.07857216124730741,0.08093137757718741,0.07077648989639963,0.07077648989639963,0.09385578008000821,0.09385578008000821,0.9064519437891065,56,0.0251
0.7781865397100195,0.7711534299935079,0.7700714131140446,0.18740532352304695,0.18740532352304695,0.22354468729712185,0.22354468729712185,0.7714780350573469,157,0.0759
0.11093927208990617,0.11062996185173729,0.11248582328075059,0.11506340859882462,0.11506340859882462,0.1116609959789669,0.1116609959789669,0.8900917620373234,244,0.0302
0.5276179516685846,0.5264672036823935,0.5320291522823168,0.34790947449175297,0.34790947449175297,0.37495205216724203,0.37495205216724203,0.39911775987725356,165,0.4786
0.27875112309074573,0.3036837376460018,0.2715633423180593,0.22023809523809523,0.22023809523809523,0.2865004492362983,0.2865004492362983,0.7002470799640611,239,0.1096
0.378875849289685,0.3855466337245213,0.37603458925262506,0.3022853613341569,0.3022853613341569,0.35725756639901174,0.40667078443483634,0.5803582458307597,61,0.1905
0.38381717109326746,0.39061148857319333,0.37825818406423717,0.2975911056207535,0.2975911056207535,0.36886967263743053,0.36886967263743053,0.5652872143298332,192,0.1905
0.6636719649850265,0.3151347615756738,0.3184750057590417,0.2499424095830454,0.2499424095830454,0.3092605390463027,0.3092605390463027,0.6656300391614836,48,0.1318
0.46602425652101676,0.46818408373483966,0.46502741319156005,0.3412526997840173,0.3412526997840173,0.3791327463033727,0.3791327463033727,0.41767735504236586,93,0.3981
0.3953307392996109,0.5534370946822309,0.5568093385214008,0.3127107652399481,0.3127107652399481,0.37380025940337225,0.37380025940337225,0.5328145265888456,90,0.2291
0.11922797551105116,0.10708726782193628,0.11694510739856802,0.1215108436235343,0.1215108436235343,0.11850160838435198,0.11850160838435198,0.882536058939504,103,0.0363
0.17169691853102576,0.16979738286196708,0.8384339383706205,0.1707471506964964,0.1707471506964964,0.16631490080202618,0.16631490080202618,0.8346348670325031,132,0.0525
0.3169776549182216,0.3261921216309606,0.3160562082469477,0.26123013130615064,0.26123013130615064,0.30603547569684403,0.30603547569684403,0.6689702833448514,134,0.1318
0.33769011406844107,0.3608602661596958,0.3666825095057034,0.27245722433460073,0.27245722433460073,0.33780893536121676,0.33780893536121676,0.6166825095057035,238,0.1585
0.4602539332045266,0.4706044714325145,0.45445763179685345,0.3317692520011041,0.3317692520011041,0.38517802925752137,0.38517802925752137,0.485509246480817,70,0.2754
0.90388757821315,0.08103395220022566,0.9016309365063083,0.09467637706431428,0.09467637706431428,0.09549697404862037,0.09549697404862037,0.9064519437891065,147,0.0251
0.0633116883116883,0.045454545454545456,0.045150162337662336,0.05570211038961039,0.05570211038961039,0.05438311688311688,0.05438311688311688,0.9453125,238,0.0145
0.2802111410601977,0.2803234501347709,0.2831311769991015,0.23809523809523808,0.23809523809523808,0.27695417789757415,0.27695417789757415,0.7054132973944295,66,0.1096
0.10578410145375812,0.09598927724507682,0.10330961954840705,0.08186410970203113,0.08186410970203113,0.10898030724816991,0.10898030724816991,0.8916383132281679,97,0.0302
0.08390604164529696,0.9090163093650631,0.089445071289363,0.0690327213047492,0.0690327213047492,0.08267514616883782,0.08267514616883782,0.9185557493076213,179,0.0251
0.9301923272616262,0.060038668973237,0.06095451307621858,0.06421084766459753,0.06421084766459753,0.06573725450290017,0.06573725450290017,0.9354838709677419,50,0.0174
0.056412337662337664,0.05965909090909091,0.06290584415584416,0.05783279220779221,0.05783279220779221,0.05783279220779221,0.05783279220779221,0.9431818181818182,120,0.0145
0.324925132457959,0.2963602856484681,0.3255010366275052,0.24798433540658835,0.24798433540658835,0.3169776549182216,0.3169776549182216,0.6604469016355679,239,0.1318
0.04242424242424243,0.038686868686868686,0.03898989898989899,0.0401010101010101,0.0401010101010101,0.040202020202020204,0.040202020202020204,0.9601010101010101,196,0.0100
0.496938294865756,0.4948186528497409,0.5004710315591144,0.33278379651436646,0.33278379651436646,0.361987753179463,0.361987753179463,0.36387187941592086,124,0.5754
0.11009650306111861,0.10770986821624987,0.10885130227249144,0.124935145792259,0.124935145792259,0.12535021272180139,0.12535021272180139,0.8775552557849954,122,0.0363
0.4980532121998702,0.5029201817001947,0.4944841012329656,0.327384815055159,0.327384815055159,0.3475016223231668,0.3475016223231668,0.34425697598961713,113,0.6918
0.26474471830985913,0.2673855633802817,0.26969630281690143,0.2092869718309859,0.2092869718309859,0.25099031690140844,0.25099031690140844,0.7395466549295775,174,0.0912
0.1554788791300711,0.14408197406942702,0.1527603513174404,0.1545378502718528,0.1545378502718528,0.14910079464659137,0.14910079464659137,0.8518402342116269,62,0.0437
0.2305777970136334,0.22787275481497513,0.2390175286734473,0.19422202986366588,0.19422202986366588,0.2301449902618481,0.2301449902618481,0.7681237827310106,57,0.0759
0.42892347600518804,0.4119325551232166,0.5850843060959793,0.3276264591439689,0.3276264591439689,0.37911802853437093,0.37911802853437093,0.5476005188067445,215,0.2291
0.48849252013808975,0.49750671269658614,0.49156118143459915,0.3519370924434216,0.3519370924434216,0.37648638281549673,0.37648638281549673,0.4110088224012275,140,0.4786
0.29874213836477986,0.3000898472596586,0.3057053009883199,0.22821203953279426,0.22821203953279426,0.2741464510332435,0.2741464510332435,0.7117026055705301,52,0.1096
0.046153846153846156,0.048987854251012146,0.053238866396761134,0.05060728744939271,0.05060728744939271,0.050809716599190285,0.050809716599190285,0.9494939271255061,222,0.0120
0.03161616161616162,0.0398989898989899,0.03101010101010101,0.04454545454545455,0.04454545454545455,0.03565656565656566,0.03565656565656566,0.964040404040404,121,0.0100
0.09354805621089342,0.08893219817417171,0.9061442199199918,0.09118883988101344,0.09118883988101344,0.08934249666632475,0.08934249666632475,0.9131192942865934,29,0.0251
0.4443831079216119,0.441208942865029,0.442036985923268,0.3319072591774772,0.3319072591774772,0.3799337565553409,0.3799337565553409,0.49006348330113164,118,0.2754
0.1042375502629137,0.10104134446850191,0.8827714197339932,0.08124548922569337,0.08124548922569337,0.10485617073925146,0.10485617073925146,0.8963810702134241,71,0.0302
0.9216707516339869,0.9200367647058824,0.9220792483660131,0.07077205882352941,0.07077205882352941,0.0701593137254902,0.0701593137254902,0.9315767973856209,190,0.0209
0.06934232026143791,0.06576797385620915,0.07904411764705882,0.0718954248366013,0.0718954248366013,0.07179330065359477,0.07179330065359477,0.9302491830065359,219,0.0209
0.06627859477124183,0.0690359477124183,0.06781045751633986,0.07465277777777778,0.07465277777777778,0.07373366013071896,0.07373366013071896,0.9280024509803921,234,0.0209
0.05525592754655541,0.057596418031952784,0.05790169939961331,0.07082527729724229,0.07082527729724229,0.07001119365014755,0.07001119365014755,0.9290729622468709,79,0.0174
0.46598893706084615,0.46449394528330096,0.444760053819704,0.3390641351472567,0.3390641351472567,0.38122290327403197,0.38122290327403197,0.4601584691284198,134,0.3311
0.381964175416924,0.3827053736874614,0.3792464484249537,0.29240271772699195,0.29240271772699195,0.364793082149475,0.364793082149475,0.5725756639901174,220,0.1905
0.5932056825200741,0.38406423718344657,0.5893761581222977,0.3093267449042619,0.3093267449042619,0.3599752933909821,0.3599752933909821,0.5730697961704756,21,0.1905
0.4706234115712364,0.46524144117207356,0.45716848557332934,0.33846613843623863,0.33846613843623863,0.3858573777844222,0.3858573777844222,0.4502915233966213,194,0.3311
0.4928617780661908,0.49870214146658015,0.4935107073329007,0.32251784555483454,0.32251784555483454,0.3329007138221934,0.3329007138221934,0.33711875405580793,102,0.6918
0.23945033542523264,0.22592512443194113,0.7739666738801125,0.18156243237394504,0.18156243237394504,0.22365288898506816,0.22365288898506816,0.7746158840077905,242,0.0759
0.2628741197183099,0.2678257042253521,0.2680457746478873,0.2014744718309859,0.2014744718309859,0.25374119718309857,0.25374119718309857,0.7396566901408451,223,0.0912
0.06402191558441558,0.9517045454545454,0.06422483766233766,0.05509334415584415,0.05509334415584415,0.05539772727272727,0.05539772727272727,0.9445008116883117,3,0.0145
0.09475203629240128,0.10248479224662337,0.09743272502319827,0.10949582431178471,0.10949582431178471,0.10949582431178471,0.10949582431178471,0.8910196927518301,22,0.0302
0.5068330362448009,0.5103980986333928,0.49376114081996436,0.28698752228163993,0.28698752228163993,0.3024361259655377,0.3024361259655377,0.29590017825311943,174,0.8318
0.5634833011316589,0.5582390284294784,0.4584598399116754,0.3354954457631797,0.3354954457631797,0.3879381727849848,0.3879381727849848,0.5017940932928512,94,0.2754
0.03282828282828283,0.032424242424242425,0.037070707070707073,0.03838383838383838,0.03838383838383838,0.03787878787878788,0.03787878787878788,0.9623232323232324,180,0.0100
0.21932482146721488,0.2143475438216836,0.21824280458775158,0.18599870157974466,0.18599870157974466,0.22798095650292144,0.22798095650292144,0.766284354035923,215,0.0759
0.211534299935079,0.21239991343864964,0.21175070331097165,0.184483877948496,0.184483877948496,0.22289547716944386,0.22289547716944386,0.7743994806318979,221,0.0759
0.26672535211267606,0.24658890845070422,0.27299735915492956,0.20257482394366197,0.20257482394366197,0.2535211267605634,0.2535211267605634,0.7378961267605634,242,0.0912
0.3765287214329833,0.3778875849289685,0.39011735639283507,0.2975911056207535,0.2975911056207535,0.35812229771463866,0.35812229771463866,0.5730697961704756,131,0.1905
0.4674839288383914,0.47645387950366275,0.47241740170429064,0.3318881746150396,0.3318881746150396,0.38645537449544026,0.38645537449544026,0.4567199880400658,106,0.3311
0.4938626774069812,0.4856156501726122,0.4737245876486383,0.33448408131952434,0.33448408131952434,0.3757192174913694,0.3757192174913694,0.3925968546221711,239,0.4786
0.9638383838383838,0.04090909090909091,0.038181818181818185,0.03747474747474747,0.03747474747474747,0.037171717171717175,0.037171717171717175,0.963030303030303,221,0.0100
0.10968143613157622,0.1397737885233994,0.14216042336826815,0.09691812804814777,0.09691812804814777,0.12804814776382692,0.12804814776382692,0.8724706858981011,97,0.0363
0.3513545627376426,0.3773764258555133,0.3570579847908745,0.27519011406844107,0.27519011406844107,0.33804657794676807,0.33804657794676807,0.62143536121673,67,0.1585
0.10021540670838035,0.0902656682736691,0.08852189968201866,0.09057339214278387,0.09057339214278387,0.09077854138886039,0.09077854138886039,0.9094266078572161,197,0.0251
0.5760051880674448,0.5831387808041505,0.5763942931258106,0.31413748378728923,0.31413748378728923,0.38365758754863816,0.38365758754863816,0.5350194552529183,247,0.2291
0.36335551330798477,0.37654467680608367,0.3763070342205323,0.27792300380228135,0.27792300380228135,0.3442252851711027,0.3442252851711027,0.6204847908745247,133,0.1585
0.38406423718344657,0.40654725138974673,0.4061766522544781,0.2938851142680667,0.2938851142680667,0.3604694255713403,0.3604694255713403,0.5750463248919085,63,0.1905
0.45197350262213637,0.46453215567209494,0.4311344189897875,0.3354954457631797,0.3354954457631797,0.3879381727849848,0.3879381727849848,0.49820590670714876,226,0.2754
0.2918912848158131,0.2962713387241689,0.30166217430368375,0.2358490566037736,0.2358490566037736,0.28234501347708896,0.28234501347708896,0.7001347708894878,92,0.1096
0.16663149008020262,0.1713803292528493,0.16684254959898692,0.1357112705783031,0.1357112705783031,0.16863655550865345,0.16863655550865345,0.8318910932883073,174,0.0525
0.7866262713698333,0.237286301666306,0.7743994806318979,0.18296905431724736,0.18296905431724736,0.21964942653105388,0.21964942653105388,0.7765635143908245,240,0.0759
0.5126541207008436,0.5016223231667748,0.5230369889682025,0.32219338092147953,0.32219338092147953,0.33776768332251783,0.33776768332251783,0.3390655418559377,93,0.6918
0.06534090909090909,0.052353896103896104,0.06270292207792208,0.052252435064935064,0.052252435064935064,0.052049512987012984,0.052049512987012984,0.947950487012987,243,0.0145
0.5051813471502591,0.503061705134244,0.5080075365049458,0.3306641544983514,0.3306641544983514,0.35916156382477626,0.35916156382477626,0.36387187941592086,72,0.5754
0.2602332746478873,0.25440140845070425,0.261993838028169,0.20356514084507044,0.20356514084507044,0.2515404929577465,0.2515404929577465,0.7370158450704225,5,0.0912
0.5120051914341337,0.5152498377676833,0.5058403634003894,0.31797534068786504,0.31797534068786504,0.33711875405580793,0.33711875405580793,0.33874107722258273,141,0.6918
0.040202020202020204,0.0397979797979798,0.04565656565656566,0.03898989898989899,0.03898989898989899,0.03898989898989899,0.03898989898989899,0.9613131313131313,142,0.0100
0.2558318661971831,0.2545114436619718,0.253631161971831,0.2070862676056338,0.2070862676056338,0.2623239436619718,0.2623239436619718,0.7303036971830986,43,0.0912
0.5534087772564174,0.45487165332597296,0.4566657466188242,0.34115373999447973,0.34115373999447973,0.38780016560861164,0.38780016560861164,0.4962738062379244,21,0.2754
0.42865028981507036,0.4643941484957218,0.43596467016284846,0.3378415677615236,0.3378415677615236,0.3826939000828043,0.3826939000828043,0.4922715981231024,33,0.2754
0.0730187908496732,0.08588643790849673,0.0883374183006536,0.06290849673202614,0.06290849673202614,0.07730800653594772,0.07730800653594772,0.9236111111111112,141,0.0209
0.48484848484848486,0.49079025549613786,0.49376114081996436,0.33095662507427215,0.33095662507427215,0.34878193701723115,0.34878193701723115,0.33808674985145576,246,0.8318
0.06288796173806858,0.9392490078355551,0.07387809097384757,0.062277399002747535,0.062277399002747535,0.2014857026559479,0.6148366744683016,0.9386384451002341,2,0.0174
0.3861642989499691,0.6044471896232242,0.6117356392835084,0.30018529956763434,0.30018529956763434,0.3566399011735639,0.3566399011735639,0.5775169857936998,105,0.1905
0.37202946768060835,0.3656131178707224,0.36335551330798477,0.2888545627376426,0.2888545627376426,0.345888783269962,0.345888783269962,0.6177519011406845,226,0.1585
0.1520284399832706,0.1527603513174404,0.15161020493517358,0.15171476369719783,0.15171476369719783,0.1480552070263488,0.1480552070263488,0.8537222919280636,22,0.0437
0.2291711750703311,0.21348193031811297,0.23598788141095,0.183510062756979,0.183510062756979,0.2217052586020342,0.2217052586020342,0.7710452283055615,18,0.0759
0.07393790849673203,0.07873774509803921,0.07434640522875817,0.07761437908496732,0.07761437908496732,0.0766952614379085,0.0766952614379085,0.9224877450980392,238,0.0209
0.05144074675324675,0.04606331168831169,0.048396915584415584,0.057325487012987016,0.057325487012987016,0.056412337662337664,0.056412337662337664,0.9433847402597403,207,0.0145
0.3941939468807906,0.6198888202594194,0.35948116121062385,0.3050030883261272,0.3050030883261272,0.3560222359481161,0.3560222359481161,0.5744286596664607,165,0.1905
0.49558879938626776,0.48388952819332565,0.4932873034138857,0.32489451476793246,0.32489451476793246,0.36478711162255467,0.36478711162255467,0.39048714998082085,178,0.4786
0.4905793688177108,0.4853980216674517,0.4955252001884126,0.34667922750824304,0.34667922750824304,0.3796514366462553,0.3796514366462553,0.37541215261422517,222,0.5754
0.47047371836469826,0.4892926670992862,0.48702141466580146,0.31505515898767034,0.31505515898767034,0.3484750162232317,0.3484750162232317,0.327384815055159,78,0.6918
0.9551515151515152,0.9574747474747475,0.9557575757575758,0.04494949494949495,0.04494949494949495,0.038181818181818185,0.038181818181818185,0.9625252525252526,138,0.0100
0.32861091914305457,0.32907164247869153,0.3261921216309606,0.25005759041695463,0.25005759041695463,0.3138677724026722,0.3138677724026722,0.663441603317208,71,0.1318
0.46255045597249217,0.46000896995066526,0.44924502915233966,0.33278516968156674,0.33278516968156674,0.37972791149648677,0.37972791149648677,0.4577664822843474,73,0.3311
0.3018867924528302,0.30121293800539084,0.3051437556154537,0.238544474393531,0.238544474393531,0.2869496855345912,0.2869496855345912,0.6939577717879605,41,0.1096
0.4835138954309939,0.47197362223268957,0.4882242110221385,0.33349034385303816,0.33349034385303816,0.35515779557230337,0.35515779557230337,0.36340084785680643,13,0.5754
0.29031895777178796,0.2945867026055705,0.2973944294699012,0.2223719676549865,0.2223719676549865,0.2779649595687331,0.2779649595687331,0.7040655884995508,124,0.1096
