newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
-1.6196594355679088,-1.6012085276380366,-1.6114536541432392,-1.5984482074180153,-1.7069110296696688,-1.6166280433951943,-2.0754262430215684,-2.054403512031809,-6.831484224236587,196,0.0100
-1.3737396673608189,-1.2938543580645112,-1.396728191046548,-1.265779237100348,-1.4658186468760177,-1.365417694791145,-2.2172646515305616,-1.9043016966896862,-1.6219999466987487,124,0.5754
-1.6309588543667526,-1.5717062694094701,-1.6055424105347762,-1.5652631417974763,-1.593493582034757,-1.566242403829332,-3.4714066959473335,-3.3830782432043125,-12.391133915011107,122,0.0363
-1.323882118879673,-1.254774205186478,-1.3576456508550745,-1.222640938573626,-1.468433430629878,-1.365894677851186,-2.060383933623051,-1.791473581842362,-1.5488243868499414,113,0.6918
-1.6078677661447085,-1.50325557308182,-1.5704795300597085,-1.494043520779316,-1.5643844836528902,-1.5141405247996738,-5.18546538532523,-4.973255432120319,-9.663208110772356,174,0.0912
-1.6445171331430646,-1.5787470430713724,-1.6113917659240695,-1.56778191871507,-1.5947194011771122,-1.5681069689567013,-3.692785358705262,-3.5958634096075737,-12.980933730814662,62,0.0437
-1.6212867715279802,-1.537249214774765,-1.5850855127962713,-1.525385069898904,-1.5748720691910914,-1.5529400288596777,-4.953113948066196,-4.760833432850164,-10.779561975187685,57,0.0759
-1.567778009237859,-1.404522916420184,-1.5390637845429982,-1.385642016710706,-1.5296887569700552,-1.454064675676123,-4.15167911625294,-3.8082391641936266,-3.6467966969372845,215,0.2291
-1.3593289325733193,-1.270670409142365,-1.3866612366090105,-1.2517091798038644,-1.4759605898369392,-1.381371620098708,-2.3192348633526105,-1.9900540193879568,-1.6068053471567936,140,0.4786
-1.655502686689173,-1.5214333260577788,-1.6022947577509037,-1.5026617775490352,-1.5633664002801828,-1.522510392759929,-5.30788762375494,-5.049719303307812,-8.532228613630865,52,0.1096
-1.6163157420304926,-1.5917227965285492,-1.6083012749113172,-1.5904336656246925,-1.6025483571381556,-1.6069121981137895,-2.222839669341034,-2.1968769043040224,-7.809405136507062,222,0.0120
-1.6186380263000653,-1.597965320948836,-1.6109437418717476,-1.596204957456742,-1.6104951158997696,-1.6126450116355078,-2.122419429487889,-2.098515186626354,-6.818331288586562,121,0.0100
-1.620523079760279,-1.5815348981800903,-1.6032876093794437,-1.5774589147945246,-1.5963270572161243,-1.5916003597222719,-3.0341639972184007,-2.968153695214636,-10.9474089282303,29,0.0251
-1.5013162702095482,-1.3829832897574768,-1.4913707493288912,-1.3617490849852616,-1.5285155659559584,-1.443278924821756,-3.5096025403752322,-3.1238289511621185,-2.8434213155051133,118,0.2754
-1.6191437342171613,-1.5655733035554722,-1.6000537711619525,-1.5630187014680759,-1.5948813502086274,-1.569610972006617,-3.313191224471911,-3.234688373886763,-11.860176826041755,71,0.0302
-1.6347752821314891,-1.5905523828809525,-1.6169907215417212,-1.5854061291971646,-1.600186070255914,-1.5884959618617327,-2.660822011135225,-2.6153165966739147,-10.80297727593222,190,0.0209
-1.6239369546043443,-1.5856091636718586,-1.6080300156546645,-1.5819530801504453,-1.6014648238906108,-1.593705482259342,-2.7519940562624305,-2.7045329889607617,-10.29131291236586,219,0.0209
-1.605969904860519,-1.5731882973928188,-1.5934090967255172,-1.5717108104396578,-1.5920774825351265,-1.5793243441201315,-2.7520424481447647,-2.6959430818776746,-10.515618089617107,234,0.0209
-1.6101658053787187,-1.5857770391279578,-1.5998790287198812,-1.5839228685192646,-1.6043542955273573,-1.5962653407169924,-2.6461967709313714,-2.595634480823202,-9.129021494900138,79,0.0174
-1.4784934764113193,-1.3730391001988997,-1.4783884127880491,-1.3495525396941632,-1.5019684054319462,-1.4290292495538273,-2.9140827197399912,-2.5459562242116878,-2.13974302366592,134,0.3311
-1.556519346089211,-1.4395417805820672,-1.5216833636879699,-1.4197129902921732,-1.5440007551242918,-1.4874821616167735,-4.6392658463003595,-4.277567050691634,-4.5369534558012345,220,0.1905
-1.5835685380286995,-1.4455587217582517,-1.542427815014487,-1.4244041232055298,-1.5398807985616636,-1.4667214969591582,-4.525837490558555,-4.165708517457188,-5.110064554694353,21,0.1905
-1.4469395086991876,-1.3376570203440175,-1.446578223479046,-1.3133967256873949,-1.4975301378844688,-1.4062547478146683,-2.949057756923861,-2.565042344552732,-2.2812521663523846,194,0.3311
-1.3140524907438003,-1.227624804681248,-1.3517871515854334,-1.1987586287170986,-1.4532733173487284,-1.337415094842589,-2.118502631352539,-1.843690103907111,-1.494603654584586,102,0.6918
-1.6183103321162533,-1.5226071839778084,-1.5846384836196916,-1.514229375040227,-1.5776312566019934,-1.5310496540284257,-4.933783585365855,-4.743588566605889,-10.756648370190884,242,0.0759
-1.642887688584091,-1.5224225861277767,-1.59775764617306,-1.5090793042345447,-1.5764912254446344,-1.5263926455349794,-5.185603202284503,-4.986579060438453,-9.720755098938147,223,0.0912
-1.6219320925718945,-1.5963789665561359,-1.6102003669062759,-1.5929208310601874,-1.601898790416015,-1.5954808267901923,-2.3340371324643567,-2.3000716357163387,-8.801449972959583,3,0.0145
-1.6387803294895593,-1.5830072456121114,-1.6160539435527976,-1.5768183189728613,-1.6085978570512054,-1.5888610211102294,-3.3516931954877816,-3.2786660299624595,-11.487537511638589,22,0.0302
-1.2930139157856064,-1.2110487147921898,-1.3346260143562505,-1.1854038830419222,-1.4548423702647526,-1.3501847595208225,-2.017913712000106,-1.8036289412420274,-1.4807153948434277,174,0.8318
-1.5032069436299844,-1.36749927705803,-1.4912858820724229,-1.351702835921346,-1.5190199657688954,-1.4229489913531173,-3.378132028394923,-2.988667918767264,-2.769704934535439,94,0.2754
-1.6170812178948244,-1.6011352807979435,-1.6099290952054943,-1.5986854668553876,-1.6037958567809203,-1.598430721999777,-2.057997189131814,-2.0357529191407657,-6.724269618067883,180,0.0100
-1.6264706058112732,-1.5273794646202976,-1.5869169827586245,-1.5157312073628428,-1.573962075606917,-1.5311174176072249,-4.880993410757897,-4.703916414961775,-10.943843594915933,215,0.0759
-1.6418243438701174,-1.5380053094132913,-1.6021706963159694,-1.5254334662390594,-1.572735789436832,-1.5342102825489219,-4.85003245590526,-4.675962948771939,-11.08850405220434,221,0.0759
-1.6048292666154005,-1.5012281020138576,-1.569588259252023,-1.492900191286451,-1.5699620484422494,-1.516428922361583,-5.237411962894923,-5.01521877008764,-9.633138082291207,242,0.0912
-1.5786507938588974,-1.4566935610552991,-1.5440492280238096,-1.4289604487590597,-1.5365306281922915,-1.4690914349937212,-4.766211215654489,-4.416039684143682,-4.557876607005551,131,0.1905
-1.4438848464609892,-1.3852424997080564,-1.4375123960089373,-1.351759123612412,-1.4958031911370546,-1.42902774478584,-2.883844428799151,-2.4940706087773963,-2.421534205097126,106,0.3311
-1.3957532861297561,-1.291838552480299,-1.4150097399075026,-1.2692728018618138,-1.4860863272038234,-1.385444487712881,-2.2964385036372525,-1.9711076246968127,-1.7054402353531557,239,0.4786
-1.618603504132919,-1.5986183475868478,-1.6103352922291838,-1.596375168866427,-1.6097858078670766,-1.6006616660802702,-2.1413424029275734,-2.1165808981231105,-6.686293645033453,221,0.0100
-1.6290970854241933,-1.5605593468797072,-1.6042382169352845,-1.5567052552994307,-1.5886537119174868,-1.5597128510775635,-3.557917843625881,-3.4732565790995147,-12.403147568906443,97,0.0363
-1.6340170653144608,-1.4934815781780408,-1.5835054263226034,-1.4691273708059853,-1.5580329960970474,-1.5022603708160909,-4.851336898334615,-4.560703431810987,-6.3935174783364825,67,0.1585
-1.644635055116089,-1.5906042741583675,-1.6234765213670423,-1.5849479503061217,-1.6116494915793103,-1.5860199062616036,-2.9749616430687063,-2.925520618262742,-11.246380801271389,197,0.0251
-1.5421821266930682,-1.4362596382399002,-1.5149859058296518,-1.4100758678129364,-1.5307043550163877,-1.4582920447771324,-4.163908217520555,-3.79262936630964,-3.5917526787415404,247,0.2291
-1.6003735162063228,-1.4502381994846276,-1.5555978208454087,-1.4321336763472674,-1.5478501158621776,-1.4904982944818406,-5.043408066283229,-4.72014257605961,-5.848491545573898,133,0.1585
-1.5736318659402335,-1.4441207161288732,-1.5364934658898566,-1.4229140356229661,-1.542298902600485,-1.4756869809632962,-4.5365285870712055,-4.173194937883465,-4.753692541433169,63,0.1905
-1.491527792158881,-1.3591932432817848,-1.472490243317938,-1.3388190216829463,-1.5060911067268363,-1.4313238894111746,-3.4749940095562812,-3.07068354799311,-2.8652208021337273,226,0.2754
-1.617696444103528,-1.499638693666343,-1.5734638800122505,-1.4846604289680259,-1.5606226052008687,-1.5024585359882736,-5.173529287226981,-4.938214613765656,-8.674800390956056,92,0.1096
-1.6203820414715417,-1.5500023989786382,-1.5923733501261181,-1.543333979609576,-1.5847023694707303,-1.5557926881445836,-4.49638934170211,-4.230247827001899,-12.19072565664676,174,0.0525
-1.6155486963274144,-1.5200012315982256,-1.576924057202327,-1.5113089894364693,-1.5670815522498311,-1.5319937711687721,-5.0727383143321845,-4.875030923360793,-10.403590699575954,240,0.0759
-1.335677990591597,-1.2409733953664817,-1.371184898146698,-1.2167620319345283,-1.46998305942393,-1.371055575179483,-2.082972507270833,-1.8455392887427549,-1.5141457583790527,93,0.6918
-1.617736185181539,-1.5906680681689496,-1.6074982286645618,-1.5885803362973596,-1.6013517624903786,-1.614069320912316,-2.3383025630917236,-2.3042880351955337,-8.826034834297124,243,0.0145
-1.3581780843610063,-1.2694133055151002,-1.387997880295004,-1.2412194824500828,-1.4668461212133397,-1.377102162894108,-2.1490207468937927,-1.8581710875807258,-1.5680085466661664,72,0.5754
-1.5961343397826524,-1.500324798078763,-1.5592687698327037,-1.4908311624731143,-1.553569215938969,-1.516779449140318,-5.294863288292322,-5.073257850868406,-9.327273725681751,5,0.0912
-1.2904221218282266,-1.2015204477336254,-1.329669030406436,-1.1797791686651968,-1.4508149248355025,-1.3321630201488184,-2.0878982379319764,-1.8187983434024186,-1.4805208599324695,141,0.6918
-1.6184552305634623,-1.6024317625587157,-1.610954158445933,-1.599764917770533,-1.6071927587877137,-1.5990739190766081,-2.082657103535797,-2.060009109604676,-6.797002030301783,142,0.0100
-1.6234267173378762,-1.5051845471115752,-1.5801601121111766,-1.4948928097531249,-1.5684415438670598,-1.5157186587884113,-5.167807202581183,-5.209904880642335,-9.80630024163322,43,0.0912
-1.5061677805006606,-1.379854211910639,-1.4866968367380644,-1.3571128079338834,-1.5183609731833798,-1.4471453559753913,-3.396623226953372,-3.005336956775441,-2.9065619571004193,21,0.2754
-1.4911703435215593,-1.3903379364586623,-1.47554516625133,-1.3653969840587983,-1.5176276697882978,-1.4439077790992114,-3.627475601524758,-3.23788431771431,-2.892196967823254,33,0.2754
-1.6189162744050716,-1.587290821658095,-1.6043839325503184,-1.5833749789768392,-1.5983448359719834,-1.5883723827348792,-2.7146814460157747,-2.6627811247927284,-10.336276901273736,141,0.0209
-1.3071214075173823,-1.2175842431928134,-1.3459915382316696,-1.1884092416013206,-1.4481057305913239,-1.3238357473809808,-2.0223983789874915,-1.8101136534152626,-1.485388008672001,246,0.8318
-1.6269549014435893,-1.59568010439391,-1.6128744482779767,-1.5916870689335718,-1.602355619567897,-1.5942334648653633,-2.501023631780397,-2.633786382807184,-9.477045538132307,2,0.0174
