newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
0.4560840024706609,0.32365657813465104,0.330697961704756,0.31315626930203827,0.31167387276096353,0.11673872760963558,0.17825818406423719,0.24620135886349598,158,0.1905
0.5115864527629234,0.2786690433749257,0.27926322043969104,0.20796197266785502,0.22875816993464052,0.08199643493761141,0.13012477718360071,0.2281639928698752,189,0.8318
0.4436208445642408,0.3758984725965858,0.38263701707097936,0.3842093441150045,0.3621967654986523,0.10669362084456424,0.1403863432165319,0.17576370170709793,168,0.1096
0.45623128311448974,0.34911310757889885,0.3547569684404515,0.3319511633264225,0.33794056668970285,0.10953697304768487,0.15641557244874452,0.18463487675650772,156,0.1318
0.5044563279857398,0.2798573975044563,0.2798573975044563,0.20974450386215093,0.22697563874034463,0.09387997623291741,0.1408199643493761,0.22756981580510993,81,0.8318
0.46221985058697973,0.423692636072572,0.4305229455709712,0.3907150480256137,0.37353255069370334,0.11472785485592316,0.13062966915688368,0.17321237993596586,54,0.0631
0.475833685099198,0.4681300126635711,0.4733009708737864,0.3942591810890671,0.3787463064584213,0.11418319966230477,0.12526382439848038,0.1935415787252005,57,0.0525
0.4410377358490566,0.3772461814914645,0.3912848158131177,0.3732030548068284,0.3663522012578616,0.11466756513926325,0.1531895777178796,0.1752021563342318,27,0.1096
0.6062160221561186,0.5849830751871987,0.5882654631244231,0.31849420453379834,0.2774643553184942,0.12237152528464458,0.12780798030567236,0.4015796491947892,232,0.0251
0.44189638783269963,0.342324144486692,0.35670152091254753,0.3488593155893536,0.34077946768060835,0.11763307984790874,0.1716967680608365,0.2149477186311787,84,0.1585
0.44070080862533695,0.36601527403414197,0.3851078167115903,0.37151841868823,0.3693845462713387,0.1025381850853549,0.14465408805031446,0.1940700808625337,226,0.1096
0.4509727626459144,0.3041504539559014,0.3203631647211414,0.2972762645914397,0.29831387808041504,0.11997405966277562,0.19066147859922178,0.2627756160830091,116,0.2291
0.48198534908058005,0.29720436537599043,0.2978023620870085,0.2522051128718792,0.25459709971595157,0.10345343100612947,0.1711765585289281,0.26805202571385855,180,0.3311
0.6234681372549019,0.6305147058823529,0.6363357843137255,0.31668709150326796,0.2789011437908497,0.10508578431372549,0.10590277777777778,0.4545547385620915,13,0.0209
0.47625580413676655,0.4394259181089067,0.44037568594343607,0.38349514563106796,0.3431827775432672,0.09951456310679611,0.10806247361756015,0.21443647108484593,149,0.0525
0.4550794747753974,0.33264224832987793,0.3431237042156185,0.3294171849804193,0.32815019580741767,0.11230131306150656,0.16102280580511402,0.1916609076249712,184,0.1318
0.5317007367437999,0.5053439867178583,0.5042025526616167,0.35612742554736954,0.3242710387049912,0.11486977275085608,0.11902044204627996,0.28940541662343056,215,0.0363
0.4710779082177161,0.42465314834578444,0.4334044823906083,0.3855923159018143,0.3722518676627535,0.11739594450373532,0.13340448239060831,0.1775880469583778,139,0.0631
0.444743935309973,0.35703054806828394,0.37432614555256066,0.3587151841868823,0.35927672955974843,0.11197214734950584,0.1509433962264151,0.1778975741239892,98,0.1096
0.422425176056338,0.3961267605633803,0.41362235915492956,0.40107834507042256,0.3954665492957746,0.11817781690140845,0.1538292253521127,0.1561399647887324,52,0.0912
0.4960267670430782,0.48525721455457965,0.49268088665830195,0.39847344207444585,0.3442074445838561,0.11700125470514429,0.1253659556670849,0.243099121706399,14,0.0437
0.475833685099198,0.4501899535669059,0.46063739974672857,0.4018573237653018,0.3531025749261292,0.1276910088644998,0.13613338961587168,0.20799915576192488,36,0.0525
0.4556796577946768,0.3386406844106464,0.3501663498098859,0.3268773764258555,0.33329372623574144,0.11751425855513307,0.17347908745247148,0.22195817490494296,178,0.1585
0.4789995778809624,0.4455466441536513,0.4560996200928662,0.3895103419164204,0.37019839594765724,0.13127902068383285,0.14193752638243984,0.19090333474039678,77,0.0525
0.6965300324675324,0.7150974025974026,0.7139813311688312,0.24888392857142858,0.22017045454545456,0.08471996753246754,0.08482142857142858,0.5812702922077922,170,0.0145
0.43205300988319856,0.37084456424079065,0.38398472596585803,0.37398921832884097,0.36803683737646004,0.11096136567834682,0.14487870619946092,0.17228212039532795,146,0.1096
0.4713407542781193,0.27811928891842497,0.2766240239242399,0.2546934706761921,0.24688486459544776,0.10167801960458547,0.1676358199036385,0.2545273301212826,224,0.3981
0.4856288420003323,0.3037049343744808,0.3008805449410201,0.24854627014454228,0.26150523342747967,0.10583153347732181,0.17976408041202857,0.26748629340422,189,0.3981
0.5984203508052108,0.5871371422710021,0.5800594932813622,0.3041337573084419,0.2773617806954559,0.10852395117447944,0.11006257052005333,0.40147707457175097,87,0.0251
0.5048669695003245,0.27222582738481504,0.27319922128487995,0.22777417261518496,0.23069435431537963,0.08500973393900065,0.14568462037637897,0.23685918234912395,196,0.6918
0.4563925855513308,0.3403041825095057,0.34695817490494296,0.33531368821292773,0.3357889733840304,0.11394961977186312,0.17086501901140685,0.22754277566539924,117,0.1585
0.5110317975340688,0.30499675535366644,0.2926670992861778,0.21122647631408176,0.23134328358208955,0.08014276443867618,0.13530175210902012,0.22874756651524983,63,0.6918
0.4554664415365133,0.45430561418319965,0.4642254115660616,0.411249472351203,0.37441958632334316,0.10785141409877586,0.11671591388771634,0.20187842971718026,112,0.0525
