newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep,train
-0.6613575061951661,-0.6613575060698416,-0.6613575060652359,-0.6613575060682383,-0.6726356173094543,-0.6726356173094543,-2.3079492708471503,-2.3079492708471503,-5.891242017462328,158,0.1905
-0.5880002368666175,-0.5880002368982985,-0.588000236911021,-0.5880002369460852,-0.636203356886048,-0.636203356886048,-1.161247460568931,-1.161247460568931,-1.4787667194867686,189,0.8318
-0.673160770058535,-0.6731607700854897,-0.6731607700807986,-0.6731607700086286,-0.6759136795247465,-0.6759136795247465,-2.0873437445557963,-2.0873437445557963,-5.368388066410583,168,0.1096
-0.6656606219306728,-0.6656606219833255,-0.6656606220095952,-0.6656606219644413,-0.6711745475110134,-0.6711745475110134,-2.223193470530504,-2.223193470530504,-5.7599444619725,156,0.1318
-0.5811585111992751,-0.581158511079246,-0.581158511308259,-0.5811585112954305,-0.6390773595300029,-0.6390773595300029,-1.2051560415063745,-1.2051560415063745,-1.3301970155177263,81,0.8318
-0.6772219510705836,-0.677221951072107,-0.6772219511397445,-0.6772219511349732,-0.7210383546083783,-0.7210383546083783,-1.7165306744062339,-1.7165306744062339,-4.069328759449154,54,0.0631
-0.6881918334104897,-0.6881918334175028,-0.6881918332978989,-0.6881918333866501,-0.7182597346089887,-0.7182597346089887,-1.5461428292143915,-1.5461428292143915,-3.5242839434917137,57,0.0525
-0.6730737633940959,-0.6730737633537897,-0.6730737633721608,-0.673073763397748,-0.6791173612388525,-0.6791173612388525,-2.088107904519838,-2.088107904519838,-5.181367607608996,27,0.1096
-0.6899479860600378,-0.6899479860578042,-0.6899479860464768,-0.6899479860543828,-0.7002143643387894,-0.7002143643387894,-1.151077532352646,-1.151077532352646,-1.9260862397433667,232,0.0251
-0.6631888548555027,-0.6631888549435383,-0.6631888548147779,-0.6631888549374219,-0.6714564610818675,-0.6714564610818675,-2.384959892743477,-2.384959892743477,-5.611332774417503,84,0.1585
-0.679970434774068,-0.6799704347981701,-0.6799704347972548,-0.679970434776309,-0.681643387355006,-0.681643387355006,-2.1304354635376246,-2.1304354635376246,-5.243402992177566,226,0.1096
-0.6486199381782775,-0.6486199382759175,-0.6486199382864145,-0.6486199382835416,-0.6603856707477606,-0.6603856707477606,-2.329871636453455,-2.329871636453455,-5.533252179658309,116,0.2291
-0.6400751568937937,-0.6400751571336953,-0.6400751569934766,-0.6400751569858362,-0.659068696361432,-0.659068696361432,-2.1938691363676233,-2.1938691363676233,-4.738888782727125,180,0.3311
-0.6889536627921419,-0.6889536626908122,-0.6889536626486643,-0.688953662815266,-0.6979739965782242,-0.6979739965782242,-1.008499969320509,-1.008499969320509,-1.6941100064859544,13,0.0209
-0.6817833484482475,-0.6817833484859765,-0.6817833485225586,-0.6817833484283118,-0.6864632242647858,-0.6864632242647858,-1.5983374123783534,-1.5983374123783534,-3.355243628164777,149,0.0525
-0.6710029236888492,-0.6710029237013037,-0.6710029236657474,-0.6710029236471009,-0.684773132276234,-0.684773132276234,-2.3436947969519863,-2.3436947969519863,-5.474983611485177,184,0.1318
-0.6898599916842478,-0.6898599917606307,-0.6898599917265149,-0.689859991724254,-0.7078150352748975,-0.7078150352748975,-1.3061880908449908,-1.3061880908449908,-2.645967844183825,215,0.0363
-0.6813270465610743,-0.6813270466567563,-0.6813270466271005,-0.6813270465922802,-0.6845744797818498,-0.6845744797818498,-1.673152262142861,-1.673152262142861,-3.9972323681343154,139,0.0631
-0.6786960404953627,-0.6786960405219419,-0.6786960403933223,-0.6786960404497305,-0.6906283119857798,-0.6906283119857798,-2.2145126383053118,-2.2145126383053118,-5.1041303488096785,98,0.1096
-0.6794902626816968,-0.6794902626744926,-0.6794902626187245,-0.6794902626663204,-0.6941255101214242,-0.6941255101214242,-2.051868647013283,-2.051868647013283,-4.534279744983085,52,0.0912
-0.683251903542176,-0.6832519036050538,-0.6832519035904423,-0.6832519036106467,-0.6842970364774009,-0.6842970364774009,-1.4450515840519302,-1.4450515840519302,-2.9990301934479144,14,0.0437
-0.6822111619554421,-0.6822111618897219,-0.6822111618694352,-0.6822111618553377,-0.693561845042901,-0.693561845042901,-1.6088185381224112,-1.6088185381224112,-3.2694652210538635,36,0.0525
-0.6655526058720415,-0.6655526056775394,-0.665552605795684,-0.6655526056806269,-0.6750131220589954,-0.6750131220589954,-2.297781177290386,-2.297781177290386,-6.0569346473116275,178,0.1585
-0.6817929864550984,-0.6817929863116339,-0.6817929863195143,-0.6817929863751595,-0.684113964325694,-0.684113964325694,-1.5178633518107763,-1.5178633518107763,-3.5317865089983376,77,0.0525
-0.6893399513098339,-0.689339951258436,-0.6893399513140337,-0.6893399512148342,-0.6942459032628804,-0.6942459032628804,-0.9208875989781231,-0.9208875989781231,-1.2724469688814724,170,0.0145
-0.6711223619083089,-0.6711223619835855,-0.6711223619079081,-0.6711223618998114,-0.6791727238516904,-0.6791727238516904,-2.0915236100055536,-2.0915236100055536,-5.303067723432871,146,0.1096
-0.6231347507605455,-0.6231347511053023,-0.6231347507776318,-0.6231347510216082,-0.6467230769132833,-0.6467230769132833,-1.9066978157269285,-1.9066978157269285,-4.024223043523506,224,0.3981
-0.6291771411416724,-0.6291771410227328,-0.6291771410388743,-0.6291771411288449,-0.6536758640648859,-0.6536758640648859,-1.8744064402326757,-1.8744064402326757,-4.283332574614684,189,0.3981
-0.6893691923166347,-0.6893691923918162,-0.6893691922636631,-0.6893691922903088,-0.7012850876617596,-0.7012850876617596,-1.1121506316138774,-1.1121506316138774,-1.9939171288464097,87,0.0251
-0.5956314987052349,-0.5956314990621048,-0.5956314989785514,-0.5956314989825928,-0.6327269945159578,-0.6327269945159578,-1.383271505293981,-1.383271505293981,-1.9506392072186463,196,0.6918
-0.6737873021831516,-0.6737873020683525,-0.6737873021831084,-0.67378730211765,-0.6743493120978407,-0.6743493120978407,-2.3120763445824384,-2.3120763445824384,-5.7140799298958465,117,0.1585
-0.5999759619284645,-0.5999759620749654,-0.5999759624278169,-0.599975962119746,-0.6529446507775634,-0.6529446507775634,-1.2833357771814147,-1.2833357771814147,-1.8454758530230622,63,0.6918
-0.6847448608967203,-0.684744860950937,-0.6847448608512565,-0.6847448609759351,-0.686661531639423,-0.686661531639423,-1.5678071334373145,-1.5678071334373145,-3.4881244150623236,112,0.0525
