N,M,K1,K2,train_size,graph_accuracy,hyper_graph_accuracy,loss_measurement
500,1300,2,6,0.5,0.8824938724096416,0.8930229617519462,rms
500,1300,2,6,0.6000000000000001,0.8566490067697162,0.8597827907044063,rms
500,1300,2,6,0.7000000000000001,0.7179288374197146,0.7282655885564673,rms
500,1300,2,6,0.8,0.6739632349844676,0.6744877388312206,rms
500,1300,2,6,0.9,0.6540755912884179,0.6544615644142817,rms
500,1300,2,6,1.0,0.6202380108294097,0.6139312685379479,rms
500,1400,2,6,0.0,1.7930655605506827,1.7930655605506827,rms
500,1400,2,6,0.1,1.5187183719332367,1.5154221622558144,rms
500,1400,2,6,0.2,1.2491165928644385,1.257192201102088,rms
500,1400,2,6,0.30000000000000004,1.0793585464819038,1.10199394502191,rms
500,1400,2,6,0.4,0.928420914349406,0.9324696877340392,rms
500,1400,2,6,0.5,0.8683824415375456,0.873325106938773,rms
500,1400,2,6,0.6000000000000001,0.7924202858954817,0.791480867555467,rms
500,1400,2,6,0.7000000000000001,0.7096042906576048,0.718662819335335,rms
500,1400,2,6,0.8,0.6861268610399726,0.681440197210753,rms
500,1400,2,6,0.9,0.6543319636508967,0.655210131122244,rms
500,1400,2,6,1.0,0.6157324709627947,0.6109787556634643,rms
500,1500,2,6,0.0,1.7675558755817615,1.7675558755817615,rms
500,1500,2,6,0.1,1.4868835874514612,1.4841109135955322,rms
500,1500,2,6,0.2,1.1893829038022947,1.2035261382085105,rms
500,1500,2,6,0.30000000000000004,1.0922762382824758,1.0816693227066367,rms
500,1500,2,6,0.4,0.932236158617102,0.9334939869182013,rms
500,1500,2,6,0.5,0.8547738283024133,0.8644951334179959,rms
500,1500,2,6,0.6000000000000001,0.8014329517513993,0.7939109022390272,rms
500,1500,2,6,0.7000000000000001,0.728012496642391,0.7176833879917818,rms
500,1500,2,6,0.8,0.7018989384512039,0.6953702110650043,rms
500,1500,2,6,0.9,0.6521973956129518,0.6431485263943276,rms
500,1500,2,6,1.0,0.6317310183146817,0.6178046918046257,rms
500,1600,2,6,0.0,1.6596045638849812,1.6596045638849812,rms
500,1600,2,6,0.1,1.318623311905739,1.323688385154233,rms
500,1600,2,6,0.2,1.170581434798239,1.1459600960319019,rms
500,1600,2,6,0.30000000000000004,0.9634559319080674,0.9481519467393527,rms
500,1600,2,6,0.4,0.8745158188193985,0.8538590916199709,rms
500,1600,2,6,0.5,0.7740467597943889,0.7589118665943568,rms
500,1600,2,6,0.6000000000000001,0.7374277945268541,0.7234274036999672,rms
500,1600,2,6,0.7000000000000001,0.6346245812999436,0.6241923687116483,rms
500,1600,2,6,0.8,0.5990372509593951,0.5884202590731138,rms
500,1600,2,6,0.9,0.5526042007430111,0.5425707352224753,rms
500,1600,2,6,1.0,0.5373765164540784,0.5255567196555501,rms
500,1700,2,6,0.0,1.8678471609255634,1.8678471609255634,rms
500,1700,2,6,0.1,1.5112341671797458,1.5199953570607339,rms
500,1700,2,6,0.2,1.0894170253439333,1.1280066530888895,rms
500,1700,2,6,0.30000000000000004,0.9657886478978037,0.996975634713926,rms
500,1700,2,6,0.4,0.8338743064311133,0.8378635161285768,rms
500,1700,2,6,0.5,0.7543920745328949,0.7655158281530892,rms
500,1700,2,6,0.6000000000000001,0.6866998565779364,0.6866649432664571,rms
500,1700,2,6,0.7000000000000001,0.6275864709088207,0.623076944842251,rms
500,1700,2,6,0.8,0.602246141398601,0.5894376114297875,rms
500,1700,2,6,0.9,0.5613833640999302,0.5554351143859227,rms
500,1700,2,6,1.0,0.5326588049862792,0.5229517224967967,rms
500,1800,2,6,0.0,1.7370739237360882,1.7370739237360882,rms
500,1800,2,6,0.1,1.4245946591114789,1.4229484320569843,rms
500,1800,2,6,0.2,1.0947422569353393,1.1083265798772524,rms
500,1800,2,6,0.30000000000000004,0.9000971661193455,0.9014480762528453,rms
500,1800,2,6,0.4,0.8531561201325847,0.8528614631063025,rms
500,1800,2,6,0.5,0.7383670445522542,0.7278641353938646,rms
500,1800,2,6,0.6000000000000001,0.6759865576021675,0.6802957596524482,rms
500,1800,2,6,0.7000000000000001,0.6387103714651361,0.6330629820302544,rms
500,1800,2,6,0.8,0.5596508998687018,0.5482722432777287,rms
500,1800,2,6,0.9,0.5445715529431917,0.534384269221577,rms
500,1800,2,6,1.0,0.5006071963634415,0.4914661539663591,rms
500,1900,2,6,0.0,1.6716094229708796,1.6716094229708796,rms
500,1900,2,6,0.1,1.3340514003250497,1.3252471453267503,rms
500,1900,2,6,0.2,1.0314153648832776,1.038664677727214,rms
500,1900,2,6,0.30000000000000004,0.8381992227059373,0.8379280789128477,rms
500,1900,2,6,0.4,0.7934386761174897,0.7710592601478609,rms
500,1900,2,6,0.5,0.6711806640380926,0.6579564603324359,rms
500,1900,2,6,0.6000000000000001,0.6461358051457262,0.6150886106467249,rms
500,1900,2,6,0.7000000000000001,0.5556866412463889,0.5372887628958191,rms
500,1900,2,6,0.8,0.5602782727397867,0.5311078129239493,rms
500,1900,2,6,0.9,0.5254242841197474,0.49731689690347886,rms
500,1900,2,6,1.0,0.49167648846574363,0.4622790043947526,rms
200,250,2,6,0.0,1.6543574188296075,1.6543574188296075,rms
200,250,2,6,0.1,1.5009122835594677,1.5117395437115435,rms
200,250,2,6,0.2,1.3739948048225272,1.376818068427062,rms
200,250,2,6,0.30000000000000004,1.206342468708788,1.2167278487712363,rms
200,250,2,6,0.4,1.1461800141076384,1.1419068521580364,rms
200,250,2,6,0.5,1.0469074469927577,1.0476704169175242,rms
200,250,2,6,0.6000000000000001,1.0303004649338976,1.003786613217819,rms
200,250,2,6,0.7000000000000001,0.9173452138969699,0.9191876924677751,rms
200,250,2,6,0.8,0.8756262922946368,0.8747010667059817,rms
200,250,2,6,0.9,0.8008185032047932,0.7685015496492295,rms
200,250,2,6,1.0,0.7882422992486323,0.7650323337241366,rms
300,250,2,6,0.0,1.8815419589641411,1.8815419589641411,rms
300,250,2,6,0.1,1.7443030127190582,1.7484164456064446,rms
300,250,2,6,0.2,1.6604244665729633,1.6716756762276264,rms
300,250,2,6,0.30000000000000004,1.5197558633160437,1.5431288048499643,rms
300,250,2,6,0.4,1.4676784700257204,1.492764797449351,rms
300,250,2,6,0.5,1.3668223532193595,1.3824192120641072,rms
300,250,2,6,0.6000000000000001,1.307792009496771,1.3274960001429854,rms
300,250,2,6,0.7000000000000001,1.240956246705836,1.2499071011868257,rms
300,250,2,6,0.8,1.1829043540815856,1.1903713147862969,rms
300,250,2,6,0.9,1.198400919102777,1.1977505659626089,rms
300,250,2,6,1.0,1.118618134763346,1.1179533462525868,rms
400,250,2,6,0.0,1.8841209492898932,1.8841209492898932,rms
400,250,2,6,0.1,1.7997485015138552,1.8054043645095192,rms
400,250,2,6,0.2,1.6733512025787545,1.6851813765051515,rms
400,250,2,6,0.30000000000000004,1.6127062899424436,1.6317024390847021,rms
400,250,2,6,0.4,1.570379237111284,1.5890253990463759,rms
400,250,2,6,0.5,1.4579914364281652,1.4858492840735762,rms
400,250,2,6,0.6000000000000001,1.3931425492713547,1.4117534381439776,rms
400,250,2,6,0.7000000000000001,1.387855085088556,1.3994232405068412,rms
400,250,2,6,0.8,1.3378877429344138,1.36380925579406,rms
400,250,2,6,0.9,1.2869265513286257,1.307212421771225,rms
400,250,2,6,1.0,1.247022001314254,1.2665222872375592,rms
500,250,2,6,0.0,1.8287214193014962,1.8287214193014962,rms
500,250,2,6,0.1,1.7327582345430828,1.7423972822096676,rms
500,250,2,6,0.2,1.6498448981545373,1.6693404911756602,rms
500,250,2,6,0.30000000000000004,1.5771191568785587,1.601823365684708,rms
500,250,2,6,0.4,1.5396660874275168,1.559178511035335,rms
500,250,2,6,0.5,1.4320057737946812,1.4634694363408982,rms
500,250,2,6,0.6000000000000001,1.3948524630420152,1.4341958776590593,rms
500,250,2,6,0.7000000000000001,1.4074693341014095,1.4264955698550748,rms
500,250,2,6,0.8,1.3257061144693776,1.3554415875371109,rms
500,250,2,6,0.9,1.2426411917939804,1.274068111533508,rms
500,250,2,6,1.0,1.2290451755981053,1.2543521966960522,rms
600,250,2,6,0.0,1.906728067738,1.906728067738,rms
600,250,2,6,0.1,1.8397757558716654,1.845883749301202,rms
600,250,2,6,0.2,1.8031769016098989,1.806426313153643,rms
600,250,2,6,0.30000000000000004,1.7842517179192985,1.7886710826023686,rms
600,250,2,6,0.4,1.665758805667309,1.6845644365691295,rms
600,250,2,6,0.5,1.630070302987611,1.6461383585515603,rms
600,250,2,6,0.6000000000000001,1.588545539221312,1.6112073488308787,rms
600,250,2,6,0.7000000000000001,1.547404424095214,1.5724588145141196,rms
600,250,2,6,0.8,1.4992520088411525,1.520687384811553,rms
600,250,2,6,0.9,1.4498248719959805,1.4785624364405299,rms
600,250,2,6,1.0,1.4089071699077818,1.4438639470074626,rms
700,250,2,6,0.0,1.7041318122571139,1.7041318122571139,rms
700,250,2,6,0.1,1.6765859017790528,1.6744211576874433,rms
700,250,2,6,0.2,1.6492974206302047,1.646000103841943,rms
700,250,2,6,0.30000000000000004,1.60746238455897,1.6086514958086466,rms
700,250,2,6,0.4,1.6004827870288207,1.596239017060361,rms
700,250,2,6,0.5,1.5215702314558446,1.5235957684540307,rms
700,250,2,6,0.6000000000000001,1.5116236854312035,1.5123868322871765,rms
700,250,2,6,0.7000000000000001,1.4932314414160155,1.488820745789685,rms
700,250,2,6,0.8,1.442075241457063,1.443188451672387,rms
700,250,2,6,0.9,1.4147217504986425,1.4177208412834523,rms
700,250,2,6,1.0,1.3952484318485092,1.4001934779237974,rms
800,250,2,6,0.0,1.8099730387746997,1.8099730387746997,rms
800,250,2,6,0.1,1.7668368928205187,1.7685993817066676,rms
800,250,2,6,0.2,1.749862837399009,1.7490539948309118,rms
800,250,2,6,0.30000000000000004,1.7075886199342138,1.7105885330449075,rms
800,250,2,6,0.4,1.6703188852590733,1.6755719358133943,rms
800,250,2,6,0.5,1.6111368421777157,1.6196729455331353,rms
800,250,2,6,0.6000000000000001,1.595144589972047,1.602926152957632,rms
800,250,2,6,0.7000000000000001,1.5645606677409338,1.5731718768243301,rms
800,250,2,6,0.8,1.529893109020608,1.5376980899137616,rms
800,250,2,6,0.9,1.5032920541136081,1.5116923736959265,rms
800,250,2,6,1.0,1.477547704265409,1.486133348182754,rms
900,250,2,6,0.0,1.7486157448943522,1.7486157448943522,rms
900,250,2,6,0.1,1.6956468111110534,1.7003707606662823,rms
900,250,2,6,0.2,1.6731028582464496,1.676941696834304,rms
900,250,2,6,0.30000000000000004,1.6542471027288739,1.6542927835325387,rms
900,250,2,6,0.4,1.613231819707632,1.6192686093827755,rms
900,250,2,6,0.5,1.5899635109976848,1.5952471651549829,rms
900,250,2,6,0.6000000000000001,1.5571171187848964,1.5628560928791084,rms
900,250,2,6,0.7000000000000001,1.5325645383100326,1.5383901402552358,rms
900,250,2,6,0.8,1.49413734936683,1.5005112684747883,rms
900,250,2,6,0.9,1.4567012706542606,1.4669562699847607,rms
900,250,2,6,1.0,1.4391282385202917,1.448248097887792,rms
1000,250,2,6,0.0,1.9011314309128928,1.9011314309128928,rms
1000,250,2,6,0.1,1.8763819882588604,1.8772270422121597,rms
1000,250,2,6,0.2,1.8245477711224543,1.8305036637745613,rms
1000,250,2,6,0.30000000000000004,1.7964517261437882,1.8039228900038953,rms
1000,250,2,6,0.4,1.7911301258893693,1.7965718140274194,rms
1000,250,2,6,0.5,1.7659270587612967,1.768913678812339,rms
1000,250,2,6,0.6000000000000001,1.69770461056928,1.7096586810988246,rms
1000,250,2,6,0.7000000000000001,1.6634734079182723,1.677648501415897,rms
1000,250,2,6,0.8,1.6398176745618533,1.654870459623709,rms
1000,250,2,6,0.9,1.608379386576965,1.6237763775928185,rms
1000,250,2,6,1.0,1.5844258566321716,1.6009718646981705,rms
1100,250,2,6,0.0,1.8149788935112796,1.8149788935112796,rms
1100,250,2,6,0.1,1.7777728448185202,1.7803411081149951,rms
1100,250,2,6,0.2,1.7651309930107444,1.7664268028240047,rms
1100,250,2,6,0.30000000000000004,1.7383179453230795,1.7395632868063449,rms
1100,250,2,6,0.4,1.7079454689061129,1.7117374812117145,rms
1100,250,2,6,0.5,1.6764398841561663,1.6817316383117706,rms
1100,250,2,6,0.6000000000000001,1.6566330718249525,1.6628027331966029,rms
1100,250,2,6,0.7000000000000001,1.6182482697468117,1.6289281875942532,rms
1100,250,2,6,0.8,1.5954934158499958,1.6064982408649335,rms
1100,250,2,6,0.9,1.5747472914965914,1.5854222895284,rms
1100,250,2,6,1.0,1.5643769892905184,1.5730587322156482,rms
1200,250,2,6,0.0,1.862068851457575,1.862068851457575,rms
1200,250,2,6,0.1,1.8309536115985572,1.8330458351843901,rms
1200,250,2,6,0.2,1.8042678216965655,1.8070390373298948,rms
1200,250,2,6,0.30000000000000004,1.7407164278687395,1.752486358096547,rms
1200,250,2,6,0.4,1.7405007277164253,1.748962613193246,rms
1200,250,2,6,0.5,1.6966628517964417,1.7113739234132956,rms
1200,250,2,6,0.6000000000000001,1.6612678268616008,1.6740394919158437,rms
1200,250,2,6,0.7000000000000001,1.6560234945207732,1.6683515510164075,rms
1200,250,2,6,0.8,1.605908863784937,1.6252180233851756,rms
1200,250,2,6,0.9,1.6189966321184857,1.6324830921776377,rms
1200,250,2,6,1.0,1.5670568451859332,1.5876122960621275,rms
1300,250,2,6,0.0,1.7946040757564392,1.7946040757564392,rms
1300,250,2,6,0.1,1.7742484301059258,1.7752456267003383,rms
1300,250,2,6,0.2,1.7450343603133491,1.7473340766987293,rms
1300,250,2,6,0.30000000000000004,1.7053053969981615,1.710710918170646,rms
1300,250,2,6,0.4,1.682691641556077,1.688528138731085,rms
1300,250,2,6,0.5,1.6528072420204474,1.6627694538744273,rms
1300,250,2,6,0.6000000000000001,1.6546634392973336,1.657756501150348,rms
1300,250,2,6,0.7000000000000001,1.6217697052379345,1.6309116148907468,rms
1300,250,2,6,0.8,1.601391722993591,1.6085072157712101,rms
1300,250,2,6,0.9,1.5931910485507084,1.5997697096001107,rms
1300,250,2,6,1.0,1.562956336027784,1.5714011126274683,rms
1400,250,2,6,0.0,1.7522735953602597,1.7522735953602597,rms
1400,250,2,6,0.1,1.7246169107332712,1.7254907147023277,rms
1400,250,2,6,0.2,1.7009179114405564,1.7036129197708834,rms
1400,250,2,6,0.30000000000000004,1.6805722861816321,1.682624496925028,rms
1400,250,2,6,0.4,1.6654470779466328,1.6682552691285366,rms
1400,250,2,6,0.5,1.6484899587643738,1.6505527673477933,rms
1400,250,2,6,0.6000000000000001,1.6168786839160836,1.6199282810117999,rms
1400,250,2,6,0.7000000000000001,1.604283660414292,1.606881523689897,rms
1400,250,2,6,0.8,1.5708875999557181,1.5759316181061807,rms
1400,250,2,6,0.9,1.5670486040409919,1.5690069119815757,rms
1400,250,2,6,1.0,1.5373303046812856,1.5407764392318932,rms
1500,250,2,6,0.0,1.8570003737541627,1.8570003737541627,rms
1500,250,2,6,0.1,1.8406193724419107,1.8410781196184656,rms
1500,250,2,6,0.2,1.8196746431748407,1.8205700157483449,rms
1500,250,2,6,0.30000000000000004,1.7883113980784082,1.7931522510545328,rms
1500,250,2,6,0.4,1.7770252693112205,1.7799359884750163,rms
1500,250,2,6,0.5,1.78298325975318,1.7819103325416554,rms
1500,250,2,6,0.6000000000000001,1.740467743018174,1.7453996261893994,rms
1500,250,2,6,0.7000000000000001,1.6985017233579343,1.7078446396604519,rms
1500,250,2,6,0.8,1.684230566797926,1.693025008311373,rms
1500,250,2,6,0.9,1.6762022206783675,1.6827462060727951,rms
1500,250,2,6,1.0,1.6514265347037402,1.660226234908102,rms
1600,250,2,6,0.0,1.7634847433044887,1.7634847433044887,rms
1600,250,2,6,0.1,1.7399884202813216,1.7406322254580457,rms
1600,250,2,6,0.2,1.7272532991102063,1.7279631754450169,rms
1600,250,2,6,0.30000000000000004,1.714741067020593,1.715271115669566,rms
1600,250,2,6,0.4,1.674876954354958,1.6772627810275538,rms
1600,250,2,6,0.5,1.65463171637715,1.6602580463903653,rms
1600,250,2,6,0.6000000000000001,1.6331033456424586,1.6389418807345488,rms
1600,250,2,6,0.7000000000000001,1.6475575200806147,1.649559758416694,rms
1600,250,2,6,0.8,1.6192990843767592,1.622649484460699,rms
1600,250,2,6,0.9,1.5931772192845899,1.5986689427710703,rms
1600,250,2,6,1.0,1.5824213464025403,1.5867113295897302,rms
1700,250,2,6,0.0,1.7905131093901798,1.7905131093901798,rms
1700,250,2,6,0.1,1.776072089643204,1.7756333147436307,rms
1700,250,2,6,0.2,1.7520328910650704,1.7534591721307706,rms
1700,250,2,6,0.30000000000000004,1.7217217642205465,1.7260077924177653,rms
1700,250,2,6,0.4,1.7062405344948735,1.7104565569187167,rms
1700,250,2,6,0.5,1.6936539685572563,1.6990633194485347,rms
1700,250,2,6,0.6000000000000001,1.6760259672635576,1.6814483154471418,rms
1700,250,2,6,0.7000000000000001,1.6696293247911835,1.6724548968498127,rms
1700,250,2,6,0.8,1.6489129742352158,1.6521428016323993,rms
1700,250,2,6,0.9,1.6298208061691126,1.634409857065199,rms
1700,250,2,6,1.0,1.6073530089563077,1.6141680045280538,rms
1800,250,2,6,0.0,1.8525034805852771,1.8525034805852771,rms
1800,250,2,6,0.1,1.8276827091722507,1.829751613429695,rms
1800,250,2,6,0.2,1.8125916875787136,1.8152337196426511,rms
1800,250,2,6,0.30000000000000004,1.8050747382288874,1.8067470574195919,rms
1800,250,2,6,0.4,1.7643043267182248,1.7704547589558721,rms
1800,250,2,6,0.5,1.7584363148893543,1.7649021080603022,rms
1800,250,2,6,0.6000000000000001,1.744376584086572,1.7494488706929865,rms
1800,250,2,6,0.7000000000000001,1.731194798640833,1.7370339982659009,rms
1800,250,2,6,0.8,1.7067472846090734,1.7139047958469136,rms
1800,250,2,6,0.9,1.6881480297444085,1.6964569558437004,rms
1800,250,2,6,1.0,1.6714357063917549,1.6818588897139268,rms
1900,250,2,6,0.0,1.8579580709432357,1.8579580709432357,rms
1900,250,2,6,0.1,1.8367214520389747,1.8382365756447592,rms
1900,250,2,6,0.2,1.8197734892379889,1.8219218495055642,rms
1900,250,2,6,0.30000000000000004,1.7944913776263045,1.7981101079208173,rms
1900,250,2,6,0.4,1.7875326945668184,1.7894588562117362,rms
1900,250,2,6,0.5,1.7610366998520073,1.7647123905683075,rms
1900,250,2,6,0.6000000000000001,1.7378064716442776,1.7446052508568506,rms
1900,250,2,6,0.7000000000000001,1.7169605982070437,1.7238888852197207,rms
1900,250,2,6,0.8,1.7058747505699634,1.712304997328251,rms
1900,250,2,6,0.9,1.6859977862497961,1.6938211135803571,rms
1900,250,2,6,1.0,1.666126770344357,1.674008913169295,rms
500,250,2,2,0.0,1.8558812217770255,1.8558812217770255,rms
500,250,2,2,0.1,1.8429056626152551,1.8429056626152551,rms
500,250,2,2,0.2,1.8292139274046602,1.8292139274046602,rms
500,250,2,2,0.30000000000000004,1.8152766214368674,1.8152766214368674,rms
500,250,2,2,0.4,1.796685566733519,1.796685566733519,rms
