N,M,K1,K2,train_size,graph_accuracy,hyper_graph_accuracy,loss_measurement
500,1800,2,6,0.8,0.6039644414503362,0.6016120232109003,rms
500,1800,2,6,0.9,0.5731808642319116,0.5805918575054844,rms
500,1800,2,6,1.0,0.5405911006255738,0.539104586881928,rms
500,1900,2,6,0.0,1.6882168293607531,1.6882168293607531,rms
500,1900,2,6,0.1,1.3086074485475627,1.3075141365015222,rms
500,1900,2,6,0.2,1.0530649453451089,1.048405303604134,rms
500,1900,2,6,0.30000000000000004,0.8799849051380143,0.8764029581562112,rms
500,1900,2,6,0.4,0.8175952690935854,0.7951735782717191,rms
500,1900,2,6,0.5,0.7265398888912086,0.7081731141007628,rms
500,1900,2,6,0.6000000000000001,0.6695165076264837,0.6562497281193572,rms
500,1900,2,6,0.7000000000000001,0.6089748886145627,0.5902847908199779,rms
500,1900,2,6,0.8,0.5492791981956815,0.5333612161876918,rms
500,1900,2,6,0.9,0.5326733879999441,0.5138583123817511,rms
500,1900,2,6,1.0,0.5067100217842794,0.48049252852562535,rms
200,250,2,6,0.0,1.7552595972023235,1.7552595972023235,rms
200,250,2,6,0.1,1.5736703353071115,1.587850681256332,rms
200,250,2,6,0.2,1.432299205749037,1.4388920884438943,rms
200,250,2,6,0.30000000000000004,1.326844143912942,1.3239247674499641,rms
200,250,2,6,0.4,1.2125618892984684,1.2130857451267545,rms
200,250,2,6,0.5,1.1619989969791042,1.1539795445312053,rms
200,250,2,6,0.6000000000000001,1.1255074947092503,1.1196170935471719,rms
200,250,2,6,0.7000000000000001,1.033719550306723,1.0345752606649998,rms
200,250,2,6,0.8,0.975026793885549,0.9647635607098549,rms
200,250,2,6,0.9,0.9479851784043564,0.9355886367915844,rms
200,250,2,6,1.0,0.8716139924240617,0.8728532632593917,rms
300,250,2,6,0.0,2.0246397470519417,2.0246397470519417,rms
300,250,2,6,0.1,1.8794115071642081,1.8928228405442145,rms
300,250,2,6,0.2,1.7787824083838812,1.7946789443934923,rms
300,250,2,6,0.30000000000000004,1.6727610792935104,1.7021091577422613,rms
300,250,2,6,0.4,1.5179581111648703,1.5563610441827114,rms
300,250,2,6,0.5,1.5372682864827851,1.5661533877771456,rms
300,250,2,6,0.6000000000000001,1.4332707942307128,1.460855390896005,rms
300,250,2,6,0.7000000000000001,1.3318863670108563,1.3758048843021624,rms
300,250,2,6,0.8,1.2908491040906092,1.3353405147298358,rms
300,250,2,6,0.9,1.2615359439172311,1.291851626406224,rms
300,250,2,6,1.0,1.1827398976401038,1.2264275520227914,rms
400,250,2,6,0.0,1.8510226975837376,1.8510226975837376,rms
400,250,2,6,0.1,1.7940254473152324,1.7934554855293605,rms
400,250,2,6,0.2,1.6942557394510527,1.7005836551566755,rms
400,250,2,6,0.30000000000000004,1.5722011138238159,1.5811113776580275,rms
400,250,2,6,0.4,1.5447508332735698,1.554313581871879,rms
400,250,2,6,0.5,1.552321823514502,1.557197329307031,rms
400,250,2,6,0.6000000000000001,1.4662245894633594,1.4777532342788926,rms
400,250,2,6,0.7000000000000001,1.4657117142473628,1.4684284244276415,rms
400,250,2,6,0.8,1.3230045679451754,1.3502212067318542,rms
400,250,2,6,0.9,1.2851312266904096,1.2997357583905143,rms
400,250,2,6,1.0,1.2672181085087382,1.2824706463583633,rms
500,250,2,6,0.0,1.7186681539039368,1.7186681539039368,rms
500,250,2,6,0.1,1.625976574013526,1.6341330761266897,rms
500,250,2,6,0.2,1.609516391107551,1.60894154408765,rms
500,250,2,6,0.30000000000000004,1.5617193579394766,1.559727668850828,rms
500,250,2,6,0.4,1.5483236955597495,1.5439318334569798,rms
500,250,2,6,0.5,1.4754630160212225,1.475440345009287,rms
500,250,2,6,0.6000000000000001,1.4295257725574957,1.4253107020750462,rms
500,250,2,6,0.7000000000000001,1.3779716042256531,1.3843417953495372,rms
500,250,2,6,0.8,1.346112133069359,1.3411339042039194,rms
500,250,2,6,0.9,1.2999588716237245,1.3026133519435648,rms
500,250,2,6,1.0,1.274590296838997,1.274211349936598,rms
600,250,2,6,0.0,1.7760744258434917,1.7760744258434917,rms
600,250,2,6,0.1,1.694525844898861,1.7021635257378975,rms
600,250,2,6,0.2,1.6621774166237064,1.6680630009694044,rms
600,250,2,6,0.30000000000000004,1.596076858245573,1.6054436114505277,rms
600,250,2,6,0.4,1.5674530530680706,1.5762731486557593,rms
600,250,2,6,0.5,1.518117640084103,1.528312824392854,rms
600,250,2,6,0.6000000000000001,1.4772077444251723,1.4881764533710107,rms
600,250,2,6,0.7000000000000001,1.4258265441586575,1.4364587940562596,rms
600,250,2,6,0.8,1.4287932574140765,1.429304243384407,rms
600,250,2,6,0.9,1.377876773522041,1.3817077810382785,rms
600,250,2,6,1.0,1.3375004316443164,1.3416160209156964,rms
700,250,2,6,0.0,1.7894766091295302,1.7894766091295302,rms
700,250,2,6,0.1,1.739144544691561,1.7414844720472586,rms
700,250,2,6,0.2,1.7030969973121626,1.7069804918367362,rms
700,250,2,6,0.30000000000000004,1.6639495815311824,1.6627599687732868,rms
700,250,2,6,0.4,1.5946465285981524,1.6049651926353456,rms
700,250,2,6,0.5,1.600861564915336,1.6009476319463312,rms
700,250,2,6,0.6000000000000001,1.524816426656193,1.5284652434527997,rms
700,250,2,6,0.7000000000000001,1.5076049141023034,1.5161201299266651,rms
700,250,2,6,0.8,1.4746302854300564,1.4783406367909735,rms
700,250,2,6,0.9,1.4342380377116877,1.4373688272851444,rms
700,250,2,6,1.0,1.406608909018484,1.4120520297837753,rms
800,250,2,6,0.0,1.8040958323191676,1.8040958323191676,rms
800,250,2,6,0.1,1.7564456746298467,1.758214975199484,rms
800,250,2,6,0.2,1.7131744877904647,1.7165959015656258,rms
800,250,2,6,0.30000000000000004,1.6884910820663843,1.6908057388041033,rms
800,250,2,6,0.4,1.621037876991003,1.6324355631707859,rms
800,250,2,6,0.5,1.5535829237785324,1.5703169600436142,rms
800,250,2,6,0.6000000000000001,1.6040726506847198,1.6132225113823795,rms
800,250,2,6,0.7000000000000001,1.5141883246480223,1.5238954944134202,rms
800,250,2,6,0.8,1.4569605437115112,1.4766596236902696,rms
800,250,2,6,0.9,1.4313039939584986,1.4469120372116615,rms
800,250,2,6,1.0,1.4174098958917274,1.4300186923118912,rms
900,250,2,6,0.0,1.8094936383638676,1.8094936383638676,rms
900,250,2,6,0.1,1.7688196476868576,1.770332488214505,rms
900,250,2,6,0.2,1.7192318525122228,1.7264077987249977,rms
900,250,2,6,0.30000000000000004,1.6942464349427517,1.7003829950620941,rms
900,250,2,6,0.4,1.6585227046863888,1.6668425712445238,rms
900,250,2,6,0.5,1.6228321631791671,1.6353199851143048,rms
900,250,2,6,0.6000000000000001,1.5840664995386797,1.5985329421119776,rms
900,250,2,6,0.7000000000000001,1.568680764593803,1.5820843717719437,rms
900,250,2,6,0.8,1.5530481853636513,1.5630901006213707,rms
900,250,2,6,0.9,1.511111600143872,1.5271799135858146,rms
900,250,2,6,1.0,1.4803318665008471,1.4980029841327107,rms
1000,250,2,6,0.0,1.6953894332735315,1.6953894332735315,rms
1000,250,2,6,0.1,1.653133899859951,1.6571234939459665,rms
1000,250,2,6,0.2,1.652488867006691,1.6520005592668656,rms
1000,250,2,6,0.30000000000000004,1.5970101900252036,1.602108816937544,rms
1000,250,2,6,0.4,1.5743013555971033,1.579526029259669,rms
1000,250,2,6,0.5,1.5411136632572118,1.5483996525392338,rms
1000,250,2,6,0.6000000000000001,1.5115050658729534,1.5204462999471922,rms
1000,250,2,6,0.7000000000000001,1.4927662664452874,1.499612149911322,rms
1000,250,2,6,0.8,1.4677110074764035,1.4747137254941771,rms
1000,250,2,6,0.9,1.4230572809099078,1.4339444131782348,rms
1000,250,2,6,1.0,1.3930892725868333,1.409008480801343,rms
1100,250,2,6,0.0,1.809895127873115,1.809895127873115,rms
1100,250,2,6,0.1,1.7761659198189537,1.77778791999848,rms
1100,250,2,6,0.2,1.769440779195565,1.7685441076839548,rms
1100,250,2,6,0.30000000000000004,1.7103782566345436,1.7148083168029316,rms
1100,250,2,6,0.4,1.702295515101985,1.7037934820876706,rms
1100,250,2,6,0.5,1.676219627403547,1.6819406497770875,rms
1100,250,2,6,0.6000000000000001,1.6685456474525286,1.6702028126739872,rms
1100,250,2,6,0.7000000000000001,1.6471603252007407,1.6474652577044555,rms
1100,250,2,6,0.8,1.5979340980748473,1.6036391294139913,rms
1100,250,2,6,0.9,1.5770704331246832,1.5857185172086905,rms
1100,250,2,6,1.0,1.5595905531810605,1.568512944170255,rms
1200,250,2,6,0.0,1.8081631725386642,1.8081631725386642,rms
1200,250,2,6,0.1,1.7700960547586564,1.773203671883713,rms
1200,250,2,6,0.2,1.760271068876753,1.7593635229921403,rms
1200,250,2,6,0.30000000000000004,1.7087047142127667,1.7153987143172333,rms
1200,250,2,6,0.4,1.684462609356791,1.6907832324989491,rms
1200,250,2,6,0.5,1.6674026190514826,1.6740380042747645,rms
1200,250,2,6,0.6000000000000001,1.6440953194532353,1.6512795140704208,rms
1200,250,2,6,0.7000000000000001,1.6051722339933892,1.6155787564752628,rms
1200,250,2,6,0.8,1.5804065504790037,1.5930085958550086,rms
1200,250,2,6,0.9,1.5551465908175406,1.5671488832628513,rms
1200,250,2,6,1.0,1.531935642212004,1.5453272183478666,rms
1300,250,2,6,0.0,1.8384923661707393,1.8384923661707393,rms
1300,250,2,6,0.1,1.8118738883344288,1.8134731453745678,rms
1300,250,2,6,0.2,1.7775701030899407,1.783100720457945,rms
1300,250,2,6,0.30000000000000004,1.77293502836035,1.7755588382203527,rms
1300,250,2,6,0.4,1.7410301408850568,1.7477161269559527,rms
1300,250,2,6,0.5,1.6967828034867412,1.705062888887067,rms
1300,250,2,6,0.6000000000000001,1.70086616319148,1.706590037751662,rms
1300,250,2,6,0.7000000000000001,1.6720024681822152,1.6805166487355614,rms
1300,250,2,6,0.8,1.640690652686737,1.649977413729691,rms
1300,250,2,6,0.9,1.6181388688250795,1.630057246433437,rms
1300,250,2,6,1.0,1.5887211079980565,1.6029303853451753,rms
1400,250,2,6,0.0,1.8694797369732263,1.8694797369732263,rms
1400,250,2,6,0.1,1.8490065410957204,1.8501932017911664,rms
1400,250,2,6,0.2,1.8384330180890476,1.8380545311306697,rms
1400,250,2,6,0.30000000000000004,1.7968180216650511,1.8020280728845546,rms
1400,250,2,6,0.4,1.7953460713825582,1.7987369434184792,rms
1400,250,2,6,0.5,1.7532974388205793,1.7594222839733333,rms
1400,250,2,6,0.6000000000000001,1.752364211957692,1.758162049060234,rms
1400,250,2,6,0.7000000000000001,1.7342926620621741,1.7406639162497906,rms
1400,250,2,6,0.8,1.6826370412613765,1.6947723989793724,rms
1400,250,2,6,0.9,1.663183384023637,1.6767871434025823,rms
1400,250,2,6,1.0,1.6486483926932545,1.6631385299936121,rms
1500,250,2,6,0.0,1.7531842059283067,1.7531842059283067,rms
1500,250,2,6,0.1,1.7343178310457394,1.7350817465410058,rms
1500,250,2,6,0.2,1.7189565510396059,1.71937930247549,rms
1500,250,2,6,0.30000000000000004,1.7019984160113513,1.703293620676867,rms
1500,250,2,6,0.4,1.6625548068767093,1.668220174223754,rms
1500,250,2,6,0.5,1.6577314909978618,1.6610519023337984,rms
1500,250,2,6,0.6000000000000001,1.6323657661220634,1.6384762633253207,rms
1500,250,2,6,0.7000000000000001,1.6346590862199484,1.6367409983056853,rms
1500,250,2,6,0.8,1.5907279221517618,1.5971469642552554,rms
1500,250,2,6,0.9,1.5768245388868694,1.5835505385739148,rms
1500,250,2,6,1.0,1.5571013791647572,1.564457070217975,rms
1600,250,2,6,0.0,1.7440330983834176,1.7440330983834176,rms
1600,250,2,6,0.1,1.727481843596929,1.727581730452062,rms
1600,250,2,6,0.2,1.7086612617741836,1.7097793989553536,rms
1600,250,2,6,0.30000000000000004,1.685277906809488,1.6875928896087833,rms
1600,250,2,6,0.4,1.6711495212304628,1.671147746312293,rms
1600,250,2,6,0.5,1.6539110790686824,1.6545693796283656,rms
1600,250,2,6,0.6000000000000001,1.6250504798437582,1.6294548241119569,rms
1600,250,2,6,0.7000000000000001,1.6072921202173562,1.6123549775856774,rms
1600,250,2,6,0.8,1.5832168712796206,1.5888557750577472,rms
1600,250,2,6,0.9,1.5647250316234391,1.5720101801875939,rms
1600,250,2,6,1.0,1.5522812576352834,1.5581196867519664,rms
1700,250,2,6,0.0,1.8325488761898763,1.8325488761898763,rms
1700,250,2,6,0.1,1.8176929182153796,1.8175937013881647,rms
1700,250,2,6,0.2,1.7982002047216508,1.8000872583215677,rms
1700,250,2,6,0.30000000000000004,1.788801520461597,1.7902470827708494,rms
1700,250,2,6,0.4,1.76571811461792,1.7687495328046392,rms
1700,250,2,6,0.5,1.761553882544951,1.7625797603365112,rms
1700,250,2,6,0.6000000000000001,1.7338056707148322,1.735672986113986,rms
1700,250,2,6,0.7000000000000001,1.7074938004384217,1.7137723974582166,rms
1700,250,2,6,0.8,1.7016814613349116,1.7047751786395429,rms
1700,250,2,6,0.9,1.693035910959936,1.6961016030198532,rms
1700,250,2,6,1.0,1.6734008763266677,1.677813347395517,rms
1800,250,2,6,0.0,1.7757176883169867,1.7757176883169867,rms
1800,250,2,6,0.1,1.7601225690704019,1.7606635911009063,rms
1800,250,2,6,0.2,1.7280190775003406,1.7320413174560507,rms
1800,250,2,6,0.30000000000000004,1.7159729266466814,1.719677170015559,rms
1800,250,2,6,0.4,1.7063539899139484,1.7090992015079214,rms
1800,250,2,6,0.5,1.6849590476258065,1.689222170491919,rms
1800,250,2,6,0.6000000000000001,1.6557010484946286,1.6624890865889983,rms
1800,250,2,6,0.7000000000000001,1.6432121266172242,1.6501650700110426,rms
1800,250,2,6,0.8,1.6241367781715772,1.6311287404764914,rms
1800,250,2,6,0.9,1.6077584984368651,1.6165117011986987,rms
1800,250,2,6,1.0,1.5928644556206284,1.601387662516554,rms
1900,250,2,6,0.0,1.807684078233552,1.807684078233552,rms
1900,250,2,6,0.1,1.7943831157808143,1.7946890254290635,rms
1900,250,2,6,0.2,1.7770068213454406,1.777578713953158,rms
1900,250,2,6,0.30000000000000004,1.7579780282102744,1.7606826099165487,rms
1900,250,2,6,0.4,1.7346361244400694,1.738992851099274,rms
1900,250,2,6,0.5,1.717903075319345,1.722721770699104,rms
1900,250,2,6,0.6000000000000001,1.7031087231465265,1.7096270802376745,rms
1900,250,2,6,0.7000000000000001,1.685997536316701,1.6945330480130807,rms
1900,250,2,6,0.8,1.6656365185859854,1.6751122363988844,rms
1900,250,2,6,0.9,1.647172113328592,1.6581799411484557,rms
1900,250,2,6,1.0,1.6291681390387511,1.6407955658721123,rms
500,250,2,2,0.0,1.8526174155886614,1.8526174155886614,rms
500,250,2,2,0.1,1.8427190272134595,1.8427190272134595,rms
500,250,2,2,0.2,1.816254530446286,1.816254530446286,rms
500,250,2,2,0.30000000000000004,1.804909652067928,1.804909652067928,rms
500,250,2,2,0.4,1.7838818301212918,1.7838818301212918,rms
500,250,2,2,0.5,1.7604263898224557,1.7604263898224557,rms
500,250,2,2,0.6000000000000001,1.7521250380799736,1.7521250380799736,rms
500,250,2,2,0.7000000000000001,1.7434280540135234,1.7434280540135234,rms
500,250,2,2,0.8,1.7274629154599856,1.7274629154599856,rms
500,250,2,2,0.9,1.7099518903652962,1.7099518903652962,rms
500,250,2,2,1.0,1.7002468377413833,1.7002468377413833,rms
500,250,2,3,0.0,1.8333982859716296,1.8333982859716296,rms
500,250,2,3,0.1,1.8109234915412902,1.8113671391754886,rms
500,250,2,3,0.2,1.7792108319749942,1.7805297304894874,rms
500,250,2,3,0.30000000000000004,1.7489477412365175,1.7517002495665788,rms
500,250,2,3,0.4,1.716070600851947,1.7196915967051336,rms
500,250,2,3,0.5,1.656340598649403,1.6635404652944585,rms
500,250,2,3,0.6000000000000001,1.6291851664972234,1.6366626286912178,rms
500,250,2,3,0.7000000000000001,1.6249995252804086,1.6334668133543135,rms
500,250,2,3,0.8,1.5693959493616212,1.5817597317614005,rms
500,250,2,3,0.9,1.5526310632555045,1.56366002234018,rms
500,250,2,3,1.0,1.5307239283543774,1.5421615489473097,rms
500,250,2,4,0.0,1.8992577779476132,1.8992577779476132,rms
500,250,2,4,0.1,1.8678749148956892,1.867973732956214,rms
500,250,2,4,0.2,1.827982715633215,1.8299646536802259,rms
500,250,2,4,0.30000000000000004,1.7966866851939811,1.8004106691024782,rms
500,250,2,4,0.4,1.7533427472913603,1.761111699170568,rms
500,250,2,4,0.5,1.7413771750337457,1.7479528117337233,rms
500,250,2,4,0.6000000000000001,1.675891537170293,1.6844081362979877,rms
500,250,2,4,0.7000000000000001,1.645698481532566,1.6562682367811072,rms
500,250,2,4,0.8,1.6505683392918347,1.6587196026939914,rms
500,250,2,4,0.9,1.6048917479339746,1.6151983398834606,rms
500,250,2,4,1.0,1.5827750974872132,1.593067955765349,rms
500,250,2,5,0.0,1.7490865874995238,1.7490865874995238,rms
500,250,2,5,0.1,1.7087551977183377,1.7093420629851641,rms
500,250,2,5,0.2,1.61935223232079,1.6257428007044405,rms
500,250,2,5,0.30000000000000004,1.5821110950892443,1.5924281203692043,rms
500,250,2,5,0.4,1.5267380387743956,1.5382034676515766,rms
500,250,2,5,0.5,1.4836741676840375,1.491375731446973,rms
500,250,2,5,0.6000000000000001,1.4613363929585848,1.4688729667221547,rms
500,250,2,5,0.7000000000000001,1.3752910318518718,1.3905448834789889,rms
500,250,2,5,0.8,1.3074984811423147,1.3311438783927378,rms
500,250,2,5,0.9,1.3100254875365447,1.3274735290800408,rms
500,250,2,5,1.0,1.254927483558147,1.2727763145126356,rms
500,250,2,6,0.0,1.7232986086586766,1.7232986086586766,rms
500,250,2,6,0.1,1.670096304042815,1.6708645372811293,rms
500,250,2,6,0.2,1.6288209445657167,1.6269502606801982,rms
500,250,2,6,0.30000000000000004,1.5154073260291165,1.5270794008895479,rms
500,250,2,6,0.4,1.4888817811003177,1.490999719770144,rms
500,250,2,6,0.5,1.4230261088663427,1.4383037855075465,rms
500,250,2,6,0.6000000000000001,1.4258047341808637,1.4203638497625635,rms
500,250,2,6,0.7000000000000001,1.368747158538508,1.3690056686817227,rms
500,250,2,6,0.8,1.3460523902694481,1.3420099979209763,rms
500,250,2,6,0.9,1.2523842553618114,1.2567117232058613,rms
500,250,2,6,1.0,1.2456508499520063,1.239413529135039,rms
500,250,2,7,0.0,1.7756818943660937,1.7756818943660937,rms
500,250,2,7,0.1,1.7094619171071646,1.7128168278799234,rms
500,250,2,7,0.2,1.6522749003484027,1.6457111206622674,rms
500,250,2,7,0.30000000000000004,1.534829235444734,1.548703931082799,rms
500,250,2,7,0.4,1.4977048544894969,1.5047222772130364,rms
500,250,2,7,0.5,1.4254562069674015,1.4457477006957506,rms
500,250,2,7,0.6000000000000001,1.4317964531078706,1.4373200571821099,rms
500,250,2,7,0.7000000000000001,1.375739337651619,1.3711034095437686,rms
500,250,2,7,0.8,1.279733960552704,1.296813872253996,rms
500,250,2,7,0.9,1.2223523013623316,1.2423777328881007,rms
500,250,2,7,1.0,1.2017932657592778,1.2148873484628753,rms
500,250,2,8,0.0,1.8245982958134335,1.8245982958134335,rms
500,250,2,8,0.1,1.7090278122427915,1.7179287305676256,rms
500,250,2,8,0.2,1.6133582095509076,1.630972753582002,rms
500,250,2,8,0.30000000000000004,1.4925494821685303,1.518474470158652,rms
500,250,2,8,0.4,1.497672591146601,1.5112857741736683,rms
500,250,2,8,0.5,1.41652073272736,1.4272297024875624,rms
500,250,2,8,0.6000000000000001,1.377779249696217,1.3830020323528922,rms
500,250,2,8,0.7000000000000001,1.3221694679694715,1.3174861773463646,rms
500,250,2,8,0.8,1.2718563810806902,1.2617772723608645,rms
500,250,2,8,0.9,1.1891324034834376,1.1922187495048011,rms
500,250,2,8,1.0,1.1778583291443656,1.164343738155611,rms
500,250,2,9,0.0,1.886852229740987,1.886852229740987,rms
500,250,2,9,0.1,1.7570460697421215,1.771699896942973,rms
500,250,2,9,0.2,1.635025938573984,1.6528982117440318,rms
500,250,2,9,0.30000000000000004,1.5803236613307563,1.600145039958701,rms
500,250,2,9,0.4,1.5142857482149408,1.5187480443950774,rms
500,250,2,9,0.5,1.3768485835313047,1.3916624096160974,rms
500,250,2,9,0.6000000000000001,1.2939379844796557,1.3196662492241409,rms
500,250,2,9,0.7000000000000001,1.2896252370961172,1.2843145351809122,rms
500,250,2,9,0.8,1.1572442358017527,1.179252636195421,rms
500,250,2,9,0.9,1.154364335482377,1.1624938204751718,rms
500,250,2,9,1.0,1.1008161496688227,1.1062782017412904,rms
500,250,2,10,0.0,1.8678688700514305,1.8678688700514305,rms
500,250,2,10,0.1,1.7436272858843977,1.7497479135750715,rms
500,250,2,10,0.2,1.6694570574182501,1.6555781855676481,rms
500,250,2,10,0.30000000000000004,1.589019398238353,1.589786216855395,rms
500,250,2,10,0.4,1.5482017472154697,1.5298807549242068,rms
500,250,2,10,0.5,1.4371992454609879,1.4255016475691673,rms
500,250,2,10,0.6000000000000001,1.277376999623112,1.2982396507115934,rms
500,250,2,10,0.7000000000000001,1.2589421828227254,1.2547758863180978,rms
500,250,2,10,0.8,1.227534223727795,1.2237160866545869,rms
500,250,2,10,0.9,1.108622887629524,1.115263642583523,rms
500,250,2,10,1.0,1.0889117194152367,1.0883414525470634,rms
500,250,2,11,0.0,1.8241147470055845,1.8241147470055845,rms
500,250,2,11,0.1,1.7208668551096906,1.720785898248959,rms
500,250,2,11,0.2,1.6527393150464669,1.6362722980518303,rms
500,250,2,11,0.30000000000000004,1.5216990279866274,1.4990075460781223,rms
500,250,2,11,0.4,1.4563601171255187,1.4166726231793905,rms
500,250,2,11,0.5,1.4057922395114633,1.3860495374970114,rms
500,250,2,11,0.6000000000000001,1.2558207459210584,1.2562309419340618,rms
500,250,2,11,0.7000000000000001,1.246917526368314,1.2175227781784206,rms
500,250,2,11,0.8,1.1507236379936419,1.14212996856127,rms
500,250,2,11,0.9,1.1090619736467497,1.0781669209601814,rms
500,250,2,11,1.0,1.0342256240984253,1.0134075356215329,rms
500,250,2,12,0.0,1.8020268036906888,1.8020268036906888,rms
500,250,2,12,0.1,1.6413415854842783,1.6472617386880275,rms
500,250,2,12,0.2,1.4905704513913922,1.4989698229693214,rms
500,250,2,12,0.30000000000000004,1.4389128989597055,1.4200920436978859,rms
500,250,2,12,0.4,1.379161938406098,1.3411261060435302,rms
500,250,2,12,0.5,1.2876949522562147,1.2524181924642186,rms
500,250,2,12,0.6000000000000001,1.1537501199700257,1.12795510460415,rms
500,250,2,12,0.7000000000000001,1.1630575662089264,1.132822397223834,rms
500,250,2,12,0.8,1.0967844052901004,1.0560348850672476,rms
500,250,2,12,0.9,1.0546959120186727,0.997593470336549,rms
500,250,2,12,1.0,0.9965918416709004,0.954971554098791,rms
500,250,2,13,0.0,1.747276192873796,1.747276192873796,rms
500,250,2,13,0.1,1.686704531080387,1.6467372033162704,rms
500,250,2,13,0.2,1.5146110542210527,1.4808628254433163,rms
500,250,2,13,0.30000000000000004,1.4754863212422757,1.3996069273986191,rms
500,250,2,13,0.4,1.2881607501094134,1.2420941764841096,rms
500,250,2,13,0.5,1.2414309039015468,1.1850324205684912,rms
500,250,2,13,0.6000000000000001,1.1774702982972767,1.1160526660141783,rms
500,250,2,13,0.7000000000000001,1.1965172802090382,1.0989985598848167,rms
500,250,2,13,0.8,1.1104465407667263,1.0166655838728933,rms
500,250,2,13,0.9,1.0178330954153048,0.9356001443907128,rms
500,250,2,13,1.0,0.9744394796880083,0.8979271904295811,rms
500,250,2,14,0.0,1.7361511228646054,1.7361511228646054,rms
500,250,2,14,0.1,1.5409373884336097,1.541864847076771,rms
500,250,2,14,0.2,1.4486213065474862,1.43915005486419,rms
500,250,2,14,0.30000000000000004,1.4468356331780858,1.3974382738493483,rms
500,250,2,14,0.4,1.3280372290357392,1.2661882154178568,rms
500,250,2,14,0.5,1.1922692515362843,1.1201739365049768,rms
500,250,2,14,0.6000000000000001,1.1772582556403568,1.0859067751188844,rms
500,250,2,14,0.7000000000000001,1.0394783690085359,0.9899801783738933,rms
500,250,2,14,0.8,1.0208829882334722,0.9453451229206428,rms
500,250,2,14,0.9,0.978646926889785,0.8781769531101139,rms
500,250,2,14,1.0,0.9447414669564853,0.8456616135246492,rms
500,250,2,15,0.0,1.7550409115221428,1.7550409115221428,rms
500,250,2,15,0.1,1.6182301995118764,1.6019198961000238,rms
500,250,2,15,0.2,1.4911894271345392,1.4523171897394072,rms
500,250,2,15,0.30000000000000004,1.348732952578286,1.287904061388419,rms
500,250,2,15,0.4,1.3006545292965161,1.2186284664807665,rms
500,250,2,15,0.5,1.1725543442397666,1.100908893094811,rms
500,250,2,15,0.6000000000000001,1.1710197239416158,1.0533855745349245,rms
500,250,2,15,0.7000000000000001,1.059099703900041,0.9731467704017537,rms
500,250,2,15,0.8,1.0024192256925106,0.9155640595125444,rms
500,250,2,15,0.9,0.9769985120003802,0.8909965503570945,rms
500,250,2,15,1.0,0.938503201985748,0.847253293187229,rms
500,250,2,16,0.0,1.703408861176779,1.703408861176779,rms
500,250,2,16,0.1,1.5964826293839263,1.5627720831905305,rms
500,250,2,16,0.2,1.4507967959834678,1.4003961114328634,rms
500,250,2,16,0.30000000000000004,1.2808427281341892,1.2258782872337017,rms
500,250,2,16,0.4,1.1779246841646807,1.1107720590639314,rms
500,250,2,16,0.5,1.056479140832324,0.9993894685342622,rms
500,250,2,16,0.6000000000000001,1.001493612914747,0.9051913376948296,rms
500,250,2,16,0.7000000000000001,0.9379432850991606,0.8659513542551621,rms
500,250,2,16,0.8,0.8720272371277705,0.7685757236522586,rms
500,250,2,16,0.9,0.8565182097512402,0.7357814801045529,rms
500,250,2,16,1.0,0.8116074984303205,0.7009970273461198,rms
500,250,2,17,0.0,1.8135453946147255,1.8135453946147255,rms
500,250,2,17,0.1,1.6374079616278674,1.6021548417367761,rms
500,250,2,17,0.2,1.4651056249190852,1.4031327548700088,rms
500,250,2,17,0.30000000000000004,1.409871728353407,1.3472592850034406,rms
500,250,2,17,0.4,1.3291410878136873,1.2120320620149478,rms
500,250,2,17,0.5,1.2583947500268953,1.1420653003278207,rms
500,250,2,17,0.6000000000000001,0.9857873996099251,0.9501974652923735,rms
500,250,2,17,0.7000000000000001,0.9828830342962088,0.9228217079418224,rms
500,250,2,17,0.8,0.9421653015261052,0.8713864913183496,rms
500,250,2,17,0.9,0.8347104786710403,0.8042014620838178,rms
500,250,2,17,1.0,0.8122126831965342,0.7699939769779498,rms
500,250,2,18,0.0,1.806428836627636,1.806428836627636,rms
500,250,2,18,0.1,1.6182956858834947,1.5704985278674801,rms
500,250,2,18,0.2,1.4550833545688253,1.38566834210615,rms
500,250,2,18,0.30000000000000004,1.3404274797468623,1.2693159672853982,rms
500,250,2,18,0.4,1.1444136510135394,1.085551414946491,rms
500,250,2,18,0.5,1.1202130119627978,0.9845434513705679,rms
500,250,2,18,0.6000000000000001,0.9957572998528539,0.9005003856287291,rms
500,250,2,18,0.7000000000000001,0.9760145468758448,0.866121070171009,rms
500,250,2,18,0.8,0.9110068481958125,0.7830829328671748,rms
500,250,2,18,0.9,0.8442875865024041,0.704372604748379,rms
500,250,2,18,1.0,0.7998177972233378,0.6628646129754879,rms
500,250,2,19,0.0,1.8244409335004583,1.8244409335004583,rms
500,250,2,19,0.1,1.6886182174179607,1.6224463491941281,rms
500,250,2,19,0.2,1.5152611745577929,1.4373146274106594,rms
500,250,2,19,0.30000000000000004,1.3332790733178768,1.2422737645607425,rms
500,250,2,19,0.4,1.1699573823238303,1.093892293029975,rms
500,250,2,19,0.5,1.073028484779782,1.008948185701176,rms
500,250,2,19,0.6000000000000001,0.9804309989592,0.9067416828114343,rms
500,250,2,19,0.7000000000000001,0.9298974834937396,0.872569585779991,rms
