newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
-3.005041070432151,-3.6361337111797214,-2.997408823442938,-3.427607256740268,-3.1412584418488105,-3.0667449011975085,-3.595064125178853,-3.6439887273307945,-3.0685841227130206,4,90
-14.965243130332196,-21.784492118989668,-14.936508093014432,-18.91980959447941,-15.671311114524174,-16.500056923533517,-15.480674582346408,-15.506212726969991,-14.981403085069813,10,51
-2.9819413309059,-3.645500432389311,-2.9748621216475546,-3.3989171475457667,-3.113416262660037,-3.0722162766686125,-3.5975328025516484,-3.625987845789063,-3.066303787645092,4,28
-0.4525592640944934,-0.4525592640944934,-0.4525592640944934,-0.4525592640944934,-0.5777536430466526,-0.5777536430466526,-1.1105530908501025,-1.1105530908501025,-0.6251158891861291,2,98
-19.85094353727712,-28.98598524058815,-19.81272697522725,-25.167690751970007,-20.46277140708136,-22.465065550529765,-20.36444712823083,-20.356191197385456,-19.86734351210609,12,35
-0.4795374885722656,-0.4795374885722656,-0.4795374885722656,-0.4795374885722656,-0.594959541234787,-0.594959541234787,-1.1087842927327298,-1.1087842927327298,-0.6279161819468091,2,24
-0.4750952263161945,-0.4750952263161945,-0.4750952263161945,-0.4750952263161945,-0.5890922641837496,-0.5890922641837496,-1.0731156850759855,-1.0731156850759855,-0.6288334163295388,2,66
-30.589253814177276,-45.99786168761293,-30.546398603034287,-39.27953193087149,-31.23030832725709,-35.188871188690435,-30.99995288437514,-30.98143901527377,-30.56625798633901,16,66
-30.554546221265376,-46.54159825548925,-30.524243848931512,-39.241601254721765,-31.69463028746597,-34.687855210861024,-31.001974673195413,-30.967475247318447,-30.56204443475559,16,67
-10.436283431495236,-14.710425410417852,-10.41504314219796,-12.956936306009386,-10.871952589728574,-11.56031800590404,-10.975256862206065,-10.953553196503048,-10.49173015105097,8,17
-6.4099428616285135,-8.519025043577704,-6.401086735786534,-7.683562756102564,-6.621244307035629,-6.660561538684205,-6.956804259446089,-6.985419141719409,-6.459997273928996,6,63
-30.604142812538203,-46.389331496091685,-30.564464787406287,-39.33731726970717,-32.04647993437505,-34.29825668814315,-30.988167991188256,-30.985123898267688,-30.575197027466483,16,57
-14.97433010513864,-21.74024173148907,-14.950777004642346,-18.922010630642816,-15.403010585195384,-16.99176930865667,-15.449091188722235,-15.460936332681332,-14.991450295251234,10,82
-3.0117734323602185,-3.676141156907832,-3.0039174805571025,-3.4580266762892964,-3.0784366773961804,-3.090925396029922,-3.599599402492605,-3.64217772264799,-3.071654867223155,4,18
-14.951875496237902,-21.44117024757637,-14.929036981674331,-18.82449117876829,-15.467693283849831,-16.69741938016789,-15.492560879621092,-15.491144542129929,-14.981567241303996,10,17
-30.590967731065447,-46.28999220449836,-30.55034070736875,-39.4433433343733,-31.770022183404112,-34.92182558688054,-30.992686822801573,-30.97672149558947,-30.575559138179127,16,71
-30.60770070043786,-45.26107178748027,-30.561676705842387,-39.12739041035334,-31.565942251700527,-35.575944514080795,-30.979372027113254,-31.002279447909075,-30.57718135783881,16,55
-0.4758178435100006,-0.4758178435100006,-0.4758178435100006,-0.4758178435100006,-0.5693677587433833,-0.5693677587433833,-1.0768993685049402,-1.0768993685049402,-0.6282494375792885,2,25
-2.9770818682628857,-3.612634573046888,-2.975926715520933,-3.399303427498303,-3.0705326173230234,-3.071485505903416,-3.6041996774919145,-3.640400448773585,-3.0578546449799053,4,74
-14.97424822824178,-21.840215097904096,-14.949846520100758,-18.976971506913365,-15.487672425807748,-16.649024716420737,-15.457581902541028,-15.452281139132532,-14.987054021956094,10,88
-6.4089219297132365,-8.525653693641555,-6.394694843262422,-7.743241270485302,-6.686823758662984,-6.70238215771385,-6.957185385885706,-6.972872902522315,-6.46325502391369,6,22
-36.27966336706734,-55.33730335877276,-36.23580834182513,-46.65332241493608,-37.89029702564259,-41.78872609477889,-36.73911775136115,-36.74395529171346,-36.29039084487585,18,46
-10.461122816133926,-14.958099849362233,-10.424485529206695,-13.186461260436973,-10.72161611211778,-11.492925647405968,-10.97851368488198,-10.989927990386692,-10.487921033723143,8,13
-10.478969913930714,-14.560093675091707,-10.458152028761113,-12.953230307886,-10.854538793077856,-11.148195189997605,-10.95659244094078,-10.976934990149742,-10.498112100036089,8,39
-2.9933358261053526,-3.636809214891063,-2.985948915470139,-3.419565096071044,-3.077361547340854,-3.099891916744734,-3.567342019157794,-3.598721374438009,-3.0697665830709004,4,39
-6.4145382063861724,-8.670389815382476,-6.394990514056799,-7.806387367418071,-6.620974133493171,-6.745991082918122,-6.976003896667914,-6.998329747132437,-6.462108943214077,6,3
