newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,ratio,rep
0.9405920925920928,0.9731550971550972,0.9067430467430468,0.9746269346269346,0.935834723834724,0.9644020124020124,-0.8526951246951248,-0.8105720345720346,0.9389140643651768,25,5
0.8030513990513991,0.8943841623841625,0.7488159528159528,0.9005634965634968,0.8082943602943603,0.8851405891405891,-0.6864978254952994,-0.6741178980179838,0.8008285726154203,5,73
0.6163113601602943,0.7470536992948604,0.5498425734921012,0.7519810842370275,0.6295113973999316,0.7448067690411894,-0.4223490331015273,-0.4769790787483894,0.6129186253577493,2,39
0.938984090984091,0.9734110214110216,0.9070051630051632,0.9749950109950112,0.9353149193149192,0.9667030747030748,-0.8598439964235285,-0.8185915430473177,0.9366178830035914,25,82
0.4763266793534268,0.5655946311232279,0.4473588098871478,0.5714487988707012,0.49926549664263,0.6058797316258329,-0.3453911281354119,-0.3924575770618278,0.4268909967502257,1,38
0.7883252483252483,0.8816791856791858,0.7282727242727243,0.8822602622602623,0.7859491139491139,0.8637084477084478,-0.6336234652671583,-0.633938453738066,0.787222833129497,5,64
0.2318481428623918,0.3714621210387342,0.2239828611356674,0.3718679247792758,0.2433510790345665,0.3735856266782685,-0.0799834413519883,-0.1087987712436786,0.1014839755848438,0.25,38
0.6441246638541598,0.7556223686898372,0.5926435557552785,0.7613233584592388,0.6478487236229084,0.7478487960923424,-0.4526927225691204,-0.4918576551387317,0.6401548394952563,2,14
0.3801973192663267,0.5054830772318322,0.347268881148839,0.5086299306210211,0.3782765647969558,0.5041400262866973,-0.21246994448926,-0.240865470497478,0.270064567575164,0.5,90
0.939788907788908,0.9764897564897566,0.9088124128124128,0.977827277827278,0.9364258924258924,0.9692291372291374,-0.8565591525591525,-0.8219411579411581,0.9383561475774664,25,44
0.2623866615264557,0.3353762836924832,0.2485614105182282,0.3302137933494059,0.2632465581362207,0.3317730601116237,-0.1215791881361383,-0.1353838011058228,0.1437590028977417,0.25,32
0.3838058143949209,0.490042458277333,0.3551181543109473,0.4906001614713524,0.3824191311003778,0.4789989244723106,-0.2419599241311969,-0.2641326341434784,0.2995913273204841,0.5,27
0.8882572922572922,0.9448426528426528,0.8436732396732396,0.9472408912408912,0.881940005940006,0.9290041850041848,-0.7751415764432753,-0.7401114649928027,0.8846508958294647,10,11
0.3498037327686038,0.4951717827706053,0.3316531778534088,0.501640814923307,0.355848679474599,0.5009252374712221,-0.1923052412983994,-0.2476256460946828,0.2541824753294627,0.5,63
0.4571355506300175,0.5427625841922747,0.4243477975474901,0.5440138772120566,0.4778174251291129,0.5635095335831933,-0.2940846670357224,-0.3413423166987921,0.4020270085543982,1,73
0.8822031062031062,0.9468120948120948,0.8299072699072699,0.9485643965643968,0.879036699036699,0.9320693240693242,-0.7544819475357311,-0.7281657649037541,0.8789499861642011,10,23
0.6350799369851767,0.7424848567123113,0.5866571044170757,0.7500249442750192,0.6480458419899796,0.7388237392566818,-0.4786409356190407,-0.5072794320647224,0.6299234961771537,2,61
0.9425270825270826,0.975771147771148,0.9127521967521968,0.9763776403776404,0.9402953322953322,0.9697126057126056,-0.8743075903075904,-0.825030741030741,0.9401821798414648,25,17
0.4637169505677296,0.6029341039894806,0.422266148518724,0.605268721554308,0.4949799327241909,0.6228270704364346,-0.3217414317875007,-0.3832920847442354,0.4398119028259162,1,51
0.9385926865926866,0.9742509742509744,0.9048372408372408,0.9754466314466316,0.9346621306621308,0.9662116982116982,-0.8496813456813458,-0.8081556761556762,0.9374122482910064,25,64
0.5166954968817133,0.6003409327660894,0.4801530196921287,0.6048530114347105,0.5216705785368536,0.6134883198958031,-0.3651290126114048,-0.4116443984441198,0.4820726550644313,1,27
0.9387809307809308,0.9733090093090092,0.906868746868747,0.975095439095439,0.934849966849967,0.9671069231069233,-0.8519479765038205,-0.8018053502107663,0.9372285557154,25,79
