tested_parameter,M,N,K1,K2,train_size,std_bt_likelihood,ho_bt_likelihood,repetition
games,500,1000,2,6,0.017378008287493755,0.6300744244326051,0.6294906362849428,4
games,500,1000,2,6,0.020892961308540396,0.6259742967402211,0.6251364281710524,4
games,500,1000,2,6,0.025118864315095794,0.6369418090614564,0.6325562461071372,4
games,500,1000,2,6,0.030199517204020164,0.6300267458612291,0.6265486049043858,4
games,500,1000,2,6,0.03630780547701014,0.6278152020522256,0.624758506447463,4
games,500,1000,2,6,0.043651583224016605,0.625786490102306,0.6250072327750569,4
games,500,1000,2,6,0.05248074602497726,0.6410873542216414,0.6364750866765319,4
games,500,1000,2,6,0.06309573444801933,0.6545309097056743,0.6498999715891127,4
games,500,1000,2,6,0.07585775750291836,0.6601979480395694,0.6565472325427107,4
games,500,1000,2,6,0.09120108393559097,0.6948143061701023,0.6871903169485324,4
games,500,1000,2,6,0.1096478196143185,0.6639560819193685,0.662565648634947,4
games,500,1000,2,6,0.13182567385564073,0.6668444775456775,0.6655178644457916,4
games,500,1000,2,6,0.15848931924611132,0.6622517341138832,0.6616086806707896,4
games,500,1000,2,6,0.19054607179632474,0.6974295906457919,0.6927163505107964,4
games,500,1000,2,6,0.22908676527677735,0.6970237635057001,0.696981968883047,4
games,500,1000,2,6,0.2754228703338166,0.7137775051205495,0.6874601258576858,4
games,500,1000,2,6,0.3311311214825911,0.7309024534827467,0.6993420876705075,4
games,500,1000,2,6,0.3981071705534973,0.7901578749714191,0.759078701359664,4
games,500,1000,2,6,0.47863009232263826,0.7759742050818396,0.7617559025224527,4
games,500,1000,2,6,0.5754399373371569,0.7710307635059621,0.7610228042266257,4
games,500,1000,2,6,0.6918309709189365,0.7641681000277056,0.7581899021364539,4
games,500,1000,2,6,0.8317637711026709,0.7734139214003695,0.7517954712588566,4
games,500,1000,2,6,0.01,0.9354405283315126,0.9307057345847031,5
games,500,1000,2,6,0.012022644346174132,0.9348405439916476,0.9303921687995628,5
games,500,1000,2,6,0.014454397707459272,0.8989788320325669,0.8974800926941613,5
games,500,1000,2,6,0.017378008287493755,0.9011517362414875,0.899688370269347,5
games,500,1000,2,6,0.020892961308540396,0.9043150626530535,0.9038077391719426,5
games,500,1000,2,6,0.025118864315095794,0.9099123012618549,0.9090000509007732,5
games,500,1000,2,6,0.030199517204020164,0.9056883807349452,0.90623069028645,5
games,500,1000,2,6,0.03630780547701014,0.9039440001022957,0.9027139110975398,5
games,500,1000,2,6,0.043651583224016605,0.919520086003416,0.9163750621321376,5
games,500,1000,2,6,0.05248074602497726,0.9341892272773064,0.9276010201694181,5
games,500,1000,2,6,0.06309573444801933,0.9168962557109753,0.9090975071450602,5
games,500,1000,2,6,0.07585775750291836,0.9515118418611505,0.9411565572810386,5
games,500,1000,2,6,0.09120108393559097,0.9681666948963789,0.9534660207497755,5
games,500,1000,2,6,0.1096478196143185,0.9437200812500178,0.9323802343744549,5
games,500,1000,2,6,0.13182567385564073,0.9438029697602023,0.9338279789605274,5
games,500,1000,2,6,0.15848931924611132,0.9378481475122648,0.9267727700520908,5
games,500,1000,2,6,0.19054607179632474,0.9598924335022553,0.9403535912191016,5
games,500,1000,2,6,0.22908676527677735,0.9326008126284865,0.9327354495851261,5
games,500,1000,2,6,0.2754228703338166,0.9236935110408754,0.9251690059086812,5
games,500,1000,2,6,0.3311311214825911,0.9608845825729551,0.9640701057528439,5
games,500,1000,2,6,0.3981071705534973,0.9641849358223,0.9624559952283748,5
games,500,1000,2,6,0.47863009232263826,0.8644626227392549,0.8674701315497344,5
games,500,1000,2,6,0.5754399373371569,0.801795617064945,0.8402723961652867,5
games,500,1000,2,6,0.6918309709189365,0.9782307406622223,0.9998322117941951,5
games,500,1000,2,6,0.8317637711026709,0.907594656512991,0.9704800060968662,5
games,500,1000,2,6,0.01,0.9703550402480227,0.9764738560064349,6
games,500,1000,2,6,0.012022644346174132,0.9720973798649111,0.9781959315729103,6
games,500,1000,2,6,0.014454397707459272,1.3706481846840561,1.2743322983139427,6
games,500,1000,2,6,0.017378008287493755,1.3676079640171606,1.2714615942203484,6
games,500,1000,2,6,0.020892961308540396,1.383941932156741,1.2871594625236802,6
games,500,1000,2,6,0.025118864315095794,1.3888362848837357,1.2914335426213845,6
games,500,1000,2,6,0.030199517204020164,1.3821312526720435,1.2853317490493879,6
games,500,1000,2,6,0.03630780547701014,1.37769222099111,1.2806699505303525,6
games,500,1000,2,6,0.043651583224016605,1.4001133078051207,1.3055423717881933,6
games,500,1000,2,6,0.05248074602497726,1.397066881399015,1.3056121601628425,6
games,500,1000,2,6,0.06309573444801933,1.4121884591390292,1.3189657108758834,6
games,500,1000,2,6,0.07585775750291836,1.437294452582322,1.3381049474599074,6
games,500,1000,2,6,0.09120108393559097,1.431948363435461,1.3304511733769702,6
games,500,1000,2,6,0.1096478196143185,1.3925305235676726,1.2989422589790631,6
games,500,1000,2,6,0.13182567385564073,1.4879517230868156,1.3491672691861942,6
games,500,1000,2,6,0.15848931924611132,1.5088260639893574,1.3661111463635067,6
games,500,1000,2,6,0.19054607179632474,0.7285155009483232,0.7476846880880105,6
games,500,1000,2,6,0.22908676527677735,0.7082613169902949,0.7347497378464402,6
games,500,1000,2,6,0.2754228703338166,0.7190403772391661,0.7465103403548871,6
games,500,1000,2,6,0.3311311214825911,0.6829293114358924,0.7141460478731433,6
games,500,1000,2,6,0.3981071705534973,0.6822873780052547,0.6949592852435506,6
games,500,1000,2,6,0.47863009232263826,0.707807938284295,0.7234334581151836,6
games,500,1000,2,6,0.5754399373371569,0.7190437195078634,0.7280953526654005,6
games,500,1000,2,6,0.6918309709189365,0.7010862855913569,0.7343475234478153,6
games,500,1000,2,6,0.8317637711026709,0.7117174184550052,0.7712528399553176,6
games,500,1000,2,6,0.01,0.8729286081570999,0.8720982686760831,7
games,500,1000,2,6,0.012022644346174132,0.8763754447450223,0.8755435452399666,7
games,500,1000,2,6,0.014454397707459272,0.8755353321819522,0.8747835765499372,7
games,500,1000,2,6,0.017378008287493755,0.8739275283147597,0.8733559967712191,7
games,500,1000,2,6,0.020892961308540396,0.8771316743578725,0.876119734348808,7
games,500,1000,2,6,0.025118864315095794,0.849486909286042,0.8498998059328542,7
games,500,1000,2,6,0.030199517204020164,0.8483043184571405,0.8487639915880029,7
games,500,1000,2,6,0.03630780547701014,0.8612709033905372,0.86071638123323,7
games,500,1000,2,6,0.043651583224016605,0.8645797052890063,0.8640273105593,7
games,500,1000,2,6,0.05248074602497726,0.8756620606814751,0.8749094502041593,7
games,500,1000,2,6,0.06309573444801933,0.8670158249301307,0.8701990443134221,7
games,500,1000,2,6,0.07585775750291836,0.8778326276259222,0.8766557221930885,7
games,500,1000,2,6,0.09120108393559097,0.9026790237388552,0.8980181583770013,7
games,500,1000,2,6,0.1096478196143185,0.9006874969164189,0.8936387898993035,7
games,500,1000,2,6,0.13182567385564073,0.901022727227053,0.8977769515085438,7
games,500,1000,2,6,0.15848931924611132,0.9163701015426275,0.9117693849865824,7
games,500,1000,2,6,0.19054607179632474,0.9536873899930511,0.9426078592827194,7
games,500,1000,2,6,0.22908676527677735,0.9990125495374419,0.9873536337135209,7
games,500,1000,2,6,0.2754228703338166,1.0802568753207198,1.0579418572236206,7
games,500,1000,2,6,0.3311311214825911,1.0310169303641123,1.007168534771278,7
games,500,1000,2,6,0.3981071705534973,0.91569533508843,0.898720514995886,7
games,500,1000,2,6,0.47863009232263826,0.9338113173522212,0.9065580041126654,7
games,500,1000,2,6,0.5754399373371569,0.9880369631724075,0.9670137353058728,7
games,500,1000,2,6,0.6918309709189365,1.1500946804610561,1.11022988804992,7
games,500,1000,2,6,0.8317637711026709,0.7869972716001229,0.7895446703873158,7
games,500,1000,2,6,0.01,0.8691748823129881,0.8687699234193181,8
games,500,1000,2,6,0.012022644346174132,0.8698592598698566,0.8694534784511435,8
games,500,1000,2,6,0.014454397707459272,0.8705825431521588,0.8701759747311513,8
games,500,1000,2,6,0.017378008287493755,0.8718175399949941,0.8714101101953026,8
games,500,1000,2,6,0.020892961308540396,0.8797899574029703,0.8791577242249288,8
games,500,1000,2,6,0.025118864315095794,0.8786291211759734,0.8779103937574024,8
games,500,1000,2,6,0.030199517204020164,0.8297923880631455,0.8358318322372525,8
games,500,1000,2,6,0.03630780547701014,0.8388708050677487,0.8432596116045767,8
games,500,1000,2,6,0.043651583224016605,0.8501705893693443,0.8536167130394028,8
games,500,1000,2,6,0.05248074602497726,0.8536494730141062,0.8564701935112145,8
games,500,1000,2,6,0.06309573444801933,0.8658133768504386,0.8680600372703539,8
games,500,1000,2,6,0.07585775750291836,0.8857084928910368,0.8842725771639542,8
games,500,1000,2,6,0.09120108393559097,0.9221247665691775,0.9131934642661179,8
games,500,1000,2,6,0.1096478196143185,0.8466879266232313,0.863577683923513,8
games,500,1000,2,6,0.13182567385564073,0.8765393291462059,0.8879676250802817,8
games,500,1000,2,6,0.15848931924611132,0.8588244826812722,0.8683455168336904,8
games,500,1000,2,6,0.19054607179632474,0.8982606022652427,0.9035141368173546,8
games,500,1000,2,6,0.22908676527677735,0.9557362994012084,0.9564214732932292,8
games,500,1000,2,6,0.2754228703338166,0.9081240627667382,0.9111653516054267,8
games,500,1000,2,6,0.3311311214825911,0.804414921833583,0.823782785720021,8
games,500,1000,2,6,0.3981071705534973,0.9313550404579369,0.9413937617189805,8
games,500,1000,2,6,0.47863009232263826,0.9217095665806824,0.9375013409035274,8
games,500,1000,2,6,0.5754399373371569,0.8866498526652766,0.9303654373727367,8
games,500,1000,2,6,0.6918309709189365,0.9822362862858909,1.0487064084436024,8
games,500,1000,2,6,0.8317637711026709,1.3533421797515384,1.2385418779171435,8
games,500,1000,2,6,0.01,0.8029168874322513,0.8044313858873556,9
games,500,1000,2,6,0.012022644346174132,0.7950374047925384,0.7979962768212433,9
games,500,1000,2,6,0.014454397707459272,0.7963848283625448,0.7993529233789435,9
games,500,1000,2,6,0.017378008287493755,0.7964509131430088,0.7994251073509642,9
games,500,1000,2,6,0.020892961308540396,0.793367337721942,0.7963639711429561,9
games,500,1000,2,6,0.025118864315095794,0.7939815670603131,0.7969936080371476,9
games,500,1000,2,6,0.030199517204020164,0.8014924819426624,0.8035161298517864,9
games,500,1000,2,6,0.03630780547701014,0.8353029804684557,0.8357785819914333,9
games,500,1000,2,6,0.043651583224016605,0.8343829028021355,0.8352064478987627,9
games,500,1000,2,6,0.05248074602497726,0.8460264306994812,0.8469258912049434,9
games,500,1000,2,6,0.06309573444801933,0.8731559313552253,0.872456391324167,9
games,500,1000,2,6,0.07585775750291836,0.8711019896033149,0.8736520840549342,9
games,500,1000,2,6,0.09120108393559097,0.8202976658982429,0.8229857009220518,9
games,500,1000,2,6,0.1096478196143185,0.8299680191107414,0.8331910404345964,9
games,500,1000,2,6,0.13182567385564073,0.7748554486760275,0.7870932504709992,9
games,500,1000,2,6,0.15848931924611132,0.7466437189068817,0.7609394577081409,9
games,500,1000,2,6,0.19054607179632474,0.7585290847434236,0.7751523873995655,9
games,500,1000,2,6,0.22908676527677735,0.779591064879181,0.7992348486005953,9
games,500,1000,2,6,0.2754228703338166,0.7679278210568065,0.7939611327194902,9
games,500,1000,2,6,0.3311311214825911,0.8242991245157308,0.8509996928619286,9
games,500,1000,2,6,0.3981071705534973,0.881535451677586,0.8879927983045943,9
games,500,1000,2,6,0.47863009232263826,0.8722187140642667,0.862878557368759,9
games,500,1000,2,6,0.5754399373371569,0.9343320035989835,0.9311644489871415,9
games,500,1000,2,6,0.6918309709189365,1.0355879772078074,1.000184043808381,9
games,500,1000,2,6,0.8317637711026709,0.963323437297771,0.9450969562749123,9
games,500,1000,2,6,0.01,1.078900216036114,1.0786223772577421,10
games,500,1000,2,6,0.012022644346174132,1.0804981383653558,1.0803727476032268,10
games,500,1000,2,6,0.014454397707459272,1.0902180733468985,1.0884147310146184,10
games,500,1000,2,6,0.017378008287493755,1.0932390372033363,1.0913837738782144,10
games,500,1000,2,6,0.020892961308540396,1.0940905627191368,1.0921996982626232,10
games,500,1000,2,6,0.025118864315095794,1.0966260579233191,1.0949414310574006,10
games,500,1000,2,6,0.030199517204020164,1.0935616061785192,1.0931755605819766,10
games,500,1000,2,6,0.03630780547701014,1.0705813864210658,1.0784844453601106,10
games,500,1000,2,6,0.043651583224016605,1.0853080725727526,1.0915853461210654,10
games,500,1000,2,6,0.05248074602497726,1.0961935062136654,1.1028180222069577,10
games,500,1000,2,6,0.06309573444801933,1.1007645573215188,1.1074100250751249,10
games,500,1000,2,6,0.07585775750291836,1.1052153129952376,1.1135505037487132,10
games,500,1000,2,6,0.09120108393559097,1.1593515301054362,1.1551026279976977,10
games,500,1000,2,6,0.1096478196143185,0.9878954265009787,1.0024164556088488,10
games,500,1000,2,6,0.13182567385564073,1.0080956034895951,1.0192044736349144,10
games,500,1000,2,6,0.15848931924611132,1.0090467751008667,1.0150816694015399,10
games,500,1000,2,6,0.19054607179632474,0.9971459963311546,0.9978660283902041,10
games,500,1000,2,6,0.22908676527677735,1.0504086760758566,1.0462959017337694,10
games,500,1000,2,6,0.2754228703338166,1.0576784382173452,1.0690867355951241,10
games,500,1000,2,6,0.3311311214825911,1.0590837536000264,1.0856827859484524,10
games,500,1000,2,6,0.3981071705534973,1.0305395510726576,1.0622571844477184,10
games,500,1000,2,6,0.47863009232263826,1.2730161421331916,1.312933913966669,10
games,500,1000,2,6,0.5754399373371569,1.2530563388725928,1.2360493109212751,10
games,500,1000,2,6,0.6918309709189365,1.3263224098478934,1.290657150092203,10
games,500,1000,2,6,0.8317637711026709,0.9332913068477261,1.1197072345518329,10
games,500,1000,2,6,0.01,0.9908669428638416,0.9905040047261979,11
games,500,1000,2,6,0.012022644346174132,0.9901643802259944,0.9916515514355249,11
games,500,1000,2,6,0.014454397707459272,0.9937562540359034,0.9949485591490241,11
games,500,1000,2,6,0.017378008287493755,0.9967281298763248,0.9977152683685926,11
games,500,1000,2,6,0.020892961308540396,1.0064936394605128,1.0060403035772671,11
games,500,1000,2,6,0.025118864315095794,1.0120092682276687,1.0103128365430516,11
games,500,1000,2,6,0.030199517204020164,1.0103499756275274,1.0099377513822982,11
games,500,1000,2,6,0.03630780547701014,1.0193843167337093,1.0198171910775493,11
games,500,1000,2,6,0.043651583224016605,1.007855133541799,1.008234154439181,11
games,500,1000,2,6,0.05248074602497726,0.9956644974866519,0.9969311465370168,11
games,500,1000,2,6,0.06309573444801933,0.998479879623174,1.0008615093584285,11
games,500,1000,2,6,0.07585775750291836,1.0074839288595148,1.0074829209904044,11
games,500,1000,2,6,0.09120108393559097,1.0192117072825921,1.0193698712883676,11
games,500,1000,2,6,0.1096478196143185,1.0858629486408156,1.081794326219831,11
games,500,1000,2,6,0.13182567385564073,1.0249550238492302,1.0318679320579687,11
games,500,1000,2,6,0.15848931924611132,1.021910524688862,1.0268241675584067,11
games,500,1000,2,6,0.19054607179632474,1.0291795807535966,1.0281366892128583,11
games,500,1000,2,6,0.22908676527677735,0.9703334641269344,0.9755875861971841,11
games,500,1000,2,6,0.2754228703338166,0.9727979624538671,0.9911770047606346,11
games,500,1000,2,6,0.3311311214825911,1.0208715156155543,1.0582520376578464,11
games,500,1000,2,6,0.3981071705534973,1.0806231714278112,1.0946250082038955,11
games,500,1000,2,6,0.47863009232263826,1.1387161291159165,1.1513022414651637,11
games,500,1000,2,6,0.5754399373371569,1.2088833505601195,1.2552695878655244,11
games,500,1000,2,6,0.6918309709189365,1.0447357193328748,1.1457066209227085,11
games,500,1000,2,6,0.8317637711026709,1.2058495844654873,1.5538550681408125,11
games,500,1000,2,6,0.01,0.7492385104460858,0.751817494360744,12
games,500,1000,2,6,0.012022644346174132,0.7469194144442447,0.7495036908338172,12
games,500,1000,2,6,0.014454397707459272,0.7488170921554217,0.7513518191561592,12
games,500,1000,2,6,0.017378008287493755,0.7524078390399235,0.7546973013172801,12
games,500,1000,2,6,0.020892961308540396,0.7515931424271819,0.7545851940769095,12
games,500,1000,2,6,0.025118864315095794,0.7536771065623487,0.7566686830824618,12
games,500,1000,2,6,0.030199517204020164,0.7582961955278806,0.7600409909468258,12
games,500,1000,2,6,0.03630780547701014,0.7693652562996959,0.7699333244129303,12
games,500,1000,2,6,0.043651583224016605,0.7832097573806124,0.7825684396307618,12
games,500,1000,2,6,0.05248074602497726,0.8037769451866199,0.8010940350330457,12
games,500,1000,2,6,0.06309573444801933,0.8178627366352105,0.8147686517721864,12
games,500,1000,2,6,0.07585775750291836,0.805825426119077,0.8072642727304938,12
games,500,1000,2,6,0.09120108393559097,0.7806251870218268,0.7903927052555423,12
games,500,1000,2,6,0.1096478196143185,0.7996101958746901,0.8081882878373696,12
games,500,1000,2,6,0.13182567385564073,0.7829116915849669,0.7916001053414367,12
games,500,1000,2,6,0.15848931924611132,0.7873822107090744,0.7911324712254383,12
games,500,1000,2,6,0.19054607179632474,0.7834286654249076,0.7924077056471123,12
games,500,1000,2,6,0.22908676527677735,0.9234088060036157,0.8849893663953102,12
games,500,1000,2,6,0.2754228703338166,0.9099050438007122,0.8915539099244715,12
games,500,1000,2,6,0.3311311214825911,1.1052573479727552,1.0340964483882478,12
games,500,1000,2,6,0.3981071705534973,1.0464608637483255,1.0185503669561133,12
games,500,1000,2,6,0.47863009232263826,0.7688645855400424,0.8189001718291951,12
games,500,1000,2,6,0.5754399373371569,0.7996915081764735,0.8298888836375236,12
games,500,1000,2,6,0.6918309709189365,0.736905707872554,0.7817518595560848,12
games,500,1000,2,6,0.8317637711026709,0.7457951857526,0.72634717102065,12
games,500,1000,2,6,0.01,1.0962885744250401,1.091541680500102,13
games,500,1000,2,6,0.012022644346174132,1.0990592929387328,1.0941403366896734,13
games,500,1000,2,6,0.014454397707459272,1.1042159802804328,1.0984623123478743,13
games,500,1000,2,6,0.017378008287493755,1.1053203591550531,1.099851356422804,13
games,500,1000,2,6,0.020892961308540396,1.1145175640444651,1.1082865021840076,13
games,500,1000,2,6,0.025118864315095794,1.1251344252257809,1.117443910528746,13
games,500,1000,2,6,0.030199517204020164,1.1301238092680164,1.1223347588421893,13
games,500,1000,2,6,0.03630780547701014,1.1354946236724872,1.1279161338431967,13
games,500,1000,2,6,0.043651583224016605,1.1398447794584683,1.1318753969004816,13
games,500,1000,2,6,0.05248074602497726,1.0700578574320427,1.0733160622575932,13
games,500,1000,2,6,0.06309573444801933,1.0537762940087154,1.0538142378014046,13
games,500,1000,2,6,0.07585775750291836,1.009613464405075,1.0157043497287859,13
games,500,1000,2,6,0.09120108393559097,0.9800185478936507,0.9950060497081559,13
games,500,1000,2,6,0.1096478196143185,0.8730214734574863,0.8949534050044543,13
games,500,1000,2,6,0.13182567385564073,0.9064024394759804,0.9274296248500579,13
games,500,1000,2,6,0.15848931924611132,0.9614270009305741,0.959652436516108,13
games,500,1000,2,6,0.19054607179632474,0.9949743759034191,0.9808566525893697,13
games,500,1000,2,6,0.22908676527677735,0.9302614132511325,0.9298460216411915,13
games,500,1000,2,6,0.2754228703338166,0.966299791842585,0.9695493186613805,13
games,500,1000,2,6,0.3311311214825911,1.0714534520138657,1.0616066712928913,13
games,500,1000,2,6,0.3981071705534973,1.0854522279720402,1.0631423372738142,13
games,500,1000,2,6,0.47863009232263826,1.303818860235391,1.2195458692560783,13
games,500,1000,2,6,0.5754399373371569,1.4596963871360962,1.3393152550593148,13
games,500,1000,2,6,0.6918309709189365,1.4558941305678859,1.4168590143312398,13
games,500,1000,2,6,0.8317637711026709,1.5557803186953627,1.552327117226378,13
