BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,dataset,rep
-0.7189176935792082,-1.4466982653577438,-0.7909359474703739,-0.7307738922645786,-1.3335870619554384,-0.341506392318908,-3.1617996051789947,-2.2301866402602,-1.67338954188295,9,14
-2.1088260735064583,-2.0799831872704035,-2.14319329676923,-2.073055749668014,-2.1424400136919517,-2.109485282587378,-2.316975947912117,-2.2366599013919832,-2.203432527790612,14,41
-1.5257628357724626,-1.5240698420845085,-1.5274605863700828,-1.5231416077745292,-1.5360358175920887,-1.5413598801210393,-1.5392280902072308,-1.5394952683376677,-1.5315213794656304,7,7
-1.3887905716875877,-1.3865653867743457,-1.3900018116187938,-1.3865342892207433,-5.349727724598896,-4.904246222946808,-1.3881543347903769,-1.388072878903743,-1.3878165129651026,28,39
-1.4042581919599924,-1.3684207364034249,-1.4170344757354667,-1.358917914774606,-2.353681463188099,-2.328819769004088,-1.6226859889090202,-1.5637647415424196,-1.4575870319591415,32,25
-1.3873567390323076,-1.3858042809757842,-1.38841307067839,-1.385802189681575,-5.288911629353376,-4.950957483746473,-1.3872748015820384,-1.3870795517562151,-1.3866680602765755,28,29
-0.925584905549506,-0.9237658081825464,-0.9264846225673106,-0.9238474338090892,-1.2006026090225057,-1.609354694322226,-0.9885424125955125,-0.974035967093844,-0.965528284072112,18,15
-2.1151009709254605,-1.8719126233689547,-2.1273902225685246,-1.9453498312480937,-2.060041253314082,-1.88025472216062,-2.6639062794888404,-2.428336269973073,-2.218671368348249,12,22
-2.445950666490914,-2.338543495924428,-2.510594992067165,-2.335704117609275,-2.6147021285673064,-2.477094457547643,-2.8241277200382853,-2.629412956808045,-2.649535526053313,53,35
-0.7163690911999492,-0.676922297236156,-0.806623872708626,-0.8127859790509167,-2.547343896549608,-1.173261407859813,-4.326319445241907,-3.0732066085336656,-2.432144783255989,6,35
-1.239683397305534,-1.2313397862111175,-1.2435430850253142,-1.2309736835917189,-1.61843577915283,-1.6165835174962084,-1.291064831137589,-1.2750374971798872,-1.314029654289278,24,27
-2.5103123715314264,-2.150716777652544,-2.535456177732948,-2.215590149028709,-2.331560180751089,-2.031561469101381,-2.48716654034884,-2.428336269973073,-2.3428585188567763,12,11
-2.4372372747658213,-1.5526303458943598,-2.6816342233234347,-1.570068377005701,-3.7595300799700966,-2.1694437558938406,-5.552185884526315,-4.360503996827656,-3.8165318153652623,45,27
-1.8784748914213267,-2.0840678843977027,-1.839476086718072,-1.882854015289849,-1.7828313469074293,-2.0465578661418338,-1.7992788604357064,-1.8118908458681515,-1.6901457454730562,38,46
-0.7920289274985243,-1.5590643372959263,-0.8727847068446833,-0.7839717107701847,-1.3728885552434429,-0.3192194138372264,-3.0780043408359394,-2.219582035559713,-1.6817101815284436,9,19
-2.447744302242884,-2.343680304581862,-2.5119942101730026,-2.340094395982635,-2.615486043746841,-2.486737503843232,-2.82564070100397,-2.6311520117590166,-2.648004090905244,53,8
-1.2287077845255605,-1.2172062146136162,-1.233751105319499,-1.2182893235875971,-1.4790715326558637,-1.5081782528241328,-1.2956826736083042,-1.2784183370090745,-1.3122762057367157,24,32
-1.2945105715224767,-1.28192219743054,-1.3030559359683354,-1.2795063254632029,-1.3828289279264223,-1.2912271963347033,-1.9946810722858204,-1.734241424996846,-1.422077658301623,2,16
-1.7120797068796565,-1.8486649662371943,-1.7124664908192455,-1.7096846271977342,-2.042247826426048,-1.6525632770990044,-1.7842856736781452,-1.7567100545197214,-1.638430281713416,38,23
-2.0856925640812665,-2.034368994191844,-2.123120246445827,-2.0298013102433656,-2.1264541935133408,-2.1246586891991104,-2.3336504741124595,-2.2422355186953182,-2.194516546358868,14,14
-1.5600072373081326,-1.4926134016832158,-1.5574950424350988,-1.5011666526499745,-2.5204784852280486,-2.4367068282247035,-1.6394459279305886,-1.5956868299686635,-1.527434695560246,32,1
-0.655442774507169,-0.6587782077724706,-0.7810377737483551,-0.781416118904431,-2.488229869068353,-1.165502073222732,-4.2744536194538885,-3.010387060372762,-2.371831213078618,6,9
-1.2399286688494475,-1.2277891251369055,-1.2398140665360358,-1.2252172101128176,-1.7030183489261326,-1.7004059174313664,-1.31239265446842,-1.2325851640608414,-1.21784889303434,30,1
-1.521021685031981,-1.521481498271696,-1.5225187264825504,-1.5208272252818351,-1.5278514058979642,-1.5285517949705367,-1.5364448173779903,-1.5385849777111482,-1.5264817775851318,7,18
-1.314402309890591,-0.7694274081617223,-1.4860582395831987,-0.7922576707569882,-2.1043850629998877,-1.403795440280762,-3.480789390468014,-2.66385457640439,-2.203036237750317,42,29
-0.6915983089673469,-0.6072758007176121,-0.8047168450261418,-0.7034352830494349,-2.570347665263479,-1.1660750228065346,-4.461139157983244,-3.095066626018305,-2.457729842266028,6,42
-1.147144949168846,-1.1160576622036258,-1.1484169519560254,-1.1139452747877878,-1.161560926166592,-1.1428880986983645,-1.2310608205934928,-1.1976609961283038,-1.175624004169508,8,27
-2.524806318727505,-2.488134131802892,-2.557623611201917,-2.4780172680421617,-2.502339913761824,-3.725607764401076,-2.811174277943316,-2.7080502009916643,-2.609824561700393,35,10
-1.815304583027734,-2.090185025543552,-1.785493296106372,-1.9349460751921903,-1.811638570694593,-2.0910489359723514,-1.9359637707948667,-1.8970093328502535,-1.6818760619977169,38,12
-1.1908564697114552,-1.2442157328525902,-1.208297649153083,-1.23805501254439,-1.4297923596863125,-1.2905880471381648,-2.4417179112034835,-2.012464116262993,-1.5370754343173902,34,11
-1.121833895832418,-1.1387251001536869,-1.1252730194900178,-1.1525135459541611,-1.1211139524949996,-1.116295650222144,-1.3896444176561231,-1.2631670426775503,-1.211010852687315,30,26
-1.411626577836241,-1.4402589416266691,-1.4160094116457802,-1.4257886087614808,-1.411118730463945,-1.436168701779487,-1.6481912709228284,-1.587481774887828,-3.4346200579376447,32,9
-1.2118304983423576,-1.2040685479046838,-1.2198149145965098,-1.1968009790253449,-1.3747345456141165,-1.2851785821038526,-2.037504781704758,-1.7138845128181082,-1.3849700224378143,2,3
-2.08829981118502,-2.053951952589157,-2.1228781984885674,-2.047948340238356,-2.133639908612334,-2.1126208439547325,-2.337258356624877,-2.244968989384604,-2.196161714493391,14,21
-1.3206513025386089,-1.3467655286372942,-1.322073139273312,-1.3424988364601051,-1.3479780585304075,-1.3539310209513318,-1.9333453935702352,-1.8479669985535,-3.3086215711829494,32,33
-1.5594085066359178,-1.5261447560547134,-1.5629897382069793,-1.5248643646505096,-2.447038407063078,-2.4180942881668903,-1.6447614040859824,-1.5779052667001006,-1.541978249853699,32,23
-2.4406503010082794,-2.325669379146166,-2.5059085442649147,-2.323528043736805,-2.6127859919235616,-2.4769338936865632,-2.819253826094167,-2.6219879244845394,-2.64471983904744,53,39
-1.1932759098869377,-1.1709509051324165,-1.1988391227454325,-1.1709973006424756,-1.9849510699074269,-2.0584452740919383,-1.575313939069258,-1.495456782954758,-1.3084177560907628,25,43
-1.2736415427569543,-1.2472759012426318,-1.284760466497711,-1.241879955501839,-1.4105956262935546,-1.3216169694746986,-1.9907847428658845,-1.7040108592473993,-1.415266624485597,2,39
-1.863472868103949,-1.9917917447003517,-1.838748380916952,-1.84385869990087,-1.8095336415635035,-2.014057405074632,-1.7858434099768077,-1.8332726614843384,-1.678999009360542,38,26
-1.3241271913878654,-1.2976701871526055,-1.3282252277155082,-1.291824234339228,-2.309011221078959,-2.2831427190762983,-1.474285701270019,-1.4460138009491834,-3.293254816039526,32,47
-0.9623760399378218,-0.9491035770751683,-0.9695149829496976,-0.948976136215394,-1.0186813695968957,-1.000849292810415,-1.508455926554387,-1.398517947846947,-1.0958502557941945,4,5
-0.9559083144738176,-1.2404060836524575,-1.027433438763922,-1.310582467871294,-2.4948399718731653,-1.4899803370785825,-4.445521093998416,-3.051472850806172,-2.43592020787262,6,48
-1.4101092093117291,-1.392821144345207,-1.4122206817928602,-1.3920349834635253,-1.424097166411989,-1.4100199193151453,-1.4701276215339203,-1.43770687418181,-1.4304142794790635,1,13
-2.4724118458833155,-2.0979153073810948,-2.6022145125974774,-2.10113602377896,-2.60443654514433,-2.33667328978844,-3.2150632682988194,-3.134694245135463,-2.755207569292042,52,9
-2.4435007101425272,-2.3340519066040875,-2.508991098566076,-2.3320132663690742,-2.6142446476115717,-2.4827768566401835,-2.824937074697598,-2.6302023878037373,-2.645535471466575,53,36
-2.713562482923347,-2.680006962094802,-2.743614865113656,-2.665835469832241,-3.938069548268565,-3.837690370750082,-2.744099817844403,-2.7080502009916643,-2.698162548067673,35,48
-0.822982878817463,-0.852303601627274,-0.8872160228626723,-1.0331995628209638,-2.568840816835737,-1.3535938934752754,-4.452998375902016,-3.072696301323594,-2.4371076668523326,6,50
-0.9551001888973968,-0.940496556202266,-0.9625743072692036,-0.9404139243709564,-1.0154922308777086,-1.0043627056357096,-1.516870070994624,-1.4069647524478548,-1.0952410476161476,4,6
-2.421739641866121,-1.501522647101457,-2.662564244350106,-1.5117009137400694,-3.758840085339034,-2.152628354667553,-5.552771066629018,-4.347801430035172,-3.812790479908251,45,3
-1.1491384119896233,-1.1208078469146003,-1.1503216069167923,-1.118870010906288,-1.15866542287591,-1.1514278999805792,-1.230197206375008,-1.1971138019465482,-1.1765254821091164,8,49
-1.2309703524407498,-1.223635002880247,-1.2353663684258651,-1.2233351989012589,-1.572442953959167,-1.569903481550263,-1.2873730715169551,-1.2706744527883267,-1.311380622155348,24,45
-0.9590633816555644,-0.9459813353694118,-0.966121037118322,-0.9460246981207668,-1.0185065007629888,-1.0021993045380542,-1.5147839511788113,-1.4036175881717794,-1.0960414666184055,4,7
-1.408323371467035,-1.3901502237679162,-1.4104896995669205,-1.38891464383679,-1.4296580702884014,-1.4151064166415588,-1.4683744269849697,-1.4359084909272497,-1.4284373851601675,1,48
-0.9612963791755031,-0.9480007341696144,-0.9684782335944716,-0.9480727192684596,-1.0162260594468906,-1.0014586480453918,-1.5085733028139046,-1.3986760523994295,-1.0957449477967882,4,50
-0.8042265904658172,-1.615603669658394,-0.8884571073634586,-0.810542805549824,-1.3530723981950945,-0.3081154518298952,-3.054055436479855,-2.2142797332094686,-1.678757966961928,9,5
-2.497292639935828,-2.2424487415391954,-2.5838867431948924,-2.268470410580492,-5.82028383570004,-2.1218845387626843,-2.529124415811854,-2.428336269973073,-2.354173909538213,12,50
-0.9258702853122324,-0.9240353006878712,-0.92665333820894,-0.9239443302160758,-1.7244425052500565,-1.6288401679932207,-0.9848920170361412,-0.9734087790366964,-0.970007126219475,18,48
-1.2434910638124128,-1.229288270569582,-1.2646283059745538,-1.2318372955741912,-1.4647264424747504,-1.3154930008818029,-2.3460678252870357,-1.9871190291861995,-1.5663275793737363,34,37
-2.0797345802206366,-2.041887647719396,-2.115016020332139,-2.0357449866018,-2.129030028855589,-2.1171702252301765,-2.325367665033599,-2.233225557939973,-2.193390146837888,14,1
-1.744145770318858,-1.8988733234522397,-1.7098347768757909,-1.7809674925321402,-1.669457821261185,-1.7518215673364173,-1.7130033702881504,-1.6695999900055816,-1.656633947256112,38,2
-1.2325507257124957,-1.2284777707374603,-1.2353022540803509,-1.2283994686665731,-2.1437027920642384,-2.153314765164168,-1.5687669677221434,-1.5018646538388214,-1.3191353242223711,25,10
-1.2857893232090185,-1.4005641341189323,-1.2816843990867706,-1.360317114218317,-3.1610865146082743,-3.2340859783330886,-1.8082475015964108,-1.6888285567458563,-1.301391962667056,32,20
-1.2451664953468302,-1.2448919105932428,-1.2475132698834046,-1.2449659967052868,-1.5449352795693565,-1.5492510876914345,-1.3246690906206977,-1.3164467760893828,-1.3161580588179145,24,40
-2.4427258921164,-2.33661427251902,-2.5071243282724622,-2.3341861558895345,-2.6146943132899767,-2.4711384580836966,-2.8174773584377983,-2.6216848437403177,-2.645116619095685,53,34
-0.689211653367852,-0.6889488523849764,-0.7988963120646645,-0.8137115527919347,-2.474922001452357,-1.1532620789246333,-4.337094792778823,-3.054457535574493,-2.409195592561732,6,41
-2.5818783792870104,-2.4953247798473344,-2.624021234486717,-2.487212745619515,-2.977394202862972,-3.32466313509211,-2.789129657151149,-2.7080502009916643,-2.6382177524419497,35,49
-1.211822376967661,-1.1952419299710173,-1.2169293976329334,-1.195167165858141,-2.107827717147392,-2.1141996770954745,-1.5619948158264876,-1.4904157209129776,-1.3132193929703275,25,32
-0.9557569844469908,-0.9424697984192988,-0.9629470985642754,-0.942350683043992,-1.0149829290906462,-1.003256824234475,-1.5132864669652957,-1.401463403946338,-1.0954070860471876,4,19
-1.151052528163825,-1.123407252509248,-1.151849865393765,-1.121491996980346,-1.1630702322252058,-1.15282858371686,-1.2325768222744322,-1.199007435039182,-1.1791810799616862,8,15
-2.0939297880312955,-2.050621435813006,-2.129885465115896,-2.0429295648007395,-2.1354784624757794,-2.091770399225292,-2.325008255899532,-2.23581547331832,-2.1984870366562905,14,31
-1.10809356882621,-1.0747651134466587,-1.1238146702630505,-1.0672796763813188,-1.4412821279092214,-1.2287019796729497,-2.4507514599337235,-2.032590604335325,-1.5305399680250602,34,50
-2.086544775412416,-2.057463985958372,-2.119619065718702,-2.0506307344662957,-2.1291963168467447,-2.1360510728000683,-2.3288897183687083,-2.236880746902809,-2.194942874417967,14,9
-1.7510900227793929,-1.90684599232698,-1.7482171727642253,-1.7940456546281551,-1.712896522404857,-2.0223764271815625,-1.8403232359293835,-1.833886720552709,-1.6436209512858946,38,37
-1.2292298287805807,-1.2263450037661292,-1.2319095450769384,-1.226377904910278,-1.9235931780076312,-1.8975306244771997,-1.5664314315375771,-1.4969611928232582,-1.3175461804338602,25,39
-1.1498165773661408,-1.1215672656332507,-1.1510093186037744,-1.1197937905503363,-1.1604130007136215,-1.1625493591221316,-1.230590421313884,-1.198186347346046,-1.1773575360512805,8,4
-2.6391380193667118,-2.605755500924329,-2.665247380540403,-2.5984419348402983,-3.4569877287289765,-3.7904180259815696,-2.77201409276663,-2.7080502009916643,-2.66530288268052,35,46
-1.4135579613787348,-1.3969755064221108,-1.4147559127784264,-1.3945501237670013,-1.4309047959624928,-1.4158517236060053,-1.4682418069185312,-1.4388244385528626,-1.4299737787330455,1,37
-2.517347575537634,-2.611033978834153,-2.565996357229701,-2.629089556719887,-2.389791976177549,-2.3148517382469533,-2.525974297667512,-2.428336269973073,-2.349839006623488,12,27
-1.2205469071807302,-1.1828770544535467,-1.2384177477923406,-1.1779221517902456,-1.4609856802255052,-1.2876255039991815,-2.355303398507737,-1.9330061861596477,-1.5536240080386905,34,44
-1.391631821528274,-1.3894032229202735,-1.392792538258258,-1.3892756377899635,-5.392048195985448,-4.950890080426327,-1.3904422787287445,-1.3904190821415372,-1.3904202679401012,28,13
-1.4536439834386514,-1.4926440662850309,-1.4446203003689904,-1.50191604019165,-2.3796629246080068,-2.3827360661078063,-1.9061292481552965,-1.7854360977541293,-1.4431080486260808,32,12
-0.9621938013711254,-0.948957527286178,-0.9692280346029986,-0.9487752710875302,-1.0104002953750084,-0.9991450100501248,-1.511209794974086,-1.4013662598544188,-1.0973077495417132,4,12
-1.2176002983360363,-1.2192926478820156,-1.235545320418383,-1.2169438557907142,-1.4574052627524712,-1.3110022097332883,-2.357508055035753,-1.9564096506367057,-1.55857071242938,34,39
-1.3921377463128548,-1.3905447418083623,-1.3931966985052755,-1.390488121594193,-5.293650488478476,-4.961703147469501,-1.3918638009464883,-1.3916540828561432,-1.3913361015771404,28,48
-2.0986145785703947,-2.0612150801766718,-2.1332576697116554,-2.0545223617770327,-2.141819921659701,-2.101737493241215,-2.330012740204695,-2.2402450091329005,-2.199810318779741,14,23
-2.4386006848677875,-2.3253548136490894,-2.505628663102572,-2.322030068255176,-2.6145031916390447,-2.4799084926538537,-2.822617679491751,-2.6236945519428128,-2.6463520610522573,53,50
-2.4639094627104843,-2.032226208798242,-2.6018592443600115,-2.018046329287948,-2.606060774928084,-2.2649028169458547,-3.200698823398564,-3.108315559005415,-2.814316443989346,52,24
-1.1437771607719842,-1.1131765075525706,-1.145308065988485,-1.111733588837062,-1.1564345595164094,-1.1393664621153388,-1.2290258365775528,-1.1940127737538906,-1.1744948067606904,8,35
-0.9595293259538016,-0.9466135244252823,-0.9665347793407773,-0.946471677056672,-1.0128076475860348,-1.0042900598393194,-1.5062125555256736,-1.3955233189175165,-1.0945335939777396,4,43
-0.786685920808295,-0.7007905857536235,-0.9806887665633606,-0.8339319547519531,-2.5470611054744103,-1.2491985351225043,-4.289451389144901,-3.0501843053323685,-2.4421687405767085,6,29
-1.6740882973356288,-1.8196718509522067,-1.6864555411445048,-1.744787026371234,-2.2917136794600856,-2.023059400627336,-1.9036771889627344,-1.866658151964611,-1.9885973634822964,38,40
-2.442977968012254,-1.6101472692254823,-2.6704102223417343,-1.6257377794402077,-3.760854778167505,-2.1661333180157665,-5.562332100479484,-4.351480638770779,-3.811870228142089,45,29
-2.4489435699013358,-2.0756189187987903,-2.585034485856652,-2.088742058386609,-2.6095642669747146,-2.3947712268235164,-3.1914475689813857,-3.1086017412001583,-2.742910610030022,52,43
