BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,dataset,rep
-2.451116833170787,-2.5627091489827105,-2.4594091853107938,-2.652628886196136,-3.370756739799665,-3.3372232764439183,-3.5838506741197467,-3.096775178367569,-2.869841746241692,30,26
-4.470716401651324,-4.641911154515899,-4.474564996212909,-4.572435854248545,-10.695897041166797,-10.864119437053947,-5.229007356651215,-4.921262919810821,-8.606793834850452,32,9
-4.590807091495348,-5.1209754064653605,-4.567702907980635,-4.931352736663671,-5.5994308815258576,-5.580354312347928,-6.846969864031442,-5.93092501142644,-4.896660690992935,2,3
-14.498437261057369,-15.691572818544602,-14.438095187818544,-15.353804063041052,-14.535768164555703,-16.706648171811782,-15.773745659132004,-15.324603284047228,-14.620002555738576,14,21
-4.034360828513615,-4.159200149956753,-4.051264320300888,-4.1503917970094015,-8.432918546711932,-8.590907015425795,-5.600211697525016,-5.300454055398452,-8.103938276185922,32,33
-4.753989875415951,-4.785135635088189,-4.758827781048969,-4.763752563836208,-11.858347715946527,-11.939018044967264,-5.43493740904848,-5.08346575626861,-4.851977393584448,32,23
-33.791567154380736,-37.19938199613232,-33.54879772279534,-36.93036882038552,-33.8095587392658,-34.850411385292624,-35.538626924055464,-34.96641740100187,-33.85620900054728,53,39
-2.914803303719142,-2.9164773557485524,-2.918399006215203,-2.9168383028718647,-5.996549494273023,-6.363459434607711,-3.5133525145495605,-3.3938601812268825,-3.056428658909344,25,43
-4.805123541114491,-5.273139542126264,-4.785729712217261,-5.155527904732419,-5.574502483355992,-5.54186988831506,-6.983487946958586,-6.097233998919625,-5.087694838789202,2,39
-5.757694436437919,-6.6340127083757405,-5.633986029141062,-6.040715638088023,-6.503393577094159,-6.524225416812726,-5.544564315129328,-5.485129010291734,-6.304577059540158,38,26
-3.7998183418317706,-3.954289104399911,-3.7857785987395416,-3.866418388437832,-11.18239750485567,-11.27983286380859,-4.336782122066918,-4.101848562956293,-7.854063764505554,32,47
-1.9332743969563573,-1.99274333499121,-1.93096824125924,-1.9906540966788464,-2.0107389244606426,-2.0420725364585994,-2.8531560547120303,-2.6943574425500296,-2.090047721091977,4,5
-20.1352622755642,-43.69842804055708,-21.056809578661664,-43.36868412873202,-37.74561913230562,-51.27940753283684,-68.67185450446722,-45.14700194750366,-35.49525592128564,6,48
-5.040775391870681,-5.161157276330631,-5.033857929674915,-5.138798242813743,-5.639338640850683,-5.734413928246067,-5.196786026488342,-5.075267791002548,-5.082154239026413,1,13
-46.38866439851848,-67.36047524824433,-46.01771567380703,-55.72167737400952,-47.05466707584651,-53.23449922643204,-53.15590580324654,-52.04782790423697,-48.70863926729301,52,9
-33.7415567470256,-37.15613522368846,-33.50882186434619,-36.91134082050416,-33.76261776451945,-34.80449958245848,-35.50743983508966,-34.95694712732384,-33.816065220165825,53,36
-27.634040194440757,-29.879856646651348,-27.64810005349323,-29.631991156049107,-44.48668823309256,-45.5806667706197,-28.49252574701389,-27.89927138245728,-27.564267274675995,35,48
-19.98884433514263,-42.73950666709113,-20.5543796961578,-42.756353507102375,-38.74111069548856,-46.82164036309779,-68.60947006470678,-45.84132928954918,-36.01260263203101,6,50
-1.9285062872753989,-1.9842750344948976,-1.9267607166806096,-1.982519138520773,-2.0178598653430497,-2.036823132753975,-2.868430357570283,-2.7117032545101463,-2.095349126075937,4,6
-267.8321822207809,-382.0055945664394,-261.11893411912376,-333.6350201395405,-268.00391161745193,-310.98337239506907,-302.36169416922013,-282.8360669325588,-268.17703522995413,45,3
-3.1809522018209666,-3.29043932158112,-3.176900290392208,-3.2846553120424424,-3.289990955143161,-3.525999091029648,-3.2833309495365066,-3.218125491175336,-3.211794649808988,8,49
-2.955771623031709,-2.973281741312733,-2.95639924235067,-2.9715208267495514,-5.311553290094592,-5.345668572550588,-3.1309151425365376,-3.12360892004491,-3.0536270452660155,24,45
-1.9348074286132075,-1.9918513593293072,-1.9326318842917496,-1.9900601299841536,-2.026265644771897,-2.049036141742778,-2.864666584065641,-2.7040580272683346,-2.094089305315377,4,7
-5.014167847770103,-5.133254126627453,-5.007789248519324,-5.107561618845102,-5.586126972942227,-5.670110713943235,-5.173345843214789,-5.050671898760109,-5.056924583680717,1,48
-1.9317538211499736,-1.9898258053514029,-1.9293515280128453,-1.9884925237439688,-2.010631800394724,-2.0370668642528247,-2.853243630833925,-2.695224880165496,-2.0917342918893693,4,50
-9.13500285977192,-10.121243201886386,-9.094138739361837,-9.46078838890009,-24.51104394051185,-56.15465552373645,-11.925561998074633,-10.700912074195465,-9.960457069172444,9,5
-16.406167230353656,-21.3032519714659,-16.548887247066958,-17.98758630036896,-57.507446280897646,-75.18803977698714,-19.381908715777765,-17.611687391262972,-16.58806475649402,12,50
-1.4274421731636489,-1.4305898100120569,-1.4272843549859535,-1.430543666996416,-3.2296847294043234,-3.0379176505460364,-1.4994265520799062,-1.4869229441410028,-1.4746250833326238,18,48
-5.077216307640204,-5.813013903624596,-5.081484316545453,-5.472349703538206,-5.621100723901805,-5.736968658621545,-8.239328665731227,-7.001793894971573,-5.815888941574715,34,37
-14.391840054970167,-15.495129595632177,-14.351384876473784,-15.166913602241465,-14.495414575708526,-16.393641941861752,-15.771355711240572,-15.292868915838596,-14.5850593480254,14,1
-5.800177230255939,-6.672185199674216,-5.655826223455176,-6.110637873689083,-6.232606011831464,-6.755499643890507,-5.437915394857387,-5.36037182799075,-5.2818548172501805,38,2
-2.946097147690885,-2.9718287171264404,-2.9454719744661104,-2.9716168110107373,-5.922482818589873,-5.97809125703688,-3.545358228106116,-3.438300039141473,-3.063140631804969,25,10
-3.9045277964286624,-4.130491955020255,-3.879522230739545,-4.021571102050704,-12.08779691982528,-12.214398326378967,-4.769048983494112,-4.502725984781884,-3.7474019993587295,32,20
-2.968482514751254,-2.994647493254252,-2.9664824423201037,-2.993751718391541,-5.610396940360396,-5.66783606782356,-3.144233471425707,-3.147768872520691,-3.055383373801349,24,40
-33.706788078505774,-37.224747812506834,-33.46799872720463,-36.93185734308865,-33.6979380524733,-34.89592898991373,-35.504633548709094,-34.93841808764782,-33.78009105772874,53,34
-18.904949760904973,-42.50019304868628,-19.862736254053612,-42.1834424278555,-37.0874257540684,-46.862743544007984,-66.5923789315602,-44.98747849048252,-35.35582434269848,6,41
-26.987910911453657,-29.326007683580045,-26.96243055264417,-29.09379129983443,-39.05972101305915,-47.94688346805376,-28.66858255062041,-27.89927138245728,-27.24816452829243,35,49
-2.93003747392516,-2.932445439656992,-2.932077658789737,-2.932155542527856,-6.347057239122728,-6.365792434418537,-3.507582133262222,-3.3916455872352698,-3.05762153031231,25,32
-1.9245816435915732,-1.9811220323201435,-1.922958578455176,-1.9795913404053087,-1.9997669749200424,-2.029302035123502,-2.859719695133738,-2.698920760380835,-2.0910203926495825,4,19
-3.18867352399126,-3.29938700218314,-3.1843037964054317,-3.292916184817167,-3.302932491343559,-3.545898005385661,-3.29478730971214,-3.226761670351955,-3.2235552071351576,8,15
-14.50491177338791,-15.728785237065052,-14.440130639425504,-15.331294949107711,-14.534400280869582,-15.543665574372811,-15.844952300110744,-15.376329706803237,-14.62487331751836,14,31
-5.16204665672359,-5.807472181564368,-5.1358774153985385,-5.539098778699451,-5.951095011549935,-6.02665384350971,-8.31781634584191,-7.055444531424558,-5.8222827979721385,34,50
-14.480621799156822,-15.672086671921416,-14.415607536786917,-15.32550511766908,-14.5622907244352,-16.442400604372587,-15.837204973969328,-15.364633362763158,-14.607027357654252,14,9
-5.493182155466532,-6.086935455064261,-5.414180318342562,-5.631508779581912,-7.120879282196028,-6.321078408069161,-5.27117010953331,-5.283105025477591,-5.449231424901405,38,37
-2.984757856383472,-3.0134023684124798,-2.9840001959623264,-3.013644500677129,-6.393770789993307,-6.50596803953795,-3.527799686501825,-3.427738295855111,-3.0756595352325573,25,39
-3.184365832108835,-3.29106879466673,-3.180623928859747,-3.286439854038448,-3.288784597123718,-3.605735608640716,-3.291520091753198,-3.2260956286059,-3.218690740373063,8,4
-27.279988473778737,-29.529031797691925,-27.22952040483037,-29.3576844358522,-41.043960913911256,-60.12292004114996,-28.59853211057314,-27.89927138245728,-27.36859221968837,35,46
-5.012897408533156,-5.136847221408317,-5.004201030128837,-5.107816244305253,-5.596711513369801,-5.682417388839547,-5.164249486637235,-5.046231133734843,-5.049806315319387,1,37
-16.194853732832172,-24.433972830555103,-15.990637485745518,-19.79069940719793,-30.82485616283292,-94.1032280674135,-19.52038322941778,-17.535103558559573,-16.503085528283396,12,27
-5.243783327029222,-5.88815331125864,-5.2297289689748325,-5.509705655403427,-6.376201472775136,-6.356296689728789,-8.209225087260807,-6.974740923075103,-5.857750980825676,34,44
-3.689686345846864,-3.698697994609678,-3.6890270867972497,-3.6984977638457592,-15.219042571264715,-16.34648691567044,-3.697036028871711,-3.694080506796335,-3.6914618015092473,28,13
-4.635548797741456,-4.895490539389661,-4.6051474644655706,-4.821375463525745,-15.770485168564308,-15.868804152039246,-5.442000016289153,-5.120138183083105,-5.563649377189478,32,12
-1.9353249117532936,-1.991809190889818,-1.9332397134398516,-1.9902358188393976,-2.0100572977186184,-2.0504659877532743,-2.863955753864592,-2.703145149936597,-2.096499657993459,4,12
-5.335076466794686,-6.117646583880255,-5.316566400306181,-5.717686708737343,-5.912071761489716,-6.287907674594258,-8.188300296983876,-6.939734079292387,-5.88111244689813,34,39
-3.699395321472637,-3.7095010607534977,-3.698712811007761,-3.70942892625097,-15.260432431455396,-16.387028078439386,-3.706855919060048,-3.7038023909040194,-3.7012612729914975,28,48
-14.454073361263935,-15.612269842718351,-14.404599874089858,-15.255249529389472,-14.51139602101765,-15.281785108316823,-15.79994873582734,-15.317336579970805,-14.599023094619463,14,23
-33.83422624865462,-37.28247852068407,-33.613842517903635,-36.97698462387478,-33.87998184356835,-34.9482532228892,-35.646145733492,-35.0660589870863,-33.94572372265707,53,50
-46.17214680243203,-66.8346132286146,-45.79329177435274,-55.00654806534675,-47.51259488248431,-53.76679221746016,-53.262114275921,-51.96081888411335,-49.06396173731188,52,24
-3.1528160956134648,-3.2561090047738923,-3.149126904422675,-3.250418039698739,-3.27045098460468,-3.5154576530677697,-3.2660675990369072,-3.1968775282297406,-3.1917348031812933,8,35
-1.9237261107297143,-1.9824345872521536,-1.921577045536552,-1.9806977492222653,-1.995716976171609,-2.0297545672088515,-2.8570685688052118,-2.697183703393565,-2.085909545903285,4,43
-20.851782105353177,-39.75496564193823,-21.62037221799652,-39.95165871771886,-37.683248881205664,-45.859410584843694,-66.2691230924709,-44.16535364588177,-34.77859454859538,6,29
-5.504086479816831,-6.150364537378915,-5.444762227205751,-5.644788455976627,-7.17077015540182,-6.692342046417753,-5.7422658991141855,-5.702163298399608,-6.215930641227187,38,40
-266.20096513425455,-383.4584161173223,-259.47045032030195,-335.2139828145289,-265.7857618077172,-306.4002909906244,-301.0091400167171,-281.6784386233601,-265.96651381152367,45,29
-45.46091579556433,-66.17083981347525,-45.052566223741536,-54.47446730493004,-45.75155336976621,-51.63458749479808,-53.119922517549455,-51.77913218384632,-48.2227114800354,52,43
-18.7925555168154,-40.95686269660434,-19.8856439579654,-40.532698336168735,-37.96870977108762,-73.59020041127009,-67.22066521774333,-43.99873476296453,-34.53409194076619,6,25
-14.424689174698337,-15.611947174466016,-14.381593795496675,-15.227893995535013,-14.468336595338725,-16.305695677129297,-15.767780021928331,-15.28430914077115,-14.593304271000504,14,33
-4.634433939654783,-4.7161502874417405,-4.666945106388061,-4.651429986607891,-10.844335296525378,-10.974054384725656,-5.935383335637715,-5.563146909952853,-4.876878685446293,32,34
-45.193028321404846,-65.57657674594579,-44.74022041117605,-54.30675308897175,-45.585211479119685,-51.68776977579532,-53.02925978416575,-51.70991953679928,-47.09822809880868,52,32
-5.01133316105873,-5.1345013227509,-5.002931923518855,-5.10744917632209,-5.602475388993284,-5.690063492671901,-5.1582783663812055,-5.041640220139884,-5.045091654838555,1,32
-4.698918064576828,-5.06649286542595,-4.694411043230887,-5.034196423024746,-5.388266734530731,-5.317381729093131,-7.013803459480848,-6.075157906465914,-5.047034556099757,2,8
