Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Montreal,1976,100m,Backstroke,0,Men,USA,John Phillips Naber,55.490,1
Montreal,1976,100m,Backstroke,0,Men,USA,Peter Drake Rocca,56.340,2
Montreal,1976,100m,Backstroke,0,Men,GDR,Roland Matthes,57.220,3
Montreal,1976,100m,Backstroke,0,Men,PUR,Carlos Berrocal,57.280,4
Montreal,1976,100m,Backstroke,0,Men,GDR,Lutz Wanja,57.490,4
Montreal,1976,100m,Backstroke,0,Men,USA,Robert Scott Jackson,57.690,4
Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Kerry,57.940,4
Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Tonelli,58.420,4
Montreal,1976,100m,Backstroke,0,Women,GDR,Ulrike Richter,00:01:01.830000,1
Montreal,1976,100m,Backstroke,0,Women,GDR,Birgit Treiber,00:01:03.410000,2
Montreal,1976,100m,Backstroke,0,Women,CAN,Nancy Ellen Garapick,00:01:03.710000,3
Montreal,1976,100m,Backstroke,0,Women,CAN,Wendy Cook-Hogg,00:01:03.930000,4
Montreal,1976,100m,Backstroke,0,Women,CAN,Cheryl Gibson,00:01:05.160000,4
Montreal,1976,100m,Backstroke,0,Women,URS,Nadezhda Stavko,00:01:05.190000,4
Montreal,1976,100m,Backstroke,0,Women,GDR,Antje Stille,00:01:05.300000,4
Montreal,1976,100m,Backstroke,0,Women,NED,Diane Edelijn,00:01:05.530000,4
Montreal,1976,100m,Breaststroke,0,Men,USA,John Frederick Hencken,00:01:03.110000,1
Montreal,1976,100m,Breaststroke,0,Men,GBR,David Andrew Wilkie,00:01:03.430000,2
Montreal,1976,100m,Breaststroke,0,Men,URS,Arvydas Juozaitis,00:01:04.230000,3
Montreal,1976,100m,Breaststroke,0,Men,CAN,Graham Smith,00:01:04.260000,4
Montreal,1976,100m,Breaststroke,0,Men,ITA,Giorgio Lalle,00:01:04.370000,4
Montreal,1976,100m,Breaststroke,0,Men,FRG,Walter Kusch,00:01:04.380000,4
Montreal,1976,100m,Breaststroke,0,Men,GBR,Duncan Goodhew,00:01:04.660000,4
Montreal,1976,100m,Breaststroke,0,Men,USA,Chris Woo,00:01:05.130000,4
Montreal,1976,100m,Breaststroke,0,Women,GDR,Hannelore Anke,00:01:11.160000,1
Montreal,1976,100m,Breaststroke,0,Women,URS,Lyubov Rusanova,00:01:13.040000,2
Montreal,1976,100m,Breaststroke,0,Women,URS,Marina Koshevaya,00:01:13.300000,3
Montreal,1976,100m,Breaststroke,0,Women,GDR,Carola Nitschke,00:01:13.330000,4
Montreal,1976,100m,Breaststroke,0,Women,FRG,Gabriele Askamp,00:01:14.150000,4
Montreal,1976,100m,Breaststroke,0,Women,URS,Maryna Yurchenia,00:01:14.170000,4
Montreal,1976,100m,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,00:01:14.200000,4
Montreal,1976,100m,Breaststroke,0,Women,GDR,Karla Linke,00:01:14.210000,4
Montreal,1976,100m,Butterfly,0,Men,USA,Matthew Haynes Vogel,54.350,1
Montreal,1976,100m,Butterfly,0,Men,USA,Joseph Stuart Bottom,54.500,2
Montreal,1976,100m,Butterfly,0,Men,USA,Gary Jr. Hall,54.650,3
Montreal,1976,100m,Butterfly,0,Men,GDR,Roger Pyttel,55.090,4
Montreal,1976,100m,Butterfly,0,Men,GDR,Roland Matthes,55.110,4
Montreal,1976,100m,Butterfly,0,Men,CAN,Clayton Evans,55.810,4
Montreal,1976,100m,Butterfly,0,Men,JPN,Hideaki Hara,56.340,4
Montreal,1976,100m,Butterfly,0,Men,AUS,Neil Rogers,56.570,4
Montreal,1976,100m,Butterfly,0,Women,GDR,Kornelia Ender,00:01:00.130000,1
Montreal,1976,100m,Butterfly,0,Women,GDR,Andrea Pollack,00:01:00.980000,2
Montreal,1976,100m,Butterfly,0,Women,USA,Wendy Lansbach Boglioli,00:01:01.170000,3
Montreal,1976,100m,Butterfly,0,Women,USA,Camille Wright,00:01:01.410000,4
Montreal,1976,100m,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,00:01:01.560000,4
Montreal,1976,100m,Butterfly,0,Women,CAN,Wendy Quirk,00:01:01.750000,4
Montreal,1976,100m,Butterfly,0,Women,USA,Lelei Alofa Fonoimoana,00:01:01.950000,4
Montreal,1976,100m,Butterfly,0,Women,URS,Tamara Shelofastova,00:01:02.740000,4
Montreal,1976,100m,Freestyle,0,Men,USA,Jim Montgomery,49.990,1
Montreal,1976,100m,Freestyle,0,Men,USA,"Jack, Jr. Babashoff",50.810,2
Montreal,1976,100m,Freestyle,0,Men,FRG,Peter Nocke,51.310,3
Montreal,1976,100m,Freestyle,0,Men,FRG,Klaus Steinbach,51.680,4
Montreal,1976,100m,Freestyle,0,Men,ITA,Marcello Guarducci,51.700,4
Montreal,1976,100m,Freestyle,0,Men,USA,Joseph Stuart Bottom,51.790,4
Montreal,1976,100m,Freestyle,0,Men,URS,Vladimir Bure,52.030,4
Montreal,1976,100m,Freestyle,0,Men,URS,Andrei Krylov,52.150,4
Montreal,1976,100m,Freestyle,0,Women,GDR,Kornelia Ender,55.650,1
