Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Sydney,2000,100m,Backstroke,0,Men,USA,Lenny Krayzelburg,53.720,1
Sydney,2000,100m,Backstroke,0,Men,AUS,Matthew Welsh,54.070,2
Sydney,2000,100m,Backstroke,0,Men,GER,Stev Theloke,54.820,3
Sydney,2000,100m,Backstroke,0,Men,AUS,Josh Watson,55.010,4
Sydney,2000,100m,Backstroke,0,Men,POL,Bartosz Kizierowski,55.040,4
Sydney,2000,100m,Backstroke,0,Men,USA,Neil Walker,55.140,4
Sydney,2000,100m,Backstroke,0,Men,GER,Steffen Driesen,55.270,4
Sydney,2000,100m,Backstroke,0,Men,ISR,Eithan Urbach,55.740,4
Sydney,2000,100m,Backstroke,0,Women,ROU,Diana Mocanu,00:01:00.210000,1
Sydney,2000,100m,Backstroke,0,Women,JPN,Mai Nakamura,00:01:00.550000,2
Sydney,2000,100m,Backstroke,0,Women,ESP,Nina Alexandrovna Zhivanevskaya,00:01:00.890000,3
Sydney,2000,100m,Backstroke,0,Women,FRA,Roxana Maracineanu,00:01:01.100000,4
Sydney,2000,100m,Backstroke,0,Women,JPN,Noriko Inada,00:01:01.140000,4
Sydney,2000,100m,Backstroke,0,Women,USA,B J Bedford,00:01:01.470000,4
Sydney,2000,100m,Backstroke,0,Women,AUS,Dyana Calub,00:01:01.610000,4
Sydney,2000,100m,Backstroke,0,Women,DEN,Louise Ornstedt,00:01:02.020000,4
Sydney,2000,100m,Breaststroke,0,Men,ITA,Domenico Fioravanti,00:01:00.460000,1
Sydney,2000,100m,Breaststroke,0,Men,USA,Ed Moses,00:01:00.730000,2
Sydney,2000,100m,Breaststroke,0,Men,RUS,Roman Sloudnov,00:01:00.910000,3
Sydney,2000,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,00:01:01.340000,4
Sydney,2000,100m,Breaststroke,0,Men,CZE,Daniel Malek,00:01:01.500000,4
Sydney,2000,100m,Breaststroke,0,Men,CAN,Morgan Knabe,00:01:01.580000,4
Sydney,2000,100m,Breaststroke,0,Men,RSA,Brett Petersen,00:01:01.630000,4
Sydney,2000,100m,Breaststroke,0,Men,SUI,Remo Luetolf,00:01:01.880000,4
Sydney,2000,100m,Breaststroke,0,Women,USA,Megan Quann,00:01:07.050000,1
Sydney,2000,100m,Breaststroke,0,Women,AUS,Leisel Jones,00:01:07.490000,2
Sydney,2000,100m,Breaststroke,0,Women,RSA,Penelope Heyns,00:01:07.550000,3
Sydney,2000,100m,Breaststroke,0,Women,RSA,Sarah Poewe,00:01:07.850000,4
Sydney,2000,100m,Breaststroke,0,Women,HUN,Agnes Kovacs,00:01:08.090000,4
Sydney,2000,100m,Breaststroke,0,Women,JPN,Masami Tanaka,00:01:08.370000,4
Sydney,2000,100m,Breaststroke,0,Women,AUS,Tarnee White,00:01:09.090000,4
Sydney,2000,100m,Breaststroke,0,Women,GER,Sylvia Gerasch,00:01:09.860000,4
Sydney,2000,100m,Butterfly,0,Men,SWE,Lars Frolander,52.000,1
Sydney,2000,100m,Butterfly,0,Men,AUS,Michael Klim,52.180,2
Sydney,2000,100m,Butterfly,0,Men,AUS,Geoffrey Huegill,52.220,3
Sydney,2000,100m,Butterfly,0,Men,USA,Ian Crocker,52.440,4
Sydney,2000,100m,Butterfly,0,Men,JPN,Takashi Yamamoto,52.580,4
Sydney,2000,100m,Butterfly,0,Men,CAN,Michael Mintenko,52.580,4
Sydney,2000,100m,Butterfly,0,Men,GER,Thomas Rupprath,53.130,4
Sydney,2000,100m,Butterfly,0,Men,RUS,Anatoly Polyakov,53.130,4
Sydney,2000,100m,Butterfly,0,Women,NED,Inge De Bruijn,56.610,1
Sydney,2000,100m,Butterfly,0,Women,SVK,Martina Moravcova,57.970,2
Sydney,2000,100m,Butterfly,0,Women,USA,Dara Torres,58.200,3
Sydney,2000,100m,Butterfly,0,Women,AUS,Petria Thomas,58.490,4
Sydney,2000,100m,Butterfly,0,Women,USA,Jenny Thompson,58.730,4
Sydney,2000,100m,Butterfly,0,Women,JPN,Junko Onishi,59.130,4
Sydney,2000,100m,Butterfly,0,Women,AUS,Susan O'Neill,59.270,4
Sydney,2000,100m,Butterfly,0,Women,ROU,Diana Mocanu,59.430,4
Sydney,2000,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,48.300,1
Sydney,2000,100m,Freestyle,0,Men,RUS,Alexander Popov,48.690,2
Sydney,2000,100m,Freestyle,0,Men,USA,"Gary Hall, Jr.",48.730,3
Sydney,2000,100m,Freestyle,0,Men,AUS,Michael Klim,48.740,4
Sydney,2000,100m,Freestyle,0,Men,USA,Neil Walker,49.090,4
Sydney,2000,100m,Freestyle,0,Men,SWE,Lars Frolander,49.220,4
Sydney,2000,100m,Freestyle,0,Men,RUS,Denis Pimankov,49.360,4
Sydney,2000,100m,Freestyle,0,Men,AUS,Christopher John Fydler,49.440,4
Sydney,2000,100m,Freestyle,0,Women,NED,Inge De Bruijn,53.830,1
Sydney,2000,100m,Freestyle,0,Women,SWE,Therese Alshammar,54.330,2
