Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Angeles,1984,100m,Backstroke,0,Men,USA,Richard John Carey,55.790,1
Angeles,1984,100m,Backstroke,0,Men,USA,David Dennis Wilson,56.350,2
Angeles,1984,100m,Backstroke,0,Men,CAN,Michael West,56.490,3
Angeles,1984,100m,Backstroke,0,Men,NZL,Gary Hurring,56.900,4
Angeles,1984,100m,Backstroke,0,Men,AUS,Mark Kerry,57.180,4
Angeles,1984,100m,Backstroke,0,Men,SWE,Bengt Baron,57.340,4
Angeles,1984,100m,Backstroke,0,Men,CAN,Donald Alexander Goss,57.460,4
Angeles,1984,100m,Backstroke,0,Men,NED,Hans Kroes,58.070,4
Angeles,1984,100m,Backstroke,0,Women,USA,Theresa Andrews,00:01:02.550000,1
Angeles,1984,100m,Backstroke,0,Women,USA,Elizabeth Mitchell,00:01:02.630000,2
Angeles,1984,100m,Backstroke,0,Women,NED,Jolanda De Rover,00:01:02.910000,3
Angeles,1984,100m,Backstroke,0,Women,ROU,Carmen Bunaciu,00:01:03.210000,4
Angeles,1984,100m,Backstroke,0,Women,ROU,Aneta Patrascoiu,00:01:03.290000,4
Angeles,1984,100m,Backstroke,0,Women,FRG,Svenja Schlicht,00:01:03.460000,4
Angeles,1984,100m,Backstroke,0,Women,GBR,Beverley Rose,00:01:04.160000,4
Angeles,1984,100m,Backstroke,0,Women,NZL,Carmel Clark,00:01:04.470000,4
Angeles,1984,100m,Breaststroke,0,Men,USA,Steven K. Lundquist,00:01:01.650000,1
Angeles,1984,100m,Breaststroke,0,Men,CAN,Victor Davis,00:01:01.990000,2
Angeles,1984,100m,Breaststroke,0,Men,AUS,Peter Evans,00:01:02.970000,3
Angeles,1984,100m,Breaststroke,0,Men,GBR,Adrian David Moorhouse,00:01:03.250000,4
Angeles,1984,100m,Breaststroke,0,Men,USA,John Clifford Moffet,00:01:03.290000,4
Angeles,1984,100m,Breaststroke,0,Men,AUS,Brett Stocks,00:01:03.490000,4
Angeles,1984,100m,Breaststroke,0,Men,FRG,Gerald Morken,00:01:03.950000,4
Angeles,1984,100m,Breaststroke,0,Men,ITA,Raffaele Avagnano,00:01:04.110000,4
Angeles,1984,100m,Breaststroke,0,Women,NED,Petra Van Staveren,00:01:09.880000,1
Angeles,1984,100m,Breaststroke,0,Women,CAN,Anne Ottenbrite,00:01:10.690000,2
Angeles,1984,100m,Breaststroke,0,Women,FRA,Catherine Poirot,00:01:10.700000,3
Angeles,1984,100m,Breaststroke,0,Women,USA,Tracy Anne Caulkins,00:01:10.880000,4
Angeles,1984,100m,Breaststroke,0,Women,SWE,Eva-Marie Hakansson,00:01:11.140000,4
Angeles,1984,100m,Breaststroke,0,Women,JPN,Hiroko Nagasaki,00:01:11.330000,4
Angeles,1984,100m,Breaststroke,0,Women,USA,Susan Gerard Rapp,00:01:11.450000,4
Angeles,1984,100m,Breaststroke,0,Women,GBR,Jean Cameron Hill,00:01:11.820000,4
Angeles,1984,100m,Butterfly,0,Men,FRG,Michael Gross,53.080,1
Angeles,1984,100m,Butterfly,0,Men,USA,Pablo Morales,53.230,2
Angeles,1984,100m,Butterfly,0,Men,AUS,Glenn Buchanan,53.850,3
Angeles,1984,100m,Butterfly,0,Men,VEN,Rafael Antonio Vidal Castro,54.270,4
Angeles,1984,100m,Butterfly,0,Men,GBR,Andrew David Jameson,54.280,4
Angeles,1984,100m,Butterfly,0,Men,NZL,Anthony Mosse,54.930,4
Angeles,1984,100m,Butterfly,0,Men,FRG,Andreas Behrend,54.950,4
Angeles,1984,100m,Butterfly,0,Men,SWE,Bengt Baron,55.140,4
Angeles,1984,100m,Butterfly,0,Women,USA,Mary T. Meagher,59.260,4
Angeles,1984,100m,Butterfly,0,Women,USA,Jenna Leigh Johnson,00:01:00.190000,1
Angeles,1984,100m,Butterfly,0,Women,FRG,Karin Seick,00:01:01.360000,2
Angeles,1984,100m,Butterfly,0,Women,NED,Annemarie Verstappen,00:01:01.560000,3
Angeles,1984,100m,Butterfly,0,Women,CAN,Michelle Mac Pherson,00:01:01.580000,4
Angeles,1984,100m,Butterfly,0,Women,AUS,Janet Tibbits,00:01:01.780000,4
Angeles,1984,100m,Butterfly,0,Women,NED,Conny Van Bentum,00:01:01.940000,4
Angeles,1984,100m,Butterfly,0,Women,FRG,Ina Beyermann,00:01:02.110000,4
Angeles,1984,100m,Freestyle,0,Men,USA,Ambrose Iv Gaines,49.800,1
Angeles,1984,100m,Freestyle,0,Men,AUS,Marcus Stockwell,50.240,2
Angeles,1984,100m,Freestyle,0,Men,SWE,Per Johansson,50.310,3
Angeles,1984,100m,Freestyle,0,Men,USA,Michael Steward Heath,50.410,4
Angeles,1984,100m,Freestyle,0,Men,SUI,Dano Halsall,50.500,4
Angeles,1984,100m,Freestyle,0,Men,FRA,Stephan Caron,50.700,4
Angeles,1984,100m,Freestyle,0,Men,VEN,Alberto Eugenio Mestre Sosa,50.700,4
Angeles,1984,100m,Freestyle,0,Men,FRG,Dirk Korthals,50.930,4
Angeles,1984,100m,Freestyle,0,Women,USA,Nancy Lynn Hogshead,55.920,1
Angeles,1984,100m,Freestyle,0,Women,USA,Carolyn Steinseifer,55.920,1
Angeles,1984,100m,Freestyle,0,Women,NED,Annemarie Verstappen,56.080,3
Angeles,1984,100m,Freestyle,0,Women,NED,Conny Van Bentum,56.430,4
Angeles,1984,100m,Freestyle,0,Women,AUS,Michelle Pearson,56.830,4
Angeles,1984,100m,Freestyle,0,Women,GBR,June Croft,56.900,4
Angeles,1984,100m,Freestyle,0,Women,FRG,Susanne Schuster,57.110,4
Angeles,1984,100m,Freestyle,0,Women,AUS,Angela Russell,58.090,4
Angeles,1984,1500m,Freestyle,0,Men,USA,Michael Jon O'Brien,00:15:05.200000,1
Angeles,1984,1500m,Freestyle,0,Men,USA,George Thomas Dicarlo,00:15:10.590000,2
Angeles,1984,1500m,Freestyle,0,Men,FRG,Stefan Pfeiffer,00:15:12.110000,3
Angeles,1984,1500m,Freestyle,0,Men,FRG,Rainer Henkel,00:15:20.030000,4
Angeles,1984,1500m,Freestyle,0,Men,FRA,Franck Iacono,00:15:26.960000,4
Angeles,1984,1500m,Freestyle,0,Men,ITA,Stefano Grandi,00:15:28.580000,4
Angeles,1984,1500m,Freestyle,0,Men,CAN,David Shemilt,00:15:31.280000,4
Angeles,1984,1500m,Freestyle,0,Men,AUS,Wayne Shillington,00:15:38.180000,4
Angeles,1984,200m,Backstroke,0,Men,USA,Richard John Carey,00:02:00.230000,1
Angeles,1984,200m,Backstroke,0,Men,FRA,Frederic Delcourt,00:02:01.750000,2
Angeles,1984,200m,Backstroke,0,Men,CAN,Cameron Henning,00:02:02.370000,3
Angeles,1984,200m,Backstroke,0,Men,BRA,Ricardo Prado,00:02:03.050000,4
Angeles,1984,200m,Backstroke,0,Men,NZL,Gary Hurring,00:02:03.100000,4
Angeles,1984,200m,Backstroke,0,Men,FRG,Nicolai Klapkarek,00:02:03.950000,4
Angeles,1984,200m,Backstroke,0,Men,ESP,Ricardo Aldabe Moreno,00:02:04.530000,4
Angeles,1984,200m,Backstroke,0,Men,AUS,David Orbell,00:02:04.610000,4
Angeles,1984,200m,Backstroke,0,Women,NED,Jolanda De Rover,00:02:12.380000,1
Angeles,1984,200m,Backstroke,0,Women,USA,Amy Lee White,00:02:13.040000,2
Angeles,1984,200m,Backstroke,0,Women,ROU,Aneta Patrascoiu,00:02:13.290000,3
Angeles,1984,200m,Backstroke,0,Women,AUS,Georgina Parkes,00:02:14.370000,4
Angeles,1984,200m,Backstroke,0,Women,USA,Torri Leigh Trees,00:02:15.730000,4
Angeles,1984,200m,Backstroke,0,Women,FRG,Svenja Schlicht,00:02:15.930000,4
Angeles,1984,200m,Backstroke,0,Women,ROU,Carmen Bunaciu,00:02:16.150000,4
Angeles,1984,200m,Backstroke,0,Women,NZL,Carmel Clark,00:02:17.890000,4
Angeles,1984,200m,Breaststroke,0,Men,CAN,Victor Davis,00:02:13.340000,2
Angeles,1984,200m,Breaststroke,0,Men,AUS,Glenn Beringen,00:02:15.790000,3
Angeles,1984,200m,Breaststroke,0,Men,SUI,Etienne Dagon,00:02:17.410000,4
Angeles,1984,200m,Breaststroke,0,Men,USA,Richard Alan Schroeder,00:02:18.030000,4
Angeles,1984,200m,Breaststroke,0,Men,CAN,Kenneth Fitzpatrick,00:02:18.860000,4
Angeles,1984,200m,Breaststroke,0,Men,COL,Pablo Restrepo,00:02:18.960000,4
Angeles,1984,200m,Breaststroke,0,Men,POR,Alexandre Yokochi,00:02:20.690000,4
Angeles,1984,200m,Breaststroke,0,Men,ITA,Marco Del Prete,,5
Angeles,1984,200m,Breaststroke,0,Women,CAN,Anne Ottenbrite,00:02:30.380000,1
Angeles,1984,200m,Breaststroke,0,Women,USA,Susan Gerard Rapp,00:02:31.150000,2
Angeles,1984,200m,Breaststroke,0,Women,BEL,Ingrid Lempereur,00:02:31.400000,3
Angeles,1984,200m,Breaststroke,0,Women,JPN,Hiroko Nagasaki,00:02:32.930000,4
Angeles,1984,200m,Breaststroke,0,Women,AUS,Sharon Kellett,00:02:33.600000,4
Angeles,1984,200m,Breaststroke,0,Women,FRG,Ute Hasse,00:02:33.820000,4
Angeles,1984,200m,Breaststroke,0,Women,GBR,Susannah Brownsdon,00:02:35.070000,4
Angeles,1984,200m,Breaststroke,0,Women,USA,Kimberly Lynne Rhodenbaugh,00:02:35.510000,4
Angeles,1984,200m,Butterfly,0,Men,AUS,Jonathan Sieben,00:01:57.040000,1
Angeles,1984,200m,Butterfly,0,Men,FRG,Michael Gross,00:01:57.400000,2
Angeles,1984,200m,Butterfly,0,Men,VEN,Rafael Antonio Vidal Castro,00:01:57.510000,3
Angeles,1984,200m,Butterfly,0,Men,USA,Pablo Morales,00:01:57.750000,4
Angeles,1984,200m,Butterfly,0,Men,NZL,Anthony Mosse,00:01:58.750000,4
Angeles,1984,200m,Butterfly,0,Men,CAN,Thomas Ponting,00:01:59.370000,4
Angeles,1984,200m,Butterfly,0,Men,CAN,Peter Ward,00:02:00.390000,4
Angeles,1984,200m,Butterfly,0,Men,USA,Patrick Kennedy,00:02:01.030000,4
Angeles,1984,200m,Butterfly,0,Women,USA,Mary T. Meagher,00:02:06.900000,1
Angeles,1984,200m,Butterfly,0,Women,AUS,Karen Phillips,00:02:10.560000,2
Angeles,1984,200m,Butterfly,0,Women,FRG,Ina Beyermann,00:02:11.910000,3
Angeles,1984,200m,Butterfly,0,Women,USA,Nancy Lynn Hogshead,00:02:11.980000,4
Angeles,1984,200m,Butterfly,0,Women,GBR,Samantha Paula Purvis,00:02:12.330000,4
Angeles,1984,200m,Butterfly,0,Women,JPN,Naoko Kume,00:02:12.570000,4
Angeles,1984,200m,Butterfly,0,Women,AUT,Sonja Hausladen,00:02:15.380000,4
Angeles,1984,200m,Butterfly,0,Women,NED,Conny Van Bentum,00:02:17.390000,4
Angeles,1984,200m,Freestyle,0,Men,FRG,Michael Gross,00:01:47.440000,1
Angeles,1984,200m,Freestyle,0,Men,USA,Michael Steward Heath,00:01:49.100000,2
Angeles,1984,200m,Freestyle,0,Men,FRG,Thomas Fahrner,00:01:49.690000,3
Angeles,1984,200m,Freestyle,0,Men,USA,Jeffrey James Float,00:01:50.180000,4
Angeles,1984,200m,Freestyle,0,Men,VEN,Alberto Eugenio Mestre Sosa,00:01:50.230000,4
Angeles,1984,200m,Freestyle,0,Men,NED,Frank Drost,00:01:51.620000,4
Angeles,1984,200m,Freestyle,0,Men,ITA,Marco Dell'Uomo,00:01:52.200000,4
