Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Paris,1924,100m,Backstroke,0,Men,USA,Warren Paoa Kealoha,00:01:13.200000,1
Paris,1924,100m,Backstroke,0,Men,USA,Paul Wyatt,00:01:15.400000,2
Paris,1924,100m,Backstroke,0,Men,HUN,Károly Bartha,00:01:17.800000,3
Paris,1924,100m,Backstroke,0,Men,BEL,Gerard Blitz,00:01:19.600000,4
Paris,1924,100m,Backstroke,0,Men,GBR,Austin Rawlinson,00:01:20.000000,4
Paris,1924,100m,Backstroke,0,Men,USA,Henry Luning,Disqualified,0
Paris,1924,100m,Backstroke,0,Men,ARG,Juan Behrensen,Did not start,0
Paris,1924,100m,Backstroke,0,Men,HUN,Aladár Bitskey,Did not start,0
Paris,1924,100m,Backstroke,0,Women,USA,Sybil Bauer,00:01:23.200000,1
Paris,1924,100m,Backstroke,0,Women,GBR,Phyllis Harding,00:01:27.400000,2
Paris,1924,100m,Backstroke,0,Women,USA,Aileen Riggin,00:01:28.200000,3
Paris,1924,100m,Backstroke,0,Women,USA,Florence Chambers,00:01:30.800000,4
Paris,1924,100m,Backstroke,0,Women,TCH,Jarmila Müllerova,00:01:31.200000,4
Paris,1924,100m,Backstroke,0,Women,DEN,Rigmor Olsen,Did not start,0
Paris,1924,100m,Freestyle,0,Men,USA,Johnny Weissmuller,59.000,4
Paris,1924,100m,Freestyle,0,Men,USA,Duke Paoa Kahanamoku,00:01:01.400000,1
Paris,1924,100m,Freestyle,0,Men,USA,Sam Kahanamoku,00:01:01.800000,2
Paris,1924,100m,Freestyle,0,Men,SWE,Arne Borg,00:01:02.000000,3
Paris,1924,100m,Freestyle,0,Men,JPN,Katsuo Takaishi,00:01:03.000000,4
Paris,1924,100m,Freestyle,0,Men,HUN,L. Henyeri,Did not start,0
Paris,1924,100m,Freestyle,0,Men,HUN,A. Turnovsky,Did not start,0
Paris,1924,100m,Freestyle,0,Women,USA,Ethel Lackie,00:01:12.400000,1
Paris,1924,100m,Freestyle,0,Women,USA,Mariechen Wehselau,00:01:12.800000,2
Paris,1924,100m,Freestyle,0,Women,USA,Gertrude Ederle,00:01:14.200000,3
Paris,1924,100m,Freestyle,0,Women,GBR,Constance Mabel Jeans,00:01:15.400000,4
Paris,1924,100m,Freestyle,0,Women,GBR,Vera Tanner,00:01:20.800000,4
Paris,1924,100m,Freestyle,0,Women,FRA,Gilberte Mortier,Did not start,0
Paris,1924,100m,Freestyle,0,Women,NED,Mietje Baron,Did not start,0
Paris,1924,100m,Freestyle,0,Women,NED,Alida Cornelia Bolten,Did not start,0
Paris,1924,1500m,Freestyle,0,Men,AUS,Andrew Murray Charlton,00:20:06.600000,1
Paris,1924,1500m,Freestyle,0,Men,SWE,Arne Borg,00:20:41.400000,2
Paris,1924,1500m,Freestyle,0,Men,AUS,Frank De Beaurepaire,00:21:48.400000,3
Paris,1924,1500m,Freestyle,0,Men,GBR,John Gatenby Hatfield,00:21:55.600000,4
Paris,1924,1500m,Freestyle,0,Men,JPN,Katsuo Takaishi,00:22:10.400000,4
Paris,1924,1500m,Freestyle,0,Men,FRA,Gustave Klein,Did not finish,0
Paris,1924,1500m,Freestyle,0,Men,JPN,Kazuo Onoda,Did not finish,0
Paris,1924,1500m,Freestyle,0,Men,YUG,Antun Roje,Did not finish,0
Paris,1924,200m,Breaststroke,0,Men,USA,Robert Skelton,00:02:56.600000,1
Paris,1924,200m,Breaststroke,0,Men,BEL,Joseph De Combe,00:02:59.200000,2
Paris,1924,200m,Breaststroke,0,Men,USA,Bill Kirschbaum,00:03:01.000000,3
Paris,1924,200m,Breaststroke,0,Men,SWE,Bengt Linders,00:03:02.200000,4
Paris,1924,200m,Breaststroke,0,Men,SUI,Robert Wyss,00:03:05.600000,4
Paris,1924,200m,Breaststroke,0,Men,USA,John Faricey,Did not start,0
Paris,1924,200m,Breaststroke,0,Men,YUG,B. Deak,Did not start,0
Paris,1924,200m,Breaststroke,0,Women,GBR,Lucille Morton,00:03:33.200000,1
Paris,1924,200m,Breaststroke,0,Women,USA,Agnes Geraghty,00:03:34.000000,2
Paris,1924,200m,Breaststroke,0,Women,GBR,Gladys Carson,00:03:35.400000,3
Paris,1924,200m,Breaststroke,0,Women,SWE,Wivan Pettersson,00:03:37.600000,4
Paris,1924,200m,Breaststroke,0,Women,GBR,Irene Gilbert,00:03:38.000000,4
Paris,1924,200m,Breaststroke,0,Women,LUX,Laury Koster,00:03:39.200000,4
Paris,1924,200m,Breaststroke,0,Women,SWE,Hjördis Töpel,00:03:47.600000,4
Paris,1924,200m,Breaststroke,0,Women,NED,Mietje Baron,Disqualified,0
Paris,1924,400m,Freestyle,0,Men,USA,Johnny Weissmuller,00:05:04.200000,1
Paris,1924,400m,Freestyle,0,Men,SWE,Arne Borg,00:05:05.600000,2
Paris,1924,400m,Freestyle,0,Men,AUS,Andrew Murray Charlton,00:05:06.600000,3
Paris,1924,400m,Freestyle,0,Men,SWE,Ake Borg,00:05:26.000000,4
Paris,1924,400m,Freestyle,0,Men,GBR,John Gatenby Hatfield,00:05:32.000000,4
Paris,1924,400m,Freestyle,0,Men,GRE,Andreas Assimakopoulos,Did not start,0
Paris,1924,400m,Freestyle,0,Men,HUN,B. Eperjessy,Did not start,0
Paris,1924,400m,Freestyle,0,Men,ITA,Renato Bacigalupo,Did not start,0
Paris,1924,400m,Freestyle,0,Women,USA,Martha Norelius,00:06:02.200000,1
Paris,1924,400m,Freestyle,0,Women,USA,Helen Wainwright,00:06:03.800000,2
Paris,1924,400m,Freestyle,0,Women,USA,Gertrude Ederle,00:06:04.800000,3
Paris,1924,400m,Freestyle,0,Women,GBR,Doris Molesworth,00:06:25.400000,4
Paris,1924,400m,Freestyle,0,Women,NZL,Gwitha Shand,Did not finish,0
Paris,1924,400m,Freestyle,0,Women,DEN,M. Hansen,Did not start,0
Paris,1924,4x100,Freestyle,1,Women,USA,"Mariechen Wehselau, Ethel Lackie, Gertrude Ederle",00:04:58.800000,1
Paris,1924,4x100,Freestyle,1,Women,GBR,"Constance Mabel Jeans, Grace Mac Kenzie, Florence Barker, Vera Tanner",00:05:17.000000,2
Paris,1924,4x100,Freestyle,1,Women,SWE,"Aina Berg, Wivan Pettersson, Gurli Ewerlund, Hjördis Töpel",00:05:35.600000,3
Paris,1924,4x100,Freestyle,1,Women,DEN,"Vibeke Möller, Karen Maud Rasmussen, Hedevig Rasmussen, Agnete Olsen",00:05:42.400000,4
Paris,1924,4x100,Freestyle,1,Women,FRA,"Gilberte Mortier, Ernestine Lebrun",00:05:43.400000,4
Paris,1924,4x100,Freestyle,1,Women,NLD,"Alida Cornelia Bolten, Maria Vierdag, Mietje Baron",00:05:45.800000,4
Paris,1924,4x200,Freestyle,1,Men,USA,,00:09:53.400000,1
Paris,1924,4x200,Freestyle,1,Men,AUS,"Andrew Murray Charlton, Ernest M. Henry, Maurice F. Christie, Frank De Beaurepaire, Ivan Stedman",00:10:02.200000,2
Paris,1924,4x200,Freestyle,1,Men,SWE,"Georg Werner, O. Gösta A. Persson, Arne Borg, Orvar Trolle, Tor Henning, Ake Borg",00:10:06.800000,3
Paris,1924,4x200,Freestyle,1,Men,JPN,"Torahiko Miyahata, Kazuo Noda, Katsuo Takaishi, Kazuo Onoda",00:10:16.200000,4
Paris,1924,4x200,Freestyle,1,Men,GBR,"Harold Edward Annison, Edward Percival Peter, Leslie Savage, Albert Edward Dickin, John Thomson",00:10:19.400000,4
