Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Antwerp,1920,100m,Backstroke,0,Men,USA,Warren Paoa Kealoha,00:01:15.200000,2
Antwerp,1920,100m,Backstroke,0,Men,USA,Raymond Kegeris,00:01:16.800000,3
Antwerp,1920,100m,Backstroke,0,Men,BEL,Gerard Blitz,00:01:19.000000,4
Antwerp,1920,100m,Backstroke,0,Men,USA,Perry Mcgillivray,00:01:19.400000,4
Antwerp,1920,100m,Backstroke,0,Men,USA,Stubby Kruger,,5
Antwerp,1920,100m,Freestyle,0,Men,USA,Duke Paoa Kahanamoku,00:01:01.400000,1
Antwerp,1920,100m,Freestyle,0,Men,USA,Pua Kela Kealoha,00:01:02.600000,2
Antwerp,1920,100m,Freestyle,0,Men,USA,William Harris,00:01:03.000000,3
Antwerp,1920,100m,Freestyle,0,Men,AUS,Billy Herald,00:01:03.800000,4
Antwerp,1920,100m,Freestyle,0,Men,USA,Norman Ross,Disqualified,0
Antwerp,1920,100m,Freestyle,0,Women,USA,Ethelda Bleibtrey,00:01:13.600000,3
Antwerp,1920,100m,Freestyle,0,Women,USA,Irene Guest,00:01:17.000000,4
Antwerp,1920,100m,Freestyle,0,Women,USA,Frances Schroth,00:01:17.200000,4
Antwerp,1920,100m,Freestyle,0,Women,GBR,Constance Mabel Jeans,00:01:22.800000,4
Antwerp,1920,100m,Freestyle,0,Women,NZL,Violet Walrond,,5
Antwerp,1920,100m,Freestyle,0,Women,SWE,Jane Gylling,,5
Antwerp,1920,100m,Freestyle,0,Women,USA,Charlotte Boyle,Did not finish,0
Antwerp,1920,1500m,Freestyle,0,Men,USA,Norman Ross,00:22:23.200000,1
Antwerp,1920,1500m,Freestyle,0,Men,CAN,George Vernot,22:36.4est,2
Antwerp,1920,1500m,Freestyle,0,Men,AUS,Frank De Beaurepaire,23:04.0est,3
Antwerp,1920,1500m,Freestyle,0,Men,USA,Fred Kahele,23:59.1est,4
Antwerp,1920,1500m,Freestyle,0,Men,USA,Eugene Bolden,24:04.3est,4
Antwerp,1920,1500m,Freestyle,0,Men,GBR,Henry Taylor,Did not finish,0
Antwerp,1920,1500m,Freestyle,0,Men,SUI,René Ricolfi-Doria,Did not finish,0
Antwerp,1920,1500m,Freestyle,0,Men,JPN,Masaren Uchida,Did not finish,0
Antwerp,1920,200m,Breaststroke,0,Men,SWE,Hakan Malmrot,00:03:04.400000,3
Antwerp,1920,200m,Breaststroke,0,Men,SWE,Tor Henning,00:03:09.200000,4
Antwerp,1920,200m,Breaststroke,0,Men,FIN,Arvo Ossian Aaltonen,00:03:12.200000,4
Antwerp,1920,200m,Breaststroke,0,Men,USA,Jack Zophar Howell,,5
Antwerp,1920,200m,Breaststroke,0,Men,AUS,Ivan Stedman,,5
Antwerp,1920,200m,Breaststroke,0,Men,SWE,Per Cederblom,Did not finish,0
Antwerp,1920,200m,Breaststroke,0,Men,SWE,Hakan Malmrot,00:03:04.400000,3
Antwerp,1920,200m,Breaststroke,0,Men,SWE,Tor Henning,00:03:09.200000,4
