Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Tokyo,1964,100m,Backstroke,0,Women,USA,Cathy Ferguson,00:01:07.700000,1
Tokyo,1964,100m,Backstroke,0,Women,FRA,Christine (Kiki) Caron,00:01:07.900000,2
Tokyo,1964,100m,Backstroke,0,Women,USA,Virginia Ruth Duenkel,00:01:08.000000,3
Tokyo,1964,100m,Backstroke,0,Women,JPN,Satoko Tanaka,00:01:08.600000,4
Tokyo,1964,100m,Backstroke,0,Women,USA,Nina Adams Harmer,00:01:09.400000,4
Tokyo,1964,100m,Backstroke,0,Women,GBR,Linda Kay Ludgrove,00:01:09.500000,4
Tokyo,1964,100m,Backstroke,0,Women,CAN,Eileen Weir,00:01:09.800000,4
Tokyo,1964,100m,Backstroke,0,Women,GBR,Jill Rosemary Norfolk,00:01:11.200000,4
Tokyo,1964,100m,Butterfly,0,Women,USA,Sharon Marie Stouder,00:01:04.700000,1
Tokyo,1964,100m,Butterfly,0,Women,NED,Aagje Ada Kok,00:01:05.600000,2
Tokyo,1964,100m,Butterfly,0,Women,USA,Kathy Ellis,00:01:06.000000,3
Tokyo,1964,100m,Butterfly,0,Women,FIN,Eila Marjatta Pyrhonen,00:01:07.300000,4
Tokyo,1964,100m,Butterfly,0,Women,USA,Donna Elizabeth De Varona,00:01:08.000000,4
Tokyo,1964,100m,Butterfly,0,Women,GER,Heike Hustede-Nagel,00:01:08.500000,4
Tokyo,1964,100m,Butterfly,0,Women,JPN,Eiko Takahashi,00:01:09.100000,4
Tokyo,1964,100m,Butterfly,0,Women,CAN,Mary Pauline Stewart,00:01:10.000000,4
Tokyo,1964,100m,Freestyle,0,Men,USA,Donald Arthur Schollander,53.400,1
Tokyo,1964,100m,Freestyle,0,Men,GBR,Robert Bilsland Mcgregor,53.500,2
Tokyo,1964,100m,Freestyle,0,Men,GER,Hans-Joachim Klein,54.000,3
Tokyo,1964,100m,Freestyle,0,Men,USA,Gary Steven Ilman,54.000,3
Tokyo,1964,100m,Freestyle,0,Men,FRA,Alain Gottvalles,54.200,4
Tokyo,1964,100m,Freestyle,0,Men,USA,Michael Mackay Austin,54.500,4
Tokyo,1964,100m,Freestyle,0,Men,HUN,Gyula Dobai,54.900,4
Tokyo,1964,100m,Freestyle,0,Men,GER,Uwe Jacobsen,56.100,4
Tokyo,1964,100m,Freestyle,0,Women,AUS,Dawn Fraser,59.500,4
Tokyo,1964,100m,Freestyle,0,Women,USA,Sharon Marie Stouder,59.900,4
Tokyo,1964,100m,Freestyle,0,Women,USA,Kathy Ellis,00:01:00.800000,1
Tokyo,1964,100m,Freestyle,0,Women,NED,Erica Georgine Terpstra,00:01:01.800000,2
