Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Stockholm,1912,400m,Freestyle,0,Men,ANZ,Harold H. Hardwick,00:05:31.200000,3
Stockholm,1912,400m,Freestyle,0,Men,ANZ,Cecil Healy,00:05:37.800000,4
Stockholm,1912,400m,Freestyle,0,Men,HUN,Béla Las Torres,00:05:42.000000,4
Stockholm,1912,400m,Freestyle,0,Men,ITA,Mario Massa,Did not finish,0
Stockholm,1912,400m,Freestyle,0,Men,RUS,Pavel Avksentyev,Did not finish,0
Stockholm,1912,400m,Freestyle,0,Men,ANZ,Theo Tartakover,Did not finish,0
Stockholm,1912,4x100,Freestyle,1,Women,GBR,"Irene Steer, Jennie Fletcher, Isabella Mary Moore, Annie Speirs",00:05:52.800000,2
Stockholm,1912,4x100,Freestyle,1,Women,GER,"Wally Dressel, Louise Otto, Grete Rosenberg, Hermine Stindt",00:06:04.600000,3
Stockholm,1912,4x100,Freestyle,1,Women,AUT,"Margarete Adler, Bertha Zahourek, Josephine Sticker, Klara Milch",00:06:17.000000,4
Stockholm,1912,4x100,Freestyle,1,Women,SWE,"Greta Carlsson, Vera Thulin, Sonja Johnsson, Greta Johansson",,5
Stockholm,1912,4x200,Freestyle,1,Men,AUS,"Malcolm Champion, Cecil Healy, Harold H. Hardwick, Leslie Boardman",00:10:11.200000,1
Stockholm,1912,4x200,Freestyle,1,Men,USA,"Duke Paoa Kahanamoku, Harry J. Hebner, Perry Mcgillivray, Kenneth Huszagh",00:10:20.200000,2
Stockholm,1912,4x200,Freestyle,1,Men,GBR,"Thomas Sidney Battersby, Henry Taylor, John Gatenby Hatfield, William Foster",00:10:28.600000,3
Stockholm,1912,4x200,Freestyle,1,Men,GER,"Georg Kunisch, Kurt Bretting, Oscar Schiele, Max Ritter",00:10:37.000000,4
