Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Melbourne,1956,100m,Backstroke,0,Men,AUS,David Egmont Theile,00:01:02.200000,1
Melbourne,1956,100m,Backstroke,0,Men,AUS,John James Monckton,00:01:03.200000,2
Melbourne,1956,100m,Backstroke,0,Men,USA,Frank Edward Jr. Mckinney,00:01:04.500000,3
Melbourne,1956,100m,Backstroke,0,Men,FRA,Robert Christophe,00:01:04.900000,4
Melbourne,1956,100m,Backstroke,0,Men,AUS,John Hayres,00:01:05.000000,4
Melbourne,1956,100m,Backstroke,0,Men,GBR,Graham Sykes,00:01:05.600000,4
Melbourne,1956,100m,Backstroke,0,Men,USA,Albert Marcus Jr. Wiggins,00:01:05.800000,4
Melbourne,1956,100m,Backstroke,0,Men,USA,Yoshinobu Oyakawa,00:01:06.900000,4
Melbourne,1956,100m,Backstroke,0,Women,GBR,Judith Brenda Grinham,00:01:12.900000,1
Melbourne,1956,100m,Backstroke,0,Women,USA,Carin Alice Cone,00:01:12.900000,1
Melbourne,1956,100m,Backstroke,0,Women,GBR,Margaret Edwards,00:01:13.100000,3
Melbourne,1956,100m,Backstroke,0,Women,GER,Helga Schmidt-Neuber,00:01:13.400000,4
Melbourne,1956,100m,Backstroke,0,Women,USA,Maureen Elizabeth Murphy,00:01:14.100000,4
Melbourne,1956,100m,Backstroke,0,Women,GBR,Julie Hoyle,00:01:14.300000,4
Melbourne,1956,100m,Backstroke,0,Women,CAN,Sara Barber-Jenkins,00:01:14.300000,4
Melbourne,1956,100m,Backstroke,0,Women,AUS,Gerganiya Beckitt,00:01:14.700000,4
Melbourne,1956,100m,Butterfly,0,Women,USA,Shelley Isabel Mann,00:01:11.000000,1
Melbourne,1956,100m,Butterfly,0,Women,USA,Nancy Jane Ramey,00:01:11.900000,2
Melbourne,1956,100m,Butterfly,0,Women,USA,Mary Jane Sears,00:01:14.400000,3
Melbourne,1956,100m,Butterfly,0,Women,HUN,Mária Littomeritzky,00:01:14.900000,4
Melbourne,1956,100m,Butterfly,0,Women,AUS,Beverly Bainbridge,00:01:15.200000,4
Melbourne,1956,100m,Butterfly,0,Women,GER,Jutta Langenau,00:01:17.400000,4
Melbourne,1956,100m,Butterfly,0,Women,CAN,Elizabeth Whittall,00:01:17.900000,4
Melbourne,1956,100m,Butterfly,0,Women,CAN,Sara Barber-Jenkins,00:01:18.400000,4
Melbourne,1956,100m,Freestyle,0,Men,AUS,Jon Malcolm Henricks,55.400,1
