ho_likelihood,hol_likelihood,std_likelihood
-2.459351756548868,-2.397653122989135,-2.79690386616026
0.6300182622363929,0.39820392951347244,0.7081286764530764
-2.2237711860871316,-2.1074959974903407,-2.3140103632481597
-0.31428424940960736,-0.30011801989293735,0.13799438510178902
-2.8356412177274404,-1.8724429620440168,-2.026590689258931
-1.058874253324664,-1.5012283228140486,-1.428603429766428
-1.5168664833844663,-1.4811604212506002,-1.4500427474583246
-1.4498051338350941,-1.43544285155243,-1.3793681963423894
-2.056276690660135,-1.398212099203249,-1.337784996615491
-1.6449310318030936,-1.4810214251133293,-1.4611852374520964
-1.5827362808355185,-1.5596996293796899,-1.5393185482049867
-1.6751831622809708,-1.621780467905823,-1.560044728071028
-2.162106329625791,-1.6695727445754265,-1.6289892555374164
-0.4062722026209695,-0.31816291989863665,0.050797167438624405
-1.8459430421346017,-1.460114938574925,-1.415559803796245
0.0599992080924405,-0.30362533031994204,0.10524989210397202
-1.094092681568519,-1.906943315482533,-2.2062525558438546
-1.1027160784694376,-1.5986703387711656,-1.5577717905210584
-3.3394281544580227,-2.026766965290438,-2.2047461206465817
-1.5005549220718521,-1.7466750240361746,-1.7826151374690833
-1.9611257923117147,-2.166622316089802,-2.4128050348506314
-1.7050004770289702,-1.7438510609969113,-1.7786491197154108
-1.9601675741224063,-1.6658285763196126,-1.6291902999685197
-1.616674123350284,-1.5516355994062792,-1.4853902637488539
-1.5721257997060925,-1.4711052300328131,-1.4431638856967055
-2.2706316693684987,-1.8873121728303945,-2.022815249243236
-0.021962561293219253,-0.40590772111523754,0.1428560313016253
-2.703181767458634,-1.937976288319959,-1.931162559220508
-2.025403706803823,-1.9970918595500766,-2.21700347916947
