newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,ratio,rep
0.2425567092141204,0.4572913775115358,0.2347408936460795,0.4555582079081847,1.3316806701609036,1.2041294542722525,2.458420182916336,2.131600626814654,1.5466393833823042,25,5
0.5623962385312831,0.9248428964376946,0.5639142578005302,0.9292452659733716,1.56783902131189,1.5160557246525153,2.522640297802364,2.1510256895174957,1.651610397567163,5,73
0.837075367673384,1.2216037148433765,0.8388867691632926,1.2926498035078564,1.565436593715457,1.5516336801375756,2.383199683497432,1.959192296598444,1.8821798325631425,2,39
0.2339543487867026,0.4460732310563737,0.2279228153067144,0.4352156746836743,1.4155377116362768,1.2637926850046064,2.5281224946104017,2.2278401441595714,1.603226121443282,25,82
1.0724435198419542,1.3214518553894492,1.089610894077908,1.3462062602121787,1.6322059388779542,1.6078463019963074,2.724526625665725,2.3836140395545256,4.844060258152698,1,38
0.5436367382485271,0.8897296496894327,0.5427125933102067,0.904151712632021,1.5989525878121498,1.4470150329184213,2.5613986894224623,2.1555651768114905,1.6444544276415225,5,64
1.509287731750545,1.6018463316378695,1.5232463200894024,1.612198356034097,1.73399826654009,1.7294171284122717,3.859649031944445,3.6902671240390257,15.356617276021472,0.25,38
0.8034760201081413,1.2183416725227767,0.8065220861208497,1.292860316483025,1.546121009748462,1.551574033447434,2.424346673391521,1.9900204263371943,1.982710194334233,2,14
1.4054684640681037,1.584325068345767,1.4256717536566068,1.6012225273805276,1.771768687595172,1.7497885524121313,3.541494882919198,3.29545971655972,10.235679465304264,0.5,90
0.2393242021352792,0.443943144392456,0.2304228770740721,0.4333543490078482,1.3381186471159778,1.1589632574643327,2.467613900061567,2.137387330545724,1.5457827043066668,25,44
1.5203933582583875,1.6154255265443045,1.5289498362484406,1.623783131452739,1.717263948394406,1.7112279258514598,3.775186095371885,3.604368135119475,15.445532955712508,0.25,32
1.3262537070800684,1.486567621717613,1.3392394094789093,1.5024875489457128,1.688005851510201,1.701582986657681,3.425243949283768,3.179024984119845,10.012262962344062,0.5,27
0.3608248671065744,0.6389600335930357,0.3494773106030476,0.6380714439106852,1.4089906408817945,1.3086542690185736,2.468416495875263,2.076359101946506,1.544090837365862,10,11
1.406442857198212,1.608469507591456,1.4229477545237252,1.620802363627614,1.76322334127116,1.7866226257099085,3.502299082776376,3.256026378791311,10.307253911103532,0.5,63
1.0905914643016574,1.3799547405248531,1.1043900729483132,1.397214709949064,1.6615658861857092,1.6507891190623902,2.77098965747267,2.4246117796882367,4.962402730715906,1,73
0.3638834116914136,0.6597156234219804,0.3501130155648714,0.6481067371931221,1.4793339593584007,1.346315747730214,2.485030119209535,2.086396730963528,1.544523167194011,10,23
0.8585875793650183,1.1895548039629278,0.873234112652454,1.20959542868247,1.6225517659958864,1.6006809065137744,2.465637862293745,2.0435912004690824,1.6526277085269718,2,61
0.2339062882537667,0.4742509012291148,0.2222048137953707,0.4622448142141932,1.3424503240398575,1.2147737091838913,2.4618641697008568,2.135521058375085,1.54638925332905,25,17
1.14617740586065,1.406009052665402,1.1579634510282717,1.420836538111116,1.6403203728793734,1.6803842494418,2.71881799194597,2.3851330128851287,4.767988016887212,1,51
0.24620977098862,0.4711399471548828,0.2368741807720267,0.4435309257182611,1.3864444317579314,1.2669460951358664,2.526542246434337,2.2184037488907,1.6031873906799017,25,64
1.0679358709278806,1.344616729831616,1.0788052975154443,1.353702473203931,1.6093274518641905,1.6369372244733067,2.740389585408432,2.3903454927026053,5.273356701894953,1,27
0.2499006151591098,0.4618761361369093,0.2436169896388438,0.4513522488759586,1.3995855401947248,1.2323559187860678,2.534256631575763,2.2469974136373936,1.6036125641209362,25,79
0.2268053429511609,0.4591109941571389,0.2182930781556248,0.4360465741436946,1.3693467064437836,1.2205943978265692,2.4663093139593406,2.1438286821270425,1.5480333468985887,25,13
0.3641018551405429,0.6566094703924064,0.3603191311374972,0.6511086302601911,1.4160198209129204,1.2881192314424883,2.46776809865799,2.078586574137207,1.5462065577045827,10,21
1.3430374803127445,1.5287852476346264,1.3578710405379946,1.538056387892778,1.6917595744568563,1.6539725339944542,3.621230033252633,3.379675144282402,11.319716886978268,0.5,25
1.3437656218887877,1.5078670276660862,1.3550698545237745,1.5213238027327871,1.6580538728331398,1.7017135571799242,3.5261729425549357,3.2786569375973955,10.928702577636075,0.5,16
1.5270801087482873,1.6055372351297064,1.5371271954466568,1.617916325063058,1.7196916190148213,1.7392027186468222,3.801924835102085,3.659435746206497,15.469832872526265,0.25,77
0.5201656402715497,0.8664983250945929,0.5115691592819903,0.873419669490484,1.5058990297315096,1.4097054749892994,2.430796352675732,2.042421630893549,1.5482640589841814,5,44
1.1892955825847231,1.4328725181974182,1.2071657898754402,1.4466791634708145,1.6682712279402334,1.6199687104167049,3.000432372522885,2.7253700793199505,7.312333304782051,0.75,40
0.3652085063607412,0.6783619054893951,0.3538891029540951,0.6975714960202954,1.4501143470558182,1.336082540566543,2.4696592658334464,2.1301320436035107,1.5742169971386024,10,69
0.3662521708046013,0.6512765137206156,0.3601876079609407,0.6420828352105026,1.431602978599713,1.293798876021124,2.4637025647475133,2.09367732296592,1.546430675521121,10,10
