BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,ratio,rep
0.2631508663443608,0.187528243494471,0.2629460403670537,0.1874484161349313,0.2627585315376007,0.1874267362473338,-0.057877527944165,-0.0443624420659218,0.058218854992755,0.06812920690579612,96
0.1049080945587239,0.0796042652298053,0.106608123940301,0.0796042162233783,0.1060227228434346,0.0795695077122273,0.0030652668120329,0.0039301218185782,-0.0031093325910506,0.01,40
0.0618043044523192,0.0420558088903499,0.0618043044523192,0.0420558088903499,0.0618043044523192,0.0420558088903499,0.0012028773081394,0.0014363216542234,-0.0012028773081394,0.004641588833612777,22
0.903390744675604,0.7836264189567567,0.90731506084944,0.7880653123566029,0.8739244960842194,0.7712582683609462,-0.7885778719165673,-0.5335008638094787,0.8761921653393261,2.154434690031882,14
0.7195418682160181,0.555763541140365,0.7250576725192658,0.5573928113383774,0.7017904997761474,0.5525031538111266,-0.5098616597402444,-0.3170000224013534,0.5793916531539214,0.6812920690579608,78
0.0280571120132543,0.0263726793671919,0.0280571120132543,0.0263726793671919,0.0280571120132543,0.0263726793671919,0.0094258219737088,0.0094502424589562,-0.0094258219737088,0.001,90
0.9011346677985204,0.7736704760585139,0.906674897386676,0.7791825070863637,0.872221028003471,0.7612558580733568,-0.7868433488107819,-0.5195864867741102,0.8749169692716317,2.154434690031882,67
0.4555418401123522,0.3333626112807074,0.455067540275747,0.33231079730962,0.4519551910551189,0.3328198848314826,-0.1718412717813749,-0.1088230364204237,0.1790516508837297,0.21544346900318823,22
0.4500160142431761,0.325673384374165,0.4514822248469818,0.3259747869407655,0.446762999303929,0.3253559711622364,-0.1673968450763913,-0.102098469188778,0.1739202837330969,0.21544346900318823,75
0.0664197750142286,0.0605671245947254,0.0664197750142286,0.0605671245947254,0.0664197750142286,0.0605671245947254,0.0051492930926497,0.0053788681133887,-0.0051492930926497,0.004641588833612777,65
0.3712338429823912,0.2705780016019108,0.372702512655887,0.2703429841923038,0.369191177018611,0.2708473336022698,-0.1166843727796929,-0.0798559452378142,0.1193494938610679,0.1467799267622069,1
0.0921354879826723,0.0754472515701964,0.0921354879826723,0.075447023574964,0.0921295205377677,0.0754442331886336,0.0057177973464694,0.0064076484083631,-0.0057114434748663,0.01,42
