newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,M,rep
-2.078708507633571,-2.1662773485287468,-2.075583271339658,-2.151080575031752,-2.5860750149791008,-2.425483927196459,-4.8786981240253,-3.958284538600029,-2.7404249647899985,104031,14
-14.39662635777847,-14.582281558828148,-14.380594534635536,-14.569455926373866,-2.982517769487609,-3.0382070191498864,-9.821868067424388,-9.076574616994606,-14.219354069314807,2580,65
-2.096290395636808,-2.276446872594996,-2.089625161300714,-2.246489757895391,-2.639030149708937,-2.561766917031627,-4.818611951956892,-3.840358829027157,-2.738025525981276,41285,39
-3.285316033274131,-3.620483754784957,-3.2519662337822077,-3.5536807774193595,-2.874393476099006,-2.8883295046797883,-5.028991874957496,-3.961002246929912,-3.535780725671706,6501,37
-2.1230583626658635,-2.289431090931497,-2.1159580001714087,-2.256861993100184,-2.6375988731349205,-2.6163865139243607,-4.814340150688362,-3.826292278839189,-2.7401663899247417,41285,97
-25.55940819882438,-25.626416961352096,-25.579555527120878,-25.63617354610944,-3.0726782059977285,-3.0983396166144,-10.180996554738456,-9.782520010163742,-25.033541459473657,1024,60
-3.9688082257694,-4.244939856805324,-3.947734906315295,-4.19726058556814,-2.9004538093810277,-2.861241829283408,-5.196229258514378,-4.11434506870761,-4.234968523493877,6501,18
-1.8656194296325253,-1.8595921174478645,-1.8504860569853283,-1.84504482217618,-3.167780355092608,-3.163256038707791,-3.5816483596534976,-3.548277767322138,-1.7712193023108045,64,80
-22.279967117962443,-22.37433443177402,-22.28466472984085,-22.37625911490528,-3.107802521887302,-3.1396862908375773,-6.949148067986266,-6.782986530815099,-21.76226772134665,406,65
0.0,0.0,0.0,0.0,-3.1445412400851485,-3.129129503007384,-4.42739398954953,-4.355205598041419,0.0,64,87
-25.0264810456908,-25.27754189984501,-25.067132368726902,-25.300033976784466,-3.062382622360882,-3.0774810669114965,-10.315091562933194,-9.9508852936934,-24.608809050327206,1024,50
0.0,0.0,0.0,0.0,-3.1247425129257,-3.1144681257698896,-3.611993635748003,-3.57872952024138,0.0,64,48
-3.730458182266934,-4.052247523218268,-3.705962324467546,-3.991477517122904,-2.86208307231074,-2.90045563142492,-5.154805054929321,-4.075372961909181,-3.987032249036866,6501,53
-2.053432465068245,-2.142135764714072,-2.052412960417431,-2.1269724685604645,-2.605220643456293,-2.429898480786796,-4.836411284875302,-3.948276101428724,-2.7354102760085395,104031,42
-2.063204900462983,-2.145278548025793,-2.060643591739256,-2.130973415240591,-2.577020740253774,-2.4253060683691583,-4.871787554570136,-3.9302235241430576,-2.735249325627407,104031,56
-21.10434253712439,-21.303865377098816,-21.144279786732653,-21.33186657934782,-3.2221948821369177,-3.221609722817073,-6.52383751776507,-6.412299201779886,-20.697618312583216,406,14
-2.069318858295396,-2.1577245610265705,-2.0661923327272507,-2.13925628176639,-2.6130068249032936,-2.453221956304701,-4.853116883491947,-3.951192345784308,-2.73928465763915,104031,49
-2.055370063806813,-2.095860593869759,-2.0539527879456303,-2.0889639719446182,-2.5541819337702,-2.350030644051107,-4.865945130060156,-4.011878682839426,-2.7398494454878097,262144,77
-2.052857940168772,-2.0917214370062456,-2.0519191504566288,-2.085822629732679,-2.5226868234259583,-2.331093425136584,-4.83410931895728,-3.989109827886118,-2.7390245575303056,262144,11
-22.41119786352169,-22.533291467719906,-22.457541400667065,-22.55804712116882,-3.143369422309384,-3.1573653601926543,-6.294702984921118,-6.203633118952224,-21.96665386651903,406,70
-2.060521757908328,-2.097048137636837,-2.059454793880575,-2.091703639579485,-2.550493761641234,-2.336463093910219,-4.844590340375556,-3.99771263923664,-2.743340009317027,262144,55
-14.887321464561715,-15.067618196018168,-14.866408272274665,-15.042260994451835,-2.990173980667941,-3.031749628309864,-10.345597564256854,-9.580678201197092,-14.651825656151932,2580,97
-3.670093637621626,-3.944950087317872,-3.6262283956847634,-3.873710810297684,-2.898264070720662,-2.8913466601966182,-5.053330061727879,-4.015712861195252,-3.878877592777228,6501,52
-2.257541423727001,-2.5363121627407823,-2.2366064930272542,-2.4806694360955377,-2.772804356381031,-2.7093797121242384,-4.763051370807464,-3.655323304255848,-2.7520054519636963,16384,21
-2.0464713200332465,-2.085379368188916,-2.045068800066268,-2.078126244521436,-2.5230940958859724,-2.347194433256994,-4.88030246612126,-4.003174168767084,-2.736606370688748,262144,43
-2.078891694323993,-2.168947965397896,-2.075225051785324,-2.1526106598250223,-2.5880606181805925,-2.452561061757627,-4.8650319809662586,-3.9525973384850257,-2.741025093991988,104031,26
-25.27758148522305,-25.56798180535828,-25.331314496546494,-25.597659680687663,-3.055867903555574,-3.05898662182084,-9.30663023619734,-8.998380485401619,-24.905034767333387,1024,73
-27.903774654710432,-28.072972287826552,-27.904188585140787,-28.070075539115845,-3.083205350910468,-3.1558318771008853,-9.783166947632775,-9.416100480796556,-27.28900628721402,1024,77
-2.055419256931258,-2.0959703913043173,-2.0543273442281507,-2.0896917572970928,-2.5327787305070766,-2.354212596847036,-4.835503170871929,-3.989144662874823,-2.7412535716077957,262144,62
-2.0710842047864797,-2.154240841855768,-2.0692168167776126,-2.138220198473036,-2.619369347212631,-2.453441736245888,-4.860532694490241,-3.9621744040068014,-2.7386729980356845,104031,44
-19.38221984271349,-19.468418319790985,-19.39812303870468,-19.48528403376976,-3.1400740924544155,-3.2134216239472173,-4.269639226489043,-4.201666471541856,-18.91251093026388,161,83
-2.1498459575853723,-2.319225844629487,-2.142990120314678,-2.2814462536119686,-2.649597192173517,-2.5672674335014327,-4.813683059452758,-3.8552577257522103,-2.7519795972452505,41285,56
-5.596444299314944,-5.578732545406406,-5.5511650198770175,-5.535155128547244,-3.2485316912900117,-3.276795180377576,-3.0717869259464567,-3.0719909507645644,-5.313657906932412,64,88
-2.0635705721443083,-2.1474446892614547,-2.0618731906378267,-2.1333268584643426,-2.58518359571218,-2.4433889896248773,-4.858025039208339,-3.93202259579224,-2.7381260630309683,104031,7
-3.5023094216656103,-3.784695241831399,-3.464204717939377,-3.7234374712035567,-2.902294482701216,-2.886296519187073,-5.274692341171427,-4.219881486213601,-3.7199103648649703,6501,73
-15.92047145536877,-16.053366539882372,-15.934021340376706,-16.077297004696916,-3.109442933880157,-3.4896259576686948,-4.950626231664821,-4.89988010856662,-15.60726088229085,161,1
-3.2664916894971765,-3.562106426408237,-3.232151782003031,-3.505790634736601,-2.9096770840941675,-2.889326382202828,-5.1657415496030525,-4.076962586762655,-3.5081793404723123,6501,51
-25.584011873924556,-25.751727699760107,-25.588827253907976,-25.75359983672461,-3.0924645086412577,-3.101165561086965,-9.566350111564244,-9.195422021512742,-25.099675705692142,1024,32
-2.0606208417389174,-2.10174770308046,-2.059038801055592,-2.0953469112495924,-2.5429206423950936,-2.347759230141403,-4.84280362501987,-3.988798439327527,-2.739280999377402,262144,80
-18.95224712873708,-19.15836775769237,-19.02749895002351,-19.211675133586155,-3.126897933010362,-3.1367508530522312,-3.914270205066096,-3.910289771237762,-18.692687350743764,64,50
-2.03991125707246,-2.079597576724713,-2.038728879177686,-2.073807130817533,-2.5299466845240914,-2.3349242609833505,-4.881298372089868,-3.9835335475655578,-2.735276470770665,262144,37
-18.33375093758671,-18.36474060091623,-18.348217155247067,-18.39006602603819,-3.122203416922647,-3.1600376872517586,-7.006608608859823,-6.826586950620454,-17.912342481234646,406,5
-2.15384114555796,-2.313926788938564,-2.1497463528687364,-2.2804678679824986,-2.7388743591478697,-2.6021767223658183,-4.800615191345765,-3.8376716057076106,-2.753787232971305,41285,80
-1.8655747428767728,-1.8595970374755664,-1.8504553157867467,-1.8450533107102025,-3.1653889723415145,-3.1632560387103976,-3.5818060844035218,-3.547726252837786,-1.7712193023108045,64,82
-2.068023866382419,-2.1493188797266964,-2.0651827315075844,-2.136113173957963,-2.6106512767683614,-2.4409667157469057,-4.914376243708915,-3.937713982556754,-2.734016183123121,104031,34
-2.059946862761588,-2.0983142387532694,-2.058525228871156,-2.091996022332725,-2.538811686719644,-2.3468336490107427,-4.842442680070954,-3.9977299495377703,-2.741503126454389,262144,83
-2.06759006237857,-2.155925074146513,-2.064692672488438,-2.13837117632546,-2.585823188998266,-2.40835222566624,-4.869388546127442,-3.953329925978984,-2.737596702191238,104031,73
-14.426959449347637,-14.62200659910666,-14.392579819711443,-14.5892000637203,-3.0149013645239378,-3.0210046266549577,-9.948147070895097,-9.19617781058476,-14.271869478535422,2580,10
-21.238341655395143,-21.463891300025605,-21.299855725133177,-21.49816099968713,-3.105041916885962,-3.27212708743093,-7.339762233712436,-7.182878674127378,-20.90920992045139,406,71
-21.01528765610607,-21.136249751147226,-21.05843811424141,-21.155604998822493,-3.230659243760194,-3.2214497642412345,-4.610805185933961,-4.663097341825722,-20.592674070988284,64,18
-25.5052503206888,-25.7989336667524,-25.51438779098154,-25.7895361638463,-3.128918258439129,-3.105925883299359,-9.533143164177112,-9.24793266719621,-25.02535772401704,1024,39
-8.323851062430634,-8.332100500910967,-8.336213145302697,-8.339701023615762,-3.1663037845051463,-3.1723604197200923,-4.122147565457999,-4.089972643026658,-8.133270003127503,161,65
-12.88544380473756,-13.045918463525004,-12.869128529987831,-13.029185639804563,-2.955839491777457,-3.018165950052347,-9.430368559034996,-8.60550159196879,-12.78357769706372,2580,18
-6.6865043577783885,-6.966246934517609,-6.726146055151692,-6.985550597899327,-3.138520798314061,-3.114660581093494,-3.78061125854604,-3.82294468742378,-6.658325098221713,64,62
-2.179680630425177,-2.472168074023022,-2.1655747218682584,-2.423132276074609,-2.768841351678001,-2.715824298097899,-4.833911396809103,-3.679948262982814,-2.738351790293114,16384,9
-2.0634175483998463,-2.100632956003314,-2.0624222366574343,-2.093833193762519,-2.5502426427770404,-2.360984632671581,-4.841352196709651,-3.9872498124372258,-2.7414605975872086,262144,71
-2.2360278786719245,-2.507999480955939,-2.2237503204262894,-2.463500617872038,-2.7720722865659155,-2.739906138799961,-4.754189897289831,-3.676913731017864,-2.7510039971594966,16384,29
-3.352636564326567,-3.608950569992385,-3.324795283488891,-3.562463724374405,-2.921825351538535,-2.876686285536253,-5.208704859503626,-4.137453961236677,-3.603149892250063,6501,30
-13.336052286371778,-13.506162130569264,-13.321543741816123,-13.489715986317483,-3.0028356358378856,-3.0213898022404058,-9.55533333955636,-8.827553210362305,-13.18593298156384,2580,57
-16.86867723504835,-16.908293346207294,-16.89510192125456,-16.932851397989094,-3.2174999168677627,-3.2167091116743136,-7.53279928661564,-7.375099563292091,-16.554315597386356,406,35
-15.379239239839375,-15.629160632119664,-15.37039199174126,-15.614723253938376,-3.012930929669112,-2.984828005220917,-9.517798977216952,-8.799799999901829,-15.252997699057325,2580,26
-2.2603726751658533,-2.551952186928043,-2.244404779196973,-2.492746328658117,-2.784567845363352,-2.7432381502423486,-4.796538765388052,-3.676406404263021,-2.7541012918372,16384,49
-2.0520497489740883,-2.091096254398344,-2.0510795014820697,-2.085271496900188,-2.542088865816448,-2.3414310869467574,-4.854539503632273,-3.988325904256574,-2.7407213450614663,262144,93
-2.066062084758941,-2.1550786338169123,-2.0629629364004725,-2.138159800299516,-2.598792205269469,-2.422763489363105,-4.875428049145079,-3.975011700272264,-2.7400491920328625,104031,55
-6.987654569212247,-7.218603045438529,-6.993468990587996,-7.20299560602542,-3.060047201239595,-3.202929585350601,-4.681069250643011,-4.541160886636004,-6.830139884462552,64,63
-14.425694636471135,-14.486334495807336,-14.466621402833988,-14.531680096415668,-3.122253443028665,-3.0683209723159264,-3.5441791966405805,-3.5225741372975143,-14.225997299529784,161,43
-2.071624200730129,-2.1589392754693573,-2.069009398036362,-2.1431066419428326,-2.618948927880288,-2.43624296719185,-4.8581035146707,-3.9730905747863385,-2.740928071192066,104031,70
-2.257488466356606,-2.533548875506477,-2.23726778863276,-2.47204025199512,-2.763117560355928,-2.741423852373974,-4.798766585510269,-3.696475451345696,-2.7523826359697456,16384,84
-3.695910372352936,-3.9576989421212048,-3.671058417515256,-3.903350079599453,-2.880760729788652,-2.8659680497427926,-5.3345260064959605,-4.270947506148478,-3.967483110406581,6501,70
-2.1128258731739216,-2.2909645334466795,-2.105082477961241,-2.2530733126663964,-2.6611554285359844,-2.5775282011947027,-4.884523731067263,-3.859916654716989,-2.7415588050291864,41285,5
-20.80534713664901,-20.9005282873062,-20.85966669376724,-20.95877072602657,-3.106586861083655,-3.074684380323568,-3.5484955171728645,-3.50687197204547,-20.450837496385688,64,57
-2.1082843997942486,-2.2730410827149434,-2.1034137173745444,-2.246427439337355,-2.668734083884943,-2.558665360241264,-4.842813212534622,-3.837875109832178,-2.7406067120860045,41285,98
-17.604218170451652,-17.739532804124174,-17.648234572517897,-17.77469056780484,-3.089498419763692,-3.1140976233443163,-7.197781871013564,-7.019603140759248,-17.292591092038393,406,93
-2.1169922919810458,-2.3012554463763317,-2.1103001940891795,-2.259472791067169,-2.7314176425420857,-2.579131974159772,-4.851673287956997,-3.828918146027669,-2.738070315360273,41285,13
-3.5845086037204394,-3.86805577397046,-3.559208967034228,-3.817972868358542,-2.909262489156521,-2.883266656374872,-5.196796290309781,-4.152476730418054,-3.8317129336663274,6501,21
-2.178543757310789,-2.336120755070485,-2.1724016467056217,-2.3014811362416063,-2.673337463642126,-2.625273890281547,-4.773460985434983,-3.828130814935076,-2.759037432594768,41285,50
-3.635067672655184,-3.616422422313565,-3.631723382199967,-3.6105505838684624,-3.0980980240117475,-3.132272061225339,-5.181027936661841,-5.042883657388914,-3.5321669590395026,64,14
-2.082959099319265,-2.1690114803256764,-2.080067607005675,-2.154877113709667,-2.594357834531324,-2.4483451336740223,-4.844494235345165,-3.951982934143028,-2.7423833361269314,104031,23
-3.4014653980885137,-3.670418638158385,-3.3620336468533765,-3.608532681854336,-2.926843147842897,-2.8872766027213874,-5.130086664226204,-4.028413231646902,-3.620294914808019,6501,55
-21.80346549067989,-21.98926055124444,-21.8078107726711,-21.980506400562923,-3.083632694586427,-3.145938944183942,-6.345187847504609,-6.187574639453848,-21.29265730436385,406,39
-2.060953536804983,-2.143409246432645,-2.0597809427711344,-2.1309468061279437,-2.619362651733724,-2.438681030164015,-4.868796934783669,-3.952995644318543,-2.7393768500892666,104031,92
-18.90709916323497,-19.07463125166717,-18.936408865311677,-19.08570970650312,-3.1150531252136293,-3.161476183346325,-7.018685613891095,-6.891589510086748,-18.52797392960279,406,9
-15.085180206814552,-15.378641432460489,-15.093662597640376,-15.365644215988551,-3.0375961118384733,-3.003028427352452,-9.717533107840564,-9.00763982834937,-14.99516553487712,2580,91
-2.232085938323361,-2.494884053744599,-2.218285144381216,-2.4508979397819712,-2.774093516047583,-2.7365994184355893,-4.805535103597737,-3.662871585174527,-2.748966447119029,16384,28
-3.6660787699742503,-3.601381598122776,-3.6484040856616216,-3.591678956590896,-3.163220456849613,-3.1922837006679625,-3.96748533897857,-3.8982856604800102,-3.520309214435574,64,95
-10.397610090803443,-10.539471608172182,-10.425358574017478,-10.561071746794694,-3.076754298979722,-3.035756964589849,-4.512315565691488,-4.440532516743232,-10.261433930197152,161,88
-2.044696036665115,-2.0836978520728064,-2.0436967410696574,-2.0784236399773017,-2.5349619871479523,-2.345045824945896,-4.866312553232549,-3.993020979232113,-2.7366660644492184,262144,29
-13.04667603249364,-13.245687746742636,-13.014360046294176,-13.21714710518366,-2.991432311831416,-3.0064879537327407,-9.284268888594132,-8.529246058239421,-12.904267133466458,2580,32
-22.45890536501108,-22.65434862501089,-22.49537804604548,-22.67420339648292,-3.086678015526411,-3.08085522643881,-6.780653884960977,-6.587651706442725,-22.09264703990899,406,94
-2.05479152005097,-2.1384584456764726,-2.0517814169962323,-2.121570142744724,-2.5672259895495126,-2.422962864452764,-4.893267050506046,-3.9593846654852896,-2.7350479274764163,104031,60
-14.40848633853642,-14.701738452845696,-14.39938166228684,-14.681244021004112,-2.988393285475907,-3.001533403753326,-9.17254284082694,-8.447359801728684,-14.31113649072523,2580,51
-3.42010855232425,-3.699431612456539,-3.387549955907911,-3.6396554561985663,-2.8728482975733813,-2.8931696491010563,-4.975495166038806,-3.880623054366508,-3.6445295640807696,6501,66
-2.0703553632291323,-2.157611096873478,-2.068492054578033,-2.142245005744776,-2.59190284698348,-2.446326876136666,-4.8562101431818965,-3.9435421303190936,-2.739056361528888,104031,28
-2.1347454528827154,-2.303409050960321,-2.1279056860191385,-2.262117726946272,-2.726252336018406,-2.5950888486449046,-4.874805427236291,-3.839055350594847,-2.743160061443114,41285,32
0.0,0.0,0.0,0.0,-3.178053830174425,-3.178053830159052,-3.178053830193953,-3.178053830193309,0.0,64,11
-6.853035566732184,-6.953358228906879,-6.861641381290803,-6.957043063091951,-3.1569727432506265,-3.2205262101239502,-4.522087015245776,-4.459397552026708,-6.729046247606312,161,85
