prop_ho_greater_std,prop_hol_greater_std,N,M,K1,K2,rep,model
0.36507936507936506,0.31746031746031744,1000,312,2,3,48,ho
0.46153846153846156,0.6153846153846154,1000,64,12,13,10,hol
0.41037735849056606,0.12331536388140162,1000,7419,10,11,22,ho
0.5384615384615384,0.5384615384615384,1000,64,10,11,11,hol
0.33114754098360655,0.39344262295081966,1000,1521,8,9,42,hol
0.22641509433962265,0.35983827493261455,1000,7419,6,7,17,hol
0.38461538461538464,0.46153846153846156,1000,64,4,5,15,hol
0.4296612755569118,0.1553249923710711,1000,16384,10,11,9,ho
0.19946091644204852,0.33490566037735847,1000,7419,12,13,5,hol
0.5172413793103449,0.4482758620689655,1000,141,6,7,41,ho
0.3948787061994609,0.34299191374663074,1000,7419,2,3,33,ho
0.42028985507246375,0.427536231884058,1000,689,2,3,37,hol
0.3492063492063492,0.4603174603174603,1000,312,8,9,35,hol
0.47177296307598415,0.1730241074153189,1000,16384,10,11,15,ho
0.36904761904761907,0.06696428571428571,1000,3360,10,11,30,ho
0.3793103448275862,0.41379310344827586,1000,141,4,5,8,ho
0.36755952380952384,0.1130952380952381,1000,3360,8,9,15,ho
0.18733153638814015,0.316711590296496,1000,7419,12,13,14,hol
0.30158730158730157,0.1746031746031746,1000,312,12,13,6,ho
0.7241379310344828,0.3793103448275862,1000,141,12,13,30,ho
0.32412398921832886,0.2587601078167116,1000,7419,4,5,36,ho
0.32951482479784366,0.39622641509433965,1000,7419,2,3,26,hol
0.375,0.09523809523809523,1000,3360,10,11,16,ho
0.2783018867924528,0.38746630727762804,1000,7419,4,5,0,hol
0.34568733153638814,0.3861185983827493,1000,7419,2,3,22,ho
0.3392857142857143,0.24107142857142858,1000,3360,4,5,41,ho
0.4126984126984127,0.20634920634920634,1000,312,6,7,17,ho
0.4131147540983607,0.36065573770491804,1000,1521,2,3,32,hol
0.3442622950819672,0.42295081967213116,1000,1521,2,3,37,ho
0.26785714285714285,0.3645833333333333,1000,3360,6,7,29,hol
0.38477088948787064,0.3497304582210243,1000,7419,2,3,20,ho
0.19926762282575528,0.3924321025328044,1000,16384,8,9,2,hol
0.32459016393442625,0.06229508196721312,1000,1521,12,13,9,ho
0.1959108941104669,0.37656393042416847,1000,16384,6,7,22,hol
0.10344827586206896,0.1724137931034483,1000,141,2,3,30,ho
0.4444444444444444,0.3492063492063492,1000,312,2,3,18,hol
0.3188405797101449,0.09420289855072464,1000,689,10,11,31,ho
0.3665768194070081,0.15768194070080863,1000,7419,8,9,48,ho
0.31536388140161725,0.4049865229110512,1000,7419,2,3,45,hol
0.44878706199460916,0.10714285714285714,1000,7419,12,13,1,ho
0.5517241379310345,0.3793103448275862,1000,141,10,11,2,ho
0.23076923076923078,0.3076923076923077,1000,64,4,5,10,ho
0.427536231884058,0.4782608695652174,1000,689,6,7,49,hol
0.42538907537381754,0.2920353982300885,1000,16384,4,5,9,ho
0.22612145254806226,0.3960939884040281,1000,16384,4,5,2,hol
0.31845238095238093,0.37202380952380953,1000,3360,4,5,10,hol
0.45652173913043476,0.42028985507246375,1000,689,6,7,24,hol
0.4126984126984127,0.3968253968253968,1000,312,2,3,1,hol
0.4420289855072464,0.4492753623188406,1000,689,6,7,7,hol
0.4603174603174603,0.4603174603174603,1000,312,10,11,37,hol
0.21086359475129693,0.3832773878547452,1000,16384,8,9,44,hol
0.23214285714285715,0.3482142857142857,1000,3360,10,11,6,hol
0.3333333333333333,0.31746031746031744,1000,312,2,3,11,hol
0.5384615384615384,0.6923076923076923,1000,64,12,13,17,hol
0.19713152273420811,0.3976197741837046,1000,16384,6,7,49,hol
0.21739130434782608,0.10869565217391304,1000,689,8,9,2,ho
0.29508196721311475,0.4,1000,1521,8,9,31,hol
0.38095238095238093,0.38095238095238093,1000,312,2,3,45,hol
0.47619047619047616,0.5396825396825397,1000,312,8,9,25,hol
0.23076923076923078,0.07692307692307693,1000,64,4,5,48,hol
0.3770491803278688,0.38688524590163936,1000,1521,6,7,2,hol
0.23517520215633422,0.36994609164420483,1000,7419,4,5,8,hol
0.2708333333333333,0.21875,1000,3360,4,5,15,ho
0.5384615384615384,0.46153846153846156,1000,64,12,13,48,hol
0.6923076923076923,0.5384615384615384,1000,64,12,13,2,ho
0.3844980164784864,0.24748245346353373,1000,16384,6,7,21,ho
0.38461538461538464,0.3076923076923077,1000,64,8,9,0,ho
0.4191374663072776,0.19743935309973046,1000,7419,6,7,29,ho
0.3333333333333333,0.2857142857142857,1000,312,2,3,47,hol
0.36507936507936506,0.23809523809523808,1000,312,10,11,13,ho
0.41379310344827586,0.20689655172413793,1000,141,8,9,20,ho
0.25,0.38095238095238093,1000,3360,12,13,12,hol
0.2398921832884097,0.35983827493261455,1000,7419,4,5,17,hol
0.3618598382749326,0.14420485175202155,1000,7419,8,9,29,ho
0.07692307692307693,0.07692307692307693,1000,64,2,3,44,hol
0.29017857142857145,0.12351190476190477,1000,3360,6,7,18,ho
0.42722001830942935,0.17638083613060726,1000,16384,10,11,0,ho
0.31994047619047616,0.15327380952380953,1000,3360,6,7,23,ho
0.10344827586206896,0.20689655172413793,1000,141,2,3,36,ho
0.2898550724637681,0.2463768115942029,1000,689,4,5,37,ho
0.41517857142857145,0.08035714285714286,1000,3360,10,11,24,ho
0.6551724137931034,0.5172413793103449,1000,141,10,11,34,ho
0.41304347826086957,0.4057971014492754,1000,689,2,3,8,hol
0.20754716981132076,0.3908355795148248,1000,7419,10,11,26,hol
0.28524590163934427,0.3377049180327869,1000,1521,8,9,38,hol
0.4046383887702167,0.30485199877937136,1000,16384,4,5,39,ho
0.5079365079365079,0.20634920634920634,1000,312,8,9,1,ho
0.4336283185840708,0.2014037229173024,1000,16384,8,9,3,ho
0.15384615384615385,0.15384615384615385,1000,64,2,3,21,hol
0.38207547169811323,0.13948787061994608,1000,7419,8,9,11,ho
0.3103448275862069,0.2413793103448276,1000,141,8,9,23,ho
0.6153846153846154,0.38461538461538464,1000,64,8,9,23,ho
0.5384615384615384,0.15384615384615385,1000,64,4,5,27,hol
0.8461538461538461,0.7692307692307693,1000,64,10,11,34,ho
0.3377049180327869,0.4,1000,1521,6,7,26,hol
0.3867924528301887,0.2028301886792453,1000,7419,6,7,43,ho
0.49206349206349204,0.1111111111111111,1000,312,12,13,2,ho
0.2961309523809524,0.21279761904761904,1000,3360,4,5,29,ho
0.41379310344827586,0.3793103448275862,1000,141,4,5,19,ho
0.23076923076923078,0.23076923076923078,1000,64,6,7,5,ho
0.34782608695652173,0.4927536231884058,1000,689,8,9,15,hol
0.27189502593835824,0.4113518462007934,1000,16384,2,3,22,hol
0.2857142857142857,0.20634920634920634,1000,312,8,9,7,ho
0.47101449275362317,0.41304347826086957,1000,689,4,5,18,hol
0.3834231805929919,0.16307277628032346,1000,7419,8,9,6,ho
0.3968253968253968,0.47619047619047616,1000,312,10,11,46,hol
0.3076923076923077,0.23076923076923078,1000,64,4,5,15,ho
0.2786885245901639,0.3737704918032787,1000,1521,10,11,1,hol
0.2413793103448276,0.1724137931034483,1000,141,2,3,17,ho
0.400976502898993,0.16539517851693622,1000,16384,10,11,45,ho
0.38461538461538464,0.38461538461538464,1000,64,4,5,12,ho
0.24851190476190477,0.3541666666666667,1000,3360,10,11,13,hol
0.38409703504043125,0.17452830188679244,1000,7419,6,7,27,ho
0.15384615384615385,0.07692307692307693,1000,64,2,3,27,hol
0.46153846153846156,0.23076923076923078,1000,64,6,7,4,hol
0.2096429661275557,0.3979249313396399,1000,16384,12,13,8,hol
0.15384615384615385,0.07692307692307693,1000,64,2,3,2,ho
0.38114128776319806,0.29417149832163564,1000,16384,4,5,40,ho
0.44491913335367717,0.20353982300884957,1000,16384,8,9,16,ho
0.22439353099730458,0.38207547169811323,1000,7419,6,7,46,hol
0.43515410436374735,0.12938663411657003,1000,16384,12,13,1,ho
0.24056603773584906,0.3584905660377358,1000,7419,8,9,47,hol
0.3288690476190476,0.22470238095238096,1000,3360,4,5,24,ho
0.4492753623188406,0.4855072463768116,1000,689,2,3,48,ho
0.4492753623188406,0.5144927536231884,1000,689,6,7,21,hol
0.3114754098360656,0.2,1000,1521,4,5,33,ho
0.4057971014492754,0.4782608695652174,1000,689,12,13,49,hol
0.6153846153846154,0.6153846153846154,1000,64,12,13,19,hol
0.23809523809523808,0.3020833333333333,1000,3360,8,9,41,hol
0.28852459016393445,0.09836065573770492,1000,1521,8,9,1,ho
0.27586206896551724,0.20689655172413793,1000,141,2,3,38,ho
0.3377049180327869,0.380327868852459,1000,1521,2,3,41,ho
0.20982142857142858,0.3244047619047619,1000,3360,8,9,38,hol
0.3793103448275862,0.3793103448275862,1000,141,4,5,13,hol
0.46153846153846156,0.38461538461538464,1000,64,10,11,9,ho
0.07692307692307693,0.15384615384615385,1000,64,4,5,13,hol
0.5172413793103449,0.3793103448275862,1000,141,4,5,9,hol
0.6551724137931034,0.4827586206896552,1000,141,6,7,6,ho
0.3492063492063492,0.3968253968253968,1000,312,4,5,37,hol
0.20353982300884957,0.3927372596887397,1000,16384,10,11,27,hol
0.43478260869565216,0.35507246376811596,1000,689,2,3,38,hol
0.25245901639344265,0.34098360655737703,1000,1521,12,13,26,hol
0.4927536231884058,0.5217391304347826,1000,689,4,5,35,hol
0.3333333333333333,0.3492063492063492,1000,312,2,3,20,ho
0.4927536231884058,0.43478260869565216,1000,689,2,3,16,hol
0.19957277998169057,0.3979249313396399,1000,16384,8,9,13,hol
0.23652291105121293,0.3921832884097035,1000,7419,4,5,31,hol
0.20323466585291425,0.38571864510222764,1000,16384,6,7,12,hol
0.34057971014492755,0.427536231884058,1000,689,2,3,17,ho
0.21765498652291104,0.36522911051212936,1000,7419,12,13,35,hol
0.29508196721311475,0.09508196721311475,1000,1521,8,9,13,ho
0.3344262295081967,0.3901639344262295,1000,1521,4,5,14,hol
0.4336283185840708,0.397009459871834,1000,16384,2,3,34,ho
0.40161725067385445,0.09164420485175202,1000,7419,12,13,18,ho
0.22641509433962265,0.34568733153638814,1000,7419,10,11,21,hol
0.21513579493439122,0.40402807445834604,1000,16384,12,13,10,hol
0.23247978436657682,0.3490566037735849,1000,7419,6,7,14,hol
0.22916666666666666,0.31547619047619047,1000,3360,10,11,31,hol
0.4721311475409836,0.4,1000,1521,2,3,42,hol
0.3188405797101449,0.043478260869565216,1000,689,12,13,16,ho
0.3793103448275862,0.4482758620689655,1000,141,6,7,42,hol
0.3591644204851752,0.1192722371967655,1000,7419,10,11,1,ho
0.41304347826086957,0.11594202898550725,1000,689,10,11,12,ho
0.36507936507936506,0.2857142857142857,1000,312,6,7,11,ho
0.2753623188405797,0.13043478260869565,1000,689,6,7,12,ho
0.40327380952380953,0.08928571428571429,1000,3360,12,13,29,ho
0.3793103448275862,0.2413793103448276,1000,141,8,9,46,ho
0.23076923076923078,0.23076923076923078,1000,64,4,5,42,hol
0.21428571428571427,0.3867924528301887,1000,7419,12,13,28,hol
0.3076923076923077,0.15384615384615385,1000,64,4,5,10,hol
0.49206349206349204,0.6190476190476191,1000,312,10,11,35,hol
0.42028985507246375,0.4420289855072464,1000,689,6,7,27,hol
0.419811320754717,0.1105121293800539,1000,7419,12,13,43,ho
0.25,0.3632075471698113,1000,7419,4,5,20,hol
0.19957277998169057,0.39426304546841623,1000,16384,6,7,19,hol
0.40327868852459015,0.4163934426229508,1000,1521,2,3,25,ho
0.20634920634920634,0.20634920634920634,1000,312,2,3,25,hol
0.21726190476190477,0.3318452380952381,1000,3360,8,9,0,hol
0.4482758620689655,0.3103448275862069,1000,141,10,11,11,ho
0.3076923076923077,0.6153846153846154,1000,64,8,9,31,hol
0.35507246376811596,0.42028985507246375,1000,689,4,5,44,hol
0.22767857142857142,0.3318452380952381,1000,3360,10,11,28,hol
0.3076923076923077,0.5384615384615384,1000,64,8,9,7,hol
0.20619946091644206,0.38207547169811323,1000,7419,8,9,3,hol
0.3448275862068966,0.10344827586206896,1000,141,2,3,11,ho
0.4827586206896552,0.4827586206896552,1000,141,8,9,16,hol
0.0,0.15384615384615385,1000,64,2,3,25,ho
0.3793103448275862,0.41379310344827586,1000,141,6,7,25,hol
0.3076923076923077,0.3076923076923077,1000,64,6,7,23,ho
0.2082210242587601,0.3793800539083558,1000,7419,10,11,20,hol
0.19940476190476192,0.3169642857142857,1000,3360,12,13,39,hol
0.3076923076923077,0.46153846153846156,1000,64,6,7,48,ho
0.5,0.4057971014492754,1000,689,2,3,25,hol
0.41379310344827586,0.6206896551724138,1000,141,10,11,48,hol
0.3793103448275862,0.41379310344827586,1000,141,4,5,23,ho
0.37681159420289856,0.16666666666666666,1000,689,8,9,49,ho
0.2183288409703504,0.36253369272237196,1000,7419,8,9,42,hol
0.6923076923076923,0.6923076923076923,1000,64,8,9,10,hol
0.4065573770491803,0.05573770491803279,1000,1521,12,13,44,ho
0.29017857142857145,0.21279761904761904,1000,3360,4,5,37,ho
0.4252021563342318,0.1078167115902965,1000,7419,12,13,5,ho
0.2786885245901639,0.33114754098360655,1000,1521,12,13,10,hol
0.31746031746031744,0.31746031746031744,1000,312,4,5,20,ho
0.5172413793103449,0.5517241379310345,1000,141,8,9,32,hol
0.4444444444444444,0.5555555555555556,1000,312,6,7,8,hol
0.3333333333333333,0.30158730158730157,1000,312,2,3,23,ho
0.27586206896551724,0.41379310344827586,1000,141,10,11,12,hol
0.42857142857142855,0.11590296495956873,1000,7419,10,11,20,ho
0.20323466585291425,0.3933475740006103,1000,16384,12,13,45,hol
0.2898550724637681,0.11594202898550725,1000,689,8,9,30,ho
0.22172619047619047,0.31398809523809523,1000,3360,12,13,3,hol
0.3793103448275862,0.3103448275862069,1000,141,10,11,16,ho
0.37681159420289856,0.09420289855072464,1000,689,10,11,32,ho
0.22506738544474394,0.3551212938005391,1000,7419,8,9,10,hol
0.3377049180327869,0.35737704918032787,1000,1521,4,5,19,hol
0.5172413793103449,0.4482758620689655,1000,141,8,9,34,ho
0.3753369272237197,0.23921832884097036,1000,7419,4,5,25,ho
0.2463768115942029,0.15942028985507245,1000,689,8,9,13,ho
0.3492063492063492,0.12698412698412698,1000,312,12,13,48,ho
0.20089285714285715,0.31547619047619047,1000,3360,12,13,48,hol
0.22035040431266847,0.37264150943396224,1000,7419,6,7,22,hol
0.15384615384615385,0.07692307692307693,1000,64,4,5,32,hol
0.3601190476190476,0.13541666666666666,1000,3360,8,9,20,ho
0.41379310344827586,0.4827586206896552,1000,141,12,13,0,hol
0.24258760107816713,0.37264150943396224,1000,7419,4,5,11,hol
0.3695652173913043,0.41304347826086957,1000,689,4,5,20,hol
0.47619047619047616,0.5079365079365079,1000,312,6,7,29,hol
0.38461538461538464,0.15384615384615385,1000,64,8,9,32,ho
0.38095238095238093,0.050595238095238096,1000,3360,12,13,20,ho
0.25297619047619047,0.3244047619047619,1000,3360,6,7,31,hol
0.3076923076923077,0.23076923076923078,1000,64,8,9,6,hol
0.4420289855072464,0.42028985507246375,1000,689,4,5,46,hol
0.23315363881401618,0.34299191374663074,1000,7419,10,11,40,hol
0.5172413793103449,0.4827586206896552,1000,141,6,7,1,ho
0.6153846153846154,0.6153846153846154,1000,64,10,11,6,ho
0.33962264150943394,0.38005390835579517,1000,7419,2,3,0,hol
0.42857142857142855,0.3968253968253968,1000,312,2,3,13,hol
0.4444444444444444,0.20634920634920634,1000,312,10,11,25,ho
0.35507246376811596,0.37681159420289856,1000,689,10,11,35,hol
0.3288409703504043,0.2473045822102426,1000,7419,4,5,29,ho
0.4057971014492754,0.45652173913043476,1000,689,4,5,28,hol
0.38392857142857145,0.08779761904761904,1000,3360,12,13,32,ho
0.6153846153846154,0.38461538461538464,1000,64,12,13,37,ho
0.4126984126984127,0.38095238095238093,1000,312,4,5,47,ho
0.4603174603174603,0.15873015873015872,1000,312,10,11,34,ho
0.25744047619047616,0.3705357142857143,1000,3360,6,7,37,hol
0.23076923076923078,0.38461538461538464,1000,64,2,3,12,hol
0.4305767470247177,0.26640219713152274,1000,16384,6,7,37,ho
0.23076923076923078,0.23076923076923078,1000,64,6,7,1,ho
0.32608695652173914,0.1956521739130435,1000,689,6,7,48,ho
0.5384615384615384,0.3076923076923077,1000,64,6,7,19,hol
0.23247978436657682,0.36725067385444743,1000,7419,8,9,49,hol
0.4126984126984127,0.5079365079365079,1000,312,8,9,13,hol
0.3540983606557377,0.4163934426229508,1000,1521,4,5,49,hol
0.2931547619047619,0.3705357142857143,1000,3360,4,5,28,hol
0.39855072463768115,0.37681159420289856,1000,689,2,3,43,ho
0.23315363881401618,0.38477088948787064,1000,7419,10,11,49,hol
0.46153846153846156,0.6153846153846154,1000,64,12,13,42,hol
0.07692307692307693,0.07692307692307693,1000,64,2,3,22,hol
0.22304582210242588,0.37129380053908356,1000,7419,12,13,7,hol
0.3541666666666667,0.34077380952380953,1000,3360,2,3,25,ho
0.5517241379310345,0.41379310344827586,1000,141,8,9,36,ho
0.35507246376811596,0.41304347826086957,1000,689,12,13,14,hol
0.22642660970399756,0.4067744888617638,1000,16384,4,5,45,hol
0.2898550724637681,0.3695652173913043,1000,689,6,7,41,hol
0.4482758620689655,0.2413793103448276,1000,141,10,11,46,ho
0.19346963686298443,0.38877021666158074,1000,16384,10,11,13,hol
0.26811594202898553,0.1956521739130435,1000,689,6,7,14,ho
0.3076923076923077,0.46153846153846156,1000,64,12,13,3,hol
0.3173854447439353,0.40431266846361186,1000,7419,2,3,5,hol
0.3076923076923077,0.3076923076923077,1000,64,6,7,49,ho
0.3705357142857143,0.1056547619047619,1000,3360,8,9,31,ho
0.38602380225816296,0.1461702776930119,1000,16384,12,13,15,ho
0.41379310344827586,0.3793103448275862,1000,141,4,5,22,hol
0.42813548977723526,0.14250839182178823,1000,16384,12,13,42,ho
0.3719676549865229,0.22304582210242588,1000,7419,6,7,9,ho
0.4827586206896552,0.41379310344827586,1000,141,8,9,11,hol
0.4126984126984127,0.4444444444444444,1000,312,12,13,25,hol
0.41379310344827586,0.20689655172413793,1000,141,6,7,21,ho
0.5384615384615384,0.6923076923076923,1000,64,12,13,7,hol
0.427536231884058,0.42028985507246375,1000,689,6,7,17,hol
0.23214285714285715,0.3288690476190476,1000,3360,6,7,45,hol
0.36721311475409835,0.39344262295081966,1000,1521,8,9,28,hol
0.43154761904761907,0.07589285714285714,1000,3360,10,11,39,ho
0.23076923076923078,0.15384615384615385,1000,64,2,3,26,ho
0.22035040431266847,0.35377358490566035,1000,7419,8,9,24,hol
0.4382056759231004,0.2230698809887092,1000,16384,8,9,9,ho
0.4363747329874886,0.1605126640219713,1000,16384,10,11,37,ho
0.3475409836065574,0.05573770491803279,1000,1521,10,11,41,ho
0.3912114739090632,0.38388770216661583,1000,16384,2,3,45,ho
0.25663716814159293,0.4101312175770522,1000,16384,2,3,19,hol
0.15384615384615385,0.0,1000,64,2,3,13,hol
0.3333333333333333,0.39855072463768115,1000,689,8,9,43,hol
0.19791666666666666,0.31101190476190477,1000,3360,12,13,38,hol
0.43606957583155326,0.17180347879157767,1000,16384,10,11,29,ho
0.20933780897162038,0.3814464449191334,1000,16384,4,5,0,hol
0.36607142857142855,0.31547619047619047,1000,3360,2,3,17,ho
0.4603174603174603,0.38095238095238093,1000,312,2,3,17,hol
0.23787061994609165,0.37735849056603776,1000,7419,6,7,11,hol
0.36607142857142855,0.05654761904761905,1000,3360,12,13,40,ho
0.4827586206896552,0.27586206896551724,1000,141,10,11,32,ho
0.6153846153846154,0.38461538461538464,1000,64,8,9,12,hol
0.13793103448275862,0.2413793103448276,1000,141,2,3,21,ho
0.07692307692307693,0.07692307692307693,1000,64,2,3,23,hol
0.4603174603174603,0.30158730158730157,1000,312,6,7,37,ho
0.29508196721311475,0.2262295081967213,1000,1521,4,5,49,ho
0.28273809523809523,0.36607142857142855,1000,3360,4,5,35,hol
0.0,0.15384615384615385,1000,64,2,3,45,ho
0.4827586206896552,0.5172413793103449,1000,141,8,9,8,hol
0.20689655172413793,0.3448275862068966,1000,141,6,7,9,hol
0.41379310344827586,0.5172413793103449,1000,141,6,7,28,hol
0.43478260869565216,0.43478260869565216,1000,689,4,5,32,hol
0.2413793103448276,0.41379310344827586,1000,141,8,9,41,hol
0.28852459016393445,0.2721311475409836,1000,1521,4,5,0,ho
0.27232142857142855,0.19047619047619047,1000,3360,4,5,25,ho
0.2608695652173913,0.3188405797101449,1000,689,10,11,40,hol
0.38405797101449274,0.41304347826086957,1000,689,8,9,46,hol
0.5172413793103449,0.4827586206896552,1000,141,12,13,28,hol
0.2553908355795148,0.3706199460916442,1000,7419,4,5,47,hol
0.2753623188405797,0.18840579710144928,1000,689,4,5,5,ho
0.3695652173913043,0.13768115942028986,1000,689,8,9,43,ho
0.47619047619047616,0.49206349206349204,1000,312,6,7,10,hol
0.41257247482453463,0.1541043637473299,1000,16384,10,11,25,ho
0.30158730158730157,0.3968253968253968,1000,312,4,5,24,ho
0.3492063492063492,0.09523809523809523,1000,312,10,11,27,ho
0.454684162343607,0.17149832163564235,1000,16384,10,11,6,ho
0.3695652173913043,0.12318840579710146,1000,689,8,9,10,ho
0.36160714285714285,0.37351190476190477,1000,3360,2,3,5,hol
0.2322245956667684,0.43210253280439426,1000,16384,4,5,35,hol
0.3423180592991914,0.37668463611859837,1000,7419,2,3,13,ho
0.49206349206349204,0.19047619047619047,1000,312,10,11,7,ho
0.6551724137931034,0.4482758620689655,1000,141,10,11,30,ho
0.38392857142857145,0.07291666666666667,1000,3360,12,13,0,ho
