prop_ho_greater_std,prop_hol_greater_std,N,M,K1,K2,rep,model
0.07692307692307693,0.07692307692307693,1000,64,2,3,24,ho
0.3333333333333333,0.15873015873015872,1000,312,8,9,18,ho
0.27827380952380953,0.3392857142857143,1000,3360,6,7,17,hol
0.25,0.3601190476190476,1000,3360,8,9,24,hol
0.41379310344827586,0.5172413793103449,1000,141,12,13,30,hol
0.28869047619047616,0.38095238095238093,1000,3360,4,5,43,hol
0.22574123989218328,0.3477088948787062,1000,7419,8,9,48,hol
0.18867924528301888,0.3591644204851752,1000,7419,12,13,38,hol
0.0,0.07692307692307693,1000,64,2,3,18,hol
0.6206896551724138,0.6551724137931034,1000,141,12,13,47,hol
0.46153846153846156,0.38461538461538464,1000,64,12,13,9,hol
0.38461538461538464,0.46153846153846156,1000,64,6,7,29,ho
0.23076923076923078,0.23076923076923078,1000,64,2,3,29,ho
0.15384615384615385,0.38461538461538464,1000,64,6,7,9,hol
0.23076923076923078,0.23076923076923078,1000,64,8,9,42,hol
0.32131147540983607,0.40327868852459015,1000,1521,8,9,35,hol
0.3016393442622951,0.07213114754098361,1000,1521,8,9,27,ho
0.21025328043942632,0.3912114739090632,1000,16384,8,9,28,hol
0.2236801953005798,0.38693927372596887,1000,16384,4,5,25,hol
0.07692307692307693,0.15384615384615385,1000,64,4,5,23,ho
0.3442622950819672,0.3704918032786885,1000,1521,2,3,9,ho
0.3943452380952381,0.3645833333333333,1000,3360,2,3,6,hol
0.36721311475409835,0.3901639344262295,1000,1521,2,3,34,ho
0.39880952380952384,0.08035714285714286,1000,3360,10,11,3,ho
0.4420289855072464,0.42028985507246375,1000,689,4,5,22,hol
0.3695652173913043,0.4420289855072464,1000,689,6,7,19,hol
0.40922619047619047,0.0625,1000,3360,12,13,4,ho
0.2753623188405797,0.32608695652173914,1000,689,10,11,15,hol
0.32786885245901637,0.34098360655737703,1000,1521,2,3,10,ho
0.23558132438205676,0.41653951785169363,1000,16384,4,5,6,hol
0.5517241379310345,0.4482758620689655,1000,141,6,7,3,ho
0.38461538461538464,0.23076923076923078,1000,64,2,3,32,hol
0.4244736039060116,0.23558132438205676,1000,16384,6,7,13,ho
0.3448275862068966,0.5517241379310345,1000,141,12,13,21,hol
0.2095687331536388,0.4002695417789757,1000,7419,8,9,30,hol
0.35507246376811596,0.09420289855072464,1000,689,10,11,13,ho
0.4126984126984127,0.19047619047619047,1000,312,10,11,21,ho
0.4491803278688525,0.419672131147541,1000,1521,2,3,43,hol
0.49508196721311476,0.419672131147541,1000,1521,2,3,30,hol
0.3783948733597803,0.28379615501983524,1000,16384,4,5,12,ho
0.38461538461538464,0.15384615384615385,1000,64,10,11,45,ho
0.31475409836065577,0.05245901639344262,1000,1521,10,11,10,ho
0.4827586206896552,0.3793103448275862,1000,141,8,9,22,ho
0.3841928593225511,0.22886786695148,1000,16384,6,7,41,ho
0.7692307692307693,0.5384615384615384,1000,64,10,11,20,ho
0.3606957583155325,0.3912114739090632,1000,16384,2,3,3,ho
0.2262295081967213,0.3180327868852459,1000,1521,10,11,8,hol
0.07692307692307693,0.07692307692307693,1000,64,2,3,0,ho
0.25067385444743934,0.3638814016172507,1000,7419,4,5,21,hol
0.37351190476190477,0.0818452380952381,1000,3360,10,11,44,ho
0.3188405797101449,0.057971014492753624,1000,689,8,9,0,ho
0.4009433962264151,0.1597035040431267,1000,7419,8,9,32,ho
0.3448275862068966,0.3103448275862069,1000,141,4,5,20,hol
0.4482758620689655,0.5172413793103449,1000,141,4,5,15,ho
0.32608695652173914,0.15942028985507245,1000,689,6,7,9,ho
0.427536231884058,0.4782608695652174,1000,689,10,11,17,hol
0.3081967213114754,0.39344262295081966,1000,1521,4,5,1,hol
0.3968253968253968,0.47619047619047616,1000,312,8,9,48,hol
0.46153846153846156,0.46153846153846156,1000,64,6,7,46,ho
0.4420485175202156,0.10309973045822103,1000,7419,12,13,0,ho
0.27586206896551724,0.20689655172413793,1000,141,4,5,33,ho
0.36507936507936506,0.19047619047619047,1000,312,8,9,8,ho
0.47619047619047616,0.15873015873015872,1000,312,12,13,45,ho
0.48794629234055537,0.14311870613365885,1000,16384,12,13,41,ho
0.34226190476190477,0.09375,1000,3360,8,9,7,ho
0.34098360655737703,0.34098360655737703,1000,1521,4,5,11,hol
0.20689655172413793,0.13793103448275862,1000,141,2,3,0,hol
0.3968253968253968,0.4126984126984127,1000,312,10,11,20,hol
0.06896551724137931,0.20689655172413793,1000,141,2,3,10,ho
0.07692307692307693,0.0,1000,64,2,3,40,ho
0.3770491803278688,0.45901639344262296,1000,1521,4,5,0,hol
0.32608695652173914,0.18115942028985507,1000,689,6,7,11,ho
0.3188405797101449,0.37681159420289856,1000,689,8,9,34,hol
0.4189807750991761,0.14952700640830027,1000,16384,12,13,30,ho
0.4444444444444444,0.36507936507936506,1000,312,6,7,43,ho
0.45804089105889534,0.16142813548977725,1000,16384,12,13,12,ho
0.5384615384615384,0.5384615384615384,1000,64,10,11,36,hol
0.45652173913043476,0.34782608695652173,1000,689,2,3,39,hol
0.24393530997304583,0.4036388140161725,1000,7419,6,7,2,hol
0.4827586206896552,0.4827586206896552,1000,141,6,7,10,hol
0.3492063492063492,0.25396825396825395,1000,312,6,7,5,ho
0.30491803278688523,0.4131147540983607,1000,1521,8,9,12,hol
0.3901639344262295,0.3737704918032787,1000,1521,2,3,0,ho
0.32681940700808626,0.3861185983827493,1000,7419,2,3,25,hol
0.25595238095238093,0.36755952380952384,1000,3360,8,9,15,hol
0.15384615384615385,0.23076923076923078,1000,64,2,3,41,ho
0.42028985507246375,0.4492753623188406,1000,689,8,9,2,hol
0.2413793103448276,0.5517241379310345,1000,141,8,9,2,hol
0.35507246376811596,0.4492753623188406,1000,689,10,11,23,hol
0.07692307692307693,0.07692307692307693,1000,64,4,5,38,ho
0.23787061994609165,0.39824797843665766,1000,7419,6,7,9,hol
0.33872444308819044,0.29813854134879464,1000,16384,4,5,15,ho
0.3081967213114754,0.42950819672131146,1000,1521,10,11,22,hol
0.4262295081967213,0.40327868852459015,1000,1521,2,3,10,hol
0.6153846153846154,0.7692307692307693,1000,64,4,5,36,hol
0.41304347826086957,0.4782608695652174,1000,689,10,11,37,hol
0.4603174603174603,0.2698412698412698,1000,312,10,11,22,ho
0.427536231884058,0.37681159420289856,1000,689,2,3,41,hol
0.2223719676549865,0.3780323450134771,1000,7419,8,9,16,hol
0.19316447970704914,0.3957888312480928,1000,16384,8,9,33,hol
0.3586309523809524,0.09226190476190477,1000,3360,10,11,15,ho
0.2819672131147541,0.3704918032786885,1000,1521,12,13,6,hol
0.33557951482479786,0.24932614555256064,1000,7419,4,5,1,ho
0.34057971014492755,0.17391304347826086,1000,689,6,7,40,ho
0.34057971014492755,0.2391304347826087,1000,689,4,5,43,ho
0.4482758620689655,0.3448275862068966,1000,141,8,9,17,ho
0.39855072463768115,0.463768115942029,1000,689,10,11,3,hol
0.3586309523809524,0.12946428571428573,1000,3360,8,9,11,ho
0.39672131147540984,0.04262295081967213,1000,1521,12,13,27,ho
0.07692307692307693,0.23076923076923078,1000,64,2,3,9,ho
0.30434782608695654,0.4057971014492754,1000,689,12,13,27,hol
0.1962160512664022,0.4116570033567287,1000,16384,12,13,28,hol
0.38461538461538464,0.3076923076923077,1000,64,6,7,6,ho
0.0,0.0,1000,64,2,3,45,hol
0.31994047619047616,0.13839285714285715,1000,3360,6,7,41,ho
0.3475409836065574,0.39344262295081966,1000,1521,4,5,44,hol
0.3333333333333333,0.42028985507246375,1000,689,2,3,11,ho
0.19743935309973046,0.3376010781671159,1000,7419,10,11,9,hol
0.6206896551724138,0.27586206896551724,1000,141,12,13,8,ho
0.2698412698412698,0.4603174603174603,1000,312,10,11,18,hol
0.2148306377784559,0.39823008849557523,1000,16384,8,9,14,hol
0.47619047619047616,0.36507936507936506,1000,312,6,7,35,ho
0.33035714285714285,0.4270833333333333,1000,3360,4,5,20,hol
0.30491803278688523,0.3475409836065574,1000,1521,2,3,35,ho
0.6923076923076923,0.38461538461538464,1000,64,4,5,37,hol
0.5172413793103449,0.3103448275862069,1000,141,10,11,15,ho
0.33114754098360655,0.3540983606557377,1000,1521,4,5,39,hol
0.27586206896551724,0.3448275862068966,1000,141,2,3,21,hol
0.42857142857142855,0.6031746031746031,1000,312,12,13,29,hol
0.42028985507246375,0.12318840579710146,1000,689,8,9,11,ho
0.4296612755569118,0.29417149832163564,1000,16384,4,5,28,ho
0.3793103448275862,0.3448275862068966,1000,141,4,5,5,ho
0.31746031746031744,0.2857142857142857,1000,312,6,7,16,ho
0.47619047619047616,0.47619047619047616,1000,312,6,7,46,hol
0.3793103448275862,0.20689655172413793,1000,141,4,5,20,ho
0.4278303326213,0.19835215135794934,1000,16384,8,9,30,ho
0.3115942028985507,0.06521739130434782,1000,689,12,13,46,ho
0.24107142857142858,0.38244047619047616,1000,3360,10,11,3,hol
0.4327128471162649,0.21696673787000306,1000,16384,8,9,0,ho
0.3076923076923077,0.23076923076923078,1000,64,8,9,6,ho
0.3611859838274933,0.26752021563342315,1000,7419,4,5,16,ho
0.22574123989218328,0.33153638814016173,1000,7419,8,9,36,hol
0.36832468721391515,0.324382056759231,1000,16384,4,5,8,ho
0.6153846153846154,0.6153846153846154,1000,64,8,9,45,ho
0.29180327868852457,0.39672131147540984,1000,1521,8,9,45,hol
0.3793103448275862,0.1724137931034483,1000,141,2,3,14,ho
0.2413793103448276,0.27586206896551724,1000,141,2,3,27,hol
0.41379310344827586,0.2889838266707354,1000,16384,4,5,22,ho
0.3564690026954178,0.21293800539083557,1000,7419,6,7,40,ho
0.32786885245901637,0.3770491803278688,1000,1521,6,7,16,hol
0.27586206896551724,0.2413793103448276,1000,141,2,3,28,hol
0.3869047619047619,0.09523809523809523,1000,3360,10,11,48,ho
0.2425595238095238,0.33630952380952384,1000,3360,6,7,0,hol
0.41379310344827586,0.4827586206896552,1000,141,10,11,9,hol
0.4126984126984127,0.3333333333333333,1000,312,2,3,19,hol
0.31746031746031744,0.42857142857142855,1000,312,4,5,6,hol
0.22916666666666666,0.36160714285714285,1000,3360,12,13,8,hol
0.34077380952380953,0.19196428571428573,1000,3360,4,5,2,ho
0.31475409836065577,0.3639344262295082,1000,1521,2,3,26,ho
0.43478260869565216,0.38405797101449274,1000,689,2,3,48,hol
0.3180327868852459,0.07213114754098361,1000,1521,10,11,48,ho
0.07692307692307693,0.07692307692307693,1000,64,2,3,16,hol
0.22916666666666666,0.34672619047619047,1000,3360,8,9,33,hol
0.47619047619047616,0.3492063492063492,1000,312,6,7,49,ho
0.32459016393442625,0.12131147540983607,1000,1521,8,9,32,ho
0.4918032786885246,0.42950819672131146,1000,1521,2,3,45,hol
0.3645833333333333,0.1130952380952381,1000,3360,8,9,32,ho
0.39824797843665766,0.19002695417789758,1000,7419,6,7,6,ho
0.3180327868852459,0.13442622950819672,1000,1521,6,7,24,ho
0.31746031746031744,0.3333333333333333,1000,312,4,5,30,ho
0.375,0.11011904761904762,1000,3360,8,9,5,ho
0.3475409836065574,0.05245901639344262,1000,1521,12,13,29,ho
0.427536231884058,0.18840579710144928,1000,689,8,9,45,ho
0.2413793103448276,0.27586206896551724,1000,141,4,5,37,hol
0.4603174603174603,0.49206349206349204,1000,312,10,11,16,hol
0.3076923076923077,0.38461538461538464,1000,64,12,13,2,hol
0.43154761904761907,0.07291666666666667,1000,3360,12,13,16,ho
0.4482758620689655,0.5517241379310345,1000,141,6,7,17,hol
0.22490082392432104,0.39060115959719255,1000,16384,4,5,8,hol
0.3448275862068966,0.5172413793103449,1000,141,10,11,37,hol
0.21666158071406774,0.3777845590479097,1000,16384,12,13,46,hol
0.43606957583155326,0.16356423558132438,1000,16384,12,13,44,ho
0.4444444444444444,0.5238095238095238,1000,312,8,9,37,hol
0.40431266846361186,0.12331536388140162,1000,7419,10,11,32,ho
0.6153846153846154,0.15384615384615385,1000,64,4,5,43,ho
0.6666666666666666,0.6984126984126984,1000,312,12,13,30,hol
0.30434782608695654,0.34057971014492755,1000,689,2,3,4,ho
0.5172413793103449,0.3448275862068966,1000,141,8,9,12,ho
0.3695652173913043,0.09420289855072464,1000,689,10,11,6,ho
0.32459016393442625,0.39344262295081966,1000,1521,6,7,28,hol
0.20689655172413793,0.2413793103448276,1000,141,2,3,15,ho
0.41379310344827586,0.4827586206896552,1000,141,4,5,35,hol
0.2708333333333333,0.34672619047619047,1000,3360,8,9,42,hol
0.28524590163934427,0.39344262295081966,1000,1521,12,13,28,hol
0.4420289855072464,0.5144927536231884,1000,689,4,5,5,hol
0.3492063492063492,0.5238095238095238,1000,312,12,13,6,hol
0.38095238095238093,0.5079365079365079,1000,312,8,9,14,hol
0.4492753623188406,0.37681159420289856,1000,689,2,3,18,hol
0.15384615384615385,0.15384615384615385,1000,64,4,5,34,ho
0.40128166005492827,0.20353982300884957,1000,16384,8,9,31,ho
0.2413793103448276,0.20689655172413793,1000,141,2,3,39,hol
0.32608695652173914,0.057971014492753624,1000,689,10,11,26,ho
0.5384615384615384,0.38461538461538464,1000,64,8,9,4,ho
0.380327868852459,0.3770491803278688,1000,1521,2,3,19,hol
0.20013477088948786,0.36253369272237196,1000,7419,6,7,18,hol
0.37681159420289856,0.3188405797101449,1000,689,2,3,29,hol
0.35507246376811596,0.39855072463768115,1000,689,4,5,12,hol
0.23076923076923078,0.07692307692307693,1000,64,2,3,6,ho
0.47619047619047616,0.4444444444444444,1000,312,10,11,28,hol
0.32608695652173914,0.38405797101449274,1000,689,12,13,3,hol
0.36507936507936506,0.20634920634920634,1000,312,10,11,35,ho
0.5862068965517241,0.2413793103448276,1000,141,12,13,10,ho
0.3705357142857143,0.34523809523809523,1000,3360,2,3,14,hol
0.427536231884058,0.5,1000,689,6,7,4,hol
0.24107142857142858,0.3854166666666667,1000,3360,6,7,10,hol
0.36507936507936506,0.36507936507936506,1000,312,2,3,24,ho
0.3704918032786885,0.38688524590163936,1000,1521,4,5,21,hol
0.22950819672131148,0.10491803278688525,1000,1521,6,7,38,ho
0.33114754098360655,0.06885245901639345,1000,1521,10,11,33,ho
0.3261455525606469,0.3632075471698113,1000,7419,2,3,41,hol
0.38095238095238093,0.20634920634920634,1000,312,8,9,10,ho
0.3492063492063492,0.19047619047619047,1000,312,8,9,28,ho
0.391304347826087,0.43478260869565216,1000,689,8,9,45,hol
0.25,0.3482142857142857,1000,3360,8,9,46,hol
0.5517241379310345,0.3448275862068966,1000,141,12,13,31,ho
0.35107816711590295,0.3719676549865229,1000,7419,2,3,42,ho
0.3180327868852459,0.4098360655737705,1000,1521,10,11,9,hol
0.330188679245283,0.18800539083557952,1000,7419,6,7,31,ho
0.46153846153846156,0.5384615384615384,1000,64,12,13,24,hol
0.31475409836065577,0.3901639344262295,1000,1521,2,3,48,ho
0.2976190476190476,0.21279761904761904,1000,3360,4,5,49,ho
0.2898550724637681,0.14492753623188406,1000,689,6,7,10,ho
0.5172413793103449,0.3103448275862069,1000,141,10,11,0,ho
0.4164420485175202,0.11859838274932614,1000,7419,10,11,16,ho
0.42857142857142855,0.2222222222222222,1000,312,10,11,4,ho
0.5384615384615384,0.38461538461538464,1000,64,8,9,38,ho
0.2604166666666667,0.38244047619047616,1000,3360,6,7,4,hol
0.3793103448275862,0.4482758620689655,1000,141,8,9,39,hol
0.3793103448275862,0.4827586206896552,1000,141,4,5,6,hol
0.25901639344262295,0.20327868852459016,1000,1521,4,5,38,ho
0.3448275862068966,0.27586206896551724,1000,141,2,3,45,ho
0.3504043126684636,0.2587601078167116,1000,7419,4,5,14,ho
0.4,0.3836065573770492,1000,1521,2,3,8,ho
0.5384615384615384,0.46153846153846156,1000,64,12,13,23,ho
0.35507246376811596,0.391304347826087,1000,689,8,9,28,hol
0.30434782608695654,0.15217391304347827,1000,689,6,7,26,ho
0.4153188892279524,0.32590784253890753,1000,16384,4,5,46,ho
0.39914555996338114,0.29508696978944154,1000,16384,4,5,30,ho
0.3584905660377358,0.14892183288409702,1000,7419,8,9,49,ho
0.44345238095238093,0.05803571428571429,1000,3360,12,13,28,ho
0.3333333333333333,0.2463768115942029,1000,689,4,5,33,ho
0.38461538461538464,0.38461538461538464,1000,64,8,9,20,ho
0.38461538461538464,0.23076923076923078,1000,64,4,5,31,hol
0.5517241379310345,0.4482758620689655,1000,141,6,7,44,hol
0.37648809523809523,0.14136904761904762,1000,3360,8,9,48,ho
0.23113207547169812,0.33153638814016173,1000,7419,4,5,46,hol
0.2754098360655738,0.1180327868852459,1000,1521,6,7,48,ho
0.37681159420289856,0.41304347826086957,1000,689,12,13,30,hol
0.3606957583155325,0.19316447970704914,1000,16384,8,9,14,ho
0.6923076923076923,0.6153846153846154,1000,64,10,11,29,ho
0.15384615384615385,0.6153846153846154,1000,64,10,11,0,hol
0.2187976808056149,0.3973146170277693,1000,16384,6,7,46,hol
0.2604166666666667,0.34077380952380953,1000,3360,10,11,4,hol
0.38461538461538464,0.46153846153846156,1000,64,8,9,15,hol
0.36231884057971014,0.5144927536231884,1000,689,8,9,39,hol
0.3492063492063492,0.5396825396825397,1000,312,10,11,3,hol
0.4057971014492754,0.4492753623188406,1000,689,4,5,15,hol
0.47619047619047616,0.6349206349206349,1000,312,8,9,9,hol
0.32131147540983607,0.3737704918032787,1000,1521,4,5,40,hol
0.21495956873315364,0.3584905660377358,1000,7419,10,11,29,hol
0.29180327868852457,0.10491803278688525,1000,1521,8,9,39,ho
0.3901639344262295,0.3836065573770492,1000,1521,2,3,33,hol
0.38095238095238093,0.1111111111111111,1000,312,12,13,10,ho
0.3793103448275862,0.4827586206896552,1000,141,8,9,6,hol
0.32681940700808626,0.3564690026954178,1000,7419,2,3,28,hol
0.6551724137931034,0.4827586206896552,1000,141,10,11,9,ho
0.3103448275862069,0.3103448275862069,1000,141,4,5,39,ho
0.3344262295081967,0.11147540983606558,1000,1521,8,9,4,ho
0.5,0.35507246376811596,1000,689,2,3,49,hol
0.4156240463838877,0.3140067134574306,1000,16384,4,5,37,ho
0.35507246376811596,0.07246376811594203,1000,689,10,11,42,ho
0.40773809523809523,0.052083333333333336,1000,3360,12,13,5,ho
0.32608695652173914,0.06521739130434782,1000,689,12,13,47,ho
0.22459566676838572,0.39487335978028687,1000,16384,4,5,38,hol
0.4603174603174603,0.5714285714285714,1000,312,10,11,1,hol
0.46153846153846156,0.3076923076923077,1000,64,6,7,10,hol
0.3114754098360656,0.4262295081967213,1000,1521,10,11,45,hol
0.4444444444444444,0.42857142857142855,1000,312,8,9,32,hol
0.3442622950819672,0.06229508196721312,1000,1521,12,13,11,ho
0.20619946091644206,0.34097035040431267,1000,7419,12,13,13,hol
0.3943452380952381,0.35119047619047616,1000,3360,2,3,29,hol
0.35507246376811596,0.1956521739130435,1000,689,8,9,7,ho
0.21605126640219713,0.38083613060726274,1000,16384,6,7,21,hol
0.5079365079365079,0.14285714285714285,1000,312,12,13,22,ho
0.4064693317058285,0.2599938968568813,1000,16384,6,7,7,ho
0.3482142857142857,0.37797619047619047,1000,3360,2,3,7,ho
0.36160714285714285,0.15625,1000,3360,6,7,39,ho
0.3448275862068966,0.2413793103448276,1000,141,2,3,9,ho
0.5384615384615384,0.3076923076923077,1000,64,10,11,49,ho
0.4482758620689655,0.3448275862068966,1000,141,10,11,2,hol
0.34077380952380953,0.08035714285714286,1000,3360,8,9,0,ho
0.3793103448275862,0.2413793103448276,1000,141,4,5,12,ho
0.3770491803278688,0.10163934426229508,1000,1521,10,11,17,ho
0.42857142857142855,0.5555555555555556,1000,312,12,13,44,hol
0.29180327868852457,0.13442622950819672,1000,1521,6,7,11,ho
0.6923076923076923,0.3076923076923077,1000,64,8,9,30,ho
0.3912114739090632,0.37717424473603905,1000,16384,2,3,31,ho
0.2463768115942029,0.12318840579710146,1000,689,6,7,42,ho
0.4101312175770522,0.11748550503509307,1000,16384,12,13,32,ho
0.4603174603174603,0.14285714285714285,1000,312,12,13,19,ho
0.391304347826087,0.15942028985507245,1000,689,8,9,33,ho
0.3448275862068966,0.20689655172413793,1000,141,10,11,44,ho
0.32786885245901637,0.4,1000,1521,6,7,13,hol
0.33114754098360655,0.05573770491803279,1000,1521,10,11,22,ho
0.2544642857142857,0.3318452380952381,1000,3360,8,9,29,hol
0.28524590163934427,0.3540983606557377,1000,1521,12,13,11,hol
0.2014037229173024,0.3750381446444919,1000,16384,12,13,47,hol
0.6153846153846154,0.38461538461538464,1000,64,10,11,25,ho
0.24851190476190477,0.36755952380952384,1000,3360,8,9,21,hol
0.3076923076923077,0.3076923076923077,1000,64,4,5,20,ho
0.41509433962264153,0.13948787061994608,1000,7419,8,9,27,ho
0.47101449275362317,0.4855072463768116,1000,689,10,11,8,hol
0.20689655172413793,0.13793103448275862,1000,141,2,3,45,hol
0.40327380952380953,0.09970238095238096,1000,3360,10,11,27,ho
0.2819672131147541,0.20655737704918034,1000,1521,4,5,43,ho
0.20982142857142858,0.32142857142857145,1000,3360,12,13,10,hol
0.2786885245901639,0.1540983606557377,1000,1521,6,7,14,ho
0.3869047619047619,0.3794642857142857,1000,3360,2,3,41,hol
0.4444444444444444,0.49206349206349204,1000,312,10,11,17,hol
0.19946091644204852,0.3551212938005391,1000,7419,10,11,41,hol
0.3229166666666667,0.22916666666666666,1000,3360,4,5,10,ho
0.36507936507936506,0.2222222222222222,1000,312,8,9,24,ho
0.43881599023497103,0.13610009154714678,1000,16384,12,13,2,ho
0.3948787061994609,0.1179245283018868,1000,7419,10,11,25,ho
0.2358490566037736,0.3793800539083558,1000,7419,12,13,9,hol
0.47619047619047616,0.5555555555555556,1000,312,4,5,25,hol
0.44186756179432407,0.17546536466280135,1000,16384,10,11,19,ho
0.24258760107816713,0.3564690026954178,1000,7419,4,5,39,hol
0.1962160512664022,0.38877021666158074,1000,16384,10,11,14,hol
0.35081967213114756,0.38688524590163936,1000,1521,4,5,43,hol
0.6153846153846154,0.6153846153846154,1000,64,12,13,7,ho
0.42857142857142855,0.2222222222222222,1000,312,12,13,31,ho
0.23076923076923078,0.3076923076923077,1000,64,10,11,30,hol
0.41379310344827586,0.3103448275862069,1000,141,8,9,23,hol
0.278608483368935,0.3976197741837046,1000,16384,2,3,11,hol
0.22776280323450135,0.3746630727762803,1000,7419,10,11,5,hol
0.4163934426229508,0.3901639344262295,1000,1521,4,5,46,hol
0.7692307692307693,0.6923076923076923,1000,64,12,13,22,ho
0.4098360655737705,0.04262295081967213,1000,1521,12,13,32,ho
0.25,0.37202380952380953,1000,3360,8,9,18,hol
0.3475409836065574,0.4,1000,1521,4,5,18,hol
0.3793103448275862,0.5172413793103449,1000,141,12,13,41,hol
0.21293800539083557,0.3221024258760108,1000,7419,12,13,32,hol
0.408355795148248,0.12196765498652291,1000,7419,10,11,38,ho
0.23344522429050962,0.39456820262435155,1000,16384,4,5,17,hol
0.43667989014342384,0.4058590173939579,1000,16384,2,3,38,ho
0.6153846153846154,0.3076923076923077,1000,64,12,13,34,ho
0.3695652173913043,0.3333333333333333,1000,689,2,3,8,ho
0.13793103448275862,0.10344827586206896,1000,141,2,3,22,hol
0.2698412698412698,0.07936507936507936,1000,312,10,11,33,ho
0.32786885245901637,0.3377049180327869,1000,1521,4,5,8,hol
0.4444444444444444,0.4444444444444444,1000,312,4,5,45,hol
0.3442622950819672,0.419672131147541,1000,1521,8,9,30,hol
0.3194070080862534,0.38140161725067384,1000,7419,2,3,49,hol
0.4126984126984127,0.4603174603174603,1000,312,8,9,38,hol
0.3103448275862069,0.20689655172413793,1000,141,6,7,32,ho
0.36507936507936506,0.25396825396825395,1000,312,6,7,46,ho
0.3448275862068966,0.3103448275862069,1000,141,4,5,26,ho
0.3448275862068966,0.3448275862068966,1000,141,4,5,16,ho
0.22304582210242588,0.35444743935309975,1000,7419,10,11,34,hol
0.41959108941104667,0.41196216051266404,1000,16384,2,3,13,ho
0.38244047619047616,0.0818452380952381,1000,3360,10,11,0,ho
0.44609164420485176,0.10849056603773585,1000,7419,10,11,31,ho
0.23180592991913745,0.38140161725067384,1000,7419,8,9,12,hol
0.5172413793103449,0.4827586206896552,1000,141,8,9,1,hol
0.32459016393442625,0.39344262295081966,1000,1521,4,5,7,hol
0.15384615384615385,0.07692307692307693,1000,64,4,5,39,hol
0.3793103448275862,0.4827586206896552,1000,141,8,9,43,ho
0.3333333333333333,0.2222222222222222,1000,312,6,7,48,ho
0.375,0.09226190476190477,1000,3360,10,11,8,ho
0.3344262295081967,0.3737704918032787,1000,1521,6,7,3,hol
0.3948787061994609,0.18598382749326145,1000,7419,6,7,32,ho
0.38839285714285715,0.38839285714285715,1000,3360,2,3,45,hol
0.38095238095238093,0.19047619047619047,1000,312,6,7,10,ho
0.4036388140161725,0.18665768194070081,1000,7419,6,7,30,ho
0.33630952380952384,0.10714285714285714,1000,3360,8,9,17,ho
0.35119047619047616,0.07886904761904762,1000,3360,10,11,10,ho
0.23065476190476192,0.38244047619047616,1000,3360,12,13,14,hol
0.23076923076923078,0.23076923076923078,1000,64,4,5,41,ho
0.2544642857142857,0.3794642857142857,1000,3360,8,9,35,hol
0.32589285714285715,0.13690476190476192,1000,3360,8,9,18,ho
0.2580862533692722,0.38005390835579517,1000,7419,4,5,1,hol
0.40625,0.043154761904761904,1000,3360,12,13,33,ho
0.21391516631065,0.39487335978028687,1000,16384,10,11,20,hol
0.3770491803278688,0.07868852459016394,1000,1521,10,11,26,ho
0.2183288409703504,0.38477088948787064,1000,7419,6,7,15,hol
0.3103448275862069,0.1724137931034483,1000,141,2,3,14,hol
0.2459016393442623,0.11475409836065574,1000,1521,6,7,15,ho
0.32608695652173914,0.09420289855072464,1000,689,12,13,12,ho
0.28720238095238093,0.3794642857142857,1000,3360,6,7,25,hol
0.24851190476190477,0.3541666666666667,1000,3360,10,11,33,hol
0.2191028379615502,0.3826670735428746,1000,16384,6,7,17,hol
0.23076923076923078,0.23076923076923078,1000,64,2,3,43,hol
0.3908355795148248,0.10849056603773585,1000,7419,12,13,11,ho
0.3968253968253968,0.5873015873015873,1000,312,12,13,17,hol
0.29910714285714285,0.23214285714285715,1000,3360,4,5,18,ho
0.391304347826087,0.057971014492753624,1000,689,12,13,30,ho
0.39344262295081966,0.07540983606557378,1000,1521,10,11,44,ho
0.33490566037735847,0.39555256064690025,1000,7419,2,3,37,hol
0.3492063492063492,0.20634920634920634,1000,312,8,9,20,ho
0.39029600244125723,0.21147390906316754,1000,16384,8,9,40,ho
0.3915094339622642,0.08018867924528301,1000,7419,12,13,41,ho
0.3492063492063492,0.47619047619047616,1000,312,12,13,13,hol
0.2679279829111993,0.41318278913640527,1000,16384,2,3,14,hol
0.23934426229508196,0.32786885245901637,1000,1521,12,13,7,hol
0.215633423180593,0.32142857142857145,1000,7419,12,13,16,hol
0.5384615384615384,0.46153846153846156,1000,64,6,7,2,ho
0.3948787061994609,0.2857142857142857,1000,7419,4,5,22,ho
0.40494354592615195,0.3844980164784864,1000,16384,2,3,26,ho
0.22776280323450135,0.3665768194070081,1000,7419,10,11,8,hol
0.3344262295081967,0.36065573770491804,1000,1521,4,5,34,hol
0.25901639344262295,0.3442622950819672,1000,1521,10,11,12,hol
0.2282575526396094,0.4061641745498932,1000,16384,8,9,16,hol
0.3333333333333333,0.16815476190476192,1000,3360,6,7,10,ho
0.3793103448275862,0.4827586206896552,1000,141,10,11,44,hol
0.0,0.0,1000,64,2,3,14,ho
0.4278975741239892,0.1280323450134771,1000,7419,10,11,30,ho
0.29508196721311475,0.04590163934426229,1000,1521,12,13,14,ho
0.22035040431266847,0.35714285714285715,1000,7419,10,11,10,hol
0.2560646900269542,0.3719676549865229,1000,7419,4,5,18,hol
0.4482758620689655,0.3793103448275862,1000,141,12,13,0,ho
0.34057971014492755,0.09420289855072464,1000,689,10,11,2,ho
0.391304347826087,0.47101449275362317,1000,689,12,13,17,hol
