BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,train,rep
-0.9913340486492832,-1.0550574857704424,-0.9861675851478916,-1.0390391517266098,-1.3375358765891452,-1.2339697941236027,-2.5114070876609693,-1.9282424844337624,-1.369430654400327,0.47863009232263826,5
-1.1508658650656762,-1.2727875363197052,-1.1385963504604983,-1.2539326454354605,-1.408300398493457,-1.3724173533527906,-2.5595478548460693,-1.944094183059352,-1.5617935505254097,0.09120108393559097,23
-1.5053300639079132,-1.5497629114357765,-1.4844211757831551,-1.5386075319757406,-1.5390721890053785,-1.5504226798003886,-4.107346519474841,-3.870337056276898,-11.0957385926232,0.014454397707459272,25
-0.9762725779400564,-1.0222437781791274,-0.9738724552877478,-1.0162123859012897,-1.3277941183641209,-1.205532926777742,-2.556806662585645,-1.942706604246656,-1.366888937762924,0.5754399373371569,100
-1.017135593214748,-1.1023581794397863,-1.013474298155777,-1.081529631457821,-1.354156916023283,-1.2342865133483465,-2.4586295778010943,-1.875703323160876,-1.3747317720241847,0.3981071705534973,9
-1.1357937109059348,-1.272451818042462,-1.1266651646496475,-1.2499458825673209,-1.4611319879662532,-1.360284824326847,-2.5983736727334814,-1.9324355828143065,-1.482582717278511,0.1096478196143185,32
-0.9830036623486408,-1.0267772702252231,-0.9828007844703543,-1.0179423584833631,-1.3169565502008376,-1.1898835927258429,-2.4980547072639028,-1.9574633543479256,-1.3670251075458502,0.5754399373371569,78
-1.275150291982474,-1.3912594820072377,-1.2597827615847348,-1.373724139643288,-1.4670395085108774,-1.449853741520406,-3.974215422211574,-3.494254886938155,-3.775641438340577,0.04365158322401661,99
-1.0142915399531052,-1.073724277799234,-1.012811910236753,-1.059185549719775,-1.3453617193604803,-1.2360157125817628,-2.475279689913617,-1.9378991986703649,-1.376580633814291,0.5754399373371569,62
-0.9926759073423996,-1.06617925369581,-0.9917179949362052,-1.0561550143942795,-1.317953752101241,-1.2367835502593616,-2.480079975389529,-1.9067748102988291,-1.3679275072143364,0.3981071705534973,78
-1.4052899148878355,-1.4835031072921554,-1.3936495682261545,-1.4768591168784495,-1.5089160710437957,-1.519844331317012,-4.636710220652327,-4.278275572000447,-8.428500905250408,0.020892961308540396,69
-1.462334893431277,-1.51111256801966,-1.454174082988517,-1.5066910304905157,-1.5429026952556972,-1.5308776726485245,-4.223847322743223,-3.972656673543849,-10.653632978286955,0.014454397707459272,98
-1.5060622781487,-1.547203131933352,-1.4918265838778662,-1.537959605485381,-1.536632762903506,-1.5501003935000826,-3.924313905090581,-3.700784846137784,-11.614542502910124,0.012022644346174132,96
-1.4281271662351724,-1.4974504084519094,-1.4129824460266849,-1.4835891531750565,-1.5324722694932031,-1.4983456923960097,-4.456631291918149,-4.119293555488514,-8.966586247974183,0.020892961308540396,15
-1.0148144865174715,-1.0894395626925233,-1.0139546666678712,-1.0715155490298731,-1.3491075038253904,-1.2277707837139988,-2.45831915136608,-1.920036884093212,-1.3727036497693863,0.3981071705534973,58
-1.069480502026685,-1.1880095700001974,-1.0618968847912489,-1.1635886877620194,-1.3704168841191242,-1.3030343710390884,-2.424685865618244,-1.836578245589962,-1.3799173339308786,0.19054607179632474,38
-0.9926287072817004,-1.0300875506950014,-0.9898380587794784,-1.0200274500369104,-1.3460938086845142,-1.1861539591732668,-2.516875596147439,-1.9626765158113204,-1.3668713501964835,0.8317637711026709,84
-1.2242791378374722,-1.3503873186969233,-1.2100834633806008,-1.3323303231523074,-1.4687398139557044,-1.4193967022310603,-2.9763570779507558,-2.415235895623213,-2.430451322679994,0.06309573444801933,11
-1.518150920429039,-1.5500269144306864,-1.5018808824673164,-1.5395452172013977,-1.5335055882455575,-1.5530560555453443,-3.715196169239807,-3.5193270361315085,-12.206223274892322,0.012022644346174132,71
-1.064291488483004,-1.192059560079915,-1.060092766347951,-1.17344925606713,-1.4151875377880956,-1.3090445625654832,-2.468470749636952,-1.7903219437552644,-1.3719821049334473,0.15848931924611134,95
-1.2098059985433465,-1.354120785156585,-1.1969573055771223,-1.330900496997477,-1.4021352403215783,-1.416849325573153,-2.992350976517962,-2.4568137978897857,-2.1738388564272837,0.06309573444801933,96
-1.427260932432995,-1.4827596522885231,-1.4098501796934426,-1.4751360128743902,-1.5067400379665812,-1.5067743601189432,-4.706108735135829,-4.363760833744044,-8.261534342706705,0.020892961308540396,65
-1.4120864019777284,-1.4784612514726858,-1.4002690721500497,-1.4685414527905871,-1.5077328431329096,-1.5266213618133058,-4.613041906140968,-4.28713501434521,-8.356873059746363,0.020892961308540396,40
-1.1740117293412105,-1.3125119831754888,-1.1634815388358586,-1.2883387488654732,-1.4111752629568757,-1.3926975461169224,-2.704174060437204,-2.111155256710429,-1.7895688998251955,0.07585775750291836,71
-1.5140540499449575,-1.5606255244381255,-1.498786921561461,-1.5496659685247942,-1.5528961649998705,-1.5981578449522191,-3.636622872410803,-3.4560169855212868,-11.96347415775982,0.01,87
-1.221642242053698,-1.3448504392047107,-1.2040567046512065,-1.3222915498584915,-1.4405363725954083,-1.4070301561090215,-3.27437242033615,-2.739373434445193,-2.639635944908609,0.06309573444801933,21
-1.031805615531567,-1.115784894488641,-1.028628072514716,-1.0962260625800198,-1.4001165700949885,-1.262505858704433,-2.434911332849228,-1.8859503134228968,-1.3764402584113986,0.3311311214825911,43
-1.1228539131376345,-1.2642400228823616,-1.114398987008452,-1.2432980467710402,-1.434761904239351,-1.3765012053439103,-2.4889673589111365,-1.8732141072144144,-1.4471830004744326,0.1096478196143185,25
-1.3159845000315802,-1.4057191122191397,-1.2998799138861223,-1.3936372398892931,-1.5020096083028378,-1.4574302369486796,-4.238089749171191,-3.739953109790985,-4.785322488453983,0.03630780547701014,29
-1.1659929149009205,-1.330998003327096,-1.1592239880250517,-1.3085945061461748,-1.4394529328218713,-1.3999672964799676,-2.8592741833121886,-2.263798356231744,-2.006832042293136,0.07585775750291836,79
-1.0497126823169376,-1.1440297865170417,-1.0445737864006894,-1.118017666895988,-1.3977115305053118,-1.2650459819960425,-2.4273906152292977,-1.8621058924174287,-1.3792113707032938,0.2754228703338166,58
-1.3540309208144492,-1.4322006229387685,-1.3415293353700244,-1.421702287337639,-1.490206339886334,-1.4703815522950932,-4.444213699575848,-4.047572380348489,-5.96861488027748,0.03019951720402016,43
-1.4358026768397287,-1.4870084857983763,-1.419678097094134,-1.477783161096185,-1.5339649150519157,-1.5042081372201754,-4.376215448600543,-4.070923989560257,-8.681766210252247,0.020892961308540396,67
-1.1639224287256729,-1.290982927302741,-1.1584682508323618,-1.276749451931224,-1.4183488537986717,-1.3936685867346588,-2.848434594928796,-2.244881550654747,-2.097203172119355,0.07585775750291836,30
