newman,newman_leadership,higher_order_newman,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
1.4126244332612891e-10,-1.4312886173484253e-10,2.922128894689013e-10,-0.030118232560030062,-0.030118232560030062,-1.3456868130940616,-1.3456868130940616,-3.720560829517717,2,90
-3.43615707276701e-11,-1.6327604058369304e-10,-2.287618609125852e-11,-0.033181755649188224,-0.033181755649188224,-1.300229544325293,-1.300229544325293,-3.380610019603295,2,45
-0.2835559321035724,-0.10527377363410328,-0.36371159502896716,-0.5252016586728475,-0.15399920568815986,-1.0400534355729323,-0.7762816827723492,-0.534760428889975,12,59
1.4164604181937656e-10,-2.8584121539859673e-10,2.3039768343169342e-11,-0.019278494977845985,-0.019278494977845985,-1.248155236280596,-1.248155236280596,-3.3562706595755016,2,30
-0.3583548908831531,-0.1591234397528026,-0.4507714719430174,-0.5038102617646111,-0.11189795957647877,-0.9931338757902316,-0.7923586348964857,-0.5863268016054363,18,21
-0.379463046897375,-0.10833677431028414,-0.47732983224903014,-0.6216576170265575,-0.1885416183868437,-1.2033136340914325,-0.9377600836528912,-0.6752605329209908,16,81
-0.10536486805715373,-0.022303563201877225,-0.09642095537770484,-0.12113252837391332,-0.059512374081241756,-1.3453380797909817,-1.026357536628958,-1.0099968364109486,4,30
-0.21377818250774902,-0.06247178208893875,-0.2742379277350499,-0.3645066650137927,-0.1649737821120054,-0.996397327122184,-0.7163072880950121,-0.42878251897026143,8,4
-3.1031044507578986e-10,-9.591623366389523e-11,-3.7271760014445654e-10,-0.012486146831333363,-0.012486146831333363,-1.3843797481919886,-1.3843797481919886,-3.1537814073525796,2,50
-0.2678081228622049,-0.08424164841240907,-0.3493519901961331,-0.525372348309468,-0.18883619273391894,-1.1258477558026865,-0.8195928568909479,-0.5571501592336408,12,25
-1.658112134539369e-10,-2.027672426629934e-10,1.2428533755631798e-10,-0.015597832517327857,-0.015597832517327857,-1.2033600316692097,-1.2033600316692097,-3.3942034647816954,2,76
-0.07909176759153218,-0.016162722308635746,-0.07741563317962394,-0.13107990213988258,-0.09708708347031494,-1.4878641901393428,-1.1426909046290816,-1.1041341409935224,4,49
-0.12559524837904817,-0.020591586318064452,-0.11785788005728431,-0.13000554724058497,-0.07986344157803456,-1.4035150001646317,-1.0691812284208,-1.025342474299561,4,52
-0.19018080711036664,-0.05650750843950902,-0.24558757946559973,-0.36440314800165674,-0.15975665602422134,-1.074885550959244,-0.7600179003546216,-0.42309255444645294,8,2
3.3752428425792847e-10,4.3488534225144536e-11,4.2969827213079624e-10,-0.014585867154644116,-0.014585867154644116,-1.3172802980189595,-1.3172802980189595,-3.4355808250753244,2,93
-0.17286328332707823,-0.07120720403952961,-0.22588257043103796,-0.33181636949435556,-0.12033432292443126,-0.9158574818261459,-0.6376367168134209,-0.4334741436414088,8,41
-0.08074122537484002,-0.011800729287989559,-0.08560779409184938,-0.18084707195391617,-0.09785753054618132,-1.4574401168466509,-1.1054927279643316,-0.969437392266319,4,42
-0.26983559488158215,-0.09564830054187129,-0.35210206623253326,-0.47977817768606795,-0.1535983964212232,-1.0177916872393944,-0.7526494806139882,-0.5126248607538698,12,48
-0.21944232695484625,-0.0851595875745262,-0.2805976936640569,-0.4175459288111863,-0.15174200705094745,-0.967316633693751,-0.6858238575421401,-0.44546965685608125,10,89
-0.09371109714787626,-0.007368537910243777,-0.10177414414214145,-0.16632779107319443,-0.08362180761703769,-1.559787853235359,-1.2017621823135485,-0.8185181725429264,4,88
-0.23721264119997498,-0.04907270750292361,-0.3053164848038031,-0.4481509275330104,-0.18424425871705108,-1.0850764999299434,-0.765365990949248,-0.49459319280678954,10,59
-0.2661645655872328,-0.09878105440014594,-0.34629501333502793,-0.4605309165720281,-0.14999986565716608,-1.0055538517495992,-0.7566009924150214,-0.5146843097130285,12,21
-0.16251858881238948,-0.04867681925944241,-0.17957927509744293,-0.22846126415619095,-0.10662034249536481,-0.9269421918102497,-0.6199564413960837,-0.4100060723294546,6,27
-0.21141326202664185,-0.04402802467710112,-0.26198787909108906,-0.3575821830911431,-0.12326502936748072,-0.9408225291137369,-0.6637115828651726,-0.44432576310341004,8,22
-0.3994490346756579,-0.10925600421092495,-0.4951945467533689,-0.6348052075046512,-0.18852318690583292,-1.1513529691857476,-0.9029093174193702,-0.6608981012173493,16,37
-0.3589586169942047,-0.10052641286776912,-0.4540156772196529,-0.5581884252549546,-0.1743861957988438,-1.0855158135599294,-0.8620357005635066,-0.6208523441305901,14,70
-1.6846288015265333e-10,7.592451679513945e-10,8.334729838382904e-10,-0.018894197558764782,-0.018894197558764782,-1.238870779436158,-1.238870779436158,-3.733420055008267,2,16
8.247708765951601e-12,-2.65773206373221e-10,-1.7517131896405137e-10,-0.021769882339390697,-0.021769882339390697,-1.3262891855474082,-1.3262891855474082,-3.1485637255913392,2,11
-0.15738506747250602,-0.06499822265762001,-0.19545278480023295,-0.3114169357651705,-0.10874419520924296,-1.0071016405949764,-0.6790137550438353,-0.34627573619352414,8,79
-0.2843731590478192,-0.14873451704356733,-0.37745240746596864,-0.4648749246610157,-0.13457298555008781,-0.9809437638858426,-0.7496296594204909,-0.5200084685686459,14,53
-0.21590128705206116,-0.059121224959094096,-0.2571365866013754,-0.3151541563617982,-0.10568771140228832,-0.9530372584842411,-0.6520342964821634,-0.3426647600966165,8,74
-0.15420008889425976,-0.026579131356596578,-0.1707213849280487,-0.2530920250619246,-0.13132314816675206,-1.0704943510168718,-0.7186758573509182,-0.38967015468395516,6,77
-0.35192311247938496,-0.11221701822411936,-0.45639615901383407,-0.5550997530087279,-0.1724983954473177,-1.121333663621109,-0.8826902302156004,-0.6355496485988755,16,9
