newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,M,rep
-2.8467619574567102,-3.0105570340285555,-2.806320519108317,-2.969203214033856,-3.001289901362235,-2.999570743021423,-9.456434386078607,-8.69011591920876,-14.410781721713972,2580,88
-2.2569893301442074,-2.5002835807579236,-2.2442317456053873,-2.4515918644488153,-2.8036240265935586,-2.7039433994242574,-4.774512032945462,-3.706320111527676,-2.7582861443686415,16384,73
-3.0401469290342553,-3.0950883439165287,-3.0081365091304884,-3.074618272915113,-3.0575170256238398,-3.0829762010077486,-9.735526358771425,-9.373020247231954,-25.817582186511423,1024,72
-2.031685927598831,-2.0727245582124536,-2.0304852246428635,-2.0663999071843726,-2.5268135497321538,-2.3211834351766383,-4.880795884618303,-4.00733194949692,-2.7333614061410705,262144,1
-2.066750377930062,-2.1065910561708057,-2.065444140735121,-2.0994141395090815,-2.6230915167223685,-2.4198290567547427,-4.833014641119855,-3.9727685870845466,-2.7412485480313493,262144,60
-2.0748444073823866,-2.1712057437328385,-2.0715147050631257,-2.153156483881891,-2.5767882030124523,-2.4315403850997512,-4.828652613024039,-3.9483125729103983,-2.7414275959892187,104031,18
-2.833836820077532,-2.9909175665629495,-2.791037473344767,-2.9539774968344017,-2.963846990917683,-3.046531427139377,-9.332516414662921,-8.575489033735938,-14.726674579471794,2580,82
-2.4908648979892773,-2.75869350636504,-2.470517965218211,-2.715004597327464,-2.892642358492467,-2.8979184187328513,-5.23661036016827,-4.1777878762956515,-3.654734476279329,6501,28
-3.165153607926586,-3.1602629359646777,-3.1482274694467227,-3.149968155067041,-3.147951507556792,-3.139162501808284,-6.603652064639769,-6.50926509865667,-21.734344584026132,406,4
-2.1250529965968603,-2.295909433581695,-2.1178695245785337,-2.2602082575636135,-2.665786941950161,-2.5665697060566868,-4.840840717827492,-3.8326078352591946,-2.7438808498556764,41285,21
-2.0653118662609113,-2.100488427756628,-2.064436602205811,-2.094592435632445,-2.5501698897347067,-2.3435374455559725,-4.795634190211493,-4.000509427361318,-2.744879254435004,262144,66
-3.1830001583586944,-3.172976000019069,-3.163357668766647,-3.160287251248703,-3.1469235736219825,-3.177811377698479,-7.323965657804185,-7.179600259938038,-19.884847886465067,406,48
-2.2365127619456753,-2.507197749134323,-2.215587708189771,-2.4455683619043307,-2.787374719657481,-2.7136421968734257,-4.771607944882602,-3.683779399593993,-2.7522966157030817,16384,56
-2.8565856081464815,-3.014764662930353,-2.819072485977385,-2.9747786983934152,-3.0195954979950446,-3.0048814778029436,-9.651410799896036,-8.890295174653616,-14.012568435631083,2580,42
-2.1459742863090066,-2.3213917730761597,-2.137501970198482,-2.291145685652748,-2.7012167825689053,-2.5587060527332626,-4.802106899108257,-3.833585657133141,-2.7531196146934462,41285,85
-2.8269505162438002,-2.9877227407544558,-2.7840410061985854,-2.952338678561957,-2.9835446117955344,-3.003075502942882,-9.17201036317084,-8.37907983146893,-14.630314469840217,2580,70
-3.178053830156258,-3.1780538301560606,-3.1780538301562937,-3.1780538301561454,-3.178053830158549,-3.178053830159548,-3.1780538301933796,-3.178053830192724,0.0,64,58
-3.1780538301562635,-3.1780538301560664,-3.1780538301563004,-3.1780538301561525,-3.1780538301585466,-3.1780538301590004,-3.178053830193371,-3.1780538301927246,0.0,64,96
-3.0385719619692275,-3.017107410663517,-3.0461023325213232,-3.0311217109717083,-3.1097109252494475,-3.1736501090459033,-8.140312900818138,-7.957668679625109,-16.68033338944154,406,100
-2.067578763544307,-2.1042555840741826,-2.066615929990233,-2.0997320877794103,-2.5417023853643066,-2.3483754367919767,-4.802328271996687,-3.9916303565642255,-2.744656692233967,262144,73
-2.2542441699384557,-2.501387305104273,-2.239981616106799,-2.451730296768048,-2.7908648429583627,-2.70017465719553,-4.725802185366254,-3.6695223207155787,-2.7546271133318805,16384,17
-2.1566181027844045,-2.3352560448186046,-2.1478873781153918,-2.295725981835456,-2.66422152470751,-2.55885115684899,-4.834038708601424,-3.859247506564583,-2.750896752267642,41285,72
-2.061633645571458,-2.101532268509559,-2.060356678785905,-2.094903275497918,-2.5489683439332795,-2.345882397297061,-4.818185960574058,-3.9883768555440673,-2.7439123612435616,262144,48
