newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
0.424,0.09,0.104,0.084,0.086,0.004,0.034,0.123,12,47
0.429,0.123,0.148,0.107,0.121,0.011,0.055,0.151,10,43
0.377,0.042,0.059,0.05,0.051,0.001,0.015,0.081,16,32
0.389,0.019,0.039,0.03,0.037,0.0,0.008,0.072,18,17
0.399,0.131,0.172,0.129,0.147,0.018,0.079,0.179,10,95
0.392,0.023,0.046,0.043,0.037,0.001,0.016,0.081,18,32
0.39,0.074,0.098,0.099,0.089,0.006,0.051,0.121,12,62
0.378,0.089,0.091,0.095,0.084,0.001,0.029,0.138,12,4
0.363,0.03,0.047,0.05,0.033,0.0,0.009,0.08,18,89
0.365,0.045,0.064,0.042,0.054,0.002,0.013,0.085,16,73
0.404,0.195,0.209,0.166,0.169,0.034,0.099,0.2,8,1
0.51,0.475,0.482,0.332,0.332,0.359,0.359,0.425,2,44
0.381,0.025,0.052,0.03,0.04,0.0,0.009,0.06,18,42
0.452,0.23,0.246,0.225,0.229,0.077,0.141,0.26,6,18
0.505,0.502,0.515,0.309,0.309,0.372,0.372,0.401,2,43
0.41,0.036,0.061,0.049,0.048,0.0,0.018,0.078,16,93
0.386,0.076,0.097,0.082,0.078,0.004,0.03,0.111,12,14
0.379,0.031,0.036,0.037,0.034,0.0,0.007,0.07,18,58
0.413,0.183,0.199,0.155,0.168,0.03,0.099,0.196,8,15
0.455,0.472,0.47,0.357,0.357,0.367,0.367,0.444,2,87
0.373,0.047,0.072,0.072,0.064,0.0,0.027,0.1,14,92
0.497,0.379,0.369,0.306,0.312,0.172,0.227,0.305,4,11
0.411,0.169,0.175,0.153,0.15,0.032,0.101,0.198,8,8
0.42,0.18,0.185,0.157,0.164,0.039,0.103,0.208,8,90
0.368,0.043,0.065,0.06,0.055,0.002,0.023,0.087,16,46
0.458,0.26,0.276,0.22,0.232,0.077,0.142,0.251,6,49
0.37,0.046,0.073,0.057,0.063,0.003,0.014,0.099,16,83
0.408,0.128,0.134,0.134,0.119,0.013,0.07,0.168,10,63
0.434,0.171,0.189,0.17,0.159,0.022,0.103,0.193,8,16
0.369,0.065,0.086,0.077,0.064,0.003,0.03,0.114,14,77
0.414,0.161,0.178,0.132,0.134,0.023,0.079,0.166,8,37
0.343,0.031,0.054,0.041,0.04,0.002,0.015,0.078,16,10
0.43,0.072,0.08,0.084,0.072,0.006,0.028,0.129,12,41
0.415,0.113,0.12,0.088,0.1,0.01,0.047,0.128,10,92
0.393,0.039,0.056,0.043,0.048,0.001,0.017,0.073,16,54
0.452,0.27,0.283,0.245,0.254,0.089,0.173,0.271,6,16
0.403,0.073,0.097,0.089,0.082,0.004,0.034,0.134,12,46
0.375,0.049,0.071,0.06,0.057,0.003,0.019,0.084,14,51
0.44,0.461,0.484,0.347,0.347,0.413,0.413,0.434,2,52
0.384,0.036,0.047,0.056,0.04,0.0,0.011,0.091,16,30
0.437,0.165,0.173,0.141,0.149,0.026,0.089,0.17,8,40
0.425,0.252,0.276,0.208,0.225,0.066,0.149,0.244,6,66
0.427,0.177,0.185,0.154,0.159,0.026,0.079,0.188,8,88
0.364,0.031,0.044,0.041,0.036,0.001,0.016,0.051,18,87
0.482,0.324,0.34,0.275,0.291,0.149,0.207,0.294,4,5
0.409,0.127,0.14,0.119,0.115,0.005,0.043,0.159,10,64
0.394,0.076,0.093,0.082,0.078,0.004,0.044,0.127,12,86
0.483,0.498,0.484,0.349,0.349,0.396,0.396,0.418,2,89
0.408,0.182,0.206,0.18,0.187,0.042,0.108,0.213,8,93
0.486,0.502,0.474,0.332,0.332,0.355,0.355,0.414,2,67
0.384,0.084,0.102,0.073,0.089,0.002,0.034,0.11,12,90
0.405,0.04,0.058,0.054,0.048,0.0,0.015,0.087,16,38
0.365,0.101,0.123,0.11,0.105,0.011,0.048,0.146,10,3
0.491,0.362,0.362,0.316,0.32,0.174,0.246,0.299,4,82
0.381,0.072,0.1,0.074,0.088,0.006,0.032,0.127,12,43
0.4,0.099,0.116,0.085,0.1,0.009,0.039,0.123,12,98
0.487,0.244,0.253,0.194,0.207,0.072,0.127,0.218,6,23
0.341,0.03,0.046,0.045,0.042,0.002,0.015,0.077,18,25
0.371,0.033,0.054,0.048,0.039,0.0,0.019,0.081,16,25
0.346,0.02,0.046,0.05,0.042,0.0,0.014,0.079,18,86
0.389,0.09,0.119,0.08,0.092,0.004,0.045,0.135,12,51
0.364,0.016,0.048,0.039,0.036,0.003,0.013,0.062,18,45
0.471,0.509,0.485,0.341,0.341,0.376,0.376,0.426,2,13
0.398,0.131,0.146,0.131,0.112,0.007,0.061,0.168,10,36
0.518,0.339,0.327,0.28,0.277,0.152,0.212,0.313,4,77
0.442,0.462,0.474,0.378,0.378,0.381,0.381,0.45,2,49
0.374,0.04,0.054,0.038,0.043,0.0,0.009,0.077,18,71
0.388,0.086,0.108,0.098,0.11,0.007,0.042,0.133,12,16
0.41,0.179,0.172,0.157,0.155,0.03,0.094,0.19,8,24
0.387,0.131,0.154,0.132,0.122,0.014,0.063,0.153,10,62
0.385,0.074,0.099,0.088,0.089,0.004,0.037,0.139,12,94
0.489,0.26,0.265,0.215,0.219,0.07,0.152,0.241,6,91
0.352,0.027,0.043,0.036,0.037,0.0,0.011,0.061,18,79
0.459,0.26,0.278,0.218,0.239,0.063,0.147,0.255,6,67
0.384,0.085,0.109,0.092,0.088,0.004,0.037,0.134,12,76
0.501,0.546,0.503,0.346,0.346,0.373,0.373,0.428,2,46
0.515,0.522,0.478,0.333,0.333,0.385,0.385,0.398,2,34
0.37,0.062,0.078,0.041,0.053,0.001,0.016,0.089,14,85
0.52,0.335,0.324,0.299,0.293,0.149,0.212,0.302,4,71
0.383,0.07,0.103,0.089,0.087,0.009,0.038,0.129,12,71
0.442,0.266,0.265,0.214,0.232,0.081,0.154,0.231,6,68
0.5,0.343,0.343,0.295,0.317,0.172,0.222,0.316,4,55
0.481,0.479,0.459,0.328,0.328,0.376,0.376,0.427,2,60
0.491,0.35,0.344,0.299,0.307,0.172,0.227,0.309,4,4
0.358,0.022,0.029,0.026,0.023,0.0,0.008,0.057,18,60
0.395,0.064,0.069,0.056,0.052,0.001,0.018,0.106,14,76
0.454,0.176,0.196,0.137,0.155,0.027,0.089,0.18,8,46
0.353,0.021,0.032,0.032,0.028,0.001,0.009,0.07,18,62
0.405,0.105,0.125,0.104,0.11,0.011,0.047,0.128,10,98
0.514,0.369,0.365,0.324,0.332,0.167,0.229,0.306,4,99
0.412,0.12,0.142,0.132,0.125,0.012,0.057,0.157,10,75
0.426,0.158,0.166,0.154,0.16,0.023,0.102,0.182,8,81
0.382,0.031,0.048,0.029,0.037,0.0,0.011,0.066,18,85
0.47,0.241,0.25,0.193,0.213,0.075,0.129,0.219,6,60
0.421,0.126,0.151,0.116,0.117,0.015,0.062,0.156,10,55
0.501,0.354,0.341,0.297,0.303,0.159,0.201,0.301,4,56
0.448,0.453,0.459,0.358,0.358,0.41,0.41,0.416,2,82
0.424,0.171,0.168,0.17,0.165,0.035,0.096,0.211,8,23
0.42,0.054,0.056,0.053,0.053,0.001,0.015,0.093,14,17
0.38,0.045,0.054,0.046,0.042,0.001,0.012,0.079,16,24
0.357,0.035,0.06,0.059,0.052,0.002,0.017,0.088,16,100
0.421,0.154,0.191,0.176,0.168,0.028,0.1,0.203,8,52
0.432,0.168,0.206,0.161,0.168,0.031,0.09,0.195,8,76
0.445,0.28,0.274,0.222,0.234,0.078,0.153,0.259,6,43
0.435,0.177,0.208,0.163,0.168,0.03,0.095,0.191,8,43
0.376,0.056,0.081,0.072,0.07,0.002,0.027,0.116,14,79
0.43,0.241,0.24,0.204,0.215,0.055,0.141,0.243,6,35
0.383,0.034,0.061,0.055,0.046,0.001,0.018,0.092,16,4
0.487,0.484,0.475,0.364,0.364,0.396,0.396,0.435,2,91
0.367,0.045,0.07,0.051,0.053,0.002,0.018,0.074,16,88
0.462,0.242,0.255,0.199,0.212,0.061,0.144,0.244,6,65
0.392,0.06,0.086,0.056,0.062,0.001,0.021,0.093,14,78
0.47,0.461,0.463,0.333,0.333,0.381,0.381,0.405,2,55
0.376,0.02,0.044,0.035,0.037,0.0,0.012,0.067,18,23
0.373,0.037,0.055,0.059,0.049,0.002,0.016,0.093,16,21
0.398,0.069,0.093,0.059,0.072,0.001,0.022,0.103,14,91
0.531,0.332,0.324,0.273,0.295,0.144,0.202,0.3,4,70
0.403,0.056,0.069,0.054,0.056,0.002,0.023,0.079,14,90
0.403,0.073,0.095,0.066,0.087,0.005,0.039,0.106,12,6
0.387,0.062,0.091,0.068,0.079,0.001,0.021,0.107,14,45
0.409,0.073,0.106,0.104,0.087,0.003,0.039,0.124,12,44
0.406,0.157,0.181,0.161,0.162,0.037,0.102,0.204,8,73
0.384,0.03,0.038,0.036,0.025,0.0,0.008,0.061,18,99
0.397,0.111,0.13,0.093,0.102,0.006,0.049,0.156,10,60
0.503,0.559,0.497,0.315,0.315,0.359,0.359,0.421,2,5
0.418,0.107,0.145,0.121,0.123,0.014,0.07,0.148,10,11
0.403,0.124,0.158,0.123,0.118,0.01,0.06,0.159,10,84
0.353,0.084,0.097,0.081,0.074,0.001,0.035,0.117,12,77
0.404,0.077,0.107,0.095,0.09,0.011,0.046,0.13,12,85
0.395,0.084,0.087,0.067,0.077,0.004,0.025,0.115,12,30
0.47,0.26,0.271,0.232,0.244,0.074,0.147,0.253,6,86
0.384,0.059,0.083,0.069,0.066,0.004,0.027,0.104,14,23
0.375,0.034,0.066,0.06,0.053,0.001,0.017,0.075,16,12
0.375,0.041,0.061,0.05,0.044,0.003,0.017,0.078,16,77
0.422,0.242,0.268,0.222,0.232,0.08,0.145,0.26,6,73
0.452,0.23,0.254,0.223,0.224,0.081,0.15,0.264,6,37
0.389,0.018,0.029,0.032,0.027,0.0,0.014,0.055,18,98
0.439,0.188,0.203,0.167,0.164,0.034,0.096,0.207,8,51
0.379,0.049,0.069,0.067,0.067,0.002,0.027,0.101,14,26
0.401,0.094,0.094,0.092,0.084,0.005,0.039,0.125,12,5
0.397,0.091,0.098,0.074,0.074,0.004,0.031,0.104,12,95
0.422,0.088,0.111,0.07,0.083,0.004,0.039,0.117,12,80
0.371,0.039,0.049,0.054,0.041,0.0,0.014,0.076,16,47
0.371,0.028,0.035,0.032,0.031,0.0,0.007,0.066,18,48
0.396,0.075,0.098,0.09,0.092,0.006,0.043,0.131,12,84
0.427,0.158,0.184,0.166,0.165,0.035,0.105,0.192,8,94
0.384,0.032,0.055,0.042,0.043,0.0,0.012,0.066,18,67
0.459,0.239,0.238,0.212,0.216,0.072,0.155,0.234,6,7
0.401,0.081,0.105,0.085,0.089,0.005,0.042,0.13,12,64
0.388,0.113,0.151,0.114,0.135,0.012,0.067,0.171,10,22
0.374,0.026,0.044,0.049,0.039,0.001,0.016,0.075,18,10
0.402,0.071,0.093,0.098,0.089,0.003,0.034,0.132,12,17
0.418,0.131,0.138,0.119,0.109,0.012,0.058,0.156,10,83
0.501,0.373,0.372,0.307,0.324,0.169,0.227,0.326,4,72
0.376,0.021,0.039,0.043,0.03,0.0,0.012,0.062,18,81
0.459,0.237,0.244,0.192,0.211,0.069,0.123,0.227,6,44
0.389,0.044,0.066,0.067,0.056,0.005,0.028,0.109,14,7
0.377,0.048,0.071,0.055,0.053,0.002,0.021,0.091,14,20
0.391,0.036,0.056,0.052,0.056,0.0,0.017,0.091,16,68
0.407,0.085,0.094,0.078,0.082,0.003,0.036,0.118,12,66
0.515,0.338,0.331,0.277,0.298,0.179,0.238,0.297,4,12
0.513,0.488,0.512,0.35,0.35,0.371,0.371,0.417,2,31
0.403,0.081,0.097,0.078,0.076,0.006,0.026,0.108,12,63
0.381,0.069,0.074,0.064,0.063,0.003,0.024,0.097,14,24
0.488,0.472,0.501,0.359,0.359,0.393,0.393,0.417,2,63
0.401,0.032,0.058,0.047,0.046,0.001,0.011,0.076,16,22
0.368,0.049,0.074,0.063,0.057,0.001,0.028,0.095,14,80
0.41,0.099,0.121,0.101,0.105,0.008,0.046,0.136,12,89
0.415,0.181,0.192,0.164,0.168,0.024,0.093,0.19,8,42
0.367,0.031,0.05,0.051,0.039,0.002,0.02,0.085,16,69
0.38,0.021,0.043,0.047,0.037,0.0,0.013,0.064,18,97
0.524,0.339,0.324,0.284,0.3,0.143,0.186,0.293,4,69
0.4,0.208,0.226,0.157,0.18,0.032,0.103,0.2,8,85
0.362,0.058,0.069,0.058,0.053,0.004,0.025,0.094,14,62
0.369,0.046,0.074,0.051,0.053,0.004,0.022,0.085,14,38
0.426,0.148,0.171,0.157,0.166,0.024,0.097,0.205,8,96
0.459,0.531,0.491,0.325,0.325,0.347,0.347,0.394,2,97
0.446,0.175,0.186,0.144,0.149,0.032,0.084,0.169,8,33
0.371,0.021,0.039,0.049,0.035,0.001,0.017,0.077,18,3
0.363,0.024,0.046,0.03,0.037,0.0,0.015,0.06,18,55
0.434,0.253,0.264,0.208,0.228,0.068,0.15,0.242,6,31
0.423,0.123,0.164,0.133,0.135,0.015,0.054,0.168,10,32
0.412,0.129,0.131,0.106,0.114,0.014,0.052,0.152,10,74
0.493,0.356,0.358,0.319,0.322,0.188,0.242,0.306,4,1
0.455,0.238,0.237,0.203,0.214,0.065,0.138,0.242,6,5
0.407,0.088,0.109,0.087,0.091,0.007,0.035,0.124,12,78
0.388,0.075,0.094,0.089,0.084,0.003,0.041,0.13,12,24
0.36,0.032,0.059,0.052,0.045,0.0,0.013,0.08,16,89
0.478,0.239,0.236,0.206,0.222,0.065,0.124,0.23,6,21
0.536,0.345,0.339,0.271,0.277,0.131,0.177,0.29,4,95
0.417,0.16,0.186,0.134,0.155,0.024,0.088,0.181,8,95
0.406,0.059,0.079,0.059,0.062,0.001,0.019,0.089,14,33
0.461,0.23,0.227,0.204,0.207,0.066,0.118,0.231,6,87
0.369,0.036,0.051,0.043,0.04,0.001,0.016,0.07,18,63
0.394,0.046,0.058,0.066,0.057,0.003,0.023,0.107,14,1
0.512,0.506,0.5,0.335,0.335,0.399,0.399,0.414,2,53
0.369,0.031,0.052,0.057,0.043,0.0,0.012,0.074,18,61
0.377,0.07,0.087,0.079,0.064,0.004,0.025,0.104,14,43
0.48,0.488,0.474,0.346,0.346,0.394,0.394,0.425,2,35
0.391,0.076,0.087,0.08,0.078,0.005,0.038,0.127,12,96
0.356,0.053,0.067,0.053,0.041,0.002,0.011,0.076,16,13
0.492,0.349,0.353,0.313,0.32,0.174,0.227,0.307,4,27
0.471,0.467,0.448,0.343,0.343,0.37,0.37,0.446,2,62
0.358,0.027,0.044,0.04,0.037,0.001,0.013,0.059,18,77
0.41,0.073,0.093,0.092,0.083,0.006,0.04,0.126,12,52
0.503,0.487,0.497,0.35,0.35,0.407,0.407,0.426,2,37
0.384,0.058,0.083,0.066,0.072,0.002,0.02,0.096,14,82
0.435,0.245,0.269,0.221,0.236,0.08,0.152,0.259,6,80
0.345,0.075,0.115,0.09,0.1,0.008,0.044,0.14,12,92
0.392,0.045,0.06,0.06,0.044,0.001,0.02,0.091,16,20
0.448,0.185,0.181,0.143,0.154,0.017,0.076,0.175,8,82
0.411,0.078,0.097,0.076,0.083,0.005,0.04,0.119,12,28
0.329,0.024,0.042,0.037,0.036,0.0,0.008,0.072,18,51
0.389,0.038,0.048,0.049,0.042,0.002,0.013,0.084,16,35
0.375,0.025,0.044,0.036,0.035,0.001,0.017,0.061,18,50
0.445,0.16,0.171,0.145,0.143,0.021,0.083,0.179,8,35
0.352,0.032,0.053,0.044,0.039,0.001,0.013,0.072,18,52
0.394,0.03,0.059,0.054,0.052,0.0,0.015,0.094,16,90
0.374,0.051,0.077,0.069,0.065,0.002,0.026,0.102,14,47
0.385,0.032,0.058,0.04,0.047,0.0,0.014,0.074,18,59
0.436,0.251,0.252,0.192,0.202,0.064,0.134,0.221,6,96
0.358,0.029,0.044,0.044,0.039,0.0,0.014,0.061,18,11
0.357,0.024,0.044,0.024,0.027,0.002,0.013,0.072,18,92
0.383,0.068,0.099,0.088,0.084,0.002,0.035,0.128,14,49
0.388,0.047,0.057,0.058,0.048,0.0,0.021,0.082,16,5
0.388,0.061,0.083,0.067,0.071,0.001,0.025,0.105,14,3
0.447,0.463,0.436,0.349,0.349,0.39,0.39,0.412,2,73
0.359,0.053,0.072,0.084,0.065,0.003,0.029,0.112,14,83
0.546,0.351,0.344,0.256,0.259,0.15,0.203,0.292,4,37
0.368,0.039,0.063,0.052,0.045,0.001,0.013,0.085,16,64
0.393,0.152,0.167,0.155,0.159,0.027,0.082,0.193,8,87
0.347,0.027,0.046,0.041,0.035,0.001,0.013,0.073,18,72
0.404,0.128,0.141,0.104,0.125,0.01,0.06,0.145,10,37
0.361,0.025,0.038,0.031,0.032,0.0,0.008,0.06,18,78
0.477,0.487,0.503,0.36,0.36,0.39,0.39,0.428,2,28
0.407,0.118,0.119,0.115,0.095,0.011,0.043,0.142,10,33
0.395,0.121,0.144,0.107,0.105,0.005,0.054,0.162,10,9
0.464,0.166,0.178,0.157,0.175,0.023,0.101,0.201,8,14
0.36,0.133,0.144,0.107,0.125,0.013,0.053,0.16,10,86
0.402,0.109,0.133,0.127,0.127,0.014,0.071,0.168,10,5
0.409,0.067,0.096,0.079,0.085,0.003,0.027,0.121,14,10
0.353,0.029,0.047,0.038,0.037,0.0,0.012,0.065,18,24
0.395,0.025,0.039,0.033,0.033,0.0,0.01,0.062,18,4
0.434,0.168,0.187,0.158,0.165,0.022,0.093,0.173,8,7
0.479,0.244,0.247,0.208,0.215,0.067,0.143,0.23,6,54
0.367,0.032,0.052,0.044,0.042,0.0,0.014,0.076,18,36
0.367,0.041,0.066,0.054,0.057,0.001,0.016,0.082,16,39
0.447,0.17,0.187,0.148,0.162,0.029,0.094,0.193,8,5
0.506,0.335,0.333,0.288,0.298,0.149,0.209,0.292,4,44
0.462,0.239,0.247,0.202,0.206,0.061,0.127,0.234,6,98
0.379,0.088,0.11,0.092,0.087,0.004,0.039,0.129,12,42
0.528,0.346,0.356,0.282,0.301,0.163,0.22,0.305,4,100
0.372,0.052,0.07,0.058,0.053,0.003,0.016,0.086,14,31
0.503,0.476,0.49,0.334,0.334,0.392,0.392,0.411,2,68
0.408,0.072,0.087,0.094,0.083,0.007,0.037,0.13,12,27
0.484,0.377,0.376,0.31,0.329,0.158,0.215,0.299,4,85
0.523,0.35,0.35,0.292,0.308,0.159,0.214,0.312,4,84
0.367,0.12,0.138,0.127,0.125,0.019,0.069,0.165,10,53
0.491,0.341,0.338,0.308,0.311,0.151,0.214,0.286,4,96
0.513,0.335,0.33,0.294,0.312,0.163,0.233,0.31,4,92
0.44,0.253,0.268,0.227,0.243,0.085,0.15,0.253,6,41
0.399,0.168,0.184,0.174,0.164,0.028,0.097,0.207,8,62
0.433,0.183,0.196,0.163,0.159,0.038,0.109,0.191,8,71
0.468,0.25,0.266,0.231,0.221,0.08,0.142,0.244,6,26
0.38,0.03,0.044,0.044,0.03,0.0,0.004,0.065,18,93
0.42,0.192,0.207,0.177,0.176,0.021,0.096,0.217,8,64
0.409,0.121,0.146,0.106,0.116,0.013,0.056,0.158,10,21
0.364,0.026,0.052,0.057,0.048,0.002,0.018,0.074,18,82
0.366,0.027,0.043,0.037,0.033,0.0,0.01,0.062,18,13
0.517,0.49,0.472,0.344,0.344,0.378,0.378,0.422,2,71
0.451,0.244,0.256,0.202,0.216,0.051,0.119,0.23,6,36
0.396,0.118,0.151,0.119,0.121,0.01,0.068,0.153,10,49
0.391,0.048,0.068,0.061,0.057,0.002,0.022,0.092,14,22
0.488,0.471,0.467,0.353,0.353,0.365,0.365,0.419,2,77
0.527,0.359,0.359,0.288,0.284,0.145,0.188,0.304,4,38
0.384,0.025,0.05,0.032,0.034,0.0,0.008,0.062,18,37
0.441,0.189,0.209,0.16,0.152,0.027,0.089,0.194,8,10
0.419,0.101,0.128,0.134,0.128,0.015,0.067,0.17,10,10
0.458,0.156,0.167,0.136,0.142,0.03,0.084,0.183,8,38
0.365,0.096,0.117,0.092,0.101,0.009,0.044,0.138,12,93
0.382,0.041,0.071,0.047,0.053,0.002,0.02,0.083,16,50
0.514,0.344,0.334,0.283,0.295,0.171,0.211,0.287,4,46
0.467,0.47,0.489,0.368,0.368,0.398,0.398,0.446,2,72
0.398,0.026,0.04,0.023,0.027,0.0,0.006,0.054,18,49
0.397,0.107,0.124,0.107,0.104,0.009,0.056,0.155,10,44
0.493,0.471,0.481,0.34,0.34,0.381,0.381,0.409,2,2
0.382,0.077,0.107,0.065,0.08,0.001,0.026,0.1,14,65
0.43,0.168,0.186,0.142,0.164,0.031,0.085,0.204,8,65
0.396,0.051,0.069,0.042,0.052,0.003,0.022,0.09,14,46
0.385,0.137,0.152,0.115,0.119,0.017,0.064,0.15,10,100
0.525,0.343,0.335,0.291,0.299,0.162,0.221,0.303,4,67
0.37,0.026,0.044,0.041,0.032,0.002,0.009,0.07,18,18
0.443,0.245,0.244,0.216,0.208,0.062,0.152,0.262,6,53
0.373,0.018,0.036,0.027,0.033,0.0,0.009,0.05,18,15
0.471,0.247,0.24,0.202,0.209,0.067,0.136,0.243,6,71
0.414,0.116,0.125,0.118,0.105,0.012,0.062,0.154,10,73
0.457,0.169,0.186,0.153,0.159,0.03,0.104,0.197,8,12
0.358,0.062,0.073,0.071,0.061,0.002,0.03,0.102,14,61
0.415,0.159,0.179,0.144,0.155,0.028,0.093,0.184,8,69
0.509,0.346,0.341,0.285,0.298,0.166,0.226,0.303,4,59
0.436,0.184,0.195,0.165,0.16,0.032,0.099,0.206,8,21
0.442,0.112,0.13,0.116,0.106,0.02,0.061,0.152,10,8
0.387,0.04,0.068,0.051,0.057,0.0,0.015,0.088,16,51
0.382,0.05,0.088,0.082,0.082,0.001,0.033,0.105,14,54
0.409,0.101,0.12,0.101,0.109,0.004,0.048,0.138,12,31
0.506,0.37,0.365,0.289,0.295,0.178,0.221,0.299,4,81
0.543,0.342,0.33,0.29,0.296,0.158,0.209,0.295,4,9
0.395,0.051,0.073,0.067,0.06,0.0,0.03,0.1,14,89
0.478,0.509,0.475,0.333,0.333,0.376,0.376,0.418,2,100
0.501,0.485,0.504,0.325,0.325,0.385,0.385,0.399,2,69
0.475,0.467,0.489,0.336,0.336,0.398,0.398,0.431,2,38
0.378,0.058,0.073,0.053,0.053,0.003,0.024,0.086,14,56
0.4,0.068,0.087,0.072,0.076,0.006,0.038,0.112,12,55
0.427,0.126,0.157,0.12,0.118,0.013,0.057,0.163,10,38
0.509,0.329,0.324,0.284,0.275,0.141,0.198,0.285,4,32
0.527,0.545,0.514,0.334,0.334,0.372,0.372,0.431,2,48
0.394,0.084,0.103,0.091,0.093,0.006,0.038,0.124,12,38
0.379,0.115,0.14,0.107,0.111,0.012,0.053,0.153,10,65
0.404,0.059,0.088,0.069,0.07,0.002,0.03,0.102,14,67
0.392,0.03,0.039,0.036,0.023,0.0,0.009,0.058,18,41
0.377,0.088,0.099,0.087,0.095,0.005,0.036,0.133,12,67
0.427,0.153,0.184,0.156,0.157,0.03,0.096,0.2,8,53
0.5,0.348,0.337,0.277,0.297,0.161,0.215,0.297,4,65
0.395,0.042,0.061,0.051,0.04,0.0,0.019,0.079,16,99
0.391,0.044,0.058,0.063,0.059,0.0,0.02,0.091,14,6
0.401,0.069,0.092,0.069,0.067,0.003,0.035,0.105,14,68
0.493,0.5,0.475,0.357,0.357,0.378,0.378,0.448,2,6
0.4,0.077,0.103,0.082,0.088,0.005,0.04,0.129,12,12
0.513,0.339,0.326,0.281,0.293,0.162,0.22,0.294,4,19
0.42,0.188,0.204,0.162,0.177,0.04,0.107,0.196,8,36
0.394,0.067,0.089,0.059,0.081,0.0,0.021,0.11,14,59
0.406,0.119,0.133,0.118,0.128,0.017,0.071,0.152,10,90
0.379,0.042,0.062,0.052,0.042,0.002,0.016,0.079,16,92
0.37,0.051,0.07,0.046,0.059,0.003,0.013,0.086,14,44
0.47,0.178,0.187,0.152,0.163,0.031,0.092,0.182,8,6
0.402,0.078,0.103,0.078,0.083,0.008,0.035,0.115,12,70
0.407,0.038,0.054,0.033,0.042,0.0,0.013,0.069,16,16
0.437,0.171,0.17,0.158,0.153,0.031,0.094,0.184,8,20
0.413,0.071,0.095,0.082,0.07,0.003,0.04,0.119,12,75
0.381,0.057,0.078,0.059,0.062,0.001,0.027,0.108,14,96
0.442,0.171,0.196,0.161,0.177,0.03,0.1,0.206,8,50
0.537,0.312,0.312,0.265,0.276,0.147,0.207,0.281,4,10
0.529,0.366,0.358,0.275,0.295,0.145,0.193,0.281,4,34
0.387,0.101,0.128,0.091,0.107,0.012,0.046,0.134,10,15
0.362,0.038,0.058,0.042,0.042,0.001,0.016,0.079,16,86
0.403,0.058,0.07,0.068,0.07,0.002,0.021,0.101,14,8
0.456,0.152,0.176,0.155,0.15,0.027,0.092,0.187,8,27
0.375,0.032,0.048,0.041,0.029,0.0,0.015,0.064,16,28
0.536,0.352,0.342,0.289,0.289,0.154,0.217,0.281,4,40
0.407,0.088,0.107,0.1,0.101,0.009,0.046,0.133,12,91
0.45,0.45,0.465,0.338,0.338,0.366,0.366,0.417,2,75
0.456,0.223,0.233,0.216,0.21,0.076,0.149,0.243,6,10
0.407,0.066,0.086,0.079,0.077,0.004,0.03,0.123,12,61
0.459,0.261,0.277,0.223,0.235,0.073,0.153,0.256,6,39
0.432,0.084,0.1,0.078,0.072,0.009,0.038,0.11,12,69
0.378,0.082,0.106,0.079,0.079,0.007,0.037,0.112,12,100
0.513,0.369,0.35,0.282,0.297,0.154,0.199,0.3,4,7
0.538,0.52,0.493,0.328,0.328,0.371,0.371,0.424,2,83
0.459,0.493,0.473,0.351,0.351,0.379,0.379,0.427,2,42
0.445,0.172,0.184,0.145,0.146,0.038,0.099,0.182,8,54
0.491,0.448,0.474,0.366,0.366,0.41,0.41,0.414,2,18
0.439,0.25,0.248,0.185,0.192,0.055,0.123,0.216,6,12
0.461,0.234,0.243,0.187,0.199,0.064,0.124,0.216,6,92
0.435,0.258,0.262,0.215,0.226,0.06,0.152,0.244,6,94
0.38,0.027,0.052,0.043,0.038,0.001,0.011,0.067,18,88
0.441,0.177,0.193,0.154,0.164,0.029,0.091,0.203,8,28
0.45,0.246,0.251,0.209,0.217,0.078,0.14,0.245,6,85
0.416,0.137,0.163,0.121,0.128,0.011,0.054,0.169,10,12
0.418,0.106,0.123,0.103,0.097,0.008,0.045,0.141,12,18
0.401,0.045,0.08,0.078,0.068,0.006,0.033,0.116,14,15
0.395,0.071,0.103,0.108,0.095,0.006,0.055,0.136,12,36
0.451,0.161,0.182,0.148,0.163,0.026,0.089,0.202,8,9
0.384,0.024,0.046,0.047,0.037,0.001,0.01,0.07,18,35
0.374,0.055,0.08,0.072,0.071,0.002,0.025,0.102,14,71
0.418,0.081,0.101,0.08,0.078,0.003,0.023,0.119,12,82
0.389,0.035,0.058,0.044,0.045,0.001,0.014,0.071,16,94
0.412,0.128,0.14,0.105,0.116,0.016,0.061,0.159,10,23
0.51,0.346,0.355,0.302,0.309,0.163,0.224,0.309,4,64
0.486,0.49,0.464,0.34,0.34,0.367,0.367,0.439,2,96
0.383,0.127,0.139,0.114,0.131,0.022,0.069,0.157,10,26
0.394,0.048,0.062,0.047,0.053,0.001,0.021,0.077,16,87
0.359,0.029,0.045,0.031,0.036,0.0,0.01,0.072,18,29
0.409,0.109,0.137,0.101,0.108,0.007,0.06,0.157,10,70
0.377,0.065,0.081,0.065,0.068,0.001,0.022,0.096,14,58
0.454,0.253,0.259,0.21,0.23,0.076,0.151,0.242,6,55
0.392,0.053,0.08,0.063,0.061,0.003,0.027,0.097,14,37
0.487,0.476,0.499,0.331,0.331,0.372,0.372,0.43,2,81
