newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
-0.284546878618829,-6.805836361631989,-4.42482923075112,-4.671062097269593,-4.973139522142908,-18.09975497478609,-7.535788974340959,-3.1023300744520137,16,48
-0.21679702571067833,-5.641325784054618,-3.697876948731776,-3.7183476457914035,-4.147124323855154,-15.142345827764894,-6.245587009328254,-2.5679922314669277,14,100
-0.258862900830134,-8.31979128648678,-5.075811943387804,-4.964347862382108,-5.785628114222161,-20.28793291270219,-8.52778310256685,-3.571338990054936,18,95
-0.1682999065736068,-1.860880512029509,-1.4177379774915666,-1.6679410655029179,-1.7276211111936124,-7.4482632235952915,-3.2613427517028692,-1.4941617365224773,8,78
-0.19371261634131626,-2.9254169406735855,-2.1252376826701673,-2.4162278895119123,-2.42145366145185,-9.784248927443482,-3.9520874351245,-1.628492025429474,10,6
-0.1659308892609552,-4.057618097560155,-2.7582587923283493,-2.7773273213614194,-3.2320865861265573,-12.422688593934964,-4.984566224145692,-1.986650312201124,12,79
-3.566414930739059e-10,-8.258333732552581e-10,-8.558703462127615e-10,-0.03296467597943824,-0.03296467597943824,-1.4261031570051632,-1.4261031570051632,-3.077115996250264,2,17
-0.2312323936179197,-4.070534070995756,-2.743429828030684,-2.8567337903226138,-3.257105947053028,-12.374779214741437,-4.994888576306703,-2.0314504867551353,12,2
-0.2152636614849551,-5.404397024793415,-3.6019930460108527,-3.9945796748979756,-4.122573962949392,-14.92039056953814,-6.3154312164881325,-2.6235193714991873,14,5
-0.25432405681203984,-8.529788915747613,-5.2578660684136524,-5.185096301898069,-5.852050656766745,-20.626481797344137,-8.718327473098482,-3.697961449880242,18,33
-0.21669822158080684,-3.0015870560525153,-2.153888444144345,-2.373952712245885,-2.5258851015436976,-10.37968075385516,-4.348813539340311,-1.7544479356070262,10,56
-0.22187980720873804,-5.323755527340643,-3.601586014759632,-3.997530062601314,-4.13032464876991,-15.28470260510627,-6.409498064866031,-2.7288077379353375,14,14
-0.20745428411307337,-2.994686462877462,-2.0850956197549575,-2.2322759956876688,-2.395781444696686,-9.646260505276013,-3.88848746129761,-1.4833631380975025,10,41
-0.18070422424394778,-1.838755578384907,-1.4032858609025303,-1.6151766345054714,-1.717012735793912,-7.612275908438743,-3.3348936422971684,-1.6178333698195102,8,91
-0.24450206385784384,-7.024465684513342,-4.580403516231387,-4.851065811368133,-5.155482812938478,-18.05164162613762,-7.673875673139764,-3.3173817251986666,16,98
-0.262816420699993,-4.140632493388505,-2.803907439250923,-3.0626242151767182,-3.3245350733235917,-12.461828714095496,-5.025856822684178,-2.037862293650487,12,33
-0.2437237008364627,-4.232438143616297,-2.8742882255674567,-2.9751109991329505,-3.334347215184629,-12.833373865231342,-5.187335454078406,-2.119655020468281,12,13
-0.12316741596820671,-0.9357184623485936,-0.7137747436729871,-0.8507985144071849,-0.9454482972162852,-5.0100961289933394,-2.563772650013091,-1.3138628647354986,6,84
-0.23538695931352785,-4.104277877970801,-2.849387137659449,-2.9255946897695764,-3.289974407342254,-12.643424987191556,-5.102629842052709,-2.082104537607441,12,22
-0.11088830193384236,-1.8843595422362829,-1.4398257903302312,-1.7426485149330657,-1.8823733997440626,-7.400473621049052,-3.1213424223282136,-1.3689481138924866,8,31
-0.03682854478045023,-0.3117985990731505,-0.25461512865975816,-0.3755149617931754,-0.3591946384847937,-3.477584309733858,-2.4224612020402696,-2.6043060982522372,4,66
-0.22002122301775323,-5.768150256706469,-3.673774298760942,-3.590228042933124,-4.067503069302228,-14.697677248012573,-6.205542289525509,-2.582401327898055,14,84
-0.26937584990790014,-6.959494403573824,-4.445777597987171,-4.463715192685406,-5.058758452307665,-17.822730811385817,-7.540660946420457,-3.2117163298795486,16,19
-0.24870520167589638,-7.171348936373246,-4.511160805961215,-4.573034395599064,-5.039031583875359,-17.90190923237142,-7.503185806300304,-3.11978676503652,16,33
-0.24313665889257782,-4.318134774295337,-2.888641119987622,-3.05481020599823,-3.19523250191262,-12.23662397863096,-5.030067743481437,-2.071855374401767,12,54
-0.03341732127182417,-0.2938580801339465,-0.24584828744479092,-0.3776371311610846,-0.3479429793063268,-3.3849212487522014,-2.349082907090624,-3.0821727685266906,4,94
4.933116320784969e-10,3.8376860473504635e-10,6.380802380911987e-11,-0.019823371296996746,-0.019823371296996746,-1.3395356949513717,-1.3395356949513717,-3.7018803407581915,2,90
6.781622323565051e-10,4.117073546250349e-10,4.962357715299071e-10,-0.015944438434299147,-0.015944438434299147,-1.1973676156812934,-1.1973676156812934,-3.822965868267472,2,45
-0.24986587169997904,-4.217210883253091,-2.833722760913326,-3.1312946725507604,-3.2806089729980084,-12.40963367753218,-5.1276544844203364,-2.1110458680988975,12,59
2.2177164975267781e-10,1.7691146006471037e-10,-1.1075177015762439e-10,-0.018158608175687,-0.018158608175687,-1.147622379900914,-1.147622379900914,-3.045952210126099,2,30
-0.28184967697572216,-8.700161553605044,-5.291023632584773,-5.363530680457676,-5.908232255134986,-20.531517638588994,-8.687135884688754,-3.67286070072728,18,21
-0.1907545285575576,-6.8232662617330755,-4.433936919920305,-4.202071184485463,-5.099621889393355,-17.477473817061057,-7.5113148812642505,-3.1907750944807827,16,81
-0.03533158576566519,-0.2550012176953284,-0.21413361092496722,-0.3561659538954433,-0.3664284322297079,-3.509771598289877,-2.503122143915884,-2.9492960934094437,4,30
-0.15620543345935545,-1.9215899724609797,-1.4344320935308021,-1.6925609139158038,-1.7882977980637793,-7.531956284424991,-3.1805264378817166,-1.439113019390255,8,4
2.4661373637657746e-11,-1.378267535517841e-10,1.0169223102485248e-11,-0.014797212793361329,-0.014797212793361329,-1.3850762446228737,-1.3850762446228737,-3.218464122548432,2,50
-0.22420480797127118,-4.146130428645113,-2.859323709269588,-2.895170815868955,-3.276414932200406,-12.508239737114081,-5.101952636431002,-2.0808010479090275,12,25
-1.3406485521033628e-10,5.531875426484367e-11,-4.911219792513855e-10,-0.0027123585298429427,-0.0027123585298429427,-1.3590747472242404,-1.3590747472242404,-3.011433798504755,2,76
-0.03486930280755328,-0.25386492133815614,-0.20719315244466885,-0.33540596236965486,-0.3049113905977128,-3.433243002627204,-2.4078589325458615,-2.5489076470145675,4,49
-0.03271239573376057,-0.26033642091721076,-0.21385446368558467,-0.2907832351821263,-0.3233600972905432,-3.1489271301536386,-2.166564616204049,-2.4180371628022606,4,52
-0.18604465152197816,-2.0163742350708795,-1.4343095663058645,-1.6213066348173548,-1.7056853049150358,-7.010362227099227,-2.8687867023879448,-1.2075377117137114,8,2
1.4306719740148078e-10,3.365207870420495e-10,9.180879585041212e-11,-0.019092830293441946,-0.019092830293441946,-1.336489378637316,-1.336489378637316,-3.514342935999059,2,93
-0.18359111971767053,-1.9364722215560868,-1.4093460523335652,-1.6500274679870317,-1.6913844129850668,-7.087839160925157,-2.885731287160984,-1.1916544327378331,8,41
-0.029211853976775955,-0.2927164181207275,-0.24433772844403412,-0.3604172829798302,-0.41509336690346627,-3.5430144148129146,-2.4532586081548162,-2.677137983743362,4,42
-0.20565824618686862,-4.1512638851213195,-2.8377306368144795,-2.9376253328973716,-3.253882182735522,-12.327773826817078,-5.07718121105998,-2.1180929278113783,12,48
-0.14842052801472552,-2.8113450980591432,-2.0181502674705265,-2.350435046402122,-2.460516417550574,-9.84509298053505,-4.009764350235955,-1.614211236420486,10,89
-0.040276293822349846,-0.2459376771743159,-0.1929238219137696,-0.356903078817366,-0.34455006250374215,-3.283059529914608,-2.264913449474758,-2.741094634966251,4,88
-0.22305777354439632,-3.094368824225024,-2.1909483048387153,-2.361883040110926,-2.521719440339415,-10.040556047686511,-4.028326206234366,-1.5901087311782287,10,59
-0.2368909145560057,-4.38859679617737,-3.0584430797221467,-3.228443881815215,-3.4932117946240124,-13.027223814011432,-5.303116121792245,-2.198123303056457,12,21
-0.10379139081213548,-0.9371933797800513,-0.679475636077611,-0.916732680964628,-0.8729966007361688,-5.163291616718665,-2.6976200189167665,-1.6677735238597173,6,27
-0.13583476918750628,-1.714851024327541,-1.2558578853528153,-1.6531109989247683,-1.5380706106419098,-7.168638658461588,-3.0269919695966254,-1.1914645279896048,8,22
-0.27590687303692735,-6.907265598631589,-4.334277082202938,-4.162104457756932,-4.795904181537245,-17.422130340208817,-7.270229504883098,-2.9989167771910124,16,37
-0.22242162443891886,-5.5932904355259145,-3.5468286689499355,-3.3810852424630236,-3.9470296553399695,-15.117346254249803,-6.199406847982192,-2.574574891183288,14,70
4.8410475170235224e-11,-2.798036521506342e-10,1.551554719564363e-10,-0.012385167720114883,-0.012385167720114883,-1.2963748537054882,-1.2963748537054882,-3.563389747899425,2,16
6.274947641424223e-10,-2.7432938187049727e-10,-9.399709761243047e-11,-0.016105098435654563,-0.016105098435654563,-1.3864510741326377,-1.3864510741326377,-3.5643674601667863,2,11
-0.15366929831484513,-1.825163100714845,-1.3315071452054397,-1.5575640501119807,-1.6706393237439425,-7.296623381991735,-3.113093686585411,-1.2420434226502706,8,79
-0.26632350138200056,-5.63625816480833,-3.762858583189015,-3.818367054208064,-4.179685630061161,-15.28888387605803,-6.357160304212732,-2.6585538119363052,14,53
-0.1736478464632757,-1.8842788440656326,-1.3918231727046304,-1.6639760124820127,-1.7498607553271333,-7.1606049101238405,-3.093001469313166,-1.320552839251663,8,74
-0.11028164249386503,-0.9575183975759964,-0.736505057281116,-0.9083362445075968,-0.9843058339028917,-5.464584437284684,-2.8425459214460664,-1.512975211447061,6,77
-0.2275306758887383,-6.676905225924424,-4.359806146270842,-4.4703763755551735,-4.928925325024455,-18.23493162890853,-7.578232676356793,-3.112118761770029,16,9
-0.11448487696360655,-0.8993213889491078,-0.7034231935003892,-0.8521960649194743,-0.9700329378682663,-5.020662931678551,-2.386999114679774,-1.060898336289235,6,32
-0.03586972885317701,-0.292995645002933,-0.2338471293748547,-0.34611246568139825,-0.3614856756805972,-3.3001071229466934,-2.2505926054682517,-2.692185773665374,4,31
-0.24908466826711123,-6.824400367084992,-4.416795299306346,-4.459428978999166,-4.949806166032029,-18.045780143345247,-7.597162349618,-3.163162943900851,16,60
-0.22795045769048222,-4.203192461766532,-2.954839664130293,-3.2343150802732343,-3.409588728675787,-12.942283376390263,-5.280979453505478,-2.200937335820581,12,40
4.7056920920302e-10,7.26942228634897e-12,-8.302780855201641e-11,-0.028131019173488772,-0.028131019173488772,-1.4165367206092183,-1.4165367206092183,-3.698953066885664,2,47
-0.2753444100279528,-8.162982918619607,-5.240978059259935,-4.941260543691435,-5.8986230976778735,-20.47798657204084,-8.728765673522455,-3.6581848458027255,18,65
-0.2703135100011373,-8.374902732586012,-5.270448272644347,-5.071607832735831,-5.855336800461125,-20.648663794595457,-8.808501996293575,-3.7418911532484134,18,75
-0.21914625820651196,-3.106658236173793,-2.159874409761036,-2.476090463734683,-2.511985490272783,-9.686077427106014,-4.073691313555889,-1.674601205268911,10,76
