newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,M,rep
0.5225,0.366,0.33925,0.218,0.23975,0.107,0.14475,0.22425,20000,97
0.528,0.36275,0.32725,0.21875,0.247,0.1,0.14075,0.22825,20000,67
0.504,0.3466666666666667,0.3233333333333333,0.24466666666666667,0.25266666666666665,0.13666666666666666,0.18066666666666667,0.25333333333333335,7500,67
0.5075,0.3425,0.3315,0.2435,0.263,0.13,0.174,0.2555,10000,26
0.5266666666666666,0.33,0.31133333333333335,0.26066666666666666,0.26,0.14266666666666666,0.19266666666666668,0.276,7500,34
0.524,0.3645,0.3485,0.2465,0.2635,0.1215,0.1745,0.2625,10000,68
0.5273333333333333,0.36,0.33666666666666667,0.254,0.284,0.13866666666666666,0.18133333333333335,0.26266666666666666,7500,12
0.505,0.47,0.485,0.415,0.435,0.135,0.16,0.26,1000,39
0.536,0.369,0.33675,0.20825,0.23125,0.104,0.13825,0.21525,20000,1
0.5305,0.3485,0.332,0.247,0.2555,0.139,0.169,0.257,10000,38
0.5175,0.349,0.331,0.261,0.259,0.1345,0.181,0.2665,10000,2
0.52575,0.374,0.3425,0.21575,0.22725,0.1055,0.14125,0.2245,20000,47
0.5173333333333333,0.3473333333333333,0.3273333333333333,0.26466666666666666,0.268,0.14,0.186,0.27266666666666667,7500,91
0.5265,0.34,0.325,0.224,0.251,0.1295,0.175,0.2515,10000,87
0.5395,0.36625,0.3365,0.20775,0.22025,0.104,0.141,0.21175,20000,79
0.5161,0.4067,0.3782,0.2065,0.2384,0.0898,0.1196,0.2,50000,8
0.498,0.386,0.366,0.33,0.332,0.188,0.246,0.27,2500,12
0.5253333333333333,0.318,0.322,0.2733333333333333,0.27666666666666667,0.15066666666666667,0.19866666666666666,0.29333333333333333,7500,21
0.5234,0.4053,0.3733,0.2015,0.2344,0.0881,0.1191,0.1903,50000,87
0.5265,0.3115,0.305,0.2315,0.235,0.118,0.172,0.237,10000,33
0.5015,0.3415,0.341,0.2685,0.284,0.1465,0.1965,0.2815,10000,72
0.526,0.35133333333333333,0.326,0.25933333333333336,0.264,0.13866666666666666,0.19,0.26266666666666666,7500,6
0.533,0.3265,0.307,0.2095,0.2315,0.1125,0.1555,0.2255,10000,60
0.5393333333333333,0.34933333333333333,0.32666666666666666,0.25933333333333336,0.27466666666666667,0.13333333333333333,0.18133333333333335,0.2846666666666667,7500,56
0.5225,0.37225,0.3505,0.22025,0.245,0.10975,0.143,0.22825,20000,20
0.513,0.353,0.343,0.2525,0.2705,0.1305,0.183,0.2655,10000,76
0.555,0.505,0.49,0.36,0.35,0.145,0.145,0.36,1000,54
0.531,0.3555,0.3455,0.2365,0.241,0.1295,0.1715,0.2435,10000,92
0.5346666666666666,0.358,0.34,0.2613333333333333,0.2733333333333333,0.13866666666666666,0.18666666666666668,0.27266666666666667,7500,43
0.51725,0.3645,0.3375,0.22475,0.2355,0.1105,0.1475,0.22425,20000,89
0.514,0.352,0.364,0.338,0.346,0.19,0.236,0.282,2500,3
0.445,0.47,0.465,0.39,0.39,0.145,0.155,0.285,1000,25
0.444,0.402,0.408,0.406,0.384,0.178,0.234,0.294,2500,1
0.544,0.368,0.378,0.316,0.32,0.182,0.238,0.272,2500,52
0.5345,0.35725,0.333,0.21225,0.237,0.1025,0.13575,0.21,20000,84
0.54025,0.36925,0.34525,0.228,0.24875,0.10975,0.1525,0.232,20000,63
0.5204,0.4074,0.3711,0.2142,0.2336,0.0921,0.1186,0.1996,50000,54
0.465,0.45,0.48,0.46,0.455,0.18,0.195,0.255,1000,66
0.565,0.42,0.41,0.375,0.345,0.18,0.2,0.32,1000,90
0.5066666666666667,0.33666666666666667,0.334,0.2733333333333333,0.28733333333333333,0.14133333333333334,0.19466666666666665,0.29333333333333333,7500,62
0.5208,0.399,0.371,0.2133,0.2349,0.0921,0.1203,0.1998,50000,29
0.5293333333333333,0.35333333333333333,0.324,0.24266666666666667,0.25133333333333335,0.13,0.17133333333333334,0.258,7500,28
0.532,0.3526666666666667,0.334,0.282,0.29133333333333333,0.13866666666666666,0.19466666666666665,0.2833333333333333,7500,38
0.49,0.47,0.455,0.395,0.36,0.18,0.2,0.335,1000,37
0.5195,0.345,0.333,0.2315,0.246,0.1305,0.1705,0.2415,10000,79
0.49,0.455,0.46,0.415,0.415,0.16,0.195,0.29,1000,41
0.5234,0.4159,0.3821,0.2225,0.2394,0.0966,0.1223,0.2076,50000,41
0.5201,0.4114,0.378,0.206,0.224,0.0926,0.1189,0.1956,50000,63
0.5257,0.4098,0.3763,0.2055,0.2323,0.0893,0.1169,0.1949,50000,51
0.49533333333333335,0.32066666666666666,0.31266666666666665,0.246,0.27,0.144,0.194,0.262,7500,9
0.515,0.49,0.49,0.37,0.39,0.195,0.23,0.32,1000,48
0.5253333333333333,0.32866666666666666,0.328,0.25333333333333335,0.284,0.15,0.18866666666666668,0.274,7500,72
0.5,0.4,0.43,0.4,0.37,0.14,0.165,0.235,1000,12
0.523,0.3485,0.338,0.2305,0.248,0.1155,0.1515,0.239,10000,73
0.5025,0.324,0.3,0.232,0.242,0.1205,0.1635,0.2465,10000,45
0.485,0.46,0.485,0.435,0.395,0.19,0.2,0.29,1000,32
0.53425,0.35725,0.34075,0.24325,0.25275,0.1155,0.15075,0.23675,20000,4
0.512,0.37175,0.3485,0.22875,0.23425,0.10525,0.144,0.22575,20000,77
0.54275,0.3655,0.34225,0.2145,0.246,0.10575,0.1455,0.22075,20000,83
0.5173333333333333,0.33266666666666667,0.32066666666666666,0.25266666666666665,0.26666666666666666,0.14133333333333334,0.18466666666666667,0.2786666666666667,7500,65
0.516,0.366,0.356,0.34,0.322,0.19,0.236,0.318,2500,56
0.5229,0.4139,0.3789,0.2124,0.232,0.0917,0.1226,0.2014,50000,70
0.5,0.398,0.406,0.344,0.348,0.166,0.208,0.284,2500,88
0.492,0.378,0.376,0.39,0.376,0.16,0.218,0.3,2500,51
0.5345,0.347,0.3245,0.238,0.268,0.126,0.1795,0.2555,10000,20
0.5154,0.4082,0.3744,0.2115,0.2447,0.095,0.1262,0.2016,50000,91
0.488,0.338,0.35,0.35,0.344,0.194,0.244,0.28,2500,55
0.52,0.415,0.445,0.365,0.36,0.205,0.235,0.31,1000,56
0.5255,0.36275,0.341,0.226,0.227,0.1035,0.13775,0.2205,20000,31
0.51825,0.362,0.32925,0.21175,0.23,0.1055,0.137,0.22025,20000,24
0.5333333333333333,0.3446666666666667,0.334,0.252,0.2633333333333333,0.13466666666666666,0.16933333333333334,0.25533333333333336,7500,48
0.504,0.372,0.368,0.346,0.354,0.168,0.216,0.296,2500,24
0.5193333333333333,0.3426666666666667,0.322,0.242,0.26866666666666666,0.134,0.18533333333333332,0.25866666666666666,7500,30
0.52325,0.381,0.3505,0.216,0.235,0.0975,0.136,0.2155,20000,62
0.542,0.359,0.3335,0.2165,0.244,0.115,0.152,0.2275,10000,37
0.51875,0.35675,0.32375,0.22325,0.24025,0.10425,0.13775,0.22475,20000,65
0.476,0.392,0.388,0.382,0.398,0.188,0.242,0.29,2500,64
0.51,0.42,0.435,0.43,0.405,0.195,0.22,0.245,1000,70
0.5271,0.4104,0.3788,0.2177,0.2477,0.0953,0.123,0.2039,50000,6
0.485,0.445,0.5,0.385,0.415,0.225,0.245,0.25,1000,9
0.51875,0.37075,0.3425,0.21325,0.236,0.106,0.14125,0.222,20000,81
0.5093333333333333,0.344,0.33066666666666666,0.246,0.25733333333333336,0.14066666666666666,0.19333333333333333,0.2613333333333333,7500,25
0.5115,0.3365,0.319,0.2385,0.253,0.1225,0.1705,0.26,10000,39
0.5033333333333333,0.348,0.3413333333333333,0.2613333333333333,0.282,0.13066666666666665,0.19533333333333333,0.2753333333333333,7500,40
0.478,0.396,0.386,0.34,0.342,0.192,0.24,0.258,2500,10
0.514,0.33266666666666667,0.30933333333333335,0.27066666666666667,0.2786666666666667,0.134,0.198,0.2653333333333333,7500,14
0.53,0.342,0.332,0.25866666666666666,0.2773333333333333,0.14466666666666667,0.202,0.2673333333333333,7500,69
0.508,0.35,0.342,0.332,0.342,0.206,0.266,0.268,2500,93
0.502,0.39,0.384,0.33,0.334,0.172,0.222,0.268,2500,75
0.545,0.395,0.435,0.375,0.365,0.165,0.185,0.28,1000,96
0.482,0.336,0.366,0.36,0.36,0.186,0.234,0.302,2500,100
0.56,0.5,0.485,0.355,0.37,0.195,0.21,0.325,1000,6
0.51875,0.3745,0.3435,0.2285,0.246,0.1045,0.144,0.2245,20000,40
0.518,0.4046,0.3707,0.2025,0.2342,0.0935,0.1202,0.1962,50000,90
0.5196,0.4115,0.3754,0.2069,0.2289,0.0874,0.1151,0.1969,50000,11
0.5205,0.4004,0.3683,0.2065,0.225,0.0863,0.1144,0.1944,50000,20
0.45,0.455,0.47,0.435,0.405,0.205,0.22,0.255,1000,78
0.50125,0.366,0.3455,0.22275,0.2305,0.10475,0.13675,0.2155,20000,100
0.5,0.5,0.505,0.43,0.42,0.21,0.21,0.265,1000,19
0.535,0.46,0.455,0.405,0.37,0.2,0.21,0.305,1000,34
0.5315,0.368,0.3385,0.218,0.2325,0.10775,0.142,0.22225,20000,95
0.5201,0.3984,0.3642,0.2062,0.2303,0.092,0.1202,0.1976,50000,55
0.54,0.344,0.3125,0.236,0.245,0.123,0.1615,0.2505,10000,35
0.5166666666666667,0.334,0.304,0.24866666666666667,0.256,0.13133333333333333,0.18266666666666667,0.2613333333333333,7500,59
0.53,0.45,0.435,0.37,0.38,0.11,0.115,0.29,1000,1
0.5182,0.4051,0.3711,0.2197,0.2375,0.093,0.1244,0.2056,50000,78
0.52425,0.365,0.33625,0.2175,0.22625,0.10475,0.13875,0.2215,20000,87
0.55,0.46,0.445,0.34,0.38,0.19,0.225,0.25,1000,14
0.51,0.32866666666666666,0.3233333333333333,0.274,0.288,0.15066666666666667,0.20133333333333334,0.278,7500,80
0.54,0.505,0.51,0.4,0.38,0.165,0.19,0.335,1000,71
0.5245,0.3365,0.321,0.2295,0.246,0.1265,0.161,0.24,10000,11
0.466,0.374,0.39,0.37,0.368,0.198,0.258,0.294,2500,92
0.49,0.46,0.445,0.395,0.35,0.175,0.205,0.325,1000,89
0.53775,0.3615,0.34025,0.21975,0.248,0.10825,0.1445,0.223,20000,94
0.5375,0.34,0.3155,0.2215,0.2395,0.118,0.1625,0.2315,10000,66
0.504,0.338,0.34,0.304,0.312,0.162,0.21,0.272,2500,47
0.5146,0.4165,0.3826,0.2202,0.2441,0.0973,0.1215,0.2042,50000,47
0.51925,0.36575,0.334,0.2005,0.22675,0.09675,0.13,0.207,20000,26
0.518,0.3655,0.34475,0.2095,0.23425,0.10575,0.14225,0.2155,20000,37
0.537,0.342,0.3205,0.227,0.2485,0.1095,0.1565,0.2455,10000,74
0.5153,0.4027,0.3626,0.2039,0.2221,0.0864,0.1116,0.1914,50000,16
0.486,0.356,0.37,0.364,0.362,0.16,0.222,0.25,2500,79
0.5173333333333333,0.31933333333333336,0.31533333333333335,0.25266666666666665,0.27066666666666667,0.14,0.19333333333333333,0.28733333333333333,7500,19
0.5305,0.338,0.3305,0.2395,0.2605,0.1205,0.171,0.259,10000,34
0.54,0.425,0.39,0.365,0.33,0.155,0.17,0.26,1000,4
0.49,0.348,0.362,0.336,0.356,0.188,0.24,0.29,2500,97
0.553,0.342,0.3375,0.239,0.2435,0.118,0.157,0.243,10000,90
0.5125,0.338,0.324,0.252,0.266,0.1395,0.186,0.255,10000,44
0.502,0.3393333333333333,0.3253333333333333,0.25866666666666666,0.2786666666666667,0.14466666666666667,0.19333333333333333,0.2833333333333333,7500,52
0.5245,0.36525,0.33775,0.2165,0.24775,0.104,0.14425,0.2215,20000,69
0.476,0.326,0.328,0.292,0.31,0.186,0.224,0.26,2500,39
0.498,0.352,0.358,0.348,0.358,0.198,0.244,0.288,2500,87
0.504,0.378,0.372,0.358,0.348,0.184,0.232,0.292,2500,43
0.515,0.48,0.48,0.415,0.39,0.185,0.225,0.275,1000,67
0.524,0.355,0.339,0.2345,0.2545,0.1365,0.1745,0.253,10000,1
0.5154,0.3868,0.3517,0.2161,0.2408,0.0953,0.1228,0.2055,50000,18
0.553,0.37075,0.34125,0.22525,0.23375,0.101,0.1345,0.22125,20000,99
0.5175,0.331,0.3075,0.251,0.2605,0.13,0.1665,0.2575,10000,55
0.492,0.368,0.374,0.366,0.364,0.186,0.242,0.32,2500,42
0.519,0.36475,0.35,0.22225,0.24225,0.1125,0.149,0.226,20000,68
0.5188,0.4073,0.3727,0.2001,0.2294,0.0931,0.1186,0.2,50000,40
0.515,0.48,0.445,0.395,0.38,0.17,0.175,0.295,1000,18
0.445,0.445,0.48,0.4,0.375,0.13,0.145,0.305,1000,95
0.52,0.36575,0.339,0.226,0.24775,0.10275,0.14475,0.225,20000,17
0.5213,0.4151,0.3833,0.2093,0.2382,0.0885,0.1215,0.2022,50000,15
0.474,0.366,0.368,0.36,0.366,0.176,0.22,0.3,2500,19
0.5157,0.4069,0.3781,0.2025,0.2346,0.0919,0.1189,0.1962,50000,49
0.514,0.37,0.368,0.344,0.334,0.168,0.218,0.248,2500,32
0.528,0.3365,0.32,0.238,0.262,0.1215,0.173,0.2485,10000,71
0.534,0.356,0.3365,0.233,0.2545,0.1285,0.177,0.241,10000,10
0.51725,0.3675,0.3425,0.20725,0.22875,0.10375,0.13675,0.2185,20000,71
0.5065,0.34,0.3265,0.246,0.2525,0.126,0.172,0.2555,10000,84
0.5293333333333333,0.3506666666666667,0.3413333333333333,0.25,0.274,0.13533333333333333,0.18333333333333332,0.27066666666666667,7500,70
0.52,0.48,0.495,0.38,0.37,0.22,0.24,0.29,1000,69
0.5346666666666666,0.35,0.3253333333333333,0.2693333333333333,0.272,0.158,0.21466666666666667,0.2846666666666667,7500,11
0.52,0.485,0.44,0.355,0.37,0.19,0.205,0.3,1000,97
0.537,0.3245,0.3095,0.233,0.244,0.1205,0.1705,0.2525,10000,56
0.53,0.353,0.332,0.2495,0.257,0.125,0.1795,0.265,10000,78
0.5465,0.344,0.3395,0.2375,0.2585,0.134,0.177,0.2605,10000,48
0.5025,0.3275,0.3175,0.2495,0.2565,0.126,0.1695,0.2545,10000,85
0.523,0.3455,0.326,0.253,0.2675,0.1175,0.1725,0.2605,10000,86
0.5168,0.4009,0.373,0.2113,0.234,0.086,0.1151,0.198,50000,9
0.492,0.372,0.356,0.322,0.336,0.176,0.218,0.246,2500,37
0.51625,0.3615,0.3365,0.21025,0.23275,0.105,0.1355,0.2135,20000,33
0.5193333333333333,0.35933333333333334,0.336,0.252,0.26666666666666666,0.146,0.19,0.27066666666666667,7500,22
0.4975,0.36675,0.352,0.228,0.236,0.0995,0.1415,0.2245,20000,60
0.52575,0.36325,0.345,0.2055,0.22325,0.09525,0.13275,0.204,20000,61
0.5193333333333333,0.366,0.344,0.2673333333333333,0.27666666666666667,0.14266666666666666,0.19466666666666665,0.288,7500,76
0.519,0.343,0.33,0.24,0.255,0.1385,0.183,0.2545,10000,99
0.5255,0.3345,0.319,0.2455,0.2495,0.13,0.182,0.258,10000,54
0.53475,0.361,0.3355,0.206,0.23275,0.0985,0.13775,0.21675,20000,8
0.5205,0.3675,0.352,0.2175,0.2375,0.10275,0.14225,0.22375,20000,73
0.5194,0.4072,0.3782,0.2165,0.2433,0.0946,0.1232,0.2058,50000,43
0.51,0.445,0.47,0.425,0.41,0.215,0.235,0.24,1000,13
0.5295,0.37525,0.34125,0.21425,0.22875,0.1015,0.135,0.21325,20000,51
0.526,0.3486666666666667,0.33466666666666667,0.27,0.274,0.14533333333333334,0.186,0.2733333333333333,7500,51
0.5425,0.339,0.3265,0.231,0.2485,0.133,0.171,0.242,10000,43
0.5231,0.4076,0.3729,0.2006,0.2279,0.09,0.1177,0.1979,50000,25
0.59,0.525,0.46,0.33,0.355,0.16,0.175,0.32,1000,51
0.516,0.373,0.3525,0.2365,0.261,0.1355,0.1735,0.255,10000,36
0.5345,0.36325,0.32725,0.22225,0.23625,0.102,0.14075,0.21925,20000,56
0.574,0.378,0.376,0.314,0.322,0.178,0.234,0.234,2500,94
0.495,0.465,0.435,0.34,0.365,0.17,0.19,0.31,1000,65
0.5237,0.4019,0.3669,0.2182,0.2439,0.092,0.1213,0.2027,50000,21
0.528,0.3605,0.3295,0.23,0.2445,0.11,0.151,0.2355,10000,21
0.51,0.3345,0.3195,0.252,0.2625,0.125,0.173,0.253,10000,96
0.544,0.344,0.3235,0.2275,0.2505,0.129,0.171,0.2475,10000,16
0.502,0.402,0.384,0.404,0.39,0.174,0.244,0.296,2500,77
0.53,0.42,0.43,0.34,0.35,0.155,0.18,0.215,1000,61
0.5205,0.345,0.332,0.244,0.2515,0.1285,0.169,0.253,10000,25
0.51,0.46,0.5,0.42,0.4,0.18,0.195,0.27,1000,15
0.5205,0.4088,0.3757,0.2102,0.2353,0.0892,0.1188,0.2012,50000,92
0.486,0.37,0.374,0.358,0.37,0.18,0.238,0.258,2500,6
0.502,0.336,0.34,0.34,0.34,0.19,0.238,0.29,2500,73
0.51,0.46,0.475,0.38,0.365,0.165,0.185,0.295,1000,88
0.5032,0.3998,0.3665,0.2032,0.2267,0.0935,0.1188,0.1981,50000,75
0.521,0.4128,0.3788,0.2151,0.2336,0.0954,0.1218,0.202,50000,81
0.514,0.351,0.3415,0.2515,0.2715,0.1295,0.1805,0.2675,10000,63
0.5205,0.36475,0.351,0.21625,0.23475,0.10075,0.14325,0.215,20000,82
0.506,0.376,0.36,0.356,0.342,0.172,0.22,0.242,2500,85
0.5206666666666667,0.322,0.30333333333333334,0.2633333333333333,0.2633333333333333,0.13466666666666666,0.19266666666666668,0.27666666666666667,7500,58
0.518,0.348,0.358,0.332,0.32,0.178,0.238,0.258,2500,96
0.492,0.376,0.372,0.336,0.352,0.172,0.21,0.286,2500,17
0.538,0.30866666666666664,0.2986666666666667,0.24066666666666667,0.25,0.14133333333333334,0.18666666666666668,0.25666666666666665,7500,7
0.5264,0.4113,0.3767,0.2149,0.2378,0.0958,0.1192,0.2011,50000,33
0.504,0.362,0.3506666666666667,0.278,0.29133333333333333,0.12733333333333333,0.18666666666666668,0.302,7500,4
0.51325,0.35625,0.3315,0.22675,0.24,0.1075,0.14625,0.22525,20000,7
0.5265,0.3375,0.3265,0.238,0.2615,0.1245,0.1585,0.2495,10000,41
0.512,0.368,0.376,0.352,0.348,0.176,0.258,0.282,2500,16
0.53,0.46,0.49,0.405,0.395,0.235,0.25,0.225,1000,94
0.54,0.45,0.475,0.355,0.36,0.185,0.195,0.27,1000,58
0.5213333333333333,0.3413333333333333,0.32133333333333336,0.24133333333333334,0.25666666666666665,0.13933333333333334,0.18133333333333335,0.2653333333333333,7500,94
0.502,0.372,0.384,0.35,0.356,0.178,0.228,0.304,2500,15
0.538,0.346,0.35,0.336,0.328,0.196,0.244,0.276,2500,70
0.505,0.51,0.535,0.435,0.445,0.145,0.155,0.325,1000,43
0.472,0.382,0.386,0.35,0.354,0.198,0.246,0.306,2500,40
0.5081,0.4024,0.3716,0.2053,0.2265,0.0915,0.1171,0.1935,50000,97
0.518,0.4128,0.3772,0.2315,0.252,0.0986,0.1325,0.2165,50000,7
0.5206666666666667,0.368,0.358,0.25333333333333335,0.27666666666666667,0.15933333333333333,0.196,0.2733333333333333,7500,79
0.52,0.3526666666666667,0.352,0.2653333333333333,0.2853333333333333,0.14333333333333334,0.19933333333333333,0.286,7500,99
0.5193,0.4041,0.3699,0.2114,0.2343,0.0946,0.1202,0.2014,50000,22
0.523,0.331,0.3065,0.2265,0.244,0.126,0.17,0.2445,10000,9
0.5355,0.321,0.318,0.24,0.2575,0.124,0.173,0.255,10000,61
0.542,0.3433333333333333,0.31,0.25133333333333335,0.25133333333333335,0.15133333333333332,0.20333333333333334,0.282,7500,83
0.5,0.485,0.475,0.38,0.345,0.165,0.2,0.32,1000,30
0.5,0.372,0.384,0.362,0.36,0.18,0.246,0.27,2500,83
0.475,0.43,0.46,0.39,0.39,0.175,0.19,0.19,1000,81
0.5266666666666666,0.37,0.3393333333333333,0.25533333333333336,0.282,0.14266666666666666,0.18933333333333333,0.288,7500,41
0.512,0.3315,0.313,0.2295,0.2465,0.113,0.1585,0.2355,10000,49
0.505,0.42,0.41,0.365,0.325,0.17,0.18,0.22,1000,2
0.523,0.353,0.321,0.217,0.23525,0.0985,0.13825,0.2195,20000,16
0.5225,0.3375,0.326,0.2405,0.259,0.1205,0.1595,0.248,10000,18
0.527,0.35125,0.3355,0.2245,0.23775,0.10825,0.1475,0.2235,20000,38
0.5265,0.334,0.324,0.2365,0.253,0.125,0.168,0.2435,10000,94
0.52,0.4107,0.3772,0.2155,0.2467,0.0938,0.123,0.2028,50000,45
0.5446666666666666,0.3406666666666667,0.342,0.25933333333333336,0.2753333333333333,0.12933333333333333,0.18066666666666667,0.27,7500,84
0.544,0.3335,0.3205,0.223,0.24,0.118,0.165,0.2355,10000,5
0.504,0.368,0.38,0.318,0.316,0.174,0.234,0.306,2500,86
0.545,0.385,0.415,0.39,0.375,0.15,0.16,0.26,1000,53
0.5258,0.4057,0.3653,0.2235,0.2408,0.0935,0.1204,0.2031,50000,32
0.484,0.364,0.374,0.342,0.354,0.142,0.184,0.274,2500,58
0.505,0.47,0.45,0.38,0.35,0.19,0.22,0.29,1000,57
0.5146666666666667,0.338,0.32866666666666666,0.2633333333333333,0.2853333333333333,0.13866666666666666,0.19,0.2793333333333333,7500,61
0.5186666666666667,0.3406666666666667,0.31533333333333335,0.258,0.264,0.13533333333333333,0.186,0.27266666666666667,7500,37
0.468,0.376,0.402,0.34,0.366,0.172,0.226,0.26,2500,2
0.5146666666666667,0.358,0.34,0.2613333333333333,0.2786666666666667,0.15,0.18466666666666667,0.28,7500,74
0.52,0.415,0.455,0.335,0.325,0.155,0.165,0.315,1000,3
0.542,0.31533333333333335,0.30533333333333335,0.23533333333333334,0.256,0.132,0.188,0.24133333333333334,7500,27
0.455,0.455,0.475,0.425,0.41,0.18,0.19,0.26,1000,26
0.525,0.475,0.51,0.375,0.31,0.135,0.155,0.28,1000,82
0.5315,0.3655,0.3355,0.233,0.2555,0.12,0.166,0.2495,10000,65
0.55,0.49,0.475,0.415,0.405,0.21,0.22,0.27,1000,59
0.54,0.455,0.445,0.38,0.335,0.14,0.155,0.34,1000,20
0.526,0.4049,0.3678,0.2175,0.2445,0.091,0.1185,0.2027,50000,12
0.5035,0.3285,0.3005,0.243,0.2365,0.131,0.178,0.2515,10000,31
0.529,0.4089,0.3802,0.2113,0.2428,0.096,0.1242,0.2031,50000,1
0.51,0.3473333333333333,0.3333333333333333,0.25866666666666666,0.2713333333333333,0.13666666666666666,0.19666666666666666,0.2786666666666667,7500,31
0.5235,0.349,0.3265,0.218,0.237,0.1215,0.1645,0.228,10000,83
0.5235,0.3986,0.3668,0.2036,0.23,0.091,0.1194,0.1939,50000,93
0.512,0.3984,0.3594,0.2071,0.2355,0.0922,0.1178,0.1976,50000,35
0.5285,0.3415,0.3285,0.2275,0.248,0.115,0.1545,0.238,10000,80
0.555,0.465,0.445,0.325,0.325,0.15,0.17,0.285,1000,79
0.585,0.525,0.51,0.38,0.425,0.175,0.19,0.26,1000,17
0.45,0.388,0.388,0.37,0.36,0.21,0.258,0.268,2500,46
0.516,0.3313333333333333,0.31133333333333335,0.262,0.25733333333333336,0.134,0.17533333333333334,0.266,7500,46
0.5093333333333333,0.33266666666666667,0.33,0.264,0.2813333333333333,0.15266666666666667,0.20466666666666666,0.27666666666666667,7500,32
0.45,0.322,0.354,0.35,0.356,0.164,0.224,0.31,2500,4
0.48,0.455,0.485,0.41,0.425,0.14,0.175,0.28,1000,7
0.5118,0.4,0.3721,0.2131,0.2303,0.0955,0.1257,0.2087,50000,13
0.56,0.425,0.425,0.34,0.35,0.175,0.2,0.305,1000,10
0.5375,0.364,0.3415,0.239,0.2525,0.128,0.164,0.256,10000,30
0.533,0.371,0.34075,0.211,0.23175,0.10275,0.1365,0.21475,20000,27
0.494,0.38,0.372,0.376,0.382,0.196,0.244,0.29,2500,20
0.4786666666666667,0.33066666666666666,0.322,0.25533333333333336,0.2773333333333333,0.13733333333333334,0.2,0.2773333333333333,7500,77
0.5253333333333333,0.36133333333333334,0.35133333333333333,0.2753333333333333,0.29733333333333334,0.14733333333333334,0.204,0.29333333333333333,7500,92
0.5185,0.377,0.34925,0.2245,0.245,0.10825,0.14275,0.22925,20000,9
0.528,0.3765,0.34975,0.2315,0.26,0.1135,0.14425,0.232,20000,22
0.5233333333333333,0.346,0.32466666666666666,0.27266666666666667,0.2786666666666667,0.15933333333333333,0.20733333333333334,0.288,7500,45
0.49,0.358,0.366,0.322,0.336,0.208,0.268,0.254,2500,69
0.472,0.356,0.362,0.37,0.372,0.188,0.258,0.258,2500,82
0.488,0.368,0.38,0.35,0.334,0.182,0.232,0.266,2500,63
0.53775,0.36325,0.33475,0.21825,0.2385,0.0955,0.13275,0.2155,20000,96
0.57,0.42,0.415,0.295,0.285,0.135,0.15,0.3,1000,11
0.52275,0.3565,0.32575,0.21725,0.23,0.1035,0.142,0.221,20000,59
0.5265,0.347,0.3275,0.2295,0.258,0.129,0.1715,0.2335,10000,40
0.5386666666666666,0.34,0.31933333333333336,0.25533333333333336,0.25666666666666665,0.13266666666666665,0.18266666666666667,0.26866666666666666,7500,60
0.53475,0.36625,0.3355,0.2105,0.2235,0.10275,0.13975,0.218,20000,14
0.52275,0.37025,0.34625,0.237,0.24825,0.113,0.14675,0.22975,20000,74
0.5216,0.4103,0.3703,0.2088,0.2269,0.0929,0.1187,0.2056,50000,88
0.5326666666666666,0.32466666666666666,0.312,0.25533333333333336,0.2673333333333333,0.148,0.198,0.276,7500,73
0.534,0.36466666666666664,0.346,0.23266666666666666,0.25266666666666665,0.13266666666666665,0.186,0.25466666666666665,7500,35
0.52575,0.36125,0.339,0.2215,0.235,0.1105,0.1425,0.2185,20000,85
