newman,newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,train,rep
-4.968670581581859,-5.647603942166939,-4.914397435706771,-5.175689367109682,-4.712760524671423,-4.6960327802473625,-5.476689460676228,-5.091841215716493,-4.749465849106615,0.020892961308540396,39
-4.923329621293513,-5.600216754624506,-4.867298096196435,-5.111362950438661,-4.711798623470908,-4.691152809874101,-5.459269136881168,-5.087757404161802,-4.728645665344795,0.13182567385564073,72
-5.0102502480088535,-5.710716596314906,-4.954596801844641,-5.191211434354546,-4.732739805508108,-4.678907045999182,-5.460088788488306,-5.091496755946368,-4.762475101805569,0.8317637711026709,51
-4.978744755886146,-5.670110687114461,-4.925291344295651,-5.174818260900444,-4.759997879619281,-4.719145668638188,-5.476192473557896,-5.099668472732229,-4.746211873119044,0.03019951720402016,6
-5.005472091927549,-5.680862843077821,-4.9404990653202905,-5.177473313125349,-4.711564643488858,-4.709411465113906,-5.448176713671581,-5.075499223752019,-4.736556652876872,0.07585775750291836,216
-4.989354312591832,-5.6781664642428336,-4.9327701770304175,-5.165121335902395,-4.740083070427313,-4.707222082787872,-5.422309187330595,-5.052163475406296,-4.715957881468091,0.3311311214825911,46
-4.982065538070863,-5.6481054115526605,-4.927200744388574,-5.154775525210629,-4.712709101906219,-4.654846895872006,-5.514394334027824,-5.088400800922586,-4.73052828876149,0.5754399373371569,14
-4.951060538433831,-5.619311544044276,-4.899500658353376,-5.127016526553382,-4.7284013209676825,-4.699955926065843,-5.460537643838099,-5.066489115923542,-4.724258646256722,0.06309573444801933,17
-5.007949290757947,-5.654849448176337,-4.952506718236188,-5.16035031921981,-4.720396145169945,-4.763844484154437,-5.464776507673934,-5.084513653303016,-4.7516982061544,0.15848931924611134,210
-4.9884287853641816,-5.635952483494956,-4.933152036546168,-5.150197262965047,-4.736340142771357,-4.7145212792943365,-5.44236665273704,-5.05760409759902,-4.702764747502412,0.2754228703338166,5
-5.006864810015737,-5.660869959933407,-4.942086616470205,-5.167558189458343,-4.720003318434659,-4.736463249144822,-5.473235053459704,-5.071711083605359,-4.710511924234341,0.06309573444801933,191
-4.961046204396154,-5.635488571870008,-4.9151386423278325,-5.153346180825647,-4.743439170685484,-4.735064648045287,-5.4926701512551945,-5.09389961782621,-4.716013722332844,0.47863009232263826,29
-5.032737137716377,-5.722152826376134,-4.968196890279423,-5.203964976557367,-4.723682605588047,-4.757789591152561,-5.418049976595192,-5.061856882661725,-4.73465974865362,0.09120108393559097,54
-5.004941270708905,-5.762065479722007,-4.936267099083547,-5.234355633120271,-4.743802816241878,-4.742668576384,-5.448801217199383,-5.047320355249394,-4.704076213630646,0.01,83
-4.920735661765049,-5.585196319124929,-4.869846667549034,-5.097608849240489,-4.709829187261899,-4.690260260141562,-5.471429290853656,-5.065437053824487,-4.697607412832084,0.025118864315095794,175
-5.023132797939577,-5.771568542389833,-4.965882065374764,-5.255297543592831,-4.754273715375877,-4.711979184298795,-5.457967251492502,-5.073467487971859,-4.741008541686243,0.06309573444801933,67
-4.97780319839277,-5.607837536641924,-4.92734334805719,-5.12726760835582,-4.741750205546464,-4.720554785724916,-5.492635316594986,-5.084717465223275,-4.697361545884107,0.03630780547701014,231
-4.984811017220221,-5.623022897201807,-4.919434078620134,-5.13162174933493,-4.73617529205201,-4.669959839440009,-5.478524645358656,-5.087310415197004,-4.722293506798505,0.03019951720402016,178
-4.95241972489449,-5.608026672341942,-4.9022328947236895,-5.115927678568348,-4.740010655326843,-4.746976625143157,-5.448638878378171,-5.076950113946113,-4.708935257905993,0.19054607179632474,202
-5.010270058148391,-5.709486767725159,-4.962160365674293,-5.187553448020736,-4.730110256286871,-4.722761111354453,-5.437364832658763,-5.079091412440257,-4.737579931616556,0.3311311214825911,195
-4.976805298921355,-5.643790385712737,-4.911661260474041,-5.134935076315917,-4.736259173764483,-4.717157761760091,-5.411203411039031,-5.057201717051011,-4.7114273977056405,0.06309573444801933,6
-4.945838304279994,-5.637426486972789,-4.888642801000646,-5.134020235791646,-4.759492871164675,-4.72957546219818,-5.451698400247282,-5.0654773832940405,-4.71009391084903,0.09120108393559097,123
-4.969909198943764,-5.69631638122446,-4.909117281433409,-5.179341051544616,-4.70420249778904,-4.717795985853574,-5.453436288492495,-5.078488221079211,-4.725385203173408,0.2754228703338166,153
-5.094289595840533,-5.8453365213881705,-5.033899347350901,-5.318992490339031,-4.7816950407918855,-4.731104438678337,-5.4072507418305165,-5.049569386870012,-4.809601094829377,0.15848931924611134,56
-4.97416147327094,-5.634082133015784,-4.908075918427661,-5.120723633772908,-4.715880689318025,-4.726113795019792,-5.456087995797161,-5.087833860678019,-4.7207261161506615,0.05248074602497726,164
-5.036928382183926,-5.699473101447825,-4.979672093314438,-5.19771431760056,-4.713636906779968,-4.758368593064659,-5.452385597023693,-5.109068343926961,-4.772866581114087,0.2754228703338166,69
-5.026974553220997,-5.7414303533239055,-4.966625280624965,-5.219720316620638,-4.703461724242911,-4.697117993917031,-5.472801538233508,-5.09278972650002,-4.745783162967353,0.01,126
-5.030540828076506,-5.772104678553638,-4.972256991660796,-5.254062877828948,-4.72523068428671,-4.772715884191441,-5.405219508442107,-5.064944927276534,-4.76270296073232,0.13182567385564073,120
-5.014351000842703,-5.693545701218041,-4.950916763939993,-5.2045426790905385,-4.734721901219636,-4.731264597096286,-5.510178969502278,-5.1299413858655445,-4.785230619283325,0.01,38
-4.936631546603968,-5.667038091214509,-4.87561720100574,-5.161092559984418,-4.726492328612403,-4.725689768837501,-5.464726515436452,-5.048630276335622,-4.697905263110322,0.8317637711026709,167
-4.945532840060077,-5.63196622009553,-4.8930185459231055,-5.130196437955681,-4.704703893636919,-4.699904680580579,-5.446641071783459,-5.075427035838121,-4.716755532107525,0.01,204
-4.989659858341208,-5.605034341154917,-4.943704642465845,-5.134159870417142,-4.765522268410423,-4.725117971165775,-5.45068458203143,-5.110279164800668,-4.730408880571364,0.5754399373371569,66
-4.92294116757761,-5.633751364412579,-4.86421982171544,-5.117264187018247,-4.72939972968244,-4.747479989169081,-5.443959349347758,-5.060696504648731,-4.70824179546073,0.22908676527677735,121
-4.997203371676778,-5.739978523843692,-4.936457970911973,-5.222909268371537,-4.7228108916459846,-4.724705113370276,-5.480233757438216,-5.097370755881384,-4.778812724063831,0.6918309709189366,190
-5.034537697648524,-5.65585752721956,-4.988651359602663,-5.166122267766808,-4.733612376651977,-4.690734281411743,-5.42829436306904,-5.073944569181502,-4.765943022493775,0.025118864315095794,185
-4.929792778095672,-5.618797281248746,-4.881482914023074,-5.1125456793544,-4.782851557702871,-4.720375796138968,-5.428010794163073,-5.051572429370411,-4.702646708166196,0.5754399373371569,149
-5.035709472962503,-5.66675891696761,-4.97310434653716,-5.168279289771469,-4.737289716787026,-4.649450564314265,-5.434691162004883,-5.078529138305777,-4.765485906095618,0.8317637711026709,95
-4.945462731726215,-5.675456806603874,-4.889977301456623,-5.158097394273935,-4.735542081679045,-4.674412761440755,-5.439080424580551,-5.052163491799394,-4.709398502500711,0.025118864315095794,165
-5.0828983107265975,-5.730853686678612,-5.030341967902944,-5.222081184206931,-4.772596927451108,-4.7878468004343855,-5.430215843902333,-5.078236308945873,-4.773060516155328,0.6918309709189366,121
-5.035952017423218,-5.637717365267883,-4.98564454473868,-5.156748148757222,-4.757130318154385,-4.682766785030879,-5.537952082806009,-5.150837049357646,-4.823276929468052,0.012022644346174132,59
-4.995985713085069,-5.615427793386172,-4.956033919115694,-5.129856394936892,-4.712355659799025,-4.669734002576209,-5.495745578070975,-5.157011222030799,-4.755881381246802,0.06309573444801933,160
-5.0025638063897,-5.705175063293558,-4.943561834958753,-5.18656303490189,-4.750031761296166,-4.712985160201577,-5.4194522128626055,-5.071570098499135,-4.713694899448993,0.8317637711026709,154
-4.960854736926445,-5.711673754932494,-4.909213171400905,-5.192405709614936,-4.7275219264297546,-4.734528664271904,-5.474214304415897,-5.097120511896233,-4.728118608346815,0.020892961308540396,153
-4.972359813502886,-5.679572828481111,-4.903799145881727,-5.144779763032751,-4.718626581598613,-4.758778983686283,-5.444172557372663,-5.056734504525797,-4.719744597115121,0.012022644346174132,23
-4.920783976317951,-5.562017862076781,-4.8829573932422194,-5.078184335516144,-4.71337618775688,-4.69242604985712,-5.440932659571487,-5.068111207362306,-4.706511125107756,0.8317637711026709,98
-4.979648073656243,-5.700746463927802,-4.920951496819364,-5.177072282394392,-4.752600557845058,-4.713697254219137,-5.422653363333401,-5.064027266700841,-4.742661893039055,0.012022644346174132,105
-4.927582450876699,-5.64257804061907,-4.872181317802844,-5.115540466742806,-4.761666188300248,-4.782776179924299,-5.398955153053715,-5.043688952981719,-4.70628541556558,0.6918309709189366,98
-5.013811260821602,-5.653083202621679,-4.968190400533831,-5.156205204120692,-4.733595809652719,-4.722645373911655,-5.446781763692262,-5.084561907265512,-4.7566396199664736,0.020892961308540396,209
-4.98757125758234,-5.722002739606553,-4.936177719487624,-5.213339374761885,-4.761151147066341,-4.74203975212208,-5.468428846321211,-5.091927106538201,-4.768987484652147,0.22908676527677735,141
-5.053313882187437,-5.711254599508687,-5.003674517330188,-5.236759862191458,-4.71017734233667,-4.720175853881711,-5.478636546228024,-5.114453326042362,-4.80894843838921,0.6918309709189366,40
-5.0781525817349,-5.7468496219332,-5.027687492643443,-5.250048139123881,-4.759501733470219,-4.71402564509966,-5.4016476016620665,-5.066577012373924,-4.815761920861197,0.04365158322401661,138
-4.935272519472783,-5.59055757687392,-4.893505328084314,-5.099458661839625,-4.721164851878479,-4.730140768226524,-5.451912098833389,-5.093239684371492,-4.708009971202054,0.04365158322401661,171
-5.062141899317573,-5.717755616272003,-5.008539357899044,-5.218486545680217,-4.730590474817708,-4.710619015447145,-5.540896982423098,-5.167566448385705,-4.783179844554044,0.3311311214825911,19
-4.93509414117821,-5.606040702231962,-4.879160419747134,-5.122039991885059,-4.702748180798055,-4.691645005361549,-5.52967864477498,-5.1388934425612485,-4.7238288504486325,0.03019951720402016,169
-4.97726019997628,-5.661272149130129,-4.930098181819439,-5.157716489597196,-4.74970524554253,-4.734154964893532,-5.482200424255487,-5.111506368868977,-4.7165413975513015,0.04365158322401661,60
-5.027864616258401,-5.710080081824111,-4.981137980642043,-5.212253574232056,-4.74289331077547,-4.679995828284767,-5.463430588670899,-5.108695567963196,-4.763428204368124,0.19054607179632474,244
-4.951608272277514,-5.630541097642119,-4.899358186367602,-5.1397220384403415,-4.699038779912346,-4.704735203268088,-5.466729414783368,-5.075950076854453,-4.714096321932426,0.06309573444801933,214
-4.982824367449124,-5.70135092450266,-4.921661326739349,-5.194227601882937,-4.744564915896094,-4.709842034283005,-5.3996506435438425,-5.035077305093484,-4.710888179732354,0.09120108393559097,87
-4.991087965010295,-5.703028944974372,-4.930359985216301,-5.186950470614326,-4.743919215521539,-4.730184939876612,-5.432591680092164,-5.0527508433426735,-4.733734209030843,0.3311311214825911,23
-4.934294669905814,-5.591484980083913,-4.886419993908175,-5.088760097553566,-4.716477202960754,-4.682705017139862,-5.482114529920025,-5.083213094038009,-4.705277655687327,0.1096478196143185,144
-4.979635995556122,-5.643782178175809,-4.944631979747514,-5.141738789737846,-4.726455582113375,-4.683976834276013,-5.396410240503484,-5.047347658509667,-4.707680091384457,0.5754399373371569,104
-4.9934987925361165,-5.67609105750371,-4.9358531649281705,-5.174436821381266,-4.733775925682654,-4.733521415643714,-5.431788573973534,-5.075270330833719,-4.755673857717732,0.8317637711026709,27
-5.035769147943043,-5.757542276703338,-4.974351630595531,-5.242131669539566,-4.739152674170288,-4.769067864502513,-5.418115602107606,-5.072879689165804,-4.758965498577603,0.3981071705534973,204
-4.976426236984879,-5.625699743817044,-4.921352815804586,-5.1306774556285335,-4.730451265547687,-4.693314360725257,-5.452239926178146,-5.0671256316066335,-4.733721387344088,0.07585775750291836,35
-5.008405407972996,-5.6802327975960845,-4.9436078111783575,-5.184061965141588,-4.713954575919392,-4.724553776436394,-5.507170138966471,-5.136071529758758,-4.765404596192779,0.13182567385564073,41
-5.058121258108723,-5.741283931425985,-5.003912086975509,-5.240958631114277,-4.721412621681055,-4.724794179614017,-5.436518242600705,-5.063207945499264,-4.781994851338748,0.05248074602497726,66
-4.915021283157528,-5.544309584243797,-4.872302082626841,-5.062506645919627,-4.73307696314071,-4.732069190780219,-5.471136491491281,-5.086947100873618,-4.697032573760538,0.1096478196143185,192
-4.936862452238138,-5.550085323106969,-4.889835325407019,-5.081207234491229,-4.734229099707612,-4.687859842241168,-5.433079891229119,-5.063467809021054,-4.702006516336283,0.19054607179632474,167
-4.953328750614101,-5.615602164378864,-4.9027294328789255,-5.100741244205175,-4.769247053706786,-4.668679294051749,-5.456555854619169,-5.072679330327284,-4.702499334298822,0.19054607179632474,25
-4.975185200166321,-5.6945280806218594,-4.916894083521347,-5.179021499363551,-4.731591946592778,-4.717827072089745,-5.428089114944811,-5.057488278616912,-4.707841517098375,0.15848931924611134,75
