BT,BT_leadership,HO_BT,HOL_BT,Spring_Rank,Spring_Rank_Leadership,Page_Rank,Page_Rank_Leadership,Point_Wise,train,rep
0.9916028088940012,0.9916028088940012,0.9916028088940012,0.9916028088940012,1.590863638130374,1.590863638130374,2.357632313256869,2.357632313256869,1.6671732255823957,0.47863009232263826,5
1.4340164221447194,1.4340164221447194,1.4340164221447194,1.4340164221447194,1.7339400158425846,1.7339400158425846,2.5920948795834877,2.5920948795834877,4.91303044915105,0.15848931924611134,212
1.532638550932924,1.532638550932924,1.532638550932924,1.532638550932924,1.7339743292925411,1.7339743292925411,3.2281728177534244,3.2281728177534244,9.24046109882368,0.09120108393559097,23
1.7836860098942853,1.7836860098942853,1.7836860098942853,1.7836860098942853,1.8395841875158152,1.8395841875158152,2.965496206828983,2.965496206828983,20.06009716903856,0.014454397707459272,192
1.7471247061853004,1.7471247061853004,1.7471247061853004,1.7471247061853004,1.834690224833751,1.834690224833751,3.0371799032997813,3.0371799032997813,20.07267570779861,0.014454397707459272,25
0.875761851963861,0.875761851963861,0.875761851963861,0.875761851963861,1.5757500251959142,1.5757500251959142,2.430690291275878,2.430690291275878,1.6437690884960217,0.5754399373371569,100
0.9191036008386432,0.9191036008386432,0.9191036008386432,0.9191036008386432,1.6331926041747666,1.6331926041747666,2.464526851215028,2.464526851215028,1.7027696662106122,0.5754399373371569,215
1.056205988470485,1.056205988470485,1.056205988470485,1.056205988470485,1.6362252145155904,1.6362252145155904,2.373676551790588,2.373676551790588,1.7022421831370933,0.3981071705534973,209
1.2990786167991777,1.2990786167991777,1.2990786167991777,1.2990786167991777,1.6606289575364543,1.6606289575364543,2.419141844689048,2.419141844689048,2.99347738314818,0.22908676527677735,199
1.6796500441585132,1.6796500441585132,1.6796500441585132,1.6796500441585132,1.826559476966164,1.826559476966164,3.717223284853103,3.717223284853103,13.892666384691005,0.05248074602497726,237
1.0398596708895889,1.0398596708895889,1.0398596708895889,1.0398596708895889,1.6225114123827875,1.6225114123827875,2.387179012752957,2.387179012752957,1.788562433710556,0.3981071705534973,9
1.4756030868053274,1.4756030868053274,1.4756030868053274,1.4756030868053274,1.7069732502691537,1.7069732502691537,3.096396314578818,3.096396314578818,7.919429671738757,0.1096478196143185,32
0.8928245329212974,0.8928245329212974,0.8928245329212974,0.8928245329212974,1.5811240460926803,1.5811240460926803,2.3944663549122924,2.3944663549122924,1.6722663722445754,0.5754399373371569,78
1.7593151840409635,1.7593151840409635,1.7593151840409635,1.7593151840409635,1.8025507400255565,1.8025507400255565,3.4373353718185973,3.4373353718185973,18.689792194740008,0.020892961308540396,163
1.237845512562944,1.237845512562944,1.237845512562944,1.237845512562944,1.5993474858043355,1.5993474858043355,2.30229453898926,2.30229453898926,3.1273789207197145,0.22908676527677735,108
1.709800978168891,1.709800978168891,1.709800978168891,1.709800978168891,1.9626137387551847,1.9626137387551847,3.7605038163679088,3.7605038163679088,14.767347512843632,0.04365158322401661,238
1.7229470626418608,1.7229470626418608,1.7229470626418608,1.7229470626418608,1.861060665568485,1.861060665568485,3.687853907357409,3.687853907357409,16.119300262818975,0.03630780547701014,246
0.9428727310139148,0.9428727310139148,0.9428727310139148,0.9428727310139148,1.5184326883521715,1.5184326883521715,2.334285515986351,2.334285515986351,1.6426605198658326,0.47863009232263826,118
1.7499379339807128,1.7499379339807128,1.7499379339807128,1.7499379339807128,1.8290223033131467,1.8290223033131467,3.3399489107586646,3.3399489107586646,18.81868013618412,0.020892961308540396,201
1.631454669565639,1.631454669565639,1.631454669565639,1.631454669565639,1.759647851004617,1.759647851004617,3.69083385657816,3.69083385657816,14.814172384523449,0.04365158322401661,99
0.890397662289695,0.890397662289695,0.890397662289695,0.890397662289695,1.5731306100748303,1.5731306100748303,2.426970096096124,2.426970096096124,1.6719445654091374,0.5754399373371569,62
1.0700650071986888,1.0700650071986888,1.0700650071986888,1.0700650071986888,1.5424157617175684,1.5424157617175684,2.3398351799691786,2.3398351799691786,1.6745538061945104,0.3981071705534973,78
1.7588120242614456,1.7588120242614456,1.7588120242614456,1.7588120242614456,1.9448710139394587,1.9448710139394587,3.5340856519390846,3.5340856519390846,18.121645930160184,0.025118864315095794,217
1.6570839328626268,1.6570839328626268,1.6570839328626268,1.6570839328626268,1.7845222043540072,1.7845222043540072,3.553236788194942,3.553236788194942,17.27007662335755,0.03019951720402016,129
1.7154193986016404,1.7154193986016404,1.7154193986016404,1.7154193986016404,1.7692344547276273,1.7692344547276273,3.1502642646623342,3.1502642646623342,19.484628341906664,0.017378008287493755,117
1.728272310046136,1.728272310046136,1.728272310046136,1.728272310046136,1.858449397128067,1.858449397128067,3.3718484379820617,3.3718484379820617,18.618600078247063,0.020892961308540396,69
1.728960200596783,1.728960200596783,1.728960200596783,1.728960200596783,1.7917143567598657,1.7917143567598657,3.038567583830745,3.038567583830745,20.037803074052416,0.014454397707459272,98
1.768666548121077,1.768666548121077,1.768666548121077,1.768666548121077,1.843640130674412,1.843640130674412,2.892930988678036,2.892930988678036,20.52580067439278,0.012022644346174132,96
1.7219841095485924,1.7219841095485924,1.7219841095485924,1.7219841095485924,1.849875635949052,1.849875635949052,3.3481374157355788,3.3481374157355788,18.767951525472693,0.020892961308540396,15
1.771310523670873,1.771310523670873,1.771310523670873,1.771310523670873,1.93825135027378,1.93825135027378,3.21004953888454,3.21004953888454,19.417928696764854,0.017378008287493755,167
0.9958086436244727,0.9958086436244727,0.9958086436244727,0.9958086436244727,1.5970062437037793,1.5970062437037793,2.389691688025842,2.389691688025842,1.7055988401506457,0.47863009232263826,167
1.313008301130541,1.313008301130541,1.313008301130541,1.313008301130541,1.7285813703455883,1.7285813703455883,2.3088265097154483,2.3088265097154483,2.4464939054228485,0.22908676527677735,164
1.514023410630667,1.514023410630667,1.514023410630667,1.514023410630667,1.7294687266419806,1.7294687266419806,2.973475513312517,2.973475513312517,7.903012444565669,0.1096478196143185,223
1.712165026917695,1.712165026917695,1.712165026917695,1.712165026917695,1.908963945888877,1.908963945888877,3.677006953784376,3.677006953784376,17.21784162077246,0.03019951720402016,197
1.0572107367829222,1.0572107367829222,1.0572107367829222,1.0572107367829222,1.592514926520193,1.592514926520193,2.358362135198656,2.358362135198656,1.6771377028041012,0.3981071705534973,58
1.2261656012579851,1.2261656012579851,1.2261656012579851,1.2261656012579851,1.6552349067350944,1.6552349067350944,2.314344772688373,2.314344772688373,2.094850516789958,0.2754228703338166,218
1.7187344404965783,1.7187344404965783,1.7187344404965783,1.7187344404965783,1.8187792262910056,1.8187792262910056,3.5696784607995764,3.5696784607995764,15.003702855540636,0.04365158322401661,247
1.3300719518338855,1.3300719518338855,1.3300719518338855,1.3300719518338855,1.6556299759338835,1.6556299759338835,2.3461846476472306,2.3461846476472306,3.655794947925548,0.19054607179632474,38
0.7637737405948694,0.7637737405948694,0.7637737405948694,0.7637737405948694,1.6022988093451491,1.6022988093451491,2.4741564770777718,2.4741564770777718,1.7033418883558038,0.8317637711026709,160
